numrodeligne,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,origine,DoubleAccounts
218,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Exports,,levant,3558318,,0
219,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Exports,,nord,5605437,,0
220,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Exports,,portugal,1536832,,0
221,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Exports,,savpie,5494536,,0
222,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Exports,,suisse,4220647,,0
223,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,allemagne,5675965,,0
224,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,angleterre,16150285,,0
225,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,espagne,16390564,,0
226,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,flandre,7397860,,0
227,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,hollande,20649005,,0
228,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,ilesamer,17852205,,0
229,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,italie,7627317,,0
230,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,levant,8001435,,0
231,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,nord,7999211,,0
232,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,portugal,676584,,0
233,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,savpie,11943017,,0
234,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1724,Imports,,suisse,451651,,0
235,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,allemagne,11331211,,0
236,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,angleterre,9862249,,0
237,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,espagne,25422822,,0
238,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,flandre,7750026,,0
239,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,geneve,153188,,0
240,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,hollande,21328396,,0
241,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,ilesamer,8792872,,0
242,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,italie,2880579,,0
243,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,levant,6337744,,0
244,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,nord,6692796,,0
245,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,portugal,3007446,,0
246,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,savpie,4287629,,0
247,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Exports,,suisse,3230654,,0
248,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,allemagne,4362688,,0
249,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,angleterre,14035473,,0
250,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,espagne,9875270,,0
251,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,flandre,7227635,,0
252,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,hollande,14731615,,0
253,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,ilesamer,13021734,,0
254,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,italie,3562880,,0
255,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,levant,5148968,,0
256,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,nord,6038991,,0
257,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,portugal,642838,,0
258,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,savpie,7545534,,0
259,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1725,Imports,,suisse,327285,,0
260,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,allemagne,11493245,,0
261,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,angleterre,6411489,,0
262,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,espagne,24067897,,0
263,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,flandre,7156102,,0
264,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,geneve,366434,,0
265,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,hollande,17286098,,0
266,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,ilesamer,12699448,,0
267,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,italie,3347654,,0
268,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,levant,8734457,,0
269,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,nord,4352891,,0
270,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,portugal,3829491,,0
271,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,savpie,5850308,,0
272,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Exports,,suisse,2635869,,0
273,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,allemagne,4165063,,0
274,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,angleterre,12124600,,0
275,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,espagne,9442134,,0
276,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,flandre,5803162,,0
277,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,guinee,235702,,0
278,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,hollande,11992747,,0
279,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,ilesamer,12901156,,0
280,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,italie,5895311,,0
281,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,levant,4964296,,0
282,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,nord,6199767,,0
283,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,portugal,423212,,0
284,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,savpie,7190510,,0
285,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1726,Imports,,suisse,340244,,0
286,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,allemagne,14500070,,0
287,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,angleterre,6511627,,0
288,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,espagne,21147142,,0
289,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,flandre,5757994,,0
290,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,guinee,1011751,,0
291,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,hollande,17555166,,0
292,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,ilesamer,14814684,,0
293,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,italie,4268703,,0
294,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,levant,8518829,,0
295,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,nord,5902949,,0
296,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,portugal,3076250,,0
297,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,savpie,4940632,,0
298,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Exports,,suisse,2193521,,0
299,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,allemagne,4266270,,0
300,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,angleterre,8371107,,0
301,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,espagne,9661591,,0
302,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,flandre,4685133,,0
303,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,geneve,425160,,0
304,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,guinee,2132842,,0
305,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,hollande,12224730,,0
306,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,ilesamer,20223978,,0
307,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,italie,4302185,,0
308,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,levant,5377673,,0
309,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,nord,3322828,,0
310,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,portugal,533900,,0
311,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,savpie,6648947,,0
312,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1727,Imports,,suisse,262488,,0
313,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,allemagne,12930413,,0
314,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,angleterre,6582282,,0
315,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,espagne,28527848,,0
316,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,flandre,5631821,,0
317,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,geneve,346643,,0
318,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,guinee,221519,,0
319,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,hollande,18718120,,0
320,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,ilesamer,17926941,,0
321,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,italie,2935218,,0
322,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,levant,11705169,,0
323,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,nord,5595960,,0
324,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,portugal,5581033,,0
325,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,savpie,4767224,,0
326,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Exports,,suisse,2068849,,0
327,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,allemagne,3512965,,0
328,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,angleterre,9408930,,0
329,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,espagne,14107277,,0
330,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,flandre,3947315,,0
331,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,guinee,24361,,0
332,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,hollande,13376042,,0
333,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,ilesamer,17983416,,0
334,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,italie,4945443,,0
335,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,levant,5718355,,0
336,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,nord,3527884,,0
337,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,portugal,714202,,0
338,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,savpie,6977769,,0
339,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1728,Imports,,suisse,318022,,0
340,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,allemagne,13508690,,0
341,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,angleterre,4863736,,0
342,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,espagne,37041108,,0
343,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,flandre,5528831,,0
344,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,geneve,382067,,0
345,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,guinee,1590994,,0
346,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1729,Exports,,hollande,18929423,,0
