sources,product,orthographic_normalization,simplification,categorization,sitc_rev1,sitc_rev2,medicinal
toflit18,Faneaux de vaisseau,fanal de vaisseau,fanal de vaisseau,,8,8,
toflit18,Gallon en argent,galon ; d'argent,galon ; d'argent,galon,8,8,
toflit18,Gants de peau,gant ; de peau,,,,,
toflit18,Habits de soldat,habit ; de soldat,habit ; de soldat,,8,8,
toflit18,Harnais de chevaux,harnais ; de cheval,,,,,
toflit18,Haches d'armes,arme ; hache,,,,,
toflit18,Lamparille,lampareille,étoffe ; de poil ; lampareille,étoffe,6,,
toflit18,Molton,molleton,molleron,,???,,
toflit18,Mercerie,mercerie,mercerie,,6,6,
toflit18,Mors de Bride,mors ; de bride,mors ; de bride,mors ; de brides,8,8,
toflit18,Marmitte de fer,marmite ; en fer,marmite ; en fer,,6,6,
toflit18,Orloge de table,horlogerie ; horloge ; de sable,horlogerie ; horloge ; de sable,,8,8,
toflit18,Portrait,portrait,portrait,,8,8,
toflit18,Plumets,plumet,,,,,
toflit18,Perruques,perruque,perruque,perruques,8,8,
toflit18,Poudre à poudrer,poudre ; à poudrer,poudre ; à poudrer,,,,
toflit18,Papier Blanc,papier ; blanc,,,,,
toflit18,Pipe à fumer,pipe ; à fumer,pipe ; à fumer,,8,8,
toflit18,Poudre à tirer,poudre ; à tirer,poudre à tirer,poudre à tirer,9,,
toflit18,Plomb en Grenaille,plomb ; en grenaille,plomb ; en grenaille,plomb,6,6,
toflit18,Poelles à frire,poêle ; à frire,poêle ; à frire,poêles ; à frire,6,6,
toflit18,Poelles à échauffer,poêle ; à chauffer,poêle ; à chauffer,,6,6,
toflit18,Potin,potin,potin,,6,6,
toflit18,Poids de fer,poids ; de fer,poids ; de fer,poids ; de fer,6,6,
toflit18,Quincaille de cuivre,quincaille ; de cuivre,quincaille ; de cuivre,,6,6,
toflit18,Quincaille de feu et acier,quincaille ; de fer ; et acier,,,,,
toflit18,Raz de Saint-Maure,raz ; de Saint-Maure,raz ; de Saint-Maure,,6,6c,
toflit18,Ratine de beauvais,ratine ; de Beauvais,ratine ; de Beauvais,,6,,
toflit18,Ruban or et argent,ruban ; d'or ; et d'argent,,,,,
toflit18,Ruban de soye,ruban ; de soie,ruban ; de soie,ruban,6,6c,
toflit18,Roues de Charettes,roue ; de charrette,roue ; de charrette,,6,6,
toflit18,Roues de Brouette,roue ; de brouette,roue ; de brouette,,6,6,
toflit18,Soyerie,soieries,,,,,
toflit18,Soye à couvre,soie ; à coudre,soie ; à coudre,soie,6,6c,
toflit18,Sarge,sarge,sarge,,6,,
toflit18,Serinettes ouvrées,serinettes ; ouvrées,,,,,
toflit18,Souliers,souliers,,,,,
toflit18,Selles de Cheval,selles ; de cheval,,,,,
toflit18,Sabres,sabre,sabre,,9,,
toflit18,Savon,savon,savon,savon,5,,
toflit18,Tabernacles dorées,tabernacles ; dorés,,,,,
toflit18,Tapis d'Auvergne,tapis ; d'Auvergne,tapis ; d'Auvergne,tapis,6,6,
toflit18,Tapisserie de Rouen,tapisserie ; de Rouen,tapisserie ; de Rouen,tapisserie,6,6,
toflit18,Tafetas,taffetas,taffetas,taffetas,6,6c,
toflit18,Toille Baptiste,toile ; batiste,toile ; batiste,,6,6a,
toflit18,Toille de Lin,toile ; de lin,toile ; de lin,,6,6a,
toflit18,Toille de [?] lin,toile ; de ; illisible ; lin,,,,,
toflit18,Toille de Chanvre,toile ; de chanvre,,,,,
toflit18,Toille de Rouen,toile ; de Rouen,toile ; de Rouen,,6,6a,
toflit18,Toille de Bretagne,toile ; de Bretagne,toile ; de Bretagne,,6,6a,
toflit18,Toille de Laval,toile ; de Laval,toile ; de Laval,,6,6a,
toflit18,Toille Ecrue,toile ; écrue,,,,,
toflit18,Toille à voile,toile ; à voile,toile ; à voile,,6,6a,
toflit18,Toille à voille,toile ; à voile,toile ; à voile,,6,6a,
toflit18,Toille Rayée,toile ; rayée,,,,,
toflit18,Toillle Pinte,toile ; peinte,,,6,6d,
toflit18,Toille de cotton,toile ; de coton,toile ; de coton,,6,6d,
toflit18,Tanabare [?],??? Tanabare,??? Tanabare,,???,,
toflit18,Vaiselle d'argent,vaisselle ; d'argent,vaisselle ; d'argent,vaisselle,6,6,
toflit18,Vaiselle de Sayence,vaisselle ; de faïence,,,,,
toflit18,Verre à boire,verre ; à boire,verre ; à boire,verre,6,6,
toflit18,Verre à vitre,verre ; à vitres,,,,,
toflit18,Verreà Vitre,verre ; à vitres,,,,,
toflit18,Veste de toilles brodées,veste ; de toile ; brodée,veste ; de toile ; brodée,,8,8,
toflit18,Cuivre Ouvré,ouvrage ; de cuivre,ouvrage ; de cuivre,,6,6,
toflit18,Linge de table commune,linge ; de table ; commune,linge ; de table ; commune,,???,,
toflit18,Bière,bière,bière,bière,1,1,
toflit18,Orge,orge,orge,orge,0,0a,
toflit18,Saumon Sallé,saumon ; salé,,,,,
toflit18,Barriques Vuiddes vielles,barrique ; vieille ; vide,barrique ; vieille ; vide,barrique,6,6,
toflit18,Cuirs verts,cuir ; vert,,,,,
toflit18,Crin,crin,crin,crin,2,,
toflit18,Charbon de Terre,charbon ; de terre,charbon ; de terre,charbon ; de terre,3,3,
toflit18,Huile de Parfum,huile ; de parfum,huile ; de parfum,huile,5,,
toflit18,Laine en Suint,laine ; en suint,laine ; en suint,laine,2,,
toflit18,,?,épitaphe,abaque,,,alkerme
toflit18,Merrain à Pipes,merrain ; à pipe,,,,,
toflit18,Merrain a quarts,merrain ; à quart,merrain ; à quart,,2,,
toflit18,Planches de Sapin,planche ; de sapin,planche ; de sapin,planches,2,,
toflit18,Pelles de Bois,pelle ; de bois,pelle ; de bois,pelle ; de bois,6,6,
toflit18,Cannelle,cannelle,épicerie ; cannelle,épicerie,0,0b,
toflit18,drogueur d'apothicaire,drogue ; d'apothicaire,drogue ; d'apothicaire,,???,,drogue ; d'apothicaire
toflit18,Girofle,girofle,épicerie ; girofle,épicerie,0,0b,
toflit18,Harans blanc,hareng ; blanc,hareng ; blanc,,0,0a,
toflit18,Jus de Réglise,jus ; de réglisse,jus ; de réglisse,,2,,jus ; de réglisse
toflit18,Muscade,muscade,,,,,
toflit18,Poivre,poivre,épicerie ; poivre,épicerie,0,0b,
toflit18,Raisin Sec,fruit ; sec ; raisin,fruit ; sec ; raisin,fruits,0,0a,
toflit18,Argent Vif,argent ; vif,argent ; vif,mercure,5,,argent ; vif
toflit18,Azur commun,azur ; commun,azur ; commun,,2,,
toflit18,Bois du BR...SIL,bois ; de Brésil,bois ; de Brésil,,2,,
toflit18,Bois de Campêche,bois ; de campêche,bois ; de campêche,,2,,
toflit18,Bois de Sapin,bois ; de sapin,bois ; de sapin,,2,,
toflit18,Bois Jaune,bois ; jaune,bois ; jaune,,2,,
toflit18,Barriques en Bottes,barrique ; en botte,barrique ; en botte,barrique,6,6,
toflit18,Bourre de Bœuf,bourre ; de bœuf,bourre ; de bœuf,bourre,2,,
toflit18,Bol,bol,bol,bol,8,8,
toflit18,Cuivre en Plaques,cuivre ; en plaque,cuivre ; en plaque,,6,6,
toflit18,Cuivre en Mitraille,cuivre ; en mitraille,cuivre ; en mitraille,cuivre,6,6,
toflit18,couperose,couperose,drogue ; pour la peinture et la teinture ; couperose,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; couperose
toflit18,Céruse,céruse,drogue ; pour la peinture et la teinture ; blanc de céruse,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; blanc de céruse
toflit18,Colle Forte,colle ; forte,colle ; forte,colle,5,,
toflit18,Emery,émeri,,terre,???,,
toflit18,...pars,épart,épart,planche,6,6,
toflit18,Fer ; en Gueuse,fer ; en gueuse,fer ; en gueuse,,6,6,
toflit18,Garance,garance,garance,,2,,garance
toflit18,Gaudron,goudron,goudron,,2,,
toflit18,Huile de navette,huile ; de navette,,,,,
toflit18,Huile d'Aspic,huile ; d'aspic,huile ; d'aspic,huile,4,4,huile ; d'aspic
toflit18,Lin Cru,lin ; cru,lin ; cru,lin,2,,
toflit18,Mine Plomb,mine ; de plomb,,,,,
toflit18,Merrain à Pipe,merrain ; à pipe,,,,,
toflit18,Pirette,pyrethre,,,,,
toflit18,Poix de Bourgogne,poix ; de Bourgogne,poix ; de Bourgogne,,,,
toflit18,Plomb en Saumon,plomb ; en saumon,plomb ; en saumon,plomb,6,6,
toflit18,Sumac,sumac,drogue ; pour la peinture et la teinture ; sumac,drogue ; pour la peinture et la teinture,5,,
toflit18,Souffre en Fanon,soufre ; en fanon,,,,,
toflit18,Boulets de Canon,boulet ; de canon,boulet ; de canon,boulet de canon,9,,
toflit18,Bouteilles de Verre,bouteille ; de verre,bouteille ; de verre,bouteille,6,6,
toflit18,Briques,brique,brique,briques,6,6,
toflit18,Cotton Fil,coton ; filé,coton ; filé,,6,6d,
toflit18,Chaise de commodité,chaise ; de commodité,chaise ; de commodité,,,,
toflit18,Chaudron de Cuivre,cuivre ; en chaudron,cuivre ; en chaudron,,6,6,
toflit18,Cannes à main,canne ; à main,canne ; à main,,,,
toflit18,Duc d'Ablier,duc-d'Albe,duc-d'Albe,,???,,
toflit18,Fil de Laiton,fil ; de laiton,fil ; de laiton,fil,6,6,
toflit18,Fil de Fer,fil ; de fer,quincaillerie ; de fer ; fil,quincaillerie ; de fer,6,6,
toflit18,Fer ; Ouvrée,ouvrage ; de fer,ouvrage ; de fer,ouvrage ; de fer,6,6,
toflit18,Fayence,faïence,faïence,,6,6,
toflit18,Meuble de Bois,mobilier ; de bois,mobilier ; de bois,,8,8,
toflit18,Moulin Fer,moulin ; de fer,moulin ; de fer,moulins,7,7,
toflit18,Nattes,natte,natte,,6,6,
toflit18,Paravents,paravent,paravent,,8,8,
toflit18,Papier Bleu,papier ; bleu,papier ; bleu,papier,6,6,
toflit18,Plumes à écrire,plume ; à écrire,,,8,8,
toflit18,Pipe à Fumé,pipe ; à fumer,pipe ; à fumer,,8,8,
toflit18,Poterie en Terre,poterie ; de terre,poterie ; de terre,poterie,6,6,
toflit18,Poile de Fer,poêle ; de fer,poêle ; de fer,,6,6,
toflit18,Plaques de Fer,plaque ; de fer,plaque ; de fer,,6,6,
toflit18,Quincaille en Fer,quincaille ; de fer,quincaillerie ; de fer,quincaillerie ; de fer,6,6,
toflit18,Ruban de Fil,ruban ; de fil,ruban ; de fil,ruban,6,6a,
toflit18,Vermillon,vermillon,vermillon,,2,,
toflit18,Anspects,anspects,anspects,anspects,6,6,
toflit18,Barriques Vuiddes Vieilles,barrique ; vieille ; vide,barrique ; vieille ; vide,barrique,6,6,
toflit18,Cuivre en Rosette,cuivre ; en rosette,cuivre ; en rosette,cuivre,6,6,
toflit18,Merrain a pipe,merrain ; à pipe,,,,,
toflit18,Raves de Morue,rave ; de morue,rave ; de morue,,0,0a,
toflit18,Citrons aigres,citron ; aigre,citron ; aigre,,,,
toflit18,Huile d'Olive,huile ; d'olive,huile ; d'olive,,4,4,
toflit18,Vin de TINTO,vin ; de Tinto,vin ; de Tinto,,1,1,
toflit18,Avirons,aviron,,avelines,0,0a,
toflit18,Fer ; en barres,fer ; en barre,fer ; en barre,,,,
toflit18,Liège,liège,liège,liège,2,,
toflit18,Citrons Confits,citron ; confit,citron ; confit,citrons,0,0a,
toflit18,Cacao Broyé,cacao ; broyé,cacao ; broyé,,0,0b,
toflit18,Capillaire,capilaire ; en herbe,capilaire ; en herbe,capilaire ; en herbe,2,,
toflit18,Morue Séché,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
toflit18,Riz,riz,riz,riz,0,0a,
toflit18,Sucre Serré,sucre ; serré,,,,,
toflit18,Sucre de forme,sucre ; de forme,,,,,
toflit18,Bois Marbré,bois ; marbré,bois ; marbré,,2,,
toflit18,Cusco Grain,grain ; de cuscute,grain ; de cuscute,,0,0a,
toflit18,Cafetou Fer,cafetou fer,cafetou fer,,???,,
toflit18,Cotton en Laine,coton ; en laine,coton ; en laine,,,,
toflit18,Cuivre Fer ; en Poids,cuivre ; de fer ; en poids,cuivre ; de fer ; en poids,,6,6,
toflit18,Cuivre Laminé,cuivre ; laminé,cuivre ; laminé,cuivre,6,6,
toflit18,Carnifié,carnifié,carnifié,,???,,
toflit18,Dents d'éléphants,dent ; d'éléphant,dent ; d'éléphant,,2,,
toflit18,...caille de Tortue,écaille ; de tortue,écaille ; de tortue,écaille,2,,
toflit18,...tains vieux,étain ; vieux,étain ; vieux,étain,6,6,
toflit18,Huile de poison,huile ; de poisson,huile ; de poisson,huile,4,4,
toflit18,Mercure,mercure,mercure,mercure,5,,mercure
toflit18,Pelleterie commun,pelleterie ; commune,pelleterie ; commune,,2,,
toflit18,Seau de Martre,seau ; de Martre,seau ; de Martre,,6,6,
toflit18,Peaux de Loup Cervier,peau ; de loup cervier,,,,,
toflit18,Peaux de Loup des Bois,peau ; de loup de bois,peau ; de loup ; de bois,,2,,
toflit18,Peaux de cerf,peau ; de cerf,peau ; de cerf,peaux,2,,
toflit18,Peaux d'Agneaux,peau ; d'agneau,peau ; d'agneau,peaux,2,,
toflit18,Rognons de cerf,rognon ; de cerf,rognon ; de cerf,,0,0a,
toflit18,Toile de Cotton,toile ; de coton,toile ; de coton,,6,6d,
toflit18,Toile de Voile,toile ; de voile,toile ; de voile,,6,6a,
toflit18,Tabac en corde,tabac ; en corde,tabac ; en corde,,1,1,
toflit18,Raison sec,fruit ; sec ; raisin,fruit ; sec ; raisin,fruits,0,0a,
toflit18,Sucre Blan,sucre ; blanc,sucre ; blanc,sucre,0,0b,
toflit18,Sucre brut,sucre ; brut,sucre ; brut,sucre,0,0b,
toflit18,Bois de charonages,bois ; de charonage,bois ; de charonage,,2,,
toflit18,Etoffes de soyes,étoffe ; de soie,étoffe ; de soie,étoffe,6,6c,
toflit18,Graine de genieuve,graine ; de genièvre,,graine,2,,
toflit18,Peaux de cheveaux,peau ; de cheval,peau ; de cheval,peaux,2,,
toflit18,Peaux d'agneau,peau ; d'agneau,peau ; d'agneau,peaux,2,,
toflit18,Pots de terres,pot ; de terre,pot ; de terre,,6,6,
toflit18,Pierre à fusil,pierre ; à fusil,,,,,
toflit18,Citrons,citron,citron,citrons,0,0a,
toflit18,Safran,safran,drogue ; safran,drogues,5,,drogue ; safran
toflit18,Sucre teste forme,sucre ; tête ; de forme,,,,,
toflit18,Cadres doré,cadre ; doré,cadre ; doré,cadres,8,8,
toflit18,Graine de lin,graine ; de lin,graine ; de lin,graine,2,,
toflit18,Peaux de moutons,peau ; de mouton,peau ; de mouton,,2,,
toflit18,Peau d'agneau apprêté,peau ; d'agneau ; apprêtée,peau ; apprêtée ; d'agneau,peaux,2,,
toflit18,Papier de Charante,papier ; de Charente,papier ; de Charente,,6,6,
toflit18,Poterie de terre,poterie ; de terre,poterie ; de terre,poterie,6,6,
toflit18,Sirop de Sucre,sirop ; de sucre,sirop ; de sucre,,1,1,
toflit18,Papier ?,Papier ; ?,,,,,
toflit18,Poivres,poivre,épicerie ; poivre,épicerie,0,0b,
toflit18,Peaux de martres,peau ; de martre,peau ; de martre,peaux,2,,
toflit18,Peaux d'origneaux,peau ; d'orignal,peau ; d'orignal,,2,,
toflit18,Peau de cerf,peau ; de cerf,peau ; de cerf,peaux,2,,
toflit18,Toille de charures,toile ; de charures,,,,,
toflit18,Peau d'agneaux,peau ; d'agneau,peau ; d'agneau,peaux,2,,
toflit18,Selleterie Comune,selleterie ; commune,,,,,
toflit18,Sucre blan,sucre ; blanc,sucre ; blanc,sucre,0,0b,
toflit18,Sucre terré,sucre ; terré,sucre ; terré,sucre,0,0b,
toflit18,Amandes en coques,amande ; en coque,amande ; en coque,amande,0,0a,
toflit18,Biscuit,biscuit,biscuit,biscuit,0,0a,
toflit18,Bœuf salé,bœuf ; salé,bœuf ; salé,,0,0a,
toflit18,Beures,beurre,beurre,beurre,0,0a,
toflit18,Fèves,fève,fève,fèves,0,0a,
toflit18,Fromages,fromage,fromage,fromage,0,0a,
toflit18,Gruau,gruau,gruau,gruau,0,0a,
toflit18,Huiles d'olive,huile ; d'olive,huile ; d'olive,,4,4,
toflit18,Morues seiches,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
toflit18,Noisettes,noisette,noisette,noisette,0,0a,
toflit18,Fenouillette,fenouil,fenouil,fenouil,0,0a,
toflit18,Vin de champagne,vin ; de Champagne,vin ; de Champagne,vin ; de france,1,1,
toflit18,Vin Cap Breton,vin ; du Cap Breton,vin ; du Cap Breton,,1,1,
toflit18,Bray gras,bray,braule,braule,???,,
toflit18,Chanure Cru,chanvre ; crû,chanvre ; cru,chanvre,2,,
toflit18,Couperoses,couperose,drogue ; pour la peinture et la teinture ; couperose,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; couperose
toflit18,Fer en barre,fer ; en barre,fer ; en barre,,,,
toflit18,Fer en taule,fer ; en taule,,,,,
toflit18,Feuillards,feuillard,feuillard,,2,,
toflit18,Goudron,goudron,goudron,,2,,
toflit18,Laines,laine,laine,laine,2,,
toflit18,Mèche,mèche,mèche,,6,6,
toflit18,Plomb en saumon,plomb ; en saumon,plomb ; en saumon,plomb,6,6,
toflit18,Planche de Sapin,planche ; de sapin,planche ; de sapin,planches,2,,
toflit18,Soufres,soufre,,,,,
toflit18,Armes à feu,arme ; à feu,arme ; à feu,arme,9,,
toflit18,Afust de fut a canon,affût de canon,affût de canon,affût de canon,9,,
toflit18,Bas de soye,bas ; de soie,bas ; de soie,bas,8,8,
toflit18,Bas de la laine,bas ; de laine,bas ; de laine,bas,8,8,
toflit18,Bottines,bottine,bottine,botte,8,8,
toflit18,Bariques neuves,barrique ; neuve,barrique ; neuve,barrique,6,6,
toflit18,Camelot,camelot,camelot,camelot,6,,
toflit18,Callemandre,callemande,callemande,,6,,
toflit18,Couvertures de bourres,couverture ; de bourre,couverture ; de bourre,,6,6,
toflit18,Cordeillat,cordeillard,drap ; cordeillard,drap,6,,
toflit18,Chapeaux castors,chapeau ; de castor,chapeau ; de castor,chapeaux,8,8,
toflit18,Cordes d'or,corde ; d'or,corde ; d'or,,6,6,
toflit18,Chapeaux demi Castors,chapeau ; demi-castor,chapeau ; demi-castor,,,,
toflit18,Chapeaux de laine,chapeau ; de laine,chapeau ; de laine,chapeaux,8,8,
toflit18,Chaises roulante,chaise ; roulante,chaise ; roulante,chaises,7,7,
toflit18,Cuirs de vache tannes,cuir ; de vache ; tanné,cuir ; de vache ; tanné,,,,
toflit18,Cordages,cordage,cordage,cordage,6,6,
toflit18,Cotton filé,coton ; filé,coton ; filé,,6,6d,
toflit18,Contre bordé,contre-bordé,contre-bordé,,6,6,
toflit18,Corail ouvré,corail ; ouvré,,,,,
toflit18,Cuivres Ouvré,ouvrage ; de cuivre,ouvrage ; de cuivre,,6,6,
toflit18,Chaudrons de cuivre,cuivre ; en chaudron,cuivre ; en chaudron,,6,6,
toflit18,Couteaux commun,couteau ; commun,couteau ; commun,,6,6,
toflit18,Clouds de fers,clou ; de fer,clou ; de fer,,6,6,
toflit18,Drap de laine fin,drap ; de laine ; fin,drap ; de laine ; fin,,6,,
toflit18,Draperie,draperie,drap,drap,6,,
toflit18,Draperie petitte,draperie ; petit,drap ; petit,drap,6,,
toflit18,Dames Jeannes,dame-jeanne,dame-jeanne,dame-jeanne,6,6,
toflit18,Etain ouvré,étain ; ouvré,,,,,
toflit18,Fil de Rennes,fil ; de Rennes,fil ; de Rennes,fil,6,6a,
toflit18,Fil à voile,fil ; à voile,fil ; à voile,fil,6,6a,
toflit18,Ficelle,ficelle,ficelle,ficelle,6,6a,
toflit18,Fusils boucanins,fusil ; boucanier,,,,,
toflit18,Fer de fonte ouvré,ouvrage ; de fer en fonte,ouvrage ; de fer en fonte,,6,6,
toflit18,Fer blanc ouvré,fer ; blanc ouvré,,,,,
toflit18,Galon or et argent,galon ; or et argent,galon ; or et argent,galon,8,8,
toflit18,Guinée,guinée,guinée,,6,6d,
toflit18,Gans de fil,gant ; de fil,gant ; de fil,gants,8,8,
toflit18,Hardes,harde,harde,hardes,8,8,
toflit18,Habits de peau,habit ; de peau,habit ; de peau,,8,8,
toflit18,Harnais de cheveau,harnais ; de cheval,,,,,
toflit18,Haches,hache,hache,,6,6,
toflit18,Indienne,indienne,indienne,indienne,6,6d,
toflit18,Linon,linon,linon,,6,6a,
toflit18,Linge de lin fin,linge ; de lin ; fin,linge ; de lin ; fin,,6,6a,
toflit18,Linge de table,linge ; de table,linge ; de table,linge,???,,
toflit18,Lames d'épées,lame ; d'épée,lame ; d'épée,lames,9,,
toflit18,Mazamet,mazamet,mazamet,,???,,
toflit18,Marcerie,marcerie,marcerie,,???,,
toflit18,Miroir,miroir,miroir,,8,8,
toflit18,Marmite de fer,marmite ; en fer,marmite ; en fer,,6,6,
toflit18,Perpétuane,perpétuane,perpétuane,perpétuane,6,,
toflit18,Portraits de cour,portrait ; de cour,portrait ; de cour,,8,8,
toflit18,Parasols,parasol,parasol,parasols,8,8,
toflit18,Peaux de mouton apprétées,peau ; apprêtée ; de mouton,peau ; apprêtée ; de mouton,peaux,2,,
toflit18,Plume à écrire,plume ; à écrire,,,8,8,
toflit18,Pipes à fumer,pipe ; à fumer,pipe ; à fumer,,8,8,
toflit18,Pistolets,pistolet,arme ; à feu ; pistolet,arme,9,,
toflit18,Poille dairrin,poil ; d'airain,,,,,
toflit18,Poille à frire,poêle ; à frire,poêle ; à frire,poêles ; à frire,6,6,
toflit18,Quincailles meslées,quincaille ; mêlée,quincaille ; mêlée,,6,6,
toflit18,Soyeries,soieries,,,,,
toflit18,Salemporis,salempouris,,,,,
toflit18,Siamoise,siamoise,toile ; de fil de coton ; siamoise,,6,6d,
toflit18,Selles en Harnais de Cheveaux,selles ; et harnais ; de chevaux,,,,,
toflit18,Souliers pour Hommes et pour Femmes,souliers ; pour hommes ; et femmes,,,,,
toflit18,Souliers brodés pour Femmes,souliers ; brodés ; pour femmes,,,,,
toflit18,Soufflets à Forge,soufflets ; à forge,,,,,
toflit18,Sennes à pescher,senne ; à pêcher,,,,,
toflit18,Toile batiste,toile ; batiste,toile ; batiste,,6,6a,
toflit18,Toiles de lin,toile ; de lin,toile ; de lin,,6,6a,
toflit18,Toiles de Chanvres,toile ; de chanvre,,,,,
toflit18,Toiles d'étoupes,toile ; d'étoupe,toile ; d'étoupe,,6,6a,
toflit18,Toiles de Platilles,toile ; platille,toile ; platille,,6,6a,
toflit18,Toile de Quintin,toile ; de Quintin,toile ; de Quintin,,???,,
toflit18,Toiles de Laval,toile ; de Laval,toile ; de Laval,,6,6a,
toflit18,Toiles de Morlais,toile ; de Morlaix,,,,,
toflit18,Toiles de Rouen,toile ; de Rouen,toile ; de Rouen,,6,6a,
toflit18,Toiles à voiles,toile ; à voile,toile ; à voile,,6,6a,
toflit18,Toiles de Fotton,toiles ; de Fotton,,,,,
toflit18,Vaisselles d'argent,vaisselle ; d'argent,vaisselle ; d'argent,vaisselle,6,6,
toflit18,Blé Froment,bled ; froment,grain ; froment,grains,0,0a,
toflit18,Langue de Bœuf,langue ; de bœuf,,,,,
toflit18,Cuirs Jaune,cuir ; jaune,cuir ; jaune,,6,6,
toflit18,Fasoche,fasoche,fasoche,,???,,
toflit18,Meules à Aiguiser,meule ; à aiguiser,meule ; à aiguiser,meule,6,6,
toflit18,Fanon,fanon,fanon,,???,,
toflit18,...pice,épicerie,,épicerie,0,0b,
toflit18,Fleur de Muscade,fleur de muscade,fleur de muscade,,2,,fleur de muscade
toflit18,Piment,piment,épicerie ; piment,épicerie,0,0b,
toflit18,Bray gros,bray ; gros,brai ; gros,,5,,
toflit18,Bois Campeshe,bois ; de campêche,bois ; de campêche,,2,,
toflit18,Bois de sandale,bois ; de santal,bois ; de santal,,2,,bois ; de santal
toflit18,Cuivre Rosette,cuivre ; en rosette,cuivre ; en rosette,cuivre,6,6,
toflit18,Cinabre,cinabre,drogue ; pour la peinture et la teinture ; cinabre,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; cinabre
toflit18,Colle de poison,colle ; de poisson,colle ; de poisson,colle,5,,
toflit18,Chanvre ; Cru,chanvre ; crû,chanvre ; cru,chanvre,2,,
toflit18,Eau Forte,eau ; forte,eau ; forte,eau ; forte,5,,eau ; forte
toflit18,Ennery,émeri,,terre,???,,
toflit18,Encens,encens,encens,encens,2,,encens
toflit18,Epars de Sapin,épart ; de sapin,,,,,
toflit18,Fer ; en Taule,fer ; en tôle,fer ; en tôle,fer,6,6,
