orthographic_normalization,simplification,note
dentelle ; dorure ; d'or ; faux,,
Dentelle ; dorure ; d'or,,
Dentelle ; dorure ; d'argent,,
dentelle ; de soie au quart,,
dentelle ; de soie ; blanche,dentelle ; de soie ; blanche,
dentelle ; de malines,dentelle ; de malines,
dentelle ; de fil ; grosse,dentelle ; de fil ; grosse,
dentelle ; de fil ; fine,dentelle ; de fil ; fine,
dentelle ; de fil ; d'or ; fin,dentelle ; de fil ; d'or ; fin,
dentelle ; de fil ; d'or ; faux,dentelle ; de fil ; d'or ; faux,
dentelle ; de fil ; dorure ; d'argent,dentelle ; de fil ; dorure ; d'argent,
dentelle ; de fil ; de soie,dentelle ; de fil ; de soie,
dentelle ; de fil ; de lin,dentelle ; de fil ; de lin,
dentelle ; de fil ; de Bergame,dentelle ; de fil ; de Bergame,
dentelle ; de fil ; de Normandie,dentelle ; de fil ; de Normandie,
dentelle ; de fil ; de Flandre,dentelle ; de fil ; de Flandre,
dentelle ; de fil ; d'Alençon,dentelle ; de fil ; d'Alençon,
dentelle ; de fil ; commune,dentelle ; de fil ; commune,
dentelle ; de fil ; blanc ; commune,dentelle ; de fil ; blanc ; commune,
dentelle ; de fil ; de Caen,dentelle ; de fil ; de Caen,
dentelle ; de fil ; de Rouen,,
dentelle ; de fil ; du Puy,dentelle ; de fil ; du Puy,
dentelle ; de Normandie,dentelle ; de normandie,
dentelle ; de Flandre,,
dentelle ; de Caen,,
dentelle ; d'or et d'argent,dentelle ; d'or et d'argent,
dentelle ; d'or ; fin,dentelle ; d'or ; fin,
dentelle ; d'or ; faux,dentelle ; d'or ; faux,
dentelle ; d'or,dentelle ; d'or,
dentelle ; d'argent ; fin,dentelle ; d'argent ; fin,
dentelle ; d'argent ; faux,dentelle ; d'argent ; faux,
dentelle ; d'Andelys,,
dentelle ; de soie ; blonde,dentelle ; de soie ; blonde,
dentelle ; blanche,dentelle ; blanche,
dentelle ; en dorure,dentelle ; en dorure,
dentelle ; diverse,dentelle ; diverse,
dentelle ; de fil et soie,dentelle ; de fil et soie,
dentelle ; de fil ; blanc,dentelle ; de fil ; blanc,
dentelle ; de soie,dentelle ; de soie,
dentelle ; commune,dentelle ; commune,
dentelle,dentelle,
dent ; de chien ; marin,,
dent ; d'éléphant,dent ; d'éléphant,
dent ; de morfil,dent ; de morphil,
"denrée coloniale ; sucre, café, thé, etc.",,
denrée coloniale ; réunie,,
denrée coloniale ; épicerie,,
denrée coloniale ; épicerie ; muscade et poivre,,
"denrée coloniale ; sucre, cacao, café",,
denrée coloniale ; sirop ; mélasse,,
denrée coloniale ; diverse,,
denrée coloniale ; sucre ; raffiné,,
denrée coloniale ; sucre ; brut,,
denrée coloniale ; sucre ; blanc terré et tête,,
denrée coloniale ; indigo,,
denrée coloniale ; gingembre,,
denrée coloniale ; écaille ; de tortue,,
denrée coloniale ; canéfice,,
denrée coloniale ; café,,
denrée coloniale ; cacao,,
denrée coloniale ; tafia,,
denrée coloniale ; tabac,,
denrée alimentaire,denrée alimentaire,
denrée coloniale ; rocou,,
demie planche,,
demoiselle ; de sapin,demoiselle ; de sapin,
demoiselle ; de bois,demoiselle ; de bois,
demitte,demitte,
Demie-guinée ; bleue,,
demi-barrique ; cerclée ; de fer,,
demelle ; de fil,demelle ; de fil,
dégrau,dégrau,
degras ; de peau,degras ; de peau,
degras,degras,
degras ; ?,degras,
déchet ; de pierre,déchet ; de pierre,
marchandise de peu de valeur,marchandise,
or,or,
dais ; pour église,dais ; pour église,
dauphine,étoffe ; de laine ; dauphine,
datte,datte,
darins,darins,
draperie ; de Montauban,draperie ; de Montauban,
drap ; de laine ; fin,drap ; de laine ; fin,
dentelle ; du Puy,dentelle ; du Puy,
dentelle ; de fer,dentelle ; de fer,
denrée ; divers réunie,denrée ; divers,
demoiselle,demoiselle,
dame-jeanne ; de grès,,
dame-jeanne ; vide,,
dame-jeanne ; lissée,dame-jeanne,
dame-jeanne ; de verre,dame-jeanne ; de verre,
dame-jeanne ; clissée,,
dame-jeanne,dame-jeanne,
damassé de laine,damassé de laine,
damasquette,,
damas ; de faux,damas ; de faux,
damas ; à frange ; d'argent,damas ; à frange ; d'argent,
damas ; fil et coton,,
damas ; de soie,,
damas ; de lion,,
damas ; de fil,,
damas ; de Tours,,
damas ; de Luques,damas ; de Luques,
damas ; cafard,damas ; cafard,
étoffe ; damas,étoffe ; damas,
damas,damas,
dalle ; en céramique dure,dalle ; en céramique dure,
dalle,dalle,
divers ; d'une valeur moindre de 2000 francs chacun,marchandise,
dentelle ; de fil,dentelle ; de fil,
dentelle ; d'argent,,
cévadille,cévadille,
céruse et blanc-de-plomb,céruse et blanc-de-plomb,
câpre et olive,câpre et olive,
cylindre ; en cuivre,cylindre ; en cuivre,
cuvier,cuvier,
cuvette ; de faïence,,
cuvette ; de fer ; blanc,,
cuve ; à vin,,
cuve,cuve,
custas,,
custar,,
cuslas,,
cuscute luzerne,cuscute luzerne,
grain ; de cuscute,grain ; de cuscute,
curtas,,
curlas,curlas,
curiosité ; naturelle,,
curcuma ; ou terramerita,,
curcuma,curcuma,
cuny,cuny,
cumin,cumin,
cul ; d'artichaut,cul ; d'artichaut,
culotte ; de peau ; de mouton,,
culotte ; tricotée,culotte ; tricot,
culotte ; de velours,,
culotte ; de mouton,,
culotte ; de daim,,
culotte ; de chamois ; garnie de bouton ; d'argent,,
culotte ; de peau ; de daim,,
culotte ; de peau ; d'élan,,
culotte ; de peau,culotte ; de peau,
culotte,culotte,
culotte ; de chamois,,
culotte ; de bourre,,
cuillère et fourchette ; de cuivre ; argenté,,
cuivre ; en neptune,neptune de cuivre,
cuivrerie,cuivrerie,
"cuivre, bronze et laiton","cuivre, bronze et laiton",
cuivre ; à couverture,cuivre ; à couverture,
cuivre ; à cloche,cuivre ; à cloche,
cuivre ; à chaudron,cuivre ; à chaudron,
cuivre ; vert ; en poil,,
cuivre ; rouge ; non ouvré,,
cuivre ; rouge ; neuf,cuivre ; rouge ; neuf,
cuivre ; rouge ; en plaque,,
cuivre ; rouge brun,cuivre ; rouge brun,
cuivre ; rouge ; en foudre ; et chaudière,,
cuivre ; ordinaire,cuivre ; ordinaire,
cuivre ; neuf ; en planche,,
cuivre ; neuf,,
cuivre ; jaune ; ouvré,,
cuivre ; jaune ; en bassin ; et chaudron,,
cuivre ; jaune ; en bassin,,
cuivre ; jaune ; brut,,
cuivre ; jaune ; brun,,
cuivre ; fine,cuivre ; fine,
cuivre et pièce de cuivre,cuivre et pièce de cuivre,
cuivre ; en poil,cuivre ; en poil,
cuivre ; en lancher,cuivre ; en lancher,
cuivre ; en chandelier,,
cuir ; de bœuf ; vert,cuir ; de bœuf ; vert,
cuivre ; en chanvrier,cuivre ; en chanvrier,
cuivre ; de Hongrie,,
cuivre ; de pompe,cuivre ; de pompe,
"cuivre , de Russie","cuivre , de Russie",
cuivre ; de fer,cuivre ; de fer,
cuivre ; brut ; rouge,cuivre ; rouge brut,
cuivre ; argenté,,
cuivre ; tanné,cuivre ; tanné,
cuivre ; rouge ; brun,,
cuivre ; en bassin ouvré,,
cuivre ; laminé,cuivre ; laminé,
cuivre ; jaune non ouvré,cuivre ; jaune non ouvré,
cuivre ; de fer ; en poids,cuivre ; de fer ; en poids,
cuivre ; cercle en poil,cuivre ; cercle en poil,
cuivre ; vieux,cuivre ; vieux,
cuivre ; travaillé,ouvrage ; de cuivre,
cuivre ; satin,cuivre ; satin,
cuivre ; rosette,,
cuivre ; rouge ; en planche,,
cuivre ; rouge ; ouvré,cuivre ; rouge ouvré,
cuivre ; rouge,cuivre ; rouge,
cuivre ; rompu,cuivre ; rompu,
cuivre ; potin ; gris,cuivre ; potin ; gris,
cuivre ; potin,cuivre ; potin,
cuivre ; potier,cuivre ; potier,
cuivre ; poil et salé,cuivre ; poil et salé,
cuivre ; non ouvré ; en rosette ou plaque,cuivre ; non ouvré ; en rosette ou plaque,
cuivre ; monnaie,,
cuivre ; jaune ; en planche,,
cuivre ; jaune,cuivre ; jaune,
cuivre ; forgé,cuivre ; forgé,
cuivre ; en toupe,cuivre ; en toupe,
cuivre ; en serrure,,
cuivre ; en sablière,,
cuivre ; en rouleau,cuivre ; en rouleau,
cuivre ; en rosette,cuivre ; en rosette,
cuivre ; en robinet,robinet ; de cuivre,
cuivre ; en poterie,cuivre ; en poterie,
cuivre ; en potasse,cuivre ; en potasse,
cuivre ; en platte,cuivre ; en platte,
cuivre ; en platine et plaque,cuivre ; en platine et plaque,
cuivre ; en plateau,cuivre ; en plateau,
cuivre ; en platine,cuivre ; en platine,
cuivre ; en plaque,cuivre ; en plaque,
cuivre ; en pain ; en brut,cuivre ; en pain ; en brut,
cuivre ; en pain,cuivre ; en pain,
cuivre ; en monnaie ; de Suède,,
cuivre ; en marmite,récipient ; en cuivre,
cuivre ; en monnaie,monnaie ; cuivre,
cuivre ; en lingot,cuivre ; en lingot,
cuivre ; en limaille,cuivre ; en limaille,
cuivre ; en lame,cuivre ; en lame,
cuivre ; en hôpitaux,hôpitaux ; de cuivre,
cuivre ; en grelot,cuivre ; en grelot,
cuivre ; en fourrure,cuivre ; en fourrure,
cuivre ; en feuille ; en planche,cuivre ; en feuille ; en planche,
cuivre ; en fond,cuivre ; en fond,
cuivre ; en coupe,cuivre ; en coupe,
cuivre ; en clochette,cuivre ; en clochette,
cuivre ; en cachet,cuivre ; en cachet,
cuivre ; en bouillotte,récipient ; en cuivre,
cuivre ; en bombe,,
cuivre ; en bassin,cuivre ; en bassin,
cuivre ; en barre,cuivre ; en barre,
cuivre ; en baquet,récipient ; en cuivre,
cuivre ; en balance,récipient ; en cuivre,
cuivre ; en étuve,cuivre ; en étuve,
cuivre ; doré,cuivre ; doré,
cuivre ; divers,cuivre ; divers,
cuivre dit laiton ; en feuille,cuivre dit laiton ; en feuille,
cuivre ; de fourrure,cuivre ; de fourrure,
cuivre ; cuivrerie,,
cuivre ; brun,cuivre ; brun,
cuivre ; bronzé,,
cuivre ; battu,cuivre ; battu,
cuivre ; vieux et en mitraille,cuivre ; vieux et en mitraille,
cuivre ; tangoul,cuivre ; tangoul,
cuivre ; ouvré,ouvrage ; de cuivre,
cuivre ; jaune et rouge,cuivre ; jaune et rouge,
cuivre ; en mitraille,cuivre ; en mitraille,
cuivre ; en planche,cuivre ; en planche,
cuivre ; en fourrure et rozette,cuivre ; en fourrure et rozette,
cuivre ; en feuille,cuivre ; en feuille,
cuivre ; en batterie,récipient ; en cuivre,
cuivre ; en écume,,
cuivre ; dite potin,cuivre ; dite potin,
cuivre ; brut,cuivre ; brut,
cuivre ; ?,cuivre,
cuivre,cuivre,
cuiverie ; ouvrée,,
cuiverie,,
cuisse,cuisse,
cuisse ; d'oie,cuisse ; d'oie,
cuir ; de bœuf ; d'Illinois,cuir ; de bœuf ; d'Illinois,
cuir ; vieux,cuir ; vieux,
cuir ; vert,,
cuir ; tanné ; fort,cuir ; tanné ; fort,
cuir ; passé ; en blanc,,
cuir ; non apprêté,cuir ; non apprêté,
cuir ; fort ; tanné,,
cuir et peau ; non apprêté,cuir et peau ; non apprêté,
cuir et peau ; de bœuf et de vache ; apprêté,cuir et peau ; de bœuf et de vache ; apprêté,
cuir et peau,cuir et peau,
cuir ; en blanc,,
cuir ; de vache ; acoutrée,,
cuir ; de cerf ; en poil,cuir ; de cerf ; en poil,
cuir ; de buffle ; en poil,cuir ; de buffle ; en poil,
cuir ; sec ; de vache ; en poil,,
cuir ; de bœuf ; tanné ; en poil,,
cuir ; de buffle,cuir ; de buffle,
cuir ; sec ; de bœuf ; en poil,,
cuir ; d'asne,,
cuir ; brut ; tanné,,
cuir ; jaune,cuir ; jaune,
cuir ; fer ; en poil,,
cuir ; vert ; salé ; en poil,,
cuir ; vert ; sale,,
cuir ; tanné ; en poil,cuir ; tanné ; en poil,
cuir ; pour botte,cuir ; pour botte,
ouvrage ; de cuir,ouvrage ; de cuir,
cuir ; génisse ; corroyé,cuir ; génisse ; corroyé,
cuir ; fort,cuir ; fort,
cuir ; en grain,cuir ; en grain,
cuir ; de vache ; tissé,cuir ; de vache ; tissé,
cuir ; de vache ; en grain,cuir ; de vache ; en grain,
cuir ; de vache ; en croûte,cuir ; de vache ; en croutte,
cuir ; de sec ; en poil,,
cuir ; de génisse ; en poil,cuir ; de génisse ; en poil,
cuir ; de cheval ; en poil,cuir ; de cheval ; en poil,
cuir ; de bœuf ou vache,,
cuir ; de bœuf et vache ; apprêté,cuir ; de bœuf et vache ; aprêté,
cuir ; de bœuf ; corroyé,cuir ; de bœuf ; corroyé,
cuir ; de génisse,cuir ; de génisse,
cuir ; de ? ; en poil,cuir ; de ? ; en poil,
cuir ; de ? ; de Naches,cuir ; de ? ; de Naches,
cuir ; d'empeigne,,
cuir ; d'âne ; en poil,,
cuir ; d'âne,cuir ; d'âne,
cuir ; de Hongrie,,
cuir ; corroyé,cuir ; corroyé,
cuir ; apprêté,cuir ; apprêté,
cuir ; divers ; tanné,cuir ; divers ; tanné,
cuir ; salé ; divers,cuir ; salé ; divers,
cuir ; en retail,cuir ; en retail,
cuir ; en poil ; divers,cuir ; en poil ; divers,
cuir ; de bœuf ; apprêté ; en poil,,
cuir ; divers,cuir ; divers,
cuir ; corroyé ; divers,cuir ; corroyé ; divers,
cuir ; de vache ; apprêté,cuir ; de vache ; apprêté,
cuir ; de bœuf ; apprêté,cuir ; de bœuf ; apprêté,
cuireau ; de mouton ; à faire colle,,
ouvrage ; de cuivre,ouvrage ; de cuivre,
cuirasse,cuirasse,
cuir ; épais,cuir ; épais,
cuir ; à semelle,cuir ; à semelle,
cuir ; séché,cuir ; séché,
cuir ; rouge,cuir ; rouge,
cuir ; pour semelle,cuir ; pour semelle,
cuir ; maroquin,cuir ; maroquin,
cuir ; fin,cuir ; fin,
cuir ; en bassin,cuir ; en bassin,
cuir ; d'alun (jaune),cuir ; d'alun (jaune),
cuir ; d'Espagne,cuir ; d'Espagne,
cuir ; de vache,cuir ; de vache,
cuir ; de porc,cuir ; de porc,
cuir ; de chèvre,cuir ; de chèvre,
cuir ; de cerf,cuir ; de cerf,
cuir ; de bœuf,cuir ; de bœuf,
cuir ; de Bosan,cuir ; de Bosan,
cuir ; brut,cuir ; brut,
cuir ; blanc,cuir ; blanc,
cuir ; de vache ; tannée,,
cuir ; vert ; salé,,
cuir ; vert ; en poil,,
cuir ; tanné,cuir ; tanné,
cuir ; sec ; en poil,,
cuir ; ouvré,,
cuir ; en poil,,
cuir ; en échantillon,,
cuir ; de vache ; en poil,cuir ; de vache ; en poil,
cuir ; de vache ; de Russie,,
cuir ; de vache ; corroyé,cuir ; de vache ; corroyé,
cuir ; de génisse ; corroyé,cuir ; de génisse ; corroyé,
cuir ; de cheval ; tanné,cuir ; de cheval ; tanné,
cuir ; de cheval,cuir ; de cheval,
cuir ; de bœuf ; tanné,cuir ; de bœuf ; tanné,
cuir ; de bœuf ; salé,cuir ; de bœuf ; salé,
cuir ; de bœuf ; en poil,cuir ; de bœuf ; en poil,
cuir ; de Russie,cuir ; de Russie,
cuir,cuir,
cuillère et fourchette ; de cuivre argenté,,
cuillères : de fer,,
cuillère ; de bois ; à pot,,
cuillère ; de laiton,,
cuillère ; de fer,cuillère ; de fer,
cuillère,cuillère,
cuillère ; de bois,cuillère ; de bois,
cuir ; de vache ; tanné,cuir ; de vache ; tanné,
cuiabre broyé,,
cubeber ; sorte de baie de poivre utilisé à la fois comme épice et médicament,cubeber ; sorte de baie de poivre utilisé à la fois comme épice et médicament,
cubeber,,
crème,crème,
crustas,,
crusset,,
crucifix ; de bronze,,
crucifix,crucifix,
cruche ; de fer,cruche ; de fer,
cruche ; de Cologne,cruche ; de Cologne,
cruche,cruche,
cruche ; de terre,cruche ; de terre,
croix ; à pierre ; fausse,croix ; à pierre ; fausse,
croix ; de grès,croix ; de grès,
croix ; de cuivre ; argenté,,
croix ; de cuivre,croix ; de cuivre,
croix ; d'argent ; pour église,,
croisé ; noir,,
crochet ; de fer,,
croc de fer à morue,croc de fer à morue,
criste ; marine,,
cristal ; fondu,,
cristal ; d'office,cristal ; d'office,
cristallin,,
cristal ; minéral,cristal ; brut,
cristal ; taillé,cristal ; taillé,
cristal ; de tartre,cristal ; de tartre,
cristal ; de roche ; brut,,
cristal ; de roche,,
cristal ; brut,cristal ; brut,
cristal,cristal,
crin ; à pécher,crin ; à pécher,
crinière,,
crin filé,,
crin ; pour habit d'homme,,
crin ; plat,crin ; plat,
crin ; frisé,crin ; frisé,
crin ; de cheval ; griporé,crin ; de cheval ; griporé,
crin ; de cheval ; brut,crin ; de cheval ; brut,
crin ; brut,crin ; brut,
crin ; apprêté et frisé,crin ; aprêté et frisé,
crick ; de fer,ouvrage ; de fer ; crick,
crible ; à blé,,
crible,crible,
cri,,
creuset ; de fer,creuset ; de fer,
creuset ; de terre,creuset ; de terre,
creuset ; de grès,,
creuset ; d'orfèvre,,
creuset,creuset,
cresse,cresse,
crêpe et crépon,crêpe et crépon,
crêpe ; noir,crêpe ; noir,
crêpe ; de laine,crêpe ; de laine,
crêpe ; de soie,crêpe ; de soie,
crêpe ; de Reims,,
crépon ; de laine,crépon ; de laine,
crème ; de tartre,crème ; de tartre,
crépon,crépon,
"crayon ; fin ; de pastel, laque et lack-lack des Indes","crayon ; fin ; de pastel, laque et lack-lack des Indes",
crayon ; fin ; de pastel,crayon ; fin ; de pastel,
crayon et craie,crayon et craie,
crayon ; de pastel,crayon ; de pastel,
crayon ; d'Allemagne,crayon ; d'Allemagne,
"crayon, graphite et mine de plomb","crayon, graphite et mine de plomb",
crayon ; noir,crayon ; noir,
crayon,crayon,
craie ; rouge,craie ; rouge,
craie ; noire,craie ; noire,
craie ; blanche,craie ; blanche,
cravate,cravate,
crasse ; de tan,crasse ; de tan,
crasse ; de sire,,
crasse ; d'huile ; d'olive,,
crasse ; de suif,crasse ; de suif,
crasse ; de plomb,crasse ; de plomb,
crasse ; d'amidon,crasse ; d'amidon,
craquelin (Bretzel),craquelin (Bretzel),
crapaudine ; de fer,crapaudine ; de fer,
crapaudine,crapaudine,
crapaudine ; de fonte,crapaudine ; de fonte,
crampon ; de fer,crampon ; de fer,
crampon,crampon,
crin ; de cheval,crin ; de cheval,
crin,crin,
"craie, ocre brun et rouge","craie, ocre brun et rouge",
"craie, blanc d'Espagne, ocre jaune et rouge","craie, blanc d'Espagne, ocre jaune et rouge",
craie ; pour écrire,craie ; pour écrire,
craie,craie,
crasse ; de cire,crasse ; de cire,
crasse ; d'huile,crasse ; d'huile,
cuir ; doré,cuir ; doré,
coüetis,,
coïtif,coïtif,
coëtif,coëtif,
coiffure ; de blonde,coiffure ; de blonde,
coiffe ; à perruque,coiffe ; à perruque,
coiffe ; blonde,coiffe ; blonde,
couverture ; de mulet,,
couverture ; de Montpellier,,
couverture ; de lit,couverture ; de lit,
couverture ; de laine ; commune,couverture ; de laine ; commune,
couverture ; de laine ; grosse,,
couverture ; de laine ; fine,couverture ; de laine ; fine,
couverture ; de laine ; de Montpellier,couverture ; de laine ; de Montpellier,
couverture ; pour nuque,couverture ; pour nuque,
couverture ; peinte,couverture ; peinte,
couverture ; pour cheval,couverture ; pour cheval,
couverture ; de soie,couverture ; de soie,
couverture ; de laine et coton,couverture ; de laine et coton,
couverture ; de laine ; petite,,
couverture ; de laine ; grande,,
couverture ; de fleuret,couverture ; de fleuret,
couverture ; de fleur,couverture ; de fleur,
couverture ; de fil et coton,couverture ; de fil et coton,
couverture ; de castalogne,couverture ; de castalogne,
couverture ; de capiton,couverture ; de capiton,
couverture ; de bourre ; de soie,couverture ; de bourre ; de soie,
couverture ; de moquette,,
