marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc,source_bdc
"1///Subsistances///Bière, cidre et vinaigre",subsistances bière cidre et vinaigre,,Pierre Gervais,1,1
1///Subsistances///Biscuit de mer,subsistances biscuit de mer,,Pierre Gervais,1,1
1///Subsistances///Biscuits de mer et pâtes d'Italie,subsistances biscuit de mer et pâte d'Italie,,Pierre Gervais,1,1
1///Subsistances///Blé,subsistances blé,,Pierre Gervais,15,1
1///Subsistances///Blé et autres grains,subsistances blé et autres grains,,Pierre Gervais,17,1
1///Subsistances///Blé et autres grains comestibles,subsistances blé et autres grains comestibles,,Pierre Gervais,22,1
"1///Subsistances///Blé et autres grains, comestibles",subsistances blé et autres grains comestibles,,Pierre Gervais,34,1
1///Subsistances///Chairs salées,subsistances chair salée,,Pierre Gervais,44,1
1///Subsistances///Eaux de vie,subsistances eau-de-vie,,Pierre Gervais,23,1
1///Subsistances///Eaux-de-vie,subsistances eau-de-vie,,Pierre Gervais,45,1
1///Subsistances///Farine,subsistances farine,,Pierre Gervais,16,1
1///Subsistances///Farine et biscuit de mer,subsistances farine et biscuit de mer,,Pierre Gervais,13,1
1///Subsistances///Farine et biscuits de mer et pâtes d'Italie,subsistances farine et biscuit de mer et pâte d'Italie,,Pierre Gervais,9,1
1///Subsistances///Farine et pâtes d'Italie,subsistances farine et pâte d'Italie,,Pierre Gervais,1,1
1///Subsistances///Fromage,subsistances fromage,,Pierre Gervais,25,1
1///Subsistances///Fromages,subsistances fromage,,Pierre Gervais,28,1
1///Subsistances///Fruits divers,subsistances fruits divers,,Pierre Gervais,60,1
"1///Subsistances///Fruits secs en amandes, figues et ...",subsistances fruits secs en amandes figue et ???,,Pierre Gervais,9,1
"1///Subsistances///Fruits secs, en amandes ,figues et raisins",subsistances fruits secs en amandes figue et raisin,,Pierre Gervais,10,1
"1///Subsistances///Fruits secs, en amandes, figues et raisins",subsistances fruits secs en amandes figue et raisin,,Pierre Gervais,14,1
1///Subsistances///Fruits verts en Oranges et citrons,subsistances fruits verts en orange et citrons,,Pierre Gervais,7,1
"1///Subsistances///Fruits verts, en oranges et citrons",subsistances fruits verts en orange et citrons,,Pierre Gervais,6,1
"1///Subsistances///Fruits verts, en oranges et citrons.",subsistances fruits verts en orange et citrons,,Pierre Gervais,7,1
1///Subsistances///Huile d'Olive,subsistances huile d'olive,,Pierre Gervais,24,1
1///Subsistances///Huile d'olive,subsistances huile d'olive,,Pierre Gervais,47,1
1///Subsistances///Légumes,subsistances légumes,,Pierre Gervais,62,1
1///Subsistances///Miel,subsistances miel,,Pierre Gervais,22,1
1///Subsistances///Poissons de toute sorte,subsistances poisson de toute sorte,,Pierre Gervais,59,1
1///Subsistances///Poissons de toutes sortes,subsistances poisson de toute sorte,,Pierre Gervais,10,1
1///Subsistances///Provisions de bouche réunies,subsistances provisions de bouche réunies,,Pierre Gervais,41,1
1///Subsistances///Provisions diverses,subsistances provisions diverses,,Pierre Gervais,25,1
"1///Subsistances///Provisions diverses,principalement en beurre",subsistances provisions diverses principalement en beurre,,Pierre Gervais,12,1
1///Subsistances///Riz,subsistances riz,,Pierre Gervais,33,1
1///Subsistances///Sel,subsistances sel,,Pierre Gervais,40,1
1///Subsistances///Vin de liqueurs,subsistances vin de liqueurs,,Pierre Gervais,14,1
1///Subsistances///Vins,subsistances vin,,Pierre Gervais,21,1
1///Subsistances///Vins de Bordeaux,subsistances vin de Bordeaux,,Pierre Gervais,25,1
1///Subsistances///Vins de bordeaux,subsistances vin de Bordeaux,,Pierre Gervais,20,1
1///Subsistances///Vins de liqueur,subsistances vin de liqueurs,,Pierre Gervais,6,1
1///Subsistances///Vins de liqueurs,subsistances vin de liqueurs,,Pierre Gervais,3,1
1///Subsistances///Vins divers,subsistances vin divers,,Pierre Gervais,58,1
2///Matières première///Articles réunis,matières premières articles réunis,,Pierre Gervais,19,1
2///Matières première///Bois divers,matières premières bois divers,,Pierre Gervais,17,1
"2///Matières première///Brai, goudron et résine",matières premières brai goudron et résines,,Pierre Gervais,16,1
2///Matières première///Charbons,matières premières charbon,,Pierre Gervais,5,1
2///Matières première///Cires jaune et blanche,matières premières cire jaune et blanche,,Pierre Gervais,13,1
2///Matières première///Cuirs appretés,matières premières cuirs apprêtés,,Pierre Gervais,16,1
2///Matières première///Graines de jardin,matières premières graine de jardin,,Pierre Gervais,7,1
2///Matières première///Graines de trèfle,matières premières graine de trèfle,,Pierre Gervais,8,1
2///Matières première///Graines diverses,matières premières graine diverse,,Pierre Gervais,11,1
2///Matières première///Huile de graine,matières premières huile de graine,,Pierre Gervais,8,1
2///Matières première///Pain de navette,matières premières pain de navettes,,Pierre Gervais,1,1
2///Matières première///Suif,matières premières suif,,Pierre Gervais,1,1
2///Matières première///Tabacs,matières premières tabac,,Pierre Gervais,19,1
2///Matières premières///Articles réunis,matières premières articles réunis,,Pierre Gervais,75,1
2///Matières premières///Bois de Iles,matières premières bois des Îles,,Pierre Gervais,8,1
2///Matières premières///Bois des iles,matières premières bois des Îles,,Pierre Gervais,17,1
2///Matières premières///Bois divers,matières premières bois divers,,Pierre Gervais,77,1
"2///Matières premières///Brai, goudron et résine",matières premières brai goudron et résines,,Pierre Gervais,9,1
"2///Matières premières///Brai, Goudron, Résine",matières premières brai goudron résines,,Pierre Gervais,8,1
"2///Matières premières///Brai,goudron et résine",matières premières brai goudron résines,,Pierre Gervais,12,1
"2///Matières premières///Bray, goudron, poix et résine",matières premières brai goudron poix et résines,,Pierre Gervais,11,1
2///Matières premières///Cendres diverses,matières premières cendre diverse,,Pierre Gervais,20,1
2///Matières premières///cendres Diverses,matières premières cendre diverse,,Pierre Gervais,7,1
2///Matières premières///Charbon,matières premières charbon,,Pierre Gervais,2,1
2///Matières premières///Charbons,matières premières charbon,,Pierre Gervais,20,1
2///Matières premières///Circes blanche et jaune,matières premières cire blanche et jaune,,Pierre Gervais,6,1
2///Matières premières///Cires blanche et jaune,matières premières cire blanche et jaune,,Pierre Gervais,9,1
2///Matières premières///Cires blanches et jaunes,matières premières cire blanche et jaune,,Pierre Gervais,5,1
2///Matières premières///Cires jaune et blanche,matières premières cire jaune et blanche,,Pierre Gervais,9,1
2///Matières premières///Cires jaune et blanche fondue et en bougies,matières premières cire jaune et blanche fondue et en bougie,,Pierre Gervais,7,1
2///Matières premières///Cuirs appretés,matières premières cuirs appretés,,Pierre Gervais,11,1
2///Matières premières///Cuirs apprétés,matières premières cuirs apprétés,,Pierre Gervais,14,1
2///Matières premières///Cuirs en poil,matières premières cuirs en poil,,Pierre Gervais,44,1
2///Matières premières///Dents d'éléphant,matières premières dents d'éléphant,,Pierre Gervais,1,1
"2///Matières premières///Goudron ,poix et résine",matières premières goudron poix et résines,,Pierre Gervais,6,1
2///Matières premières///Graine de Lin,matières premières graine de lin,,Pierre Gervais,5,1
2///Matières premières///Graine de lin,matières premières graine de lin,,Pierre Gervais,7,1
2///Matières premières///Graines de diverses,matières premières graine de diverses,,Pierre Gervais,4,1
2///Matières premières///Graines de jardin,matières premières graine de jardin,,Pierre Gervais,8,1
2///Matières premières///Graines de trèfle,matières premières graine de trèfle,,Pierre Gervais,3,1
2///Matières premières///Graines diverses,matières premières graine diverse,,Pierre Gervais,7,1
2///Matières premières///Graines diverses et de lin,matières premières graine diverse et de lin,,Pierre Gervais,10,1
2///Matières premières///Houblon,matières premières houblon,,Pierre Gervais,2,1
2///Matières premières///Huile d'olive pour fabriques,matières premières huile d'olive pour fabrique,,Pierre Gervais,16,1
2///Matières premières///Huile de graine,matières premières huile de graine,,Pierre Gervais,6,1
2///Matières premières///Huile de grains,matières premières huile de grain,,Pierre Gervais,4,1
2///Matières premières///Huile de poisson,matières premières huile de poisson,,Pierre Gervais,22,1
2///Matières premières///Huile de poissons,matières premières huile de poisson,,Pierre Gervais,6,1
2///Matières premières///Huiles d'Olive pour fabriques,matières premières huile d'olive pour fabrique,,Pierre Gervais,4,1
2///Matières premières///Pain de navette,matières premières pain de navettes,,Pierre Gervais,1,1
"2///Matières premières///Petasse, vedasses et gravelées",matières premières potasse vedasse et gravelée,,Pierre Gervais,12,1
"2///Matières premières///Potasse, vedasse et gravelées",matières premières potasse vedasse et gravelée,,Pierre Gervais,8,1
"2///Matières premières///Potasses, vedasses et gravelées",matières premières potasse vedasse et gravelée,,Pierre Gervais,12,1
2///Matières premières///Soie de porc et sanglier,matières premières soie de porc et sanglier,,Pierre Gervais,5,1
2///Matières premières///Soude,matières premières soudes,,Pierre Gervais,20,1
2///Matières premières///Souffre et salpetre,matières premières soufre et salpêtre,,Pierre Gervais,5,1
2///Matières premières///Soufre et Salpetre,matières premières soufre et salpêtre,,Pierre Gervais,2,1
2///Matières premières///Soufre et salpetre,matières premières soufre et salpêtre,,Pierre Gervais,6,1
2///Matières premières///Suif,matières premières suif,,Pierre Gervais,44,1
2///Matières premières///Suif fondu et en chandelles,matières premières suif fondu et en chandelle,,Pierre Gervais,1,1
2///Matières premières///Tabacs,matières premières tabac,,Pierre Gervais,47,1
2///Subsistances///Articles réunis,subsistances articles réunis,,Pierre Gervais,7,1
2///Subsistances///Cacao,subsistances cacao,,Pierre Gervais,56,1
2///Subsistances///Café,subsistances café,,Pierre Gervais,71,1
2///Subsistances///Chocolat,subsistances chocolat,,Pierre Gervais,8,1
2///Subsistances///Liqueurs,subsistances liqueurs,,Pierre Gervais,36,1
2///Subsistances///Liqueurs et Sirops,subsistances liqueurs et sirop,,Pierre Gervais,3,1
2///Subsistances///Liqueurs et sirops,subsistances liqueurs et sirop,,Pierre Gervais,12,1
"2///Subsistances///Provisions diverses,principalement en beurre",subsistances provisions diverses principalement en beurre,,Pierre Gervais,1,1
2///Subsistances///Sirops,subsistances sirop,,Pierre Gervais,45,1
2///Subsistances///Sucre,subsistances sucre,,Pierre Gervais,72,1
2///Subsistances///Thé,subsistances thé,,Pierre Gervais,47,1
2///Suite des matières premières///Articles réunis,suite des matières premières articles réunis,,Pierre Gervais,1,1
3///Matières première///Alun,matières premières alun,,Pierre Gervais,11,1
3///Matières première///Cochenille,matières premières cochenille,,Pierre Gervais,12,1
3///Matières première///Drogues réunies,matières premières drogues réunies,,Pierre Gervais,20,1
3///Matières première///Garance,matières premières garance,,Pierre Gervais,6,1
3///Matières première///Indigo,matières premières indigo,,Pierre Gervais,18,1
3///Matières première///Rocou,matières premières rocou,,Pierre Gervais,15,1
3///Matières première///Verdet,matières premières verdet,,Pierre Gervais,18,1
3///Matières premières///Alquifoux ou mine de plomb,matières premières alquifoux ou mine de plomb,,Pierre Gervais,4,1
3///Matières premières///Alun,matières premières alun,,Pierre Gervais,23,1
3///Matières premières///Azur,matières premières azur,,Pierre Gervais,10,1
3///Matières premières///Céruse,matières premières céruse,,Pierre Gervais,6,1
3///Matières premières///Cochenille,matières premières cochenille,,Pierre Gervais,19,1
3///Matières premières///Drogues diverses réunies,matières premières drogues diverses réunies,,Pierre Gervais,31,1
3///Matières premières///Drogues réunies,matières premières drogues réunies,,Pierre Gervais,35,1
3///Matières premières///Garance,matières premières garance,,Pierre Gervais,20,1
3///Matières premières///Indigo,matières premières indigo,,Pierre Gervais,52,1
3///Matières premières///Noix de Galle,matières premières noix de galle,,Pierre Gervais,6,1
3///Matières premières///Noix de galle,matières premières noix de galle,,Pierre Gervais,7,1
3///Matières premières///Rocou,matières premières rocou,,Pierre Gervais,24,1
3///Matières premières///Saffranum,matières premières safranum,,Pierre Gervais,1,1
3///Matières premières///Verdet,matières premières verdet,,Pierre Gervais,22,1
3///Subsistances///Articles réunis,subsistances articles réunis,,Pierre Gervais,1,1
3///Subsistances///Canelle,subsistances cannelle,,Pierre Gervais,45,1
3///Subsistances///Eicerie diverses,subsistances épicerie diverse,,Pierre Gervais,,1
3///Subsistances///Eiceries diverses,subsistances épicerie diverse,,Guillaume Daudin,7,1
3///Subsistances///Epicerie,subsistances épicerie,,Pierre Gervais,,1
3///Subsistances///Epicerie Diverses,subsistances épicerie diverse,,Pierre Gervais,,1
3///Subsistances///Epicerie diverses,subsistances épicerie diverse,,Pierre Gervais,,1
3///Subsistances///Epiceries,subsistances épicerie,,Pierre Gervais,29,1
3///Subsistances///Epiceries Diverses,subsistances épicerie diverse,,Guillaume Daudin,5,1
3///Subsistances///Epiceries diverses,subsistances épicerie diverse,,Guillaume Daudin,5,1
3///Subsistances///Giroffle,subsistances girofle,,Pierre Gervais,2,1
3///Subsistances///Girofle,subsistances girofle,,Pierre Gervais,19,1
3///Subsistances///Muscade,subsistances muscade,,Pierre Gervais,4,1
3///Subsistances///Poivre,subsistances poivre,,Pierre Gervais,40,1
3///Suite des matières premières///Alun,suite des matières premières alun,,Pierre Gervais,6,1
3///Suite des matières premières///Azur,suite des matières premières azur,,Pierre Gervais,4,1
3///Suite des matières premières///Céruse,suite des matières premières céruse,,Pierre Gervais,2,1
3///Suite des matières premières///Cochenille,suite des matières premières cochenille,,Pierre Gervais,4,1
3///Suite des matières premières///Drogues diverses réunies,suite des matières premières drogues diverses réunies,,Pierre Gervais,15,1
3///Suite des matières premières///Garance,suite des matières premières garance,,Pierre Gervais,3,1
3///Suite des matières premières///Indigo,suite des matières premières indigo,,Pierre Gervais,6,1
3///Suite des matières premières///Noix de galle,suite des matières premières noix de galle,,Pierre Gervais,3,1
3///Suite des matières premières///Rocou,suite des matières premières rocou,,Pierre Gervais,1,1
Abacir,abassis,,Pierre Gervais,1,1
Abafine,abafine,,Pierre Gervais,1,1
Abassis,abassis,,Pierre Gervais,1,1
