marchandises_simplifiees,marchandises_tres_simplifiees,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_simplifiees
arme ; à feu ; fusil et carabine,arme,9,9,,,,,,,,,,,,,,,,,,1,1
arme ; à feu ; pistolet,arme,9,9,0,,0,,,0,0,,,18,,,,0,0,0,,1,28
arme et munition ; diverse,arme et munition,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,9
armoire,armoire,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,33
armoire ; ayant servi,armoire,8,8,,,,,,,,,,,,,,,,,,1,1
armoire ; de chêne,armoire,8,8,,,,,,,,,,,,,,,,,,1,4
armoire ; de chêne ; ornée,armoire,8,8,,,,,,,,,,,,,,,,,,1,1
armoire ; de noyer,armoire,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
armoire ; de sapin,armoire,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
armoisin,armoisin,6,6c,0,"Savary, volume 1, 1748 : «  Armoisin : Etoffe de soie, ou sorte de taffetas de moyenne bonté, qui se fait à Lyon et en plusieurs endroits de l'Italie. »",0,,,0,0,,,2,,,,0,0,0,,1,6
armoisin/taffetas,armoisin/taffetas,6,6c,,,,,,,,,,,,,,,,,,1,1
armure,armure,9,9,,,,,,,,,,,,,,,,,,1,1
armure ; de fer,armure,9,9,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
armure ; vieille,armure,9,9,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
arpois,arpois,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
arquebuse,,,,,,,,,,,,,,,,,,,,,1,1
arquifou,arquifou,2,2,0,"Savary, volume 1, 1748 : «  Arquifou : espèce de minéral »",0,,,0,0,,,1,,,,0,0,0,,1,146
arquifou et mine de plomb,arquifou,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
arrosoir,arrosoir,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
arrosoir ; de bois,arrosoir,6,6,,,,,,,,,,,,,,,,,,1,1
arrosoir ; de fer ; blanc,arrosoir,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
arsenic,arsenic,2,2,1,Dietz sugg is used as a pigment,1,1,Arsenic (Or Rosalgar),1,0,,,,,,,0,0,0,,1,172
arson ; de bois,,???,???,0,Peut-être « Arçons »,,,,0,0,,,,,,,0,0,0,,1,1
art de peau,art de peau,,,,,,,,,,,,,,,,,,,,1,1
artichaut,artichaut,0,0a,0,,0,,,0,0,,,35,,,,0,0,0,,1,46
artichaut ; confit,artichaut,0,0a,0,,0,,,0,0,,,4,,,,0,0,0,,1,15
artichaut ; mariné,artichaut,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2
artichaut ; sec,artichaut,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2
article ; divers,marchandises diverses,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
article ; réuni,marchandises diverses,???,???,0,,0,,,0,0,,,19,,,,0,0,0,,0,0
artifice,artifice,???,???,0,,0,,,0,0,8,8,7,,,,0,0,0,,1,4
artillerie,artillerie,9,9,0,,0,,,0,0,,,35,,,,0,0,0,,1,7
artillerie ; de cuivre,artillerie,9,9,,,,,,,,,,,,,,,,,,1,1
artillerie ; en boulet,artillerie,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1
"artillerie ; en canon, boulet",artillerie,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1
arçon,arçon,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
arçon ; de selle,arçon,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3
arçon de selle,arçon,6,6,0,,0,,,0,0,9,9,7,,,,0,0,0,,1,2
arçon démonté ; en gabare,arçon,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
asperge et scorsionnaire,,,,,,,,,,,,,,,,,,,,,1,1
asphalte,asphalte,2,2,1,Liste Wallis: Appears in 1773 re exp out of time,1,0,Lignum Asphaltum,1,0,,,22,,,,0,0,0,,1,11
aspolatum,,,,,,,,,,,,,,,,,,,,,1,1
assa fétide,assa fétide,2,2,1,"Drapiez, Dictionnaire classique des sciences naturelles, volume 1 : Sève, « L'assa Foetida est employée en médecine comme anti-spasmodique ».",1,0,Assafoetida,0,1,,,1,,,,0,0,0,,0,0
assiette,assiette,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
assiette ; de bois,assiette,6,6,,,,,,,,,,,,,,,,,,1,2
assiette ; de faïence,assiette,6,6,,,,,,,,,,,,,,,,,,1,2
assiette ; de porcelaine,assiette,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
assiette ; de terre,assiette,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
assiette et plat,assiette,6,6,,,,,,,,,,,,,,,,,,1,1
attache ; de cuivre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
attelle ; de collier,attelle,7,7,0,,0,,,0,0,,,54,,,,0,0,0,,1,14
auge,auge,,,,,,,,,,,,,,,,,,,,1,2
auge ; de carreau,auge,,,,,,,,,,,,,,,,,,,,1,1
aux à fauxhes,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
avelanèdes,avelanèdes,2,2,0,"Encyclopédie Universelle : « Cupule qui entoure la base des glands du chêne velani, employée dans le tannage des cuirs et la teinture",,,,0,0,,,,,,,0,0,0,,0,0
avelines,avelines,0,0a,0,"Wikitionary : « Variété de grosse noisette, dont on extrait une huile fine. »",0,,,0,0,,,1,,,,0,0,0,,1,295
avellanède,avellanède,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,50
aviron,aviron,7,7,0,,,,,0,0,,,,,,,0,0,0,,0,0
aviron ; brut,aviron,7,7,,,,,,,,,,,,,,,,,,1,6
aviron ; de 12 pieds,aviron,7,7,,,,,,,,,,,,,,,,,,1,1
aviron ; de 18 pieds,aviron,7,7,,,,,,,,,,,,,,,,,,1,1
aviron ; de 30 pieds,aviron,7,7,,,,,,,,,,,,,,,,,,1,1
aviron ; de 5 pieds,aviron,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,1
aviron ; poli,aviron,7,7,,,,,,,,,,,,,,,,,,1,1
avoine,avoine,0,0a,0,,0,,,0,0,,,11,,,,1,1,3,,1,258
avoine ; en gerbe,avoine,0,0a,,,,,,,,,,,,,,,,,,1,1
avoine ; moulée,avoine,0,0a,0,,,,,0,0,,,,,,,1,2,3,,1,1
avoine et haricot,avoine,0,0a,,,,,,,,,,,,,,,,,,1,1
"avoine, orge ; etc.",avoine,0,0a,0,,,,,0,0,,,,,,,1,1,3,,1,1
azur,azur,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,0,0
azur ; commun,azur,2,2,,,,,,,,,,,,,,,,,,1,74
azur ; fin,azur,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,1
azur ; gros,azur,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,3
azur et cobalt,azur,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,20
babouche,babouche,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,18
babouche ; de maroquin,babouche,8,8,,,,,,,,,,,,,,,,,,1,1
babus,babus,???,???,0,Barbus (poisson)?,0,,,0,0,,,2,,,,0,0,0,,1,4
bac contenant 1 aime,,,,,,,,,,,,,,,,,,,,,1,1
bac de pierre,,,,,,,,,,,,,,,,,,,,,1,9
badiane,badiane,5,5,1,,0,,,0,1,5,5,2,,,,0,0,0,,1,3
baffetas,baffetas,6,6d,0,"Savary, volume 1, 1748 : « Baffetas : Toile toute de fil de coton blanc, très grosse, qui vient des indes orientales. »",,,,0,0,,,,,,,0,0,0,,0,0
baffetas ; blanc,baffetas,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1
baffetas ; bleu,baffetas,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1
bagage,bagage,,,,,,,,,,,,,,,,,,,,1,1
bague,bague,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,4
bague ; d'or,bague,8,8,,,,,,,,,,,,,,,,,,1,1
bague ; de cuivre,bague,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bague ; de laiton,bague,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,2
bague ; de verre,bague,8,8,,,,,,,,,,,,,,,,,,1,1
bague ; à pierre ; fausse,bague,8,8,,,,,,,,,,,,,,,,,,1,1
baguette ; de bois,baguette ; de bois,,,,,,,,,,,,,,,,,,,,1,1
baguette ; de fusil,baguette ; de fusils,9,9,0,,0,,,0,0,,,3,,,,0,0,0,,1,16
baguette ; à chandelle,baguette ; à chandelle,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
baguette ; étoffe,baguette ; étoffe,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
bahut,,,,,,,,,,,,,,,,,,,,,1,6
baie ; de buis,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
baie ; de foye,,???,???,0,Peut-être «Baie de soie »,,,,0,0,,,,,,,0,0,0,,1,1
baie ; de genièvre,,,,,,,,,,,,,,,,,,,,,1,2
baigne,baigne,6,6b,0,Baigues ou Baignes : sorte de ratine (étoffe de laine),0,,,0,0,,,6,,,,0,0,0,,1,5
baignoire,baignoire,,,,,,,,,,,,,,,,,,,,1,1
baigot,baigot,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
baille,baille,6,6,0,"Savary, volume 1, 1748 : «  Baille : Moitié de tonneau en forme de bacquet»",0,,,0,0,,,,,,,0,0,0,,1,1
bailliarge,bailliarge,0,0a,0,Espèce d'orge qui vient de l'Angoumois ou du Poitou,0,,,0,0,,,1,,,,1,1,3,,1,5
bajanne ; tannée,bajannes,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,8
bajutapeau,bajutapeau,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,65
balai,balais,8,8,0,,0,,,0,0,,,373,,,,0,0,0,,1,147
balai ; coupée,balais,8,8,0,,0,,,0,0,,,14,,,,0,0,0,,1,3
balai ; de bois,balais,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,37
balai ; de bruyère,balais,8,8,0,,0,,,0,0,,,106,,,,0,0,0,,1,11
balai ; de chanvre,balais,8,8,,,,,,,,,,,,,,,,,,1,1
balai ; de crin,balais,8,8,0,,0,,,0,0,,,95,,,,0,0,0,,1,7
balai ; de foyer,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
balai ; de jonc,balais,8,8,0,,0,,,0,0,,,115,,,,0,0,0,,1,16
balai ; de jong,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,7
balai ; de laine ; à laver les plancher,balais,8,8,,,,,,,,,,,,,,,,,,1,1
balai ; de paille de riz,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
balai ; de palme,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,31
balai ; de riz,balais,8,8,0,,0,,,0,0,,,180,,,,0,0,0,,1,3
balai ; de soie,balais,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,7
balai ; de soie ; de porc,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,16
balai ; de toile,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
balai ; divers,balais,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
balai ; du roi,balais,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
balai ; fin,balais,8,8,,,,,,,,,,,,,,,,,,1,1
"balai, petit",balais,8,8,,,,,,,,,,,,,,,,,,1,1
balance,balance,6,6,0,,0,,,0,0,6,6,4,,,,0,0,0,,1,5
balance ; de bois,balance,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
balance ; de cuivre,balance,6,6,,,,,,,,,,,,,,,,,,1,2
balance ; en fer,balance,6,6,,,,,,,,,,,,,,,,,,1,1
balance ; à la romaine,balance,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
balance et ses poids,balance et ses poids,6,6,,,,,,,,,,,,,,,,,,1,1
balance petit,balance petit,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
baldaquin,baldaquin,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
baleine,baleine,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,1,117
baleine ; coupée,baleine,0,0a,0,,0,,,0,0,,,4,,,,0,0,0,,1,323
baleine ; coupée et en fanon,baleine,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1
baleine ; de sarde,baleine,0,0a,0,,0,,,0,0,,,20,,,,0,0,0,,1,16
baleine ; en fanon,baleine,0,0a,0,,0,,,0,0,,,10,,,,0,0,0,,1,164
baleine ; nageoire,baleine,0,0a,,,,,,,,,,,,,,,,,,1,1
baleine en fanon,baleine,0,0a,,,,,,,,,,,,,,,,,,1,1
balle,balle,8,8,,,,,,,,,,,,,,,,,,1,1
balle ; d'osier,balle,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
balle ; en fer,balle,8,8,,,,,,,,,,,,,,,,,,1,1
balle ; vide,balle,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
balle ; à jouer,balle,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
balustre,balustre,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
balzanne tannée,balzanne tannée,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
bambou,,,,,,,,,,,,,,,,,,,,,1,1
banc ; a couper ; la paille,,,,,,,,,,,,,,,,,,,,,1,1
banc ; de sapin,,,,,,,,,,,,,,,,,,,,,1,1
bande de chapeau,,,,,,,,,,,,,,,,,,,,,1,1
bandeau,bandeau,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
banderole,,,,,,,,,,,,,,,,,,,,,1,1
bandoulière,,,,,,,,,,,,,,,,,,,,,1,1
bannette ; d'osier,,,,,,,,,,,,,,,,,,,,,1,1
bannette ; de cuir,,,,,,,,,,,,,,,,,,,,,1,1
bannette de cuir,,6,6,0,,,,,0,0,,,,,,,0,0,0,,0,0
bannière ; de Damas,,,,,,,,,,,,,,,,,,,,,1,1
banquette,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1
baque ; de verre,,,,,,,,,,,,,,,,,,,,,1,1
baquet,baquet,8,8,,,,,,,,,,,,,,,,,,1,1
baquet de sapin,baquet,8,8,0,,0,,,0,0,,,7,,,,0,0,0,,1,1
bar,,,,,,,,,,,,,,,,,,,,,1,1
baracan ; de laine,,,,,,,,,,,,,,,,,,,,,1,1
barbaçon ; de grès,barbaçon ; de grès,6,6,0,,0,,,0,0,,,9,,,,0,0,0,,1,3
barbe ; de baleine,barbe ; de baleine,0,0a,0,partie du fanon des baleines,0,,,0,0,,,14,,,,0,0,0,,1,7
barbotine,barbotine,2,2,1,"Savary, volume 1, 1748 : Ou Semen Contra « Graine qui sert à faire mourir les vers qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets »",1,0,Wormseed,0,1,,,35,,,,0,0,0,,1,2
barbue,barbue,,,,,,,,,,,,,,,,,,,,1,1
barbue ; couverte ; d'étamine,barbue,,,,,,,,,,,,,,,,,,,,1,1
barbue ; de grès,barbue,,,,,,,,,,,,,,,,,,,,1,9
barbue ; de terre,barbue,,,,,,,,,,,,,,,,,,,,1,1
barbue et grès,barbue,,,,,,,,,,,,,,,,,,,,1,1
baressus,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
baril,baril,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,5
baril ; de chêne,baril,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
baril ; de sapin,baril,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
baril ; neuf,baril,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
baril ; vide,baril,6,6,0,,0,,,0,0,,,20,,,,0,0,0,,1,46
bariteau,bariteau,6,6b,0,étoffe de laine et fil qui sert à tamiser,0,,,0,0,,,2,,,,0,0,0,,1,6
bariteaux,bariteau,6,6b,,,,,,,,,,,,,,,,,,1,1
baromètre,baromètre,8,8,0,,0,,,0,0,,,34,,,,0,0,0,,1,5
baromètre et lunette,baromètre et lunette,8,8,,,,,,,,,,,,,,,,,,1,1
barque ; démontée,,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,1
barquette,barquette,,,,,,,,,,,,,,,,,,,,1,1
barquette et nacelle,barquette,,,,,,,,,,,,,,,,,,,,1,1
barquette vieille,barquette,,,,,,,,,,,,,,,,,,,,1,1
barre,barre,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
barre ; d'anspect,barre,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,22
barre ; d'aspect,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; de barrique,barre,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
barre ; de bois,barre,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,24
barre ; de cabestan,barre,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,18
barre ; de cabestan et d'anspect,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; de futel,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; de guindeau,barre,2,2,,,,,,,,,,,,,,,,,,1,14
barre ; de sapin,barre,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
barre ; en bois ; pour navire,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; maître-fond,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; petite,barre,2,2,,,,,,,,,,,,,,,,,,1,1
barre ; pour construction,barre,2,2,0,,0,,,0,0,,,26,,,,0,0,0,,1,1
barreau ; bois,barreau,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7
barreau ; de sapin,barreau,2,2,,,,,,,,,,,,,,,,,,1,1
barreau ; neuf,barreau,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,2
barreau et planche ; bois,barreau,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,5
barrette,barrette,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
barrique,barrique,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
barrique ; en botte,barrique,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,21
barrique ; neuve,barrique,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,5
barrique ; vide,barrique,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,50
barrique ; vieille,barrique,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,10
barrique ; vieille ; vide,barrique,6,6,,,,,,,,,,,,,,,,,,1,35
barrois,barrois,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,8
bas,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,6
bas ; assorti,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
bas ; coton,bas,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,20
bas ; coton et fil,bas,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,1
bas ; d'enfant,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; d'estame,bas,8,8,0,,0,,,0,0,,,22,,,,0,0,0,,1,38
bas ; de Leyden,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de Saint Mexant,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de bourre ; de soie,bas,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,2
bas ; de castor,bas,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,9
bas ; de chamois,bas,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,5
bas ; de coton,bas,8,8,0,,0,,,0,0,,,15,,,,0,0,0,,1,196
bas ; de coton ; fil et soie,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de fil,bas,8,8,0,,0,,,0,0,,,16,,,,0,0,0,,1,241
bas ; de fil ; de coton,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de fil ; de coton ; par paire,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de fil ; en paire,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de fil ; par paire,bas,8,8,,,,,,,,,,,,,,,,,,1,2
bas ; de fil et coton,bas,8,8,0,,0,,,0,0,8,8,26,,,,0,0,0,,1,194
bas ; de fil et laine,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de filoselle,bas,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,136
bas ; de fleuret,bas,8,8,0,,0,,,0,0,,,23,,,,0,0,0,,1,68
bas ; de laine,bas,8,8,0,,0,,,0,0,,,41,,,,0,0,0,,1,416
bas ; de laine ; fin,bas,8,8,,,,,,,,,,,,,,,,,,1,3
bas ; de laine fine,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de peau,bas,8,8,0,,0,,,0,0,,,28,,,,0,0,0,,1,15
bas ; de poil,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de segovie,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de soie,bas,8,8,0,,0,,,0,0,,,26,,,,0,0,0,,1,664
bas ; de soie ; brodé ; d'or,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de soie ; brodé ; or et argent,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de soie ; pour femme,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de soie ; à coin d'argent,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; de soie ; à coin d'or,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bas ; de soie ; à coin d'or et d'argent,bas,8,8,,,,,,,,,,,,,,,,,,1,2
bas ; de soie brodée,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; de soie et coton,bas,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1
bas ; de toile,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas ; drapé,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bas ; en laine ; de Jersey,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; long,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; poil et soie,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas ; soie et laine,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bas ; soie et poil,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bas ; tricoté,bas,8,8,,,,,,,,,,,,,,,,,,1,2
bas ; écrier,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas et bonnet en coton,bas,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bas et bonneterie ; bonnet de coton,bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bas et gant ; de soie,bas,8,8,,,,,,,,,,,,,,,,,,1,1
bas relief ; de marbre,bas,8,8,,,,,,,,,,,,,,,,,,1,1
basane,basane,6,6b,,,,,,,,,,,,,,,,,,1,11
basane ; tannée,basane,6,6b,,,,,,,,,,,,,,,,,,1,119
basanne,basane,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,0,0
basanne ; tannée,basane,6,6b,0,,0,,,0,0,,,14,,,,0,0,0,,0,0
basin,basin,6,6d,0,"Savary, volume 1, 1748 : «  Basin : Etoffe croisée qui doit être fabriquée toute de fil de coton »",0,,,0,0,,,2,,,,0,0,0,,1,236
basin ; blanc,basin,6,6d,,,,,,,,,,,,,,,,,,1,1
basin ; blanc ; de 10 aunes,basin,6,6d,,,,,,,,,,,,,,,,,,1,1
basin ; blanc ; de 11 aunes,basin,6,6d,,,,,,,,,,,,,,,,,,1,1
basin ; commun,basin,6,6d,,,,,,,,,,,,,,,,,,1,1
basin ; d'étain,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,2
"basin ; de Bruges ; écru ; en pièce de 11,5 aunes",,,,,,,,,,,,,,,,,,,,,1,1
basin ; de cuivre,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,4
basin ; de cuivre ; jaune,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
basin ; des Indes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1
basin ; en aunes,,,,,,,,,,,,,,,,,,,,,1,1
basin ; fil et coton,,,,,,,,,,,,,,,,,,,,,1,1
basin ; peint,,,,,,,,,,,,,,,,,,,,,1,1
basin ; pièce de 11 aunes,,,,,,,,,,,,,,,,,,,,,1,1
basin ; pièce de 15 aunes,,,,,,,,,,,,,,,,,,,,,1,1
basin ; rayé,,,,,,,,,,,,,,,,,,,,,1,1
basin ; tout coton,,,,,,,,,,,,,,,,,,,,,1,1
basin d'étain,,???,???,0,,,,,0,0,,,,,,,0,0,0,,0,0
basse,instrument de musique,8,8,,,,,,,,,,,,,,,,,,1,1
basse ; de viole,instrument de musique,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,6
basse et basson,instrument de musique,8,8,,,,,,,,,,,,,,,,,,1,1
bassin ; de barbe,,,,,,,,,,,,,,,,,,,,,1,1
bassin ; de cuivre,,,,,,,,,,,,,,,,,,,,,1,1
bassin ; de cuivre ; jaune,,,,,,,,,,,,,,,,,,,,,1,1
bassin ; de tirin,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bassin ; en argent,,,,,,,,,,,,,,,,,,,,,1,1
bassin ; en laiton,,,,,,,,,,,,,,,,,,,,,1,1
bassin ; à barbe,bassin,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bassine ; de cuivre,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
basson,instruments ; de musique,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,4
bast,,,,,,,,,,,,,,,,,,,,,1,1
bat ; d'âne,bat d'âne ou de cheval,7,7,0,,0,,,0,0,,,76,,,,0,0,0,,1,2
bat ; de cheval,bat d'âne ou de cheval,7,7,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
batanonis,batanonis,6,6a,0,toile de lin,0,,,0,0,,,5,,,,0,0,0,,1,29
bataris ; de soie ; de porc,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
batavia,batavia,0,0a,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
bate de fer,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
bateau,bateau,7,7,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
bateau ; de pêcheur,bateau,7,7,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
bateau ; neuf,bateau,7,7,0,,0,,,0,0,,,111,,,,0,0,0,,1,41
bateau ; à pêcher,bateau,7,7,,,,,,,,,,,,,,,,,,1,1
bateleux,bateleux,???,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
batiste,batiste,6,6a,0,,0,,,0,0,,,6,,,,0,0,0,,1,3
batiste ; blanche,batiste,6,6a,,,,,,,,,,,,,,,,,,1,2
batiste ; grise,batiste,6,6a,,,,,,,,,,,,,,,,,,1,1
batiste et linon,batiste,6,6a,0,,,,,0,0,,,,,,,0,0,0,,1,1
