marchandises_simplification,sitc18_rev3,imprimatur,status,beforeitems,afteritems,obsolete,urgent
mâts de 70 pieds,7,,new,,,no,
mâts de 72 pieds,7,,new,,,no,
mâts de 75 à 78 pieds,7,,new,,,no,
mâts de barque,,,,,,no,
mâts de beauprés,7,,new,,,no,
mâts de beauprés de 35 pieds,7,,new,,,no,
mâts de beauprés de 38 pieds,7,,new,,,no,
mâts de beauprés de 40 pieds,7,,new,,,no,
mâts de beauprés de 42 à 45 pieds,7,,new,,,no,
mâts de chaloupe,7,,new,,,no,
mâts de divers grandeur,,,,,,no,
mâts de drapeaux,7,,ambiguous,,[Mâts de drapeau],yes,
mâts de hune,,,,,,no,
mâts de navire,7,,ambiguous,,[Mats de Navire] [Mats de navire] [Mâts pour navire] [mat de navire] [mâts de navire] [Mats de navire de differentes grandeur] [Mats de navires] [Mats ; de navires] [Mats ; de navires ; de diverses grandeurs] [Mats ; de navire],no,
mâts de navire de 10 palmes,7,,new,,,no,
mâts de navire de 12 palmes,7,,new,,,no,
mâts de navire de 18 pieds,7,,new,,,no,
mâts de navire de 27 à 30 pieds,7,,new,,,no,
mâts de navire de 27 pieds,7,,new,,,no,
mâts de navire de 30 pieds,7,,new,,,no,
mâts de navire de 34 pieds,7,,new,,,no,
mâts de navire de 35 pieds,7,,new,,,no,
mâts de navire de 36 pieds,7,,new,,,no,
mâts de navire de 38 pieds,7,,new,,,no,
mâts de navire de 40 pieds,7,,new,,,no,
mâts de navire de 45 pieds,7,,new,,,no,
mâts de navire de 46 pieds,7,,new,,,no,
mâts de navire de 48 pieds,7,,new,,,no,
mâts de navire de 50 pieds,7,,new,,,no,
mâts de navire de 55 pieds,7,,new,,,no,
mâts de navire de 56 pieds,7,,new,,,no,
mâts de navire de 6 palmes,7,,new,,,no,
mâts de navire de 60 pieds,7,,new,,,no,
mâts de navire de 61 pieds,7,,new,,,no,
mâts de navire de 65 pieds,7,,new,,,no,
mâts de navire de 69 pieds,7,,new,,,no,
mâts de navire de 7 palmes,7,,new,,,no,
mâts de navire de 7 paumes,7,,new,,,no,
mâts de navire de 70 pieds,7,,new,,,no,
mâts de navire de 78 pieds,7,,new,,,no,
mâts de navire de 8 palmes,7,,new,,,no,
mâts de navire de 80 pieds,7,,new,,,no,
mâts de navire de 9 palmes,7,,new,,,no,
mâts de passementerie,7,,ambiguous,,[Bois ; de passementerie ; en mats],no,
mâts de petit navire,7,,new,,,no,
mâts de sapin,7,,new,,,no,
mâts de sapin de 10 palmes,7,,new,,,no,
mâts de sapin de 11 palmes,7,,new,,,no,
mâts de sapin de 12 à 14 paumes,7,,new,,,yes,
mâts de sapin de 12 palmes,7,,new,,,no,
mâts de sapin de 14 paumes,7,,new,,,yes,
mâts de sapin de 15 palmes,7,,new,,,no,
mâts de sapin de 16 paumes,7,,new,,,yes,
mâts de sapin de 25 à 34 pieds,7,,new,,,no,
mâts de sapin de 35 pieds,7,,new,,,no,
mâts de sapin de 36 pieds,7,,new,,,no,
mâts de sapin de 40 pieds,7,,new,,,no,
mâts de sapin de 5 palmes,7,,new,,,no,
mâts de sapin de 50 à 55 pieds,7,,new,,,no,
mâts de sapin de 50 pieds,7,,new,,,no,
mâts de sapin de 55 pieds,7,,new,,,no,
mâts de sapin de 6 palmes,7,,new,,,no,
mâts de sapin de 60 pieds,7,,new,,,no,
mâts de sapin de 7 palmes,7,,new,,,no,
mâts de sapin de 9 palmes,7,,new,,,no,
mâts de sapin et vergue de sapin,7,,ambiguous,,[Bois ; de sapin ; mats et vergues],no,
mâts de sapin moyen,,,,,,no,
mâts de taille moyenne,7,,ambiguous,,[Mâts de taille moyenne],yes,
mâts de vaisseau,,,,,,no,
mâts de vaisseaux,7,,new,,,no,
mâts doubles,7,,new,,,no,
mâts en dessous de 8 paumes,7,,new,,,yes,
mâts et espars,7,,new,,,no,
mâts et matériaux,7,,new,,,no,
mâts façonné,,,,,,no,
mâts grands,,,,,,no,
mâts mâtereaux,7,,new,,,no,
mâts matières,7,,new,,,no,
mâts mâtures,7,,ambiguous,,[Mats ; matures] [Mâts ; matures] [Mâts ; mâtures] [Mat ; matures],no,
mâts peints,,,,,,no,
mâts petit,7,,ambiguous,,[Bois ; en petits mats],no,
mâts petits,,,,,,no,
matu,7,,ambiguous,,[Matu],no,
mâtures,,,new,,,no,
mâtures 18 pieds,7,,new,,,no,
mâtures de navire,7,,new,,,no,
maugrebine,???,,ambiguous,[Maugrebine],[Maugrebine] [maugarbine],no,1
maur,???,,ambiguous,[Maurs],[Maurs] [Maures],no,
mauris,5,,ambiguous,,[Drogues ; mauris],no,
mautes à mulets,,,new,,,no,
Mazamet,???,,ambiguous,,[Mazamet] [Mazarnes],no,
mazon,???,,ambiguous,[Mazon],[Mazon],no,
mecerie de bois,,,new,,,no,
mèche,6i,,ambiguous,[Meche] [Meches] [Mesche] [Mesches] [Mèche] [Mèches] [Méches] [Méché] [Mêche] [Mêches] [Mèches/cordes à feu],[Meche] [Meches] [Mesche] [Mesches] [Mèche] [Mèches] [Méches] [Méché] [Mêche] [Mêches] [Mèches/cordes à feu],no,
mèche ; à canon,6,,existing,,,yes,
mèche ; à flambeau,6i,,existing,,,yes,
mèche à flambeau,6i,,ambiguous,,[Mêches ; à flambeaux],no,
"mèche flambeau, chandelle et lampe",6i,,new,,,yes,
mèches,,,,,,no,
mèches à canons,8,,ambiguous,,[Mèche a Fanon] [Mêches ; à fanon] [Meche ; a canon] [Meche à canon] [Mesche à canon] [Mèches ; à canon] [Mêche à canon] [Mêches à canon] [meches à canons] [mêches a Canon] [Méches a canon] [Meches à canon] [Meches a canon] [Mèches à canon],no,
mèches à chandelle,6i,,new,,,no,
mèches à flambeau,,,,,,no,
mèches de coton,6g,,ambiguous,,[Coton ; en mêches],no,
mèches de coton pour chandelle,6g,,new,,,yes,
mèches et soufre,5,,new,,,yes,
mèches soufrées,5,,new,,,no,
mecoacam,2,,ambiguous,[Mechoacam] [Mechoacum] [Mecoacam] [mecoacam],[Mechoacam] [Mechoacum] [Mecoacam] [mecoacam],no,1
médaille,8,,ambiguous,[Medailles] [Médailles],[Medailles] [Médailles],no,
médaille ; antique,8,,existing,,,yes,
médaille antique,8,,ambiguous,,[Medailles antiques],no,
médailles,,,,,,no,
médailles antique,,,,,,no,
médailles d'argent,8,,new,,,no,
médaillons de terre,8,,new,,,no,
médicament,5,,ambiguous,[Medicamans] [Medicamens] [Medicament] [Medicaments] [Médicamans] [Médicamens] [Médicament] [Médicaments] [Médicamment],"[Medicamans] [Medicamens] [Medicament] [Medicaments] [Médicamans] [Médicamens] [Médicament] [Médicaments] [Médicamment] [Médicaments composés ; Autres] [Produits de pharmacie, médicaments] [Medicamments]",no,
médicament ; composé,5,,existing,,,yes,
médicament composé,5,,ambiguous,,[Médicamens composés] [Médicaments composés],no,
médicaments,5,,ambiguous,,[///Drogues Médicinales///Drogues médicinales réunies] [///Drogues Médicinales///Drogues réunies] [///Drogues midicinales///Drogues réunies] [Drogues ; Composées pour la medecine ; Diverses] [Drogues ; Composées pour ma médecine ; Diverses] [///Drogues médicinales///Drogues médicinales réunies] [///Drogues médicinales///Drogues réunies] [Drogues ; Médécinales ; Diverses] [Drogues ; médecinales ; diverses] [Drogues ; médicinale ; diverses] [Drogues ; médicinales ; diverses] [Drogues ; médécinales ; diverses] [Drogueries ; médécinales] [Drogueries médicinales;] [Drogueries ; pour la médecine] [Drogues médicinales divers] [Drogues; Médicinales; Diverses] [Drogues ; medicinales ; diverses] [Drogueries medicinales] [Droguerie ; médicaments] [Drogues médicinales diverses],no,
médicinale,5,,new,,,no,
meffle,,,existing,,,yes,
megelanne,???,,ambiguous,[Megelanne],[Megelanne],no,
mélasse,0b,,,,,no,
mélasse et sirop,0b,,new,,,no,
mêlées,,,new,,,no,
melon,,,existing,,,no,
melon d'eau,,,new,,,no,
ménages,,,new,,,no,
menie,,,existing,,,yes,
menottes de cuivre,6j,,new,,,no,
menottes de fer,6j,,new,,,no,
mente ; à moulir,0a,,existing,,,yes,
mente ; à taillandier,0a,,existing,,,yes,
mente à moulir,0a,,ambiguous,,[Mentes ; A moulir],no,
mente à taillandier,0a,,ambiguous,,[Mentes ; A taillandier],no,
menu charbon de terre,3,,ambiguous,,[menus charbons de terre],yes,
menu charbon de terre dit sméegruys,,,new,,,yes,
menue graine,,,new,,,no,
menuiserie,6b,,ambiguous,[Menuiserie],[Menuiserie],no,
menus sommiers,,,new,,,yes,
menuté,,,existing,,,yes,
mercerie,8,,ambiguous,[Mercerie] [Merceries] [Merciers] [Merrcerie] [mercerie] [Mercerie ; commune] [Mercerie commune] [mercerie commnue] [mercerie commune] [Mercerie ; de Nuremberg] [merceries de Nuremberg] [Mercerie ; diverse] [Merceries ; diverses] [Mercerie ; diverses ; à la valeur] [Mercerie ; Melée] [Mercerie ; melée] [Mercerie ; méleé] [Mercerie ; mêlée] [Merceries ; Merceries meslées] [Merceries mêlées] [merceries mellées] [Mercerie ; ?],"[Mercerie meslées] [Merceries ; Fines ; Aiguilles a voile] [Mercerie] [Merceries] [Merrcerie] [mercerie] [Mercerie ; diverse] [Merceries ; diverses] [Mercerie ; diverses ; à la valeur] [Mercerie ; Melée] [Mercerie ; melée] [Mercerie ; méleé] [Mercerie ; mêlée] [Merceries ; Merceries meslées] [Merceries mêlées] [Marcerie] [Drogues ; metallique ; mercerie] [Mercerie diverse] [Merceries diverses] [Mercerie;] [///Industrie générale///Merceries] [Mercerie ; melés] [Mercerie diverse;] [Merceries ; mêlées] [///Industrie étrangère///Merceries] [///Industrie Générale///Merceries] [///Industrie Etrangère///Merceries] [Mercerie mêlée] [Mercerie fine, aiguilles, épingles, &c] [Mercerie diverse; Mêlée] [Mercerie mêlées]",no,
mercerie ; à la valeur,8,,existing,,,yes,
mercerie ; aiguille,8,,existing,,,yes,
mercerie ; bimbeloterie,8,,existing,,,yes,
mercerie ; bouton,8,,existing,,,yes,
mercerie ; en aiguille ; à coudre,8,,existing,,,yes,
mercerie ; en bouton ; de crin,8,,existing,,,yes,
mercerie ; en lignet et hameçon,8,,existing,,,yes,
mercerie ; en peigne ; d'ivoire,8,,existing,,,yes,
mercerie ; en peigne ; de bois,8,,existing,,,yes,
mercerie ; épingle,6,,existing,,,yes,
mercerie ; fine,6,,existing,,,yes,
mercerie ; fine ; epingle,6,,existing,,,yes,
mercerie ; fine et aiguille,6,,existing,,,yes,
mercerie ; ordinaire,8,,existing,,,yes,
mercerie ; peigne ; de bois,8,,existing,,,yes,
mercerie ; peigne ; de corne,8,,existing,,,yes,
mercerie ; tabatière ; corne,8,,existing,,,yes,
mercerie ???,8,,ambiguous,,[Mercerie ; ?],no,
mercerie à la valeur,8,,ambiguous,,[Mercerie ; à la valeur] [Mercerie à la valeur],no,
mercerie bimbeloterie,8,,ambiguous,,[Mercerie Bimbeloterie] [Mercerie bimbeloterie],no,
mercerie commune,8,,ambiguous,,[Mercerie ; commune] [Mercerie commune] [mercerie commnue] [mercerie commune],no,
mercerie cru,8,,ambiguous,,[mercerie cru],no,
mercerie de bois,8,,ambiguous,,[Mercerie ; de bois] [Mercerie de Bois] [Mercerie de Bois ;] [mercerie de bois],no,
mercerie de bois en peigne,8,,ambiguous,,[Merceries ; peignes ; de bois],no,
mercerie de cuivre,8,,new,,,no,
mercerie de Nuremberg,8,,ambiguous,,[Mercerie ; de Nuremberg],no,
mercerie en lignet et hameçon,8,,ambiguous,,[Mercerie ; en lignets et ameçons],no,
mercerie en peigne d'ivoire,8,,ambiguous,,[Merceries ; peignes ; d'ivoire],no,
mercerie épingle,8,,ambiguous,,[Mercerie ; en epingles] [Mercerie ; en épingles] [Mercerie ; épingles],no,
mercerie et bibelot,8,,existing,,,yes,
mercerie et quincaille,8,,ambiguous,[Mercerie et quincaille],[Mercerie et quincaille],no,
mercerie fine,8,,ambiguous,,[Mercerie ; fine] [Mercerie fine] [Mercerie ; Fine ; Diverse] [Merceries ; Fines ; Diverses],no,
mercerie fine epingle,8,,ambiguous,,[Mercerie ; Fine ; Epingles] [Merceries ; Fines ; Epingles],no,
mercerie fine et aiguille,8,,ambiguous,,[Mercerie ; fine et aiguilles],no,
mercerie grossière,8,,ambiguous,,[Mercerie ; grossiere] [Mercerie ; grossière] [Mercerie grosiere] [Mercerie grosse] [Mercerie grossiere] [mercerie grossiere] [merurie grosiere],no,
mercerie ordinaire,8,,ambiguous,,[Mercerie ; ordinaire] [Mercerie ordinaires] [mercerie ; ordinaire],no,
mercerie peigne de bois,8,,ambiguous,,"[Mercerie ; en peignes ; de cpr,es]",no,
mercerie peigne de corne,8,,ambiguous,,[Mercerie ; en peignes ; de corne],no,
mercerie tabatière corne,8,,ambiguous,,[Mercerie ; en tabatures ; de corne],no,
mercerie trés commune,8,,new,,,no,
mercerie trés fine,8,,new,,,no,
merciers,6,,ambiguous,,[Merciers],no,
mercure,5,,ambiguous,[Mercure] [mercure],[Vif ; argent] [Mercure] [mercure] [Drogues ; Metalliques ; Mercure] [Drogues ; Métalliques ; Mercure] [Drogues ; Metalliques ; Argent vif] [Drogues ; Métalliques ; Argent vif] [Drogueries ; chimique et métallique ; argent ; vif] [Drogues ; chimique et métallique ; argent ; vif] [Drogues ; chimiques et métalliques ; argent ; vif] [Argent ; vif] [Argent Vif] [Argent vif] [Argent; vif] [Argents vif] [argen vif] [argennt vif] [argent vif] [argrent vif] [Argent vif ou mercure] [Argent (vif) ou mercure] [argent vif ou mercure] [Drogues ; chimiques et métalliques ; marcure] [///Métaux///Argent vif] [Drogueries métalliques et chimiques argent vif] [Drogues; Métalliques; Argent vif] [Argent vif et mercure] [Vif argent ou mercure],no,
mercure ; doux,5,,existing,,,yes,
mercure ; précipité,5,,existing,,,yes,
mercure doux,5,,ambiguous,,[Mercure ; doux] [Mercure doux],no,
mercure précipité,5,,ambiguous,,[Mercure précipité],no,
meriers,,,new,,,no,
meriers à faire échelle,,,new,,,no,
meriers petits,,,new,,,no,
meriezes,,,,,,no,
merlan,0a,,ambiguous,,[Merlan] [Merlans],no,
merle,???,,ambiguous,[merles],[merles],no,
merlin,8,,new,,,no,
merlin à trois fils,8,,new,,,yes,
merluche,0a,,ambiguous,,[Mertuche] [Merluche] [merluches] [merluche] [Poissons de mer; Merluche] [Merluches],no,
merlus,0a,,ambiguous,,[Meslus],no,
merrain,6b,,existing,,,yes,
merrain ; à bœuf,6b,,existing,,,yes,
merrain ; a busse,6b,,existing,,,yes,
merrain ; à fond,6b,,existing,,,yes,
merrain ; à quart,6b,,existing,,,yes,
merrain ; a tierçon,6b,,existing,,,yes,
merrain ; à tonneau,6b,,existing,,,yes,
merrain ; aqua,6b,,existing,,,yes,
merrain ; arabique,6b,,existing,,,yes,
merrain ; basique,6b,,existing,,,yes,
merrain ; de maille,6b,,existing,,,yes,
merrain ; en barrique,6b,,existing,,,yes,
merrain à bœuf,6b,,ambiguous,,[Merrain a Bœuf],no,
merrain aqua,6b,,ambiguous,,[Merrain Aqua],no,
merrain basique,6b,,ambiguous,,[Merrain Basique],no,
merrain de maille,6b,,ambiguous,,[Merrain de Maille],no,
merrain en barrique,6b,,ambiguous,,[Merrain en Barriques] [merian en Bariques],no,
merrains,6b,,ambiguous,,[Bois ; Merain] [Bois ; mairin] [Bois ; marrain] [Bois ; merain] [Bois ; merrain] [Bois ; merrain ; merrain] [Bois ; merrein] [Bois ; mérain] [Bois ;;mairin] [Bois Merrain] [Bois merrain] [Bois merrains] [Bois ; Merrains] [Bois ; en merrain] [Merrain] [Merrein] [Mérain] [bois merrain] [Bois ; merrains] [Bois merrain ; divers] [Bois de construction; Mérein],no,
merrains ???,6b,,new,,,no,
merrains à barils,6b,,ambiguous,,[Bois ; merain ; à barils] [Bois ; merains ; à barils] [Merrain ; a barrils] [Bois ; merrain a barils] [Merrain ; a barils] [Merain a barils] [Bois ; merrain ; a barils] [Bois ; merrain ; à barils] [Merain ; a barils] [Merrain a barils],no,
merrains à barriques,6b,,ambiguous,,[Merrain Arabiques] [Bois ; merrain a barriques] [Bois ; merrain ; a barrriques] [Bois merain a bariques] [Bois merrain a bariques] [Bois ; merrain ; a bariques] [Bois ; merrain ; a barriques] [Merain ; a bariques] [Bois ;;merain;a barriques] [Bois ; mairin a barique] [Bois; merrain; à bariques] [Merrain a barriques] [Merain a Bariques] [Bois ; Merain à Bariques] [Bois ; merrain ; à bariques] [Merain à Barique] [Bois ; merrin a Barrique] [merrain a barriques] [Mairein à bariques] [Bois ;;merain;à barriques] [Merrains ; a bariques] [Merrains ; a barriques] [Merrin a barriques] [Merain a barriques] [Bois ; merain a bariques] [Merrain a Barique] [Merains a Bariques] [Bois ; merrain ; à barriques] [Bois ; merrain à barriques] [Merrain a barrique] [Bois ; merrain à bariques] [Bois ;;mairin;a barique] [Bois ; merrin a barique] [Merain a barique] [Bois ;;mairin;a bariques] [Marain a Bariques] [Bois ; merain à barique] [Mairrain a bariques] [Bois ; merrain a barrique] [Bois merrain à bariques] [Merrains à Barriques] [Bois ; Merain a bariques] [mérain a bariques] [Merain ; a barriques] [Merrain ; a barriques] [Merrain ; a bariques] [Bois ; merain à bariques] [Bois ; merain a barriques] [Bois ;;mairin;à bariques] [Merrain a Bariques] [Bois ; mairin a Barrique] [merin a Bariques] [Bois ; Merrain a bariques] [Merrain a Barrique] [Bois ;;mairin;a Barrique] [Bois ; merains ; à barriques] [Bois ; merrain a bariques] [Merrain à Barriques] [Merain A Barique] [Mérain ; à bariques] [Bois ; merrain a barique] [Bois merrain à barriques] [Merrain à barriques] [Mairin a Bariques] [Merain ; à bariques] [Merain a bariques] [Mairin A Barrique] [Meraina barique] [Merrain ; à bariques] [Bois ; merrain ; à barique],no,
merrains à barriques douves,6b,,new,,,no,
merrains à bœuf,,,,,,no,
merrains à bottes,6b,,new,,,no,
merrains à boucaud,6b,,new,,,no,
merrains à busses,6b,,ambiguous,,[Bois ; merrain ; a busses] [Bois; merrain; à busses],no,
merrains à fonçaille,6b,,new,,,no,
merrains à fond,6b,,ambiguous,,[Bois ; merains ; à fonds] [Bois ; merrain ; à fonds] [Bois ; merrain à fonds] [Bois ; merrains ; à fonds] [Bois ; merrin a Fonds] [Bois ;;mérain;a fonds] [Bois; merrain; à fondo] [Bois ; merrain ; a fond] [Bois ; merrain ; a fonds] [Bois ; merrain ; à fond] [Bois ; merrain a fond] [Bois ; merrain a fonds] [Bois merrain ; a fonds] [Bois ; merrain ; a Sonds],no,
merrains à futailles,6b,,new,,,no,
merrains à muid,6b,,ambiguous,,[Bois ; merains ; à muids],no,
merrains à pipes,6b,,ambiguous,,[Bois ; merrian ; a pipes] [Bois merain a pipes] [Bois merrain a pipes] [mérain a Pipe] [Bois ; merai à pipes] [merain a pipes] [Bois ;;mairin;à pipes] [Merains a pipes] [Merain ; a pipes] [Mérain ; à pipes] [Merain a pipe] [Merrin a pipe] [Bois ; merrin a Pipes] [Bois ; merrin a pipes] [merain à Pipe] [Bois ; Merain a pipe] [Merain a pipes] [Mairin ; a pipes] [Bois ; merrains ; à pipes] [Merrains ; a pipes] [Bois merrain à pipes] [Merrain à Pipes] [merrain a pipes] [Merain ; à pipes] [Mairrain a pipes] [Bois ; Merain; a pipes] [Bois ; merain ; à pipe] [Mairin a pipe] [Bois ; merrain à pipes] [Bois ; merain a pipes] [Merrain a pipe] [Bois ; merrain ; a pipes] [Merrain ; a pipes] [Bois ; Merrain a pipes] [merrains ; a pipes] [merrain a Pipe] [Bois ;;merain;a pipes] [Merrain à Pipe] [Bois ; merrain a pipes] [Merains a Pipes] [Bois ; merrain ; à pipes] [Bois ; merain à pipes] [Merain a Pipe] [Bois ;;mairin;a pipes] [Merrain a pipes] [Merain à pipes] [Bois; merrain; à pipes] [Bois ; Merain à pipes] [MAirain a pipe],no,
merrains à poinçon,6b,,new,,,no,
merrains à quart,6b,,ambiguous,,[Bois ; merrain ; a Quarts] [Bois ; merrain ; à quarts] [Mairain a quarts] [Mairin a quart] [Merain a quarts] [Merains Aquarts] [Merrain A Quars] [Merrain a Quart] [Merrain a quarts] [Merrain à quart] [merin a quarts] [merrain a Quarts] [merrain a quarts] [merrains a quarts] [Bois ; Merain à quarts] [Bois ; Merain; a quart] [Bois ; merain a Quarts] [Bois ; merain a quarts],no,
merrains à tierçons,6b,,ambiguous,,[Bois ; merrain ; a tierçons] [Bois ; merrains ; à tierçons] [Bois ; merrain a tierçpn] [merrain a tierson] [Merrain ; a tierçons] [Merain a tierçons] [Bois; merrain; à tierçons] [Bois ; merrain ; à tierçons],no,
merrains à tonneaux,6b,,ambiguous,,[Bois ; merain ; à tonneaux] [Bois ; merrain ; a Tonneaux] [Bois ; merrain ; a tonneaux] [Bois ; merrain ; à tonnaux] [Bois ; merrain ; à tonneaux] [Bois; merrain; à tonneaux] [Bois merrain à tonneaux],no,
merrains à tortue,6b,,ambiguous,,[Bois ; merrain ; à tortues],no,
merrains aqua,,,,,,no,
merrains basique,,,,,,no,
merrains bourdilles,6b,,ambiguous,,[Bois ; merrain ; bourdilles],no,
merrains bourdillons,6b,,ambiguous,,[Bois ; merrain ; bourdillons],no,
merrains communs,6b,,ambiguous,,[Bois ; merrain ; ordinaire],no,
merrains de 4 pieds,6b,,ambiguous,,[Bois ; merrain ; de 4 pieds],no,
merrains de chêne,6b,,ambiguous,,[Bois ; merrain ; en chêne],no,
merrains de douves,6b,,new,,,no,
merrains de maille,,,,,,no,
merrains de sapin,6b,,ambiguous,,[Bois ; meriés ; de sapin] [Bois ; mérain ; de sapin] [Bois ; merrain ; de sapin] [Bois; merrain; de sapin],no,
merrains en barrique,,,,,,no,
merrains en fonçaille,6b,,new,,,no,
merrains en pipes,6b,,new,,,no,
merrains et feuillards,6b,,new,,,no,
