ÊÈCode","Description"
"845.64","Maillots, culottes et slips de bain pour femmes et jeunes filles, en bonneterie"
"845.8","Autres vêtements, autres qu'en bonneterie"
"845.81","Combinaisons et ensembles de ski autres que de bonneterie"
"845.87","Vêtements pour hommes ou garçons, n.d.a., autres que de bonneterie"
"845.89","Vêtements pour femmes ou jeunes filles, n.d.a., autres que de bonneterie"
"845.9","Autres vêtements en bonneterie"
"845.91","Survêtements de sport, en bonneterie"
"845.92","Combinaisons et ensembles de ski, en bonneterie"
"845.99","Vêtements en bonneterie, n.d.a."
"846","Accessoires du vetement en matieres textiles, meme en bonneterie (autres que ceux pour bebes)"
"846.1","Accessoires du vêtement (autres que ceux pour bébés) autres qu'en bonneterie"
"846.11","Mouchoirs et pochettes autres que de bonneterie"
"846.12","Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles et voilettes et articles similaires autres que de bonneterie"
"846.13","Cravates, vœux papillon et foulards-cravates autres que de bonneterie"
"846.14","Ganterie autre que de bonneterie"
"846.19","Autres accessoires confectionnés du vêtement ; parties de vêtements autres que du sous-groupe 845.5, sauf de bonneterie"
"846.2","Collants (bas-culottes), bas, mi-bas, chaussettes et autres articles chaussants (y compris les bas à varices), en bonneterie"
"846.21","Collants (bas-culottes) en bonneterie"
"846.22","Bas et mi-bas de femmes titrant en fils simples moins de 67 décitex, en bonneterie"
"846.29","Autres articles chaussants en bonneterie"
"846.9","Autres accessoires du vêtement confectionnés; parties de vêtements ou d'accessoires du vêtement"
"846.91","Gants en bonneterie, imprégnés, enduits ou recouverts de matière plastique ou de caoutchouc"
"846.92","Autres articles de ganterie en bonneterie"
"846.93","Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles, voilettes et articles similaires, en bonneterie"
"846.94","Cravates, vœux papillon et foulards-cravates en bonneterie"
"846.99","Accessoires du vêtement confectionnés, n.d.a. ; parties de vêtements ou d’accessoires du vêtement, en bonneterie"
"848","Vetements et accessoires du vetement en matieres autres que les matieres textiles ; coiffures en toutes matieres"
"848.1","Vêtements et accessoires du vêtement en cuir naturel ou reconstitué (à l'exclusion des gants et moufles de la position 894.77)"
"848.11","Vêtements en cuir naturel ou reconstitué (à l’exclusion des articles de ganterie)"
"848.12","Gants et moufles en cuir naturel, artificiel ou reconstitué, non conçus pour la pratique des sports"
"848.13","Ceintures, ceinturons et baudriers en cuir naturel, artificiel ou reconstitué"
"848.19","Autres accessoires du vêtement, en cuir naturel, artificiel ou reconstitué"
"848.2","Vêtements et accessoires du vêtement (y compris les gants), pour tous usages, en matières plastiques ou en caoutchouc vulcanisé non durci"
"848.21","Vêtements et accessoires du vêtement, en matière plastique"
"848.22","Gants de caoutchouc"
"848.29","Autres vêtements et accessoires du vêtement, pour tous usages, en caoutchouc vulcanisé non durci, sauf chaussures et coiffures"
"848.3","Vêtements, accessoires du vêtement (à l'exclusion des coiffures) et autres articles en pelleteries; pelleteries factices et articles en pelleteries factices"
"848.31","Articles en pelleteries"
"848.32","Pelleteries factices et articles en pelleteries factices"
"848.4","Coiffures et parties de coiffures, n.d.a."
"848.41","Chapeaux et autres coiffures en feutre, fabriqués à l’aide de cloches et plateaux du No 657.61, garnis ou non"
"848.42","Chapeaux et autres coiffures, tressés ou fabriqués par l’assemblage de bandes en toute matière, garnis ou non"
"848.43","Chapeaux et autres coiffures en bonneterie ou confectionnés à l’aide de dentelles, de feutre ou d’autres tissus textiles, en pièces (mais non en bandes), garnis ou non ; résilles et filets à cheveux en toutes matières, garnis ou non"
"848.44","Coiffures de sécurité, garnies ou non"
"848.45","Chapeaux et autres coiffures, n.d.a., en caoutchouc ou en matière plastique, garnis ou non"
"848.48","Bandes pour garniture intérieure, coiffes, couvre-coiffures, carcasses, visières et jugulaires pour la chapellerie"
"848.49","Chapeaux et autres coiffures, n.d.a., autres qu’en caoutchouc ou en matière plastique"
"85","Chaussures"
"851","Chaussures"
"851.1","Chaussures comportant à l'avant une coquille de protection en métal"
"851.11","Chaussures étanches à semelles extérieures et dessus en caoutchouc ou en matière plastique, dont le dessus n’a été ni réuni à la semelle extérieure par couture ou par des rivets, des clous, des vis, des tétons ou des dispositifs similaires, ni formé de différentes parties assemblées par ces mêmes procédés, comportant à l’avant une coquille de protection en métal"
"851.13","Chaussures à semelles extérieures et dessus en caoutchouc ou en matière plastique, comportant à l’avant une coquille de protection en métal, non étanches"
"851.15","Chaussures à semelles extérieures en caoutchouc, matière plastique ou cuir naturel ou reconstitué, et dessus en cuir naturel, comportant à l’avant une coquille de protection en métal, non étanches"
"851.2","Chaussures de sport"
"851.21","Chaussures de ski à semelles extérieures et dessus en caoutchouc ou en matière plastique"
"851.22","Chaussures de ski à semelles extérieures en caoutchouc, matière plastique ou cuir naturel ou reconstitué et dessus en cuir naturel"
"851.23","Autres chaussures de sport à semelles extérieures et dessus en caoutchouc ou matière plastique"
"851.24","Autres chaussures de sport à semelles extérieures en caoutchouc, matière plastique ou cuir naturel ou reconstitué et dessus en cuir naturel"
"851.25","Chaussures dites de tennis, de basket-ball, de gymnastique ou d’entraînement et chaussures similaires, à semelles extérieures en caoutchouc ou matière plastique et dessus en matière textile"
"851.3","Chaussures, n.d.a., à semelles extérieures et dessus en caoutchouc ou en matière plastique"
"851.31","Autres chaussures étanches à semelles extérieures et dessus en caoutchouc ou matière plastique, dont le dessus n’a été ni réuni à la semelle extérieure par couture ou par des rivets, des clous, des vis, des tétons ou des dispositifs similaires, ni formé de différentes parties assemblées par ces mêmes procédés"
"851.32","Autres chaussures à semelles extérieures et dessus en caoutchouc ou matière plastique,  n.d.a."
"851.4","Autres chaussures à dessus en cuir naturel ou reconstitué"
"851.41","Chaussures à semelles extérieures en cuir naturel et dessus constitué par des lanières de cuir naturel passant sur le cou-de-pied et entourant le gros orteil"
"851.42","Chaussures à dessus en cuir naturel ou reconstitué sur semelles extérieures en bois, sans semelle intérieure ni coquille de protection en métal"
"851.48","Chaussures, n.d.a., à dessus en cuir naturel ou reconstitué et semelles extérieures en cuir naturel"
"851.49","Chaussures à dessus en cuir naturel ou reconstitué, n.d.a."
"851.5","Autres chaussures, à dessus en matières textiles"
"851.51","Chaussures à semelles extérieures en caoutchouc ou en matière plastique et dessus en matière textile"
"851.52","Chaussures à semelles extérieures en cuir naturel ou reconstitué et dessus en matière textile"
"851.59","Chaussures à dessus en matière textile, n.d.a."
"851.7","Chaussures, n.d.a."
"851.9","Parties de chaussures (y compris dessus attachés ou non à une semelle intérieure) ; semelles intérieures amovibles, talonnettes et articles similaires amovibles ; guêtres, jambières et articles similaires, et leurs parties"
"87","Instruments et appareils professionnels, scientifiques et de vœux, n.d.a."
"871","Appareils et instruments d’optique, n.d.a."
"871.1","Jumelles, longues-vues, lunettes astronomiques, télescopes optiques, et leurs bâtis; autres instruments d'astronomie et leurs bâtis (à l'exclusion des appareils de radio-astronomie)"
"871.11","Jumelles"
"871.15","Autres instruments d’astronomie (sauf appareils de radioastronomie)"
"871.19","Parties et accessoires (y compris les bâtis) de jumelles, longues-vues, lunettes astronomiques, télescopes optiques, etc."
"871.3","Microscopes (autres qu'optiques); diffractographes; leurs parties et accessoires, n.d.a."
"871.31","Microscopes (autres qu’optiques) et diffractographes"
"871.39","Parties et accessoires de microscopes (sauf optiques) ou de diffractographes"
"871.4","Microscopes optiques (y compris les microscopes pour la microphotographie, la microcinématographie ou la microprojection)"
"871.41","Microscopes stéréoscopiques"
"871.43","Autres microscopes (y compris les microscopes pour la microphotographie, la microcinématographie ou la microprojection)"
"871.45","Microscopes, n.d.a."
"871.49","Parties et accessoires des microscopes optiques"
"871.9","Dispositifs à cristaux liquides, n.d.a.; lasers (autres que les diodes laser); autres appareils et instruments d'optique, n.d.a."
"871.91","Lunettes de visée pour armes ; périscopes ; lunettes pour machines, appareils ou instruments de la section 7, de la division 87, des groupes 881 ou 884 ou du sous-groupe 899.6"
"871.92","Lasers (autres que les diodes laser)"
"871.93","Autres dispositifs, appareils et instruments d’optique"
"871.99","Parties et accessoires des articles du sous-groupe 871.9"
"872","Instruments et appareils, n.d.a., pour la medecine, la chirurgie, l’art dentaire ou l’art veterinaire"
"872.1","Instruments et appareils pour l'art dentaire, n.d.a."
"872.11","Tours dentaires, même combinés sur une base commune avec d’autres équipements dentaires"
"872.19","Autres instruments et appareils pour l’art dentaire"
"872.2","Instruments et appareils pour la médecine, la chirurgie ou l'art vétérinaire (y compris les appareils pour tests visuels, mais à l'exclusion des instruments et appareils d'électrodiagnostic et de radiologie)"
"872.21","Seringues, aiguilles, cathéters, canules et instruments similaires"
"872.25","Instruments et appareils d’ophtalmologie, n.d.a."
"872.29","Autres instruments et appareils pour la médecine, la chirurgie ou l’art vétérinaire"
"872.3","Appareils de mécanothérapie; appareils de massage; appareils de psychotechnie; appareils d'ozonothérapie, d'oxygéno-thérapie, d'aérosolthérapie, appareils respiratoires de réanimation et autres appareils de thérapie respiratoire; autres appareils respiratoires et masques à gaz (à l'exclusion des masques de protection déporvus de m´€canisme et d'élément filtrant amovible)"
"872.31","Appareils de mécanothérapie ; appareils de massage ; appareils de psychotechnie"
"872.33","Appareils d’ozonothérapie, d’oxygénothérapie, d’aérosolthérapie, appareils respiratoires de réanimation et autres appareils de thérapie respiratoire"
"872.35","Autres appareils respiratoires et masques à gaz (à l’exclusion des masques de protection dépourvus de mécanisme ou élément filtrant amovible)"
"872.4","Mobilier pour la médecine, la chirurgie, l’art dentaire ou l’art vétérinaire (tables d’opération, tables d’examen, lits à mécanisme pour usages cliniques, fauteuils de dentistes, p. Ex.) ; fauteuils pour salons de coiffure et fauteuils similaires, avec dispositif à la fois d’orientation et d’élévation ; parties de ces articles"
"873","Compteurs et instruments de mesure, n.d.a."
"873.1","Compteurs de gaz, de liquides ou d'électricité (y compris les compteurs pour leur étalonnage)"
"873.11","Compteurs à gaz"
"873.13","Compteurs à liquides"
"873.15","Compteurs d’électricité"
"873.19","Parties et accessoires des compteurs à gaz, à liquides ou d’électricité"
"873.2","Autres compteurs (compteurs de tours, compteurs de production, taximètres, totalisateurs de chemin parcouru, podomètres, par exemple); indicateurs de vitesse et tachymètres (atures que ceux du sous-groupe 874.1); stroboscopes"
"873.21","Compteurs de tours ou de production, taximètres, totalisateurs de chemin parcouru, podomètres et compteurs similaires"
"873.25","Indicateurs de vitesse et tachymètres, stroboscopes"
"873.29","Parties et accessoires des articles du sous-groupe 873.2"
"874","Appareils et instruments de mesure, de verification, d’analyse et de vœux, n.d.a."
