"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","sheet","marchandises","pays","direction","value","remarks"
444,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1755,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","678078,425","En fait sur deux ans"
445,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1756,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes","53812,05","En fait sur deux ans"
446,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1757,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
447,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1758,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",465818,"En fait sur deux ans"
448,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1759,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
449,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1760,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
450,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1761,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
451,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1762,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
452,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1763,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
453,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1764,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
454,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1765,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
455,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Local",1766,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
456,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1767,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
457,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1768,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
458,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1769,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
459,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1770,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
460,"Stephen Jackson","BNF_MF_6431","National/Objet Général/Compagnie des Indes – Entrées – BNF MF 6431.csv","Objet Général",1771,"Imports",1,"or et gomme","Sénégal","France par la Compagnie des Indes",0,"En fait sur deux ans"
