numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantit_unit,prix_unitaire,value,probleme,remarks
874,Hasna,Archives de la CCI de Marseille - I 903,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,graine de moutarde,Marseille,Savoye et Piemont,"2 917,00",livres,"1,0000000","2917,00","0,00",
875,Hasna,Archives de la CCI de Marseille - I 904,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,graisse,Marseille,Savoye et Piemont,"1 612,00",livres,"0,3500000","564,00","-0,20",
876,Hasna,Archives de la CCI de Marseille - I 905,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,grenades,Marseille,Savoye et Piemont,"600,00",nombre,"0,0150000","9,00","0,00",
877,Hasna,Archives de la CCI de Marseille - I 906,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,harangs blancs,Marseille,Savoye et Piemont,"531,00",barrils,"24,0000000","12744,00","0,00",
878,Hasna,Archives de la CCI de Marseille - I 907,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,harangs sors,Marseille,Savoye et Piemont,"2 544,00",nombre,"0,0250000","63,00","-0,60",
879,Hasna,Archives de la CCI de Marseille - I 908,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,herbages,Marseille,Savoye et Piemont,"37,25",charges,"10,0000000","372,00","-0,50",
880,Hasna,Archives de la CCI de Marseille - I 909,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,horlogerie,Marseille,Savoye et Piemont,"1 565,00",livres,"400,0000000","62600,00","-563 400,00",erreur de calcul
881,Hasna,Archives de la CCI de Marseille - I 910,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,huile d'ollive,Marseille,Savoye et Piemont,"7 169,00",milleroles,"40,0000000","286760,00","0,00",
882,Hasna,Archives de la CCI de Marseille - I 911,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,huile d'ollive,Marseille,Savoye et Piemont,"140,00",livres,"0,4000000","56,00","0,00",
883,Hasna,Archives de la CCI de Marseille - I 912,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,jongs a voile,Marseille,Savoye et Piemont,"9 000,00",livres,"0,0500000","450,00","0,00",absence de prix unitaire
884,Hasna,Archives de la CCI de Marseille - I 913,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,laine lavée,Marseille,Savoye et Piemont,"18 367,00",livres,"1,1000000","20203,00","-0,70",
885,Hasna,Archives de la CCI de Marseille - I 914,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,laine pelade,Marseille,Savoye et Piemont,"10 288,00",livres,"0,4000000","4115,00","-0,20",
886,Hasna,Archives de la CCI de Marseille - I 915,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,laine surge,Marseille,Savoye et Piemont,"10 587,00",livres,"0,4000000","4234,00","-0,80",
887,Hasna,Archives de la CCI de Marseille - I 916,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,lard,Marseille,Savoye et Piemont,"16 744,00",livres,"0,3000000","5023,00","-0,20",
888,Hasna,Archives de la CCI de Marseille - I 917,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,leton,Marseille,Savoye et Piemont,"20,00",livres,"1,5000000","30,00","0,00",
889,Hasna,Archives de la CCI de Marseille - I 918,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,librairie,Marseille,Savoye et Piemont,"3 681,00",livres,"2,0000000","7362,00","0,00",
890,Hasna,Archives de la CCI de Marseille - I 919,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,limes,Marseille,Savoye et Piemont,"200,00",nombre,"0,2500000","50,00","0,00",
891,Hasna,Archives de la CCI de Marseille - I 920,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,liqueurs,Marseille,Savoye et Piemont,"2 335,00",bouteilles,"0,5000000","1167,00","-0,50",
892,Hasna,Archives de la CCI de Marseille - I 921,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,liqueurs,Marseille,Savoye et Piemont,"8 734,00",livres,"0,7500000","6550,00","-0,50",
893,Hasna,Archives de la CCI de Marseille - I 922,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,mousse ,Marseille,Savoye et Piemont,"26 742,00",livres,"1,7000000","45461,00","-0,40",
894,Hasna,Archives de la CCI de Marseille - I 923,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,maquet,Marseille,Savoye et Piemont,"351,00",barrils,"2,0000000","702,00","0,00",
895,Hasna,Archives de la CCI de Marseille - I 924,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,maquet,Marseille,Savoye et Piemont,"4 815,00",livres,"0,2000000","963,00","0,00",
896,Hasna,Archives de la CCI de Marseille - I 925,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,meches,Marseille,Savoye et Piemont,"25,00",livres,"0,1500000","3,00","-0,75",
897,Hasna,Archives de la CCI de Marseille - I 926,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,merceries,Marseille,Savoye et Piemont,"1 533,00",livres,"3,5000000","5366,00","0,50",
898,Hasna,Archives de la CCI de Marseille - I 927,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,merluche,Marseille,Savoye et Piemont,"432,00",livres,"0,2000000","86,00","-0,40",
899,Hasna,Archives de la CCI de Marseille - I 928,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,meules a moulins,Marseille,Savoye et Piemont,"2,00",livres,"50,0000000","100,00","0,00",
900,Hasna,Archives de la CCI de Marseille - I 929,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,miel,Marseille,Savoye et Piemont,"200,00",livres,"0,5000000","100,00","0,00",
901,Hasna,Archives de la CCI de Marseille - I 930,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,17,1757,Imports,morue seche,Marseille,Savoye et Piemont,"200,00",livres,"0,1500000","30,00","0,00",
902,Hasna,Archives de la CCI de Marseille - I 931,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,mouchoirs de fil et cotton,Marseille,Savoye et Piemont,"12,00",pieces,"10,0000000","120,00","0,00",
903,Hasna,Archives de la CCI de Marseille - I 932,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,mouchoirs de gaze,Marseille,Savoye et Piemont,"12,00",nombre,"1,5000000","18,00","0,00",
904,Hasna,Archives de la CCI de Marseille - I 933,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,moutons,Marseille,Savoye et Piemont,"276,00",livres,"10,0000000","2760,00","0,00",
905,Hasna,Archives de la CCI de Marseille - I 934,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,mules et mulets mules,Marseille,Savoye et Piemont,"2,00",en nombre,"150,0000000","300,00","0,00",
906,Hasna,Archives de la CCI de Marseille - I 935,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,mules et mulets mulets,Marseille,Savoye et Piemont,"12,00",en nombre,"140,0000000","1680,00","0,00",
907,Hasna,Archives de la CCI de Marseille - I 936,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,noix,Marseille,Savoye et Piemont,"1,50",charges,"10,0000000","15,00","0,00",
908,Hasna,Archives de la CCI de Marseille - I 937,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,onglons de beuf,Marseille,Savoye et Piemont,"6 200,00",livres,"0,0500000","310,00","0,00",
909,Hasna,Archives de la CCI de Marseille - I 938,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,oranges,Marseille,Savoye et Piemont,"440,50",milliers,"10,0000000","4405,00","0,00",
910,Hasna,Archives de la CCI de Marseille - I 939,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,oranges chinois,Marseille,Savoye et Piemont,"6,00",milliers,"8,0000000","48,00","0,00",
911,Hasna,Archives de la CCI de Marseille - I 940,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,orpiment,Marseille,Savoye et Piemont,"260,00",livres,"0,0500000","13,00","0,00",
912,Hasna,Archives de la CCI de Marseille - I 941,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,papier blanc Galmes,Marseille,Savoye et Piemont,"144,00",nombre,"0,2000000","28,00","-0,80",
913,Hasna,Archives de la CCI de Marseille - I 942,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,papier blanc,Marseille,Savoye et Piemont,"3 513,00",rames,"6,0000000","21078,00","0,00",
914,Hasna,Archives de la CCI de Marseille - I 943,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,papier blanc,Marseille,Savoye et Piemont,"8 500,00",livres,"0,6000000","5100,00","0,00",
915,Hasna,Archives de la CCI de Marseille - I 944,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,parapluyes,Marseille,Savoye et Piemont,"66,00",nombre,"4,0000000","264,00","0,00",
916,Hasna,Archives de la CCI de Marseille - I 945,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux d'agneaux,Marseille,Savoye et Piemont,"9 633,00",livres,"0,6000000","5779,00","-0,80",
917,Hasna,Archives de la CCI de Marseille - I 946,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de chamois,Marseille,Savoye et Piemont,"24,00",nombre,"0,0000000","96,00","96,00",estimé
918,Hasna,Archives de la CCI de Marseille - I 947,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de chevre en poil,Marseille,Savoye et Piemont,"613,00",nombre,"1,2500000","766,00","-0,25",
919,Hasna,Archives de la CCI de Marseille - I 948,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de chevre en poil,Marseille,Savoye et Piemont,"10 737,00",livres,"0,4000000","4294,00","-0,80",
920,Hasna,Archives de la CCI de Marseille - I 949,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de chevrau,Marseille,Savoye et Piemont,"10,00",douzaines,"1,5000000","15,00","0,00",
921,Hasna,Archives de la CCI de Marseille - I 950,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de chevrau,Marseille,Savoye et Piemont,"651,00",livres,"0,5000000","325,00","-0,50",
922,Hasna,Archives de la CCI de Marseille - I 951,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de lapin,Marseille,Savoye et Piemont,"4 650,00",livres,"1,5000000","6975,00","0,00",
923,Hasna,Archives de la CCI de Marseille - I 952,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de lievre,Marseille,Savoye et Piemont,"6 872,00",livres,"1,0000000","6872,00","0,00",
924,Hasna,Archives de la CCI de Marseille - I 953,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de mouton en laine,Marseille,Savoye et Piemont,"13,00",douzaines,"14,0000000","182,00","0,00",
925,Hasna,Archives de la CCI de Marseille - I 954,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de mouton en laine,Marseille,Savoye et Piemont,"2 578,00",livres,"1,0000000","2578,00","0,00",
926,Hasna,Archives de la CCI de Marseille - I 955,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de renard,Marseille,Savoye et Piemont,"900,00",douzaines,"12,0000000","10800,00","0,00",
927,Hasna,Archives de la CCI de Marseille - I 956,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de vau en poil,Marseille,Savoye et Piemont,"48,00",nombre,"3,0000000","144,00","0,00",
928,Hasna,Archives de la CCI de Marseille - I 957,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,peaux de vau en poil,Marseille,Savoye et Piemont,"12 546,00",livres,"0,5000000","6273,00","0,00",
929,Hasna,Archives de la CCI de Marseille - I 958,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,pierre noire,Marseille,Savoye et Piemont,"200,00",livres,"0,0500000","10,00","0,00",
930,Hasna,Archives de la CCI de Marseille - I 959,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,planches de sapin,Marseille,Savoye et Piemont,"1 118,00",douzaines,"9,0000000","10062,00","0,00",
931,Hasna,Archives de la CCI de Marseille - I 960,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,platre,Marseille,Savoye et Piemont,"225 600,00",livres,"0,2500000","56400,00","0,00",
932,Hasna,Archives de la CCI de Marseille - I 961,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,platre,Marseille,Savoye et Piemont,"634,50",charges,"3,0000000","1903,00","-0,50",
933,Hasna,Archives de la CCI de Marseille - I 962,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,plomb en saumon,Marseille,Savoye et Piemont,"1 127 600,00",livres,"0,2000000","225520,00","0,00",
934,Hasna,Archives de la CCI de Marseille - I 963,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,plumes d'autruche brute,Marseille,Savoye et Piemont,"236,00",livres,"4,0000000","944,00","0,00",
935,Hasna,Archives de la CCI de Marseille - I 964,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poires,Marseille,Savoye et Piemont,"15 100,00",livres,"0,0500000","755,00","0,00",
936,Hasna,Archives de la CCI de Marseille - I 965,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poisson salé,Marseille,Savoye et Piemont,"12,00",barrils,"20,0000000","240,00","0,00",
937,Hasna,Archives de la CCI de Marseille - I 966,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poisson salé,Marseille,Savoye et Piemont,"28 231,00",livres,"0,2000000","5646,00","-0,20",
938,Hasna,Archives de la CCI de Marseille - I 967,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,pomades,Marseille,Savoye et Piemont,"238,00",livres,"1,5000000","357,00","0,00",
939,Hasna,Archives de la CCI de Marseille - I 968,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,pommes,Marseille,Savoye et Piemont,"11 000,00",livres,"0,1000000","1100,00","0,00",
940,Hasna,Archives de la CCI de Marseille - I 969,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poncire,Marseille,Savoye et Piemont,"100,00",nombre,"0,1000000","10,00","0,00",
941,Hasna,Archives de la CCI de Marseille - I 970,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poncire,Marseille,Savoye et Piemont,"30,00",livres,"0,1500000","4,00","-0,50",
942,Hasna,Archives de la CCI de Marseille - I 971,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,porcelaine,Marseille,Savoye et Piemont,"1 304,00",livres,"5,0000000","6520,00","0,00",
943,Hasna,Archives de la CCI de Marseille - I 972,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poudre a poudrer,Marseille,Savoye et Piemont,"37,00",livres,"0,2500000","9,00","-0,25",
944,Hasna,Archives de la CCI de Marseille - I 973,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,poutres,Marseille,Savoye et Piemont,"9,00",nombre,"20,0000000","180,00","0,00",
945,Hasna,Archives de la CCI de Marseille - I 974,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,pruneaux,Marseille,Savoye et Piemont,"1 025,00",livres,"0,2000000","205,00","0,00",
946,Hasna,Archives de la CCI de Marseille - I 975,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,quincaille de fer et acier,Marseille,Savoye et Piemont,"339,00",livres,"1,0000000","339,00","0,00",
947,Hasna,Archives de la CCI de Marseille - I 976,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,ris,Marseille,Savoye et Piemont,"244 063,00",livres,"0,1200000","29287,00","-0,56",
948,Hasna,Archives de la CCI de Marseille - I 977,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,rognures de cartes,Marseille,Savoye et Piemont,"4 274,00",livres,"0,0500000","213,00","-0,70",
949,Hasna,Archives de la CCI de Marseille - I 978,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,salicor,Marseille,Savoye et Piemont,"20 000,00",livres,"6,0000000","120000,00","0,00",
950,Hasna,Archives de la CCI de Marseille - I 979,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,15,1757,Imports,salpetre,Marseille,Savoye et Piemont,"3 000,00",livres,"0,9000000","2700,00","0,00",
