numrodesource,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
319,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Graine de chanvre,Marseille,Savoye et Piemons,"9 380,00",livres,"0,0750000","703,00","-0,50",
320,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Graisse de boucherie,Marseille,Savoye et Piemons,"1 300,00",livres,"0,3500000","455,00","0,00",
321,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Graisse de porc,Marseille,Savoye et Piemons,"300,00",livres,"0,3500000","105,00","0,00",
322,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,harancades,Marseille,Savoye et Piemons,"17 514,00",livres,"0,1500000","2627,00","-0,10",
323,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Harangs sors,Marseille,Savoye et Piemons,"4 239,00",en nombre,"0,0500000","212,00","0,05",
324,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Harangs sors,Marseille,Savoye et Piemons,"700,00",livres,"0,2000000","140,00","0,00",
325,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Huile d'olive,Marseille,Savoye et Piemons,"2 332,00",livres,"0,3000000","699,00","-0,60",
326,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Herbages,Marseille,Savoye et Piemons,"11,00",charges,"12,0000000","132,00","0,00",
327,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Laine cardée,Marseille,Savoye et Piemons,"52,00",livres,"2,0000000","104,00","0,00",
328,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Laine d'Espagne,Marseille,Savoye et Piemons,"8,00",livres,"0,5000000","4,00","0,00",
329,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Laine lavée,Marseille,Savoye et Piemons,"260,00",livres,"1,1000000","286,00","0,00",
330,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Lin peigné,Marseille,Savoye et Piemons,"91,00",livres,"1,0000000","91,00","0,00",
331,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Liqueur à boire,Marseille,Savoye et Piemons,"3 352,00",bouteilles,"0,5000000","1676,00","0,00",
332,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Liqueur à boire,Marseille,Savoye et Piemons,"14,00",canavettes,"6,0000000","84,00","0,00",
333,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,7,1746,Import,Maquets,Marseille,Savoye et Piemons,"364,00",barils,"1,5000000","546,00","0,00",
334,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Mercerie,Marseille,Savoye et Piemons,"525,00",livres,"2,0000000","1050,00","0,00",
335,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Merluche,Marseille,Savoye et Piemons,"89,00",livres,"0,1500000","13,00","-0,35",
336,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Meches souffrées,Marseille,Savoye et Piemons,"40,00",livres,"0,5000000","20,00","0,00",
337,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Mules,Marseille,Savoye et Piemons,"1,00",pièces,"100,0000000","100,00","0,00",
338,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Oranges,Marseille,Savoye et Piemons,"6,50",charges,"15,0000000","97,00","-0,50",
339,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Oranges,Marseille,Savoye et Piemons,"950,00",en nombre,"0,0000000","10,00","10,00",estimé
340,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Orangers,Marseille,Savoye et Piemons,"7,00",en nombre,"1,0000000","7,00","0,00",
341,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Palmes en feuilles,Marseille,Savoye et Piemons,"4,00",paquets,"0,0000000","12,00","0,00",estimation de 12 livres pour 4 paquets
342,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Parapluye,Marseille,Savoye et Piemons,"4,00",en nombre,"4,0000000","16,00","0,00",
343,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux d'agneau en laine,Marseille,Savoye et Piemons,"550,00",livres,"0,9000000","495,00","0,00",
344,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de chevre crues,Marseille,Savoye et Piemons,"1 774,00",livres,"0,4000000","709,00","-0,60",
345,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de chevre passées,Marseille,Savoye et Piemons,"3,00",douzaines,"50,0000000","150,00","0,00",
346,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de chien de mer,Marseille,Savoye et Piemons,"49,00",livres,"0,6000000","29,00","-0,40",
347,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de martres,Marseille,Savoye et Piemons,"1,00",douzaines,"40,0000000","40,00","0,00",
348,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de mouton en laine,Marseille,Savoye et Piemons,"508,00",livres,"0,7500000","381,00","0,00",
349,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de lapin,Marseille,Savoye et Piemons,"10,00",livres,"2,5000000","25,00","0,00",
350,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux d'outres,Marseille,Savoye et Piemons,"5,00",en nombre,"4,0000000","20,00","0,00",
351,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de renard,Marseille,Savoye et Piemons,"13,00",en nombre,"0,0000000","12,00","0,00",valeur de 12 livres
352,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de veau en poil,Marseille,Savoye et Piemons,"9,00",en nombre,"4,0000000","36,00","0,00",
353,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Peaux de veau en poil,Marseille,Savoye et Piemons,"2 949,00",livres,"0,5000000","1474,00","-0,50",
354,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Pelleterie blanche,Marseille,Savoye et Piemons,"258,00",livres,"1,0000000","258,00","0,00",
355,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Pierres d'ardoise,Marseille,Savoye et Piemons,"4,00",en nombre,"0,5000000","2,00","0,00",
356,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Pierres de faulx,Marseille,Savoye et Piemons,"33,00",livres,"0,2000000","6,00","-0,60",
357,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Planches de sapin,Marseille,Savoye et Piemons,"57,00",douzaines,"9,0000000","513,00","0,00",
358,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Plants d'orangers,Marseille,Savoye et Piemons,"100,00",livres,"0,5000000","50,00","0,00",
359,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Platre,Marseille,Savoye et Piemons,"1 708,00",charges,"3,0000000","5124,00","0,00",
360,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Poissons salés,Marseille,Savoye et Piemons,"54,00",barils,"6,0000000","324,00","0,00",
361,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Poissons salés,Marseille,Savoye et Piemons,"720,00",livres,"0,2000000","144,00","0,00",
362,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Pommade,Marseille,Savoye et Piemons,"8,00",livres,"1,0000000","8,00","0,00",
363,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Potterie de grez,Marseille,Savoye et Piemons,"2 200,00",livres,"0,2000000","440,00","0,00",
364,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Poutres,Marseille,Savoye et Piemons,"27,00",pièces,"12,0000000","324,00","0,00",
365,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Raisins secs,Marseille,Savoye et Piemons,"133,00",livres,"0,2000000","26,00","-0,60",
366,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Raze,Marseille,Savoye et Piemons,"2 700,00",livres,"0,1500000","405,00","0,00",
367,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Ris,Marseille,Savoye et Piemons,"20 600,00",livres,"0,1200000","2472,00","0,00",
368,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Saucissons,Marseille,Savoye et Piemons,"9,00",livres,"0,8000000","7,00","-0,20",
369,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Souffre,Marseille,Savoye et Piemons,"19,00",livres,"0,1500000","2,00","-0,85",
370,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Soye crue,Marseille,Savoye et Piemons,"752,00",livres,"12,0000000","9024,00","0,00",
371,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Soye greze,Marseille,Savoye et Piemons,"2 866,00",livres,"15,0000000","42990,00","0,00",
372,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Sucre en pain,Marseille,Savoye et Piemons,"35,00",livres,"0,6000000","21,00","0,00",
373,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Terrailles de Genes,Marseille,Savoye et Piemons,"400,00",livres,"0,1500000","60,00","0,00",
374,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Terre a fayence,Marseille,Savoye et Piemons,"1 300,00",livres,"0,0400000","52,00","0,00",
375,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Theriaque,Marseille,Savoye et Piemons,"1,00",livres,"3,0000000","3,00","0,00",
376,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Thonine,Marseille,Savoye et Piemons,"31,00",livres,"0,9000000","27,00","-0,90",
377,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Tonneaux cercles de bois,Marseille,Savoye et Piemons,"2,00",pièces,"6,0000000","12,00","0,00",
378,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Velours de Genes,Marseille,Savoye et Piemons,"15,50",livres,"50,0000000","775,00","0,00",
379,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Vermichel,Marseille,Savoye et Piemons,"25 671,00",livres,"0,2000000","5134,00","-0,20",
380,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Vin muscat,Marseille,Savoye et Piemons,"646,00",bouteilles,"0,7500000","484,00","-0,50",
381,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Ajamis,Marseille,Italie,"1 680,00",pièces,"9,0000000","15120,00","0,00",
382,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Alun,Marseille,Italie,"730 000,00",livres,"0,1000000","73000,00","0,00",
383,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Amadou,Marseille,Italie,"558,00",livres,"0,6000000","334,00","-0,80",
384,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,8,1746,Import,Amandes cassées,Marseille,Italie,"1 205,00",livres,"0,2000000","241,00","0,00",
385,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Anchois,Marseille,Italie,"63,00",barils,"8,0000000","504,00","0,00",
386,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Anchois,Marseille,Italie,"39 300,00",livres,"0,5000000","19650,00","0,00",
387,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Ancres de fer,Marseille,Italie,"12 960,00",livres,"0,2000000","2592,00","0,00",
388,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Anis,Marseille,Italie,"7 800,00",livres,"0,2000000","1560,00","0,00",
389,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Ardoise,Marseille,Italie,"90,00",en nombre,"0,5000000","45,00","0,00",
390,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Arquifou,Marseille,Italie,"776 700,00",livres,"0,1500000","116505,00","0,00",
391,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Auf,Marseille,Italie,"525,00",livres,"0,1000000","52,00","-0,50",
392,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Avirons,Marseille,Italie,"428,00",paires,"3,5000000","1498,00","0,00",
393,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Baguettes de fusils,Marseille,Italie,"100,00",en nombre,"0,2500000","25,00","0,00",
394,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,9,1746,Import,Baguettes de fusils,Marseille,Italie,"100,00",livres,"2,0000000","200,00","0,00",
