marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_normalisees,nbr_bdc_marchandises_simplifies
Aristoloche,Aristoloche,2,2,1,"Savary, volume 1, 1748 : « Plante qui rentre dans la composition du Thériaque »",1,0,Aristolochia,0,1,,,3,,,,0,0,0,,1,19,19
Armagnac,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme,Armes,9,9,0,,0,,,0,0,,,162,,,,0,0,0,,1,156,607
Arme ; Canon et balles de fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; artillerie,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; blanche,Armes,9,9,0,,0,,,0,0,,,227,,,,0,0,0,,1,23,607
Arme ; blanche ; lance d'épée,Armes,9,9,0,,0,,,0,0,,,11,,,,0,0,0,,1,1,607
Arme ; blanche ; sabre,Armes,9,9,0,,0,,,0,0,,,85,,,,0,0,0,,1,4,607
Arme ; blanche ; épée,Armes,9,9,0,,0,,,0,0,,,3,,,,0,0,0,,1,12,607
Arme ; blanches ; bayonnettes,Armes,9,9,0,,0,,,0,0,,,,,,,0,0,0,,1,1,607
Arme ; de main,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; pique,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; à feu,Armes,9,9,0,,0,,,0,0,,,20,,,,0,0,0,,1,171,607
Arme ; à feu ; fusil,Armes,9,9,0,,0,,,0,0,,,19,,,,0,0,0,,1,86,607
Arme ; à feu ; fusils ; démontés,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; à feu ; fusils ; neufs,Armes,9,9,0,,0,,,0,0,,,1,,,,0,0,0,,1,4,607
Arme ; à feu ; fusils ; vieux,Armes,9,9,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,607
Arme ; à feu ; fusils et carabines,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arme ; à feu ; pistolet,Armes,9,9,0,,0,,,0,0,,,18,,,,0,0,0,,1,25,607
Armes,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
"Armes ; artillerie ; en canons, pierriers, espingoles et mortiers",,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Armes ; blanches,Armes,9,9,0,,0,,,0,0,,,,,,,0,0,0,,1,105,607
Armes ; blanches ; lames,Armes,9,9,0,,0,,,0,0,,,,,,,0,0,0,,1,1,607
Armes ; blanches ; lames ; d'épées,,,,,,,,,,,,,,,,,,,,,1,1,63124
Armes ; blanches et à feu,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Armes ; diverses,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,100,63124
Armes ; à feu,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,54,63124
Armes ; à feu ; diverses,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Armes ; à feu ; fusils,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,10,63124
Armes ; à feu ; pistolets,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Armes et munitions ; diverses,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,9,63124
Armoire ; de chêne,,,,,,,,,,,,,,,,,,,,,1,4,63124
Armoire ; de chêne ; ornée,,,,,,,,,,,,,,,,,,,,,1,1,63124
Armoires,Armoires,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,33,33
Armoires ; de noyer,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Armoires ; de sapin,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Armoire ; ayant servi,,,,,,,,,,,,,,,,,,,,,1,1,63124
Armoisin,Armoisin,6,6c,0,"Savary, volume 1, 1748 : «  Armoisin : Etoffe de soie, ou sorte de taffetas de moyenne bonté, qui se fait à Lyon et en plusieurs endroits de l'Italie. »",0,,,0,0,,,2,,,,0,0,0,,1,6,6
Armoisin/Taffetas,,,,,,,,,,,,,,,,,,,,,1,1,63124
Armure,,,,,,,,,,,,,,,,,,,,,1,1,63124
Armure ; vieilles,Armures,9,9,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,2
Armures ; de fer,Armures,9,9,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,2
Arpois,Arpois,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Arquebuse,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arquifou,Arquifou,2,2,0,"Savary, volume 1, 1748 : «  Arquifou : espèce de minéral »",0,,,0,0,,,1,,,,0,0,0,,1,146,146
Arquifou et mine de plomb,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0,0
Arrosoir,Arrosoir,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,1
Arrosoir ; de fer ; blanc,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Arrosoirs ; de bois,,,,,,,,,,,,,,,,,,,,,1,1,63124
Arsenic,,2,2,1,Dietz sugg is used as a pigment,1,1,Arsenic (Or Rosalgar),1,0,,,,,,,0,0,0,,1,15,63124
Arsons ; de bois,,???,???,0,Peut-être « Arçons »,,,,0,0,,,,,,,0,0,0,,1,1,63124
Art de peau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Artichauts,Artichauts,0,0a,0,,0,,,0,0,,,35,,,,0,0,0,,1,46,62
Artichauts ; confits,Artichauts,0,0a,0,,0,,,0,0,,,4,,,,0,0,0,,1,15,62
Artichauts ; marinés,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Artichauts ; secs,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Articles ; divers,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Articles ; réunis,Marchandises diverses,???,???,0,,0,,,0,0,,,19,,,,0,0,0,,1,1,2027
Artifice,Artifice,???,???,0,,0,,,0,0,8,8,7,,,,0,0,0,,1,4,4
Artilleries,Artilleries,9,9,0,,0,,,0,0,,,35,,,,0,0,0,,1,7,7
Artilleries ; de cuivre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Artilleries ; en boulets,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
"Artilleries ; en canons, boulets",,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Arçons,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Arçons de selles,Arçons de selle,6,6,0,,0,,,0,0,9,9,7,,,,0,0,0,,1,4,4
Arçons démonté ; en gabares,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Arçons ; de selle,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Asperges et scorsionnaires,,,,,,,,,,,,,,,,,,,,,1,1,63124
Asphalte,Asphalte,2,2,1,Liste Wallis: Appears in 1773 re exp out of time,1,0,Lignum Asphaltum,1,0,,,22,,,,0,0,0,,1,11,11
Aspolatum,,,,,,,,,,,,,,,,,,,,,1,1,63124
Assa fétide,Assa fétide,2,2,1,"Drapiez, Dictionnaire classique des sciences naturelles, volume 1 : Sève, « L'assa Foetida est employée en médecine comme anti-spasmodique ».",1,0,Assafoetida,0,1,,,1,,,,0,0,0,,1,1,1
Assiette,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Assiette ; de bois,,,,,,,,,,,,,,,,,,,,,1,1,63124
Assiette ; de faïence,,,,,,,,,,,,,,,,,,,,,1,2,63124
Assiette ; de terre,Assiettes,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,3
Assiettes ; de porcelaine,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Assiettes et plats,,,,,,,,,,,,,,,,,,,,,1,1,63124
Assiettes ; de bois,,,,,,,,,,,,,,,,,,,,,1,1,63124
Attaches ; de cuivre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Attelles ; de colliers,Attelles ; de colliers,7,7,0,,0,,,0,0,,,54,,,,0,0,0,,1,14,14
Auges,,,,,,,,,,,,,,,,,,,,,1,2,63124
Auges ; de carreaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Aux à fauxhes,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Avelanèdes,,2,2,0,"Encyclopédie Universelle : « Cupule qui entoure la base des glands du chêne velani, employée dans le tannage des cuirs et la teinture",,,,0,0,,,,,,,0,0,0,,1,46,63124
Avelines,Avelines,0,0a,0,"Wikitionary : « Variété de grosse noisette, dont on extrait une huile fine. »",0,,,0,0,,,1,,,,0,0,0,,1,33,33
Avellanèdes,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Aviron,,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,7,63124
Aviron ; de 12 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Aviron ; de 18 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Aviron ; de 30 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Aviron ; de 5 pieds,,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Avirons ; bruts,,,,,,,,,,,,,,,,,,,,,1,6,63124
Avirons ; polis,,,,,,,,,,,,,,,,,,,,,1,1,63124
Avoine,Avoine,0,0a,0,,0,,,0,0,,,11,,,,1,1,3,,1,258,258
Avoine ; en gerbe,,,,,,,,,,,,,,,,,,,,,1,1,63124
Avoine ; moulée,,0,0a,0,,,,,0,0,,,,,,,1,2,3,,1,1,63124
Avoine et haricots,,,,,,,,,,,,,,,,,,,,,1,1,63124
"Avoine, orge ; etc.",,0,0a,0,,,,,0,0,,,,,,,1,1,3,,1,1,63124
Azur,,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,30,63124
Azur ; commun,,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,73,63124
Azur ; gros,,,,,,,,,,,,,,,,,,,,,1,3,63124
Azur et cobalt,,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,20,63124
Azur ; commun,,,,,,,,,,,,,,,,,,,,,1,1,63124
Azur ; fin,,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,2,63124
Azur ; gros,,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,,,,,0,0,0,,1,10,63124
Babouches,Babouches,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,18,18
Babouches ; de maroquin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Babus,Babus,???,???,0,Barbus (poisson)?,0,,,0,0,,,2,,,,0,0,0,,1,4,4
Bacs contenant 1 aime,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bacs de pierre,,,,,,,,,,,,,,,,,,,,,1,9,63124
Badiane,Badiane,5,5,1,,0,,,0,1,5,5,2,,,,0,0,0,,1,3,3
Baffetas,,6,6d,0,"Savary, volume 1, 1748 : « Baffetas : Toile toute de fil de coton blanc, très grosse, qui vient des indes orientales. »",,,,0,0,,,,,,,0,0,0,,1,10,63124
Baffetas ; blanc,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Baffetas ; bleu,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,11,63124
Bagages,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bagues,Bagues,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,4,4
Bagues ; d'or,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bagues ; de cuivre,Bagues ; de cuivre,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Bagues ; de laiton,Bagues ; de laiton,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,2,2
Bagues ; de verre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bagues ; à pierres ; fausses,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baguettes ; de bois,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baguettes ; de fusils,Baguettes ; de fusils,9,9,0,,0,,,0,0,,,3,,,,0,0,0,,1,16,16
Baguettes ; à chandelle,Baguettes ; à chandelle,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,1
Baguettes ; étoffe,Baguettes ; étoffe,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Bahut,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bahuts,Bahuts,8,8,0,"Savary, volume 1, 1748 : «  Bahut : Coffre couvert de cuir, dont le couvercle est arrondi. »",0,,,0,0,,,1,,,,0,0,0,,1,5,5
Baies ; de genièvre,,,,,,,,,,,,,,,,,,,,,1,2,63124
Baies ; de buis,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Baies ; de foye,,???,???,0,Peut-être «Baie de soie »,,,,0,0,,,,,,,0,0,0,,1,2,63124
Baignes,Baignes,6,6b,0,Baigues ou Baignes : sorte de ratine (étoffe de laine),0,,,0,0,,,6,,,,0,0,0,,1,5,5
Baignoire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baigots,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bailles,,6,6,0,"Savary, volume 1, 1748 : «  Baille : Moitié de tonneau en forme de bacquet»",0,,,0,0,,,,,,,0,0,0,,1,1,63124
Bailliarge,Bailliarge,0,0a,0,Espèce d'orge qui vient de l'Angoumois ou du Poitou,0,,,0,0,,,1,,,,1,1,3,,1,5,5
Bajannes ; tannées,Bajannes,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,8,8
Bajutapeau,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,13,63124
Bajutapeaux,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balais,Balais,8,8,0,,0,,,0,0,,,373,,,,0,0,0,,1,147,233
Balais ; coupée,Balais,8,8,0,,0,,,0,0,,,14,,,,0,0,0,,1,3,233
Balais ; de bois,Balais,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,37,233
Balais ; de bruyère,Balais,8,8,0,,0,,,0,0,,,106,,,,0,0,0,,1,9,233
Balais ; de bruyères,,,,,,,,,,,,,,,,,,,,,1,2,63124
Balais ; de crin,Balais,8,8,0,,0,,,0,0,,,95,,,,0,0,0,,1,7,233
Balais ; de foyer,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balais ; de jonc,Balais,8,8,0,,0,,,0,0,,,115,,,,0,0,0,,1,6,233
Balais ; de jongs,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Balais ; de palmes,Balais,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,13,233
Balais ; de riz,Balais,8,8,0,,0,,,0,0,,,180,,,,0,0,0,,1,3,233
Balais ; de soie,Balais,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,7,233
Balais ; de soie ; de porc,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Balais ; de toile,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balais ; divers,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balais ; du roi,Balais,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,233
"Balais, petits",,,,,,,,,,,,,,,,,,,,,1,1,63124
Balais ; de chanvre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balais ; de jonc,,,,,,,,,,,,,,,,,,,,,1,13,63124
Balais ; de laine ; à laver les planchers,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balais ; de paille de riz,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Balais ; de palmes,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,18,63124
Balais ; fins,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balance,Balance,6,6,0,,0,,,0,0,6,6,4,,,,0,0,0,,1,5,5
Balance ; de bois,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balance ; de cuivre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balance ; en fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balance ; à la romaine,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balance et ses poids,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balance petit,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balances ; de cuivre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baldaquins,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Baleine,Baleine,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,1,117,617
Baleine ; coupée,Baleine,0,0a,0,,0,,,0,0,,,4,,,,0,0,0,,1,323,617
Baleine ; coupée et en fanon,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Baleine ; de sarde,,,,,,,,,,,,,,,,,,,,,1,3,63124
Baleine ; de sardes,Baleine,0,0a,0,,0,,,0,0,,,20,,,,0,0,0,,1,13,617
Baleine ; en fanon,Baleine,0,0a,0,,0,,,0,0,,,10,,,,0,0,0,,1,164,617
Baleine ; nageoires,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baleine en fanons,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balles,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balles ; d'osier,Balles,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,3,5
Balles ; en fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Balles ; à jouer,Balles,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,5
Balles ; vides,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Balustre,Balustre,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,2,2
Balzannes tannées,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bambous,,,,,,,,,,,,,,,,,,,,,1,1,63124
Banc ; a couper ; la paille,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bancs ; de sapin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bandeaux,Bandeaux,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Banderoles,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bandes de chapeau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bandoulières,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bannettes ; d'osier,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bannettes de cuir,,6,6,0,,,,,0,0,,,,,,,0,0,0,,0,0,0
Bannettes ; de cuir,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bannière ; de Damas,,,,,,,,,,,,,,,,,,,,,1,1,63124
Banquette,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Baques ; de verre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baquets,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baquets de sapin,Baquets de sapin,8,8,0,,0,,,0,0,,,7,,,,0,0,0,,1,1,1
Bar,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baracan ; de laine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barbaçons ; de grès,Barbaçons ; de grès,6,6,0,,0,,,0,0,,,9,,,,0,0,0,,1,3,3
Barbes ; de baleine,Barbes ; de baleine,0,0a,0,partie du fanon des baleines,0,,,0,0,,,14,,,,0,0,0,,1,7,7
Barbotines,Barbotines,2,2,1,"Savary, volume 1, 1748 : Ou Semen Contra « Graine qui sert à faire mourir les vers qui s'engendrent dans le corps humain, auxquels surtout les enfants sont fort sujets »",1,0,Wormseed,0,1,,,35,,,,0,0,0,,1,2,2
Barbues,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barbues ; couvertes ; d'étamine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barbues ; de grès,,,,,,,,,,,,,,,,,,,,,1,9,63124
Barbues ; de terre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barbues et grès,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baressus,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barils,Barils,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,5,5
Barils ; de chêne,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barils ; de sapin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barils ; neufs,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barils ; vides,Barils ; vides,6,6,0,,0,,,0,0,,,20,,,,0,0,0,,1,45,45
Barils ; vides,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bariteau,Bariteau,6,6b,0,étoffe de laine et fil qui sert à tamiser,0,,,0,0,,,2,,,,0,0,0,,1,6,6
Bariteaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Baromètre,Baromètre,8,8,0,,0,,,0,0,,,34,,,,0,0,0,,1,5,5
Baromètres et lunettes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barques ; démontées,,7,7,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barquettes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barquettes et nacelles,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barquettes vieilles,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barre ; de bois,Barres ; de bois,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,23,86
Barreaux ; bois,Barres ; de bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,86
Barreaux ; de sapin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barreaux ; neufs,,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,2,63124
Barreaux et planches ; bois,,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,5,63124
Barres,,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,3,63124
Barres ; d'anspects,Barres ; de bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,22,86
Barres ; d'aspect,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; de barriques,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barres ; de bois,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Barres ; de cabestan,Barres ; de bois,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,18,86
Barres ; de cabestan et d'anspect,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; de futel,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; de guindeau,Barres ; de bois,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,13,86
Barres ; de guindeaux,,,,,,,,,,,,,,,,,,,,,1,4,63124
Barres ; de sapin,Barres ; de bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,86
Barres ; en bois ; pour navire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; maître-fond,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; petites,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barres ; pour construction,Barres ; de bois,2,2,0,,0,,,0,0,,,26,,,,0,0,0,,1,1,86
Barres ; de guindeau,,,,,,,,,,,,,,,,,,,,,1,1,63124
Barrettes,Barrettes,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,1
Barriques,Barriques,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,1,53
Barriques ; vides,Barriques,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,42,53
Barriques ; vieilles,Barriques,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,10,53
Barriques ; vieilles ; vides,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,26,63124
Barriques ; vieilles ; vides,,,,,,,,,,,,,,,,,,,,,1,7,63124
Barriques ; en bottes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,21,63124
Barriques ; neuves,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,5,63124
Barriques ; vides,,,,,,,,,,,,,,,,,,,,,1,8,63124
Barriques ; vieilles ; vides,,,,,,,,,,,,,,,,,,,,,1,2,63124
Barrois,Barrois,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,8,8
Bas,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,6,2017
Bas ; assortis,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2017
Bas ; coton,Bas,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,20,2017
Bas ; coton et fil,Bas,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,1,2017
Bas ; d'Estame,Bas,8,8,0,,0,,,0,0,,,22,,,,0,0,0,,1,38,2017
Bas ; d'enfants,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bas ; de Leyden,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bas ; de bourre ; de soie,Bas,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,2,2017
Bas ; de castor,Bas,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,9,2017
Bas ; de chamois,Bas,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,5,2017
Bas ; de coton,Bas,8,8,0,,0,,,0,0,,,15,,,,0,0,0,,1,196,2017
Bas ; de fil,Bas,8,8,0,,0,,,0,0,,,16,,,,0,0,0,,1,241,2017
Bas ; de fil ; en paires,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bas ; de fil ; par paires,,,,,,,,,,,,,,,,,,,,,1,2,63124
Bas ; de fil et coton,Bas,8,8,0,,0,,,0,0,8,8,26,,,,0,0,0,,1,194,2017
Bas ; de fil et laine,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bas ; de filoselle,Bas,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,136,2017
Bas ; de fleuret,Bas,8,8,0,,0,,,0,0,,,23,,,,0,0,0,,1,68,2017
Bas ; de laine,Bas,8,8,0,,0,,,0,0,,,41,,,,0,0,0,,1,416,2017
Bas ; de laine ; fins,,,,,,,,,,,,,,,,,,,,,1,3,63124
Bas ; de peau,Bas,8,8,0,,0,,,0,0,,,28,,,,0,0,0,,1,15,2017
Bas ; de poil,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bas ; de segovie,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bas ; de soie,Bas,8,8,0,,0,,,0,0,,,26,,,,0,0,0,,1,664,2017
Bas ; de soie ; à coins d'or,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,2017
Bas ; de soie ; à coins d'or et d'argent,,,,,,,,,,,,,,,,,,,,,1,2,63124
Bas ; de soie brodée,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Bas ; drapés,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,2017
Bas ; en laine ; de Jersey,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bas ; longs,,,,,,,,,,,,,,,,,,,,,1,1,63124
Bas ; soie et laine,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,2017
Bas ; soie et poil,Bas,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,2017
Bas ; tricotés,,,,,,,,,,,,,,,,,,,,,1,2,63124
Bas ; écriers,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
