numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
108,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Chapeaux poil et laine,Marseille,Espagne,"5 067,00",douzaines,"48,0000000","243 216,00","0,00",
109,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Charbon de pierre,Marseille,Espagne,"1 500,00",livres,"0,0400000","60,00","0,00",
110,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Chataignes,Marseille,Espagne,"1 400,00",livres,"0,0550000","77,00","0,00",
111,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Chocolat,Marseille,Espagne,"209,00",livres,"3,5000000","731,50","-0,50",
112,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Cire blanche ouvrée,Marseille,Espagne,"58 467,00",livres,"1,8000000","105 240,60","-0,60",
113,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Cire jaune,Marseille,Espagne,"33 197,00",livres,"1,4000000","46 475,80","-0,80",
114,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,4,1750,Exports,Cloux de fer,Marseille,Espagne,"108 646,00",livres,"0,2500000","27 161,50","-0,50",
115,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cochenille,Marseille,Espagne,"25,00",livres,"17,0000000","425,00","0,00",
116,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Colle forte,Marseille,Espagne,"13 470,00",livres,"0,4000000","5 388,00","0,00",
117,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Collequinte,Marseille,Espagne,"300,00",livres,"1,5000000","450,00","0,00",
118,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Confitures,Marseille,Espagne,"38 197,00",livres,"1,0000000","38 197,00","0,00",
119,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Contrahierva,Marseille,Espagne,"200,00",livres,"1,0000000","200,00","0,00",
120,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Corail ouvré,Marseille,Espagne,"4 494,00",livres,"160,0000000","719 040,00","0,00",
121,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cordes de guitarre,Marseille,Espagne,"525,00",livres,"20,0000000","10 500,00","0,00",
122,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cordes de violon,Marseille,Espagne,"180,00",livres,"20,0000000","3 600,00","0,00",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Coton filé,Marseille,Espagne,"127 883,00",livres,"1,1000000","140 671,30","-0,30",
124,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Coton en laine,Marseille,Espagne,"2 584,00",livres,"1,0000000","2 584,00","0,00",
125,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Coton souffré,Marseille,Espagne,"600,00",livres,"0,9000000","540,00","0,00",
126,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Coussin d'espar,Marseille,Espagne,"30,00",douzaines,"5,0000000","150,00","0,00",
127,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Couperose,Marseille,Espagne,"15 475,00",livres,"0,0900000","1 392,75","-0,75",
128,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Couteaux,Marseille,Espagne,"180,00",grosses,"14,0000000","2 520,00","0,00",
129,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Couteaux,Marseille,Espagne,"3 100,00",livres,"2,0000000","6 200,00","0,00",
130,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Couvertures fil et coton,Marseille,Espagne,"680,00",livres,"2,0000000","1 360,00","0,00",
131,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Creme de tartre,Marseille,Espagne,"2 676,00",livres,"9,0000000","24 084,00","0,00",
132,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Crin,Marseille,Espagne,"2 400,00",livres,"0,6000000","1 440,00","0,00",
133,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cristal taillé,Marseille,Espagne,"3 200,00",livres,"2,0000000","6 400,00","0,00",
134,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cuir doré,Marseille,Espagne,"400,00",livres,"20,0000000","8 000,00","0,00",
135,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cuirs de bœuf en poil,Marseille,Espagne,"15 293,00",pièces,"18,0000000","275 274,00","0,00",
136,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cuirs de bœuf en poil,Marseille,Espagne,"72 252,00",livres,"0,4000000","28 900,80","-0,80",
137,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cuirs de bœuf tannés,Marseille,Espagne,"8 103,00",livres,"0,6000000","4 861,80","-0,80",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Cuivre de tangoul,Marseille,Espagne,"85 465,00",livres,"0,9000000","76 918,50","-0,50",
139,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Dattes,Marseille,Espagne,"9 669,00",livres,"0,2500000","2 417,25","-0,25",
140,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Demittes,Marseille,Espagne,"296,00",pièces,"3,0000000","888,00","0,00",
141,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Dentelle du Puy,Marseille,Espagne,"71 667,00",livres,"50,0000000","3 583 350,00","0,00",
142,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Dorure fine,Marseille,Espagne,"16 326,00",livres,"100,0000000","1 632 600,00","0,00",
143,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Douelles a tonneaux,Marseille,Espagne,"1 884,00",tonneaux,"5,0000000","9 420,00","0,00",
144,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Drap londrin,Marseille,Espagne,"94 985,00",livres,"7,0000000","664 895,00","0,00",
145,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Draperie petite,Marseille,Espagne,"271 879,00",livres,"3,0000000","815 637,00","0,00",
146,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Droguerie,Marseille,Espagne,"137 673,00",livres,"1,0000000","137 673,00","0,00",
147,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,5,1750,Exports,Eau forte,Marseille,Espagne,"300,00",livres,"1,2500000","375,00","0,00",
148,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eau de melice,Marseille,Espagne,"100,00",livres,"1,6500000","165,00","0,00",
149,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eau minérale,Marseille,Espagne,"1 005,00",livres,"0,5500000","552,75","-0,75",
150,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eau de la Reyne d'hongrie,Marseille,Espagne,"1 065,00",livres,"0,7500000","798,75","-0,75",
151,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eau Rose,Marseille,Espagne,"930,00",livres,"0,2500000","232,50","-0,50",
152,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eau de vie,Marseille,Espagne,"300,00",livres,"0,1500000","45,00","0,00",
153,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Encens,Marseille,Espagne,"19 415,00",livres,"0,8000000","15 532,00","0,00",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Epicerie,Marseille,Espagne,"960,00",livres,"10,0000000","9 600,00","0,00",
155,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Eponges,Marseille,Espagne,"1 406,00",livres,"1,0000000","1 406,00","0,00",
156,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Escayolle,Marseille,Espagne,"3 647,00",livres,"0,1000000","364,70","-0,70",
157,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Essence,Marseille,Espagne,"202,00",livres,"1,0000000","202,00","0,00",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Etain ouvré,Marseille,Espagne,"7 310,00",livres,"1,5000000","10 965,00","0,00",
159,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Etoffes de soye,Marseille,Espagne,"52 320,00",livres,"40,0000000","2 092 800,00","0,00",
160,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Etoupes,Marseille,Espagne,"500,00",livres,"0,1200000","60,00","0,00",
161,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Evantails,Marseille,Espagne,"75,00",douzaines,"18,0000000","1 350,00","0,00",
162,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Evantails,Marseille,Espagne,"280,00",livres,"8,0000000","2 240,00","0,00",
163,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Farine,Marseille,Espagne,"92 632,00",livres,"0,1000000","9 263,20","-0,20",
164,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fayance,Marseille,Espagne,"16 905,00",livres,"0,5000000","8 452,50","-0,50",
165,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fer en barres,Marseille,Espagne,"109 200,00",livres,"0,1800000","19 656,00","0,00",
166,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fer blanc,Marseille,Espagne,"300,00",livres,"0,6000000","180,00","0,00",
167,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fer ouvré,Marseille,Espagne,"1 730,00",livres,"0,2500000","432,50","-0,50",
168,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Feves,Marseille,Espagne,"252,00",charges,"12,0000000","3 024,00","0,00",
169,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Feves,Marseille,Espagne,"1 435,00",livres,"0,0500000","71,75","-0,75",
170,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Ficelle,Marseille,Espagne,"200,00",livres,"0,6000000","120,00","0,00",
171,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fil de chevre,Marseille,Espagne,"2 724,00",livres,"3,0000000","8 172,00","0,00",
172,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fil a coudre,Marseille,Espagne,"2 060,00",livres,"2,0000000","4 120,00","0,00",
173,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fil cru,Marseille,Espagne,"1 200,00",livres,"1,0000000","1 200,00","0,00",
174,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fil de fer,Marseille,Espagne,"895,00",livres,"0,5000000","447,50","-0,50",
175,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Filets pour la peche,Marseille,Espagne,"60,00",pièces,"50,0000000","3 000,00","0,00",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Filoselle,Marseille,Espagne,"1 150,00",livres,"3,0000000","3 450,00","0,00",
177,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fleurs artificielles,Marseille,Espagne,"75,00",livres,"50,0000000","3 750,00","0,00",
178,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fleurs de violettes,Marseille,Espagne,"500,00",livres,"0,5000000","250,00","0,00",
179,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Fromage,Marseille,Espagne,"10 759,00",livres,"0,3000000","3 227,70","-0,70",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Galles,Marseille,Espagne,"60 195,00",livres,"0,5000000","30 097,50","-0,50",
181,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Gans de chamois,Marseille,Espagne,"200,00",livres,"10,0000000","2 000,00","0,00",
182,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,6,1750,Exports,Garence,Marseille,Espagne,"4 270,00",livres,"0,4000000","1 708,00","0,00",
183,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,7,1750,Exports,Gaude,Marseille,Espagne,"400,00",livres,"0,1200000","48,00","0,00",
184,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,7,1750,Exports,Gaudron,Marseille,Espagne,"3 315,00",livres,"0,1500000","497,25","-0,25",
185,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,7,1750,Exports,Geroffle,Marseille,Espagne,"9 209,00",livres,"8,5000000","78 276,50","-0,50",
