numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
128,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,3,Sucre Serré,Ile française des Amériques et du Canada,1040,2600,livres,.4,0,,0
129,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,3,Sucre de forme,Ile française des Amériques et du Canada,15138,50460,livres,.3,0,,0
130,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,3,Sucre Brun,Ile française des Amériques et du Canada,71090.8,355454,livres,.2,0,,0
131,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Bois Jaune,Ile française des Amériques et du Canada,1000,20000,livres,.05,0,,0
132,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Bois Marbré,Ile française des Amériques et du Canada,24,24,pièces,1,0,,0
133,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cusco Grain,Ile française des Amériques et du Canada,4800,1920,livres,2.5,0,,0
134,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cafetou Fer,Ile française des Amériques et du Canada,164130,109420,livres,1.5,0,,0
135,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cotton en Laine,Ile française des Amériques et du Canada,38617.5,40650,livres,.95,0,,0
136,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cuivre Fer ; en Poids,Ile française des Amériques et du Canada,2457,351,nombre,7,0,,0
137,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cuivre Laminé,Ile française des Amériques et du Canada,1280,160,Cuirs,8,0,,0
138,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Cuivre en Mitraille,Ile française des Amériques et du Canada,24,40,livres,.6,0,,0
139,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Carnifié,Ile française des Amériques et du Canada,750,3000,livres,.25,0,,0
140,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Dents d'éléphants,Ile française des Amériques et du Canada,975,650,livres,1.5,0,,0
141,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,...caille de Tortue,Ile française des Amériques et du Canada,320,80,livres,4,0,,0
142,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,...tains vieux,Ile française des Amériques et du Canada,2400,4000,livres,.6,0,,0
143,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Gaudron,Ile française des Amériques et du Canada,464,29,baril,16,0,,0
144,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Huile de poison,Ile française des Amériques et du Canada,8780,43900,livres,.2,0,,0
145,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Indigo,Ile française des Amériques et du Canada,1901882.5,240502,livres,7.75,37992,erreur d'écriture ou de calcul,0
146,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Mercure,Ile française des Amériques et du Canada,20,80,livres,.25,0,,0
147,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Pelleterie commun,Ile française des Amériques et du Canada,15562.5,10375,livres,1.5,0,,0
148,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Seau de Martre,Ile française des Amériques et du Canada,21995,8798,nombre,2.5,0,,0
149,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Peaux d'Ours,Ile française des Amériques et du Canada,24075,4815,nombre,5,0,,0
150,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Peaux de Loup Cervier,Ile française des Amériques et du Canada,2736,228,nombre,12,0,,0
151,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Peaux de Loup des Bois,Ile française des Amériques et du Canada,780,390,nombre,2,0,,0
152,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Peaux de cerf,Ile française des Amériques et du Canada,6344,1586,nombre,4,0,,0
153,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Peaux d'Agneaux,Ile française des Amériques et du Canada,18060,1290,nombre,14,0,,0
154,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Planches de Sapin,Ile française des Amériques et du Canada,160,200,nombre,.8,0,prix divisé par cent,0
155,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Rognons de cerf,Ile française des Amériques et du Canada,300,240,livres,1.25,0,,0
156,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Rocou,Ile française des Amériques et du Canada,1352,2080,livres,.65,0,,0
157,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Toile de Cotton,Ile française des Amériques et du Canada,35,14,livres,2.5,0,,0
158,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Toile de Voile,Ile française des Amériques et du Canada,420,600,livres,.7,0,,0
159,Demba,41 ETP 270 / 9385,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1718,Imports,La Rochelle,4,Tabac en corde,Ile française des Amériques et du Canada,7.5,30,livres,.25,0,,0
160,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Blé Froment,Angleterre,2800,40,tonneaux,70,0,,0
161,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Blé Froment,Angleterre,320,40,facs,8,0,,0
162,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Bœuf sallé,Angleterre,63984,3999,Barils,16,0,,0
163,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Beurre,Angleterre,38782.5,129275,livres,.3,0,,0
164,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Fromage,Angleterre,8893.75,35575,livres,.25,0,,0
165,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Langue de Bœuf,Angleterre,54,360,livres,.15,0,,0
166,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Lard,Angleterre,219,1460,livres,.15,0,,0
167,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Orge,Angleterre,168,84,Boisseau,2,0,,0
168,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Saumon Sallé,Angleterre,2280,38,Barils,60,0,,0
169,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,1,Barriques Vuiddes Vieilles,Angleterre,390,390,nombre,1,0,,0
170,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Cuirs verts,Angleterre,150,30,nombre,5,0,,0
171,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Cuirs Jaune,Angleterre,81,90,livres,.9,0,,0
172,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Chandelle,Angleterre,4076,10190,livres,.4,0,,0
173,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Charbon de Terre,Angleterre,81640,314,muids,260,0,,0
174,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Charbon de Terre,Angleterre,13167,3762,Barils,3.5,0,,0
175,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Caboche,Angleterre,6,60,livres,.1,0,,0
176,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Gaudron,Angleterre,105,7,Barils,15,0,,0
177,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Huile de poison,Angleterre,192.5,1100,livres,.175,0,,0
178,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Meules à Aiguiser,Angleterre,26,26,nombre,1,0,,0
179,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Fanon,Angleterre,1930,3860,livres,.5,0,,0
180,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Suif,Angleterre,33790,135160,livres,.25,0,,0
181,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Beurre,Hollande,180,720,livres,.25,0,,0
182,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bière,Hollande,4200,70,barriques,60,0,,0
183,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Cannelle,Hollande,1120,224,livres,5,0,,0
184,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,...pice,Hollande,9768,3256,livres,3,0,,0
185,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Fromage,Hollande,43850,175400,livres,.25,0,,0
186,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Fleur de Muscade,Hollande,14,2,livres,7,0,,0
187,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Girofle,Hollande,13880,2776,livres,5,0,,0
188,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Harans blanc,Hollande,1980,132,11 let=132 baril,15,0,,0
189,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Harans blanc,Hollande,915,61,Barils,15,0,,0
190,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Huile d'Olive,Hollande,888,1480,livres,.6,0,,0
191,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Jambon,Hollande,15,60,livres,.25,0,,0
192,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Muscade,Hollande,872,155,livres,5.5,19.5,erreur calcul,0
193,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Poivre,Hollande,7355,7355,livres,1,0,,0
194,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Piment,Hollande,550,550,livres,1,0,,0
195,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Saumon Sallé,Hollande,60,1,Barils,60,0,,0
196,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Thé,Hollande,502.5,67,livres,7.5,0,,0
197,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Argent vif,Hollande,108,27,livres,4,0,,0
198,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Azur commun,Hollande,930,3100,livres,.3,0,,0
199,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Amidon,Hollande,9468.75,37875,livres,.25,0,,0
200,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Acier,Hollande,100,400,livres,.25,0,,0
201,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bray gros,Hollande,300,20,Barils,15,0,,0
202,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Baleine coupée,Hollande,6615,2205,livres,3,0,,0
203,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bois Campeshe,Hollande,1025,4100,livres,.25,0,,0
204,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bois de sandale,Hollande,584,1460,livres,.4,0,,0
205,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bois de Sapin,Hollande,2370,158,pièces,15,0,,0
206,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Barriques en Bottes,Hollande,441,294,nombre,1.5,0,,0
207,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Bourre de Bœuf,Hollande,1090,10900,livres,.1,0,,0
208,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Cuivre Rosette,Hollande,5160,3440,livres,1.5,0,,0
209,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,couperose,Hollande,8880,177600,livres,.05,0,,0
210,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Céruse,Hollande,459.38,2625,livres,.175,0,,0
211,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Cinabre,Hollande,25,10,livres,2.5,0,,0
212,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Colle de poison,Hollande,15,10,livres,1.5,0,,0
213,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Colle Forte,Hollande,50,200,livres,.25,0,,0
214,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Chanvre ; Cru,Hollande,1485,90900,livres,.0125,348.75,1485,0
215,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Charbon de Terre,Hollande,343,98,Barils,3.5,0,,0
216,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Eau Forte,Hollande,360,120,livres,3,0,,0
217,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Ennery,Hollande,48,80,livres,.6,0,,0
218,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,2,Encens,Hollande,10,10,livres,1,0,,0
219,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Epars de Sapin,Hollande,1975.5,2634,nombre,.75,0,,0
220,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Fer ; en Taule,Hollande,425,2125,livres,.2,0,,0
221,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Gaudron,Hollande,4410,294,Barils,15,0,,0
222,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Garance,Hollande,13418,33545,livres,.4,0,,0
223,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Gaudes de Sapin,Hollande,2644,2644,nombre,1,0,,0
224,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Huile de Lin,Hollande,500,2000,livres,.25,0,,0
225,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Huile de navette,Hollande,1190,5950,livres,.2,0,,0
226,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Huile de poison,Hollande,5500,22000,livres,.25,0,,0
227,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Lin Peigné,Hollande,980,2450,livres,.4,0,,0
228,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Lin en rame,Hollande,10387.5,34625,livres,.3,0,,0
229,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Mats de navire,Hollande,3600,36,dimension grands,100,0,,0
230,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Mats de navire,Hollande,350,7,dimension moyens,50,0,,0
231,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Mats de navire,Hollande,990,33,dimension petits,30,0,,0
232,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,mâtereaux,Hollande,900,180,nombre,5,0,,0
233,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Merrain a pipe,Hollande,4537.75,18150,douelles,.225,454,erreur de calcul,0
234,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Méché,Hollande,390,1950,douelles,.2,0,,0
235,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Masicot,Hollande,120,800,livres,.15,0,,0
236,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Noir de Fumée,Hollande,37.5,50,livres,.75,0,,0
237,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Ocre,Hollande,1462.5,1950,livres,.75,0,,0
238,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Peau d'élan Crues,Hollande,30,600,livres,.05,0,,0
239,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Plumes à écrire,Hollande,1200,100,nombre,12,0,,0
240,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Poix Noir,Hollande,270,135,livres,2,0,,0
241,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Plomb en Saumon,Hollande,17.5,70,livres,.25,0,,0
242,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,pierres Bleues,Hollande,33625,168125,livres,.2,0,,0
243,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Poutres de Sapin,Hollande,1980,132,de 22 pieds,15,0,,0
244,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Perche de Sapin,Hollande,3684,3684,nombre,1,0,,0
245,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Planches de Sapin,Hollande,8475,11300,nombre,.75,0,,0
246,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Planches de Prusse,Hollande,1380,345,nombre,4,0,,0
247,Demba,41 ETP 270 / 9386,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1719,Imports,La Rochelle,3,Pipes Vieille,Hollande,30,20,nombre,1.5,0,,0
