simplification,nbr_occurences_simpl,obsolete,grains,nbr_occurences_grains
papier à tapisserie,3,non,Pas grain (0),827454
papier à toile,1,non,Pas grain (0),827454
papier argenté et doré,6,non,Pas grain (0),827454
papier aux armes,20,non,Pas grain (0),827454
papier bâtard,128,non,Pas grain (0),827454
papier bâtard blanc,1,non,Pas grain (0),827454
papier bâtard fin,95,non,Pas grain (0),827454
papier blanc,1365,non,Pas grain (0),827454
papier blanc à écrire,141,non,Pas grain (0),827454
papier blanc à enveloppe,3,non,Pas grain (0),827454
papier blanc et peint,1,non,,13751
papier blanc Galmes,0,non,Pas grain (0),827454
papier blanc ou rayé pour musique,3,non,Pas grain (0),827454
papier blanc petit format,3,non,Pas grain (0),827454
papier blanc rainé,1,non,Pas grain (0),827454
papier bleu,88,non,Pas grain (0),827454
papier bleu à couvrir,81,non,Pas grain (0),827454
papier bleu de Hollande,1,non,Pas grain (0),827454
papier bleu et gris,1,non,Pas grain (0),827454
papier bleu et gris à enveloppes,2,non,,13751
papier bleu petit format,3,non,Pas grain (0),827454
papier bouet,1,non,Pas grain (0),827454
papier brodé à figures de soie,2,non,Pas grain (0),827454
papier brouillard,8,non,Pas grain (0),827454
papier brun,2,non,Pas grain (0),827454
papier bulle,2,non,Pas grain (0),827454
papier bulle blanc,23,non,Pas grain (0),827454
papier bulle blanche,2,non,Pas grain (0),827454
papier bulle gros,1,non,Pas grain (0),827454
papier buvard,4,non,Pas grain (0),827454
papier buvard fin,4,non,Pas grain (0),827454
papier carré,4,non,Pas grain (0),827454
papier cartier,6,non,Pas grain (0),827454
papier cire à cacheter,5,non,Pas grain (0),827454
papier collé,2,non,Pas grain (0),827454
papier colombier,1,non,Pas grain (0),827454
papier colorié en rames,2,non,Pas grain (0),827454
papier colorié en rames pour reliures,4,non,Pas grain (0),827454
papier commun,140,non,Pas grain (0),827454
papier commun et à enveloppe,4,non,Pas grain (0),827454
papier cornet,2,non,Pas grain (0),827454
papier cornet et petit,1,non,Pas grain (0),827454
papier corue,5,non,Pas grain (0),827454
papier couronne,1,non,Pas grain (0),827454
papier cru fin,4,non,Pas grain (0),827454
papier d'emballage,63,non,Pas grain (0),827454
papier d'emballage gris,49,non,Pas grain (0),827454
papier d'enveloppe,8,oui,Pas grain (0),827454
papier d'enveloppe à pâte de couleur,5,oui,Pas grain (0),827454
papier d'estrasse,41,non,Pas grain (0),827454
papier d'estrasse gris,1,non,Pas grain (0),827454
papier d'étoupe,1,non,Pas grain (0),827454
papier de,1,non,,13751
papier de Charente,4,non,Pas grain (0),827454
papier de Chine,2,non,Pas grain (0),827454
papier de couleur,3,non,Pas grain (0),827454
papier de couleur et peint,46,non,Pas grain (0),827454
papier de Gênes,2,non,Pas grain (0),827454
papier de Gênes commun,6,non,Pas grain (0),827454
papier de Gênes fin,124,non,Pas grain (0),827454
papier de Gênes fin et petit,1,non,Pas grain (0),827454
papier de Gênes peint,1,non,Pas grain (0),827454
papier de Gênes petit,4,non,Pas grain (0),827454
papier de Hollande,25,non,Pas grain (0),827454
papier de Lamballe,7,non,Pas grain (0),827454
papier de marquis,1,non,Pas grain (0),827454
papier de matique,1,non,Pas grain (0),827454
papier de musique,66,non,Pas grain (0),827454
papier de pliage,53,non,Pas grain (0),827454
papier de poste,11,non,Pas grain (0),827454
papier de raisin,11,non,Pas grain (0),827454
papier de soie,4,non,Pas grain (0),827454
papier de tapisserie,13,non,Pas grain (0),827454
papier des Indes,1,non,Pas grain (0),827454
papier dessiné,1,non,Pas grain (0),827454
papier divers ordre,2,non,,13751
papier doré,32,non,Pas grain (0),827454
papier doré et fleuragé et marbré,74,non,Pas grain (0),827454
papier doré et marbré,2,non,Pas grain (0),827454
papier double lys,6,non,Pas grain (0),827454
papier drapé,1,non,Pas grain (0),827454
papier en balle,2,non,Pas grain (0),827454
papier en livres,5,non,Pas grain (0),827454
papier en planches,1,non,Pas grain (0),827454
papier estrasse,4,non,Pas grain (0),827454
papier et bois d'éventail,1,non,Pas grain (0),827454
papier étoile,1,non,Pas grain (0),827454
papier étoile fin,3,non,Pas grain (0),827454
papier fin,10,non,Pas grain (0),827454
papier fleuragé et doré,12,non,Pas grain (0),827454
papier gaufré,6,non,Pas grain (0),827454
papier grand carnet,0,non,Pas grain (0),827454
papier grand compte,2,non,Pas grain (0),827454
papier grand cornet,2,non,Pas grain (0),827454
papier grand éléphant,1,non,Pas grain (0),827454
papier grand format,2,non,Pas grain (0),827454
papier grand raisin,1,non,Pas grain (0),827454
papier grandes rames,5,non,Pas grain (0),827454
papier gris,181,non,Pas grain (0),827454
papier gris cassé,1,non,Pas grain (0),827454
papier grossier,15,non,Pas grain (0),827454
papier impérial,2,non,Pas grain (0),827454
papier intissé,1,non,Pas grain (0),827454
papier jaune fin,1,non,Pas grain (0),827454
papier jésier,1,non,Pas grain (0),827454
papier lombard,6,non,Pas grain (0),827454
papier marbré,5,non,Pas grain (0),827454
papier marbré et à meubler,14,non,Pas grain (0),827454
papier métallisé,3,non,Pas grain (0),827454
papier montage,1,non,Pas grain (0),827454
papier musique gravé,12,non,Pas grain (0),827454
papier noir,9,non,Pas grain (0),827454
papier pâte fine,1,non,Pas grain (0),827454
papier peint,390,non,Pas grain (0),827454
papier peint à tapisserie,6,non,Pas grain (0),827454
papier peint de Chine,1,non,Pas grain (0),827454
papier peint en rouleau,2,non,Pas grain (0),827454
papier peint en rouleau pour teinture,5,non,Pas grain (0),827454
papier peint et à meubler,45,non,Pas grain (0),827454
papier peint et à tapisserie,6,non,Pas grain (0),827454
papier peint et de foulards,2,non,Pas grain (0),827454
papier peint pour teinture,2,non,Pas grain (0),827454
papier petit,2,non,Pas grain (0),827454
papier petit fin,1,non,Pas grain (0),827454
papier petit pot,1,non,Pas grain (0),827454
papier pliage,7,non,Pas grain (0),827454
papier point,6,non,Pas grain (0),827454
papier pot,2,non,Pas grain (0),827454
papier pot fin,2,non,Pas grain (0),827454
papier pour éventails,5,non,Pas grain (0),827454
papier pour polir le bois et les métaux,1,non,Pas grain (0),827454
papier pour tapisserie,2,non,Pas grain (0),827454
papier pour tenture,192,non,Pas grain (0),827454
papier raisin,1,non,Pas grain (0),827454
papier registres blancs,1,non,Pas grain (0),827454
papier roux,1,non,Pas grain (0),827454
papier royal,3,non,Pas grain (0),827454
papier tellière,2,non,Pas grain (0),827454
papier tontisse,9,non,Pas grain (0),827454
papier velin,1,non,,13751
papier violet,78,non,Pas grain (0),827454
papillons,1,non,Pas grain (0),827454
papillons secs,1,non,Pas grain (0),827454
paquets,0,non,Pas grain (0),827454
paquets de feuillards,1,oui,,13751
parapluies,187,non,Pas grain (0),827454
parapluies autres et caracasse,2,non,Pas grain (0),827454
parapluies caracasse de,2,non,Pas grain (0),827454
parapluies communs,7,non,Pas grain (0),827454
parapluies de soie,13,non,Pas grain (0),827454
parapluies de taffetas,5,non,Pas grain (0),827454
parapluies de toile,8,non,Pas grain (0),827454
parapluies de toile cirée,7,non,Pas grain (0),827454
parapluies et parasols,318,non,Pas grain (0),827454
parasols,338,non,Pas grain (0),827454
parasols de coutil,1,non,Pas grain (0),827454
parasols de peau,1,non,Pas grain (0),827454
parasols de soie,71,non,Pas grain (0),827454
parasols de taffetas,8,non,Pas grain (0),827454
parasols de toile cirée,1,non,Pas grain (0),827454
paravent,28,non,Pas grain (0),827454
paravent de la Chine,2,non,Pas grain (0),827454
paravent peint,2,non,Pas grain (0),827454
paravent vernis,1,non,Pas grain (0),827454
parchemin achevé,2,non,Pas grain (0),827454
parchemin de mouton,1,non,,13751
parchemin et vélin achevés,2,non,Pas grain (0),827454
parchemin et vélin bruts,2,non,Pas grain (0),827454
parchemins,328,non,Pas grain (0),827454
parchemins caficule,1,non,Pas grain (0),827454
parchemins en feuilles,1,non,Pas grain (0),827454
parchemins neufs,112,non,Pas grain (0),827454
parchemins vieux,79,non,Pas grain (0),827454
pareira brava,18,non,Pas grain (0),827454
parement,1,non,Pas grain (0),827454
parfum,2,non,Pas grain (0),827454
parfumerie,851,non,Pas grain (0),827454
parfumerie à la valeur,1,oui,Pas grain (0),827454
parfumerie diverse,5,oui,,13751
parfumerie eau de senteur,70,non,Pas grain (0),827454
parfumerie en essence,5,non,,13751
parfumerie en pommade et poudre,4,non,,13751
parfumerie et eau spiritueuse,16,non,Pas grain (0),827454
parfumerie et gants de peau,101,non,,13751
parfumerie huile et essence,72,non,Pas grain (0),827454
parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,13,non,Pas grain (0),827454
parfumerie musc,3,non,Pas grain (0),827454
parfumerie pommade,130,non,Pas grain (0),827454
parfumerie poudre à poudrer,54,non,Pas grain (0),827454
parfumerie poudre d'odeur,4,non,Pas grain (0),827454
parfumerie rouge,4,non,Pas grain (0),827454
pariera,2,non,Pas grain (0),827454
parrancens,1,non,Pas grain (0),827454
parse,1,non,Pas grain (0),827454
particuliers,2,oui,Pas grain (0),827454
particuliers français,1,non,Pas grain (0),827454
parun,3,non,Pas grain (0),827454
passager anglais,1,oui,,13751
passager domestique,1,oui,,13751
passager fils du capitaine,1,oui,,13751
passager homme,2,oui,,13751
passager marin disgrâcié,1,oui,,13751
passager matelot,5,oui,,13751
passager matelot disgrâcié,1,oui,,13751
passager Moulha Cassen,1,oui,,13751
passagers,6762,non,Pas grain (0),827454
passagers algériens,1,non,Pas grain (0),827454
passagers anglais,1,non,,13751
passagers anglais prisonniers,1,non,,13751
passagers disgrâciés,1,non,,13751
passagers domestique,1,non,,13751
passagers équipage disgrâciés des vaissieaux du Roi,2,non,,13751
passagers esclaves corses rachetés,1,non,,13751
passagers fils du capitaine,1,non,,13751
passagers français,1,non,,13751
passagers homme,2,non,,13751
passagers marin disgrâcié,1,non,,13751
passagers marins,1,non,,13751
passagers marins disgrâciés,3,non,,13751
passagers marins disgrâciés des vaisseaux du Roi,1,non,,13751
passagers matelot,5,non,,13751
passagers matelot disgrâcié,1,non,,13751
passagers militaires,2,non,,13751
passagers Moulha Cassen,1,non,,13751
passagers prisonniers français,1,non,,13751
passagers soldats,1,non,,13751
passagers turcs,1,non,,13751
passementerie,297,non,Pas grain (0),827454
passementerie argent faux,1,non,Pas grain (0),827454
passementerie bise écrue ou herbée,1,non,Pas grain (0),827454
passementerie blanche ou mêlée de blanc,1,non,Pas grain (0),827454
passementerie d'argent,1,non,Pas grain (0),827454
passementerie d'argent et d'or faux et de soie,1,non,Pas grain (0),827454
passementerie d'argent et de soie,1,non,Pas grain (0),827454
passementerie d'or,3,non,Pas grain (0),827454
passementerie d'or et d'argent,11,non,Pas grain (0),827454
passementerie d'or et de soie,1,non,Pas grain (0),827454
passementerie de chanvre de fil bis écru herbé et de lin,3,non,Pas grain (0),827454
passementerie de chanvre de fil blanc et mélangé de blanc et de lin,3,non,Pas grain (0),827454
passementerie de chanvre de fil teint en tout et en partie et de lin,2,non,Pas grain (0),827454
passementerie de chanvre de laine blanche et de lin,2,non,Pas grain (0),827454
passementerie de chanvre de laine écrue et de lin,2,non,Pas grain (0),827454
passementerie de chanvre de laine teinte et de lin,2,non,Pas grain (0),827454
passementerie de coton,5,non,Pas grain (0),827454
passementerie de coton et ruban de coton,2,non,Pas grain (0),827454
passementerie de crin,5,non,Pas grain (0),827454
passementerie de fil,1,non,Pas grain (0),827454
passementerie de fil de chanvre ou de lin bis écru herbé ou mélangé,2,non,Pas grain (0),827454
passementerie de fil de chanvre ou de lin bis écru ou herbé,2,non,Pas grain (0),827454
passementerie de fil de chanvre ou de lin teint en tout ou partie,2,non,Pas grain (0),827454
passementerie de fil de soie et galon,1,non,Pas grain (0),827454
passementerie de fil en filoselle,3,non,Pas grain (0),827454
passementerie de fil et coton,10,non,Pas grain (0),827454
passementerie de fil et laine,65,non,Pas grain (0),827454
passementerie de fil et soie,5,non,Pas grain (0),827454
passementerie de fil laine et poil,1,non,Pas grain (0),827454
passementerie de filoselle,1,non,Pas grain (0),827454
passementerie de fleuret,1,non,,13751
passementerie de fleuret et ruban de fleuret,4,non,Pas grain (0),827454
passementerie de laine,121,non,Pas grain (0),827454
passementerie de laine blanche écrue pure,2,non,Pas grain (0),827454
passementerie de laine écrue pure,2,non,Pas grain (0),827454
passementerie de laine mêlée de fil,1,non,Pas grain (0),827454
passementerie de laine mêlée de fil laine et poil,2,non,Pas grain (0),827454
passementerie de laine ou sayette,7,non,Pas grain (0),827454
passementerie de laine pure teinte,4,non,Pas grain (0),827454
passementerie de poil de chèvre,50,non,Pas grain (0),827454
passementerie de soie,144,non,Pas grain (0),827454
passementerie de soie d'argent ou d'or faux,2,non,Pas grain (0),827454
passementerie de soie d'argent ou d'or fin,2,non,Pas grain (0),827454
passementerie de soie et laine,10,non,Pas grain (0),827454
passementerie de soie mêlée,1,non,Pas grain (0),827454
passementerie de soie pure,7,non,Pas grain (0),827454
passementerie divers,75,non,Pas grain (0),827454
passementerie en frange de fil,3,non,Pas grain (0),827454
passementerie en soie,1,oui,Pas grain (0),827454
passementerie et ruban de fleuret,2,non,Pas grain (0),827454
passementerie et ruban de laine mêlée de fil,1,non,Pas grain (0),827454
passementerie et ruban de laine teinte,2,non,Pas grain (0),827454
passementerie et ruban de soie pure,2,non,Pas grain (0),827454
passementerie fine en filets d'or,1,non,Pas grain (0),827454
passementerie fine en velours,2,non,Pas grain (0),827454
passementerie mêlé de soie,10,non,Pas grain (0),827454
passementerie mêlée d'argent d'or et de soie,3,non,Pas grain (0),827454
passementerie mêlée d'argent d'or faux et fin et de soie,2,non,Pas grain (0),827454
passementerie mêlée d'argent ou d'or faux ou fin,1,non,Pas grain (0),827454
passementerie mêlées d'autres matières que d'argent ou d'or,2,non,Pas grain (0),827454
passementerie ordinaire,55,non,Pas grain (0),827454
passementerie teinte en tout ou partie,1,non,Pas grain (0),827454
passepierre,8,non,Pas grain (0),827454
passepoil de laine,1,non,Pas grain (0),827454
passes,5,non,Pas grain (0),827454
passetatons de cordonnier,1,non,Pas grain (0),827454
pastel,100,non,Pas grain (0),827454
pastel à teindre,0,non,Pas grain (0),827454
pastel romain,1,non,Pas grain (0),827454
pastèques,3,non,Pas grain (0),827454
pastilles,14,non,Pas grain (0),827454
pastilles odoriférantes à brûler,1,non,Pas grain (0),827454
pastilles odoriférantes du sérail,1,non,Pas grain (0),827454
pataques,9,non,Pas grain (0),827454
pâte,30,non,Grains transformés (5),5140
pâte à fruits,2,non,Pas grain (0),827454
pâte à papier,7,non,Pas grain (0),827454
pâte d'amade,2,non,,13751
pâte d'amandes,155,non,Pas grain (0),827454
pâte d'asperges,5,non,Pas grain (0),827454
pâte d'Italie,9,non,Grains transformés (5),5140
pâte d'Italie et autres granulés,3,non,Grains transformés (5),5140
pâte d'Italie et vermicelle,76,non,Grains transformés (5),5140
pâte d'Italie macaroni et vermicelle,4,non,Grains transformés (5),5140
pâte d'Italie sagou,2,non,Pas grain (0),827454
pâte d'Italie semoule,5,non,Grains transformés (5),5140
pâte d'Italie vermicelle macaroni,3,non,Grains transformés (5),5140
pâte d'orgeat,1,non,Pas grain (0),827454
pâte d'orgeat et sirop d'orgeat,1,non,Pas grain (0),827454
pâte de cacao,6,non,Pas grain (0),827454
pâte de guimauve,12,non,Pas grain (0),827454
pâte de pastel,3,non,Pas grain (0),827454
pâte de savon,1,non,,13751
pâte de térébenthine,5,non,Pas grain (0),827454
pâté de viande,1,non,Pas grain (0),827454
pâte et savon liquide,2,non,Pas grain (0),827454
pâte et tablette de guimauve,2,non,Pas grain (0),827454
pâte granulée,2,non,Pas grain (0),827454
pâte italienne,1,non,Grains transformés (5),5140
pâte macaroni,1,non,Grains transformés (5),5140
pâte ou vermicelle,2,non,Grains transformés (5),5140
pâte ou vieux chiffons,1,oui,Pas grain (0),827454
pâte sagou,3,non,Pas grain (0),827454
pâte semoule,3,non,Grains transformés (5),5140
patenas,3,non,Pas grain (0),827454
patenottes,2,non,Pas grain (0),827454
pâtés,6,non,Pas grain (0),827454
pâtés de canard,1,non,Pas grain (0),827454
pâtés de chèvre et autre,3,non,Pas grain (0),827454
patine,2,non,Pas grain (0),827454
patins,9,non,Pas grain (0),827454
patins ?,1,non,Pas grain (0),827454
patins à glisser,1,non,Pas grain (0),827454
patins de bois,6,non,Pas grain (0),827454
patins pour femme,2,non,Pas grain (0),827454
pâtisserie,141,non,Grains transformés (5),5140
patissoye broché,2,non,Pas grain (0),827454
patissoye uni,1,non,Pas grain (0),827454
patte d'oie,1,non,Pas grain (0),827454
pattedrille,1,non,Pas grain (0),827454
patterie,10,non,Pas grain (0),827454
pattes d'ancre,7,non,Pas grain (0),827454
pattes ou vieux chiffons,9,non,Pas grain (0),827454
paturage en gland de Chine,1,non,,13751
paume,1,non,Pas grain (0),827454
paumelle,12,non,Pas grain (0),827454
paumelle germée,5,non,Pas grain (0),827454
paumelle pour voile,1,non,Pas grain (0),827454
pauvre noir,1,non,Pas grain (0),827454
pavé,13,non,Pas grain (0),827454
pavé pour sol,1,non,Pas grain (0),827454
pavillon de toile,1,non,Pas grain (0),827454
pavots,4,non,Pas grain (0),827454
peaux,259,non,Pas grain (0),827454
peaux ???,8,non,Pas grain (0),827454
peaux à faire tambours,1,non,Pas grain (0),827454
peaux à fleurs et de mouton,1,non,Pas grain (0),827454
peaux à l'exergue de veaux,2,non,Pas grain (0),827454
