simplification,nbr_occurences_simpl,ulrich,obsolete,nbr_occurences_ulrich
or et argent fin battu en livret de 24 feuilles,1,out,non,288284
or et argent monnayés,2,out,non,288284
or et argent paillette,1,out,non,288284
or et argent trait,1,out,non,288284
or faux,3,out,non,288284
or faux battu,1,out,non,288284
or laminé ou tiré,1,out,non,288284
or massif,1,out,non,288284
or pur,1,out,non,288284
or travaillé,1,out,non,288284
orange,412,out,non,288284
orange aigre,68,out,non,288284
orange chinoise,7,out,non,288284
orange confite,2,out,non,288284
orange de Malte,1,out,non,288284
orange douce,79,out,non,288284
orange du Portugal,1,out,non,288284
orange en caisse,1,out,non,288284
orange et citrons,7,out,non,288284
orange fraîche,15,out,non,288284
orange ordinaire,1,out,non,288284
orange petite,1,out,non,288284
orange sèche,6,out,non,288284
orange séchée à faire chapelets,1,out,non,288284
orangelets,4,out,non,288284
orangelets secs,6,out,non,288284
orangers,15,out,non,288284
orangers à planter,1,out,non,288284
orangers petits,6,out,non,288284
orbe,2,out,non,288284
orcanette,13,out,non,288284
orcillons à faire colle,1,out,non,288284
oreillers,1,out,non,288284
oreilles et oreillons à faire colle,1,out,non,288284
oreillons,12,out,non,288284
orfèvrerie,39,out,non,288284
orfèvrerie d'argent,24,out,non,288284
orfèvrerie d'argent et d'or,3,out,non,288284
orfèvrerie d'or,6,out,non,288284
orfèvrerie d'or et d'argent,8,out,non,288284
orfèvrerie d'or ou de vermeil,3,out,non,288284
orfèvrerie de platine,1,out,non,288284
organdis,3,cotton goods,non,9461
organeaux,2,out,non,288284
orge de ???,1,out,non,288284
orge jaune,1,out,non,288284
orge mondé,132,out,non,288284
orge moulu,2,out,non,288284
orge non germé,1,out,non,288284
orge perlé,18,out,non,288284
orgue d'Allemagne,1,out,non,288284
orgues,1,out,non,288284
orgues d'église,1,out,non,288284
orgues de bois,2,out,non,288284
orgues de savoyard,1,out,non,288284
orgues portatives,1,out,non,288284
origan,3,out,non,288284
origine inconnue,1,out,non,288284
ormeaux,1,,non,1091
ormeaux à planter,2,out,non,288284
ormes à planter,1,out,non,288284
ornements d'église,22,out,non,288284
ornements de dessert,2,out,non,288284
ornements de fer,2,out,non,288284
ornements de table,1,out,non,288284
orobes,1,out,non,288284
orpiment,188,out,non,288284
orpiment broyé,4,out,non,288284
orpiment en pierre,1,out,non,288284
orpin,54,out,non,288284
orpin broyé,1,out,non,288284
orpin rouge,2,out,non,288284
orseille,34,out,non,288284
orseille apprêtée,10,out,non,288284
orseille bleu cendré tournesol en pâte,3,out,non,288284
orseille en drapeaux,1,out,non,288284
orseille en herbes,6,out,non,288284
orseille ou tournesol préparé,1,out,non,288284
orseille sèche,1,out,non,288284
orseille violette cud beard,3,out,non,288284
orties,1,out,non,288284
ortites de menuisier,1,out,non,288284
orviétan,1,out,non,288284
os de bétail,1,out,non,288284
os de bœuf,15,out,non,288284
os de bœuf et vache,1,out,non,288284
os de cœur de bœuf,1,out,non,288284
os de cœur de cerf et de seiche,1,out,non,288284
os de mouton,1,out,non,288284
os de seiche,8,out,non,288284
os de seiche serpia officinalis,1,out,non,288284
os desséchés,2,out,non,288284
os et sabots de bétail,1,out,non,288284
oseille,1,out,non,288284
oseille apprêtée,1,out,non,288284
osier,300,out,non,288284
osier d'en dessous de 7 paumes,1,out,non,288284
osier de 10 à 11 paumes,1,out,non,288284
osier de 12 à 14 paumes,1,out,non,288284
osier de 7 à 9 paumes,1,out,non,288284
osier de fer-blanc,3,out,non,288284
osier en bottes brut,1,out,non,288284
osier en bottes fendu et pelé,1,out,non,288284
osier en bottes fendu ou pelé,1,out,non,288284
osier en dessous de 10 paumes,1,out,non,288284
osier fendu ou pelé,1,out,non,288284
osier torches,8,out,non,288284
osserie de Dieppe,8,out,non,288284
ouate,49,out,non,288284
ouate d'étoupes,1,out,non,288284
ouate de coton,6,cotton goods,non,9461
ouate de laine,1,out,non,288284
ouate de soie,3,out,non,288284
outil d'acier pur,1,out,oui,288284
outils,33,out,non,288284
outils à battre l'or,1,out,non,288284
outils à faire cartes et moules,1,out,non,288284
outils à soutirer le vin,4,out,non,288284
outils à sucre,1,out,non,288284
outils à tirer le vin au claire,1,out,non,288284
outils d'acier,1,,oui,1091
outils d'acier et de fer,5,out,non,288284
outils d'acier pur,2,out,non,288284
outils d'agriculture,1,out,non,288284
outils d'horlogerie,3,out,non,288284
outils d'imprimerie,6,out,non,288284
outils d'imprimerie et de marbre,1,out,non,288284
outils de cuisine,6,out,non,288284
outils de cuivre ou de laiton,2,out,non,288284
outils de fer,13,out,non,288284
outils de fer à forgeron,1,out,non,288284
outils de fer de forgeron,1,out,non,288284
outils de fer pur,2,out,non,288284
outils de fer rechargé d'acier,2,out,non,288284
outils de frecatage,1,out,non,288284
outils de labourage,3,out,non,288284
outils de lapidaire,1,out,non,288284
outils de marine,1,out,non,288284
outils de ménage,2,out,non,288284
outils de menuiserie,18,out,non,288284
outils de menuisier,1,out,non,288284
outils de moulins,1,out,non,288284
outils de moulins à papier,1,out,non,288284
outils de moulins de fer,4,out,non,288284
outils de pêche,67,out,non,288284
outils de pêche à la morue,6,,non,1091
outils de pêche au poisson frais,1,,non,1091
outils de pêche aux moules,1,,non,1091
outils de pêche par Marseille,1,out,non,288284
outils menuisier,1,out,non,288284
outils pour boulanger,1,out,non,288284
outils pour charpentier,7,out,non,288284
outils pour ferblantier,1,out,non,288284
outils pour la pêche,8,,non,1091
outils pour laboureur,1,out,non,288284
outils pour marchands de vin,1,out,non,288284
outils pour miroitier,1,out,non,288284
outils pour orfèvre,2,out,non,288284
outils pour ouvrier,1,out,non,288284
outils pour sécheurs,2,out,non,288284
outils pour tisserand,1,out,non,288284
outremer,1,out,non,288284
outres vides,2,out,non,288284
outres vieilles,1,,non,1091
ouvrages,6,out,non,288284
ouvrages ???,2,out,non,288284
ouvrages ??? à couvrir,1,out,non,288284
ouvrages brisés et vieux ouvrages de laiton,1,out,non,288284
ouvrages d'acier,8,out,non,288284
ouvrages d'agate,1,out,non,288284
ouvrages d'agate et agate chique,1,out,non,288284
ouvrages d'airain,4,out,non,288284
ouvrages d'albâtre,3,out,non,288284
ouvrages d'albâtre et ouvrages de bois et ouvrages de marbre,1,out,non,288284
ouvrages d'ambre,1,out,non,288284
ouvrages d'ambre jaune,1,out,non,288284
ouvrages d'architecture,1,out,non,288284
ouvrages d'argent,2,out,non,288284
ouvrages d'argent et d'or,5,out,non,288284
ouvrages d'argent et d'or et de soie,24,out,non,288284
ouvrages d'argent et d'or faux,2,out,non,288284
ouvrages d'argent et de soie,2,out,non,288284
ouvrages d'argent fil et soie,1,out,non,288284
ouvrages d'argent fin d'or et de soie,1,out,non,288284
ouvrages d'argent or et soie,1,out,non,288284
ouvrages d'argent plaqué,1,out,non,288284
ouvrages d'auf,39,out,non,288284
ouvrages d'auf bandeaux,1,out,non,288284
ouvrages d'auf en cousses,1,out,non,288284
ouvrages d'auf et de jonc,2,out,non,288284
ouvrages d'écaille,1,out,non,288284
ouvrages d'étain,519,out,non,288284
ouvrages d'horlogerie,9,out,non,288284
ouvrages d'horlogerie montés,3,out,non,288284
ouvrages d'industrie,6,out,non,288284
ouvrages d'industrie étrangers,2,out,non,288284
ouvrages d'ivoire,9,out,non,288284
ouvrages d'opium,1,out,non,288284
ouvrages d'optique,4,out,non,288284
ouvrages d'or,1,out,non,288284
ouvrages d'or faux,3,out,non,288284
ouvrages d'orfèvrerie,6,out,non,288284
ouvrages d'osier,12,out,non,288284
ouvrages de bergamotes,1,out,non,288284
ouvrages de bois,230,out,non,288284
ouvrages de bois de noyer,1,out,non,288284
ouvrages de bois de Saint-Claude,1,out,non,288284
ouvrages de bois de sapin,1,out,non,288284
ouvrages de bois doré,9,out,non,288284
ouvrages de bois en atelier de coluses,1,out,non,288284
