simplification_classification,nbr_occurences_simpl,coton_classification,obsolete,nbr_occurences_coton
bois fonçaille,1,not raw cotton,non,549530
bois fond à castor,1,not raw cotton,non,549530
bois fustet,102,not raw cotton,non,549530
bois gaïac,5,not raw cotton,non,549530
bois gros,3,not raw cotton,non,549530
bois jaune,257,not raw cotton,non,549530
bois jaune à teindre,1,not raw cotton,non,549530
bois jaune en bûches,1,not raw cotton,non,549530
bois jaune moulu,2,not raw cotton,non,549530
bois jaune râpé,3,not raw cotton,non,549530
bois joli,1,not raw cotton,non,549530
bois jonquette,1,not raw cotton,non,549530
bois long,1,not raw cotton,non,549530
bois lourd,1,not raw cotton,non,549530
bois marbré,28,not raw cotton,non,549530
bois marbré de 6 pieds,1,not raw cotton,non,549530
bois merrains à cardines,1,not raw cotton,non,549530
bois moulu,3,not raw cotton,non,549530
bois néphrétique,7,not raw cotton,non,549530
bois odorants,4,not raw cotton,non,549530
bois osier,34,not raw cotton,non,549530
bois ouvré,0,not raw cotton,oui,549530
bois ouvré pour bâtir,0,not raw cotton,oui,549530
bois ouvré pour bats,0,not raw cotton,oui,549530
bois palissandre,1,not raw cotton,non,549530
bois perible,2,not raw cotton,non,549530
bois petit de rouage,2,not raw cotton,non,549530
bois portatif dit neyster,1,not raw cotton,non,549530
bois pour arbalètes,1,not raw cotton,non,549530
bois pour banquière,1,not raw cotton,non,549530
bois pour barils,19,not raw cotton,non,549530
bois pour barils long,1,not raw cotton,non,549530
bois pour barils non scié,1,not raw cotton,non,549530
bois pour barils ordinaire,1,not raw cotton,non,549530
bois pour barils pour fond,1,not raw cotton,non,549530
bois pour barrique,4,not raw cotton,non,549530
bois pour basse,1,not raw cotton,non,549530
bois pour bâtir,70,not raw cotton,non,549530
bois pour bâtir de 14 pieds de long,1,not raw cotton,non,549530
bois pour bats,4,not raw cotton,non,549530
bois pour bâts,4,not raw cotton,non,549530
bois pour battes de chêne,1,not raw cotton,non,549530
bois pour boîtes,3,not raw cotton,non,549530
bois pour bordage,1,not raw cotton,non,549530
bois pour boucles,1,not raw cotton,non,549530
bois pour brûler,590,not raw cotton,non,549530
bois pour brûler d'orme,1,not raw cotton,non,549530
bois pour brûler de chêne,1,not raw cotton,non,549530
bois pour brûler de gite,1,not raw cotton,non,549530
bois pour brûler en ???,2,not raw cotton,non,549530
bois pour brûler et autres,2,not raw cotton,non,549530
bois pour brûler et fagots,1,not raw cotton,non,549530
bois pour cabanière,1,not raw cotton,non,549530
bois pour cercle,2,not raw cotton,non,549530
bois pour chaise,1,not raw cotton,non,549530
bois pour charpente,2,not raw cotton,non,549530
bois pour chocolat,1,not raw cotton,non,549530
bois pour comble,1,not raw cotton,non,549530
bois pour construction,455,not raw cotton,non,549530
bois pour construction de 22 pieds,1,not raw cotton,non,549530
bois pour construction de 40 pieds,1,not raw cotton,non,549530
bois pour construction de sapin,2,not raw cotton,non,549530
bois pour construction et planches de bois,1,not raw cotton,non,549530
bois pour construire ayant d'épaisseur 34 à 80 mm,2,not raw cotton,non,549530
bois pour construire ayant d'épaisseur 8 centimètres au moins,4,not raw cotton,non,549530
bois pour construire ayant d'épaisseur 8 centimètres ou moins,2,not raw cotton,non,549530
bois pour construire ayant reçu une première main-d'œuvre impropre à la construction navale,1,not raw cotton,non,549530
bois pour construire brut ou équarri à la hache,8,not raw cotton,non,549530
bois pour construire manche de fouines et pinceaux à goudron,3,not raw cotton,non,549530
bois pour construire scié ayant d'épaisseur moins de 34 et autres,1,not raw cotton,non,549530
bois pour construire scié ayant d'épaisseur moins de 34 mm et planches dites schom,1,not raw cotton,non,549530
bois pour construire scié ayant d'épaisseur plus de 8 centimètres,5,not raw cotton,non,549530
bois pour construire scié ayant d'épaisseur plus de 80 mm,2,not raw cotton,non,549530
bois pour corbeilles,4,not raw cotton,non,549530
bois pour corbin,27,not raw cotton,non,549530
bois pour crible,59,not raw cotton,non,549530
bois pour cribles,2,not raw cotton,non,549530
bois pour étuis,1,not raw cotton,non,549530
bois pour éventail,2,not raw cotton,non,549530
bois pour éventail de nacre de perle,1,not raw cotton,non,549530
bois pour faire sabot,1,not raw cotton,non,549530
bois pour faux,1,not raw cotton,non,549530
bois pour fond,8,not raw cotton,non,549530
bois pour fourreau,2,not raw cotton,non,549530
bois pour fourreau d'épée,7,not raw cotton,non,549530
bois pour fusil,3,not raw cotton,non,549530
bois pour futaille,4,not raw cotton,non,549530
bois pour gabares,4,,non,4126
bois pour gaine,3,not raw cotton,non,549530
bois pour instruments de musique,1,not raw cotton,non,549530
bois pour lattes,1,not raw cotton,non,549530
bois pour lit,1,not raw cotton,non,549530
bois pour mâts,1,not raw cotton,non,549530
bois pour mature,0,not raw cotton,oui,549530
bois pour mâtures,6,not raw cotton,non,549530
bois pour meuble,14,not raw cotton,non,549530
bois pour meubles,8,not raw cotton,non,549530
bois pour palissade,2,not raw cotton,non,549530
bois pour palissade et terrasse,1,not raw cotton,non,549530
bois pour paniers,4,not raw cotton,non,549530
bois pour parquet,1,not raw cotton,non,549530
bois pour peinture et teinture,3,not raw cotton,non,549530
bois pour pipe,10,not raw cotton,non,549530
bois pour plafond,2,not raw cotton,non,549530
bois pour poinçon,1,not raw cotton,non,549530
bois pour pompe,1,not raw cotton,non,549530
bois pour quilles de navire,1,not raw cotton,non,549530
bois pour sommier,5,not raw cotton,non,549530
bois pour tamis,27,not raw cotton,non,549530
bois pour tanin,1,not raw cotton,non,549530
bois pour tapis,1,not raw cotton,non,549530
bois pour teindre,360,not raw cotton,non,549530
bois pour teindre en bûches,14,not raw cotton,non,549530
bois pour teindre râpé,1,not raw cotton,non,549530
bois pour teinture,1,not raw cotton,non,549530
bois pour tierçon,2,not raw cotton,non,549530
bois pour tonneaux,17,not raw cotton,non,549530
bois pour violon,1,not raw cotton,non,549530
bois préparé pour charpente et autres ouvrages,1,not raw cotton,non,549530
bois préparé pour ouvrages,1,not raw cotton,non,549530
bois râpé,2,not raw cotton,non,549530
bois rosal,1,not raw cotton,non,549530
bois rouge,153,not raw cotton,non,549530
bois rouge des Indes,4,not raw cotton,non,549530
bois rouge pour teinture,2,not raw cotton,non,549530
bois rouge râpé,2,not raw cotton,non,549530
bois royal,1,not raw cotton,non,549530
bois royet,1,not raw cotton,non,549530
bois rozat,3,not raw cotton,non,549530
bois scié,49,not raw cotton,non,549530
bois soutreaux,1,not raw cotton,non,549530
bois sustek,9,not raw cotton,non,549530
bois tes peintes,2,not raw cotton,non,549530
bois tors,10,not raw cotton,non,549530
bois travaillé,12,not raw cotton,non,549530
bois travaillé pour construire une barrique,1,not raw cotton,non,549530
bois tropique,5,not raw cotton,non,549530
bois verni,7,not raw cotton,non,549530
bois vert,2,not raw cotton,non,549530
bois violet,26,not raw cotton,non,549530
boisellerie,7,not raw cotton,non,549530
boiseries,4,not raw cotton,non,549530
boisselerie et futailles,12,not raw cotton,non,549530
boissellerie,63,not raw cotton,non,549530
boissons,1,not raw cotton,non,549530
boissons de grains distillées,1,not raw cotton,non,549530
boissons gazeuses à la salsepareille,1,not raw cotton,non,549530
boîtes,12,not raw cotton,non,549530
boites à ??? de bois,1,not raw cotton,non,549530
boîtes assorties,1,not raw cotton,non,549530
boîtes blanches,3,not raw cotton,non,549530
boîtes d'argent,1,not raw cotton,non,549530
boîtes d'étain,1,not raw cotton,non,549530
boîtes d'olivier,1,not raw cotton,non,549530
boîtes de bergamotes,47,not raw cotton,non,549530
boîtes de bergamotes vernies,1,not raw cotton,non,549530
boîtes de bois,57,not raw cotton,non,549530
boites de bois blanc,2,not raw cotton,non,549530
boîtes de bois blanc,5,not raw cotton,non,549530
boîtes de bois d'olivier,1,not raw cotton,non,549530
boîtes de bois musqué,1,not raw cotton,non,549530
boîtes de bois vernies,1,,non,4126
boîtes de bois violet,1,not raw cotton,non,549530
boîtes de carton,3,not raw cotton,non,549530
boîtes de coupure,1,not raw cotton,non,549530
boîtes de fer,1,not raw cotton,non,549530
boîtes de fer-blanc,7,not raw cotton,non,549530
boîtes de fontes,1,not raw cotton,non,549530
boîtes de Nuremberg,1,not raw cotton,non,549530
boîtes de plomb,1,not raw cotton,non,549530
boîtes de quadrilles,5,not raw cotton,non,549530
boites de sapin,1,not raw cotton,non,549530
boîtes de sapin,24,not raw cotton,non,549530
boîtes de sapin blanc,1,not raw cotton,non,549530
boîtes de sapin peintes,9,not raw cotton,non,549530
boîtes et plateaux,1,not raw cotton,non,549530
boîtes peintes,4,not raw cotton,non,549530
boîtes vernies,1,not raw cotton,non,549530
boitiers,1,not raw cotton,non,549530
bol,21,not raw cotton,non,549530
bol blanc,1,not raw cotton,non,549530
bol commun,4,not raw cotton,non,549530
bol d'Arménie,19,not raw cotton,non,549530
bol d'Arménie et terre de Lemnos,2,not raw cotton,non,549530
bol d'arsenic,1,not raw cotton,non,549530
bol et planches,1,not raw cotton,non,549530
bol fin,1,not raw cotton,non,549530
bolbet de coton,1,not raw cotton,non,549530
boldavid,2,not raw cotton,non,549530
boldes d'Espagne,1,not raw cotton,non,549530
bolsas,1,not raw cotton,non,549530
bombardes,1,not raw cotton,non,549530
bombardes de cuivre,1,not raw cotton,non,549530
bombardes de fer,1,not raw cotton,non,549530
bombasin,22,not raw cotton,non,549530
bombasin de Troyes,1,not raw cotton,non,549530
Bombay,1,not raw cotton,non,549530
bombes,5,not raw cotton,non,549530
bombes de cuivre,2,not raw cotton,non,549530
bombes de cuivre à thé,1,not raw cotton,non,549530
bombes de fer,1,not raw cotton,non,549530
bombes et boulets,3,not raw cotton,non,549530
bombes et canons,3,not raw cotton,non,549530
bombes et grenade,1,not raw cotton,non,549530
bombets,1,not raw cotton,non,549530
bombets de demitte,2,not raw cotton,non,549530
bombets de demitte et corsets de demitte,1,not raw cotton,non,549530
bonbons,5,not raw cotton,non,549530
bonbons et sorbets,2,not raw cotton,non,549530
bondes de bois,1,not raw cotton,non,549530
bongras ammoniac,1,not raw cotton,non,549530
bongras animal,1,not raw cotton,non,549530
bonneterie,375,not raw cotton,non,549530
bonneterie ???,3,not raw cotton,non,549530
bonneterie commune de coton et bonneterie commune de laine,5,not raw cotton,non,549530
bonneterie d'estam,1,not raw cotton,non,549530
bonneterie d'Inde de poil,1,not raw cotton,non,549530
bonneterie de bourre de fil,1,not raw cotton,non,549530
bonneterie de bourre de soie,5,not raw cotton,non,549530
bonneterie de chanvre et de lin,5,not raw cotton,non,549530
bonneterie de chanvre et lin,2,not raw cotton,non,549530
bonneterie de coton,164,not raw cotton,non,549530
bonneterie de coton et bonneterie de fil,42,not raw cotton,non,549530
bonneterie de coton et bonneterie de fil et bonneterie de laine,16,not raw cotton,non,549530
bonneterie de coton et bonneterie de laine,1,not raw cotton,non,549530
bonneterie de coton et bonneterie de soie,1,not raw cotton,non,549530
bonneterie de fil,85,not raw cotton,non,549530
bonneterie de fil de coton,1,not raw cotton,non,549530
bonneterie de fil et bonneterie de coton,17,not raw cotton,non,549530
bonneterie de fil et coton en laine,1,not raw cotton,non,549530
bonneterie de filin d'or,3,not raw cotton,non,549530
bonneterie de filoselle,23,not raw cotton,non,549530
bonneterie de fleuret,11,not raw cotton,non,549530
bonneterie de laine,338,not raw cotton,non,549530
bonneterie de laine ???,1,not raw cotton,non,549530
bonneterie de laine et bonneterie de coton,1,not raw cotton,non,549530
bonneterie de laine et bonneterie poil,12,not raw cotton,non,549530
bonneterie de laine et soie,2,not raw cotton,non,549530
bonneterie de laine fine,1,not raw cotton,non,549530
bonneterie de laine tricots,1,not raw cotton,non,549530
bonneterie de lapin de poil,1,not raw cotton,non,549530
bonneterie de poil autre que castor,2,not raw cotton,non,549530
bonneterie de soie,555,not raw cotton,non,549530
bonneterie de soie au sixième,3,not raw cotton,non,549530
bonneterie de soie et dorure,3,not raw cotton,non,549530
bonneterie écarlate,1,not raw cotton,non,549530
bonneterie étoffes et tapis de poil,3,not raw cotton,non,549530
bonneterie fil et bonneterie de coton,1,not raw cotton,non,549530
bonnets,13,not raw cotton,non,549530
bonnets à cheveux,1,,non,4126
bonnets à dentelle,2,not raw cotton,non,549530
bonnets à nègre,1,,non,4126
bonnets brodés d'argent,1,not raw cotton,non,549530
bonnets brodés d'or,2,not raw cotton,non,549530
bonnets brodés de fil,2,not raw cotton,non,549530
bonnets brodés de laine,1,,non,4126
bonnets d'enfant,8,not raw cotton,non,549530
bonnets d'enfant de velours et bonnets à la postillonne,2,not raw cotton,non,549530
bonnets d'étoffe,2,not raw cotton,non,549530
bonnets d'homme,1,not raw cotton,non,549530
bonnets de basin,2,not raw cotton,non,549530
bonnets de blonde,2,not raw cotton,non,549530
bonnets de bois,1,not raw cotton,non,549530
bonnets de castor,2,not raw cotton,non,549530
bonnets de castor brodés,1,not raw cotton,non,549530
bonnets de coton,362,not raw cotton,non,549530
bonnets de coton et bonnets de fil,1,not raw cotton,non,549530
bonnets de coton et fil et laine,1,not raw cotton,non,549530
bonnets de dentelle,1,not raw cotton,non,549530
bonnets de femme,1,not raw cotton,non,549530
bonnets de fer-blanc à la turc,1,not raw cotton,non,549530
bonnets de fil,69,not raw cotton,non,549530
bonnets de fil et bas,1,not raw cotton,non,549530
bonnets de fil et bonnets de coton,9,not raw cotton,non,549530
bonnets de filosel,1,not raw cotton,non,549530
bonnets de gaze,1,not raw cotton,non,549530
bonnets de grenadine,1,not raw cotton,non,549530
bonnets de laine,589,not raw cotton,non,549530
bonnets de laine ???,1,not raw cotton,non,549530
bonnets de laine commune,1,not raw cotton,non,549530
bonnets de laine communs,1,not raw cotton,non,549530
bonnets de laine de Ségovie,3,,non,4126
bonnets de laine et bonnets de fil et bonnets de coton,1,not raw cotton,non,549530
bonnets de laine fin,2,not raw cotton,non,549530
bonnets de laine grasse,2,not raw cotton,non,549530
bonnets de laine grosse,1,not raw cotton,non,549530
bonnets de paille,2,not raw cotton,non,549530
bonnets de peau,1,not raw cotton,non,549530
bonnets de postillons,1,not raw cotton,non,549530
bonnets de prêtre,1,not raw cotton,non,549530
bonnets de prise,0,not raw cotton,oui,549530
bonnets de soie,17,not raw cotton,non,549530
bonnets de taffetas,3,not raw cotton,non,549530
bonnets de taffetas bordés d'argent,1,,non,4126
bonnets de toile,9,not raw cotton,non,549530
bonnets de toile cirée,3,not raw cotton,non,549530
bonnets de velours,7,not raw cotton,non,549530
bonnets de velours brodés,1,not raw cotton,non,549530
bonnets des prises,1,not raw cotton,non,549530
bonnets écarlates,2,not raw cotton,non,549530
bonnets et chaussettes de coton,1,not raw cotton,non,549530
bonnets et soutane,1,,non,4126
bonnets grossiers de laine,1,not raw cotton,non,549530
bonnets montés,1,not raw cotton,non,549530
bonnets piqués,10,not raw cotton,non,549530
bonnets piqués et carcasse et fer à coiffures,2,not raw cotton,non,549530
borax,285,not raw cotton,non,549530
borax brut,10,not raw cotton,non,549530
borax gras,9,not raw cotton,non,549530
borax raffiné,26,not raw cotton,non,549530
bordage,13,not raw cotton,non,549530
bordage de chêne,116,not raw cotton,non,549530
bordage de chêne de 15 pieds,3,not raw cotton,non,549530
bordage de chêne de 24 pieds,1,not raw cotton,non,549530
bordage de chêne de 27 pieds,1,not raw cotton,non,549530
bordage de chêne de 30 à 40 pieds,1,not raw cotton,non,549530
bordage de chêne de 30 à 40 pieds à 3 et 4 pouces d'épaisseur,1,not raw cotton,non,549530
bordage de cyprès,1,not raw cotton,non,549530
bordage de pin,1,not raw cotton,non,549530
bordage de sapin,22,not raw cotton,non,549530
bordage de sapin de 20 pieds,1,not raw cotton,non,549530
bordage pour navire,1,not raw cotton,non,549530
