simplification,nbr_occurences_simpl,beaver,obsolete,nbr_occurences_beaver
teinture cerise,2,No link with beaver,non,554828
teinture commune,1,No link with beaver,non,554828
teinture d'herbes,1,No link with beaver,non,554828
teinture jaune,1,No link with beaver,non,554828
teinture pour les filets,1,No link with beaver,non,554828
teinture préparée,1,No link with beaver,non,554828
tejenes de cuivre,1,No link with beaver,non,554828
télescope,9,No link with beaver,non,554828
télescope de bois uni,1,No link with beaver,non,554828
télescope de cuivre poli,1,No link with beaver,non,554828
temparille,2,No link with beaver,non,554828
tenaille,3,No link with beaver,non,554828
tenaille de fer,2,No link with beaver,non,554828
tenaille grossière,2,No link with beaver,non,554828
tendeurs pour voile,3,No link with beaver,non,554828
tenelle d'espars,1,No link with beaver,non,554828
tenevie,1,No link with beaver,non,554828
tentes,2,No link with beaver,non,554828
tentes canonnières,1,No link with beaver,non,554828
tentes et voile,1,No link with beaver,non,554828
tentes et voile en rolles ou pièces,2,No link with beaver,non,554828
tepaye des Indes,1,No link with beaver,non,554828
tepays,10,No link with beaver,non,554828
terc,4,No link with beaver,non,554828
térébenthine,562,No link with beaver,non,554828
térébenthine commune,2,No link with beaver,non,554828
térébenthine compacte,45,No link with beaver,non,554828
térébenthine d' ???,1,No link with beaver,non,554828
térébenthine de bergamote,1,No link with beaver,non,554828
térébenthine de Venise,6,No link with beaver,non,554828
térébenthine en essence et en huile et en pâte,19,,non,2639
térébenthine en essence et térébenthine en huile et térébenthine en pâte,19,No link with beaver,oui,554828
térébenthine en pâte,20,No link with beaver,non,554828
térébenthine essence,50,No link with beaver,non,554828
térébenthine grosse,1,No link with beaver,non,554828
térébenthine liquide,44,No link with beaver,non,554828
terendine,5,No link with beaver,non,554828
terixe,1,No link with beaver,non,554828
ternilles,1,No link with beaver,non,554828
terraille,259,No link with beaver,non,554828
terraille blanche,18,No link with beaver,non,554828
terraille commune,47,No link with beaver,non,554828
terraille de brin ???,1,No link with beaver,non,554828
terraille de Gênes,4,No link with beaver,non,554828
terraille de Gênes noire,2,No link with beaver,non,554828
terraille de grès,18,No link with beaver,non,554828
terraille de terre,4,No link with beaver,non,554828
terraille grise,1,No link with beaver,non,554828
terraille grosse,2,No link with beaver,non,554828
terraille grossière,1,No link with beaver,non,554828
terraille minime,1,No link with beaver,non,554828
terraille noire,14,No link with beaver,non,554828
terraillon de grès,1,No link with beaver,non,554828
terraque,1,No link with beaver,non,554828
terrasse,1,No link with beaver,non,554828
terre,64,No link with beaver,non,554828
terre ?,4,No link with beaver,non,554828
terre à bâtir,9,No link with beaver,non,554828
terre à brûler,1,No link with beaver,non,554828
terre à ciment,20,No link with beaver,non,554828
terre à cimenter,2,No link with beaver,non,554828
terre à faïence,24,No link with beaver,non,554828
terre à faïence commune,1,No link with beaver,non,554828
terre à fouler,1,No link with beaver,non,554828
terre à fouler et à potier,1,No link with beaver,non,554828
terre à foulon,45,No link with beaver,non,554828
terre à nettoyer,1,No link with beaver,non,554828
terre à piment,1,No link with beaver,non,554828
terre à pipes,23,No link with beaver,non,554828
terre à porcelaine,5,No link with beaver,non,554828
terre à poterie,1,No link with beaver,non,554828
terre à potier,133,No link with beaver,non,554828
terre à pots à sucre,1,No link with beaver,non,554828
terre à raffiner le sucre,1,No link with beaver,non,554828
terre à sucre,69,No link with beaver,non,554828
terre à teindre,1,No link with beaver,non,554828
terre blanche,11,No link with beaver,non,554828
terre ciselée,2,No link with beaver,non,554828
terre commune,1,No link with beaver,non,554828
terre d'émeri,3,No link with beaver,non,554828
terre d'ombre,167,No link with beaver,non,554828
terre d'ombre de Cologne et de rocou,1,No link with beaver,non,554828
terre d'ombre et terre pour la peinture,4,No link with beaver,non,554828
terre d'orfèvre,4,No link with beaver,non,554828
terre de Bologne,1,No link with beaver,non,554828
terre de Boulogne,1,No link with beaver,non,554828
terre de ciment,8,No link with beaver,non,554828
terre de Cologne,6,No link with beaver,non,554828
terre de corail,2,No link with beaver,non,554828
terre de creusets,2,No link with beaver,non,554828
terre de cristal,1,No link with beaver,non,554828
terre de foulon,4,No link with beaver,non,554828
terre de graide,1,No link with beaver,non,554828
terre de grès,10,No link with beaver,non,554828
terre de Hongrie,1,No link with beaver,non,554828
terre de marne,6,No link with beaver,non,554828
terre de marne et argile,7,No link with beaver,non,554828
terre de marne et engrais,17,No link with beaver,non,554828
terre de mine,3,No link with beaver,non,554828
terre de monnaie,1,No link with beaver,non,554828
terre de mulardeau,1,No link with beaver,non,554828
terre de myrthe,1,No link with beaver,non,554828
terre de pipes,27,No link with beaver,non,554828
terre de plomb,30,No link with beaver,non,554828
terre de poil,1,No link with beaver,non,554828
terre de porcelaine,182,No link with beaver,non,554828
terre de pouzzolane,1,No link with beaver,non,554828
terre de rocou,5,No link with beaver,non,554828
terre de Rome,1,No link with beaver,non,554828
terre de Rouen,1,No link with beaver,non,554828
terre de satine,2,No link with beaver,non,554828
terre de Vérone,7,No link with beaver,non,554828
terre de Vérone verte,1,No link with beaver,non,554828
terre de verrerie,3,No link with beaver,non,554828
terre dite souda,1,No link with beaver,non,554828
terre du Faubourg Saint-Antoine,1,No link with beaver,non,554828
terre du Limousin,2,No link with beaver,non,554828
terre glaise,7,No link with beaver,non,554828
terre grasse,37,No link with beaver,non,554828
terre houille,1,No link with beaver,non,554828
terre jaune,19,No link with beaver,non,554828
terre maganaise,3,No link with beaver,non,554828
terre maganaize,1,No link with beaver,non,554828
terre manganèse,12,No link with beaver,non,554828
terre noire,1,No link with beaver,non,554828
terre pour le goudron,1,No link with beaver,non,554828
terre pour pipes et à potier,1,No link with beaver,non,554828
terre pour teinture,1,No link with beaver,non,554828
terre pour verrerie,2,No link with beaver,non,554828
terre pourrie,3,No link with beaver,non,554828
terre pouzolanne,8,No link with beaver,oui,554828
terre pouzzolane,11,No link with beaver,non,554828
terre rouge,33,No link with beaver,non,554828
terre sigillée,21,No link with beaver,non,554828
terre silvestre,1,No link with beaver,non,554828
terre vernie,1,No link with beaver,non,554828
terre verte,16,No link with beaver,non,554828
terrementil,1,No link with beaver,non,554828
terrerie,18,No link with beaver,non,554828
terrerie blanche,1,No link with beaver,non,554828
terrerie de grès,2,No link with beaver,non,554828
terrier de fer,2,No link with beaver,non,554828
terrine,1,No link with beaver,non,554828
terrine de grès,1,No link with beaver,non,554828
têtes à perruques,4,No link with beaver,non,554828
têtes brodées et de basin,1,No link with beaver,non,554828
têtes de cabillaud,1,No link with beaver,non,554828
têtes de carabé,1,No link with beaver,non,554828
têtes de choux,3,No link with beaver,non,554828
têtes de clou de girofle,1,No link with beaver,non,554828
têtes de clous,1,No link with beaver,non,554828
têtes de cuir,1,No link with beaver,non,554828
têtes de cuir et en poil,18,No link with beaver,non,554828
têtes de cuivre en poêle,1,No link with beaver,non,554828
têtes de girofle,8,No link with beaver,non,554828
têtes de morue,4,No link with beaver,non,554828
têtes de morue des Indes,1,No link with beaver,non,554828
têtes de pavot,1,No link with beaver,non,554828
thé,1779,No link with beaver,non,554828
thé ???,2,No link with beaver,non,554828
the bou,1,No link with beaver,non,554828
thé bou,45,No link with beaver,non,554828
thé cambou,12,No link with beaver,non,554828
thé des entrepôts,1,No link with beaver,non,554828
thé des Indes,14,No link with beaver,non,554828
thé du pays,1,No link with beaver,oui,554828
thé en fleurs blanc,1,No link with beaver,non,554828
thé et porcelaine,1,No link with beaver,non,554828
thé étranger,1,No link with beaver,non,554828
thé étranger par Strasbourg,1,No link with beaver,non,554828
thé filé,1,No link with beaver,non,554828
thé haysswen,3,No link with beaver,non,554828
thé impérial,11,No link with beaver,non,554828
thé ordinaire,1,No link with beaver,non,554828
thé par Dunkerque,1,No link with beaver,non,554828
thé par Pontarlier et Saint-Louis,1,No link with beaver,non,554828
thé pays,1,,non,2639
thé pékan,5,No link with beaver,non,554828
thé roux,6,No link with beaver,non,554828
thé saotchaon,1,No link with beaver,non,554828
thé saoul,3,No link with beaver,non,554828
thé souchon,6,No link with beaver,non,554828
thé tonkay,1,No link with beaver,non,554828
thé vert,39,No link with beaver,non,554828
thé vert commun,2,No link with beaver,non,554828
thé vert saoul,6,No link with beaver,non,554828
théières,3,No link with beaver,non,554828
théières d'étain,11,No link with beaver,non,554828
théières de cuivre,5,No link with beaver,non,554828
théières de fer-blanc,1,No link with beaver,non,554828
théières de métal,2,No link with beaver,non,554828
théières de terre noire,1,No link with beaver,non,554828
theloc,1,No link with beaver,non,554828
thepays,6,No link with beaver,non,554828
thériaque,150,No link with beaver,non,554828
thériaque de Venise,1,No link with beaver,non,554828
thermomètre,2,No link with beaver,non,554828
thon,7,No link with beaver,non,554828
thon à l'huile,3,No link with beaver,non,554828
thon frais,29,No link with beaver,non,554828
thon mariné,441,No link with beaver,non,554828
thon mariné au vinaigre,2,No link with beaver,non,554828
thon mariné et salé,9,No link with beaver,non,554828
thon salé,113,No link with beaver,non,554828
thon sec,1,No link with beaver,non,554828
thon thonine,24,No link with beaver,non,554828
thonine,69,No link with beaver,non,554828
thonine salée,1,No link with beaver,non,554828
tierçon en jarre,1,No link with beaver,non,554828
tierçons de bois,1,No link with beaver,non,554828
tierçons en bottes,1,No link with beaver,non,554828
tiers à tonneau,1,No link with beaver,non,554828
tiges de bottes,1,No link with beaver,non,554828
tigois,1,No link with beaver,non,554828
tilles à tonnelier,1,No link with beaver,non,554828
tilleul,3,No link with beaver,non,554828
timbres,1,No link with beaver,non,554828
timon,1,No link with beaver,non,554828
tin canarie,1,No link with beaver,non,554828
tinettes,2,No link with beaver,non,554828
tires-bouchons d'acier,1,No link with beaver,non,554828
tiretaine,13,No link with beaver,non,554828
tiretaine de laine,2,No link with beaver,non,554828
tiretaine et miselaine,1,No link with beaver,non,554828
tiretaine et miselaine aune,1,No link with beaver,non,554828
tobines,1,No link with beaver,non,554828
tobines de Hollande,1,No link with beaver,non,554828
toile,754,No link with beaver,non,554828
toile ???,23,No link with beaver,non,554828
toile ...,17,No link with beaver,non,554828
toile 3/4,1,No link with beaver,non,554828
toile a ???,1,No link with beaver,non,554828
toile à 4 fils,5,No link with beaver,non,554828
toile à bas,7,No link with beaver,non,554828
toile à bas prix blanche de lin,1,No link with beaver,non,554828
toile à bas prix blanche et de coton,1,No link with beaver,non,554828
toile à bas prix de chanvre,1,No link with beaver,non,554828
toile à bas prix de coton et imprimée,2,No link with beaver,non,554828
toile à bâts,13,No link with beaver,non,554828
toile à bluteaux,2,No link with beaver,non,554828
toile à bouquets de laine de coton,2,No link with beaver,non,554828
toile à Bretagne,1,No link with beaver,oui,554828
toile à canevas,4,No link with beaver,non,554828
toile à carreaux,262,No link with beaver,non,554828
toile à carreaux de fil et de laine,1,No link with beaver,non,554828
toile à carreaux de Rouen,2,No link with beaver,non,554828
toile à carreaux et à matelas,4,No link with beaver,non,554828
toile à carreaux et de coton,5,No link with beaver,non,554828
toile à carreaux et de coutil,56,No link with beaver,non,554828
toile à carreaux et de lin,11,No link with beaver,non,554828
