simplification,nbr_occurences_simpl,obsolete,porcelaine,nbr_occurences_porcelaine
laine en ???,2,non,Sans lien avec la porcelaine,815441
laine en boules,2,non,,37165
laine en côtes,6,non,Sans lien avec la porcelaine,815441
laine en crin,2,non,Sans lien avec la porcelaine,815441
laine en flotte,1,non,Sans lien avec la porcelaine,815441
laine en lain,2,non,Sans lien avec la porcelaine,815441
laine en masses,4,non,Sans lien avec la porcelaine,815441
laine en pelote,1,non,,37165
laine en poil de chameau,8,non,Sans lien avec la porcelaine,815441
laine en rames,37,non,Sans lien avec la porcelaine,815441
laine en Renne,1,non,Sans lien avec la porcelaine,815441
laine en ronces,1,non,,37165
laine en suint,101,non,Sans lien avec la porcelaine,815441
laine en toison,35,non,Sans lien avec la porcelaine,815441
laine épurée surfine,1,non,Sans lien avec la porcelaine,815441
laine et filoselle,1,non,Sans lien avec la porcelaine,815441
laine fine,38,non,Sans lien avec la porcelaine,815441
laine fine de Rome,1,non,Sans lien avec la porcelaine,815441
laine fine en rames,3,non,Sans lien avec la porcelaine,815441
laine fine en suint,1,non,Sans lien avec la porcelaine,815441
laine fine épurée,1,non,Sans lien avec la porcelaine,815441
laine fine et de chevron,9,non,Sans lien avec la porcelaine,815441
laine fine lavée,1,non,Sans lien avec la porcelaine,815441
laine fine lavée à chaud,4,non,Sans lien avec la porcelaine,815441
laine fine lavée à froid,6,non,Sans lien avec la porcelaine,815441
laine fine mérinos en suint,10,non,Sans lien avec la porcelaine,815441
laine fine mérinos lavée,14,non,Sans lien avec la porcelaine,815441
laine grasse,11,non,,37165
laine grasse de Barbarie,1,non,,37165
laine grasse ou en suin,4,non,Sans lien avec la porcelaine,815441
laine gromures,1,non,Sans lien avec la porcelaine,815441
laine grosse,35,non,Sans lien avec la porcelaine,815441
laine l'ance,1,non,Sans lien avec la porcelaine,815441
laine lavée,728,non,Sans lien avec la porcelaine,815441
laine lavée à chaud surfine,4,non,Sans lien avec la porcelaine,815441
laine lavée à froid surfine,4,non,Sans lien avec la porcelaine,815441
laine lavée mérinos et métis,1,non,Sans lien avec la porcelaine,815441
laine lavée pelade,1,non,Sans lien avec la porcelaine,815441
laine lavée surge,1,non,Sans lien avec la porcelaine,815441
laine mêlée,1,non,Sans lien avec la porcelaine,815441
laine menue,3,non,Sans lien avec la porcelaine,815441
laine mérinos en suint,6,non,Sans lien avec la porcelaine,815441
laine mérinos et lavée et en suint,28,non,Sans lien avec la porcelaine,815441
laine mérinos lavée,23,non,Sans lien avec la porcelaine,815441
laine noire,3,non,,37165
laine non filée,54,non,Sans lien avec la porcelaine,815441
laine non filée lavée,5,non,Sans lien avec la porcelaine,815441
laine non peignée,49,non,Sans lien avec la porcelaine,815441
laine ordinaire,69,non,Sans lien avec la porcelaine,815441
laine ordinaire en masse,30,non,Sans lien avec la porcelaine,815441
laine panorme,1,non,Sans lien avec la porcelaine,815441
laine par Abbeville,1,non,Sans lien avec la porcelaine,815441
laine par Cherbourg et Granville et Morlaix,1,non,Sans lien avec la porcelaine,815441
laine par Marseille,1,non,Sans lien avec la porcelaine,815441
laine peignée,284,non,Sans lien avec la porcelaine,815441
laine peignée et filée,1,non,Sans lien avec la porcelaine,815441
laine pelade,132,non,Sans lien avec la porcelaine,815441
laine pelade et serge,1,non,Sans lien avec la porcelaine,815441
laine pelleterie,1,non,Sans lien avec la porcelaine,815441
laine peluches ???,2,oui,Sans lien avec la porcelaine,815441
laine petite,1,non,Sans lien avec la porcelaine,815441
laine place,2,non,Sans lien avec la porcelaine,815441
laine pour chapeliers,11,non,Sans lien avec la porcelaine,815441
laine pour navire de Hollande avec certificats de consul,1,non,Sans lien avec la porcelaine,815441
laine pour tapisserie,2,non,,37165
laine rousse,3,non,Sans lien avec la porcelaine,815441
laine seconde,1,non,,37165
laine suin,2,non,Sans lien avec la porcelaine,815441
laine tannée,1,non,Sans lien avec la porcelaine,815441
laine teinte,18,non,Sans lien avec la porcelaine,815441
laine toison,3,non,Sans lien avec la porcelaine,815441
laine tressée,1,non,Sans lien avec la porcelaine,815441
laine vivante,1,non,Sans lien avec la porcelaine,815441
lainerie,1,non,Sans lien avec la porcelaine,815441
lait battu,11,non,Sans lien avec la porcelaine,815441
lait de Virginie,1,non,,37165
lait doux,20,non,Sans lien avec la porcelaine,815441
laiton,260,non,Sans lien avec la porcelaine,815441
laiton battu,1,non,,37165
laiton battu ou coulé ou laminé,2,non,Sans lien avec la porcelaine,815441
laiton battu ou laminé,5,non,Sans lien avec la porcelaine,815441
laiton braisé,5,non,Sans lien avec la porcelaine,815441
laiton brun,3,non,Sans lien avec la porcelaine,815441
laiton brut,4,non,Sans lien avec la porcelaine,815441
laiton coulé en barres ou plaques,1,non,Sans lien avec la porcelaine,815441
laiton coulé en barres ou plaques régulières,1,non,Sans lien avec la porcelaine,815441
laiton coulé en masses brutes,3,non,Sans lien avec la porcelaine,815441
laiton cuivré,2,non,Sans lien avec la porcelaine,815441
laiton en barres ou plaques régulières,2,non,Sans lien avec la porcelaine,815441
laiton en feuilles,67,non,Sans lien avec la porcelaine,815441
laiton en masses brutes,3,non,Sans lien avec la porcelaine,815441
laiton en planches pour les fabriques,1,non,Sans lien avec la porcelaine,815441
laiton en rouleau,1,non,Sans lien avec la porcelaine,815441
laiton et cuivre,6,non,Sans lien avec la porcelaine,815441
laiton gratté,69,non,Sans lien avec la porcelaine,815441
laiton gravé,2,non,Sans lien avec la porcelaine,815441
laiton gravé ou gratté,2,non,Sans lien avec la porcelaine,815441
laiton neuf,3,non,Sans lien avec la porcelaine,815441
laiton noir,1,non,Sans lien avec la porcelaine,815441
laiton non gratté,1,non,Sans lien avec la porcelaine,815441
laiton vieux,18,non,Sans lien avec la porcelaine,815441
lakmoes,130,non,Sans lien avec la porcelaine,815441
lakuires,0,non,Sans lien avec la porcelaine,815441
lama,1,non,Sans lien avec la porcelaine,815441
lambris,1,non,Sans lien avec la porcelaine,815441
lames,1,non,Sans lien avec la porcelaine,815441
lames d'acier,5,non,Sans lien avec la porcelaine,815441
lames d'argent,2,non,Sans lien avec la porcelaine,815441
lames d'épée,69,non,Sans lien avec la porcelaine,815441
lames d'épée et de fleuret,4,non,Sans lien avec la porcelaine,815441
lames d'épée et de sabres,102,non,Sans lien avec la porcelaine,815441
lames d'or,1,non,Sans lien avec la porcelaine,815441
lames d'or par Marseille,1,non,Sans lien avec la porcelaine,815441
lames de couteaux,1,non,Sans lien avec la porcelaine,815441
lames de couteaux de chasse,2,non,Sans lien avec la porcelaine,815441
lames de coutelas,2,non,Sans lien avec la porcelaine,815441
lames de cuivre,2,non,Sans lien avec la porcelaine,815441
lames de fer,1,non,Sans lien avec la porcelaine,815441
lames de fleuret,7,non,Sans lien avec la porcelaine,815441
lames de rasoirs,1,non,Sans lien avec la porcelaine,815441
lames de sabre,26,non,Sans lien avec la porcelaine,815441
lames de sabres,4,non,Sans lien avec la porcelaine,815441
lames en fer,45,non,Sans lien avec la porcelaine,815441
lampareille de laine,3,non,Sans lien avec la porcelaine,815441
lampareille de Lille,2,non,Sans lien avec la porcelaine,815441
lampareille de poil,88,non,Sans lien avec la porcelaine,815441
lampareille et polimi,13,non,Sans lien avec la porcelaine,815441
lampas,0,non,Sans lien avec la porcelaine,815441
lampas de soie,1,non,Sans lien avec la porcelaine,815441
lampas pièces larges,3,non,Sans lien avec la porcelaine,815441
lampes,54,non,Sans lien avec la porcelaine,815441
lampes à air en cuivre de la manufacture royale à Versoix,1,non,,37165
lampes à la quinpot,1,non,Sans lien avec la porcelaine,815441
lampes d'argent,2,non,Sans lien avec la porcelaine,815441
lampes de cristal,1,non,Sans lien avec la porcelaine,815441
lampes de cuivre,3,non,Sans lien avec la porcelaine,815441
lampes de fer,10,non,Sans lien avec la porcelaine,815441
lampes de fer-blanc,4,non,Sans lien avec la porcelaine,815441
lampes de laiton,1,non,Sans lien avec la porcelaine,815441
lampes de terre,1,non,Sans lien avec la porcelaine,815441
lampes de verre,2,non,Sans lien avec la porcelaine,815441
lampes de verres,1,non,Sans lien avec la porcelaine,815441
lampes économiques,1,non,Sans lien avec la porcelaine,815441
lampions de fer,1,non,Sans lien avec la porcelaine,815441
lamproies,70,non,Sans lien avec la porcelaine,815441
lances,865,non,Sans lien avec la porcelaine,815441
lances et beauprés,1,non,Sans lien avec la porcelaine,815441
lances et mâts,2,non,Sans lien avec la porcelaine,815441
lancets à arroser voile,1,non,Sans lien avec la porcelaine,815441
lanchez,1,non,Sans lien avec la porcelaine,815441
langues,26,non,Sans lien avec la porcelaine,815441
langues de bœuf,77,non,Sans lien avec la porcelaine,815441
langues de bœuf en saumure,1,non,Sans lien avec la porcelaine,815441
langues de bœuf et langues de vache,101,non,Sans lien avec la porcelaine,815441
langues de bœuf fourrées,14,non,Sans lien avec la porcelaine,815441
langues de bœuf salées,29,non,Sans lien avec la porcelaine,815441
langues de cabillaud,5,non,Sans lien avec la porcelaine,815441
langues de cochon,2,non,Sans lien avec la porcelaine,815441
langues de morue,54,non,Sans lien avec la porcelaine,815441
langues de mouton,12,non,Sans lien avec la porcelaine,815441
langues de porc,,oui,Sans lien avec la porcelaine,815441
langues de porc salées,,oui,Sans lien avec la porcelaine,815441
langues de porcs,2,non,,37165
langues de porcs saléses,5,non,,37165
langues et noix de morue,5,oui,Sans lien avec la porcelaine,815441
langues et noves,1,oui,Sans lien avec la porcelaine,815441
langues et noves de morue,13,non,Sans lien avec la porcelaine,815441
langues et têtes de morue,1,non,,37165
langues et yeux de cerf,1,non,Sans lien avec la porcelaine,815441
langues fumées,71,non,Sans lien avec la porcelaine,815441
langues salées,219,non,Sans lien avec la porcelaine,815441
lanières de cuirs de bœuf,1,non,,37165
lanillas,25,non,Sans lien avec la porcelaine,815441
lanillas de laine,1,non,Sans lien avec la porcelaine,815441
lanillas de poil,20,non,Sans lien avec la porcelaine,815441
lanis à cacheter,0,non,Sans lien avec la porcelaine,815441
lanternes,129,non,Sans lien avec la porcelaine,815441
lanternes d'escalier,1,non,Sans lien avec la porcelaine,815441
lanternes de corne,1,non,Sans lien avec la porcelaine,815441
lanternes de cristal,2,non,Sans lien avec la porcelaine,815441
lanternes de fer-blanc,2,non,Sans lien avec la porcelaine,815441
lanternes de verre,8,non,Sans lien avec la porcelaine,815441
lanternes de verre décoré,1,non,Sans lien avec la porcelaine,815441
lanternes magiques,1,non,Sans lien avec la porcelaine,815441
lapereaux,1,non,Sans lien avec la porcelaine,815441
lapines,1,non,Sans lien avec la porcelaine,815441
lapins,18,non,Sans lien avec la porcelaine,815441
lapis,2,non,Sans lien avec la porcelaine,815441
lapis lazuli,6,non,Sans lien avec la porcelaine,815441
laque,13,non,Sans lien avec la porcelaine,815441
laque de Florence,58,non,Sans lien avec la porcelaine,815441
laque de Venise,13,non,Sans lien avec la porcelaine,815441
laque en bois,3,non,Sans lien avec la porcelaine,815441
laque en feuilles,4,non,Sans lien avec la porcelaine,815441
laque en graine,2,non,,37165
laque en graines,2,oui,Sans lien avec la porcelaine,815441
laque en poudre,1,non,Sans lien avec la porcelaine,815441
laque fausse,1,non,Sans lien avec la porcelaine,815441
laque fine,1,non,Sans lien avec la porcelaine,815441
laque naturelle,7,non,Sans lien avec la porcelaine,815441
laque pale,1,non,Sans lien avec la porcelaine,815441
laque plane,3,non,Sans lien avec la porcelaine,815441
laque plate,158,non,Sans lien avec la porcelaine,815441
laque préparée,5,non,Sans lien avec la porcelaine,815441
laque ronde,7,non,Sans lien avec la porcelaine,815441
laque rouge,2,non,Sans lien avec la porcelaine,815441
laque sans bois,2,non,Sans lien avec la porcelaine,815441
lard,1099,non,Sans lien avec la porcelaine,815441
lard à larder,2,non,Sans lien avec la porcelaine,815441
lard du pays,1,non,Sans lien avec la porcelaine,815441
lard et petit salé,1,non,,37165
lard et porc salé,,oui,Sans lien avec la porcelaine,815441
lard et porcs salés,2,non,,37165
lard fumé,3,non,Sans lien avec la porcelaine,815441
lard grillé,2,non,Sans lien avec la porcelaine,815441
lard pour l'entrepôt,1,non,Sans lien avec la porcelaine,815441
lard salé,197,non,Sans lien avec la porcelaine,815441
lardoires de fer,1,non,Sans lien avec la porcelaine,815441
lattes,169,non,Sans lien avec la porcelaine,815441
lattes à ardoise,2,non,Sans lien avec la porcelaine,815441
lattes de bois,4,non,Sans lien avec la porcelaine,815441
lattes de bois pour couvrir,1,non,Sans lien avec la porcelaine,815441
lattes de chêne,1,non,,37165
lattes de hêtre,6,non,Sans lien avec la porcelaine,815441
lattes de hêtre façonnées,3,non,Sans lien avec la porcelaine,815441
lattes de hêtre non sciées,5,non,Sans lien avec la porcelaine,815441
lattes de sapin,7,non,Sans lien avec la porcelaine,815441
lattes dites du nord,6,non,Sans lien avec la porcelaine,815441
lattes dites Solververen,60,non,Sans lien avec la porcelaine,815441
lattes doubles,2,non,Sans lien avec la porcelaine,815441
lattes et perches,1,non,Sans lien avec la porcelaine,815441
lattes pour couvreurs de paille et plâtreurs,66,non,Sans lien avec la porcelaine,815441
lattes pour couvreurs de tuile,84,non,Sans lien avec la porcelaine,815441
lattes pour cuve,1,non,Sans lien avec la porcelaine,815441
lattes pour cuve de brassage,1,non,Sans lien avec la porcelaine,815441
lattes sciées,100,non,Sans lien avec la porcelaine,815441
lattes sciées en planches,6,non,Sans lien avec la porcelaine,815441
laudanum,2,non,Sans lien avec la porcelaine,815441
laurier,6,non,Sans lien avec la porcelaine,815441
lauroi de fléaux de fer,1,non,Sans lien avec la porcelaine,815441
lauze,7,non,Sans lien avec la porcelaine,815441
lavande,1,non,Sans lien avec la porcelaine,815441
lavande et hysope,2,non,Sans lien avec la porcelaine,815441
lave-place,12,non,Sans lien avec la porcelaine,815441
lèchefrite,3,non,Sans lien avec la porcelaine,815441
lèchefrite de fer,4,non,Sans lien avec la porcelaine,815441
lecrenan,9,oui,,37165
lecrenan de 50 aunes,2,oui,,37165
legatine sur coton,1,non,Sans lien avec la porcelaine,815441
legatine sur laine,1,non,Sans lien avec la porcelaine,815441
légumes,2456,non,Sans lien avec la porcelaine,815441
légumes confits et secs,2,non,Sans lien avec la porcelaine,815441
légumes en adobe,108,non,Sans lien avec la porcelaine,815441
légumes marinés,1,non,Sans lien avec la porcelaine,815441
légumes pois,31,non,Sans lien avec la porcelaine,815441
légumes salés ou confits,7,non,Sans lien avec la porcelaine,815441
légumes secs,58,non,Sans lien avec la porcelaine,815441
légumes secs et racine d'igname,2,oui,Sans lien avec la porcelaine,815441
légumes secs et racines d'igname,2,non,,37165
légumes verts,7,non,Sans lien avec la porcelaine,815441
légumes verts et secs,25,non,Sans lien avec la porcelaine,815441
lelarge,0,non,Sans lien avec la porcelaine,815441
lemeneas,1,non,Sans lien avec la porcelaine,815441
lentilles,173,non,Sans lien avec la porcelaine,815441
leole,1,non,Sans lien avec la porcelaine,815441
lerfage de laine,1,non,Sans lien avec la porcelaine,815441
lessive grasse,3,non,Sans lien avec la porcelaine,815441
lest,9925,non,Sans lien avec la porcelaine,815441
lest de cuir,8,oui,,37165
lest en fer,0,oui,,37165
lest pour la pêche à la morue,0,non,,37165
lest pour la pêche aux moule,3,oui,,37165
lest pour la pêche aux moules,3,non,,37165
lettres de changes imprimées,1,non,Sans lien avec la porcelaine,815441
