goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
huile de poix,9,,,non,0,386384
huile de rabette,105,,,non,0,386384
huile de rave,2,,,non,0,386384
huile de Rhodes,14,,,non,0,386384
huile de rhue,1,,,non,0,386384
huile de romarin,4,,,non,0,386384
huile de rose,4,,,non,0,386384
huile de salmus,1,,,non,1,386384
huile de sassafras,2,,,non,0,386384
huile de saturne,1,,,non,1,386384
huile de scorpion,6,,,non,0,386384
huile de sein,1,,,non,0,386384
huile de semence,1,,,non,0,386384
huile de senteur,97,,,non,0,386384
huile de soldat,3,Hors Canada,,non,1,154362
huile de soufre,2,,,non,0,386384
huile de spermaceti,5,,,non,0,386384
huile de storax,8,,,non,0,386384
huile de tamarin,2,Hors Canada,Indes,non,1,154362
huile de tartre,2,,,non,0,386384
huile de térébenthine,235,,,non,0,386384
huile de verre,1,,,non,0,386384
huile de vialle,2,,,non,0,386384
huile de vitriol,289,,,non,0,386384
huile de vitriol et vitriol,24,,,non,0,386384
huile dellevette,2,,,non,0,386384
huile diverse,39,Intraitable,,non,1,6282
huile diverse à la valeur,1,,,non,0,386384
huile du Pérou,3,,,non,1,386384
huile en crasse,4,,,non,0,386384
huile en crasse ou degnes ???,2,,,non,0,386384
huile en dignar,1,,,non,0,386384
huile essencée,1,,,non,0,386384
huile essentielle ou volatile de citron girofle menthe rose etc.,2,,,non,0,386384
huile et acide vitriolique,0,,,oui,0,386384
huile et essence de térébenthine,24,,,non,0,386384
huile et provisions,1,,,non,0,386384
huile et rabete,1,,,non,0,386384
huile et sirop,2,,,non,0,386384
huile fine,3,,,non,0,386384
huile grap indigo,1,,,non,0,386384
huile grasse d'amandes,4,,,non,0,386384
huile grasse d'olive comestible,4,,,non,0,386384
huile grasse d'olive pour fabrique,4,,,non,0,386384
huile grasse de faine et noix,4,,,non,0,386384
huile grasse de graines autres que lin œillette et pavot,2,,,non,0,386384
huile grasse de graines d'œillette ou pavot,2,,,non,0,386384
huile grasse de graines de lin,2,,,non,0,386384
huile grasse de graines grasses,2,,,non,0,386384
huile grasse de palme,2,,,non,0,386384
huile grasse de palme et pignon,2,,,non,0,386384
huile grasse de ricin,4,,,non,0,386384
huile marc d'olive ou amurca,1,,,non,0,386384
huile médicinale,1,,,non,0,386384
huile pétrole,18,,,non,0,386384
huile pour étranger de poisson,1,,,non,0,386384
huile pour France de poisson,3,,,non,0,386384
huile pour lampe,1,,,non,0,386384
huile rabette,1,,,non,0,386384
huile spirituelle d'olive,8,,,non,0,386384
huile spirituelle de poisson,1,,,non,0,386384
huile stale,1,,,non,0,386384
huile succin,3,,,non,0,386384
huile superfine,1,,,non,0,386384
huile térébenthine,12,Hors Canada,Monde,non,1,154362
huile vierge,1,,,non,0,386384
huile vitriol,3,,,non,0,386384
huile volatile,2,,,non,0,386384
huile volatile d'anis fenouil marjolaine romarin et sauge,2,,,non,0,386384
huile volatile de cade cèdre ou oxycèdre et gaïac,2,,,non,0,386384
huile volatile de cannelle girofle macis muscade et sassafras,2,,,non,0,386384
huile volatile de citron orange et leurs variétés,2,,,non,0,386384
huile volatile de genièvre,1,,,non,0,386384
huile volatile de jasmin et autres fleurs d'odeur fugace,2,,,non,0,386384
huile volatile de lavande,2,,,non,0,386384
huile volatile de rose et de Rhodes,2,,,non,0,386384
huîtres,107,,,non,0,386384
huîtres à la daube,64,,,non,0,386384
huîtres à la daube ou huîtres marinées,0,,,oui,0,386384
huîtres à la daube ou marinée,1,,,non,0,386384
huîtres à mariner,1,,,non,0,386384
huîtres en écaille,20,,,non,0,386384
huîtres en pierres,2,,,non,0,386384
huîtres fraîches,15,,,non,0,386384
huîtres fraîches et salées,18,,,non,0,386384
huîtres marines,1,,,non,0,386384
hydromel,13,,,non,0,386384
hypochetia,1,,,non,0,386384
hypocristis,1,,,non,0,386384
igname,5,Hors Canada,,non,1,154362
images,16,,,non,0,386384
images à cadres dorés,1,,,non,,386384
images de cire,1,,,non,0,386384
images de corne,1,,,non,0,386384
images de papier,38,,,non,0,386384
images de papier et estampes et cartes géographiques,2,,,non,0,386384
images de parchemin,11,,,non,0,386384
images de parchemin de corne,1,,,non,0,386384
images de vélin,6,,,non,0,386384
images des Indes,1,,,non,0,386384
images et cartes géographiques,2,,,non,0,386384
images peintes,2,,,non,0,386384
images sur papier,1,,,non,0,386384
impériale,3,,,non,0,386384
impériale de laine,1,,,non,0,386384
inde,5,,,non,0,386384
Inde,0,,,oui,0,386384
inde de Java,1,,,non,0,386384
Inde de Java,0,,,oui,0,386384
inde fine,28,,,non,0,386384
Inde fine,0,,,oui,0,386384
inde florée,1,,,non,0,386384
Inde florée,0,,,oui,0,386384
inde flottante,15,,,non,0,386384
Inde flottante,0,,,oui,0,386384
inde Java,3,,,non,0,386384
Inde Java,0,,,oui,0,386384
Inde plante,0,,,oui,0,386384
inde plate,118,,,non,1,386384
Inde plate,0,,,oui,0,386384
indienne,770,Hors Canada,Indes,non,1,154362
indienne ???,2,,,non,0,386384
indienne commune,2,,,non,0,386384
indienne de coton,21,,,non,0,386384
indienne de coton et de fil,1,,,non,0,386384
indienne de coton et siamoise de coton et toile de coton imprimée et toile de coton peinte et toile de coton teinte,25,,,non,0,386384
indienne de coton et siamoise de coton et toile de coton peinte,16,,,non,0,386384
indienne de coton et toile de coton peinte,65,,,non,0,386384
indienne de coton peinte,2,,,non,0,386384
indienne de différentes qualités,1,,,non,0,386384
indienne de France,6,,,non,0,386384
indienne des Indes,2,,,non,0,386384
indienne des Indes et toile peinte,5,,,non,0,386384
indienne et sitz,2,,,non,0,386384
indienne et toile perse,1,,,non,0,386384
indienne étrangère,5,,,non,0,386384
indienne étrangère et toile peinte,3,,,non,0,386384
indienne française,1,,,non,0,386384
indienne nationale et toile peinte,5,,,non,0,386384
indienne peinte,30,,,non,0,386384
indigo,3297,Hors Canada,,non,1,154362
indigo commun,2,,,non,0,386384
indigo de guatimalo,0,,,oui,0,386384
indigo de retour,3,,,non,0,386384
indigo des Îles françaises,1,,,non,0,386384
indigo des Indes,1,,,non,0,386384
indigo du Guatemala,0,,,oui,0,386384
indigo en gr ???,1,,,non,0,386384
indigo et sucre,1,,,non,,386384
indigo floré,3,,,non,0,386384
indigo guatimalo,8,,,non,0,386384
indigo inde-plate boules de bleu,1,,,non,0,386384
indigo par Bordeaux Nantes Le Havre et Dunkerque,1,,,non,0,386384
injubes,2,,,non,0,386384
insectes,4,,,non,0,386384
instruments,107,,,non,0,386384
instruments astronomie,0,,,oui,0,386384
instruments astronomiques,0,,,oui,0,386384
instruments clavecin,0,,,oui,0,386384
instruments d'arts libéraux,7,,,non,0,386384
instruments d'astronomie,5,,,non,0,386384
instruments d'optiques,11,,,non,0,386384
instruments d'optiques et ouvrages ditto,1,,,non,0,386384
instruments d'orfèvrerie,1,,,non,0,386384
instruments de b??? mêlés,1,,,non,0,386384
instruments de chimie,3,,,non,0,386384
instruments de chirurgie,23,,,non,1,386384
instruments de jardinage,1,,,non,0,386384
instruments de marine,14,,,non,0,386384
instruments de mathématique,38,,,non,0,386384
instruments de mathématique et de musique,9,,,non,0,386384
instruments de mathématique et instruments de chirurgie,2,,,non,0,386384
instruments de mécanique,3,,,non,0,386384
instruments de mer,2,,,non,0,386384
instruments de musique,415,,,non,0,386384
instruments de musique ???,1,,,non,0,386384
instruments de musique et autres,11,,,non,0,386384
instruments de navigation,2,,,non,0,386384
instruments de physique,22,,,non,0,386384
instruments de pilotage,4,,,non,0,386384
instruments épinettes,1,,,non,0,386384
instruments machine et mécanique,3,,,non,0,386384
instruments machine et mécanique propres aux arts et aux sciences,11,,,non,0,386384
instruments pour la pêche,10,,,non,0,386384
instruments pour les arts et les sciences,180,,,non,0,386384
instruments propres aux arts libéraux,6,,,non,0,386384
instruments propres aux science,2,,,non,0,386384
ipécacuanha,297,Hors Canada,amérique du sud,non,1,154362
iranis,1,,,non,0,386384
iris,177,,,non,0,386384
iris de citron,1,,,non,0,386384
iris de Florence,54,,,non,0,386384
irtaine,1,,,non,0,386384
isaris d'auf,1,,,non,0,386384
isatis,5,,,non,0,386384
issarions de palmes,4,,,non,0,386384
istarions d'espars,1,,,non,0,386384
ita à planter,1,,,non,0,386384
Itaine de laine,1,,,non,0,386384
ivies,1,,,non,0,386384
ivoire,41,,,non,0,386384
ivoire brûlé,1,,,non,0,386384
ivoire brut,1,,,non,0,386384
ivoire de Dieppe,1,,,non,0,386384
ivoire dent d'éléphant,20,,,non,0,386384
ivoire dent d'éléphant d'hippopotame et autres,2,,,non,0,386384
ivoire en morceaux,2,,,non,0,386384
ivoire noir,1,,,non,0,386384
ivoire ou morphil,1,,,non,0,386384
jaillet,1,,,non,0,386384
jais,139,,,non,1,386384
jais brut,1,,,non,0,386384
jais de chêne,1,,,non,0,386384
jais ou ouvrages de jais,1,,,non,0,386384
jalap,441,,,non,1,386384
jamard,2,,,non,0,386384
jamavar,20,,,non,0,386384
jambon,1268,,,non,0,386384
jambon de Bayonne,11,,,non,0,386384
jambon de Mayence,5,,,non,0,386384
jambon du pays,1,,,non,0,386384
jambon et lard,1,,,non,0,386384
jambon et lard salé,1,,,non,0,386384
jambon et saucisson,1,,,non,0,386384
jambon fumé,27,,,non,0,386384
jambon lard et saucissons,1,,,non,0,386384
jambon non fumé,2,,,non,0,386384
jambon pour l'entrepôt de la Compagnie,1,,,non,0,386384
jambon salé,88,,,non,0,386384
jambons,7,,,non,0,386384
jambons salés,0,,,oui,0,386384
jantes,1,,,non,0,386384
jantes et rais,1,,,non,0,386384
jardinage divers,1,,,non,0,386384
jardinage jasmin,2,,,non,0,386384
jarres,155,,,non,0,386384
jarres de terre,25,,,non,0,386384
jarres vides,1,,,non,0,386384
jarretières,3,,,non,0,386384
jarretières d'argent,4,,,non,0,386384
jarretières d'argent et d'or,1,,,non,0,386384
jarretières d'argent et d'or et de soie,1,,,non,0,386384
jarretières de fil,3,,,non,0,386384
jarretières de filoselle,2,,,non,0,386384
jarretières de fleuret,12,,,non,0,386384
jarretières de laine,10,,,non,0,386384
jarretières de soie,20,,,non,0,386384
jarretières et ruban de laine,1,,,non,0,386384
jarretières et tresse de laine,1,,,non,0,386384
jarretières et tresses de laine,0,,,oui,0,386384
jas,1,,,non,0,386384
jaspe,3,,,non,0,386384
jatape,1,,,non,0,386384
jattes de bois,3,,,non,0,386384
jaune commun,1,,,non,0,386384
jaune de Cassel,1,,,non,0,386384
jaune de chrome,2,,,non,0,386384
jaune de Naples,86,,,non,0,386384
jaune doré,1,,,non,0,386384
jaune gros,1,,,non,0,386384
jaune paille,2,,,non,0,386384
jaune royal,1,,,non,0,386384
jeanne,1,,,non,0,386384
jeanne gros,1,,,non,0,386384
jet de bière,1,,,non,0,386384
jet et lie de bière,1,,,non,0,386384
jetons d'argent,1,,,non,0,386384
jetons de cuivre,1,,,non,0,386384
jets de canettes,2,,,non,0,386384
jets de cannes,3,,,non,0,386384
jets de cannes à poignée d'ambre,1,,,non,0,386384
jets de grès,1,,,non,0,386384
jets de terre,1,,,non,0,386384
jets de voile,43,,,non,0,386384
jeux d'échecs,1,,,non,0,386384
jeux d'écrevisse,1,,,non,0,386384
jeux d'orgues,1,,,non,,386384
jeux de camagnolle,1,,,non,0,386384
jeux de moulins,19,,,non,0,386384
jeux de moulins à sucre,6,,,non,0,386384
jeux de voile,57,,,non,0,386384
joaillerie,1,,,non,0,386384
jolités de cristal garnis de cuivre,1,,,non,0,386384
jolités en pinsbeck,1,,,non,0,386384
jolités mêlées,1,,,non,0,386384
jonc en blocs,0,,,oui,0,386384
joncs,73,,,non,1,386384
joncs à couvrir,0,,,oui,0,386384
joncs à couvrir bottes,0,,,oui,0,386384
joncs à couvrir toits,0,,,oui,0,386384
joncs à faire ???,0,,,oui,0,386384
joncs à faire chaises,0,,,oui,0,386384
joncs à faire des cannes,4,,,non,1,386384
joncs à faire des vertugadins,0,,,oui,0,386384
joncs à faire les chaises des Indes,0,,,oui,0,386384
joncs à joncher les volailles,2,,,non,0,386384
joncs communs,1,,,non,0,386384
joncs de cannes,1,,,non,0,386384
joncs des Indes,1,,,non,1,386384
joncs en blocs,1,,,non,0,386384
joncs en herbe,1,,,non,0,386384
joncs entes,0,,,oui,0,386384
joncs entés,17,,,non,0,386384
joncs esté,0,,,oui,0,386384
joncs et roseaux,32,,,non,0,386384
joncs et roseaux des jardins,2,,,non,0,386384
joncs et roseaux des marais d'Europe Presle et Sparte brut,2,,,non,0,386384
joncs et roseaux exotiques bambous et joncs forts à cannes,2,,,non,0,386384
joncs et roseaux exotiques rotins de petit calibre,3,,,non,0,386384
joncs odorants,2,,,non,0,386384
joncs ou auf,2,,,non,0,386384
joncs pour canne et bambou et rotin,0,,,oui,0,386384
joncs pour canne et bambou et ruban,0,,,oui,0,386384
joncs pour cannes,1,,,non,0,386384
joncs pour cannes et bambou et rotin,19,Hors Canada,,non,1,154362
joncs pour cannes et bambou et ruban,8,Hors Canada,,non,1,154362
joncs pour chaises,4,,,non,0,386384
joncs pour couvrir,1,,,non,0,386384
joncs pour couvrir bottes,1,,,non,0,386384
joncs pour couvrir toits,1,,,non,0,386384
joncs pour faire ???,2,,,non,0,386384
joncs pour faire chaises,33,,,non,0,386384
joncs pour faire des vertugadins,1,,,non,0,386384
joncs pour faire les chaises des Indes,1,,,non,1,386384
joncs pour faire voile,1,,,non,0,386384
joncs pour joncher les volailles,1,,,non,0,386384
joncs pour joncher voiles,2,,,non,0,386384
joncs pour voile,25,,,non,0,386384
joncs rotin,3,,,non,0,386384
joncs Sparte brut et autres communs,1,,,non,0,386384
joncs travaillés et paille travaillée,1,,,non,0,386384
joncs vernis,1,,,non,0,386384
jonquine,14,,,non,0,386384
Joséphine de laine et de soie,1,,,non,0,386384
jouets,6,,,non,0,386384
jouets d'enfance,1,,,non,0,386384
jouets d'enfant,11,,,non,0,386384
jougs de bœuf,5,,,non,0,386384
joujoux d'enfants,9,,,non,0,386384
jude plate,0,,,oui,0,386384
juifs qui payent le droit corporel à la sortie,1,,,non,0,386384
jujubes,94,,,non,0,386384
julaux,1,,,non,0,386384
julienne,2,,,non,0,386384
juments,38,,,non,0,386384
juments de somme,3,,,non,0,386384
juments et poulains,8,,,non,0,386384
juments ou mulets,1,,,non,0,386384
jupes,3,,,non,0,386384
jupes de basin brodée en soie,1,,,non,0,386384
jupes de callemande,1,,,non,0,386384
jupes de coton,1,,,non,0,386384
jupes de laine et de soie,1,,,non,0,386384
jupes de molleton,2,,,non,0,386384
jupes de molson,0,,,oui,0,386384
jupes de satin brodée,1,,,non,0,386384
jupes de toile peinte,5,,,non,0,386384
jupes et tabliers de toile peinte,1,,,non,,386384
jupes peintes,1,,,non,0,386384
jupes piquées,1,,,non,0,386384
jupons,24,,,non,0,386384
jupons brodés,2,,,non,0,386384
jupons de basin brodés,1,,,non,0,386384
jupons de Pékin brodé en soie or et argent,1,,,non,,386384
jupons de satin,1,,,non,0,386384
jupons de taffetas,3,,,non,0,386384
jupons de toile,1,,,non,0,386384
jupons de toile peinte,2,,,non,0,386384
jupons peints,1,,,non,0,386384
jupons piqués,5,,,non,0,386384
jus,2,Intraitable,,non,0,6282
jus d'agriolle,0,,,oui,0,386384
jus d'agriotte,0,,,oui,0,386384
jus d'orange,2,,,non,0,386384
jus de cerise,1,,,non,0,386384
jus de citrate calcaire,1,,,non,0,386384
jus de citron,393,,,non,1,386384
jus de citron et de limon,9,,,non,0,386384
jus de citron et de limonade,2,,,non,0,386384
jus de Florence,1,,,non,0,386384
jus de griotte,1,,,non,0,386384
jus de limon,26,,,non,0,386384
jus de réglisse,807,,,non,0,386384
jus et sirop de cerise et de grenade,1,,,non,0,386384
jus et sirop de cerise et de grenade avec nourritures,1,,,non,0,386384
jussienne,0,,,oui,0,386384
kalmouk,1,,,non,0,386384
kichorchais,8,,,non,0,386384
kicoutis,2,,,non,0,386384
killis,1,,,non,0,386384
kirschwasser,3,,,non,0,386384
korola des Indes,2,,,non,0,386384
korots,0,,,oui,0,386384
korotte,0,,,oui,0,386384
koruoté,0,,,oui,0,386384
labdanum,3,,,non,0,386384
lac commun,1,,,non,0,386384
lacets,6,,,non,0,386384
lacets d'argent et de soie,1,,,non,,386384
lacets de fil,30,,,non,0,386384
lacets de filoselle,14,,,non,0,386384
lacets de filoselle et de soie,1,,,non,0,386384
lacets de fleuret,19,,,non,0,386384
lacets de laine,2,,,non,0,386384
lacets de peau,3,,,non,0,386384
lacets de soie,21,,,non,0,386384
lackière,1,,,non,0,386384
lackmoes,0,,,oui,0,386384
lackmoir,0,,,oui,0,386384
lacmoes,0,,,oui,0,386384
lacmoës,0,,,oui,0,386384
lacoris,1,,,non,0,386384
ladanum,1,,,non,0,386384
lagias,12,,,non,0,386384
laimes,1,,,non,0,386384
laimois,1,,,non,0,386384
lain,1,,,non,0,386384
lainage couvertures,53,,,non,0,386384
laine,821,,,non,0,386384
laine à broder,19,,,non,0,386384
laine à laver,1,,,non,0,386384
laine à lisières,2,,,non,0,386384
laine à matelas,3,,,non,0,386384
laine à tapis fine,1,,,non,,386384
laine à tapisserie,111,,,non,0,386384
laine à tricoter,1,,,non,0,386384
laine apprêtée pour perruques,1,,,non,0,386384
laine bâtarde,4,,,non,0,386384
laine blanche,3,,,non,0,386384
laine blanche et filée et teinte,0,,,oui,0,386384
laine blanche et fine et filée et teinte,13,,,non,0,386384
laine blanche non filée,1,,,non,0,386384
laine bourre et déchets de laine,2,,,non,0,386384
laine brute,36,,,non,0,386384
laine brute fine,6,,,non,0,386384
laine brute surfine,5,,,non,0,386384
laine cardée,4,,,non,0,386384
laine chevron,8,,,non,0,386384
laine commune,119,,,non,0,386384
laine commune brute,6,,,non,0,386384
laine commune d'Espagne,2,,,non,0,386384
laine commune épurée,1,,,non,0,386384
laine commune et lavée et en suint,8,,,non,0,386384
laine commune filée,0,,,oui,0,386384
laine commune lavée à chaud,4,,,non,0,386384
laine commune lavée à froid,6,,,non,0,386384
laine commune sans distinction,1,,,non,0,386384
laine crottelins,1,,,non,0,386384
laine crue,2,,,non,0,386384
laine d'agnelin,81,,,non,0,386384
laine d'agnelin en suint,2,,,non,0,386384
laine d'Allemagne,82,,,non,0,386384
laine d'alpaca,2,,,non,0,386384
laine d'Angleterre,2,,,non,0,386384
laine d'Ardenny,2,,,non,0,386384
laine d'Arles,1,,,non,0,386384
laine d'Arménie,1,,,non,0,386384
laine d'Autriche,30,,,non,0,386384
laine d'Écosse,1,,,non,0,386384
laine d'écrue,5,,,non,0,386384
laine d'Espagne,519,,,non,0,386384
laine d'Espagne fine,2,,,non,0,386384
laine d'Espagne fine par Rouen et Marseille,1,,,non,0,386384
laine d'Espagne grossière,1,,,non,0,386384
laine d'Espagne lavée,1,,,non,0,386384
laine d'Espagne non filée,2,,,non,0,386384
laine d'Estrémadure lavée,1,,,non,0,386384
laine d'Italie,14,,,non,0,386384
laine de ???,1,,,non,,386384
laine de Barbarie,11,,,non,0,386384
laine de Bayonne,1,,,non,,386384
laine de Bologne,3,,,non,0,386384
laine de Brême,1,,,non,0,386384
laine de Carmenie,30,,,non,0,386384
laine de chamois,1,,,non,0,386384
laine de chèvre,9,,,non,0,386384
laine de chevron,354,,,non,0,386384
laine de chevrons et poil de chameau,43,,,non,0,386384
laine de chevrons et poil de chameau et vigogne,18,,,non,0,386384
laine de chevrons et poil de lapin,5,,,non,0,386384
laine de chevrons non filée,1,,,non,0,386384
laine de Constantinople,2,,,non,0,386384
laine de farumie,2,,,non,0,386384
laine de fer,1,,,non,0,386384
laine de fil,1,,,non,0,386384
laine de France,1,,,non,0,386384
