marchandises,orthographic_normalization_class,état_du_travail,nbr_occurences_source,nbr_occurences_ortho
Chemises,chemises,,111,124
Chemises ; a negre,chemises à nègre,,1,59
Chemises ; à Negre,chemises à nègre,,1,59
Chemises ; a negres,chemises à nègre,,5,59
Chemises ; à negres,chemises à nègre,,1,59
Chemises ; à Negres,chemises à nègre,,7,59
Chemises ; à nègres,chemises à nègre,,3,59
Chemises ; à Nègres,chemises à nègre,,1,59
Chemises ; bleues,chemises bleues,,1,2
Chemises ; bretonnes,chemises bretonnes,,26,66
Chemises ; Bretonnes,chemises bretonnes,,15,66
Chemises ; commune,chemises communes,,1,66
Chemises ; communes,chemises communes,,37,66
Chemises ; Communes,chemises communes,,1,66
Chemises ; comunes,chemises communes,,1,66
Chemises ; de ginga,chemises de guingan,,2,13
Chemises ; de gingars,chemises de guingan,,1,13
Chemises ; de gingas,chemises de guingan,,3,13
Chemises ; de Laval,chemises de Laval,,2,3
Chemises ; de lin,chemises de lin,,12,14
Chemises ; de nègres,chemises de nègre,,1,1
Chemises ; de toile,chemises de toile,,4,5
Chemises ; de toile ; commune,chemises de toile communes,,2,2
Chemises ; de Toile ; de lin,chemises de toile de lin,,1,9
Chemises ; de Toile ; de lin ; garnies,chemises de toile de lin garnies,,1,5
Chemises ; de toile de Bretagne,chemises de toile de Bretagne,,1,11
Chemises ; de toile de Bretagne rayée,chemises de toile de Bretagne rayée,,1,1
Chemises ; diverses,chemises diverses,,1,4
Chemises ; diverses garnies,chemises diverses garnies,,1,1
Chemises ; fines,chemises fines,,21,36
Chemises ; Fines,chemises fines,,2,36
Chemises ; garnics,chemises garnies,,2,196
Chemises ; garnier,chemises garnies,,5,196
Chemises ; garnies,chemises garnies,,76,196
Chemises ; Garnies,chemises garnies,,2,196
Chemises ; garnies de paille,chemises garnies de paille,,1,1
Chemises ; garnis,chemises garnies,,2,196
Chemises ; gingas,chemises de guingan,,3,13
Chemises ; royales,chemises royales,,1,1
Chemises ; Toile ; de lin,chemises toile de lin,,2,4
Chemises ; unies,chemises unies,,47,75
Chemises ; Unies,chemises unies,,1,75
Chemises ; unis,chemises unies,,1,75
Chemises à fumer,chemises à fumer,,1,1
Chemises a negre,chemises à nègre,,6,59
Chemises a Negre,chemises à nègre,,1,59
Chemises à negre,chemises à nègre,,1,59
Chemises à nègre,chemises à nègre,,2,59
Chemises a negres,chemises à nègre,,19,59
chemises à negres,chemises à nègre,,1,59
Chemises à negres,chemises à nègre,,2,59
Chemises à négres,chemises à nègre,,1,59
Chemises à nègres,chemises à nègre,,7,59
Chemises assorties,chemises assorties,,1,1
Chemises blanche ouvrée,chemises blanches ouvrées,,1,1
Chemises bleues,chemises bleues,,1,2
chemises bretones,chemises bretonnes,,1,66
chemises bretonnes,chemises bretonnes,,15,66
Chemises bretonnes,chemises bretonnes,,9,66
chemises bretonnes garnies,chemises bretonnes garnies,,1,1
chemises bretonnes unies,chemises bretonnes unies,,1,1
Chemises brodées,chemises brodées,,1,2
Chemises casaques et capotes,chemises casaques et capotes,,1,1
chemises communes,chemises communes,,6,66
Chemises communes,chemises communes,,19,66
Chemises Communes,chemises communes,,1,66
Chemises communes non garnies,chemises communes non garnies,,1,1
Chemises d'homme,chemises d'homme,,1,2
Chemises d'hommes,chemises d'homme,,1,2
chemises de Bretagne,chemises de Bretagne,,2,5
Chemises de Bretagne,chemises de Bretagne,,3,5
Chemises de coton,chemises de coton,,1,1
Chemises de Gingan,chemises de guingan,,1,13
Chemises de gingas,chemises de guingan,,1,13
Chemises de Gingas,chemises de guingan,,1,13
Chemises de guingas,chemises de guingan,,1,13
Chemises de Laval,chemises de Laval,,1,3
Chemises de lin,chemises de lin,,2,14
Chemises de Riello de chanvre,chemises de Riello de chanvre,,1,1
Chemises de siamoise,chemises de siamoise,,1,1
Chemises de soldat,chemises de soldat,,1,1
Chemises de toile,chemises de toile,,1,5
Chemises de toile batiste,chemises de toile batiste,,1,1
Chemises de toile bleue,chemises de toile bleue,,1,1
chemises de toile bretonne,chemises de toile bretonne,,1,4
chemises de toile de Bretagne,chemises de toile de Bretagne,,3,11
Chemises de toile de Bretagne,chemises de toile de Bretagne,,1,11
Chemises de toile de Bretagne garnies,chemises de toile de Bretagne garnies,,1,1
Chemises de toile de coton,chemises de toile de coton,,2,4
chemises de toile de Laval,chemises de toile de Laval,,1,2
chemises de toile de Laval garnies,chemises de toile de Laval garnies,,1,1
Chemises de toile de lin,chemises de toile de lin,,1,9
Chemises de Toile de lin,chemises de toile de lin,,1,9
Chemises de toile de lin garnis,chemises de toile de lin garnies,,1,5
chemises de toile et coton,chemises de toile de coton,,1,4
Chemises de toile gingas,chemises de toile guingan,,3,4
Chemises de toile Gingas,chemises de toile guingan,,1,4
Chemises de toile Laval,chemises de toile de Laval,,1,2
chemises de toile rayée,chemises de toile rayée,,1,2
Chemises de toiles de Morlaix,chemises de toile de Morlaix,,1,1
chemises de toille bretonne,chemises de toile bretonne,,3,4
chemises de toille de Bretagne,chemises de toile de Bretagne,,1,11
Chemises de toille de lin,chemises de toile de lin,,1,9
Chemises de toille de lin Genier,chemises de toile de lin garnies,,1,5
Chemises de toille de st Jean,chemises de toile de Saint-Jean,,1,1
chemises de toille rayée,chemises de toile rayée,,1,2
Chemises de toilles de Bretagne,chemises de toile de Bretagne,,1,11
Chemises de toilles de lin,chemises de toile de lin,,1,9
Chemises de toilles de lin garnies,chemises de toile de lin garnies,,1,5
Chemises de toilles garnies,chemises de toile garnies,,1,1
Chemises divers,chemises diverses,,2,4
Chemises diverses,chemises diverses,,1,4
Chemises en grosse toile pour nègres,chemises en grosse toile pour nègre,,3,3
Chemises en toile de coton garnis en dentelles,chemises de toile de coton,,1,4
chemises en toille de Bretagne,chemises de toile de Bretagne,,4,11
chemises en toille de Bretagne diverses,chemises de toile de Bretagne diverses,,1,1
Chemises fil en coton,chemises fil en coton,,1,1
Chemises fine,chemises fines,,1,36
Chemises fines,chemises fines,,11,36
Chemises fines garnies,chemises fines garnies,,1,2
Chemises fines garnins,chemises fines garnies,,1,2
Chemises finies,chemises fines,,1,36
Chemises garmies,chemises garnies,,1,196
Chemises garnier,chemises garnies,,4,196
chemises garnies,chemises garnies,,17,196
Chemises garnies,chemises garnies,,85,196
Chemises garnies de batiste,chemises garnies de batiste,,1,2
Chemises garnies de Batiste,chemises garnies de batiste,,1,2
Chemises garnies en mousselines,chemises garnies en mousseline,,4,4
Chemises garnies pour femmes,chemises garnies pour femme,,1,1
Chemises garnies pour hommes,chemises garnies pour homme,,1,1
Chemises gingas,chemises guingan,,2,2
chemises grosses,chemises grosses,,1,1
Chemises moins communes,chemises moins communes,,2,2
chemises neufs,chemises neuves,,1,1
Chemises neutres,chemises neutres,,1,1
chemises non garnies,chemises non garnies,,2,3
Chemises non garnies,chemises non garnies,,1,3
Chemises ordinaires,chemises ordinaires,,1,1
Chemises pour homme,chemises pour homme,,1,2
Chemises pour homme commune,chemises pour homme communes,,1,1
Chemises pour hommes,chemises pour homme,,1,2
Chemises pour Soldats,chemises pour soldat,,1,1
Chemises toile gingas,chemises toile guingan,,1,1
chemises unies,chemises unies,,8,75
Chemises unies,chemises unies,,18,75
Chemises unies communes,chemises unies communes,,1,1
chemises vieille,chemises vieilles,,1,8
chemises vieilles,chemises vieilles,,2,8
Chemises vieilles,chemises vieilles,,4,8
Chemisettes,chemisettes,,1,2
Chemisier,chemisier,,1,1
Chemisons garnies,chemisons garnies,,1,1
Chemisses vieilles,chemises vieilles,,1,8
Chemizette,chemisettes,,1,2
chénes de Fer,chaînes de fer,,1,6
Chenille,chenille,,1,1
Chenille ; au Quart,chenille au quart,,1,1
Chenille ; de flavret,chenille de flavret,,1,1
Chenille ; de soye,chenille de soie,,13,18
Chenille de bois,chenille de bois,,2,3
Chenille de soie,chenille de soie,,1,18
Chenille de soye,chenille de soie,,2,18
Chenilles ; de chesne,chenille de chêne,,1,3
Chenilles ; de soye,chenille de soie,,2,18
Chenilles de bois,chenille de bois,,1,3
Chenilles de chesne,chenille de chêne,,1,3
Cher Sallée,chair salée,,1,714
Cherboye ; de terre,charbon de terre,,1,1357
Chered de paille,chaises de paille,,1,371
Cheses de paille,chaises de paille,,1,371
cheuvron de meRizie,chevrons de merisier,,1,1
Cheuvrons de Chene ; 9 pieds,chevrons de chêne de 9 pieds,,1,1
Cheuvrons de sapin,chevrons de sapin,,1,78
Cheuvrons de Sapin,chevrons de sapin,,1,78
Cheuvrons de Sapin ; 12 pieds,chevrons de sapin de 12 pieds,,1,3
Cheuvrons de Sapin ; 25 pieds,chevrons de sapin de 25 pieds,,1,1
Cheuvrons de sapin ; 26 pieds,chevrons de sapin de 26 pieds,,1,1
Cheuvrons de sapin ; 29 pieds,chevrons de sapin de 29 pieds,,1,1
Cheuvrons de Sapin de 6 a 7 pieds de long,chevrons de sapin de 6 à 7 pieds de long,,1,1
cheval,chevaux,,5,495
Cheval,chevaux,,7,495
Cheval ; à bas prix,chevaux à bas prix,,1,3
Cheval ; à haut prix,chevaux à haut prix,,1,1
Cheval ; à moyen prix,chevaux à moyen prix,,1,5
Cheval ; de bois,chevaux de bois,,1,5
Cheval ; petit,chevaux petits,,1,1
Cheval a moyen prix,chevaux à moyen prix,,2,5
cheval à moyen prix,chevaux à moyen prix,,1,5
Cheval de bois,chevaux de bois,,1,5
Cheval de Bois,chevaux de bois,,1,5
Cheval de bois joujou d'enfant,cheval de bois joujou d'enfant,,1,1
cheval deBois,chevaux de bois,,1,5
cheval jument,chevaux juments,,2,23
Cheval jument,chevaux juments,,2,23
Cheval Jument,chevaux juments,,1,23
chevaux,chevaux,,6,495
Chevaux,chevaux,,456,495
Chevaux ; a bas prix,chevaux à bas prix,,1,3
Chevaux ; à bas prix,chevaux à bas prix,,1,3
Chevaux ; anglais,chevaux anglais,,1,1
Chevaux ; chevaux,chevaux chevaux,,15,15
Chevaux ; d'un an,chevaux d'un an,,1,1
Chevaux ; de 3 ans,chevaux de trois ans,,1,1
Chevaux ; de bas pris,chevaux de bas prix,,13,13
Chevaux ; de bois,chevaux de bois,,1,5
Chevaux ; de haut prix,chevaux de haut prix,,10,10
Chevaux ; de labour,chevaux de labour,,2,2
Chevaux ; de selle,chevaux de selle,,2,2
Chevaux ; entiers,chevaux entiers,,6,6
Chevaux ; hongres,chevaux hongres,,7,10
Chevaux ; Hongres,chevaux hongres,,3,10
Chevaux ; jumens,chevaux juments,,6,23
Chevaux ; Jumens,chevaux juments,,4,23
Chevaux ; jument,chevaux juments,,1,23
Chevaux ; juments,chevaux juments,,3,23
Chevaux ; poulain,chevaux poulains,,1,28
chevaux ; poulains,chevaux poulains,,1,28
Chevaux ; poulains,chevaux poulains,,9,28
Chevaux ; Poulains,chevaux poulains,,2,28
Chevaux ; poulin,chevaux poulains,,1,28
Chevaux ; poulins,chevaux poulains,,1,28
chevaux de barbarie,chevaux de Barbarie,,1,1
Chevaux et ânes,chevaux et ânes,,4,4
Chevaux et mulets,chevaux et mulets,,2,2
Chevaux et mulets ; chevaux,chevaux et mulets chevaux,,1,1
Chevaux et mulets ; mules,chevaux et mulets mules,,1,1
Chevaux et mulets ; mulets,chevaux et mulets mulets,,1,1
Chevaux et mulets ; poulains,chevaux et mulets poulains,,1,1
Chevaux et poulains,chevaux et poulains,,1,1
Chevaux jument,chevaux juments,,1,23
Chevaux juments,chevaux juments,,3,23
Chevaux poulain,chevaux poulains,,2,28
Chevaux poulains,chevaux poulains,,4,28
Chevaux poulains de lait,chevaux poulains de lait,,1,1
chevaux poulins,chevaux poulains,,1,28
Chevaux poulins,chevaux poulains,,5,28
Chevaux vieux,chevaux vieux,,1,1
"Chevaux,juments et poulins",chevaux juments et poulains,,8,8
cheveaux,chevaux,,1,495
Cheveaux,chevaux,,20,495
Cheveaux ; poulains,chevaux poulains,,1,28
Cheveaux à moyen prix,chevaux à moyen prix,,1,5
Cheveaux d'Espagne,chevaux d'Espagne,,1,1
CheVeaux pour enfant,chevaux pour enfant,,1,1
Cheverons,chevrons,,1,71
cheverons de sapin,chevrons de sapin,,1,78
Cheveus,cheveux,,1,322
cheveux,cheveux,,26,322
Cheveux,cheveux,,294,322
Cheveux ; communs,cheveux communs,,4,34
cheveux à faire peruques,cheveux à faire perruques,,1,1
Cheveux aprêtés,cheveux apprêtés,,1,1
cheveux commun,cheveux communs,,6,34
Cheveux commun,cheveux communs,,3,34
cheveux communs,cheveux communs,,3,34
Cheveux communs,cheveux communs,,15,34
Cheveux communx,cheveux communs,,1,34
Cheveux comuns,cheveux communs,,2,34
cheveux et laines en perruques,cheveux et laine en perruques,,1,1
Cheveyx,cheveux,,1,322
Cheville de Bois,cheville de bois,,5,7
cheville de fer,cheville de fer,,1,3
Cheville de Fer,cheville de fer,,1,3
Chevilleres a tresser,chevillières à tresser,,1,1
Chevilles,cheville,,1,1
Chevilles ; de chesne,cheville de chêne,,1,1
chevilles de bois,cheville de bois,,1,7
Chevilles de bois,chevilles de bois,,1,1
Chevilles de Bois,cheville de bois,,1,7
Chevilles de chaine,cheville de chaîne,,1,1
Chevilles de fer,cheville de fer,,1,3
Chevillieres,chevillières,,1,1
Chevillieres ; de fil,chevillières de fil,,2,2
Chevran de sapin,chevrons de sapin,,1,78
Chevre,chèvres,,3,143
Chevreaux,chevreaux,,12,12
Chevreaux a moyen prix,chevreaux à moyen prix,,1,1
chevres,chèvres,,2,143
Chevres,chèvres,,93,143
Chèvres,chèvres,,45,143
Chèvres et boucs,chèvres et boucs,,2,2
chevreuil,chevreuil,,1,1
chevron,chevrons,,1,71
Chevron,chevrons,,6,71
Chevron ; de sapin,chevrons de sapin,,2,78
chevron de Bois d'Acajou,chevrons de bois d'acajou,,1,7
chevron de sapin,chevrons de sapin,,3,78
Chevron de sapin,chevrons de sapin,,8,78
Chevron de sapins,chevrons de sapin,,1,78
chevrons,chevrons,,9,71
Chevrons,chevrons,,54,71
Chevrons ; de 10 pieds,chevrons de 10 pieds,,1,1
Chevrons ; de 16 pieds,chevrons de 16 pieds,,1,1
chevrons ; de 18 pieds,chevrons de 18 pieds,,1,3
Chevrons ; de 25 pieds,chevrons de 25 pieds,,1,1
Chevrons ; de 26 pieds,chevrons de 26 pieds,,1,1
Chevrons ; de bois,chevrons de bois,,3,10
Chevrons ; de chesne,chevrons de chêne,,3,9
Chevrons ; de sapin,chevrons de sapin,,20,78
Chevrons ; de sapin ; 12 pieds,chevrons de sapin 12 pieds,,1,1
Chevrons ; de sapin ; 24 pieds,chevrons de sapin 24 pieds,,1,1
Chevrons ; de sapin ; de 10 pieds,chevrons de sapin de 10 pieds,,1,1
Chevrons ; de sapin ; de 14 pieds,chevrons de sapin de 14 pieds,,1,2
Chevrons ; de sapin ; de 24 pieds,chevrons de sapin de 24 pieds,,1,5
Chevrons de 12 pieds,chevrons de 12 pieds,,1,1
Chevrons de 18 pieds,chevrons de 18 pieds,,2,3
Chevrons de 45 a 50 pieds,chevrons de 45 à 50 pieds,,1,1
Chevrons de 8 pieds,chevrons de 8 pieds,,1,1
chevrons de bois,chevrons de bois,,1,10
Chevrons de bois,chevrons de bois,,6,10
chevrons de bois d'acajou,chevrons de bois d'acajou,,1,7
Chevrons de Bois d'Acajou,chevrons de bois d'acajou,,4,7
Chevrons de bois dacajou,chevrons de bois d'acajou,,1,7
Chevrons de bois de moyer de 12 pieds de long,chevrons de bois de noyer de 12 pieds de long,,1,1
Chevrons de Cedre,chevrons de cèdre,,1,1
Chevrons de chene,chevrons de chêne,,1,9
Chevrons de Chêne,chevrons de chêne,,1,9
Chevrons de chêne de 5 a 6 pieds,chevrons de chêne de 5 à 6 pieds,,1,1
chevrons de chene de 7 pieds,chevrons de chêne de 7 pieds,,1,1
Chevrons de chesne,chevrons de chêne,,4,9
Chevrons de chesne ; 10 pieds,chevrons de chêne de 10 pieds,,1,1
Chevrons de chesne ; 12 pieds,chevrons de chêne de 12 pieds,,1,1
Chevrons de chesne ; 15 pieds,chevrons de chêne de 15 pieds,,1,1
Chevrons de chesne ; 16 pieds,chevrons de chêne de 16 pieds,,2,2
Chevrons de chesne ; 18 pieds,chevrons de chêne de 18 pieds,,3,3
Chevrons de Chesne ; 22 pieds,chevrons de chêne de 22 pieds,,1,1
Chevrons de chesne ; 6 pieds,chevrons de chêne de 6 pieds,,1,1
Chevrons de chesne ; 8 pieds,chevrons de chêne de 8 pieds,,1,1
Chevrons de chesne de 11 pieds,chevrons de chêne de 11 pieds,,1,1
Chevrons de chesne de 12 à 18 pieds,chevrons de chêne de 12 à 18 pieds,,1,1
Chevrons de planches,chevrons de planches,,1,1
chevrons de sapin,chevrons de sapin,,10,78
Chevrons de sapin,chevrons de sapin,,19,78
Chevrons de Sapin,chevrons de sapin,,11,78
Chevrons de sapin ; 12 pieds,chevrons de sapin de 12 pieds,,2,3
Chevrons de sapin ; 14 pieds,chevrons de sapin de 14 pieds,,1,2
Chevrons de sapin ; 15 pieds,chevrons de sapin de 15 pieds,,1,3
Chevrons de sapin ; 16 pieds,chevrons de sapin de 16 pieds,,2,4
Chevrons de sapin ; 18 pieds,chevrons de sapin de 18 pieds,,1,3
Chevrons de sapin ; 20 pieds,chevrons de sapin de 20 pieds,,2,3
Chevrons de Sapin ; 20 pieds,chevrons de sapin de 20 pieds,,1,3
Chevrons de sapin ; 24 pieds,chevrons de sapin de 24 pieds,,1,5
Chevrons de Sapin ; 24 pieds,chevrons de sapin de 24 pieds,,1,5
Chevrons de Sapin ; 30 pieds,chevrons de sapin de 30 pieds,,1,1
Chevrons de Sapin ; 36 pieds,chevrons de sapin de 36 pieds,,1,3
Chevrons de Sapin ; 40 pieds,chevrons de sapin de 40 pieds,,1,1
Chevrons de sapin ; 8 pieds,chevrons de sapin de 8 pieds,,1,2
Chevrons de sapin ; 9 pieds,chevrons de sapin de 9 pieds,,1,1
Chevrons de sapin ; de 15 a 20 pieds,chevrons de sapin de 15 à 20 pieds,,1,1
Chevrons de sapin ; de 3 a 4 pieds,chevrons de sapin de 3 à 4 pieds,,1,1
Chevrons de sapin ; de 7 a 8 pieds,chevrons de sapin de 7 à 8 pieds,,1,1
Chevrons de sapin ;16 pieds,chevrons de sapin de 16 pieds,,1,4
Chevrons de sapin ;24 pieds,chevrons de sapin de 24 pieds,,1,5
Chevrons de sapin ;36 pieds,chevrons de sapin de 36 pieds,,1,3
Chevrons de sapin de 14 a 15 pieds,chevrons de sapin de 14 à 15 pieds,,1,1
Chevrons de sapin de 15 pieds,chevrons de sapin de 15 pieds,,1,3
chevrons de sapin de 15 pieds ?,chevrons de sapin de 15 pieds,,1,3
Chevrons de sapin de 16 pieds de long,chevrons de sapin de 16 pieds,,1,4
Chevrons de sapin de 18 pieds,chevrons de sapin de 18 pieds,,1,3
Chevrons de Sapin de 18 pieds,chevrons de sapin de 18 pieds,,1,3
Chevrons de sapin de 22 pieds,chevrons de sapin de 22 pieds,,1,1
Chevrons de sapin de 24 pieds de long,chevrons de sapin de 24 pieds,,1,5
Chevrons de sapin de 28 pieds de long,chevrons de sapin de 28 pieds,,1,1
Chevrons de sapin de 36 pieds de long,chevrons de sapin de 36 pieds,,1,3
Chevrons de sapin de 7 pieds,chevrons de sapin de 7 pieds,,1,1
Chevrons de sapin de 8 pieds de long,chevrons de sapin de 8 pieds,,1,2
Chevrons de sapin de 9 à 10 pieds,chevrons de sapin de 9 à 10 pieds,,1,1
Chialar,chialar,,1,1
Chiapatonax,,,1,2599
Chicas,chillas,,1,42
Chicolin,chicotin,,1,6
"Chicorée (racine de) ; sèche, non torréfiée",chicorée (racine de) sèche on torréfiée,,2,2
Chicorée moulue,chicorée moulue,,46,46
Chicorée moulue ou faux café,chicorée moulue ou faux café,,1,1
"Chicorée moulue ou faux café, sans mélange",chicorée moulue ou faux café sans mélange,,1,1
Chicotin,chicotin,,5,6
Chics,chiques,,1,3
Chiena,chiens,,1,42
Chiendent,chiendent,,1,1
Chiens,chiens,,41,42
chiens courants de chasse,chiens courants de chasse,,1,1
Chiens de chasse,chiens de chasse,,6,6
Chiffons,chiffons,,17,17
chilas,chillas,,10,42
Chilas,chillas,,25,42
Chiles palma,chillas palma,,1,1
chillas,chillas,,1,42
chille,chillas,,3,42
Chille,chillas,,1,42
Chima ; calin,chima calin,,1,1
Chine,chine,,1,1
Chinois,chinois,,1,3
Chinoix,chinois,,2,3
chique,chiques,,1,3
Chiques,chiques,,1,3
chiquette des prises,chiquette des prises,,1,1
Chirederis,chirederis,,1,1
chise de fourneaux,chise de fourneaux,,1,1
Chite,chitte,,3,52
Chite patena,chitte patenas,,1,1
chites,chitte,,2,52
Chites,chitte,,2,52
Chites angloise,chitte anglaise,,1,1
Chites Keabadis,chitte Keabadis,x,1,1
Chitspamabage,chitte d'Amedabad,,1,1
chitte,chitte,,7,52
Chitte,chitte,,26,52
Chitte ; étoffe,chitte étoffe,,1,1
Chitte etoffe des Indes,chitte étoffe des Indes,,1,1
Chitte rouge,chitte rouge,,1,1
