marchandises_norm_ortho,marchandises_simplification
bayoulen,bayoulen
bazzitte,bazzitte
bdellium,bdellium
beau vert broyé,beau vert broyé
beaudeaux,beaudeaux
beaupré,beaupré
bécasses,bécasses
bécassines,bécassines
becfigues marinés,becfigues marinés
bêches,bêches
beige,beige
benblanc,benblanc
bénitier de marbre,bénitier de marbre
benjoin,benjoin
benjoin du Levant,benjoin du Levant
bennes,bennes
bennes vides,bennes vides
berce et lit de fer,berce de fer et lit de fer
berceau d'enfant,berceau d'enfant
berceau d'osier,berceau d'osier
bergamotes,bergamotes
Bergopzoom,Bergopzoom
Bergopzoom aune,Bergopzoom aune
berline,berline
berline et harnais,berline et harnais
berline et son harnais,berline et harnais
berline garnie de velours,berline garnie de velours
berline garnie de velours crêpine d'or et harnais riche,berline garnie de velours et crespine d'or et harnois riche
berline vieille,berline vieille
bernes,bernes
bernes de laine,bernes de laine
bernes ou tapsel,bernes ou tapsel
bestiaux,bestiaux
bestiaux agneaux,agneaux
bestiaux ânes,ânes
bestiaux bœuf,bœuf
bestiaux bœuf et vaches,bœuf et vaches
bestiaux bœuf moutons etc.,bestiaux
bestiaux boucs,boucs
bestiaux brebis,brebis
bestiaux chevaux,chevaux
bestiaux chèvres,chèvres
bestiaux chèvres et boucs,chèvres et boucs
bestiaux cochon,cochons
bestiaux cochon petit,cochons petits
bestiaux de somme chevaux,chevaux de somme
bestiaux de somme en chevaux,chevaux de somme
bestiaux de toute sorte,bestiaux
bestiaux divers,bestiaux
bestiaux divers agneaux,agneaux
bestiaux divers bœuf,bœuf
bestiaux divers bœuf et vaches,bœuf et vaches
bestiaux divers brebis,brebis
bestiaux divers brebis et moutons,brebis et moutons
bestiaux divers chevaux,chevaux
bestiaux divers chèvres,chèvres
bestiaux divers cochons,cochons
bestiaux divers génisses,génisses
bestiaux divers moutons,moutons
bestiaux divers moutons et brebis,moutons et brebis
bestiaux divers mules et mulets,mules et mulets
bestiaux divers mules mulets et ânes,mules et mulets et ânes
bestiaux divers mulets,mulets
bestiaux divers porcs,porcs
bestiaux divers porcs de lait,porcs de lait
bestiaux divers porcs et porcelets,porcs et porcelets
bestiaux divers poulains,poulains
bestiaux divers taureaux,taureaux
bestiaux divers vaches,vaches
bestiaux divers veaux,veaux
bestiaux divers veaux de lait,veaux de lait
bestiaux en agneaux,agneaux
bestiaux en animaux,bestiaux
bestiaux en bœuf,bœuf
bestiaux en bœuf génisses et vaches,bœuf et génisses et vaches
bestiaux en bœuf gras,bœuf gras
bestiaux en bœuf vaches porcs et moutons,bœuf et moutons et porcs et vaches
bestiaux en bœuf vaches porcs moutons,bœuf et moutons et porcs et vaches
bestiaux en bœuf vaches veaux moutons etc.,bestiaux
bestiaux en bœuf vaches veaux porcs et moutons,bœuf et moutons et porcs et vaches et veaux
bestiaux en boucs,boucs
bestiaux en chevaux,chevaux
bestiaux en génisses,génisses
bestiaux en moutons,moutons
bestiaux en moutons et brebis,brebis et moutons
bestiaux en porcelets,porcelets
bestiaux en porcs,porcs
bestiaux en porcs et porcelets,porcs et porcelets
bestiaux en porcs gras,porcs gras
bestiaux en porcs maigres,porcs maigres
bestiaux en vaches,vaches
bestiaux en vaches grasses,vaches
bestiaux en veaux,veaux
bestiaux en veaux gras,veaux gras
bestiaux en veaux maigres,veaux maigres
bestiaux en veaux pour ???,veaux pour ???
bestiaux et animaux,animaux
bestiaux et bêtes de somme,bestiaux et bêtes de somme
bestiaux et bêtes de somme agneaux,agneaux
bestiaux et bêtes de somme ânes,ânes
bestiaux et bêtes de somme bœuf,bœuf
bestiaux et bêtes de somme bœuf et vaches,bœuf et vaches
bestiaux et bêtes de somme boucs,boucs
bestiaux et bêtes de somme brebis,brebis
bestiaux et bêtes de somme chevaux,chevaux de somme
bestiaux et bêtes de somme chevrons,chevrons
bestiaux et bêtes de somme divers,bêtes de somme
bestiaux et bêtes de somme en chevaux,chevaux de somme
bestiaux et bêtes de somme génisses,génisses
bestiaux et bêtes de somme juments,juments de somme
bestiaux et bêtes de somme moutons,moutons
bestiaux et bêtes de somme mules,mules
bestiaux et bêtes de somme mules et mulets,mules et mulets
bestiaux et bêtes de somme porcs,porcs
bestiaux et bêtes de somme taureaux,taureau
bestiaux et bêtes de somme vaches,vaches
bestiaux et bêtes de somme veaux,veaux
bestiaux génisses,génisses
bestiaux moutons,moutons
bestiaux moutons et brebis,brebis et moutons
bestiaux moutons gras,moutons gras
bestiaux mules et mulets,mules et mulets
bestiaux porcelets,porcelets
bestiaux porcs,porcs
bestiaux porcs et porcelets,porcelets et porcs
bestiaux porcs gras,porcs gras
bestiaux poulains,poulains
bestiaux taureaux,taureau
bestiaux vaches,vaches
bestiaux vaches à lait,vaches
bestiaux vaches grasses,vaches
bestiaux veaux,veaux
bestiaux veaux gras,veaux gras
bestiaux veaux petits,veaux petits
bêtes de somme,bêtes de somme
bêtes de somme ânes,ânes
bêtes de somme ânes et anesses,ânes et anesses
bêtes de somme chevaux,chevaux de somme
bêtes de somme chevaux arabes,chevaux arabes de somme
bêtes de somme chèvres,chèvres
bêtes de somme diverses,bêtes de somme
bêtes de somme en chevaux,chevaux de somme
bêtes de somme en poulains,poulains de somme
bêtes de somme juments,juments de somme
bêtes de somme mules et mulets,mules et mulets
bêtes de somme mules mulets et chevaux,chevaux de somme et mules et mulets
bêtes de somme mulets,mulets
bêtes de somme poulains,poulains
bêtes de somme principalement en mules et mulets,bêtes principalement en mules et mulets
bêtes principalement en mules et mulets,bêtes principalement en mules et mulets
bétilles,bétilles
betteraves,betteraves
beurre,beurre
beurre commun,beurre commun
beurre d'Angleterre,beurre d'Angleterre
beurre d'Irlande,beurre d'Irlande
beurre d'Irlande non comestible,beurre d'Irlande non comestible
beurre de bœuf,bourre de bœuf
beurre de cacao,beurre de cacao
beurre de Dixmude,beurre de Dixmude
beurre du pays,beurre du pays
beurre fondu,beurre fondu
beurre frais,beurre frais
beurre ordinaire,beurre commun
beurre salé,beurre salé
beurre salé d'Irlande,beurre d'Irlande salé
beurre salé du pays,beurre du pays salé
beurreterie en bar de fil blanc,beurreterie en bar de fil blanc
bezoar,bezoar
bezoar du Ponent,bezoar du Ponent
bibliothèque,bibliothèque
bidets,bidets
bidets de faïence,bidet de faïence
bidets de faïence avec leurs pieds de bois,bidets de faïence avec leurs pieds de bois
bidets de faïence et leurs pièces,bidet de faïence et leurs pièce
bière,bière
bière aigre,bière aigre
bière blanche,bière blanche
bière cidre et vinaigre,bière et cidre et vinaigre
bière commune du pays,bière commune du pays
bière d'Angleterre,bière d'Angleterre
bière d'Hoegaarden,bière d'Hougarde
bière de Hollande,bière de Hollande
bière de Hollande et d'Angleterre,bière de Hollande et d'Angleterre
bière de Liège,bière de Liège
bière de Liège d'Angleterre etc.,bière
biere de Lübeck,bière de Lubek
bière de Lübeck,bière de Lubek
bière de Lübeck pour médecine,bière de Lubek pour médecine
bière dite juypenbier,bière dite juypenbier
bière dite lumay,bière dite lumay
bière en bouteille,bière en bouteille
bière en muid,bière en muid
bière et cidre,bière et cidre
bière forte,bière forte
bière médecinale de Lübeck,bière de Lubek pour médecine
bierze,bière
bigarade,bigarade
bigons,bigons
bigous,bigous
bigues,bigues
bijouterie,bijouterie
bijouterie argenterie et orfèvrerie,argenterie et bijouterie et orfèvrerie
bijouterie diamants perles et pierres fines,diamant et perle et pierre fine
bijouterie diamants perles et pierres fines montés ou non montés,diamants perles et pierres fines
bijouterie diamants perles et pierres fines non montés,diamants perles et pierres fines non montés
bijouterie diverse,bijouterie
bijouterie en épingles,épingles
bijouterie en perles et pierres fines montées et non montées,perles et pierres fines montées et non montées
bijouterie et perles fines,bijouterie et perles fines
bijouterie et perles fines montées et non montées,perles et pierres fines montées et non montées
bijouterie fine,bijouterie fine
bijouterie fine fausse en pierres faite métal,bijouterie fine fausse en pierres faite métal
bijouterie pour montres d'argent,bijouterie pour montre d'argent
bilardeaux,bilardeaux
bilardeaux weres etc.,bilardeaux
billard,billard
billard vieux,billard vieux
billes d'ivoire,billes d'ivoire
billes de bois,billes de bois
billes de bois à faire meubles,billes de bois pour meuble
billes de bois de gaiac,billes de bois de gaïac
billes de bois marbré,billes de bois marbré
billets de parchemin,billets de parchemin
billles de bois,billles de bois
billons,billons
billons de bois blanc,billons de bois blanc
billons de bois petits,billons de bois petits
billons de sapin,billots de sapin
billots,billots
billots à faire merrain,billots pour merrain
billots de chêne à faire merrain,billots de chêne pour merrain
billots de sapin,billots de sapin
bimbeloterie,bimbeloterie
binages à pousser,binages à pousser
birampots,
birampots bleu,birampots bleu
biscuit,biscuit
biscuit amer,biscuit amer
biscuit de mer,biscuit de mer
biscuit de munition,biscuit de munition
bitume,bitume
bitume de Judée,bitume de Judée
blagues,blagues
blagues de cuir,blagues de cuir
blallst,blallst
blanc,blanc
blanc d'écaille,blanc d'écaille
blanc d'Espagne,blanc d'Espagne
blanc d'Espagne craie blanche et moulue,blanc d'Espagne craie blanche et moulue
blanc de baleine,blanc de baleine
blanc de céruse,blanc de céruse
blanc de plomb,blanc de plomb
blanc de Troyes,blanc de Troyes
blanc en chevrons,blanc en chevron
blanc plomb,blanc de plomb
blanc simple,blanc simple
blanchette,blanchette
blanchissoire,blanchissoire
blanquette,blanquette
blé,grain froment
blé avarié,blé avarié
blé baillarge,grain baillarge
blé d'Espagne,grain d'Espagne
blé d'Inde,grain maïs
blé de froment,grain froment
blé de maïs,grain maïs
blé de méteil,grain méteil
blé de prune,grain de prune
blé de seigle,grain seigle
blé de Turquie,grain maïs
blé en gerbes,grain blé en gerbe
blé et autres graine comestible,grain blé et autre grain
blé et autres grains comestibles,grain blé et autre grain
blé et riz,grain bled et riz
blé froment,grain froment
blé froment par Bayonne et Marseille,grain froment par Bayonne et Marseille
blé froment par Marseille,grain froment par Marseille
blé maïs,grain maïs
blé maïs par Marseille,grain maïs par Marseille
blé meteil,grain méteil
blé méteil,grain méteil
blé millet,grain froment
blé noir,grain sarrasin
blé orge,grain orge
blé orge par Marseille,grain orge par Marseilles
blé sarrasin,grain sarrasin
blé seigle,grain seigle
blé seigle avarié,grain seigle avarié
blé seigle en gerbes,grain seigle en gerbe
blé seigle par Marseille,grain seigle par Marseille
bleu,bleu
bleu calaminé,bleu calaminé
bleu commun,bleu commun
bleu de Berlin,bleu de Berlin
bleu de paille,bleu de paille
bleu de Prusse,bleu de Prusse
bleu de Prusse et graine jaune,bleu de Prusse et graine jaune
bleu de Prusse et lazulite,bleu de Prusse et lazulite
bleu de Saxe,bleu de Saxe
bleu de smalt,bleu de smalt
bleu fin,bleu fin
bleu foncé,bleu foncé
bleu ordinaire,bleu ordinaire
bleu ou tournesol,bleu ou tournesol
Blicourt écarlate,serge Blicourt écarlate
blocs,blocs
blocs ???,blocs
blocs de jonc,blocs de jonc
blonde,blonde
blonde d'argent,blonde d'argent
blonde d'or,blonde d'or
blonde de fil,blonde de fil
blonde de soie,blonde de soie
blonde or et argent,blonde or et argent
blonde visage,blonde visage
bluteaux,bluteaux
bobine de cuir,bobine de cuir
bodans,bodans
boëland,boëland
bœuf,bœuf
bœuf à l'écarlate,bœuf à l'écarlate
bœuf à la daube,bœuf en daube
bœuf à la mode,bœuf à la mode
bœuf bœuf,bœuf
bœuf d'Irlande,bœuf d'Irlande
bœuf du pays,bœuf du pays
bœuf en daube,bœuf en daube
bœuf en vie,bœuf
bœuf et langues salées de toute sorte,bœuf et langue salée
bœuf et taureaux,bœuf et taureaux
bœuf et vaches,bœuf et vaches
bœuf froment,bœuf froment
bœuf fumé,bœuf fumé
bœuf Illinois,bœuf illinois
bœuf jeune,bœuf jeune
bœuf préparé,bœuf préparé
bœuf salé,bœuf salé
bœuf salé d'Irlande,bœuf salé d'Irlande
bœuf salé du pays,bœuf salé du pays
bœuf taureau,bœuf et taureaux
boeuf taureaux,bœuf et taureaux
bœuf taureaux,bœuf taureau
bœuftins et génisses,bœuftins et génisses
bois,bois
bois ???,bois
bois ??? de chêne,bois de chêne
bois à banquière,bois pour banquiere
bois à barils,bois pour baril
bois à barils à fond,bois pour barils pour fond
bois à barils long,bois pour barils long
bois à barils non scié,bois pour baril non scié
bois à barils ordinaire,bois pour barils ordinaire
bois à barriques,bois pour barrique
bois à barriques douelles,douelles à barrique
bois à basse,bois pour basse
bois à bastir,bois pour bâtir
bois à bâtir,bois pour bâtir
bois à bats,bois pour bâts
bois à bâts,bois pour bâts
bois à brûler,bois pour brûler
bois à brûler d'orme,bois pour brûler d'orme
bois à brûler de chêne,bois pour brûler de chêne
bois à brûler de gite,bois pour brûler de gite
bois à brûler en ???,bois pour brûler en ???
bois à brûler en bûches,bois en bûches pour brûler
bois à brûler en facheaux,facheaux de bois pour brûler
bois à brûler en fagots,fagots de bois pour brûler
bois à brûler et autres,bois pour brûler et autres
bois à chocolat,bois pour chocolat
bois à cribles,bois pour crible
bois à faire boîtes,bois pour boîtes
bois à faire boucles,bois pour boucles
bois à faire comble,bois pour comble
bois à faire corbeilles,bois pour corbeilles
bois à faire corbin,bois pour corbin
bois à faire cribles,bois pour cribles
bois à faire étuis,bois pour étuis
bois à faire fourreaux,bois pour fourreau
bois à faire fourreaux d'épée,bois pour fourreau d'épée
bois à faire meubles,bois pour meubles
bois à faire paniers,bois pour paniers
bois à faire sommiers,bois pour sommier
bois à faire tonneaux,bois pour tonneaux
