simplification,nbr_occurences_simpl,coton,obsolete,nbr_occurences_coton
cendre de Malte,3,not raw cotton,non,817071
cendre de mer,18,not raw cotton,non,817071
cendre de monnaie,1,,non,38841
cendre de narc,1,,non,38841
cendre de natron,1,not raw cotton,non,817071
cendre de paille et de tourbe,1,not raw cotton,non,817071
cendre de plomb,44,not raw cotton,non,817071
cendre de Sicile,27,not raw cotton,non,817071
cendre de tabac,2,not raw cotton,non,817071
cendre de tourbe,116,not raw cotton,non,817071
cendre de varech,27,not raw cotton,non,817071
cendre de varet,6,not raw cotton,non,817071
cendre de verre,5,not raw cotton,non,817071
cendre de vitarch,1,not raw cotton,non,817071
cendre des rois,1,not raw cotton,non,817071
cendre du Levant,8,not raw cotton,non,817071
cendre en lest,1,,non,38841
cendre lessivée,2,not raw cotton,non,817071
cendre mature à saveur de soude,1,,non,38841
cendre menuisée,1,not raw cotton,non,817071
cendre poland,1,not raw cotton,non,817071
cendre poreuse,5,not raw cotton,non,817071
cendre pour manufactures,42,not raw cotton,non,817071
cendre pour nettoyer les pots,1,not raw cotton,non,817071
cendre pour verrerie,2,not raw cotton,non,817071
cendre salicor,1,not raw cotton,non,817071
cendre saline,4,not raw cotton,non,817071
cendre soudes,5,,non,38841
cendre soudes d'Égypte ou Natrum,0,not raw cotton,non,817071
cendre verte,9,not raw cotton,non,817071
cendres bourde,1,,non,38841
cendres de nark,1,,oui,38841
cendres de varech,4,,oui,38841
censes de bâtiments,2,not raw cotton,non,817071
centre de goëmon,1,,oui,38841
cercles,133,not raw cotton,non,817071
cercles à barils,48,not raw cotton,oui,817071
cercles à barriques,12,not raw cotton,oui,817071
cercles à bobillons,3,not raw cotton,oui,817071
cercles à bottes,2,not raw cotton,oui,817071
cercles à paniers,2,not raw cotton,oui,817071
cercles à pipes,13,not raw cotton,oui,817071
cercles à quart,1,not raw cotton,oui,817071
cercles à quarts,1,,oui,38841
cercles à relier,4,not raw cotton,oui,817071
cercles à tamis,54,not raw cotton,oui,817071
cercles à tamis dits standrepen,0,not raw cotton,oui,817071
cercles à tonneaux,277,not raw cotton,oui,817071
cercles à tonneaux en roues,2,,oui,38841
cercles communs,17,not raw cotton,non,817071
cercles d'osier,84,not raw cotton,non,817071
cercles de 10 à 12 pieds,41,not raw cotton,non,817071
cercles de 12 à 16 pieds,58,not raw cotton,non,817071
cercles de 7 à 11 pieds,17,not raw cotton,non,817071
cercles de 8 à 10 pieds,48,not raw cotton,non,817071
cercles de 9 à 12 pieds,31,not raw cotton,non,817071
cercles de bois,858,not raw cotton,non,817071
cercles de bois à quarts,1,not raw cotton,oui,817071
cercles de bois à tonneaux,20,not raw cotton,oui,817071
cercles de bois et feuillard de bois,40,,non,38841
cercles de bois et feuillards de bois,40,not raw cotton,oui,817071
cercles de bois et osier,1,,non,38841
cercles de bois pour barils,2,not raw cotton,non,817071
cercles de bois pour barriques,3,not raw cotton,non,817071
cercles de bois pour bobillons,1,not raw cotton,non,817071
cercles de bois pour la mire,0,not raw cotton,non,817071
cercles de bois pour pipes,2,not raw cotton,non,817071
cercles de bois pour quarts,1,,non,38841
cercles de bois pour tamis,2,not raw cotton,non,817071
cercles de bois pour tanier,3,not raw cotton,non,817071
cercles de bois pour tonneaux,22,,non,38841
cercles de cuivre de poil,1,not raw cotton,non,817071
cercles de demitte,1,not raw cotton,non,817071
cercles de douves,1,,non,38841
cercles de faux,1,not raw cotton,non,817071
cercles de fer,447,not raw cotton,non,817071
cercles de fer et feuillardes de fer,3,not raw cotton,non,817071
cercles de fers,3,not raw cotton,non,817071
cercles de feuillards,2,not raw cotton,non,817071
cercles de feullards,0,,oui,38841
cercles de jonc,7,not raw cotton,non,817071
cercles de retour,1,,non,38841
cercles et feuillards,1,,non,38841
cercles ou feuillards de fer,10,,non,38841
cercles pour barils,48,,non,38841
cercles pour barriques,13,,non,38841
cercles pour barriques de bois,1,not raw cotton,non,817071
cercles pour bobillons,3,,non,38841
cercles pour bottes,2,,non,38841
cercles pour paniers,2,,non,38841
cercles pour pipes,13,,non,38841
cercles pour quarts,1,,non,38841
cercles pour relier,4,,non,38841
cercles pour tamis,59,,non,38841
cercles pour tamis dits standrepen,86,,non,38841
cercles pour tonneaux,387,,non,38841
cercles pour tonneaux en roues,2,,non,38841
cercocole,1,not raw cotton,non,817071
céréales,1,,non,38841
cerf-volant,1,,non,38841
cerises,32,not raw cotton,non,817071
cerneaux,1,not raw cotton,non,817071
céruse,912,not raw cotton,non,817071
céruse et blanc de plomb,128,not raw cotton,non,817071
cervelas,97,not raw cotton,non,817071
cervelas salées et cuisses d'oie salées et langues salèes,4,not raw cotton,non,817071
cévadille,11,not raw cotton,non,817071
cha ??,1,,non,38841
chades,1,not raw cotton,non,817071
chafarcani,5,,non,38841
chafarcany,4,not raw cotton,oui,817071
chagrin,4,not raw cotton,non,817071
chagrin de soie,6,not raw cotton,non,817071
chaînes de fer,38,not raw cotton,non,817071
chaînes de laiton,1,not raw cotton,non,817071
chaînes de montres,4,not raw cotton,non,817071
chaînes de montres serties d'or,1,not raw cotton,non,817071
chair,7,not raw cotton,non,817071
chair ???,1,not raw cotton,non,817071
chair cuite,1,not raw cotton,non,817071
chair de bœuf,5,not raw cotton,non,817071
chair de boucherie,6,not raw cotton,non,817071
chair de gibier et de volailles,8,not raw cotton,non,817071
chair de morue,1,not raw cotton,non,817071
chair de porcs,7,not raw cotton,non,817071
chair de porcs salée,0,not raw cotton,oui,817071
chair de volaille et chair de gibier,28,not raw cotton,non,817071
chair et lard enfumé et salé,146,not raw cotton,non,817071
chair et lard frais,133,not raw cotton,non,817071
chair et poisson,1,not raw cotton,non,817071
chair fraîche,3,not raw cotton,non,817071
chair fraîche et salée,15,not raw cotton,non,817071
chair fumée,29,not raw cotton,non,817071
chair salée,930,not raw cotton,non,817071
chair salée de bœufs,4,,non,38841
chair salée de jambon de porcs,1,,non,38841
chair salée de porcs,25,,non,38841
chair salée et chair fraîche,208,not raw cotton,non,817071
chair salée ou lard,1,not raw cotton,non,817071
chaise garnie de cannes,2,not raw cotton,non,817071
chaise garnie de maroquin,2,not raw cotton,non,817071
chaises,19,not raw cotton,non,817071
chaises à deux roues,17,not raw cotton,non,817071
chaises à porteur,5,not raw cotton,non,817071
chaises à rouler les enfants,2,not raw cotton,non,817071
chaises communes,2,not raw cotton,non,817071
chaises d'enfant,1,not raw cotton,non,817071
chaises de bois,16,not raw cotton,non,817071
chaises de bois de sapin,1,not raw cotton,non,817071
chaises de canne,52,not raw cotton,non,817071
chaises de commodité,178,not raw cotton,non,817071
chaises de commodité et leurs pots,6,not raw cotton,non,817071
chaises de commodité et leurs pots de faïence,1,not raw cotton,non,817071
chaises de fer,7,not raw cotton,non,817071
chaises de fer harnais,1,not raw cotton,non,817071
chaises de jonc,39,not raw cotton,non,817071
chaises de maroquin,6,not raw cotton,non,817071
chaises de noyer,3,not raw cotton,non,817071
chaises de paille,448,not raw cotton,non,817071
chaises de paille et canapé,1,not raw cotton,non,817071
chaises de paille et fauteuils de paille,7,not raw cotton,non,817071
chaises de poste,20,not raw cotton,non,817071
chaises de poste et fauteuils de poste,2,not raw cotton,non,817071
chaises de poste et harnais,1,not raw cotton,non,817071
chaises de rotin,16,not raw cotton,non,817071
chaises de rotin et fauteuils,1,not raw cotton,non,817071
chaises de tapisserie,1,not raw cotton,non,817071
chaises et cabriolets,118,not raw cotton,non,817071
chaises et fauteuils,21,not raw cotton,non,817071
chaises et fauteuils de bois,7,not raw cotton,non,817071
chaises et fauteuils de canne,6,not raw cotton,non,817071
chaises et fauteuils de commodité,1,not raw cotton,non,817071
chaises et fauteuils de jonc,3,not raw cotton,non,817071
chaises garnies,4,not raw cotton,non,817071
chaises paillées,1,not raw cotton,non,817071
chaises pliantes,1,not raw cotton,non,817071
chaises pliantes de cuir de Russie,1,not raw cotton,non,817071
chaises pour enfant,1,not raw cotton,non,817071
chaises roulantes,20,not raw cotton,non,817071
chaises roulantes avec harnais,1,not raw cotton,non,817071
chaises roulantes avec leur train,1,not raw cotton,non,817071
chaises roulantes vieilles,1,not raw cotton,non,817071
chalbafs,12,not raw cotton,non,817071
châles brochés et façonnés de laine,2,not raw cotton,non,817071
châles couvertures et tapis de fleuret,1,not raw cotton,non,817071
châles de cachemire de poil,1,not raw cotton,non,817071
châles de laine,43,not raw cotton,non,817071
châles de laine brochés et façonnés,1,not raw cotton,non,817071
châles de laine et de poil,46,not raw cotton,non,817071
châles de percale de coton imprimée,2,not raw cotton,non,817071
châles des Indes,0,not raw cotton,non,817071
châles et mouchoirs,15,not raw cotton,non,817071
châles et mouchoirs de coton,81,not raw cotton,non,817071
châles et mouchoirs de laine,48,not raw cotton,non,817071
châles et mouchoirs de soie,156,not raw cotton,non,817071
châles et mouchoirs de soie façonnée pure et unie,2,not raw cotton,oui,817071
chalons,25,not raw cotton,non,817071
chalons blancs,6,not raw cotton,non,817071
chalons blancs soufrés,4,not raw cotton,non,817071
chalons peints,8,not raw cotton,non,817071
chalotte,1,,non,38841
chaloupe,2,not raw cotton,non,817071
chaloupe démontée,3,not raw cotton,non,817071
chambranle de cheminé en marbre,1,,non,38841
chambre d'enfant,1,not raw cotton,non,817071
chamois,1,not raw cotton,non,817071
chamois passé en jaune,6,not raw cotton,non,817071
chamoisure,1,not raw cotton,non,817071
champ fleurs,1,not raw cotton,non,817071
champheuv,1,not raw cotton,non,817071
champignons,94,not raw cotton,non,817071
champignons confits,4,,non,38841
champignons et morilles,2,not raw cotton,non,817071
champignons et truffes,1,not raw cotton,non,817071
champignons marinés,1,not raw cotton,non,817071
champignons secs,28,not raw cotton,non,817071
chandal,1,not raw cotton,non,817071
chandeliers d'église en or,1,not raw cotton,non,817071
chandeliers de bois,1,not raw cotton,non,817071
chandeliers de bois de Nuremberg,1,not raw cotton,non,817071
chandeliers de cuivre,9,not raw cotton,non,817071
chandeliers de cuivre argentés,1,,non,38841
chandeliers de fer,1,,non,38841
chandeliers de laiton,1,not raw cotton,non,817071
chandelle,1736,not raw cotton,non,817071
chandelle à porteur,1,not raw cotton,non,817071
chandelle de bois,1,not raw cotton,non,817071
chandelle de canne,4,not raw cotton,non,817071
chandelle de chanvre et suif,7,not raw cotton,non,817071
chandelle de commodité,3,not raw cotton,non,817071
chandelle de jonc,1,not raw cotton,non,817071
chandelle de paille,9,not raw cotton,non,817071
chandelle de résines,1,not raw cotton,non,817071
chandelle de rotin,1,not raw cotton,non,817071
chandelle de sperme de baleine,1,not raw cotton,non,817071
chandelle de suif,376,not raw cotton,non,817071
chandelle de suif et suif,11,not raw cotton,non,817071
chandelle de suif et suif fondu,1,not raw cotton,non,817071
chandelle moitié cire,1,not raw cotton,non,817071
chandelle moulée,2,not raw cotton,non,817071
chandelle roulante,1,not raw cotton,non,817071
chandriers de cuivre,0,not raw cotton,oui,817071
changeant,6,not raw cotton,non,817071
chanoni,1,not raw cotton,non,817071
chantournés de lit en satin,2,,non,38841
chantournés de lit en satin brodé,2,,non,38841
chanvre,4717,not raw cotton,non,817071
chanvre apprêté,13,not raw cotton,non,817071
chanvre battu,56,not raw cotton,non,817071
chanvre brut,50,not raw cotton,non,817071
chanvre chiné,1,,non,38841
chanvre commun,3,not raw cotton,non,817071
chanvre cru,1022,not raw cotton,non,817071
chanvre de masse,9,not raw cotton,non,817071
chanvre de retour,2,,non,38841
chanvre deuxième qualité,1,not raw cotton,non,817071
chanvre dit chenevolle,1,not raw cotton,non,817071
chanvre divers,45,not raw cotton,non,817071
chanvre écru,16,not raw cotton,non,817071
chanvre en liens,4,not raw cotton,oui,817071
chanvre en masses,45,not raw cotton,non,817071
chanvre en ramade,1,not raw cotton,non,817071
chanvre en rames,153,not raw cotton,non,817071
chanvre en rames (c'est à dire du Nord),1,not raw cotton,non,817071
chanvre en tiges brutes choisie sèches ou vertes,2,not raw cotton,non,817071
chanvre en tiges brutes sèches roules ou vertes,3,not raw cotton,non,817071
chanvre et lin,10,not raw cotton,non,817071
chanvre fin,1,not raw cotton,non,817071
chanvre frisé,1,not raw cotton,non,817071
chanvre peigné,651,not raw cotton,non,817071
chanvre piqué,2,,non,38841
chanvre pour filer,2,not raw cotton,non,817071
chanvre première qualité,4,not raw cotton,non,817071
chanvre préparé,3,not raw cotton,non,817071
chanvre saisir,1,not raw cotton,non,817071
chanvre taillé et étoupes,3,not raw cotton,non,817071
chanvre tillé,1,not raw cotton,non,817071
chanvre tillé et étoupes,7,not raw cotton,non,817071
chanvre treillé,1,,non,38841
chanvre vieux,1,,non,38841
chanvreau,1,,non,38841
chanvrier de cuivre,1,not raw cotton,non,817071
chapeaux,750,not raw cotton,non,817071
chapeaux ? castor,6,not raw cotton,non,817071
chapeaux à border,1,not raw cotton,non,817071
chapeaux a migette,1,,non,38841
chapeaux à nègre,228,not raw cotton,non,817071
chapeaux à page,2,not raw cotton,non,817071
chapeaux anglais,2,not raw cotton,non,817071
chapeaux bâtards,9,not raw cotton,non,817071
chapeaux blancs,1,not raw cotton,non,817071
chapeaux bordés,54,not raw cotton,non,817071
chapeaux bordés argent et or de poil,1,not raw cotton,non,817071
chapeaux bordés avec éléments,1,not raw cotton,non,817071
chapeaux bordés d'argent,0,not raw cotton,non,817071
chapeaux bordés d'argent de castor,1,not raw cotton,non,817071
chapeaux bordés d'argent et d'or,4,not raw cotton,non,817071
chapeaux bordés d'argent et d'or de castor,10,not raw cotton,non,817071
chapeaux bordés d'or,8,not raw cotton,non,817071
chapeaux bordés d'or de castor,10,not raw cotton,non,817071
chapeaux bordés d'or de demi-castor,1,not raw cotton,non,817071
chapeaux bordés d'or et d'argent faux communs,1,,non,38841
chapeaux bordés d'or faux,3,not raw cotton,non,817071
chapeaux bordés d'or faux de laine,2,not raw cotton,non,817071
chapeaux bordés de castor,11,not raw cotton,non,817071
chapeaux bordés de point d'Espagne,1,not raw cotton,non,817071
chapeaux bordés en faux de laine,1,not raw cotton,non,817071
chapeaux brodés,12,not raw cotton,non,817071
chapeaux brodés d'argent,2,not raw cotton,non,817071
chapeaux brodés d'argent de castor,3,,non,38841
chapeaux brodés d'argent et d'or,1,not raw cotton,non,817071
chapeaux brodés d'argent et d'or de castor,0,not raw cotton,oui,817071
chapeaux brodés d'or,6,not raw cotton,non,817071
chapeaux chinois et grosse caisse,1,not raw cotton,non,817071
chapeaux cirés,1,not raw cotton,non,817071
chapeaux communs,297,not raw cotton,non,817071
chapeaux communs de laine,1,,non,38841
chapeaux communs de laine ou de poil,6,not raw cotton,non,817071
chapeaux communs de paille,197,not raw cotton,non,817071
chapeaux d'écorce,4,not raw cotton,non,817071
chapeaux d'écorce d'arbre,4,not raw cotton,non,817071
chapeaux d'écorce de bois et de paille,151,not raw cotton,non,817071
chapeaux d'écorce de tilleul,1,not raw cotton,non,817071
chapeaux d'écorce et de paille,21,not raw cotton,non,817071
chapeaux d'écorce fins,1,not raw cotton,non,817071
chapeaux d'enfant,1,not raw cotton,non,817071
chapeaux d'osier,1,not raw cotton,non,817071
chapeaux d'ourson,1,not raw cotton,non,817071
chapeaux dauphins,4,not raw cotton,non,817071
chapeaux de bois,11,not raw cotton,non,817071
chapeaux de castor,642,not raw cotton,non,817071
chapeaux de castor brodés,2,not raw cotton,non,817071
chapeaux de castor de feutre fin ou de laine,1,,non,38841
