simplification,nbr_occurences_simpl,obsolete,v_glass_beads,nbr_occurences_v_glass_beads
huile de graisse de poisson,1,non,out,820768
huile de gras,1,non,out,820768
huile de gras et de traens pour tanneurs,8,non,out,820768
huile de gras pour tanneurs,7,non,out,820768
huile de Haarlem,23,non,out,820768
huile de hareng,1,non,out,820768
huile de jasmin,17,non,out,820768
huile de jasmin et autres fleurs,3,non,out,820768
huile de jayet,1,non,out,820768
huile de laine,1,non,out,820768
huile de laurier,106,non,out,820768
huile de lavande,7,non,out,820768
huile de lin,907,non,out,820768
huile de lin et de rabette,3,non,,37440
huile de lin et spirituelle,6,non,out,820768
huile de lin pour l'entrepôt pour la Compagnie des Indes,1,non,out,820768
huile de loifon,0,non,out,820768
huile de loup marin,7,non,out,820768
huile de maïs,1,non,out,820768
huile de Majorque,1,non,out,820768
huile de marjolaine et sauge,1,non,out,820768
huile de menthe,1,non,out,820768
huile de morne,2,non,out,820768
huile de morue,97,non,out,820768
huile de morue de France,1,oui,,37440
huile de morue étrangère,1,non,,37440
huile de morue française,1,non,,37440
huile de muscade,26,non,out,820768
huile de navette,186,non,out,820768
huile de noisettes,2,non,out,820768
huile de noix,253,non,out,820768
huile de Palma Christi,9,oui,out,820768
huile de palme,36,non,out,820768
huile de palmier,1,non,out,820768
huile de parfum,4,non,out,820768
huile de peintures,1,non,out,820768
huile de pierre,4,non,out,820768
huile de pignon de palme,2,non,,37440
huile de pignon et ricin,2,non,out,820768
huile de pin,1,non,out,820768
huile de plantes,1,non,out,820768
huile de poissen,2,non,,37440
huile de poisson,2015,non,out,820768
huile de poisson de France,5,non,,37440
huile de poisson des Indes,1,non,out,820768
huile de poisson et de lin,1,non,out,820768
huile de poisson et poix,1,non,out,820768
huile de poisson étranger,3,non,,37440
huile de poix,9,non,out,820768
huile de rabette,109,non,out,820768
huile de rave,2,non,out,820768
huile de Rhodes,14,non,out,820768
huile de rhue,1,non,out,820768
huile de ricin,13,non,,37440
huile de romarin,4,non,out,820768
huile de rose,4,non,out,820768
huile de salmus,1,non,out,820768
huile de sardines,2,non,,37440
huile de sassafras,2,non,out,820768
huile de saturne,1,non,out,820768
huile de scorpion,6,non,out,820768
huile de sein,1,non,out,820768
huile de semence,137,non,out,820768
huile de senteur,97,non,out,820768
huile de soldat,3,non,out,820768
huile de soufre,2,non,out,820768
huile de spermaceti,6,non,out,820768
huile de storax,8,non,out,820768
huile de tamarin,2,non,out,820768
huile de tartre,2,non,out,820768
huile de térébenthine,358,non,out,820768
huile de verre,2,non,out,820768
huile de vialle,2,non,out,820768
huile de vitriol,400,non,out,820768
huile de vitriol et vitriol,24,non,out,820768
huile dellevette,2,non,out,820768
huile diverse,40,non,out,820768
huile diverse à la valeur,1,non,out,820768
huile du Pérou,4,non,out,820768
huile du Sénégal,1,non,,37440
huile en bouteille,1,non,,37440
huile en crasse,4,non,out,820768
huile en crasse ou degnes ???,0,non,out,820768
huile en crasse ou degras et ???,2,non,,37440
huile en degens,1,non,,37440
huile en dignar,1,non,out,820768
huile en zégnar,1,non,,37440
huile essencée,1,non,out,820768
huile essentielle ou volatile de citron girofle menthe rose etc.,2,non,out,820768
huile et essence de térébenthine,24,non,out,820768
huile et provisions,5,non,out,820768
huile et rabete,1,non,out,820768
huile et sirop,12,non,out,820768
huile fine,3,non,out,820768
huile grap indigo,1,non,out,820768
huile grasse d'amandes,4,oui,out,820768
huile grasse d'olive comestible,4,oui,out,820768
huile grasse d'olive pour fabrique,4,oui,out,820768
huile grasse de faine et noix,4,oui,out,820768
huile grasse de graines autres que lin œillette et pavot,2,oui,out,820768
huile grasse de graines d'œillette ou pavot,2,oui,out,820768
huile grasse de graines de lin,2,oui,out,820768
huile grasse de graines grasses,2,oui,out,820768
huile grasse de palme,2,oui,out,820768
huile grasse de palme et pignon,2,oui,out,820768
huile grasse de ricin,4,oui,out,820768
huile marc d'olive ou amurca,1,non,out,820768
huile médicinale,14,non,out,820768
huile pétrole,19,non,out,820768
huile pour étranger de poisson,1,oui,out,820768
huile pour France de poisson,3,oui,out,820768
huile pour lampe,1,non,out,820768
huile rabette,1,non,out,820768
huile spirituelle d'olive,8,non,out,820768
huile spirituelle de poisson,1,non,out,820768
huile stale,1,non,out,820768
huile succin,3,non,out,820768
huile superfine,1,non,out,820768
huile térébenthine,12,oui,out,820768
huile vierge,1,non,out,820768
huile vitriol,3,non,out,820768
huile volatile,2,non,out,820768
huile volatile d'anis fenouil marjolaine romarin et sauge,2,non,out,820768
huile volatile de cade cèdre ou oxycèdre et gaïac,2,non,out,820768
huile volatile de cannelle girofle macis muscade et sassafras,2,non,out,820768
huile volatile de citron orange et leurs variétés,2,non,out,820768
huile volatile de genièvre,1,non,out,820768
huile volatile de jasmin et autres fleurs d'odeur fugace,2,non,out,820768
huile volatile de lavande,2,non,out,820768
huile volatile de rose et de Rhodes,2,non,out,820768
huitres,98,oui,,37440
huîtres,387,non,out,820768
huîtres à la daube,69,non,out,820768
huîtres à la daube ou marinée,1,non,out,820768
huîtres à mariner,1,non,out,820768
huîtres en écaille,20,non,out,820768
huîtres en pierres,2,non,out,820768
huîtres fraîches,15,non,out,820768
huîtres fraîches et salées,18,non,out,820768
huîtres marines,1,non,out,820768
hydromel,123,non,out,820768
hypochetia,1,non,out,820768
hypocristis,1,non,out,820768
igname,5,non,out,820768
images,17,non,out,820768
images à cadres dorés,1,non,out,820768
images de cire,1,non,out,820768
images de corne,1,non,out,820768
images de papier,38,non,out,820768
images de papier et estampes et cartes géographiques,220,non,out,820768
images de parchemin,73,non,out,820768
images de parchemin de corne,2,non,out,820768
images de vélin,6,non,out,820768
images des Indes,1,non,out,820768
images et cartes géographiques,2,non,out,820768
images peintes,2,non,out,820768
images sur papier,1,non,out,820768
impériale,9,non,out,820768
impériale de laine,1,non,out,820768
inde,5,non,out,820768
inde de Java,10,non,out,820768
inde fine,28,non,out,820768
inde florée,1,non,out,820768
inde flottante,15,non,out,820768
inde Java,3,oui,out,820768
inde plate,118,non,out,820768
indienne,839,non,out,820768
indienne ???,1,non,out,820768
indienne commune,6,non,out,820768
indienne de coton,21,non,out,820768
indienne de coton et de fil,1,non,out,820768
indienne de coton et siamoise de coton et toile de coton imprimée et toile de coton peinte et toile de coton teinte,25,non,out,820768
indienne de coton et siamoise de coton et toile de coton peinte,16,non,out,820768
indienne de coton et toile de coton peinte,65,non,out,820768
indienne de coton peinte,2,non,out,820768
indienne de différentes qualités,1,non,out,820768
indienne de France,6,non,out,820768
indienne de Suisse,1,non,,37440
indienne des Indes,4,non,out,820768
indienne des Indes et toile peinte,5,non,out,820768
indienne en coupon,1,non,,37440
indienne et sitz,143,non,out,820768
indienne et toile perse,1,non,out,820768
indienne étrangère,5,non,out,820768
indienne étrangère et toile peinte,3,non,out,820768
indienne française,1,non,out,820768
indienne nationale et toile peinte,5,non,out,820768
indienne peinte,30,non,out,820768
indigo,6553,non,out,820768
indigo commun,2,non,out,820768
indigo de Guatemala,3,non,,37440
indigo de retour,3,non,out,820768
indigo des Îles françaises,1,non,out,820768
indigo des Indes,1,non,out,820768
indigo en gr ???,1,non,out,820768
indigo en grabeau,102,non,,37440
indigo et sucre,1,non,out,820768
indigo floré,13,non,out,820768
indigo guatimalo,8,non,out,820768
indigo inde-plate boules de bleu,1,non,out,820768
indigo par Bordeaux Nantes Le Havre et Dunkerque,1,non,out,820768
injubes,2,non,out,820768
insectes,4,non,out,820768
instruments,110,non,out,820768
instruments d'artillerie,1,non,,37440
instruments d'arts libéraux,7,non,out,820768
instruments d'astronomie,5,non,out,820768
instruments d'optique lunettier,1,non,,37440
instruments d'optiques,13,non,out,820768
instruments d'optiques et ouvrages ditto,34,non,out,820768
instruments d'orfèvrerie,1,non,out,820768
instruments de b??? mêlés,1,non,out,820768
instruments de chimie,3,non,out,820768
instruments de chirurgie,48,non,out,820768
instruments de jardinage,1,non,out,820768
instruments de marine,17,non,out,820768
instruments de mathématique,85,non,out,820768
instruments de mathématique et de musique,9,non,out,820768
instruments de mathématique et instruments de chirurgie,49,non,out,820768
instruments de mécanique,3,non,out,820768
instruments de mer,2,oui,out,820768
instruments de mesure,1,non,,37440
instruments de musique,504,non,out,820768
instruments de musique ???,1,non,out,820768
instruments de musique et autres,11,non,out,820768
instruments de navigation,3,non,out,820768
instruments de physique,24,non,out,820768
instruments de pilotage,4,non,out,820768
instruments épinettes,1,non,out,820768
instruments machine et mécanique,3,non,out,820768
instruments machine et mécanique propres aux arts et aux sciences,11,non,out,820768
instruments pour hôpitaux militaires,1,non,,37440
instruments pour la pêche,10,non,out,820768
instruments pour les arts et les sciences,180,non,out,820768
instruments propres aux arts libéraux,10,non,out,820768
instruments propres aux science,2,non,out,820768
ipécacuanha,309,non,out,820768
iranis,1,non,out,820768
iris,182,non,out,820768
iris de citron,1,non,out,820768
iris de Florence,60,non,out,820768
irtaine,1,oui,out,820768
isaris d'auf,1,non,out,820768
isatis,5,non,out,820768
issarions de palme,4,non,out,820768
istarions d'espars,1,non,out,820768
ita à planter,1,non,out,820768
Itaine de laine,1,non,out,820768
ivies,1,non,out,820768
ivoire,85,non,out,820768
ivoire brûlé,2,non,out,820768
ivoire brut,81,non,out,820768
ivoire de Dieppe,1,non,out,820768
ivoire en grabeau,2,non,,37440
ivoire en morceaux,2,non,out,820768
ivoire et or,10,non,,37440
ivoire noir,1,non,out,820768
ivoire ou morphil,1,oui,out,820768
jaillet,2,non,out,820768
jais,139,non,out,820768
jais brut,1,non,out,820768
jais de chêne,1,non,out,820768
jais ou ouvrages de jais,1,non,out,820768
jalap,479,non,out,820768
jalap en grabeau,1,non,,37440
jamard,2,non,out,820768
jamavar,20,non,out,820768
jambon,1374,non,out,820768
jambon de Bayonne,11,non,out,820768
jambon de Mayence,6,non,out,820768
jambon du pays,1,non,out,820768
jambon et lard,1,non,out,820768
jambon et lard salé,1,non,out,820768
jambon et saucissons,1,non,out,820768
jambon fumé,28,non,out,820768
jambon lard et saucissons,1,non,out,820768
jambon non fumé,2,non,out,820768
jambon pour l'entrepôt de la Compagnie,1,non,out,820768
jambon salé,100,non,out,820768
jambons,8,oui,out,820768
jantes,100,non,out,820768
jantes et rais,5,non,out,820768
japonis,1,non,,37440
jardinage divers,1,non,out,820768
jardinage jasmin,2,non,out,820768
jarres,228,non,out,820768
jarres de grès,1,non,,37440
jarres de terre,26,non,out,820768
jarres et dame-jeannes,61,non,,37440
jarres vides,1,non,out,820768
jarretières,3,non,out,820768
jarretières d'argent,4,non,out,820768
jarretières d'argent et d'or,1,non,out,820768
jarretières d'argent et d'or et de soie,1,non,out,820768
jarretières de fil,3,non,out,820768
jarretières de filoselle,2,non,out,820768
jarretières de fleuret,12,non,out,820768
jarretières de laine,11,non,out,820768
jarretières de soie,21,non,out,820768
jarretières et ruban de laine,1,non,out,820768
jarretières et tresse de laine,1,non,out,820768
jas,1,non,out,820768
jaspe,3,non,out,820768
jatape,1,non,out,820768
jattes de bois,3,non,out,820768
jaune commun,64,non,out,820768
jaune de Cassel,1,non,out,820768
jaune de chrome,2,non,out,820768
jaune de Naples,86,non,out,820768
jaune doré,7,non,out,820768
jaune gros,1,non,out,820768
jaune paille,2,non,out,820768
jaune royal,2,non,out,820768
jeanette de laine,1,non,,37440
jeanne,1,non,out,820768
jeanne gros,1,non,out,820768
jet de bière,10,non,out,820768
jet et lie de bière,136,non,out,820768
jetons d'argent,1,non,out,820768
jetons de cuivre,2,non,out,820768
jets de canettes,2,non,out,820768
jets de canettes de grès,3,non,,37440
jets de cannes,3,non,out,820768
jets de cannes à poignée d'ambre,1,non,out,820768
jets de creusets,2,non,,37440
jets de grès,1,non,out,820768
jets de terre,1,non,out,820768
jets de voile,43,oui,out,820768
jeux d'échecs,1,non,out,820768
jeux d'écrevisse,1,non,out,820768
jeux d'orgues,1,non,out,820768
jeux de camagnolle,2,non,out,820768
jeux de moulins,19,non,out,820768
jeux de moulins à sucre,10,non,out,820768
jeux de quadrilles,1,non,,37440
jeux de voile,105,non,out,820768
jeux de voile en toile de Bretagne,1,non,,37440
joaillerie,1,non,out,820768
jolités de cristal garnis de cuivre,2,non,out,820768
jolités en pinsbeck,3,non,out,820768
jolités mêlées,135,non,out,820768
joncs,78,non,out,820768
joncs à faire des cannes,4,non,out,820768
joncs à joncher les volailles,3,non,out,820768
joncs communs,4,non,out,820768
joncs de cannes,1,non,out,820768
joncs des Indes,1,non,out,820768
joncs des marais,3,non,,37440
joncs en blocs,1,non,out,820768
joncs en herbes,1,non,out,820768
joncs entés,17,non,out,820768
joncs et roseaux,32,non,out,820768
joncs et roseaux des jardins,2,non,out,820768
joncs et roseaux des marais d'Europe Presle et Sparte brut,2,non,out,820768
joncs et roseaux exotiques bambous et joncs forts à cannes,2,non,out,820768
joncs et roseaux exotiques rotins de petit calibre,3,non,out,820768
joncs odorants,2,non,out,820768
joncs ou auf,2,non,out,820768
joncs pour cannes,1,non,out,820768
joncs pour cannes et bambou et rotin,19,non,out,820768
joncs pour cannes et bambou et ruban,8,non,out,820768
joncs pour chaises,4,non,out,820768
joncs pour couvrir,87,non,out,820768
joncs pour couvrir bottes,2,non,out,820768
joncs pour couvrir toits,85,non,out,820768
joncs pour faire ???,2,non,out,820768
joncs pour faire chaises,50,non,out,820768
joncs pour faire des vertugadins,3,non,out,820768
joncs pour faire les chaises des Indes,1,non,out,820768
joncs pour faire voile,1,non,out,820768
joncs pour joncher les volailles,1,non,out,820768
joncs pour joncher voiles,2,non,out,820768
joncs pour voile,25,non,out,820768
joncs rotin,3,non,out,820768
joncs Sparte brut et autres communs,1,non,out,820768
joncs travaillés et paille travaillée,92,non,out,820768
joncs vernis,1,non,out,820768
jonquilles,1,non,,37440
jonquine,14,non,out,820768
Joséphine de laine et de soie,1,non,out,820768
jouets,6,non,out,820768
jouets d'enfance,1,non,out,820768
jouets d'enfant,12,non,out,820768
jougs de bœuf,5,non,out,820768
joujoux d'enfants,9,non,out,820768
juifs qui payent le droit corporel à la sortie,64,non,out,820768
jujubes,94,non,out,820768
julaux,1,non,out,820768
julienne,2,non,out,820768
juments,41,non,out,820768
juments de somme,3,non,out,820768
juments et poulains,8,non,out,820768
juments ou mulets,1,non,out,820768
jupes,7,non,out,820768
jupes de basin brodée en soie,1,non,out,820768
jupes de calmande,1,non,out,820768
jupes de cirsaca,1,non,,37440
jupes de coton,2,non,out,820768
jupes de laine et de soie,1,non,out,820768
jupes de molleton,2,non,out,820768
jupes de satin brodée,1,non,out,820768
jupes de toile peinte,5,non,out,820768
jupes et tabliers de toile peinte,1,non,out,820768
jupes peintes,1,non,out,820768
jupes piquées,5,non,out,820768
jupons,24,non,out,820768
