simplification,nbr_occurences_simpl,revolutionempire,obsolete,nbr_occurences_revolutionempire
pavé pour sol,1,Divers incertains,non,8518
pavillon de toile,1,Toiles diverses,non,11364
pavots,4,Matières premières diverses,non,15181
peaux,212,"Cuirs, peaux et pelleterie",non,22200
peaux ???,8,"Cuirs, peaux et pelleterie",non,22200
peaux à faire tambours,1,"Cuirs, peaux et pelleterie",non,22200
peaux à fleurs et de mouton,1,"Cuirs, peaux et pelleterie",non,22200
peaux à l'exergue de veaux,2,"Cuirs, peaux et pelleterie",non,22200
peaux à la valeur,3,"Cuirs, peaux et pelleterie",non,22200
peaux à panches,1,"Cuirs, peaux et pelleterie",non,22200
peaux à poil de veau,15,"Cuirs, peaux et pelleterie",non,22200
peaux à poil de veau sèches,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtée d'orignal,5,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtée de buffle,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées,41,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées d'agneau,29,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées d'agneau et de chevreau,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées d'élan,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées d'hermine et de martre,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées d'ours,8,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de ???,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de bouc,15,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de bouc et de chèvre,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de buffle,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de castor,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de cerf,11,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de cerf et de daim,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chamois,9,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chat,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de cheval,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chèvre,183,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chèvre et chevreau,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chevreau,10,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chevreuil,12,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de chien de mer,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de daim,14,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de lapin,5,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de lapin et de lièvre,4,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de lièvre,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de lièvre et lapin,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de loup,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de loup cervier,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de loup et d'ours et de tigre,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de marmotte,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de maroquins,16,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de mouton,632,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de mouton en couleur,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de mouton en mesquis,10,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de petit gris,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de phoque éjarrées,2,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de renard,5,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de roussette,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de sauvagines,4,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de vache,4,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de veau,145,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de veau en buffle,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de veau en chamois,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de veau marin,1,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées de veau pour cuir doré,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées en couleurs et de veau,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées en maroquins et de veau,0,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées et brutes,65,"Cuirs, peaux et pelleterie",non,22200
peaux apprêtées passées en maroquins,1,"Cuirs, peaux et pelleterie",non,22200
peaux basanées de mouton,3,"Cuirs, peaux et pelleterie",non,22200
peaux blanches,47,"Cuirs, peaux et pelleterie",non,22200
peaux blanches apprêtées,1,"Cuirs, peaux et pelleterie",non,22200
peaux blanches de mouton,9,"Cuirs, peaux et pelleterie",non,22200
peaux blanches de veaux,1,"Cuirs, peaux et pelleterie",non,22200
peaux blanches ou grises de mouton,0,"Cuirs, peaux et pelleterie",non,22200
peaux bronzées,4,"Cuirs, peaux et pelleterie",non,22200
peaux bronzées de veau,20,"Cuirs, peaux et pelleterie",non,22200
peaux brourées de veau,1,"Cuirs, peaux et pelleterie",non,22200
peaux chamoisées de daim,1,"Cuirs, peaux et pelleterie",non,22200
peaux chamoisées ou mégies,4,"Cuirs, peaux et pelleterie",non,22200
peaux chamoisées ou mégissées,1,"Cuirs, peaux et pelleterie",non,22200
peaux communes crûes,4,"Cuirs, peaux et pelleterie",non,22200
peaux communes de mouton,1,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées,2,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de chèvre,2,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de daim,1,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de maroquin,1,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de mouton,3,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de vache,2,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées de veau,676,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées en noir de veau,3,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées en poil et de veau,3,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées et tannées,1,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées et tannées de veau,3,"Cuirs, peaux et pelleterie",non,22200
peaux corroyées ou tannées,5,"Cuirs, peaux et pelleterie",non,22200
peaux crue d'ours,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues,9,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'agneau,13,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'agneau et de chevreau,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'agneau ordinaires,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'âne,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'élan,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues d'ours,2,"Cuirs, peaux et pelleterie",non,22200
peaux crues de bouc,12,"Cuirs, peaux et pelleterie",non,22200
peaux crues de bouc et de chèvre,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de brebis,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de brebis et de mouton,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de castor,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de cerf,4,"Cuirs, peaux et pelleterie",non,22200
peaux crues de cerf et de daim,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chamois,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chat,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chèvre,8,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chèvre en poil,408,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chèvre et de mouton et de veau,56,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chevreau,8,"Cuirs, peaux et pelleterie",non,22200
peaux crues de chevreuil,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de daim en poil,3,"Cuirs, peaux et pelleterie",non,22200
peaux crues de daim en vert,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de lapin,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de lapin et de lièvre,2,"Cuirs, peaux et pelleterie",non,22200
peaux crues de lièvre,3,"Cuirs, peaux et pelleterie",non,22200
peaux crues de lièvre et lapin,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de lièvres,4,"Cuirs, peaux et pelleterie",non,22200
peaux crues de loup cervier,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de loup marin,2,"Cuirs, peaux et pelleterie",non,22200
peaux crues de marmotte,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de mouton,9,"Cuirs, peaux et pelleterie",non,22200
peaux crues de phoque,4,"Cuirs, peaux et pelleterie",non,22200
peaux crues de porcs,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de renard de loutre de fouine etc.,0,"Cuirs, peaux et pelleterie",non,22200
peaux crues de tigre,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues de veau,5,"Cuirs, peaux et pelleterie",non,22200
peaux crues fraîches de chien de mer,1,"Cuirs, peaux et pelleterie",non,22200
peaux crues fraîches grandes,5,"Cuirs, peaux et pelleterie",non,22200
peaux crues fraîches petites,7,"Cuirs, peaux et pelleterie",non,22200
peaux crues grandes fraîches,3,"Cuirs, peaux et pelleterie",non,22200
peaux crues grandes sèches,8,"Cuirs, peaux et pelleterie",non,22200
peaux crues petites d'agneaux et de chevreaux,2,"Cuirs, peaux et pelleterie",non,22200
peaux crues petites de chien de mer et requin,2,"Cuirs, peaux et pelleterie",non,22200
peaux crues petites sèches,9,"Cuirs, peaux et pelleterie",non,22200
peaux crues sèches de chien de mer,4,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau,373,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en chamois,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en couleur,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en laine,141,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en mégie,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en mesquis,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en poil,4,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau en tripe,2,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau et de chevreau,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau et de chevreau en poil,3,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau et de mouton passées,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau lavées,5,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau ou chevreau apprêtées,0,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau passées,23,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau tannées,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'agneau tournées,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'Alexandrie,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'âne,3,"Cuirs, peaux et pelleterie",non,22200
peaux d'angora,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'anguille,4,"Cuirs, peaux et pelleterie",non,22200
peaux d'anguillerie,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'animaux des Indes,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'astrakan,2,"Cuirs, peaux et pelleterie",non,22200
peaux d'écureuil,3,"Cuirs, peaux et pelleterie",non,22200
peaux d'élan,7,"Cuirs, peaux et pelleterie",non,22200
peaux d'élan en parchemin,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'hayes,0,Produits inconnus,non,7059
peaux d'hermine,69,"Cuirs, peaux et pelleterie",non,22200
peaux d'hermine et de martre,0,"Cuirs, peaux et pelleterie",non,22200
peaux d'hermine et kulonok,2,"Cuirs, peaux et pelleterie",non,22200
peaux d'orignal,145,"Cuirs, peaux et pelleterie",non,22200
peaux d'orignal en croûte,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'orignal en laine,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours,501,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours apprêtée et crues,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours crue,2,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours en poil,3,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours et d'ourson,3,"Cuirs, peaux et pelleterie",non,22200
peaux d'ours teintes,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'ourson,1,"Cuirs, peaux et pelleterie",non,22200
peaux d'outres,1,"Cuirs, peaux et pelleterie",non,22200
peaux de Barbarie,1,"Cuirs, peaux et pelleterie",non,22200
peaux de Barbarie en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de Barbarie petites,4,"Cuirs, peaux et pelleterie",non,22200
peaux de Barbarie petites en poil,2,"Cuirs, peaux et pelleterie",non,22200
peaux de barbe petites,2,"Cuirs, peaux et pelleterie",non,22200
peaux de basanes,1,"Cuirs, peaux et pelleterie",non,22200
peaux de basanes apprêtées,1,"Cuirs, peaux et pelleterie",non,22200
peaux de bervesky chiens écureuils mulots taupes,2,"Cuirs, peaux et pelleterie",non,22200
peaux de biche,21,"Cuirs, peaux et pelleterie",non,22200
peaux de blaireau,18,"Cuirs, peaux et pelleterie",non,22200
peaux de blaireaux et de renard,2,"Cuirs, peaux et pelleterie",non,22200
peaux de bœuf,10,"Cuirs, peaux et pelleterie",non,22200
peaux de bœuf à faire du poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de bœuf en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de bœuf passées en buffle,5,"Cuirs, peaux et pelleterie",non,22200
peaux de bœuf tannées,2,"Cuirs, peaux et pelleterie",non,22200
peaux de bois cerviers et loups,2,"Cuirs, peaux et pelleterie",non,22200
peaux de bouc,40,"Cuirs, peaux et pelleterie",non,22200
peaux de bouc crues,1,"Cuirs, peaux et pelleterie",non,22200
peaux de bouc et chèvre,2,"Cuirs, peaux et pelleterie",non,22200
peaux de bouc et de chèvre en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de bourrique,1,"Cuirs, peaux et pelleterie",non,22200
peaux de brebis,3,"Cuirs, peaux et pelleterie",non,22200
peaux de brebis en laine,1,"Cuirs, peaux et pelleterie",non,22200
peaux de brebis et de mouton,2,"Cuirs, peaux et pelleterie",non,22200
peaux de Buenos-Aires en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de buffle,26,"Cuirs, peaux et pelleterie",non,22200
peaux de buffle chamoisées,0,"Cuirs, peaux et pelleterie",non,22200
peaux de buffle et de vache passées,2,"Cuirs, peaux et pelleterie",non,22200
peaux de buffle passées,1,"Cuirs, peaux et pelleterie",non,22200
peaux de cabri,6,"Cuirs, peaux et pelleterie",non,22200
peaux de carcajou,3,"Cuirs, peaux et pelleterie",non,22200
peaux de carcasson,0,Produits inconnus,non,7059
peaux de caribou,1,"Cuirs, peaux et pelleterie",non,22200
peaux de castor,123,"Cuirs, peaux et pelleterie",non,22200
peaux de castor en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de castor gras,13,"Cuirs, peaux et pelleterie",non,22200
peaux de castor gras et sec,1,"Cuirs, peaux et pelleterie",non,22200
peaux de castor rases,1,"Cuirs, peaux et pelleterie",non,22200
peaux de castor sec,12,"Cuirs, peaux et pelleterie",non,22200
peaux de castorins genette et putois,2,"Cuirs, peaux et pelleterie",non,22200
peaux de cazeau,5,Produits inconnus,non,7059
peaux de cerf,270,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf en croûte,1,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf en poil,4,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf et chevreuil,26,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf et de daim,0,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf habillées,1,"Cuirs, peaux et pelleterie",non,22200
peaux de cerf passées,2,"Cuirs, peaux et pelleterie",non,22200
peaux de chagrin,129,"Cuirs, peaux et pelleterie",non,22200
peaux de chagrin et Romagne,5,"Cuirs, peaux et pelleterie",non,22200
peaux de chameau,27,"Cuirs, peaux et pelleterie",non,22200
peaux de chameau en poil,6,"Cuirs, peaux et pelleterie",non,22200
peaux de chameau noires,1,"Cuirs, peaux et pelleterie",non,22200
peaux de chameau passées,1,"Cuirs, peaux et pelleterie",non,22200
peaux de chamois,464,"Cuirs, peaux et pelleterie",non,22200
peaux de chamois en poil,1,"Cuirs, peaux et pelleterie",non,22200
peaux de chamois ou de mouton,5,"Cuirs, peaux et pelleterie",non,22200
peaux de chamois passées,4,"Cuirs, peaux et pelleterie",non,22200
peaux de chat,14,"Cuirs, peaux et pelleterie",non,22200
peaux de chat cervier,10,"Cuirs, peaux et pelleterie",non,22200
peaux de chat de mer,4,"Cuirs, peaux et pelleterie",non,22200
