simplification,nbr_occurences_simpl,obsolete,hamburg,nbr_occurences_hamburg
joncs et roseaux exotiques rotins de petit calibre,3,non,,687735
joncs odorants,2,non,,687735
joncs ou auf,3,non,,687735
joncs pour cannes,1,non,,687735
joncs pour cannes et bambou et rotin,19,non,,687735
joncs pour cannes et bambou et ruban,8,non,,687735
joncs pour chaises,4,non,,687735
joncs pour couvrir,87,non,,687735
joncs pour couvrir bottes,2,non,,687735
joncs pour couvrir toits,85,non,,687735
joncs pour faire ???,2,non,,687735
joncs pour faire chaises,51,non,,687735
joncs pour faire des vertugadins,3,non,,687735
joncs pour faire les chaises des Indes,1,non,,687735
joncs pour faire voile,1,non,,687735
joncs pour joncher les volailles,1,non,,687735
joncs pour joncher voiles,2,non,,687735
joncs pour voile,25,non,,687735
joncs rotin,3,non,,687735
joncs Sparte brut et autres communs,1,non,,687735
joncs travaillés et paille travaillée,92,non,,687735
joncs vernis,1,non,,687735
jonquilles,1,non,,687735
jonquine,16,non,,687735
Joséphine de laine et de soie,1,non,,687735
jouets,6,non,,687735
jouets d'enfance,1,non,,687735
jouets d'enfant,12,non,,687735
jougs de bœuf,5,non,,687735
joujoux d'enfants,9,non,,687735
jouncs ou auf,1,non,,687735
jude plate,0,oui,,687735
juifs qui payent le droit corporel à la sortie,64,non,,687735
jujubes,101,non,,687735
julaux,1,non,,687735
julienne,2,oui,,687735
juments,41,non,,687735
juments de somme,3,non,,687735
juments et poulains,8,non,,687735
juments ou mulets,1,non,,687735
jupes,9,non,,687735
jupes d'indiennes,1,non,,687735
jupes de basin brodée en soie,1,non,,687735
jupes de calmande,1,non,,687735
jupes de cirsaca,1,non,,687735
jupes de coton,2,non,,687735
jupes de laine et de soie,1,non,,687735
jupes de molleton,2,non,,687735
jupes de molson,0,oui,,687735
jupes de satin brodée,1,non,,687735
jupes de toile peinte,5,non,,687735
jupes et tabliers de toile peinte,1,non,,687735
jupes peintes,1,non,,687735
jupes piquées,5,non,,687735
jupons,24,non,,687735
jupons brodés,2,non,,687735
jupons d'étoffe et soie brodés,1,non,,687735
jupons de basin brodés,1,non,,687735
jupons de Pékin brodé en soie or et argent,1,non,,687735
jupons de satin,2,non,,687735
jupons de taffetas,3,non,,687735
jupons de toile,1,non,,687735
jupons de toile peinte,2,non,,687735
jupons peints,1,non,,687735
jupons piqués,5,non,,687735
jus,2,non,,687735
jus d'agriolle,0,oui,,687735
jus d'agriotte,0,oui,,687735
jus d'orange,2,non,,687735
jus de cerise,1,non,,687735
jus de citrate calcaire,1,non,,687735
jus de citron,415,non,,687735
jus de citron et de limon,10,non,,687735
jus de citron et de limonade,2,non,,687735
jus de Florence,1,non,,687735
jus de griotte,1,non,,687735
jus de limon,36,non,,687735
jus de réglisse,865,non,,687735
jus et sirop de cerise et de grenade,7,non,,687735
jus et sirop de cerise et de grenade avec nourritures,69,non,,687735
jussienne,2,non,,687735
kalmouk,10,non,,687735
kalmouk de mauvaise qualité,1,non,,687735
kalmouk de Sedan 20 lignes,1,non,,687735
kalmouk de Sedan 350 lignes,1,non,,687735
kichorchais,8,non,,687735
kicoutis,2,non,,687735
killis,1,oui,,687735
kirschwasser,6,non,,687735
korola des Indes,2,non,,687735
korots,0,oui,,687735
korotte,0,oui,,687735
koruoté,0,oui,,687735
l? de fer,1,non,,687735
labdanum,3,non,,687735
lac commun,57,non,,687735
lacets,6,non,,687735
lacets d'argent et de soie,1,non,,687735
lacets de fil,30,non,,687735
lacets de filoselle,14,non,,687735
lacets de filoselle et de soie,1,non,,687735
lacets de fleuret,19,non,,687735
lacets de laine,2,non,,687735
lacets de peau,3,non,,687735
lacets de soie,21,non,,687735
lackière,1,non,,687735
lackmoes,0,oui,,687735
lackmoir,0,oui,,687735
lacmoes,0,oui,,687735
lacmoës,0,oui,,687735
lacoris,1,non,,687735
ladanum,1,non,,687735
lagias,12,non,,687735
laimes,1,non,,687735
laimois,1,non,,687735
lain,1,non,,687735
lainage couvertures,53,oui,,687735
laine,1113,non,,687735
laine à broder,19,non,,687735
laine à laver,1,non,,687735
laine à lisières,2,non,,687735
laine à matelas,3,non,,687735
laine à tapis fine,1,non,,687735
laine à tapisserie,111,non,,687735
laine à tricoter,1,non,,687735
laine apprêtée pour perruques,10,non,,687735
laine bâtarde,5,non,,687735
laine blanche,4,non,,687735
laine blanche et filée et teinte,0,oui,,687735
laine blanche et fine et filée et teinte,13,non,,687735
laine blanche non filée,1,non,,687735
laine bourre et déchets de laine,2,non,,687735
laine brute,522,non,,687735
laine brute fine,6,non,,687735
laine brute surfine,5,non,,687735
laine cardée,4,non,,687735
laine chevron,8,oui,,687735
laine commune,128,non,,687735
laine commune brute,6,non,,687735
laine commune d'Espagne,2,non,,687735
laine commune épurée,1,non,,687735
laine commune et lavée et en suint,8,non,,687735
laine commune filée,0,oui,,687735
laine commune lavée à chaud,4,non,,687735
laine commune lavée à froid,6,non,,687735
laine commune sans distinction,1,non,,687735
laine crottelins,1,non,,687735
laine crue,2,non,,687735
laine d'agnelin,111,non,,687735
laine d'agnelin en suint,2,non,,687735
laine d'Allemagne,103,non,,687735
laine d'alpaca,2,non,,687735
laine d'Angleterre,2,non,,687735
laine d'Ardenny,2,non,,687735
laine d'Arles,1,non,,687735
laine d'Arménie,1,non,,687735
laine d'Autriche,32,non,,687735
laine d'Écosse,2,non,,687735
laine d'écrue,5,non,,687735
laine d'Espagne,667,non,,687735
laine d'Espagne fine,2,non,,687735
laine d'Espagne fine par Rouen et Marseille,1,non,,687735
laine d'Espagne grossière,1,non,,687735
laine d'Espagne lavée,1,non,,687735
laine d'Espagne non filée,2,non,,687735
laine d'Estrémadure lavée,2,non,,687735
laine d'Italie,17,non,,687735
laine de ???,1,non,,687735
laine de Barbarie,11,non,,687735
laine de Bayonne,1,non,,687735
laine de Bologne,3,non,,687735
laine de Brême,2,non,,687735
laine de Carmenie,40,non,,687735
laine de chamois,1,non,,687735
laine de chèvre,404,non,,687735
laine de chèvre et poil de chameau,43,non,,687735
laine de chèvre et poil de chameau et vigogne,24,non,,687735
laine de chèvre et poil de lapin,5,non,,687735
laine de chèvre non filée,1,non,,687735
laine de chevron,363,oui,,687735
laine de chevrons et poil de chameau,43,oui,,687735
laine de chevrons et poil de chameau et vigogne,24,oui,,687735
laine de chevrons et poil de lapin,5,oui,,687735
laine de chevrons non filée,1,oui,,687735
laine de Constantinople,2,non,,687735
laine de farumie,2,non,,687735
laine de fer,1,non,,687735
laine de fil,1,non,,687735
laine de France,1,non,,687735
laine de Hollande,7,non,,687735
laine de Moscou,1,non,,687735
laine de pelade,1,non,,687735
laine de Perse,10,non,,687735
laine de Pologne,34,non,,687735
laine de Pologne et autre laine étrangère,7,non,,687735
laine de Poméranie,2,non,,687735
laine de Prusse,2,non,,687735
laine de Smyrne,1,non,,687735
laine de Suède,1,non,,687735
laine de surge,2,oui,,687735
laine de tan,1,non,,687735
laine de tapisserie,0,oui,,687735
laine de vigogne,147,non,,687735
laine déchet,0,oui,,687735
laine déchets de laine bourre lanisse tontisse,0,oui,,687735
laine demi fine,1,non,,687735
laine demi lavée,14,non,,687735
laine du Béarn,19,non,,687735
laine du Brabant,1,non,,687735
laine du Danemark,11,non,,687735
laine du Levant,20,non,,687735
laine du Nord,22,non,,687735
laine du pays,8,non,,687735
laine du Portugal,42,non,,687735
laine écrue,5,non,,687735
laine écrue lavée,1,non,,687735
laine en ???,2,non,,687735
laine en boules,2,non,,687735
laine en côtes,6,non,,687735
laine en crin,2,non,,687735
laine en flotte,1,non,,687735
laine en lain,2,non,,687735
laine en masses,4,non,,687735
laine en pelote,1,non,,687735
laine en poil de chameau,8,non,,687735
laine en rames,38,non,,687735
laine en Renne,1,non,,687735
laine en ronces,1,non,,687735
laine en suint,104,non,,687735
laine en toison,38,non,,687735
laine épurée surfine,1,non,,687735
laine et filoselle,1,non,,687735
laine filée,0,oui,,687735
laine filée et fine,0,oui,,687735
laine filée teinte,0,oui,,687735
laine fine,38,non,,687735
laine fine de Rome,1,non,,687735
laine fine en rames,3,non,,687735
laine fine en suint,1,non,,687735
laine fine épurée,1,non,,687735
laine fine et blanche et filée et teinte,0,oui,,687735
laine fine et de chèvre,9,non,,687735
laine fine et de chevron,9,oui,,687735
laine fine et filée,0,oui,,687735
laine fine et filée et teinte,0,oui,,687735
laine fine filée,0,oui,,687735
laine fine filée et teinte,0,oui,,687735
laine fine lavée,1,non,,687735
laine fine lavée à chaud,4,non,,687735
laine fine lavée à froid,6,non,,687735
laine fine mérinos en suint,10,non,,687735
laine fine mérinos lavée,14,non,,687735
laine grasse,516,non,,687735
laine grasse de Barbarie,2,non,,687735
laine grasse et fil de laine,2,non,,687735
laine grasse et filée,0,oui,,687735
laine grasse ou en suin,4,oui,,687735
laine gromures,1,non,,687735
laine grosse,35,non,,687735
laine l'ance,1,non,,687735
laine lavée,764,non,,687735
laine lavée à chaud surfine,4,non,,687735
laine lavée à froid surfine,4,non,,687735
laine lavée et grasse,1,non,,687735
laine lavée mérinos et métis,1,non,,687735
laine lavée pelade,1,non,,687735
laine lavée surge,1,oui,,687735
laine mêlée,1,non,,687735
laine menue,3,non,,687735
laine mérinos en suint,6,non,,687735
laine mérinos et lavée et en suint,28,non,,687735
laine mérinos lavée,23,non,,687735
laine noire,3,non,,687735
laine non filée,56,non,,687735
laine non filée lavée,5,non,,687735
laine non peignée,49,non,,687735
laine ordinaire,69,non,,687735
laine ordinaire en masse,30,non,,687735
laine panorme,1,non,,687735
laine par Abbeville,1,non,,687735
laine par Cherbourg et Granville et Morlaix,1,non,,687735
laine par Marseille,1,non,,687735
laine peignée,290,non,,687735
laine peignée et filée,1,non,,687735
laine pelade,134,non,,687735
laine pelade et grasse,1,non,,687735
laine pelade et serge,1,oui,,687735
laine pelade et surge,0,oui,,687735
laine pelleterie,1,non,,687735
laine peluches ???,2,oui,,687735
laine petite,1,non,,687735
laine place,2,non,,687735
laine pour broder filée teinte,0,oui,,687735
laine pour chapeliers,11,non,,687735
laine pour navire de Hollande avec certificats de consul,1,non,,687735
laine pour tapisserie,2,non,,687735
laine rousse,3,non,,687735
laine seconde,1,non,,687735
laine suin,2,non,,687735
laine tannée,2,non,,687735
laine teinte,18,non,,687735
laine toison,3,non,,687735
laine tressée,1,non,,687735
laine vigogne,0,oui,,687735
laine vivante,1,non,,687735
lainerie,1,non,,687735
lait battu,11,non,,687735
lait de Virginie,1,non,,687735
lait doux,20,non,,687735
laiton,261,non,,687735
laiton battu,1,non,,687735
laiton battu ou coulé ou laminé,2,non,,687735
laiton battu ou laminé,5,non,,687735
laiton braisé,5,non,,687735
laiton brun,3,non,,687735
laiton brut,4,non,,687735
laiton coulé en barres ou plaques,1,non,,687735
laiton coulé en barres ou plaques régulières,1,non,,687735
laiton coulé en masses brutes,3,non,,687735
laiton cuivré,2,non,,687735
laiton en barres ou plaques régulières,2,non,,687735
laiton en feuilles,67,non,,687735
laiton en masses brutes,3,non,,687735
laiton en planches pour les fabrique,1,non,,687735
laiton en rouleau,1,non,,687735
laiton et cuivre,6,non,,687735
laiton filé,0,oui,,687735
laiton filé et poli,0,oui,,687735
laiton filé et poli pour cordes d'instrument,0,oui,,687735
laiton filé et poli pour instrument,0,oui,,687735
laiton filé non poli,0,oui,,687735
laiton filé non poli ou poli pour cordes d'instrument,0,oui,,687735
laiton gratté,69,non,,687735
laiton gravé,2,non,,687735
laiton gravé ou gratté,2,non,,687735
laiton neuf,3,non,,687735
laiton noir,1,non,,687735
laiton non gratté,1,non,,687735
laiton vieux,19,non,,687735
lakmoes,130,non,,687735
lakmoës,0,oui,,687735
lakuires,0,non,,687735
lama,1,non,,687735
lambris,1,non,,687735
lamelles en fer,0,oui,Fer,16604
lames,1,non,,687735
lames d'acier,6,non,,687735
lames d'argent,2,non,,687735
lames d'épée,75,non,,687735
lames d'épée et de fleuret,4,non,,687735
lames d'épée et de sabres,102,non,,687735
lames d'or,1,non,,687735
lames d'or par Marseille,1,non,,687735
lames de couteaux,1,non,,687735
lames de couteaux de chasse,2,non,,687735
lames de coutelas,2,non,,687735
lames de cuivre,2,non,,687735
lames de fer,1,non,Fer,16604
lames de fleuret,7,non,,687735
lames de rasoirs,1,non,,687735
lames de sabre,28,non,,687735
lames de sabres,4,non,,687735
lames en fer,46,non,Fer,16604
lames filées,0,oui,,687735
lames non filées,0,oui,,687735
lames peignées,0,oui,,687735
lampareille de laine,3,non,,687735
lampareille de Lille,2,non,,687735
lampareille de poil,88,non,,687735
lampareille et polimi,13,non,,687735
lampas,0,non,,687735
lampas de soie,1,non,,687735
lampas pièces larges,3,non,,687735
lampes,61,non,,687735
lampes à air en cuivre de la manufacture royale à Versoix,1,non,,687735
lampes à la quinpot,1,non,,687735
lampes d'argent,2,non,,687735
lampes de cristal,1,non,,687735
lampes de cuivre,3,non,,687735
lampes de fer,10,non,,687735
lampes de fer-blanc,4,non,,687735
lampes de laiton,1,non,,687735
lampes de terre,1,non,,687735
lampes de verre,2,non,,687735
lampes de verres,1,non,,687735
lampes économiques,1,non,,687735
lampions de fer,1,non,,687735
lamproies,74,non,,687735
lances,865,non,,687735
lances et beauprés,1,non,,687735
lances et mâts,2,non,,687735
lancets à arroser voile,1,non,,687735
lanchez,1,non,,687735
langues,29,non,,687735
langues de bœuf,89,non,,687735
langues de bœuf en saumure,1,non,,687735
langues de bœuf et langues de vache,101,non,,687735
langues de bœuf fourrées,14,non,,687735
langues de bœuf salées,30,non,,687735
langues de cabillaud,5,non,,687735
langues de cochon,2,non,,687735
langues de morue,55,non,,687735
langues de mouton,12,non,,687735
langues de porcs,2,non,,687735
langues de porcs saléses,5,non,,687735
langues et noix de morue,5,oui,,687735
langues et noves,1,oui,,687735
langues et noves de morue,13,non,,687735
langues et têtes de morue,1,non,,687735
langues et yeux de cerf,1,non,,687735
langues fumées,71,non,,687735
langues salées,229,non,,687735
lanières de cuirs de bœuf,1,non,,687735
lanillas,25,non,,687735
lanillas de laine,1,non,,687735
lanillas de poil,20,non,,687735
lanis à cacheter,0,non,,687735
lanternes,129,non,,687735
lanternes d'escalier,1,non,,687735
lanternes de corne,1,non,,687735
lanternes de cristal,2,non,,687735
lanternes de fer-blanc,2,non,,687735
lanternes de verre,8,non,,687735
lanternes de verre décoré,1,non,,687735
lanternes magiques,1,non,,687735
lapereaux,1,non,,687735
lapines,1,non,,687735
lapins,21,non,,687735
lapis,2,non,,687735
lapis lazuli,6,non,,687735
laque,13,non,,687735
laque de Florence,58,non,,687735
laque de Venise,13,non,,687735
laque en bois,5,non,,687735
laque en feuilles,4,non,,687735
laque en graine,2,non,,687735
laque en graines,2,oui,,687735
laque en poudre,1,non,,687735
laque fausse,1,non,,687735
laque fine,1,non,,687735
laque naturelle,7,non,,687735
laque pale,1,non,,687735
laque plane,3,non,,687735
laque plate,164,non,,687735
laque préparée,5,non,,687735
laque ronde,7,non,,687735
laque rouge,2,non,,687735
laque sans bois,4,non,,687735
lard,1154,non,,687735
lard à larder,2,non,,687735
lard du pays,1,non,,687735
lard et petit salé,1,non,,687735
lard et porcs salés,2,non,,687735
lard fumé,3,non,,687735
lard grillé,1,non,,687735
lard pour l'entrepôt,1,non,,687735
lard salé,198,non,,687735
lardoires de fer,1,non,,687735
larmes de fleuret,0,oui,,687735
lattes,175,non,,687735
lattes à ardoise,2,non,,687735
lattes de bois,4,non,,687735
lattes de bois pour couvrir,1,non,,687735
lattes de chêne,1,non,,687735
lattes de hêtre,6,non,,687735
lattes de hêtre façonnées,3,non,,687735
lattes de hêtre non sciées,5,non,,687735
lattes de sapin,8,non,,687735
lattes dites du nord,6,non,,687735
lattes dites Solververen,60,non,,687735
lattes doubles,2,non,,687735
lattes et perches,1,non,,687735
lattes pour couvreurs de paille et plâtreurs,66,non,,687735
lattes pour couvreurs de tuile,84,non,,687735
lattes pour cuve,1,non,,687735
lattes pour cuve de brassage,1,non,,687735
lattes sciées,100,non,,687735
lattes sciées en planches,6,non,,687735
laudanum,2,non,,687735
laurier,6,non,,687735
lauroi de fléaux de fer,1,non,,687735
lauze,7,non,,687735
lavande,1,non,,687735
lavande et hysope,2,non,,687735
lave-place,12,non,,687735
lèchefrite,3,non,,687735
lèchefrite de fer,4,non,,687735
lèchefrite en fer,0,oui,,687735
lecrenan,9,oui,,687735
lecrenan de 50 aunes,2,oui,,687735
