source,nb_occurence_BdCFR,nbr_occurences_source,orthographic,note,obsolete,nbr_occurences_ortho
Haran sors,1,1,harengs saurs,,non,381
Harancade,1,1,harancade,,non,21
Harancades,20,20,harancade,,non,21
Harancardes,1,1,harancades,x,non,1
Harancs ; blancs,0,0,harengs blancs,,oui,623
Harancs ; fors,0,0,harengs saurs,,oui,381
Harand blanc,1,1,harengs blancs,,non,623
Harand blancs,2,2,harengs blancs,,non,623
Harands sors,1,1,harengs saurs,,non,381
Harang blanc,6,6,harengs blancs,,non,623
Harang blanc ; demi feuillettes,0,0,harengs blancs demi-feuillettes,,oui,0
Harang blanc ; feuillettes,0,0,harengs blancs feuillettes,,oui,0
Harang blancs,1,1,harengs blancs,,non,623
Harang de blanc,1,1,harengs de blancs,,non,1
Harang fumés,2,2,harengs fumés,,non,65
Harang Salés,1,1,harengs salés,,non,15
Harang sors,3,3,harengs saurs,,non,381
Harang Sors,1,1,harengs saurs,,non,381
Harang sorts,1,1,harengs saurs,,non,381
Harang;sors,1,1,harengs saurs,,non,381
Harangs,27,27,harengs,,non,125
Harangs ; blanc,16,16,harengs blancs,,non,623
Harangs ; Blanc,1,1,harengs blancs,,non,623
Harangs ; blancs,248,248,harengs blancs,,non,623
Harangs ; bloues,8,8,harengs blancs,x,non,623
Harangs ; fors,1,1,harengs saurs,,non,381
Harangs ; frais,1,1,harengs frais,,non,3
Harangs ; fumés,8,8,harengs fumés,,non,65
Harangs ; lora,2,2,harengs saurs,x,non,381
Harangs ; salé,1,1,harengs salés,,non,15
Harangs ; salés,1,1,harengs salés,,non,15
Harangs ; secs,3,3,harengs secs,,non,11
Harangs ; sors,127,127,harengs saurs,,non,381
Harangs ; Sorte,10,10,harengs saurs,,non,381
Harangs ; sorts,16,16,harengs saurs,,non,381
Harangs ; sorx,11,11,harengs saurs,,non,381
Harangs blanc,23,23,harengs blancs,,non,623
Harangs blancs,157,157,harengs blancs,,non,623
Harangs Blancs,4,4,harengs blancs,,non,623
Harangs blans,3,3,harengs blancs,,non,623
Harangs forts,1,1,harengs saurs,,non,381
Harangs frais,1,1,harengs frais,,non,3
Harangs fumes,6,6,harengs fumés,,non,65
Harangs fumés,26,26,harengs fumés,,non,65
Harangs pecks,1,1,harengs pecs,x,non,1
Harangs salés,1,1,harengs salés,,non,15
Harangs saures,1,1,harengs salés,,non,15
Harangs secs,1,1,harengs secs,,non,11
Harangs sor,1,1,harengs saurs,,non,381
Harangs sors,72,72,harengs saurs,,non,381
Harangs Sors,5,5,harengs saurs,,non,381
Harangs sorts,3,3,harengs saurs,,non,381
Harans,9,9,harengs,,non,125
Harans ; blancs,7,7,harengs blancs,,non,623
Harans ; blans,1,1,harengs blancs,,non,623
Harans ; sales,1,1,harengs salés,,non,15
Harans ; salés,1,1,harengs salés,,non,15
Harans ; sors,5,5,harengs saurs,,non,381
Harans blanc,31,31,harengs blancs,,non,623
Harans Blanc,1,1,harengs blancs,,non,623
Harans blancs,55,55,harengs blancs,,non,623
Harans bleues,1,1,harengs bleus,,non,1
Harans fors,3,3,harengs saurs,,non,381
Harans fumes,6,6,harengs fumés,,non,65
Harans fumés,9,9,harengs fumés,,non,65
Harans noirs,2,2,harengs saurs,,non,381
Harans pects,0,0,harengs pecs,,oui,1
Harans Sois,1,1,harengs saurs,,non,381
Harans sor,1,1,harengs saurs,,non,381
Harans sore,1,1,harengs saurs,,non,381
Harans sores,0,0,harengs saurs,,oui,381
Harans sorés,0,0,harengs saurs,,oui,381
Harans Sorés,0,1,harengs saurs,,non,381
Harans sors,68,69,harengs saurs,,non,381
Harans Sors,2,2,harengs saurs,,non,381
Harans sorts,3,3,harengs saurs,,non,381
Haranx blanc,1,1,harengs blancs,,non,623
Haras,1,1,haras,x,non,1
Harde,0,1,hardes,,non,56
Harde neuves,1,1,hardes neuves,,non,1
Hardes,44,54,hardes,,non,56
Hardes ; capilaire,1,1,hardes capillaire,x,non,1
Hardes ; diverses,7,7,hardes diverses,,non,33
Hardes ; diverses ; pour nègres,1,1,hardes diverses pour nègre,,non,1
Hardes ; perelle,1,1,hardes perelle,x,non,1
Hardes ; vieilles,10,10,hardes vieilles,,non,37
Hardes a usage,0,0,hardes à usage,,oui,0
Hardes a vieilles,0,0,hardes vieilles,,oui,37
Hardes de gens de mer,0,4,hardes de gens de mer,,non,4
Hardes de matelots,0,2,hardes de matelots,,non,2
Hardes de mer,0,1,hardes de mer,,non,1
Hardes de toutes sortes,2,2,hardes de toute sorte,,non,2
Hardes diverses,26,26,hardes diverses,,non,33
Hardes et habillements divers,4,4,hardes et habillement divers,,non,4
Hardes pour nègres,1,1,hardes pour nègre,,non,1
Hardes vieilles,24,24,hardes vieilles,,non,37
Hardes vielles,3,3,hardes vieilles,,non,37
Hare and rabbit hair,0,84,,,non,94525
Hareng,0,1,harengs,,non,125
Hareng blanc,1,1,harengs blancs,,non,623
Hareng salé,6,6,harengs salés,,non,15
Hareng saurs,1,1,harengs saurs,,non,381
Harengs,27,87,harengs,,non,125
Harengs ; blancs,28,28,harengs blancs,,non,623
Harengs ; secs,7,7,harengs secs,,non,11
Harengs ; sors,12,12,harengs saurs,,non,381
Harengs blancs,14,14,harengs blancs,,non,623
Harengs cades,1,1,harengs cades,,non,2
Harengs de la Baltique (petits),0,1,harengs de la Baltique petits,,non,1
Harengs de la pêche nationale,0,0,harengs de la pêche nationale,,oui,0
Harengs de Nantes,0,1,harengs de Nantes,,non,1
Harengs et maquereaux salés,4,4,harengs et maquereaux salés,,non,4
Harengs frais,1,1,harengs frais,,non,3
Harengs fumée,1,1,harengs fumés,,non,65
Harengs fumés,3,3,harengs fumés,,non,65
Harengs salés,2,2,harengs salés,,non,15
Harengs saurs,7,7,harengs saurs,,non,381
Harengs sorcs,1,1,harengs saurs,,non,381
Harengs sorets,0,0,harengs sorets,x,oui,0
Harengs sors,8,9,harengs saurs,,non,381
Harens blanc,1,1,harengs blancs,,non,623
Harens blancs,1,1,harengs blancs,,non,623
Harens fumes,1,1,harengs fumés,,non,65
Harens fumés,3,3,harengs fumés,,non,65
Hares,0,3,,,non,94525
Haricot,4,4,haricots,,non,71
Haricot confit,1,1,haricots confits,,non,2
Haricot mariné,1,1,haricots marinés,,non,1
Haricots,16,65,haricots,,non,71
Haricots ; confits,1,1,haricots confits,,non,2
Haricots ; en fèves,1,1,haricots en fèves,,non,1
Haricots blancs,0,1,haricots blancs,,non,1
Haricots en fils,1,1,haricots en fil,,non,1
Haricots lentilles et pois secs,3,3,haricots lentilles et pois secs,,non,3
Harlem oil,0,23,,,non,94525
Harmedate,1,1,harmodattes,x,non,2
Harmodattes,1,1,harmodattes,x,non,2
Harmoire,1,1,armoires,,non,56
Harmois,2,2,harnais,,non,80
Harmois de chaise,1,1,harnais de chaises,x,non,23
Harmois de chaises,1,1,harnais de chaises,x,non,23
Harmoise et chaise roulante,1,1,harnais et chaises roulantes,,non,1
Harnags sors,3,3,harengs saurs,,non,381
Harnais,17,17,harnais,,non,80
Harnais a cheveaux,1,1,harnais de chevaux,,non,17
Harnais de chaise,1,1,harnais de chaises,,non,23
Harnais de chaises,1,1,harnais de chaises,,non,23
Harnais de cheval,2,2,harnais de chevaux,,non,17
Harnais de chevaux,1,1,harnais de chevaux,,non,17
Harnais de cheveau,1,1,harnais de chevaux,,non,17
Harnais et sellerie,1,1,harnais et sellerie,,non,3
Harnais pour chevaux,1,1,harnais pour chevaux,,non,1
Harnaix de chaise,1,1,harnais de chaises,,non,23
Harngs ; sors,2,2,harengs saurs,,non,381
Harnois,56,56,harnais,,non,80
Harnois ; de carosse,1,1,harnais de carrosses,,non,1
Harnois ; de cheval ; de selle,1,1,harnais de chevaux de selles,,non,1
Harnois ; de chevaux,4,4,harnais de chevaux,,non,17
Harnois ; de cuir,2,2,harnais de cuir,,non,2
Harnois de chaise,7,7,harnais de chaises,,non,23
Harnois de chaises,9,9,harnais de chaises,,non,23
Harnois de chaval,1,1,harnais de chevaux,,non,17
Harnois de cheval,5,5,harnais de chevaux,,non,17
Harnois de chevaux,1,1,harnais de chevaux,,non,17
Harnois de cuir pour chaises,1,1,harnais de cuir pour chaises,,non,1
Harnois de selles,1,1,harnais de selles,,non,1
Harnois et housses ; de cheval,1,1,harnais et housses de chevaux,,non,1
Harnois et sellerie,1,1,harnais et sellerie,,non,3
Harnois et selles,1,1,harnais et selles,,non,1
Harnoits et sellerie,1,1,harnais et sellerie,,non,3
Harnoix,1,1,harnais,,non,80
Harnoix de chaise,2,2,harnais de chaises,,non,23
Harnoix de cheval,0,0,harnais de chevaux,,oui,17
Harnoix de chevaux,1,1,harnais de chevaux,,non,17
Harpes,0,0,harpes,,oui,0
Harpes et guitarres,0,0,harpes et guitare,,oui,0
"Harpes, guitares et spalterions",0,0,harpes guitare et psalterions,,oui,0
Harpes. guitares et spalterions,0,0,harpes guitare et psalterions,,oui,0
Harpins,1,1,harpins,x,non,1
Harpoix,0,952,poix,x,non,1554
Harpoix et tartre,0,2,poix et tartre,x,non,2
Harpoix ou resinne,0,0,poix ou résines,x,oui,0
Harpons de scies,1,1,harpons de scies,,non,1
Harps,0,3,,,non,94525
Harps and guitares,0,51,,,non,94525
Harps. guitares etc,0,2,,,non,94525
Harpsichords and psalteries,0,89,,,non,94525
Harrangs ; blancs,1,1,harengs blancs,,non,623
Harrangs blancs,2,2,harengs blancs,,non,623
Harrangs saurs,1,1,harengs saurs,,non,381
Harrans blancs,1,1,harengs blancs,,non,623
Harrans sors,1,1,harengs blancs,,non,623
Harricots,1,1,haricots,,non,71
Hartreuse,1,1,hartreuse,x,non,1
Hartshorn,0,85,,,non,94525
Hat waste,0,2,,,non,94525
Hats,0,128,,,non,94525
Hats for priests,0,2,,,non,94525
Haurnais,4,4,harnais,x,non,80
Hautbois,2,2,hautbois,,non,2
Hay,0,129,,,non,94525
Hayes ou diables de mer,0,0,hayes ou diables de mer,x,oui,0
Hazel hens,0,3,,,non,94525
Hazelnuts,0,115,,,non,94525
Heather,0,2,,,non,94525
Hebichets de fil de fer,1,1,hebichets de fil de fer,x,non,1
Helateas,1,1,helateas,,non,2
Helatsas,1,1,helateas,,non,2
Helmets and armours,0,2,,,non,94525
Hemitacortum,2,2,hemitacortum,,non,2
Hemp blankets,0,133,,,non,94525
Hemp cloth,0,147,,,non,94525
Hemp cloth (etouppe),0,2,,,non,94525
Hemp cloth per ell,0,4,,,non,94525
Hemp plush,0,69,,,non,94525
Hemp seeds,0,107,,,non,94525
Hemp yarn and yarn stop,0,76,,,non,94525
Hens,0,3,,,non,94525
Herbage,8,8,herbages,,non,81
Herbages,73,73,herbages,,non,81
Herbages etoffe,1,1,étoffe herbage,,non,2
Herbe ; à teindre,1,1,herbes à teindre,,non,96
Herbe ; capilaire,5,5,herbes capillaire,,non,130
Herbe ; d'orseille,2,2,herbes d'orseille,x,non,101
Herbe ; d'oseille,5,5,herbes d'oseille,,non,26
Herbe ; gaude,2,2,herbes gaude,x,non,72
Herbe ; perelle,1,1,herbes pérelle,x,non,116
Herbe ; pérelle,2,2,herbes pérelle,x,non,116
Herbe ; vulnéraire,2,2,herbes vulnéraire,,non,8
Herbe capilaire,12,12,herbes capillaire,,non,130
Herbe Capilaire,1,1,herbes capillaire,,non,130
Herbe capilaires,1,1,herbes capillaire,,non,130
Herbe Capillaire,7,7,herbes capillaire,,non,130
Herbe Capillaires,6,6,herbes capillaire,,non,130
Herbe d'orseille,7,7,herbes d'orseille,,non,101
Herbe de capilaire,1,1,herbes de capillaire,,non,2
Herbe de Capillaire,1,1,herbes de capillaire,,non,2
Herbe de fariette,0,0,herbes de sarriette,,oui,0
Herbe medicinal,1,1,herbes médicinales,,non,10
Herbe medicinale,1,1,herbes médicinales,,non,10
Herbe percelle,1,1,herbes pérelle,,non,116
Herbe perelle,8,8,herbes pérelle,,non,116
Herbe perette,0,0,herbes pérelle,x,oui,116
Herbe vulneraire,1,1,herbes vulnéraire,,non,8
Herbe; capilaire,2,2,herbes capillaire,,non,130
Herbes,10,10,herbes,,non,10
Herbes ; à charpentier,1,1,herbes à charpentier,,non,3
Herbes ; à col,1,1,herbes à col,,non,1
Herbes ; a teindre,3,3,herbes à teindre,,non,96
Herbes ; à teindre,19,19,herbes à teindre,,non,96
Herbes ; absinthe,8,8,herbes absinthe,,non,18
Herbes ; Absinthe,10,10,herbes absinthe,,non,18
Herbes ; aromatiques,1,1,herbes aromatiques,,non,1
Herbes ; autres,35,35,herbes autres,,non,45
Herbes ; Autres,10,10,herbes autres,,non,45
Herbes ; Autres herbes médicinales,2,2,herbes autres herbes médicinales,,non,2
Herbes ; capilaire,23,23,herbes capillaire,,non,130
Herbes ; capilaires,22,22,herbes capillaire,,non,130
Herbes ; capillaires,4,4,herbes capillaire,,non,130
Herbes ; capitaine,2,2,herbes capillaire,,non,130
Herbes ; d'absinthe,2,2,herbes d'absinthe,,non,2
Herbes ; d'acacia,1,1,herbes d'acacia,,non,1
Herbes ; d'acacia ; a teindre,1,1,herbes d'acacia à teindre,,non,1
Herbes ; d'orscille,1,1,herbes d'orseille,x,non,101
Herbes ; d'orseille,51,51,herbes d'orseille,x,non,101
Herbes ; d'oseille,18,18,herbes d'oseille,,non,26
Herbes ; de violette,1,1,herbes de violette,,non,1
Herbes ; gaude,4,4,herbes gaude,,non,72
Herbes ; gaudes,54,54,herbes gaude,,non,72
Herbes ; marjolaine,1,1,herbes marjolaine,,non,2
Herbes ; mauves,1,1,herbes mauves,,non,1
Herbes ; medecinalle,1,1,herbes médicinales,,non,10
Herbes ; medecinalles,1,1,herbes médicinales,,non,10
Herbes ; medicinales,1,1,herbes médicinales,,non,10
Herbes ; Médicinales,2,2,herbes médicinales,,non,10
Herbes ; perelle,25,25,herbes pérelle,,non,116
Herbes ; pérelle,12,12,herbes pérelle,,non,116
Herbes ; perelles,16,16,herbes pérelle,,non,116
Herbes ; pérelles,3,3,herbes pérelle,,non,116
Herbes ; perette,2,2,herbes pérelle,x,non,116
Herbes ; qacrette,3,3,herbes qacrette,x,non,3
Herbes ; sans désignation,2,2,herbes sans désignation,,non,2
Herbes ; vaudes,21,21,herbes vaudes,x,non,28
Herbes ; vulneraires,8,8,herbes vulnéraires,,non,16
Herbes ; vulnéraires,6,6,herbes vulnéraires,,non,16
Herbes ; vutueraires,2,2,herbes vulnéraires,,non,16
Herbes a charpentier,2,2,herbes à charpentier,,non,3
Herbes a teindre,9,9,herbes à teindre,,non,96
Herbes à teindre,64,64,herbes à teindre,,non,96
Herbes à teinture,1,1,herbes à teinture,,non,1
Herbes amarinnées,1,1,herbes amarinées,,non,1
Herbes capilaire,13,13,herbes capillaire,,non,130
Herbes capilaires,24,24,herbes capillaire,,non,130
Herbes capillaire,5,5,herbes capillaire,,non,130
Herbes capillaires,3,3,herbes capillaire,,non,130
Herbes d'orseille,33,33,herbes d'orseille,,non,101
Herbes d'orseilles,5,5,herbes d'orseille,,non,101
Herbes d'oseille,2,2,herbes d'oseille,,non,26
Herbes d'oseilles,1,1,herbes d'oseille,,non,26
Herbes d'ozeille,1,1,herbes d'orseille,,non,101
Herbes emoliantes,1,1,herbes émollientes,,non,1
Herbes gaudes,12,12,herbes gaude,,non,72
Herbes marjolaines,1,1,herbes marjolaine,,non,2
Herbes medicinales,2,2,herbes médicinales,,non,10
Herbes médicinales,1,1,herbes médicinales,,non,10
Herbes parelles,1,1,herbes pérelle,,non,116
Herbes pereles,2,2,herbes pérelle,,non,116
Herbes perelle,23,23,herbes pérelle,x,non,116
Herbes perelles,18,18,herbes pérelle,,non,116
Herbes perrelle,1,1,herbes pérelle,,non,116
Herbes perrelles,1,1,herbes pérelle,,non,116
Herbes pour la teinture,0,1,herbes pour la teinture,,non,1
Herbes vaudes,7,7,herbes vaudes,,non,28
Herbes veroniques,1,1,herbes Véronique,,non,1
Herbes vulneraires,4,4,herbes vulnéraire,,non,8
Herbes vulnéraires,1,1,herbes vulnéraire,,non,8
"Herbes, plantes, racines, fleurs, &c",14,14,herbes plantes racines fleurs etc.,,non,14
Herbes; d'orseille,1,1,herbes d'orseille,,non,101
Herbs (mixed),0,195,,,non,94525
Hermine,1,36,hermine,,non,37
Herminelles,1,1,herminettes,x,non,2
Hermines,1,1,hermine,,non,37
Herminettes,1,1,herminettes,,non,2
Hermodace,1,1,hermodatte,x,non,51
Hermodacles,0,3,hermodatte,x,non,51
Hermodate,11,11,hermodatte,x,non,51
Hermodates,10,10,hermodatte,x,non,51
Hermodatte,8,8,hermodatte,x,non,51
Hermodattes,18,18,hermodatte,x,non,51
Herring of the national fisheries,0,28,,,non,94525
Herse,1,1,herse,,non,1
Hesses et hirondelles,1,1,hesses et hirondelles,x,non,1
Hide waste,0,12,,,non,94525
Hides (morocco),0,3,,,non,94525
Hides of bears. tigers and wolves,0,138,,,non,94525
Hides of calfs (dried and with hair),0,3,,,non,94525
Hides of calfs (with hair),0,119,,,non,94525
Hides of foxes. otters and stone martens,0,121,,,non,94525
Hides of martens and ermines,0,57,,,non,94525
Hides of wild animals and beavers,0,5,,,non,94525
Hidromel,9,9,hydromel,,non,14
Hipepaquana,0,0,ipécacuanha,,oui,269
Hipochetia,1,1,hypochetia,x,non,1
Hipocide,1,1,hipocide,x,non,3
Hipocidete ?,1,1,hipocide,,non,3
Hipocidile,1,1,hipocide,x,non,3
Hipouditte,1,1,hipouditte,x,non,1
Histoire naturelle,17,17,histoire naturelle,,non,17
Histoire naturelle (coquillages),1,1,histoire naturelle coquillages,,non,1
Hiuile,0,1,huile,,non,2007
Holorgerie ; en pendules ; de cuivre,1,1,horlogerie en pendules de cuivre,,non,1
Holorges ; communes,1,1,horloge commune,,non,5
Homards et autres coquillages pleins ; à la valeur,1,1,homards et autres coquillages pleins à la valeur,,non,1
Homards et autres coquillages pleins ; au kilogramme,1,1,homards et autres coquillages pleins au kilogramme,,non,1
"Homards, moules et autres coquillages",2,2,homards moules et autres coquillages,,non,2
Hondscote blanche,0,0,Hondschoote blanche,,oui,0
Hondscote peinte,0,0,Hondschoote peinte,,oui,0
Hondscote. peinte,0,0,Hondschoote peinte,,oui,0
Hondscote. peinte / aune,0,0,Hondschoote peinte aune,,oui,0
Honey (brouche),0,103,,,non,94525
Honey waffels,0,3,,,non,94525
Honeycombs,0,69,,,non,94525
Honeydew,0,95,,,non,94525
Hop shoots and vine,0,3,,,non,94525
Hopital de Cuivre,1,1,hôpitaux de cuivre,,non,23
Hopitaux,2,2,hôpitaux,,non,2
Hopitaux ; de cuivre,8,8,hôpitaux de cuivre,,non,23
Hopitaux a caffé,1,1,hôpitaux à café,,non,1
Hopitaux de cuivre,14,14,hôpitaux de cuivre,,non,23
Hops,0,136,,,non,94525
Horloge,2,2,horloge,,non,8
Horloge ; Boeles ; d'argent,1,1,horloge boîtes d'argent,x,non,1
Horloge ; Boeles ; d'or,1,1,horloge boîtes d'or,x,non,1
Horloge ; Boeles ; de pendules,1,1,horloge boîtes de pendules,x,non,1
Horloge ; Cadrans,1,1,horloge cadrans,,non,1
Horloge ; Chaines ; d'argent,1,1,horloge chaînes d'argent,,non,1
Horloge ; Chaines ; d'or,1,1,horloge chaînes d'or,,non,1
Horloge ; Chaines ; de cuivre,1,1,horloge chaînes de cuivre,,non,1
Horloge ; de bois,1,1,horloge de bois,,non,1
Horloge ; de sable,3,3,horloge de sable,,non,18
Horloge ; diverses,2,2,horloge diverse,,non,2
Horloge ; horloges ; de bois,1,1,horloge horloge de bois,,non,1
Horloge ; horloges ; de fer,2,2,horloge horloge de fer,,non,2
Horloge ; montres ; d'argent,2,2,horloge montres d'argent,,non,2
Horloge ; montres ; d'or,3,3,horloge montres d'or,,non,3
Horloge ; montres ; de cuivre,1,1,horloge montres de cuivre,,non,1
Horloge ; montres ; maillées,1,1,horloge montres maillées,,non,1
Horloge ; mouvements : à montre,1,1,horloge mouvements à montres,x,non,1
Horloge ; mouvements : à pendules,2,2,horloge mouvements à pendules,x,non,2
Horloge ; neuf,1,1,horloge neuve,,non,1
Horloge ; Outils d'hologes,2,2,horloge outils d'horloge,,non,2
Horloge ; pendules,3,3,horloge pendules,,non,3
Horloge ; ressorte ; de montre,1,1,horloge ressorts de montres,,non,1
Horloge ; ressorte ; de pendules,1,1,horloge ressorts de pendules,,non,1
Horloge ; reveils,1,1,horloge réveils,,non,1
Horloge ; Timbres,1,1,horloge timbres,,non,1
Horloge de sable,1,1,horloge de sable,,non,18
Horloge de sables,1,1,horloge de sable,,non,18
Horloge de table,1,1,horloge de tables,,non,3
Horlogerie,741,741,horlogerie,,non,756
Horlogerie ; baeteo ; d'argt,1,1,horlogerie boîtes d'argent,x,non,5
Horlogerie ; baeteo ; d'or,1,1,horlogerie boîtes d'or,x,non,3
Horlogerie ; Boetes ; d'argent,1,1,horlogerie boîtes d'argent,,non,5
Horlogerie ; boetes ; de montre ; d'argent,1,1,horlogerie boîtes de montres d'argent,,non,1
Horlogerie ; boetes ; de montre ; d'or,1,1,horlogerie boîtes de montres d'or,,non,1
Horlogerie ; boetes ; de pendulle,1,1,horlogerie boîtes de pendules,,non,2
Horlogerie ; boite ; d'or,1,1,horlogerie boîtes d'or,,non,3
Horlogerie ; boîtes ; d'argent,1,1,horlogerie boîtes d'argent,,non,5
Horlogerie ; cadrans d'émail,1,1,horlogerie cadrans d'émail,,non,1
Horlogerie ; Carillons au-dessous d'un hectogramme,1,1,horlogerie carillon au-dessous d'un hectogramme,,non,1
Horlogerie ; chaîne d'or,1,1,horlogerie chaînes d'or,,non,2
Horlogerie ; clefs de montres,1,1,horlogerie clefs de montres,,non,1
Horlogerie ; d'or,2,2,horlogerie d'or,,non,2
Horlogerie ; de bois,1,1,horlogerie de bois,,non,2
Horlogerie ; de bois pendulles,1,1,horlogerie de bois pendules,,non,2
Horlogerie ; de pendule,1,1,horlogerie de pendules,,non,1
Horlogerie ; divers,1,1,horlogerie diverse,,non,33
Horlogerie ; diverse,3,3,horlogerie diverse,,non,33
Horlogerie ; diverses,9,9,horlogerie diverse,,non,33
