goods_simpl_classification,nbr_occurences_simpl,coton_classification,obsolete,nbr_occurences_coton
velours avec argent,1,not raw cotton,non,549385
velours bleu,2,not raw cotton,non,549385
velours ciselé à fond d'or,1,not raw cotton,non,549385
velours commun,5,not raw cotton,non,549385
velours cramoisi,12,not raw cotton,non,549385
velours d'Utrecht,8,not raw cotton,non,549385
velours de Chine,3,not raw cotton,non,549385
velours de coton,344,not raw cotton,non,549385
velours de coton aune,1,not raw cotton,non,549385
velours de coton et de fil,1,not raw cotton,non,549385
velours de coton imprimé,1,not raw cotton,non,549385
velours de fil et de poil,2,not raw cotton,non,549385
velours de Gênes,5,not raw cotton,non,549385
velours de Gênes noir,1,not raw cotton,non,549385
velours de gueux,18,not raw cotton,non,549385
velours de laine,2,not raw cotton,non,549385
velours de poil d'Utrecht,1,not raw cotton,non,549385
velours de soie,15,not raw cotton,non,549385
velours de soie aune,1,not raw cotton,non,549385
velours de soie pièces de 30 aunes,1,not raw cotton,non,549385
velours gueuse,1,not raw cotton,non,549385
velours noir,8,not raw cotton,non,549385
velours ordinaire,4,not raw cotton,non,549385
velours uni,1,not raw cotton,non,549385
velverette de coton,1,not raw cotton,non,549385
vendange,3,not raw cotton,non,549385
vénitienne,1,not raw cotton,non,549385
ver ???,1,not raw cotton,non,549385
verdasse,1,not raw cotton,non,549385
verdes,65,not raw cotton,non,549385
verdet,1319,not raw cotton,non,549385
verdet cristallisé,6,not raw cotton,non,549385
verdet cristallisé et non cristallisé,2,not raw cotton,non,549385
verdet non cristallisé,4,not raw cotton,non,549385
verdet non cristallisé sec,3,not raw cotton,non,549385
verge de fer blanc,2,not raw cotton,non,549385
verges à moulins,1,not raw cotton,non,549385
verges d'étain,7,not raw cotton,non,549385
verges de cuivres,1,not raw cotton,non,549385
verges de fer,127,not raw cotton,non,549385
verges de fer et barres de fer et battu de fer,17,not raw cotton,non,549385
verges de sapin,1,,non,4510
vergnes,2,not raw cotton,non,549385
vergues,28,not raw cotton,non,549385
vergues à mâture,2,not raw cotton,non,549385
vergues de 25 pieds,1,not raw cotton,non,549385
vergues de 35 pieds sur 8 pouces de diamètre,1,not raw cotton,non,549385
vergues de 40 pieds sur 10 pouces de diamètre,1,not raw cotton,non,549385
vergues de 44 à 50 pieds,1,not raw cotton,non,549385
vergues de 44 pieds,1,not raw cotton,non,549385
"vergues de 47 pieds sur 10,5 pouces de diamètre",1,not raw cotton,non,549385
vergues de 53 à 57 pieds,1,not raw cotton,non,549385
"vergues de 56 pieds sur 10,5 pouces de diamètre",1,not raw cotton,non,549385
vergues de fer,1,not raw cotton,non,549385
vergues de navire,2,not raw cotton,non,549385
vergues de sapin,1,,non,4510
vergues de sapin de 44 pieds,1,not raw cotton,non,549385
vergues pour mature,0,not raw cotton,oui,549385
vergues pour navire,2,not raw cotton,non,549385
vergues pour vaisseau,0,not raw cotton,oui,549385
verjus,10,not raw cotton,non,549385
vermeil et vernis,2,not raw cotton,non,549385
vermeille,1,not raw cotton,non,549385
vermicelle,529,not raw cotton,non,549385
vermilles,1,not raw cotton,non,549385
vermillon,547,not raw cotton,non,549385
vermillon de tasse,1,not raw cotton,non,549385
vernis,83,not raw cotton,non,549385
vernis à peindre,3,not raw cotton,non,549385
vernis de terre,1,not raw cotton,non,549385
vernis massé,1,not raw cotton,non,549385
vernis préparés,21,not raw cotton,non,549385
vernoix,1,not raw cotton,non,549385
vernunes,1,not raw cotton,non,549385
verrerie,503,not raw cotton,non,549385
verrerie à boire,1,not raw cotton,non,549385
verrerie à vitre,7,not raw cotton,non,549385
verrerie autres que cristaux,1,not raw cotton,non,549385
verrerie bouteilles,62,not raw cotton,non,549385
verrerie cassée,3,not raw cotton,non,549385
verrerie d'office,2,not raw cotton,non,549385
verrerie de Baume,1,not raw cotton,non,549385
verrerie diverse,158,not raw cotton,non,549385
verrerie en boucaut,1,not raw cotton,non,549385
verrerie en bouteilles,11,not raw cotton,non,549385
verres,74,not raw cotton,non,549385
verres ??? d'estampes,2,not raw cotton,non,549385
verres à boire,387,not raw cotton,non,549385
verres à boire communs,39,not raw cotton,non,549385
verres à boire cristallins,3,not raw cotton,non,549385
verres à boire de cristal,17,not raw cotton,non,549385
verres à boire de Venise,1,not raw cotton,non,549385
verres à boire et à vitre,1,not raw cotton,non,549385
verres à boire gobelets,1,not raw cotton,non,549385
verres à boire moutardiers etc.,1,not raw cotton,non,549385
verres à cadran et à lunettes polis et taillés,2,not raw cotton,non,549385
verres à carreaux,1,not raw cotton,non,549385
verres à carreaux et vitre,5,not raw cotton,non,549385
verres à cristal,1,not raw cotton,non,549385
verres à gobelets,2,not raw cotton,non,549385
verres à horloge de mer,1,not raw cotton,non,549385
verres à liqueur,1,,non,4510
verres à lunettes,4,not raw cotton,non,549385
verres à vin,2,not raw cotton,non,549385
verres à vitre,489,not raw cotton,non,549385
verres à vitre d'Allemagne,1,not raw cotton,non,549385
verres à vitre de France,1,not raw cotton,non,549385
verres blancs,27,not raw cotton,non,549385
verres blancs en assortiment,1,not raw cotton,non,549385
verres brodés,3,,non,4510
verres bruts à cadran et à lunettes,2,not raw cotton,non,549385
verres cassés,129,not raw cotton,non,549385
verres cassés en groisil,1,not raw cotton,non,549385
verres chimiques,1,not raw cotton,non,549385
verres communs,554,not raw cotton,non,549385
verres communs à boire,36,not raw cotton,non,549385
verres communs à vitre,2,not raw cotton,non,549385
verres communs gobelets,2,not raw cotton,non,549385
verres cristallins et cuivrés,4,not raw cotton,non,549385
verres cuivrés en gobeleterie et à boire,2,not raw cotton,non,549385
verres cuivrés en table,1,not raw cotton,non,549385
verres d'Allemagne,2,not raw cotton,non,549385
verres d'Alsace,6,not raw cotton,non,549385
verres d'ambre,1,not raw cotton,non,549385
verres d'antimoine,3,not raw cotton,non,549385
verres d'Étampes,2,not raw cotton,non,549385
verres d'offre,1,not raw cotton,non,549385
verres de baromètre,6,not raw cotton,non,549385
verres de Bohème,11,not raw cotton,non,549385
verres de Bohème à boire,1,not raw cotton,non,549385
verres de bois,1,not raw cotton,non,549385
verres de cristal,368,not raw cotton,non,549385
verres de lampes,2,not raw cotton,non,549385
verres de lanternes,1,not raw cotton,non,549385
verres de Lorraine,6,not raw cotton,non,549385
verres de mer,2,not raw cotton,non,549385
verres de Saint Louis,1,not raw cotton,non,549385
verres de table,1,,non,4510
verres de toute sorte,1,not raw cotton,non,549385
verres du Barrois,1,not raw cotton,non,549385
verres en ???,1,not raw cotton,non,549385
verres en carreaux et à vitre,5,not raw cotton,non,549385
verres en fioles,3,not raw cotton,non,549385
verres en petits carreaux et à vitre,1,not raw cotton,non,549385
verres et verrerie,10,not raw cotton,non,549385
verres filés,1,not raw cotton,non,549385
verres moulein,1,not raw cotton,non,549385
verres ouvrés,3,not raw cotton,non,549385
verres ouvrés en gobeleterie ???,5,not raw cotton,non,549385
verres peints,1,not raw cotton,non,549385
verres pour boire,1,not raw cotton,non,549385
verres pour estampes,4,not raw cotton,non,549385
verres pour lunettes et montres,1,not raw cotton,non,549385
verres pour lustre,1,not raw cotton,non,549385
verres pour montre,55,not raw cotton,non,549385
verres taillés à cadran et à lunettes,3,not raw cotton,non,549385
verres verroterie,16,not raw cotton,non,549385
verroterie,105,not raw cotton,non,549385
verroterie en rassades,5,not raw cotton,non,549385
verroterie et rassades,5,not raw cotton,non,549385
verroterie pour l'entrepôt de Guinée,2,not raw cotton,non,549385
verrunes,35,not raw cotton,non,549385
vers à soie,4,not raw cotton,non,549385
verses d'osier,1,not raw cotton,non,549385
vert,3,not raw cotton,non,549385
vert d'ambre,1,not raw cotton,non,549385
vert d'eau,1,not raw cotton,non,549385
vert d'Espagne,1,not raw cotton,non,549385
vert de grès,2,not raw cotton,non,549385
vert de mer,2,not raw cotton,non,549385
vert de montagne,13,not raw cotton,non,549385
vert de vessie,8,not raw cotton,non,549385
vert distillé,16,not raw cotton,non,549385
vert moulu,2,not raw cotton,non,549385
vert rouge,1,not raw cotton,non,549385
verunes,1,not raw cotton,non,549385
vesces,2,not raw cotton,non,549385
vesces en gerbes,1,not raw cotton,non,549385
vessie,4,not raw cotton,non,549385
vessie de cerf et autres,2,not raw cotton,non,549385
vestes,34,not raw cotton,non,549385
vestes blanches,1,not raw cotton,non,549385
vestes brodée d'argent et d'or et de soie,1,,non,4510
vestes brodées,17,not raw cotton,non,549385
vestes brodées d'argent et d'or,5,not raw cotton,non,549385
vestes brodées d'argent et or et de soie,1,not raw cotton,non,549385
vestes brodées d'or,2,,non,4510
vestes brodées d'or et de soie,7,not raw cotton,non,549385
vestes brodées de soie,1,not raw cotton,non,549385
vestes brodées et de satin,1,not raw cotton,non,549385
vestes d'argent d'étoffe et de soie,1,not raw cotton,non,549385
vestes d'estame des prises,1,not raw cotton,non,549385
vestes de basin,2,not raw cotton,non,549385
vestes de basin brodées,5,not raw cotton,non,549385
vestes de coton,4,not raw cotton,non,549385
vestes de coton et fil,5,not raw cotton,non,549385
vestes de drap,2,not raw cotton,non,549385
vestes de drap brodées en or,1,not raw cotton,non,549385
vestes de drap brodées en or et argent,1,not raw cotton,non,549385
vestes de drap et chapeaux bordés d'argent,2,not raw cotton,non,549385
vestes de drap galonnées d'argent,1,not raw cotton,non,549385
vestes de laine,3,not raw cotton,non,549385
vestes de peau,1,not raw cotton,non,549385
vestes de satin,2,not raw cotton,non,549385
vestes de soie,6,not raw cotton,non,549385
vestes de soie argent et or,1,not raw cotton,non,549385
vestes de soie unies,1,,non,4510
vestes de toile,7,not raw cotton,non,549385
vestes de toile brodées,3,not raw cotton,non,549385
vestes de toile grise,1,not raw cotton,non,549385
vestes de toile guingan,1,not raw cotton,non,549385
vestes de velours,3,not raw cotton,non,549385
vestes en dorure de soie,1,not raw cotton,non,549385
vestes en droguet de soie,1,not raw cotton,non,549385
vestes et bordures,1,not raw cotton,non,549385
vestes et culottes à nègre,1,,non,4510
vestes et gilets de soie,1,not raw cotton,non,549385
vestes galonnées d'argent,1,not raw cotton,non,549385
vestes peintes,2,not raw cotton,non,549385
vestes piquées,1,not raw cotton,non,549385
vestes vieilles,1,not raw cotton,non,549385
vétille,1,not raw cotton,non,549385
viande,1,not raw cotton,non,549385
viande apprêtée,2,not raw cotton,non,549385
viande confite,8,not raw cotton,non,549385
viande de boucherie,1,not raw cotton,non,549385
viande de boucherie fraîche,4,not raw cotton,non,549385
viande de boucherie salée,5,not raw cotton,non,549385
viande de boucherie salée de porcs,2,not raw cotton,non,549385
viande de boucherie salée de porcs lard compris,2,not raw cotton,non,549385
viande de cochon,1,not raw cotton,non,549385
viande de gibier et de volaille,8,not raw cotton,non,549385
viande de pâte,5,not raw cotton,non,549385
viande fraîche,4,not raw cotton,non,549385
viande fumée,4,not raw cotton,non,549385
viande salée,5,not raw cotton,non,549385
vieille voile de moulins et autres,1,not raw cotton,non,549385
vièle,2,not raw cotton,non,549385
vieux clavecin,1,not raw cotton,non,549385
vieux-oint,137,not raw cotton,non,549385
vilebrequin,1,not raw cotton,non,549385
villes,1,not raw cotton,non,549385
vin,1002,not raw cotton,non,549385
vin anti-scorbutique,1,not raw cotton,non,549385
vin au muid,4,not raw cotton,non,549385
vin blanc,345,not raw cotton,non,549385
vin blanc d'Espagne,1,not raw cotton,non,549385
vin blanc de France,1,not raw cotton,non,549385
vin blanc en bouteilles,10,not raw cotton,non,549385
vin Champagne,0,not raw cotton,oui,549385
vin commun,31,not raw cotton,non,549385
vin commun d'Espagne,1,not raw cotton,non,549385
vin cuit,14,not raw cotton,non,549385
vin d'absinthe,2,not raw cotton,non,549385
vin d'Aiguillon,1,not raw cotton,non,549385
vin d'Alicante,63,not raw cotton,non,549385
vin d'Alicante en bouteilles,1,not raw cotton,non,549385
vin d'Alsace,2,not raw cotton,non,549385
vin d'ambrion,1,not raw cotton,non,549385
vin d'Amont,355,not raw cotton,non,549385
vin d'amour,5,not raw cotton,non,549385
vin d'an de ville,9,not raw cotton,non,549385
vin d'Andelys,9,not raw cotton,non,549385
vin d'Andrésis,1,not raw cotton,non,549385
vin d'Anjou,23,not raw cotton,non,549385
vin d'Arbois,6,not raw cotton,non,549385
vin d'Aubagne,84,not raw cotton,non,549385
vin d'Aument,1,not raw cotton,non,549385
vin d'Aunis,1,not raw cotton,non,549385
vin d'Auxerre,10,not raw cotton,non,549385
vin d'Auxonne,7,not raw cotton,non,549385
vin d'Égypte,2,not raw cotton,non,549385
vin d'Épernay,1,not raw cotton,non,549385
vin d'Espagne,593,not raw cotton,non,549385
vin d'Espagne de Malvoisie,2,not raw cotton,non,549385
vin d'Espagne et de liqueur,1,not raw cotton,non,549385
vin d'Espagne ordinaire,2,not raw cotton,non,549385
vin d'Espagne tisse,1,not raw cotton,non,549385
vin d'Inde,1,not raw cotton,non,549385
vin d'Oléron,13,not raw cotton,non,549385
vin d'Oléron rouge,1,not raw cotton,non,549385
vin d'Operto,1,not raw cotton,non,549385
vin d'orange,2,not raw cotton,non,549385
vin d'Orléans,43,not raw cotton,non,549385
vin de ???,1,not raw cotton,non,549385
vin de Bar,1,not raw cotton,non,549385
vin de Bar et de Liège et d'Hay...,2,not raw cotton,non,549385
vin de Bar et vin de Metz,1,not raw cotton,non,549385
vin de Bar-sur-aube,4,not raw cotton,non,549385
vin de Bar-sur-Aube,1,not raw cotton,non,549385
vin de Barcelone,19,not raw cotton,non,549385
vin de Bastillon,1,,non,4510
vin de Bayonne,10,not raw cotton,non,549385
vin de Beaune,133,not raw cotton,non,549385
vin de Benicarlo dernière récolte,1,not raw cotton,non,549385
vin de Bergerac,7,not raw cotton,non,549385
vin de Béziers,1,not raw cotton,non,549385
vin de Blaye,129,not raw cotton,non,549385
vin de Blaye et de Bourg,1,,non,4510
vin de Blois,2,not raw cotton,non,549385
vin de Bordeaux,1156,not raw cotton,non,549385
vin de Bordeaux au muid,20,not raw cotton,non,549385
vin de Bordeaux de Blaye,49,not raw cotton,non,549385
vin de Bordeaux de haut,252,not raw cotton,non,549385
vin de Bordeaux de retour,2,not raw cotton,non,549385
vin de Bordeaux de ville,291,not raw cotton,non,549385
vin de Bordeaux en bouteilles,4,not raw cotton,non,549385
vin de Bordeaux fin,13,not raw cotton,non,549385
vin de Bordeaux médiocre,1,not raw cotton,non,549385
vin de Bordeaux ordinaire,41,not raw cotton,non,549385
vin de Bourbonne,1,not raw cotton,non,549385
vin de Bourg,52,not raw cotton,non,549385
vin de Bourgogne,655,not raw cotton,non,549385
vin de Bourgogne de grand,1,not raw cotton,non,549385
vin de Bourgogne de Pommard,1,not raw cotton,non,549385
vin de Bourgogne en bouteilles,19,not raw cotton,non,549385
vin de Bourgogne en muid,14,not raw cotton,non,549385
vin de Bourgogne et vin de Champagne,1,not raw cotton,non,549385
vin de Bourgogne Mâcon,2,not raw cotton,non,549385
vin de Bretagne,1,not raw cotton,non,549385
vin de Cabreton,5,not raw cotton,non,549385
vin de Cahors,20,not raw cotton,non,549385
vin de Calabre,1,not raw cotton,non,549385
vin de Castillon,28,not raw cotton,non,549385
vin de Catalogne,8,not raw cotton,non,549385
vin de Cauret,1,not raw cotton,non,549385
vin de cédrat,1,not raw cotton,non,549385
vin de Cette,7,not raw cotton,non,549385
vin de Chablis,2,not raw cotton,non,549385
vin de Chagny,10,not raw cotton,non,549385
vin de Châlon,31,not raw cotton,non,549385
vin de Chalosse,3,not raw cotton,non,549385
vin de Champagne,663,not raw cotton,non,549385
