simplification,nbr_occurences_simpl,obsolete,coffee,nbr_occurences_hamburg,nbr_occurences_coffee
laine d'Ardenny,2,non,Not coffee,442379,825945
laine d'Arles,1,non,Not coffee,442379,825945
laine d'Arménie,1,non,Not coffee,442379,825945
laine d'Autriche,32,non,Not coffee,442379,825945
laine d'Écosse,2,non,Not coffee,442379,825945
laine d'écrue,5,non,Not coffee,442379,825945
laine d'Espagne,668,non,Not coffee,442379,825945
laine d'Espagne fine,2,non,Not coffee,442379,825945
laine d'Espagne fine par Rouen et Marseille,1,non,Not coffee,442379,825945
laine d'Espagne grossière,1,non,Not coffee,442379,825945
laine d'Espagne lavée,1,non,Not coffee,442379,825945
laine d'Espagne non filée,2,non,Not coffee,442379,825945
laine d'Estrémadure lavée,2,non,Not coffee,442379,825945
laine d'Italie,17,non,Not coffee,442379,825945
laine de ???,1,non,Not coffee,442379,825945
laine de Barbarie,11,non,Not coffee,442379,825945
laine de Bayonne,1,non,Not coffee,442379,825945
laine de Bologne,3,non,Not coffee,442379,825945
laine de Brême,2,non,Not coffee,442379,825945
laine de Carmenie,40,non,Not coffee,442379,825945
laine de chamois,1,non,Not coffee,442379,825945
laine de chèvre,404,non,Not coffee,442379,825945
laine de chèvre et poil de chameau,43,non,,,43966
laine de chèvre et poil de chameau et vigogne,24,non,,,43966
laine de chèvre et poil de lapin,5,non,,,43966
laine de chèvre non filée,1,non,,,43966
laine de chevron,363,oui,Not coffee,442379,825945
laine de chevrons et poil de chameau,43,oui,Not coffee,442379,825945
laine de chevrons et poil de chameau et vigogne,24,oui,Not coffee,442379,825945
laine de chevrons et poil de lapin,5,oui,Not coffee,442379,825945
laine de chevrons non filée,1,oui,Not coffee,442379,825945
laine de Constantinople,2,non,Not coffee,442379,825945
laine de farumie,2,non,Not coffee,442379,825945
laine de fer,1,non,Not coffee,442379,825945
laine de fil,1,non,Not coffee,442379,825945
laine de France,1,non,Not coffee,442379,825945
laine de Hollande,7,non,Not coffee,442379,825945
laine de Moscou,1,non,Not coffee,442379,825945
laine de pelade,1,non,Not coffee,442379,825945
laine de Perse,10,non,Not coffee,442379,825945
laine de Pologne,34,non,Not coffee,442379,825945
laine de Pologne et autre laine étrangère,7,non,Not coffee,442379,825945
laine de Poméranie,2,non,Not coffee,442379,825945
laine de Prusse,2,non,Not coffee,442379,825945
laine de Smyrne,1,non,Not coffee,442379,825945
laine de Suède,1,non,Not coffee,442379,825945
laine de surge,2,oui,Not coffee,442379,825945
laine de tan,1,non,Not coffee,442379,825945
laine de tapisserie,0,oui,Not coffee,442379,825945
laine de vigogne,147,non,Not coffee,442379,825945
laine déchet,0,oui,Not coffee,442379,825945
laine déchets de laine bourre lanisse tontisse,0,oui,Not coffee,442379,825945
laine demi fine,1,non,,,43966
laine demi lavée,14,non,Not coffee,442379,825945
laine du Béarn,19,non,Not coffee,442379,825945
laine du Brabant,1,non,Not coffee,442379,825945
laine du Danemark,11,non,Not coffee,442379,825945
laine du Levant,20,non,Not coffee,442379,825945
laine du Nord,22,non,Not coffee,442379,825945
laine du pays,8,non,Not coffee,442379,825945
laine du Portugal,42,non,Not coffee,442379,825945
laine écrue,5,non,Not coffee,442379,825945
laine écrue lavée,1,non,Not coffee,442379,825945
laine en ???,2,non,Not coffee,442379,825945
laine en boules,2,non,,,43966
laine en côtes,6,non,Not coffee,442379,825945
laine en crin,2,non,Not coffee,442379,825945
laine en flotte,1,non,Not coffee,442379,825945
laine en lain,2,non,Not coffee,442379,825945
laine en masses,4,non,Not coffee,442379,825945
laine en pelote,1,non,,,43966
laine en poil de chameau,8,non,Not coffee,442379,825945
laine en rames,38,non,Not coffee,442379,825945
laine en Renne,1,non,Not coffee,442379,825945
laine en ronces,1,non,,,43966
laine en suint,104,non,Not coffee,442379,825945
laine en toison,38,non,Not coffee,442379,825945
laine épurée surfine,1,non,Not coffee,442379,825945
laine et filoselle,1,non,Not coffee,442379,825945
laine filée,0,oui,Not coffee,442379,825945
laine filée et fine,0,oui,Not coffee,442379,825945
laine filée teinte,0,oui,Not coffee,442379,825945
laine fine,38,non,Not coffee,442379,825945
laine fine de Rome,1,non,Not coffee,442379,825945
laine fine en rames,3,non,Not coffee,442379,825945
laine fine en suint,1,non,Not coffee,442379,825945
laine fine épurée,1,non,Not coffee,442379,825945
laine fine et blanche et filée et teinte,0,oui,Not coffee,442379,825945
laine fine et de chèvre,9,non,,,43966
laine fine et de chevron,9,oui,Not coffee,442379,825945
laine fine et filée,0,oui,Not coffee,442379,825945
laine fine et filée et teinte,0,oui,Not coffee,442379,825945
laine fine filée,0,oui,Not coffee,442379,825945
laine fine filée et teinte,0,oui,Not coffee,442379,825945
laine fine lavée,1,non,Not coffee,442379,825945
laine fine lavée à chaud,4,non,Not coffee,442379,825945
laine fine lavée à froid,6,non,Not coffee,442379,825945
laine fine mérinos en suint,10,non,Not coffee,442379,825945
laine fine mérinos lavée,14,non,Not coffee,442379,825945
laine grasse,516,non,Not coffee,442379,825945
laine grasse de Barbarie,2,non,Not coffee,442379,825945
laine grasse et fil de laine,2,non,,,43966
laine grasse et filée,0,oui,Not coffee,442379,825945
laine grasse ou en suin,4,oui,Not coffee,442379,825945
laine gromures,1,non,Not coffee,442379,825945
laine grosse,35,non,Not coffee,442379,825945
laine l'ance,1,non,Not coffee,442379,825945
laine lavée,764,non,Not coffee,442379,825945
laine lavée à chaud surfine,4,non,Not coffee,442379,825945
laine lavée à froid surfine,4,non,Not coffee,442379,825945
laine lavée et grasse,1,non,,,43966
laine lavée mérinos et métis,1,non,Not coffee,442379,825945
laine lavée pelade,1,non,Not coffee,442379,825945
laine lavée surge,1,oui,Not coffee,442379,825945
laine mêlée,1,non,Not coffee,442379,825945
laine menue,3,non,Not coffee,442379,825945
laine mérinos en suint,6,non,Not coffee,442379,825945
laine mérinos et lavée et en suint,28,non,Not coffee,442379,825945
laine mérinos lavée,23,non,Not coffee,442379,825945
laine noire,3,non,,,43966
laine non filée,58,non,Not coffee,442379,825945
laine non filée lavée,5,non,Not coffee,442379,825945
laine non peignée,49,non,Not coffee,442379,825945
laine ordinaire,69,non,Not coffee,442379,825945
laine ordinaire en masse,30,non,Not coffee,442379,825945
laine panorme,1,non,Not coffee,442379,825945
laine par Abbeville,1,non,Not coffee,442379,825945
laine par Cherbourg et Granville et Morlaix,1,non,Not coffee,442379,825945
laine par Marseille,1,non,Not coffee,442379,825945
laine peignée,292,non,Not coffee,442379,825945
laine peignée et filée,1,non,Not coffee,442379,825945
laine pelade,134,non,Not coffee,442379,825945
laine pelade et grasse,1,non,,,43966
laine pelade et serge,1,oui,Not coffee,442379,825945
laine pelade et surge,0,oui,Not coffee,442379,825945
laine pelleterie,1,non,Not coffee,442379,825945
laine peluches ???,2,oui,Not coffee,442379,825945
laine petite,1,non,Not coffee,442379,825945
laine place,2,non,Not coffee,442379,825945
laine pour broder filée teinte,0,oui,Not coffee,442379,825945
laine pour chapeliers,11,non,Not coffee,442379,825945
laine pour navire de Hollande avec certificats de consul,1,non,Not coffee,442379,825945
laine pour tapisserie,2,non,Not coffee,442379,825945
laine rousse,3,non,Not coffee,442379,825945
laine salée,1,non,,,43966
laine seconde,1,non,,,43966
laine suin,2,non,Not coffee,442379,825945
laine tannée,2,non,Not coffee,442379,825945
laine teinte,18,non,Not coffee,442379,825945
laine toison,3,non,Not coffee,442379,825945
laine tressée,1,non,Not coffee,442379,825945
laine vigogne,0,oui,Not coffee,442379,825945
laine vivante,1,non,Not coffee,442379,825945
lainerie,1,non,Not coffee,442379,825945
lait battu,11,non,Not coffee,442379,825945
lait de Virginie,1,non,Not coffee,442379,825945
lait doux,20,non,Not coffee,442379,825945
laiton,261,non,Not coffee,442379,825945
laiton battu,1,non,,,43966
laiton battu ou coulé ou laminé,2,non,Not coffee,442379,825945
laiton battu ou laminé,5,non,Not coffee,442379,825945
laiton braisé,5,non,Not coffee,442379,825945
laiton brun,3,non,Not coffee,442379,825945
laiton brut,4,non,Not coffee,442379,825945
laiton coulé en barres ou plaques,1,non,Not coffee,442379,825945
laiton coulé en barres ou plaques régulières,1,non,Not coffee,442379,825945
laiton coulé en masses brutes,3,non,Not coffee,442379,825945
laiton cuivré,2,non,Not coffee,442379,825945
laiton en barres ou plaques régulières,2,non,Not coffee,442379,825945
laiton en feuilles,67,non,Not coffee,442379,825945
laiton en masses brutes,3,non,Not coffee,442379,825945
laiton en planches pour les fabrique,1,non,Not coffee,442379,825945
laiton en rouleau,1,non,Not coffee,442379,825945
laiton et cuivre,6,non,Not coffee,442379,825945
laiton filé,0,oui,Not coffee,442379,825945
laiton filé et poli,0,oui,Not coffee,442379,825945
laiton filé et poli pour cordes d'instrument,0,oui,Not coffee,442379,825945
laiton filé et poli pour instrument,0,oui,Not coffee,442379,825945
laiton filé non poli,0,oui,Not coffee,442379,825945
laiton filé non poli ou poli pour cordes d'instrument,0,oui,Not coffee,442379,825945
laiton gratté,69,non,Not coffee,442379,825945
laiton gravé,2,non,Not coffee,442379,825945
laiton gravé ou gratté,2,non,Not coffee,442379,825945
laiton neuf,3,non,Not coffee,442379,825945
laiton noir,1,non,Not coffee,442379,825945
laiton non gratté,1,non,Not coffee,442379,825945
laiton vieux,19,non,Not coffee,442379,825945
lakmoes,130,non,Not coffee,442379,825945
lakmoës,0,oui,Not coffee,442379,825945
lakuires,0,non,Not coffee,442379,825945
lama,1,non,Not coffee,442379,825945
lambris,1,non,Not coffee,442379,825945
lamelles en fer,0,oui,Not coffee,9794,825945
lames,1,non,Not coffee,442379,825945
lames d'acier,6,non,Not coffee,442379,825945
lames d'argent,2,non,Not coffee,442379,825945
lames d'épée,75,non,Not coffee,442379,825945
lames d'épée et de fleuret,4,non,Not coffee,442379,825945
lames d'épée et de sabres,102,non,Not coffee,442379,825945
lames d'or,1,non,Not coffee,442379,825945
lames d'or par Marseille,1,non,Not coffee,442379,825945
lames de couteaux,1,non,Not coffee,442379,825945
lames de couteaux de chasse,2,non,Not coffee,442379,825945
lames de coutelas,2,non,Not coffee,442379,825945
lames de cuivre,2,non,Not coffee,442379,825945
lames de fer,1,non,Not coffee,9794,825945
lames de fleuret,7,non,Not coffee,442379,825945
lames de rasoirs,1,non,Not coffee,442379,825945
lames de sabre,28,non,Not coffee,442379,825945
lames de sabres,4,non,Not coffee,442379,825945
lames en fer,46,non,Not coffee,9794,825945
lames filées,0,oui,Not coffee,442379,825945
lames non filées,0,oui,Not coffee,442379,825945
lames peignées,0,oui,Not coffee,442379,825945
lampareille de laine,3,non,Not coffee,442379,825945
lampareille de Lille,2,non,Not coffee,442379,825945
lampareille de poil,88,non,Not coffee,442379,825945
lampareille et polimi,13,non,Not coffee,442379,825945
lampas,0,non,Not coffee,442379,825945
lampas de soie,1,non,Not coffee,442379,825945
lampas pièces larges,3,non,Not coffee,442379,825945
lampes,61,non,Not coffee,442379,825945
lampes à air en cuivre de la manufacture royale à Versoix,1,non,,,43966
lampes à la quinpot,1,non,Not coffee,442379,825945
lampes d'argent,2,non,Not coffee,442379,825945
lampes de cristal,1,non,Not coffee,442379,825945
lampes de cuivre,3,non,Not coffee,442379,825945
lampes de fer,10,non,Not coffee,442379,825945
lampes de fer-blanc,4,non,Not coffee,442379,825945
lampes de laiton,1,non,Not coffee,442379,825945
lampes de terre,1,non,Not coffee,442379,825945
lampes de verre,2,non,Not coffee,442379,825945
lampes de verres,1,non,Not coffee,442379,825945
lampes économiques,1,non,Not coffee,442379,825945
lampions de fer,1,non,Not coffee,442379,825945
lamproies,74,non,Not coffee,442379,825945
lances,865,non,Not coffee,442379,825945
lances et beauprés,1,non,Not coffee,442379,825945
lances et mâts,2,non,Not coffee,442379,825945
lancets à arroser voile,1,non,Not coffee,442379,825945
lanchez,1,non,Not coffee,442379,825945
langues,29,non,Not coffee,442379,825945
langues de bœuf,89,non,Not coffee,442379,825945
langues de bœuf en saumure,1,non,Not coffee,442379,825945
langues de bœuf et langues de vache,101,non,Not coffee,442379,825945
langues de bœuf fourrées,14,non,Not coffee,442379,825945
langues de bœuf fumées,1,non,,,43966
langues de bœuf salées,30,non,Not coffee,442379,825945
langues de cabillaud,5,non,Not coffee,442379,825945
langues de cochon,2,non,Not coffee,442379,825945
langues de morue,55,non,Not coffee,442379,825945
langues de mouton,12,non,Not coffee,442379,825945
langues de porcs,2,non,Not coffee,442379,825945
langues de porcs saléses,5,non,Not coffee,442379,825945
langues et noix de morue,5,oui,Not coffee,442379,825945
langues et noves,1,oui,Not coffee,442379,825945
langues et noves de morue,14,non,Not coffee,442379,825945
langues et têtes de morue,1,non,,,43966
langues et yeux de cerf,1,non,Not coffee,442379,825945
langues fumées,71,non,Not coffee,442379,825945
langues salées,229,non,Not coffee,442379,825945
lanières de cuirs de bœuf,1,non,,,43966
lanillas,25,non,Not coffee,442379,825945
lanillas de laine,1,non,Not coffee,442379,825945
lanillas de poil,20,non,Not coffee,442379,825945
lanis à cacheter,0,non,Not coffee,442379,825945
lanternes,129,non,Not coffee,442379,825945
lanternes d'escalier,1,non,Not coffee,442379,825945
lanternes de corne,1,non,Not coffee,442379,825945
lanternes de cristal,2,non,Not coffee,442379,825945
lanternes de fer-blanc,2,non,Not coffee,442379,825945
lanternes de verre,8,non,Not coffee,442379,825945
lanternes de verre décoré,1,non,Not coffee,442379,825945
lanternes magiques,1,non,Not coffee,442379,825945
lapereaux,1,non,Not coffee,442379,825945
lapines,1,non,Not coffee,442379,825945
lapins,21,non,Not coffee,442379,825945
lapis,2,non,Not coffee,442379,825945
lapis lazuli,6,non,Not coffee,442379,825945
laque,13,non,Not coffee,442379,825945
laque de Florence,58,non,Not coffee,442379,825945
laque de Venise,13,non,Not coffee,442379,825945
laque en bois,5,non,Not coffee,442379,825945
laque en feuilles,4,non,Not coffee,442379,825945
laque en graine,2,non,,,43966
laque en graines,2,oui,Not coffee,442379,825945
laque en poudre,1,non,Not coffee,442379,825945
laque fausse,1,non,Not coffee,442379,825945
laque fine,1,non,Not coffee,442379,825945
laque naturelle,7,non,Not coffee,442379,825945
laque pale,1,non,Not coffee,442379,825945
laque plane,3,non,Not coffee,442379,825945
laque plate,164,non,Not coffee,442379,825945
laque préparée,5,non,Not coffee,442379,825945
laque ronde,7,non,Not coffee,442379,825945
laque rouge,2,non,Not coffee,442379,825945
laque sans bois,4,non,Not coffee,442379,825945
lard,1154,non,Not coffee,442379,825945
lard à larder,2,non,Not coffee,442379,825945
lard du pays,1,non,Not coffee,442379,825945
lard et petit salé,1,non,,,43966
lard et porcs salés,2,non,Not coffee,442379,825945
lard fumé,3,non,Not coffee,442379,825945
lard grillé,2,non,Not coffee,442379,825945
lard pour l'entrepôt,1,non,Not coffee,442379,825945
lard salé,198,non,Not coffee,442379,825945
lardoires de fer,1,non,Not coffee,442379,825945
larmes de fleuret,0,oui,Not coffee,442379,825945
lattes,175,non,Not coffee,442379,825945
lattes à ardoise,2,non,Not coffee,442379,825945
lattes de bois,4,non,Not coffee,442379,825945
lattes de bois pour couvrir,1,non,Not coffee,442379,825945
lattes de chêne,1,non,Not coffee,442379,825945
lattes de hêtre,6,non,Not coffee,442379,825945
lattes de hêtre façonnées,3,non,Not coffee,442379,825945
lattes de hêtre non sciées,5,non,Not coffee,442379,825945
lattes de sapin,8,non,Not coffee,442379,825945
lattes dites du nord,6,non,Not coffee,442379,825945
lattes dites Solververen,60,non,Not coffee,442379,825945
lattes doubles,2,non,Not coffee,442379,825945
lattes et perches,1,non,Not coffee,442379,825945
lattes pour couvreurs de paille et plâtreurs,66,non,Not coffee,442379,825945
lattes pour couvreurs de tuile,84,non,Not coffee,442379,825945
lattes pour cuve,1,non,Not coffee,442379,825945
lattes pour cuve de brassage,1,non,Not coffee,442379,825945
lattes sciées,100,non,Not coffee,442379,825945
lattes sciées en planches,6,non,Not coffee,442379,825945
laudanum,2,non,Not coffee,442379,825945
