goods_simpl_classification;ulrich_classification
grès;out
grès à laver;out
grès en pavé;out
grès rouge;out
grignons;out
grillages;out
grillages de fer;out
grillages en fer;out
grilles;out
grilles de fer;out
grilles de fer à moulins à sucre;out
grilles de fer de fonte;out
grilles de fer pour moulins à sucre;out
grilles et tambours de fer;out
grillons;out
grillons de fonte;out
grinza;out
gris;out
grisette;out
grisette de Flandre;out
grisette de laine;out
grisette de soie;out
grisons;out
grives;out
groisil;out
groisil de verre;out
groison;out
gros de Naples;out
gros de Tours;out
gros rouge;out
gros tors;out
groseille;out
grosgrain;out
grosil;out
grosse de soie;out
gruau;out
gruau d'avoine;out
gruau de grains comestible;out
gruau de grains sarrasin;out
gruau de millet;out
gruau et fécule;out
gruyère;out
guajocum utilisé pour traiter la syphilis;out
guéridon;out
guéridon de sapin;out
guéridon et tables;out
guéridon peint;out
guêtres;out
guêtres de coton;cotton goods
guêtres de cuir;out
guêtres de toile;out
gueuse de fer;out
guftas;out
guidive des prises;out
guignolet en ratafia;out
guignolet en ratafia de cerise;out
guildive;out
guin ???;out
guina;out
guincastafs;out
guindeaux;out
guinée;cotton goods
guinée blanche;cotton goods
guinée blanche des Indes;cotton goods
guinée blanche et bleue;cotton goods
guinée blanche et bleue des Indes;cotton goods
guinée blanche ordinaire;cotton goods
guinée bleue;cotton goods
guinée bleue de coton;cotton goods
guinée bleue des Indes;cotton goods
guinée bleue imitant celle des Indes;cotton goods
guinée de coton;cotton goods
guinée des Indes;cotton goods
guinée imitant celle des Indes;cotton goods
guinée masulipatan;cotton goods
guinée Sénégal;cotton goods
guinée tachée;cotton goods
guingan;out
guingan blanc;out
guingan bleu;out
guingan de Bengale;out
guingan de coton;cotton goods
guingan de fil;out
guingan de Grenade;out
guingan de lin;out
guingan de Madras;out
guingan de Masulipatan;out
guingan de Pondichéry;out
guingan de Pondichéry et de Madras;out
guingan de Rouen;out
guingan des Indes;out
guingan des prises;out
guingan du Bengale;out
guingan en Madras;out
guingan peint;out
guingan pièces;out
guinimos;out
guipon;out
guisine;out
guitare;out
guitare de fer;out
gullots;out
habassis;out
habillement de drap noir;out
habillés;out
habits;out
habits à nègre;out
habits brodés d'argent et d'or;out
habits brodés d'or;out
habits brodés de soie;out
habits complets;out
habits complets et neufs;out
habits d'argent et d'or;out
habits d'étamine;out
habits d'or;out
habits de camelot;out
habits de camelot complet;out
habits de cour;out
habits de drap;out
habits de drap d'Elbeuf;out
habits de drap galonné;out
habits de drap galonnés d'argent et d'or;out
habits de drap neuf;out
habits de drap uni;out
habits de droguet;out
habits de droguet de soie;out
habits de gogorans;out
habits de laine;out
habits de laine pour nègre;out
habits de livrée;out
habits de livrée et ornements d'église;out
habits de nègre;out
habits de nègre en étoffe;out
habits de négresse;out
habits de peau;out
habits de peau complets;out
habits de peaux de mouton;out
habits de Pékin brodés;out
habits de pelleterie;out
habits de pinchina;out
habits de satin brodé;out
habits de soie;out
habits de soldat;out
habits de toile;out
habits de toile de chanvre;out
habits de troupes;out
habits de velours;out
habits divers;out
habits enrichis;out
habits et lingerie;out
habits et lingerie et effets militaires;out
habits et meubles;out
habits et ornements d'Eglise;out
habits et taffetas;out
habits et vestes brodés;out
habits et vestes vieux;out
habits neufs;out
habits pour femme;out
habits pour homme;out
habits pour homme avec argent et or;out
habits pour homme brodés d'or;out
habits pour homme complets;out
habits pour homme et pour femme;out
habits pour nègre;out
habits riches;out
habits supportés;out
habits supportés à la valeur;out
habits supportés au kilogramme;out
habits uniformes;out
habits unis;out
habits vieux;out
haches;out
haches d'armes;out
haches de fer;out
haches de fer et d'acier;out
haches de fer et houes de fer et serpes de fer;out
haches et houe et serpes;out
haches et houes;out
haches et houes de fer;out
haches et houes et serpes;out
haches et serpes;out
haches paille;out
haillons de laine;out
hallebardes;out
haltsays;out
hamacs;out
hamacs de coton;cotton goods
hamacs de retour faute de vente;out
hameçons;out
hameçons cassés;out
hampes de plumes;out
harancades;out
haras;out
hardes;out
hardes à usage;out
hardes capillaire;out
hardes et habits;out
hardes neuves;out
hardes perelle;out
hardes pour nègre;out
hardes vieilles;out
harengs;out
harengs blancs;out
harengs blancs demi-feuillettes;out
harengs blancs feuillettes;out
harengs blancs marinés et salés;out
harengs blancs salés;out
harengs blancs salés et marinés;out
harengs bleus;out
harengs cades;out
harengs de la Baltique petits;out
harengs de la pêche nationale;out
harengs et maquereaux salés;out
harengs et saumons salés;out
harengs frais;out
harengs frais et merlan frais;out
harengs fumés;out
harengs marinés et salés;out
harengs marinés et salés et saurs;out
harengs pecs;out
harengs salés;out
harengs salés et sardines salées;out
harengs salés et sardines salées et saumon salé;out
harengs saurs;out
harengs secs;out
haricots;out
haricots confits;out
haricots en fèves;out
haricots en fil;out
haricots et lentilles et pois secs;out
haricots marinés;out
harmonica et orgues portatives;out
harnais;out
harnais de carrosses;out
harnais de chaise;out
harnais de chevaux;out
harnais de chevaux de cuir;out
harnais de cuir;out
harnais de sellier;out
harnais et chaises roulantes;out
harnais et housses de chevaux;out
harnais et housses de mulet;out
harnais et phaéton;out
harnais et selles;out
harnais pour chaise de cuir;out
harpes;out
harpes et guitare;out
harpes et guitare et psalterions;out
harpes et orgues d'église;out
harpins;out
harpons de scies;out
hartreuse;out
hautbois;out
hebichets de fil de fer;out
helateas;out
hellébore;out
hemitacortum;out
herbages;out
herbes;out
herbes à charpentier;out
herbes à col;out
herbes à teindre;out
herbes à teindre ou terre jaune;out
herbes aromatiques;out
herbes d'absinthe;out
herbes d'acacia;out
herbes d'acacia à teindre;out
herbes d'orseille;out
herbes d'oseille;out
herbes de sarriette;out
herbes de violette;out
herbes émollientes;out
herbes et plantes et racines;out
herbes et racines;out
herbes et trèfle;out
herbes gaude;out
herbes mauves;out
herbes médicinales;out
herbes médicinales et plantes médicinales;out
herbes médicinales et plantes médicinales et racines médicinales;out
herbes pérelle;out
herbes plantes racines fleurs etc.;out
herbes qacrette;out
herbes vaudes;out
herbes véroniques;out
herbes vulnéraires;out
hermine;out
herminettes;out
hermodatte;out
herse;out
hesses et hirondelles;out
hêtre en blocs;out
hipocide;out
hipouditte;out
histoire naturelle;out
histoire naturelle coquillages;out
Hondschoote blanche;out
Hondschoote peinte;out
hôpitaux;out
hôpitaux à café;out
hôpitaux de cuivre;out
horloge;out
horloge à réveils;out
horloge commune;out
horloge d'église;out
horloge de bois;out
horloge de fer;out
horloge de mer;out
horloge de sable;out
horloge de tables;out
horloge neuve;out
horlogerie;out
horlogerie boîtes d'argent;out
horlogerie boîtes d'or;out
horlogerie boîtes de montre d'argent;out
horlogerie boîtes de montre d'or;out
horlogerie boîtes de pendule;out
horlogerie cadrans;out
horlogerie cadrans d'émail;out
horlogerie carillon;out
horlogerie carillon au-dessous d'une hectogramme;out
horlogerie chaînes d'argent;out
horlogerie chaînes d'or;out
horlogerie chaînes de cuivre;out
horlogerie clefs de montre;out
horlogerie d'or;out
horlogerie et carillon;out
horlogerie fournitures;out
horlogerie horloge de fer;out
horlogerie monom à montre;out
horlogerie monom à pendule;out
horlogerie montres d'argent;out
horlogerie montres d'or;out
horlogerie montres de cuivre;out
horlogerie montres de métal;out
horlogerie montres maillées;out
horlogerie mouvements de montre;out
horlogerie mouvements de pendule;out
horlogerie outils d'horloge;out
horlogerie pendule;out
horlogerie pendule de cuivre;out
horlogerie pendule et réveils;out
horlogerie ressorts de montre;out
horlogerie ressorts de pendule;out
horlogerie réveils;out
horlogerie timbres;out
hôtes;out
hôtes d'osier;out
houblon;out
houes;out
houes de fer;out
houes et serpes;out
houes haches et serpes;out
houille;out
houille frontières;out
houille par Ardennes et Meuse;out
houille par mer;out
houille par mer à Baisieux;out
houille par terre;out
houille par terre Ardennes et autre;out
houppe de cygne;out
housses;out
housses de chevaux;out
housses de chevaux enrichie;out
housses de chevaux et faux;out
housses de chevaux et faux et fourreaux garnis de soie;out
housses de chevaux garnies d'argent et d'or;out
housses de drap;out
housses de drap et de velours;out
housses de lit;out
housses de selles;out
housses de velours;out
housses et faux fourreaux;out
housses et faux fourreaux garnis d'argent;out
housses et selles de chevaux;out
housses galonnées;out
housses galonnées d'or;out
housses galonnées d'or et d'argent;out
housses garnies d'or;out
hubalingue;out
hubellimeus;out
huide de codde;out
huile;out
huile à ???;out
huile à brûler;out
huile à brûler de graine;out
huile à brûler et de poisson;out
huile ambrée;out
huile antique et huile volatile ambrée;out
huile blanche;out
huile carabée;out
huile chimique;out
huile citron orange et leurs variétés;out
huile commune;out
huile commune d'olive;out
huile concrète de cacao et de laurier;out
huile d'absinthe;out
huile d'Aix;out
huile d'amandes;out
huile d'amandes douces;out
huile d'ambre;out
huile d'anis;out
huile d'anis carvi et fenouil;out
huile d'anis et fenouil;out
huile d'aspic;out
huile d'élite dite keurolie;out
huile d'enc;out
huile d'étain;out
huile d'œillette;out
huile d'olive;out
huile d'olive à manger;out
huile d'olive blanche de Gênes;out
huile d'olive comestible;out
huile d'olive commune;out
huile d'olive Corse pour la France;out
huile d'olive de fèce ou fie d'huile;out
huile d'olive et autres pour fabrique;out
huile d'olive fine;out
huile d'olive importée en grande partie à Marseille;out
huile d'olive pour fabrique;out
huile d'olive pour fabrique de la Corse;out
huile d'ours;out
huile de baleine;out
huile de baleine et spirituelle;out
huile de baume;out
huile de benedie;out
huile de benjoin;out
huile de brique;out
huile de cacao;out
huile de cacao et palme;out
huile de cade;out
huile de cahouanne;out
huile de cannelle;out
huile de cannelle macis muscade de Rhodes et rose;out
huile de carabe;out
huile de carde;out
huile de casse cède cédrin genièvre;out
huile de castor;out
huile de chanvre;out
huile de chien de mer;out
huile de chimie;out
huile de chimie ?;out
huile de citron bergamote et orange;out
huile de coco;out
huile de copahu;out
huile de corde;out
huile de corne de cerf;out
huile de crabette;out
huile de crème;out
huile de cumin;out
huile de dégras;out
huile de faine et de noix;out
huile de farde;out
huile de Flandre;out
huile de flanelle;out
huile de Florence;out
huile de gaïac;out
huile de Garonne;out
huile de genièvre;out
huile de girofle;out
huile de girofle et sassafras;out
huile de girofle et spirituelle;out
huile de grain;out
huile de graine;out
huile de graine d'anis;out
huile de graine d'olive;out
huile de graine de cannelle;out
huile de graine de colza lin navette etc. et de noix;out
huile de graine de girofle;out
huile de graine de lin;out
huile de graine de macis;out
huile de graine de moutarde;out
huile de graine de navette;out
huile de graine de navette et de chanvre;out
huile de graine de poisson;out
huile de graine de Rhodes;out
huile de graine de térébenthine;turpentine
huile de graine et de lin;out
huile de graine et de noix;out
huile de graine grasse;out
huile de grains;out
huile de grains à peinures;out
huile de graisse;out
huile de graisse de poisson;out
huile de gras;out
huile de gras et de traens pour tanneurs;out
huile de gras pour tanneurs;out
huile de Haarlem;out
huile de hareng;out
huile de jasmin;out
huile de jasmin et autres fleurs;out
huile de jayet;out
huile de laine;out
huile de laurier;out
huile de lavande;out
huile de lin;out
huile de lin et spirituelle;out
huile de lin pour l'entrepôt pour la Compagnie des Indes;out
huile de loifon;out
huile de loup marin;out
huile de maïs;out
huile de Majorque;out
huile de marjolaine et sauge;out
huile de menthe;out
huile de morne;out
huile de morue;out
huile de muscade;out
huile de navette;out
huile de noisettes;out
huile de noix;out
huile de Palma Christi;out
huile de palme;out
huile de palmier;out
huile de parfum;out
huile de peinture;out
huile de pierre;out
huile de pignon et ricin;out
huile de pin;out
huile de plantes;out
huile de poisson;out
huile de poisson des Indes;out
