simplification,nbr_occurences_simpl,edentreaty,obsolete,nbr_occurences_edentreaty
soliveaux de chêne de 22 pieds,1,,non,739563
soliveaux de chêne de 24 pieds,1,,non,739563
soliveaux de cyprès,1,,non,739563
soliveaux de hêtre,1,,non,739563
soliveaux de hêtre de 53 pieds,1,,non,739563
soliveaux de hêtre de 7 pieds,1,,non,739563
soliveaux de hêtre de 9 pieds,1,,non,739563
soliveaux de sapin,104,,non,739563
soliveaux de sapin de 14 à 15 pieds,1,,non,739563
soliveaux de sapin de 14 à 18 pieds,1,,non,739563
soliveaux de sapin de 16 pieds,1,,non,739563
soliveaux de sapin de 22 à 24 pieds,1,,non,739563
soliveaux de sapin de 24 à 29 pieds,1,,non,739563
soliveaux de sapin de 28 pieds,2,,non,739563
soliveaux de sapin de 42 à 43 pieds,1,,non,739563
soliveaux de sapin de 5 pieds,1,,non,739563
soliveaux de sapin de 6 pieds,1,,non,739563
soliveaux de sapin de 9 pieds,0,,oui,739563
soliveaux petits,1,,non,739563
soliveaux petits et de sapin,1,,non,739563
solives,3,,non,739563
solives de 16 à 20 pieds,1,,non,739563
solives de sapin,1,,non,739563
solles ou langues,79,,non,739563
sommiers bruts et pour Mannem,2,,non,739563
sommiers de bois,2,,non,739563
sommiers de chêne,1,,non,739563
sommiers façonnés et de chêne,90,,non,739563
sommiers ou corps d'arbre de sapin,89,,non,739563
son,189,,non,739563
son d'Espagne,1,,non,739563
son de farine,99,,non,739563
son et vesse de fer,1,,non,739563
sonde,6,,non,739563
sonde d'argent,1,,non,739563
sonde ou soude,1,,oui,739563
sonde ou soudes,1,,non,739563
sonnettes,27,,non,739563
sonnettes de bronze,1,,non,739563
sonnettes de fonte,1,,non,739563
soquet,1,,non,739563
sorbet,7,,non,739563
sortes,1,,non,739563
sotas,1,,non,739563
soucade,3,,non,739563
souchais,2,,non,739563
souci,0,,oui,739563
souci pour mouchoirs,0,,oui,739563
soucis,53,,non,739563
soucis de soie,1,,non,739563
soucis pour mouchoirs,3,,non,739563
soucoupes de faïence,1,,non,739563
soucoupes et tasses de faïence,2,,non,739563
soucoupes vernies,1,,non,739563
soucrillon,2,,non,739563
soucrillon en gerbes,2,,non,739563
soude de toute sorte,6,,oui,739563
soude soufre,1,,oui,739563
soudes,1174,,non,739563
soudes (cendre),1,,non,739563
soudes de toute sorte,6,,non,739563
soudes et natron et salin,40,,non,739563
soudes et potasse,23,,non,739563
soudes et tartre,1,,non,739563
soudes soufre,0,,non,739563
soudure,27,,non,739563
soudure de cuivre,1,,non,739563
soufflets,57,,non,739563
soufflets à bouche,2,,non,739563
soufflets à feu,11,,non,739563
soufflets à forge,9,,non,739563
soufflets à poudre,3,,non,739563
soufflets à tirer,1,,non,739563
soufflets à tirer le vin,7,,non,739563
soufflets à tirer le vin au clair,1,,non,739563
soufflets à tirer le vin au clair et sa garniture,1,,non,739563
soufflets à tirer vin au clair,1,,non,739563
soufflets d'hermine,1,,non,739563
soufflets de bois,55,,non,739563
soufflets de cheminée,7,,non,739563
soufflets de fer,1,,non,739563
soufflets de forge,21,,non,739563
soufflets de maréchal,195,,non,739563
soufflets petits,5,,non,739563
soufflets pour orgues,3,,non,739563
soufre,1400,,non,739563
soufre ???,1,,non,739563
soufre à canons,1,,non,739563
soufre brut,7,,non,739563
soufre en canons,62,,non,739563
soufre en canons épuré,1,,non,739563
soufre en fanon,12,,non,739563
soufre en fleurs,18,,non,739563
soufre en mèche,1,,non,739563
soufre épuré,7,,non,739563
soufre raffiné,3,,non,739563
soufre sublimé en poudre,8,,non,739563
soufre vif,1,,non,739563
souliers,836,,non,739563
souliers à dessus de soie pour femme,5,,non,739563
souliers anglais,1,,non,739563
souliers blancs,3,,non,739563
souliers brodés,22,,non,739563
souliers brodés d'argent,4,,non,739563
souliers brodés d'argent et d'or,8,,non,739563
souliers brodés d'argent et de soie,1,,non,739563
souliers brodés d'or,1,,non,739563
souliers brodés et pour femme,11,,non,739563
souliers commun,0,,oui,739563
souliers communs,23,,non,739563
souliers couverts en callemande et pour femme,1,,non,739563
souliers couverts en étoffe,3,,non,739563
souliers couverts en étoffe et pour femme,5,,oui,739563
souliers couverts en étoffe pour femme,5,,non,739563
souliers couverts en soie et pour femme,8,,non,739563
souliers d'enfant,6,,non,739563
souliers d'étoffe de soie,7,,non,739563
souliers d'homme,20,,non,739563
souliers de chanvre,1,,non,739563
souliers de corde,2,,non,739563
souliers de cordonnier,13,,non,739563
souliers de cordonnier pour femme,6,,non,739563
souliers de cordonnier pour homme,12,,non,739563
souliers de cordonnier vieux,1,,non,739563
souliers de cuir,52,,non,739563
souliers de cuir couverts en soie pour femme,5,,non,739563
souliers de cuir et pour femme,3,,non,739563
souliers de cuir et pour homme,5,,non,739563
souliers de cuir et pour homme et femme,1,,non,739563
souliers de cuir pour homme,6,,non,739563
souliers de cuir pour homme et femme,5,,non,739563
souliers de dame,1,,non,739563
souliers de maroquin,3,,non,739563
souliers de soie,13,,non,739563
souliers en terre,1,,non,739563
souliers enfant,1,,non,739563
souliers neufs,145,,non,739563
souliers pantoufles et galoches,3,,non,739563
souliers par paires,2,,non,739563
souliers petits,2,,non,739563
souliers pour enfant,12,,non,739563
souliers pour femme,40,,non,739563
souliers pour homme,77,,non,739563
souliers pour homme et femme,2,,non,739563
souliers vieux,76,,non,739563
souline étoffe des Indes,1,,non,739563
soupières de faïence,1,,non,739563
souquets de mâts,2,,non,739563
southoy,1,,non,739563
soutien,0,,non,739563
soux de grabanite,1,,non,739563
soux en feuilles,1,,non,739563
soyette de fil,1,,non,739563
spalme,3,,non,739563
spalte,1,,non,739563
spardilles,7,,non,739563
spart brut,3,,non,739563
spart brut et presle,2,,non,739563
sparterie,10,,non,739563
sparterie brute en auf jonc et roseau,26,,non,739563
spath,1,,non,739563
spéculation,2,,non,739563
spermaceti,60,,non,739563
sperme,1,,non,739563
sperme de baleine,14,,non,739563
spermecely,1,,oui,739563
sphères,1,,non,739563
spiante,1,,non,739563
spicaceltica,48,,non,739563
spicajudica,1,,non,739563
spicanardi,16,,non,739563
spicaseltica,0,,oui,739563
spinenardi,1,,non,739563
spirinck,49,,non,739563
spode,3,,non,739563
sprottes,1,,non,739563
square,1,,non,739563
squille de grain,4,,non,739563
squine,153,,non,739563
stafisagre,32,,non,739563
stafisaigre,0,,oui,739563
stagnon,1,,non,739563
statue de pierre,10,,non,739563
statue de plomb,1,,non,739563
stechas arabique,1,,non,739563
stephais,1,,non,739563
sthouchais,1,,non,739563
stil de bois,1,,non,739563
stil de grain,62,,non,739563
stil de grains et vermillon,1,,non,739563
stinkerque,28,,non,739563
stinkerque à barre,1,,non,739563
stinkerque brodée,0,,oui,739563
stinkerque brodées,1,,non,739563
stinkerque brodées de couleur,1,,non,739563
stinkerque de fil organdis,1,,non,739563
stira liquide,0,,oui,739563
stirax liquide,1,,non,739563
stockfisch,509,,non,739563
stockfisch et morue,1,,oui,739563
stockfisch mariné et salé,15,,non,739563
stockfisch salé,4,,non,739563
stockfish,5,,non,739563
stopilles,0,,oui,739563
storax,204,,non,739563
storax calames,2,,non,739563
storax calamin,1,,non,739563
storax en grabeau,1,,non,739563
storax en larme,1,,non,739563
storax liquide,7,,non,739563
stragondis,5,,non,739563
sublimé,143,,non,739563
sublimé corosif,17,,non,739563
subsistances,27,,non,739563
substances et produits chimiques,29,,non,739563
substances et produits chimiques principalement eau-forte et couperose,14,,non,739563
substances et produits chimiques principalement en eau-forte et couperose bleue et blanche,12,,non,739563
suc de réglisse,34,,non,739563
succade,1,,non,739563
succin,0,,oui,739563
sucre,3059,,non,739563
sucre à devises et à casser,43,,non,739563
sucre bâtard,1,,non,739563
sucre blanc,1272,,non,739563
sucre blanc brut des entrepôts étranger,0,,non,739563
sucre blanc brut étranger,3,,non,739563
sucre blanc en pain,4,,non,739563
sucre blanc en poudre,1,,non,739563
sucre blanc et sucre terré,49,,non,739563
sucre blanc et sucre terré des Îles françaises de l'Amérique,1,,non,739563
sucre blanc et sucre terré et sucre têtes,3,,non,739563
sucre blanc et tabatière de bergamote,0,,oui,739563
sucre blanc et tabatières de bergamote,1,,non,739563
sucre blanc terré et têtes,20,,non,739563
sucre brun,83,,non,739563
sucre brun brut,3,,non,739563
sucre brun prix bas,15,,non,739563
sucre brut,1684,,non,739563
sucre brut autre que blanc,6,,non,739563
sucre brut autre que blanc des entrepôts étranger,0,,non,739563
sucre brut autre que blanc étranger,4,,non,739563
sucre brut blanc,4,,non,739563
sucre brut blanc ou terré,5,,non,739563
sucre brut des colonies françaises au-delà du Cap,2,,non,739563
sucre brut en forme,1,,non,739563
sucre brut et sucre terré,5,,non,739563
sucre brut par Nantes,1,,non,739563
sucre candi,375,,non,739563
sucre candi en pain et en poudre raffiné,1,,non,739563
sucre candi et en pain,3,,non,739563
sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerque,1,,non,739563
sucre candi raffiné,1,,non,739563
sucre carré,1,,non,739563
sucre cassonade,1,,non,739563
sucre cassonade des Indes,0,,oui,739563
sucre commun,24,,non,739563
sucre d'érable,10,,non,739563
sucre d'orge,17,,non,739563
sucre de Brésil et sucre blanc et sucre cru,0,,non,739563
sucre de canne,1,,non,739563
sucre de Cayenne,1,,non,739563
sucre de Cayenne terré,5,,non,739563
sucre de forme,1,,non,739563
sucre de lait,1,,non,739563
sucre de réglisse,2,,non,739563
sucre de têtes,15,,non,739563
sucre des Indes brut,1,,non,739563
sucre des Indes terré,2,,non,739563
sucre des Indes têtes,1,,non,739563
sucre des prises terré,1,,non,739563
sucre dit lompen,3,,non,739563
sucre du Brésil,2,,non,739563
sucre en blanc,1,,non,739563
sucre en dragées,122,,non,739563
sucre en forme terré,1,,non,739563
sucre en lait,1,,non,739563
sucre en pain,1065,,non,739563
sucre en pain blanc,1,,non,739563
sucre en pain et en poudre raffiné,1,,non,739563
sucre en pain et sucre raffiné,9,,non,739563
sucre en pain et sucre raffiné et sucre têtes etc.,1,,non,739563
sucre en pain et sucre terré,2,,non,739563
sucre en pain par Le Havre,1,,non,739563
sucre en pain par Strasbourg,1,,non,739563
sucre en pain par Strasbourg Metz et Riltzeim,1,,non,739563
sucre en pain pour la Compagnie des Indes,1,,non,739563
sucre en pain raffiné,25,,non,739563
sucre en pain sorti avec prime,13,,non,739563
sucre en poudre,2,,non,739563
sucre en poudre blanc,93,,non,739563
sucre en poudre blanc de haut prix,14,,non,739563
sucre en poudre brun,94,,non,739563
sucre et raisin sec,3,,non,739563
sucre et rocou,7,,non,739563
sucre et tabac,11,,non,739563
sucre et verdet,5,,non,739563
sucre et vert-de-gris,0,,oui,739563
sucre ferré,3,,non,739563
sucre fin,3,,non,739563
sucre mélasse,3,,non,739563
sucre mélisse,1,,non,739563
sucre mes ???,1,,non,739563
sucre moscovade,11,,non,739563
sucre noix,1,,non,739563
sucre orianne,1,,non,739563
sucre raffiné,297,,non,739563
sucre roulé,1,,non,739563
sucre royal,2,,non,739563
sucre terré,1432,,non,739563
sucre terré autre que blanc,1,,non,739563
sucre terré autre que blanc des entrepôts étranger,0,,non,739563
sucre terré autre que blanc étranger,3,,non,739563
sucre terré blanc,1,,non,739563
sucre terré blanc des entrepôts étranger,0,,non,739563
sucre terré blanc étranger,7,,non,739563
sucre terré blanc ordinaire et têtes de forme,11,,non,739563
sucre terré brun étranger,3,,non,739563
sucre terré commun,1,,non,739563
sucre terré des colonies françaises au-delà du Cap,0,,non,739563
sucre terré des Indes,1,,non,739563
sucre terré et sucre têtes,18,,non,739563
sucre terré et sucre têtes d'Amérique,0,,oui,739563
sucre terré moyen,1,,non,739563
sucre terré par Bayonne Marseille et Nantes,1,,non,739563
sucre terré par Chapareillan,1,,non,739563
sucre terré têtes,19,,non,739563
sucre terré têtes de forme,1,,non,739563
sucre têtes,414,,non,739563
sucre têtes de forme,136,,non,739563
sucre têtes forme,0,,oui,739563
sucre vergeoise,142,,non,739563
sucrerie,18,,non,739563
sucrerie dragées,0,,oui,739563
sucrerie drapée,2,,non,739563
sucreterie,0,,oui,739563
sucrier,4,,non,739563
sucrier de faïence,2,,non,739563
sucrillon,0,,oui,739563
sucs d'espèces particulières,2,,non,739563
suie de cheminée,66,,non,739563
suif,2308,,non,739563
suif à chandelle,35,,non,739563
suif brut,10,,non,739563
suif de mouton,1,,non,739563
suif en branche,1,,non,739563
suif en chandelle et en rames,1,,non,739563
suif en masse,94,,non,739563
suif en pain,102,,non,739563
suif en poil,1,,non,739563
suif en rames,14,,non,739563
suif en vessie,1,,non,739563
suif fondu,71,,non,739563
suif fondu et en chandelle,1,,non,739563
suif pour faire du savon,0,,non,739563
suif pour raffiner le cuivre,4,,non,739563
suif soude,9,,oui,739563
suif soudes,9,,non,739563
suin,1,,non,739563
suine,0,,non,739563
sulfate d'alumine,2,,non,739563
sulfate d'ammoniaque,2,,non,739563
sulfate de cuivre,5,,non,739563
sulfate de cuivre de fer et de zinc,2,,non,739563
sulfate de cuivre et de fer,1,,non,739563
sulfate de fer,5,,non,739563
sulfate de magnésie de potasse et de soude,2,,oui,739563
sulfate de magnésie de potasse et de soudes,2,,non,739563
sulfate de plomb,1,,non,739563
sulfate de potasse,7,,non,739563
sulfate de quinine,2,,non,739563
sulfate de zinc,3,,non,739563
sulfure d'arsenic jaune et rouge,4,,non,739563
sulfure de mercure en pierres,3,,non,739563
sumac,763,,non,739563
sumac des corroyeurs,42,,non,739563
sumac et autres feuilles tinctoriales,2,,non,739563
sumeuille de cuivre,0,,non,739563
sunaromba,0,,oui,739563
surge de laine,4,,non,739563
surons,1,,non,739563
sutoze,1,,non,739563
tababères en bergamote,0,,oui,739563
tabac,1259,,non,739563
tabac à fumer,35,,non,739563
tabac à mâcher,1,,non,739563
tabac à râper,4,,non,739563
tabac à varié,1,,non,739563
tabac avarié,4,,non,739563
tabac briquet,5,,non,739563
tabac brut,1,,non,739563
tabac commun,15,,non,739563
tabac commun en feuilles,1,,non,739563
tabac côte de ???,1,,oui,739563
tabac d'Espagne,93,,non,739563
tabac d'Espagne en feuilles,1,,non,739563
tabac de ???,1,,non,739563
tabac de Brésil,1,,non,739563
tabac de caisse,1,,non,739563
tabac de cantine,20,,non,739563
tabac de carottes,2,,oui,739563
tabac de Clairac,1,,non,739563
tabac de coco,1,,non,739563
tabac de Hollande,12,,non,739563
tabac de la Ferme,216,,non,739563
tabac de la Havane,11,,non,739563
tabac de renvoi,1,,non,739563
tabac de Séville,2,,non,739563
tabac de St. Domingue,18,,non,739563
tabac de St. Vincent,2,,non,739563
tabac de Virginie,30,,non,739563
tabac de Virginie en feuilles,10,,non,739563
tabac des Indes,1,,non,739563
tabac des prises,7,,non,739563
tabac divers,1,,non,739563
tabac du Brésil,70,,non,739563
tabac du Brésil acheté à Lisbonne,2,,non,739563
tabac du Brésil acheté à Lisbonne en faisant route pour la Côte d'Or,2,,non,739563
tabac du Brésil de Virginie,3,,non,739563
tabac du Brésil pris à Lisbonne par les bâtiments français négriers expédiés des ports de France pour la Côte d'Or,1,,non,739563
tabac du Brésil pris à Lisbonne par les bâtiments négriers expédiés des côtes de France pour la Côte d'Or,1,,non,739563
tabac en ???,1,,non,739563
tabac en andouille,9,,non,739563
tabac en caisse,5,,non,739563
tabac en cantine,1,,non,739563
tabac en carotte,97,,non,739563
tabac en carotte et en feuilles,1,,non,739563
tabac en carotte et en feuilles et en côtes,2,,non,739563
tabac en carotte et en feuilles et râpé,1,,non,739563
tabac en carotte et fabriqué,2,,non,739563
tabac en carotte et feuilles côtes,1,,oui,739563
tabac en carotte et rolles,119,,non,739563
tabac en carotte par Bayonne,1,,non,739563
tabac en cordes,16,,non,739563
tabac en coren ???,0,,non,739563
tabac en côtes,82,,non,739563
tabac en côtes et en feuilles,27,,non,739563
tabac en côtes et en feuilles des entrepôts pour la régie,0,,non,739563
tabac en côtes et en feuilles pour la régie,6,,non,739563
tabac en feuille,1,,non,739563
tabac en feuilles,2,,non,739563
tabac en feuilles de la Louisiane,1,,non,739563
tabac en feuilles de Virginie,10,,non,739563
tabac en feuilles et autres,3,,non,739563
tabac en feuilles et en poudre,1,,non,739563
tabac en feuilles par Bayonne,1,,non,739563
tabac en feuilles par Dunkerque,1,,non,739563
tabac en filé,1,,non,739563
tabac en graine,1,,non,739563
tabac en manoque,19,,non,739563
tabac en poudre,417,,non,739563
tabac en poudre commun,1,,non,739563
tabac en poudre commun supérieur,1,,non,739563
tabac en poudre de la Havane,3,,non,739563
tabac en rolle,14,,non,739563
tabac en rouleau,12,,non,739563
tabac et savon,1,,non,739563
tabac et son d'Espagne,4,,non,739563
tabac et sucre,2,,oui,739563
tabac fabriqué,52,,non,739563
tabac fabriqué et préparé,4,,non,739563
tabac ficelé,6,,non,739563
tabac filé,76,,non,739563
tabac fin,2,,non,739563
tabac frisé,2,,non,739563
tabac haché,4,,non,739563
tabac haché et à fumer,125,,non,739563
tabac pour échantillon,1,,non,739563
tabac pressé d'Allemagne,6,,non,739563
tabac râpé,94,,non,739563
tabac râpé de la Ferme,7,,non,739563
tabac râpé par Dunkerque,1,,non,739563
tabac viedé,1,,non,739563
tabagies,1,,non,739563
tabatière d'écaille à charnière d'or,0,,oui,739563
tabatière d'écaille incrustées d'or,0,,oui,739563
tabatiere de bois blanc,0,,oui,739563
tabatière de bois d'olivier,0,,oui,739563
tabatière de buis,0,,oui,739563
tabatière de carton,0,,oui,739563
tabatière de cuivre,0,,oui,739563
tabatières,113,,non,739563
tabatières à bergamote,1,,non,739563
tabatières aux bergarnotes,0,,oui,739563
tabatières communes,4,,non,739563
tabatières corne,1,,non,739563
tabatières d'agate,7,,non,739563
tabatières d'argent,21,,non,739563
tabatières d'argent et d'or,1,,non,739563
tabatières d'argent et dorées,1,,non,739563
tabatières d'argent et petites,2,,non,739563
tabatières d'écaille,122,,non,739563
tabatières d'écaille à charnière d'or,1,,non,739563
tabatières d'écaille à pitons d'argent,1,,non,739563
tabatières d'écaille et à pitons d'argent,0,,oui,739563
