goods_simpl_classification,nbr_occurences_simpl,porcelaine_classification,nbr_occurences_porcelaine,obsolete
papier à faire carte,1,Sans lien avec la porcelaine,543223,non
papier à feites,1,Sans lien avec la porcelaine,543223,non
papier à friser,1,Sans lien avec la porcelaine,543223,non
papier à gargousse,1,Sans lien avec la porcelaine,543223,non
papier à grand compte,2,Sans lien avec la porcelaine,543223,non
papier à image,1,Sans lien avec la porcelaine,543223,non
papier à impression,9,Sans lien avec la porcelaine,543223,non
papier à imprimer,1,Sans lien avec la porcelaine,543223,non
papier à imprimer et à faire carte,1,Sans lien avec la porcelaine,543223,non
papier à l'eau,9,Sans lien avec la porcelaine,543223,non
papier à l'eau commun,2,Sans lien avec la porcelaine,543223,non
papier à l'eau fin,3,Sans lien avec la porcelaine,543223,non
papier à l'école,1,Sans lien avec la porcelaine,543223,non
papier à l'écu,39,Sans lien avec la porcelaine,543223,non
papier à l'écu fin,20,Sans lien avec la porcelaine,543223,non
papier à l'étoile,41,Sans lien avec la porcelaine,543223,non
papier à l'étoile commun,5,Sans lien avec la porcelaine,543223,non
papier à l'étoile fin,14,Sans lien avec la porcelaine,543223,non
papier à la cloche,7,Sans lien avec la porcelaine,543223,non
papier à la noblesse,1,Sans lien avec la porcelaine,543223,non
papier à la piperie,2,Sans lien avec la porcelaine,543223,non
papier à lettre,55,Sans lien avec la porcelaine,543223,non
papier à lettres de Hollande,1,Sans lien avec la porcelaine,543223,non
papier à litière,1,Sans lien avec la porcelaine,543223,non
papier à meubler,1,Sans lien avec la porcelaine,543223,non
papier à ministre,1,Sans lien avec la porcelaine,543223,non
papier à musique,3,Sans lien avec la porcelaine,543223,non
papier à paqueter grand format,1,Sans lien avec la porcelaine,543223,non
papier à paqueter petit format,1,Sans lien avec la porcelaine,543223,non
papier à plan,4,Sans lien avec la porcelaine,543223,non
papier à pliage,2,Sans lien avec la porcelaine,543223,non
papier à sucre,40,Sans lien avec la porcelaine,543223,non
papier à tapisserie,3,Sans lien avec la porcelaine,543223,non
papier à toile,1,Sans lien avec la porcelaine,543223,non
papier argenté et doré,1,Sans lien avec la porcelaine,543223,non
papier aux armes,20,Sans lien avec la porcelaine,543223,non
papier bâtard,125,Sans lien avec la porcelaine,543223,non
papier bâtard blanc,1,Sans lien avec la porcelaine,543223,non
papier bâtard fin,93,Sans lien avec la porcelaine,543223,non
papier blanc,1332,Sans lien avec la porcelaine,543223,non
papier blanc à écrire,5,Sans lien avec la porcelaine,543223,non
papier blanc à enveloppe,3,Sans lien avec la porcelaine,543223,non
papier blanc Galmes,1,Sans lien avec la porcelaine,543223,non
papier blanc ou rayé pour musique,3,Sans lien avec la porcelaine,543223,non
papier blanc petit format,1,Sans lien avec la porcelaine,543223,non
papier blanc rainé,1,Sans lien avec la porcelaine,543223,non
papier bleu,84,Sans lien avec la porcelaine,543223,non
papier bleu à couvrir,2,Sans lien avec la porcelaine,543223,non
papier bleu de Hollande,1,Sans lien avec la porcelaine,543223,non
papier bleu et gris,1,Sans lien avec la porcelaine,543223,non
papier bleu petit format,1,Sans lien avec la porcelaine,543223,non
papier bouet,1,Sans lien avec la porcelaine,543223,non
papier brodé à figures de soie,1,Sans lien avec la porcelaine,543223,non
papier brouillard,8,Sans lien avec la porcelaine,543223,non
papier brun,2,Sans lien avec la porcelaine,543223,non
papier bulle,2,Sans lien avec la porcelaine,543223,non
papier bulle blanc,23,Sans lien avec la porcelaine,543223,non
papier bulle blanche,2,Sans lien avec la porcelaine,543223,non
papier bulle gros,1,Sans lien avec la porcelaine,543223,non
papier buvard,4,Sans lien avec la porcelaine,543223,non
papier buvard fin,4,Sans lien avec la porcelaine,543223,non
papier carré,4,Sans lien avec la porcelaine,543223,non
papier cartier,6,Sans lien avec la porcelaine,543223,non
papier cire à cacheter,5,Sans lien avec la porcelaine,543223,non
papier collé,1,Sans lien avec la porcelaine,543223,non
papier colombier,1,Sans lien avec la porcelaine,543223,non
papier colorié en rames,2,Sans lien avec la porcelaine,543223,non
papier colorié en rames pour reliures,4,Sans lien avec la porcelaine,543223,non
papier commun,132,Sans lien avec la porcelaine,543223,non
papier commun et à enveloppe,4,Sans lien avec la porcelaine,543223,non
papier cornet,2,Sans lien avec la porcelaine,543223,non
papier cornet et petit,1,Sans lien avec la porcelaine,543223,non
papier corue,5,Sans lien avec la porcelaine,543223,non
papier couronne,1,Sans lien avec la porcelaine,543223,non
papier cru fin,4,Sans lien avec la porcelaine,543223,non
papier d'emballage,23,Sans lien avec la porcelaine,543223,non
papier d'emballage gris,1,Sans lien avec la porcelaine,543223,non
papier d'enveloppe,8,Sans lien avec la porcelaine,543223,non
papier d'enveloppe à pâte de couleur,5,Sans lien avec la porcelaine,543223,non
papier d'estrasse,41,Sans lien avec la porcelaine,543223,non
papier d'estrasse gris,1,Sans lien avec la porcelaine,543223,non
papier d'étoupe,1,Sans lien avec la porcelaine,543223,non
papier de Charente,4,Sans lien avec la porcelaine,543223,non
papier de Chine,2,Sans lien avec la porcelaine,543223,non
papier de couleur,3,Sans lien avec la porcelaine,543223,non
papier de couleur et peint,46,Sans lien avec la porcelaine,543223,non
papier de Gênes,2,Sans lien avec la porcelaine,543223,non
papier de Gênes commun,6,Sans lien avec la porcelaine,543223,non
papier de Gênes fin,121,Sans lien avec la porcelaine,543223,non
papier de Gênes fin et petit,1,Sans lien avec la porcelaine,543223,non
papier de Gênes peint,1,Sans lien avec la porcelaine,543223,non
papier de Gênes petit,4,Sans lien avec la porcelaine,543223,non
papier de Hollande,24,Sans lien avec la porcelaine,543223,non
papier de Lamballe,7,Sans lien avec la porcelaine,543223,non
papier de marquis,1,Sans lien avec la porcelaine,543223,non
papier de matique,1,Sans lien avec la porcelaine,543223,non
papier de musique,65,Sans lien avec la porcelaine,543223,non
papier de pliage,49,Sans lien avec la porcelaine,543223,non
papier de poste,2,Sans lien avec la porcelaine,543223,non
papier de raisin,6,Sans lien avec la porcelaine,543223,non
papier de soie,4,Sans lien avec la porcelaine,543223,non
papier de tapisserie,11,Sans lien avec la porcelaine,543223,non
papier des Indes,1,Sans lien avec la porcelaine,543223,non
papier dessiné,1,Sans lien avec la porcelaine,543223,non
papier doré,32,Sans lien avec la porcelaine,543223,non
papier doré et fleuragé et marbré,2,Sans lien avec la porcelaine,543223,non
papier double lys,6,Sans lien avec la porcelaine,543223,non
papier drapé,1,Sans lien avec la porcelaine,543223,non
papier en balle,1,Sans lien avec la porcelaine,543223,non
papier en planches,1,Sans lien avec la porcelaine,543223,non
papier estrasse,4,Sans lien avec la porcelaine,543223,non
papier et bois d'éventail,1,Sans lien avec la porcelaine,543223,non
papier étoile,1,Sans lien avec la porcelaine,543223,non
papier étoile fin,3,Sans lien avec la porcelaine,543223,non
papier fin,11,Sans lien avec la porcelaine,543223,non
papier fleuragé et doré,1,Sans lien avec la porcelaine,543223,non
papier gaufré,6,Sans lien avec la porcelaine,543223,non
papier grand carnet,1,Sans lien avec la porcelaine,543223,non
papier grand compte,2,Sans lien avec la porcelaine,543223,non
papier grand cornet,2,Sans lien avec la porcelaine,543223,non
papier grand éléphant,1,Sans lien avec la porcelaine,543223,non
papier grand format,2,Sans lien avec la porcelaine,543223,non
papier grand raisin,1,Sans lien avec la porcelaine,543223,non
papier grandes rames,5,Sans lien avec la porcelaine,543223,non
papier gris,103,Sans lien avec la porcelaine,543223,non
papier gris cassé,1,Sans lien avec la porcelaine,543223,non
papier grossier,15,Sans lien avec la porcelaine,543223,non
papier impérial,2,Sans lien avec la porcelaine,543223,non
papier intissé,1,Sans lien avec la porcelaine,543223,non
papier jaune fin,1,Sans lien avec la porcelaine,543223,non
papier jésier,1,Sans lien avec la porcelaine,543223,non
papier lombard,6,Sans lien avec la porcelaine,543223,non
papier marbré,3,Sans lien avec la porcelaine,543223,non
papier marbré doré,1,Sans lien avec la porcelaine,543223,non
papier marbré et à meubler,1,Sans lien avec la porcelaine,543223,non
papier métallisé,3,Sans lien avec la porcelaine,543223,non
papier montage,1,Sans lien avec la porcelaine,543223,non
papier musique gravé,12,Sans lien avec la porcelaine,543223,non
papier noir,9,Sans lien avec la porcelaine,543223,non
papier pâte fine,1,Sans lien avec la porcelaine,543223,non
papier peint,373,Sans lien avec la porcelaine,543223,non
papier peint à tapisserie,4,Sans lien avec la porcelaine,543223,non
papier peint de Chine,1,Sans lien avec la porcelaine,543223,non
papier peint en rouleaux,2,Sans lien avec la porcelaine,543223,non
papier peint en rouleaux pour teinture,5,Sans lien avec la porcelaine,543223,non
papier peint et à meubler,1,Sans lien avec la porcelaine,543223,non
papier peint et à tapisserie,6,Sans lien avec la porcelaine,543223,non
papier peint et de foulards,2,Sans lien avec la porcelaine,543223,non
papier peint pour teinture,2,Sans lien avec la porcelaine,543223,non
papier petit,1,Sans lien avec la porcelaine,543223,non
papier petit fin,1,Sans lien avec la porcelaine,543223,non
papier petit pot,1,Sans lien avec la porcelaine,543223,non
papier pliage,7,Sans lien avec la porcelaine,543223,non
papier point,6,Sans lien avec la porcelaine,543223,non
papier pot,2,Sans lien avec la porcelaine,543223,non
papier pot fin,2,Sans lien avec la porcelaine,543223,non
papier pour éventails,1,Sans lien avec la porcelaine,543223,non
papier pour polir le bois et les métaux,1,Sans lien avec la porcelaine,543223,non
papier pour tapisserie,2,Sans lien avec la porcelaine,543223,non
papier pour tenture,192,Sans lien avec la porcelaine,543223,non
papier raisin,1,Sans lien avec la porcelaine,543223,non
papier registres blancs,1,Sans lien avec la porcelaine,543223,non
papier roux,1,Sans lien avec la porcelaine,543223,non
papier royal,3,Sans lien avec la porcelaine,543223,non
papier tellière,2,Sans lien avec la porcelaine,543223,non
papier tontisse,9,Sans lien avec la porcelaine,543223,non
papier violet,77,Sans lien avec la porcelaine,543223,non
papillons,1,Sans lien avec la porcelaine,543223,non
papillons secs,1,Sans lien avec la porcelaine,543223,non
parapluies,177,Sans lien avec la porcelaine,543223,non
parapluies autres et caracasse,2,Sans lien avec la porcelaine,543223,non
parapluies caracasse de,2,Sans lien avec la porcelaine,543223,non
parapluies communs,1,Sans lien avec la porcelaine,543223,non
parapluies de soie,13,Sans lien avec la porcelaine,543223,non
parapluies de taffetas,1,Sans lien avec la porcelaine,543223,non
parapluies de toile,2,Sans lien avec la porcelaine,543223,non
parapluies de toile cirée,6,Sans lien avec la porcelaine,543223,non
parapluies et parasols,144,Sans lien avec la porcelaine,543223,non
parasols,240,Sans lien avec la porcelaine,543223,non
parasols de coutil,1,,6813,non
parasols de peau,1,Sans lien avec la porcelaine,543223,non
parasols de soie,62,Sans lien avec la porcelaine,543223,non
parasols de taffetas,8,Sans lien avec la porcelaine,543223,non
parasols de toile cirée,1,Sans lien avec la porcelaine,543223,non
paravent,27,Sans lien avec la porcelaine,543223,non
paravent de la Chine,2,Sans lien avec la porcelaine,543223,non
paravent peint,1,Sans lien avec la porcelaine,543223,non
paravent vernis,1,Sans lien avec la porcelaine,543223,non
parchemin achevé,2,Sans lien avec la porcelaine,543223,non
parchemin et vélin achevés,2,Sans lien avec la porcelaine,543223,non
parchemin et vélin bruts,2,Sans lien avec la porcelaine,543223,non
parchemins,318,Sans lien avec la porcelaine,543223,non
parchemins caficule,1,Sans lien avec la porcelaine,543223,non
parchemins en feuilles,1,Sans lien avec la porcelaine,543223,non
parchemins neufs,1,Sans lien avec la porcelaine,543223,non
parchemins vieux,1,Sans lien avec la porcelaine,543223,non
pareira brava,17,Sans lien avec la porcelaine,543223,non
parement,1,Sans lien avec la porcelaine,543223,non
parfum,2,Sans lien avec la porcelaine,543223,non
parfumerie,804,Sans lien avec la porcelaine,543223,non
parfumerie à la valeur,1,Sans lien avec la porcelaine,543223,non
parfumerie eau de senteur,70,Sans lien avec la porcelaine,543223,non
parfumerie et eau spiritueuse,16,Sans lien avec la porcelaine,543223,non
parfumerie huile et essence,72,Sans lien avec la porcelaine,543223,non
parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,13,Sans lien avec la porcelaine,543223,non
parfumerie musc,2,Sans lien avec la porcelaine,543223,non
parfumerie pommade,89,Sans lien avec la porcelaine,543223,non
parfumerie poudre à poudrer,53,Sans lien avec la porcelaine,543223,non
parfumerie poudre d'odeur,2,Sans lien avec la porcelaine,543223,non
parfumerie rouge,4,Sans lien avec la porcelaine,543223,non
pariera,2,Sans lien avec la porcelaine,543223,non
parrancens,1,Sans lien avec la porcelaine,543223,non
parse,1,Sans lien avec la porcelaine,543223,non
parun,3,Sans lien avec la porcelaine,543223,non
passementerie,293,Sans lien avec la porcelaine,543223,non
passementerie argent faux,1,Sans lien avec la porcelaine,543223,non
passementerie bise écrue ou herbée,1,Sans lien avec la porcelaine,543223,non
passementerie blanche ou mélangée de blanc,1,Sans lien avec la porcelaine,543223,non
passementerie d'argent,1,Sans lien avec la porcelaine,543223,non
passementerie d'argent et d'or faux et de soie,1,Sans lien avec la porcelaine,543223,non
passementerie d'argent et de soie,1,Sans lien avec la porcelaine,543223,non
passementerie d'or,1,Sans lien avec la porcelaine,543223,non
passementerie d'or et d'argent,2,Sans lien avec la porcelaine,543223,non
passementerie d'or et de soie,1,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de fil bis écru herbé et de lin,3,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de fil blanc et mélangé de blanc et de lin,3,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de fil teint en tout et en partie et de lin,2,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de laine blanche et de lin,2,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de laine écrue et de lin,2,Sans lien avec la porcelaine,543223,non
passementerie de chanvre de laine teinte et de lin,2,Sans lien avec la porcelaine,543223,non
passementerie de coton,3,Sans lien avec la porcelaine,543223,non
passementerie de coton et ruban de coton,2,Sans lien avec la porcelaine,543223,non
passementerie de crin,5,Sans lien avec la porcelaine,543223,non
passementerie de fil,1,Sans lien avec la porcelaine,543223,non
passementerie de fil de chanvre ou de lin bis écru herbé ou mélangé,2,Sans lien avec la porcelaine,543223,non
passementerie de fil de chanvre ou de lin bis écru ou herbé,2,Sans lien avec la porcelaine,543223,non
passementerie de fil de chanvre ou de lin teint en tout ou partie,2,Sans lien avec la porcelaine,543223,non
passementerie de fil de soie et galon,1,Sans lien avec la porcelaine,543223,non
passementerie de fil en filoselle,3,Sans lien avec la porcelaine,543223,non
passementerie de fil et coton,1,Sans lien avec la porcelaine,543223,non
passementerie de fil et laine,1,Sans lien avec la porcelaine,543223,non
passementerie de fil et soie,1,Sans lien avec la porcelaine,543223,non
passementerie de fil laine et poil,1,Sans lien avec la porcelaine,543223,non
passementerie de filoselle,1,Sans lien avec la porcelaine,543223,non
passementerie de fleuret et ruban de fleuret,4,Sans lien avec la porcelaine,543223,non
passementerie de laine,4,Sans lien avec la porcelaine,543223,non
passementerie de laine blanche écrue pure,2,Sans lien avec la porcelaine,543223,non
passementerie de laine écrue pure,2,Sans lien avec la porcelaine,543223,non
passementerie de laine mélangée de fil laine et poil,2,Sans lien avec la porcelaine,543223,non
passementerie de laine mêlée de fil,1,Sans lien avec la porcelaine,543223,non
passementerie de laine ou sayette,1,Sans lien avec la porcelaine,543223,non
passementerie de laine pure teinte,4,Sans lien avec la porcelaine,543223,non
passementerie de poil de chèvre,1,Sans lien avec la porcelaine,543223,non
passementerie de soie,141,Sans lien avec la porcelaine,543223,non
passementerie de soie d'argent ou d'or faux,2,Sans lien avec la porcelaine,543223,non
