numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
119,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Harancades,Marseille,Angleterre,"1 285,00",milliers,"10,0000000","12850,00","0,00",
120,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Huile d'olive,Marseille,Angleterre,"10,00",livres,"0,3000000","3,00","0,00",
121,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Huille de poisson,Marseille,Angleterre,"4 000,00",livres,"0,2000000","800,00","0,00",
122,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Laine surge,Marseille,Angleterre,"31 505,00",livres,"0,4500000","14177,00","-0,25",
123,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Laine en suin ,Marseille,Angleterre,"68 432,00",livres,"0,4500000","30794,00","-0,40",
124,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Porc fraix,Marseille,Angleterre,"10,00",livres,"0,2000000","2,00","0,00",
125,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,3,1742,Import,Chaises de canne,Marseille,Angleterre,"36,00",douzaines,"36,0000000","1296,00","0,00",
126,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Peaux de chien de mer,Marseille,Angleterre,"400,00",livres,"0,3500000","140,00","0,00",
127,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Pipes a fumer,Marseille,Angleterre,"40,00",grosses,"3,0000000","120,00","0,00",
128,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Plomb en saumons,Marseille,Angleterre,"1 352 050,00",livres,"0,2000000","270410,00","0,00",
129,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Planches de sapin,Marseille,Angleterre,"17,00",douzaines,"9,0000000","153,00","0,00",
130,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Suif,Marseille,Angleterre,"850,00",livres,"0,4000000","340,00","0,00",
131,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Tonnine,Marseille,Angleterre,"33 000,00",livres,"0,5000000","16500,00","0,00",
132,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Tabac de virginie en feuille,Marseille,Angleterre,"519 350,00",livres,"0,2400000","124644,00","0,00",
133,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Toille crüe,Marseille,Angleterre,"2,00",livres,,"20,00",,En valeur
134,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Verres de cristal,Marseille,Angleterre,"250,00",livres,"2,0000000","500,00","0,00",
135,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Arcenic,Marseille,Nord,"2 881,00",livres,"0,3000000","814,00","-50,30",Erreur de calcul
136,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Azur commun,Marseille,Nord,"30 968,00",livres,"0,6000000","18580,00","-0,80",
137,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Bray gras,Marseille,Nord,"139 350,00",livres,"0,0900000","12541,00","-0,50",
138,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Bois de campeche,Marseille,Nord,"13 918,00",livres,"0,1500000","2087,00","-0,70",
139,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Bois de Brezil,Marseille,Nord,"15 600,00",livres,"0,2500000","3900,00","0,00",
140,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Cire jaune,Marseille,Nord,"14 948,00",livres,"1,1500000","17190,00","-0,20",
141,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Cuivre brut,Marseille,Nord,"1 320,00",livres,"1,5000000","1980,00","0,00",
142,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Drogueries,Marseille,Nord,"4 580,00",livres,"1,0000000","4580,00","0,00",
143,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Douelles a tonneaux,Marseille,Nord,"180,00",tonneaux,"6,0000000","1080,00","0,00",
144,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Egoutoirs,Marseille,Nord,"16,00",douzaines,"3,0000000","48,00","0,00",
145,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Fer blanc,Marseille,Nord,"161 000,00",livres,"0,6000000","96600,00","0,00",
146,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Fer en barres,Marseille,Nord,"455 175,00",livres,"0,1450000","66000,00","-0,38",
147,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Gaudron,Marseille,Nord,"80 000,00",livres,"0,1000000","8000,00","0,00",
148,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Huille de poisson,Marseille,Nord,"99 550,00",livres,"0,2000000","19910,00","0,00",
149,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Laton brut,Marseille,Nord,"10 104,00",livres,"1,3500000","13640,00","-0,40",
150,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Miny,Marseille,Nord,"7 000,00",livres,"0,2000000","1400,00","0,00",
151,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Mercerie,Marseille,Nord,"2 000,00",livres,"2,0000000","4000,00","0,00",
152,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Pelleterie crue,Marseille,Nord,"600,00",livres,"1,2500000","750,00","0,00",
153,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Pipes a fumer,Marseille,Nord,"180,00",grosses,"3,0000000","540,00","0,00",
154,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Planches de sapin,Marseille,Nord,"206,00",douzaines,"9,0000000","1854,00","0,00",
155,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Quincailles de fer et d'acier,Marseille,Nord,"600,00",livres,"1,0000000","600,00","0,00",
156,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Suif,Marseille,Nord,"2 500,00",livres,"0,4000000","1000,00","0,00",
157,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Thé,Marseille,Nord,"66,00",livres,"5,0000000","330,00","0,00",
158,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Tabac fabriqué,Marseille,Nord,"250,00",livres,"2,0000000","500,00","0,00",
159,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Toille blanche,Marseille,Nord,"4 400,00",livres,"3,0000000","13200,00","0,00",
160,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Verres de cristal,Marseille,Nord,"2 500,00",livres,"2,0000000","5000,00","0,00",
161,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Yeux d'ecrevisses,Marseille,Nord,"318,00",livres,"3,0000000","954,00","0,00",
162,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Avoine,Marseille,Espagne,"1 140,00",charges,"10,0000000","11400,00","0,00",
163,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Anchois,Marseille,Espagne,"266,50",barrils,"6,0000000","1599,00","0,00",
164,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Anchois,Marseille,Espagne,"38 205,00",livres,"0,5000000","19102,00","-0,50",
165,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Amandes cassées,Marseille,Espagne,"96 510,00",livres,"0,2000000","19302,00","0,00",
166,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Anis,Marseille,Espagne,"111 045,00",livres,"0,2000000","22209,00","0,00",
167,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Argent vif,Marseille,Espagne,"11 334,00",livres,"5,0000000","56670,00","0,00",
168,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Aloës,Marseille,Espagne,"1 840,00",livres,"1,0000000","1840,00","0,00",
169,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Acier,Marseille,Espagne,"1 265,00",livres,"0,3500000","442,00","-0,75",
170,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Auf,Marseille,Espagne,"10 400,00",livres,"0,0900000","936,00","0,00",
171,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Arquifou,Marseille,Espagne,"68 400,00",livres,"0,1500000","10260,00","0,00",
172,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Bled froment,Marseille,Espagne,"30 331,00",charges,"18,0000000","545958,00","0,00",
173,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,4,1742,Import,Beuf salé,Marseille,Espagne,"2 000,00",livres,"0,1500000","300,00","0,00",
174,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Beurre,Marseille,Espagne,"700,00",livres,"0,2500000","175,00","0,00",
175,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Biere,Marseille,Espagne,"2 000,00",livres,"0,0500000","100,00","0,00",
176,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Baume du Perou,Marseille,Espagne,"925,00",livres,"4,0000000","3700,00","0,00",
177,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bray sec,Marseille,Espagne,"54 150,00",livres,"0,0900000","4873,00","-0,50",
178,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bas de soye,Marseille,Espagne,"100,00",livres,"40,0000000","4000,00","0,00",
179,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bas de filozelles,Marseille,Espagne,"264,00",paires,"5,0000000","1320,00","0,00",22 douzaines de paires de bas de filozelle à 5 livres la paire
180,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bonnets de laine,Marseille,Espagne,"67,00",douzaines,"9,0000000","603,00","0,00",
181,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bonnets de coton,Marseille,Espagne,"500,00",douzaines,"10,0000000","5000,00","0,00",
182,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bazanes tanées,Marseille,Espagne,"3 565,00",livres,"1,0000000","3565,00","0,00",
183,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Balais de palme,Marseille,Espagne,"10 069,00",douzaines,"0,9000000","9062,00","-0,10",
184,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bourdes,Marseille,Espagne,"8 274 100,00",livres,"0,0600000","496446,00","0,00",
185,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bois pour matures,Marseille,Espagne,"85,00",pieces,,"160,00",,Estimées
186,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Bois a bruler,Marseille,Espagne,"745 900,00",livres,"0,0090000","6713,00","-0,10",
187,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Chair salée,Marseille,Espagne,"26 540,00",livres,"0,2000000","5308,00","0,00",
188,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Capres,Marseille,Espagne,"12 200,00",livres,"0,2200000","2684,00","0,00",
189,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Confitures,Marseille,Espagne,"963,00",livres,"1,0000000","963,00","0,00",
190,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Chocolat,Marseille,Espagne,"776,00",livres,"3,5000000","2716,00","0,00",
191,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Caffé,Marseille,Espagne,"1 847,00",livres,"1,3500000","2493,00","-0,45",
192,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cumin,Marseille,Espagne,"5 875,00",livres,"0,1700000","998,00","-0,75",
193,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cacao,Marseille,Espagne,"37 816,00",livres,"1,4000000","52942,00","-0,40",
194,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cochenille mesteque,Marseille,Espagne,"84 481,00",livres,"18,0000000","1520658,00","0,00",
195,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Colequinte,Marseille,Espagne,"5 395,00",livres,"2,0000000","10790,00","0,00",
196,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cire jaune,Marseille,Espagne,"45 073,00",livres,"1,1500000","51833,00","-0,95",
197,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Crasse de cire,Marseille,Espagne,"120,00",livres,"0,1200000","14,00","-0,40",
198,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Couperose verte,Marseille,Espagne,"1 000,00",livres,"0,0750000","75,00","0,00",
199,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cinatrium,Marseille,Espagne,"1 035,00",livres,"0,0600000","62,00","-0,10",
200,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Corail rouge,Marseille,Espagne,"150,00",livres,"1,5000000","225,00","0,00",
201,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Corail blanc,Marseille,Espagne,"1 760,00",livres,"0,5000000","880,00","0,00",
202,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Corail brut,Marseille,Espagne,"2 227,00",livres,"1,5000000","3340,00","-0,50",
203,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Carrouge,Marseille,Espagne,"7 000,00",livres,"0,0300000","210,00","0,00",
204,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Crin de cheval,Marseille,Espagne,"144,00",livres,"0,6000000","86,00","-0,40",
205,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Chanvre cru,Marseille,Espagne,"900,00",livres,"0,1800000","162,00","0,00",
206,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Chemises de Bretagne,Marseille,Espagne,"38,00",douzaines,"24,0000000","912,00","0,00",
207,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Couvertures de laine,Marseille,Espagne,"20,00",douzaines,"144,0000000","2880,00","0,00",20 douzaines de couvertures a laine à 12 livres la pièce
208,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cuirs tannees,Marseille,Espagne,"14 000,00",livres,"0,8500000","11900,00","0,00",
209,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Cuirs de beuf en poil,Marseille,Espagne,"554,00",en nombre,"14,0000000","7756,00","0,00",
210,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,5,1742,Import,Courdoans,Marseille,Espagne,"30,00",douzaines,"36,0000000","1080,00","0,00",
