numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,Droits totaux indiqués,Droits unitaires,unité pour les droits,quantité pour les droits,remarks pour les droits
1285,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Vinaigre,Danemarc,4200,42,Tonneaux,100,,0,15,Tonneaux,42,-630 droits non marqués
1286,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Caffé des Isles,Suede,9000,9000,Livres,1,,,,,,
1287,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Eau de vie,Suede,1200,120,Barriques,55,-5400 erreur calcul,0,20,Barriques,120,-2400 droits non marqués
1288,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Indigo,Suede,41840,10460,Livres,4,,,,,,
1289,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Pruneaux,Suede,7070,202,Barriques,35,,,,,,
1290,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Rocou,Suede,2444,1880,Livres,"1,3",,,,,,
1291,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Sucre blanc,Suede,122700,306750,Livres,"0,4",pourcentage non marqué,,,,,
1292,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Sucre brut,Suede,99032,309475,Livres,"0,32",pourcentage non marqué,,,,,
1293,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Vin de haut,Suede,12750,85,Tonneaux,150,,0,"11,45",Tonneaux,85,"-973,25 droits non marqués"
1294,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Vin de ville,Suede,198720,1656,Tonneaux,120,,0,"20,3583333",Tonneaux,1656,"-33713,4 droits non marqués"
1295,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Vinaigre,Suede,1400,14,Tonneaux,100,,0,15,Tonneaux,14,-210 droits non marqués
1296,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Cacao,Espagne,34845,23230,Livres,"1,5",,,,,,
1297,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Bas de laine fins,Espagne,305,61,Paires,5,,,,,,
1298,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Bas de soye pour homme,Espagne,1800,120,Paires,15,,,,,,
1299,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Bled d'Espagne,Espagne,9000,3000,Boisseaux,3,,,,,,
1300,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Bonnets de coton,Espagne,140,95,Pièces,"2,5","-97,5 erreur calcul",,,,,
1301,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Camelot d'amiens,Espagne,60,10,Aunes,6,,,,,,
1302,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Camelot de poil,Espagne,64,4,Aunes,16,,,,,,
1303,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Cuir tanné,Espagne,3300,5500,Livres,"0,6",,,,,,
1304,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Drap d'abbeville,Espagne,330,15,Aunes,22,,,,,,
1305,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Drap de Carcassonne,Espagne,1050,105,Aunes,10,,,,,,
1306,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Drap d'Elboeuf,Espagne,3360,240,Aunes,14,,,,,,
1307,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Drap de montaigne,Espagne,500,200,Aunes,"2,5",,,,,,
1308,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Etamine de laine,Espagne,2475,1100,Aunes,"2,25",,,,,,
1309,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Etoffe laine de soye,Espagne,500,100,Aunes,5,,,,,,
1310,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Mouchoirs de cotton,Espagne,216,144,Livres,"1,5",,,,,,
1311,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Mouchoirs de fil,Espagne,24,12,Livres,2,,,,,,
1312,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Rocou,Espagne,"1021,8",786,Livres,"1,3",,,,,,
1313,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Soirie de lin,Espagne,280,140,Livres,2,,,,,,
1314,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Sucre blanc,Espagne,110560,276400,Livres,40,-10945440 pourcentage non marqué,,,,,
1315,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Tapisserie d'aubusson tenture,Espagne,600,1,Estimée,600,Estimation prix d'une tenture,,,,,
1316,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Toile commune,Espagne,370,296,Aunes,"1,25",,,,,,
1317,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Toile Cholet,Espagne,1125,750,Aunes,"1,5",,,,,,
1318,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Toile de Troye,Espagne,36,18,Aunes,2,unité de mesure non indiquée,,,,,
1319,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Vin de ville,Espagne,20625,"137,5",Tonneaux,150,,0,"20,3583333",Tonneaux,"137,5","-2799,27 droits non marqués"
1320,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Cacao,Italie,71340,47560,Livres,"1,5",,,,,,
1321,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Caffé des Isles,Italie,62425,62425,Livres,1,,,,,,
1322,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Indigo,Italie,703760,175940,Livres,4,,,,,,
1323,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,quinquina,Italie,23975,6850,Livres,"3,5",,,,,,
1324,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Rocou,Italie,"9690,2",7454,Livres,"1,3",,,,,,
1325,Loïc Charles,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Sucre blanc,Italie,1026730,2566825,Livres,"0,4",,,,,,
1326,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,3,Cacao,La Suisse et la Geneve,"472,5",315,Livres,"1,5",,,,,,
1327,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Caffé des Isles,La Suisse et la Geneve,970,970,Livres,1,,,,,,
1328,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Indigo,La Suisse et la Geneve,38740,9685,Livres,4,,,,,,
1329,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Rocou,La Suisse et la Geneve,4165,3205,Livres,"1,3","-1,5 erreur calcul",,,,,
1330,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Sucre blanc,La Suisse et la Geneve,17670,44175,Livres,40,-1749330 pourcentage non marqué,,,,,
1331,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Sucre rafiné,La Suisse et la Geneve,77700,77700,Livres,100,-7692300 pourcentage non marqué,,,,,
1332,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Acier,Isles francoises de l'amerique,1110,3700,Livres,"0,3",,,,,,
1333,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Alun,Isles francoises de l'amerique,325,1300,Livres,"0,25",,,,,,
1334,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Amendes cassées,Isles francoises de l'amerique,2560,6400,Livres,"0,4",,,,,,
1335,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Anchois,Isles francoises de l'amerique,850,850,Flacons,1,,,,,,
1336,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Articheaux confits,Isles francoises de l'amerique,275,55,Barrils,5,,,,,,
1337,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bas de Cotton,Isles francoises de l'amerique,840,168,Paires,5,,,,,,
1338,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bas de fil,Isles francoises de l'amerique,2880,1440,Paires,2,,,,,,
1339,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bas de laine,Isles francoises de l'amerique,2160,720,Paires,3,,,,,,
1340,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bas de soye,Isles francoises de l'amerique,17920,1792,Paires,10,,,,,,
1341,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bazin des Indes,Isles francoises de l'amerique,23322,507,Pièces,46,,,,,,
1342,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bazin des Indes,Isles francoises de l'amerique,480,120,Aunes,4,,,,,,
1343,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bœuf sallé,Isles francoises de l'amerique,490320,2451600,Livres,"0,2",,,,,,
1344,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Beure,Isles francoises de l'amerique,138360,345900,Livres,"0,4",,,,,,
1345,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bierre,Isles francoises de l'amerique,2320,29,Tonneaux,80,,,,,,
1346,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bijouterie,Isles francoises de l'amerique,1600,1,Valeur,1600,,,,,,
1347,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bougie de cire blanche,Isles francoises de l'amerique,23520,11200,Livres,"2,1",,,,,,
1348,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bonnets de cotton,Isles francoises de l'amerique,14840,14840,Pièces,1,,,,,,
1349,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bourre de bœuf,Isles francoises de l'amerique,480,4000,Livres,"0,12",,,,,,
1350,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,"Boutons de fil, or et argent",Isles francoises de l'amerique,1200,30,Garnitures,40,,,,,,
1351,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,"Boutons de fil, or et argent",Isles francoises de l'amerique,10125,135,Grosses,75,,,,,,
1352,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Bray sec,Isles francoises de l'amerique,20300,203000,Livres,"0,1",,,,,,
1353,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cabillau,Isles francoises de l'amerique,2200,55,Barrils,40,,,,,,
1354,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Canons de fer,Isles francoises de l'amerique,22350,149,Pièces,150,,,,,,
1355,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Capres,Isles francoises de l'amerique,"572,5",515,Flacons,"1,5",-200 erreur calcul,,,,,
1356,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cardines,Isles francoises de l'amerique,7200,14400,En nombre,"0,5",,,,,,
1357,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Carreaux de marbre,Isles francoises de l'amerique,300,300,Pièces,1,,,,,,
1358,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cervelats,Isles francoises de l'amerique,1900,1900,Livres,1,,,,,,
1359,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Champignons secs,Isles francoises de l'amerique,150,100,Livres,"1,5",,,,,,
1360,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Chandelles,Isles francoises de l'amerique,86050,172100,Livres,"0,5",,,,,,
1361,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Chapeaux castor,Isles francoises de l'amerique,"1156,25",927,En nombre,"0,75",461 erreur calcul,,,,,
1362,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Chapeaux de laine,Isles francoises de l'amerique,2232,372,En nombre,6,,,,,,
1363,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Charbon de terre,Isles francoises de l'amerique,600,3,Tonneaux,200,,,,,,
1364,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Chemises garnies,Isles francoises de l'amerique,18450,1476,En nombre,"12,5",,,,,,
1365,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Chocolat,Isles francoises de l'amerique,800,200,Livres,4,,,,,,
1366,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Clouds de fer,Isles francoises de l'amerique,27025,108100,Livres,"0,25",,,,,,
1367,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cochon sallé,Isles francoises de l'amerique,182040,606800,Livres,"0,3",,,,,,
1368,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Coffres de chirurgie,Isles francoises de l'amerique,55300,77,En nombre,0,55300 Estimation globale de 55300 livres pour 77 coffres,,,,,
1369,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cordage,Isles francoises de l'amerique,197694,732200,Livres,"0,27",,,,,,
1370,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cordilaterie,Isles francoises de l'amerique,52950,35300,Livres,"1,5",,,,,,
1371,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Coton filé fin,Isles francoises de l'amerique,900,300,Livres,3,,,,,,
1372,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Couteaux communs,Isles francoises de l'amerique,1200,4800,En nombre,"0,25",,,,,,
1373,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cuisses doye,Isles francoises de l'amerique,3440,5160,En nombre,"0,6666667",,,,,,
1374,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Cuivre ouvré,Isles francoises de l'amerique,1392,17400,Livres,"1,6",-26448,,,,,
1375,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Drap de Carcassonne,Isles francoises de l'amerique,10600,1060,Aunes,10,,,,,,
1376,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Drap de languedoc,Isles francoises de l'amerique,34000,3400,Aunes,10,,,,,,
1377,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Drap de Silésie,Isles francoises de l'amerique,1200,100,Aunes,12,,,,,,
1378,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Droguerie,Isles francoises de l'amerique,7200,4800,Livres,"1,5",,,,,,
1379,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Eau de vie,Isles francoises de l'amerique,76000,152000,Pots,"0,5",,,,,,
1380,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Etamine ouvré,Isles francoises de l'amerique,900,600,Livres,"1,5",,,,,,
1381,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Etoupe,Isles francoises de l'amerique,8780,87800,Livres,"0,1",,,,,,
1382,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Farine,Isles francoises de l'amerique,702840,7028400,Livres,"0,1",,,,,,
1383,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fayence,Isles francoises de l'amerique,180,500,Livres,"0,36",,,,,,
1384,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fer en barres,Isles francoises de l'amerique,1350,9000,Livres,"0,15",,,,,,
1385,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fer de fonte ouvré,Isles francoises de l'amerique,10716,89300,Livres,"0,12",,,,,,
1386,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fer ouvré,Isles francoises de l'amerique,9450,31500,Livres,"0,3",,,,,,
1387,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Feuillards,Isles francoises de l'amerique,64620,32310,Faix,2,,,,,,
1388,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Feuillards,Isles francoises de l'amerique,75,15000,En nombre,"0,005",,,,,,
1389,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Ficelle,Isles francoises de l'amerique,1200,1500,Livres,"0,8",,,,,,
1390,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fil de Rennes,Isles francoises de l'amerique,1600,800,Livres,2,doute sur nom du produit,,,,,
1391,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fil a senne,Isles francoises de l'amerique,19620,54500,Livres,"0,36","doute sur nom du produit, 36 livres le quintal",,,,,
1392,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Flanelle,Isles francoises de l'amerique,480,160,Aunes,3,,,,,,
1393,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,4,Fromage d'hollande,Isles francoises de l'amerique,32040,71200,Livres,"0,45",,,,,,
1394,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Fromage de gruyere,Isles francoises de l'amerique,1600,3200,Livres,"0,5",,,,,,
1395,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Fruits a l'eau de vie,Isles francoises de l'amerique,3150,63,Caisses,50,,,,,,
1396,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Fusils boucaniers,Isles francoises de l'amerique,4644,258,En nombre,18,unité de mesure non indiquée mais suppose qu'il s'agit de piéces,,,,,
1397,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Gans de peau,Isles francoises de l'amerique,2592,3456,Paires,"0,75",,,,,,
1398,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Graisse,Isles francoises de l'amerique,525,1500,Livres,"0,35",,,,,,
1399,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Guingans,Isles francoises de l'amerique,500,500,Aunes,1,,,,,,
1400,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Habillemens,Isles francoises de l'amerique,1100,1,Valeur,1100,,,,,,
1401,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Haches,Isles francoises de l'amerique,1200,1200,En nombre,1,,,,,,
1402,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Harans sors,Isles francoises de l'amerique,900,30,Barrils,30,,,,,,
1403,Pascal Fontaine,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1745,Exports,Bordeaux,5,Hoües,Isles francoises de l'amerique,1350,1350,En nombre,1,,,,,,
