marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
Canons et Boulets de Fer,Canons et Boulets de Fer,,,,,,,,,,,,,,,,
Caurie,Cauris,,,,,,,,,,,,,,,,
Chaudrieres de fer,Chaudières ; de fer,,,,,,,,,,,,,,,,
Chausse pieds,Chauffes ; pieds,,,,,,,,,,,,,,,,
Colle de Poisson,Colle ; de poisson,,,,,,,,,,,,,,,,
Coton Rouge,Coton ; rouge,,,,,,,,,,,,,,,,
Couperose blanche,Couperose ; blanche,,,,,,,,,,,,,,,,
Couteaux Flamands,Couteaux ; flamand,,,,,,,,,,,,,,,,
Cruchs de fer,Cruches ; de fer,,,,,,,,,,,,,,,,
Cruches de grez,Cruches ; de grès,,,,,,,,,,,,,,,,
Cuir en Bassins,Cuirs ; en bassins,,,,,,,,,,,,,,,,
Dorpins en Pierre,Dorpins ; en pierre,,,,,,,,,,,,,,,,
Draps de Lit,Drap ; de lit,,,,,,,,,,,,,,,,
Emire Rouge,Emery ; rouge,,,,,,,,,,,,,,,,
Esprit de Souffre,Esprit ; de soufre,,,,,,,,,,,,,,,,
Etaim ouvrée,Ouvrage ; d'étain,,,,,,,,,,,,,,,,
Etaim en bloc,Étain ; en bloc,,,,,,,,,,,,,,,,
Etocq,Etocs,,,,,,,,,,,,,,,,
Fer Blanc,Fer ; blanc,,,,,,,,,,,,,,,,
fer figuré,Fer ; figuré,,,,,,,,,,,,,,,,
fer en plaque,Fer ; en plaques,,,,,,,,,,,,,,,,
fer en taule,Fer ; en tôle,,,,,,,,,,,,,,,,
feuillard de fer,Feuillards ; de fer,,,,,,,,,,,,,,,,
ficelle,Ficelle,,,,,,,,,,,,,,,,
fil de Leton,Fil ; de laiton,,,,,,,,,,,,,,,,
fil a Retz,Fil ; à rez,,,,,,,,,,,,,,,,
fil a voille,Fil ; à voile,,,,,,,,,,,,,,,,
flacons vuides,Flacons ; vides,,,,,,,,,,,,,,,,
fleaux de fer,Fléaux ; de Fer,,,,,,,,,,,,,,,,
fleur de souffre,Fleur ; de soufre,,,,,,,,,,,,,,,,
fourneau de fer,Fourneaux ; de fer,,,,,,,,,,,,,,,,
Galon de Soye,Galon ; de soie,,,,,,,,,,,,,,,,
geroffle,Girofle,,,,,,,,,,,,,,,,
gomme arabique,Gomme ; arabique,,,,,,,,,,,,,,,,
graine de Choux,Graine ; de choux,,,,,,,,,,,,,,,,
grelots,grelots,,,,,,,,,,,,,,,,
guingas,Guinguan,,,,,,,,,,,,,,,,
harang sors,Harengs ; sors,,,,,,,,,,,,,,,,
huile d'anise,Huile ; d'anis,,,,,,,,,,,,,,,,
huile de Baleine,Huile ; de baleine,,,,,,,,,,,,,,,,
huille de Rabette,Huile ; de rabelle,,,,,,,,,,,,,,,,
huile de Nitriol,Huile ; de nitriol,,,,,,,,,,,,,,,,
Laine de Barbarie,Laine ; de barbarie,,,,,,,,,,,,,,,,
Limenéas,Limeneas,,,,,,,,,,,,,,,,
macis,macis,,,,,,,,,,,,,,,,
mercerie,mercerie,,,,,,,,,,,,,,,,
mercerie cru,Mercerie ; cru,,,,,,,,,,,,,,,,
merrain a barriques,Merrain ; à barriques,,,,,,,,,,,,,,,,
merrain a pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
mine de plomb,Mine ; de plomb,,,,,,,,,,,,,,,,
mortiers de fer,Mortiers ; de fer,,,,,,,,,,,,,,,,
mouchoirs de Bengale,Mouchoir ; de Bengal,,,,,,,,,,,,,,,,
mouchoirs des Indes,Mouchoir ; des Indes,,,,,,,,,,,,,,,,
mouchoirs mazulipatans,Mouchoir ; de masulipatan,,,,,,,,,,,,,,,,
Moulins a Caffé,Moulins ; à café,,,,,,,,,,,,,,,,
Nattes d'Embalage,Nattes ; d'embalage,,,,,,,,,,,,,,,,
Ocre Rouge,Ocre ; rouge,,,,,,,,,,,,,,,,
orpin,Orpin,,,,,,,,,,,,,,,,
papier Blanc,Papier ; blanc,,,,,,,,,,,,,,,,
papier a lettres,Papier ; à lettre,,,,,,,,,,,,,,,,
papier a plan,Papier ; à plans,,,,,,,,,,,,,,,,
papier a sucre,Papier ; à sucre,,,,,,,,,,,,,,,,
plumes a Ecrire,Plumes ; à écrire,,,,,,,,,,,,,,,,
poëles a feû,Poêles ; à feu,,,,,,,,,,,,,,,,
poids de fer,Poêles ; de fer,,,,,,,,,,,,,,,,
poix de Bourgogne,Poix ; de Bourgogne,,,,,,,,,,,,,,,,
poix Raisine,Poix ; résine,,,,,,,,,,,,,,,,
Poterie de grez,Poterie ; de grès,,,,,,,,,,,,,,,,
précipité,Précipité,,,,,,,,,,,,,,,,
quincaille de fer,Quincaille ; de fer,,,,,,,,,,,,,,,,
Racine de Jalops,Racines ; de Jalap,,,,,,,,,,,,,,,,
Rouge Brun,Brun ; rouge,,,,,,,,,,,,,,,,
Rouge grode,Rouge ; gros,,,,,,,,,,,,,,,,
Rouge en Pierres,Rouge ; en pierres,,,,,,,,,,,,,,,,
Rouge en poudre,Rouge ; en poudre,,,,,,,,,,,,,,,,
Rubans de Fil,Ruban ; de fil,,,,,,,,,,,,,,,,
Salemporis bleuf,Salemporis ; bleu,,,,,,,,,,,,,,,,
Savon noir,Savon ; noir,,,,,,,,,,,,,,,,
Santal Blanc,Santal ; blanc,,,,,,,,,,,,,,,,
Scier,Scies,,,,,,,,,,,,,,,,
Sel de Nike,Sel ; de Nike,,,,,,,,,,,,,,,,
Terre verte de Veronne,Terre ; de Vérone,,,,,,,,,,,,,,,,
Toille de Cotton blanche,Toile ; de coton ; blanche,,,,,,,,,,,,,,,,
Yeux d'Ecrevisse,Yeux ; d'écrevisse,,,,,,,,,,,,,,,,
Poëlles a frire,Poêles ; à frire,,,,,,,,,,,,,,,,
anspects,Anspects,,,,,,,,,,,,,,,,
azur commun,Azur ; commun,,,,,,,,,,,,,,,,
Bois ; de Construction,Bois ; de construction,,,,,,,,,,,,,,,,
Bordages de chésne,Bois ; bordages ; de chêne,,,,,,,,,,,,,,,,
Bourre de Boeuf,Bourre ; de bœuf,,,,,,,,,,,,,,,,
Cuivre en chandriers,Cuivre ; en chanvrier,,,,,,,,,,,,,,,,
Cuivre rouge en planches,Cuivre ; rouge en planches,,,,,,,,,,,,,,,,
Dame jeannes clissées,Dame-jeanne ; lissées,,,,,,,,,,,,,,,,
faulsc a faucher,Faux ; à faucher,,,,,,,,,,,,,,,,
fer blanc Simple,Fer ; blanc simple,,,,,,,,,,,,,,,,
fer noir,Fer ; noir,,,,,,,,,,,,,,,,
flacons de verre,Flacons de verre,,,,,,,,,,,,,,,,
futailles vieilles,Futailles ; vieilles,,,,,,,,,,,,,,,,
Laine peignée,Laine ; peignée,,,,,,,,,,,,,,,,
merrain a Pipe,Merrain ; à pipes,,,,,,,,,,,,,,,,
merrain a Quarts,Merrain ; à quarts,,,,,,,,,,,,,,,,
Pelletrie apretée,Pelleterie ; apprêtée,,,,,,,,,,,,,,,,
planches de chésne,Planches ; de chêne,,,,,,,,,,,,,,,,
planches de prusse,Planches ; de Prusse,,,,,,,,,,,,,,,,
poil de chevreau,Poil ; de chevreau,,,,,,,,,,,,,,,,
poivre gerofflé,Poivre ; girofle,,,,,,,,,,,,,,,,
Toille d'Embalage,Toile ; d'emballage,,,,,,,,,,,,,,,,
Manches de Gaffe,Manches ; de gaffe,,,,,,,,,,,,,,,,
Matre,Matre,,,,,,,,,,,,,,,,
merrain a quarts,Merrain ; à quarts,,,,,,,,,,,,,,,,
Plaques de fer batu,Plaques ; de fer battu,,,,,,,,,,,,,,,,
Barbe de Baleine,Barbes ; de baleine,,,,,,,,,,,,,,,,
Blanc de Baleine,Blanc ; de baleine,,,,,,,,,,,,,,,,
Bois ; a Bruler,Bois ; à brûler,,,,,,,,,,,,,,,,
Bois ; de Campesch,Bois ; de campêche,,,,,,,,,,,,,,,,
Bois ; Gayac,Bois ; de gaïac,,,,,,,,,,,,,,,,
Bois ; de Siraménéar,Bois ; de Siramonbas,,,,,,,,,,,,,,,,
Capilaire en herbe,Capilaire ; en herbe,,,,,,,,,,,,,,,,
Cuirs en Poil,Cuirs ; en poil,,,,,,,,,,,,,,,,
Cuirs Tanés,Cuirs ; tannés,,,,,,,,,,,,,,,,
Dents de Morphil,Dents ; de morphil,,,,,,,,,,,,,,,,
Ecaille se Tortüe,Ecaille ; de tortue,,,,,,,,,,,,,,,,
huile de Morüe,Huile ; de morue,,,,,,,,,,,,,,,,
Morue; Seche,Morue ; sèche,,,,,,,,,,,,,,,,
Morue; Verte,Morue ; verte,,,,,,,,,,,,,,,,
Peaux de Loup de Bois ;,Peaux ; de loup ; de bois,,,,,,,,,,,,,,,,
Peaux de Loup cervier,Peaux ; de loup ; cervier,,,,,,,,,,,,,,,,
Peaux de marroquin,Peaux ; de maroquin,,,,,,,,,,,,,,,,
Pelletrie du canada,Pelleterie ; du Canada,,,,,,,,,,,,,,,,
Pelletrie du canada a passée,Pelleterie ; du Canada ; apprêtée,,,,,,,,,,,,,,,,
Pelletrie en Parchemin,Pelletrie ; en Parchemin,,,,,,,,,,,,,,,,
Poids Verte,Poids ; verds,,,,,,,,,,,,,,,,
Sucre Téste,Sucre ; tête,,,,,,,,,,,,,,,,
Beuf Sallé,Bœuf ; salé,,,,,,,,,,,,,,,,
Bléd froment,Bled ; froment,,,,,,,,,,,,,,,,
Etain fin en bloc,Étain ; en bloc,,,,,,,,,,,,,,,,
farine,Farine,,,,,,,,,,,,,,,,
huille de poisson,Huile ; de poisson,,,,,,,,,,,,,,,,
Langues Sallée,Langues ; salées,,,,,,,,,,,,,,,,
matéreaux,Matériaux,,,,,,,,,,,,,,,,
Merrain foncaille,Merrain ; foncailles,,,,,,,,,,,,,,,,
merain à Pipe,Merrain ; à pipes,,,,,,,,,,,,,,,,
Pelles de Bois ;,Pelle ; de bois,,,,,,,,,,,,,,,,
Rogues de frocfiche,Rognons ; de stockfish,,,,,,,,,,,,,,,,
Ancre de fer,Ancres ; de fer,,,,,,,,,,,,,,,,
Fers en Barres,Fer ; en barres,,,,,,,,,,,,,,,,
Feuillards de Bois ;,Feuillards ; en bois,,,,,,,,,,,,,,,,
planchenier,Planchenier,,,,,,,,,,,,,,,,
Pierres de meule,Pierre ; à meule,,,,,,,,,,,,,,,,
aiguilles à voile,Aiguilles ; à voile,,,,,,,,,,,,,,,,
azur,Azur,,,,,,,,,,,,,,,,
Beaume du perou,Beaume du Pérou,,,,,,,,,,,,,,,,
Bleu ou tournesol,Bleu ou tournesol,,,,,,,,,,,,,,,,
Bois ; de campêche en buche,Bois ; de campêche ; en bûches,,,,,,,,,,,,,,,,
Bois ; de campêche moulu,Bois ; de campêche ; moulu,,,,,,,,,,,,,,,,
Bois ; fuste moulu,Bois ; de fustel ; moulu,,,,,,,,,,,,,,,,
Bois ; dinde rapé,Bois ; d'Inde ; rapé,,,,,,,,,,,,,,,,
Bois ; de Sandal moulu,Bois ; de santal ; moulu,,,,,,,,,,,,,,,,
Cannettes de gréz,Cannettes ; de grès,,,,,,,,,,,,,,,,
Cannevettes de gréz,Cannettes ; de grès,,,,,,,,,,,,,,,,
Cartes marine,Cartes ; marines,,,,,,,,,,,,,,,,
Cendre Potasse,Cendre ; potasse,,,,,,,,,,,,,,,,
Colle Commune,Colle ; commune,,,,,,,,,,,,,,,,
Cocoa,Coco,,,,,,,,,,,,,,,,
Couteaux frament,Couteaux ; flamand,,,,,,,,,,,,,,,,
Couty d'hollande,Coutil ; de Hollande,,,,,,,,,,,,,,,,
Cuivre en Bassin,Cuivre ; en bassins,,,,,,,,,,,,,,,,
Cuivre en Rozette,Cuivre ; en rosette,,,,,,,,,,,,,,,,
Déz a coudre,Dés ; à coudre,,,,,,,,,,,,,,,,
Ducdales de gréz,Duc-d'Albe ; de grés,,,,,,,,,,,,,,,,
épicerie,Épicerie,,,,,,,,,,,,,,,,
éponge,Éponges,,,,,,,,,,,,,,,,
épousterie,Épousterie,,,,,,,,,,,,,,,,
esprit de vitriol,Esprit ; de vitriol,,,,,,,,,,,,,,,,
fer coulé figuré,Fer ; coulé,,,,,,,,,,,,,,,,
fer en plaques,Fer ; en plaques,,,,,,,,,,,,,,,,
fer en taules,Fer ; en tôle,,,,,,,,,,,,,,,,
fil a coudre,Fil ; à coudre,,,,,,,,,,,,,,,,
fil de leton,Fil ; de laiton,,,,,,,,,,,,,,,,
fontaine de fer blanc,Fontaines de fer blanc,,,,,,,,,,,,,,,,
fusil,Fusils,,,,,,,,,,,,,,,,
Gallons de Soye,Galon ; de soie,,,,,,,,,,,,,,,,
gérofle,Girofle,,,,,,,,,,,,,,,,
gome arabique,Gomme ; arabique,,,,,,,,,,,,,,,,
grabot demine,Grabeau ; de mine,,,,,,,,,,,,,,,,
graine de choux,Graine ; de choux,,,,,,,,,,,,,,,,
graine de jardin,Graine ; de jardin,,,,,,,,,,,,,,,,
grelot de cuivre,Grelots ; de cuivre,,,,,,,,,,,,,,,,
huile de lin,Huile ; de lin,,,,,,,,,,,,,,,,
huile de Poisson,Huile ; de poisson,,,,,,,,,,,,,,,,
Jamboun,Jambon,,,,,,,,,,,,,,,,
Laine Commune,Laine ; commune,,,,,,,,,,,,,,,,
Laveplace,Lave-place,,,,,,,,,,,,,,,,
mérain a Pipe,Merrain ; à pipes,,,,,,,,,,,,,,,,
mesat de clocher,Mesat de clocher,,,,,,,,,,,,,,,,
mimuin,Minium,,,,,,,,,,,,,,,,
moulin à caffé,Moulins ; à café,,,,,,,,,,,,,,,,
muscades,Muscade,,,,,,,,,,,,,,,,
moques de gréz,Moques de gréz,,,,,,,,,,,,,,,,
Nattes de paille,Nattes ; de paille,,,,,,,,,,,,,,,,
ocre Jaune,Ocre ; jaune,,,,,,,,,,,,,,,,
ocre Rouge,Ocre ; rouge,,,,,,,,,,,,,,,,
oignons d'hyacrite,Oignon ; d'hyacrite,,,,,,,,,,,,,,,,
orge mondé,Orge ; mondée,,,,,,,,,,,,,,,,
orpint,Orpin,,,,,,,,,,,,,,,,
Peaux de Chien de mer,Peaux ; de chien ; de mer,,,,,,,,,,,,,,,,
Peaux de Signes,Peaux ; de Signes,,,,,,,,,,,,,,,,
Pinceaux a gaudronier,Pinceaux ; à goudron,,,,,,,,,,,,,,,,
Pevine,Pevine,,,,,,,,,,,,,,,,
Pettries aprêtées,Pelleterie ; apprêtée,,,,,,,,,,,,,,,,
pierres bleues,Pierre ; bleue,,,,,,,,,,,,,,,,
pierre sonce,Pierre ; ponce,,,,,,,,,,,,,,,,
pipes à fumer,Pipes ; à fumer,,,,,,,,,,,,,,,,
planches de Sapin,Planches ; de sapin,,,,,,,,,,,,,,,,
Poix de bourgogne,Poix ; de Bourgogne,,,,,,,,,,,,,,,,
Pots de gréz,Pots ; de grès,,,,,,,,,,,,,,,,
Raisne de Jalap,Résine ; de Jalap,,,,,,,,,,,,,,,,
Rognes de Morue;,Rognes ; de morue,,,,,,,,,,,,,,,,
Solsepareille,Salsepareille,,,,,,,,,,,,,,,,
Sang de Dragon,Sang ; de dragon,,,,,,,,,,,,,,,,
sandal,Sandales,,,,,,,,,,,,,,,,
scies à moulu,Scies ; à moulu,,,,,,,,,,,,,,,,
selpêtre,Salpêtre,,,,,,,,,,,,,,,,
Terre d'ombre,Terre ; d'ombre,,,,,,,,,,,,,,,,
Verd de grer,Vert de gris,,,,,,,,,,,,,,,,
azure,Azur,,,,,,,,,,,,,,,,
Bois ; de gabarie,Bois ; de gabarie,,,,,,,,,,,,,,,,
cuirs vieux,Cuirs ; vieux,,,,,,,,,,,,,,,,
dames jeanne Clissées,Dame-jeanne ; lissées,,,,,,,,,,,,,,,,
Espars double,Éparts ; doubles,,,,,,,,,,,,,,,,
Fer noir Simple,Fer ; noir ; simple,,,,,,,,,,,,,,,,
fer en Taule,Fer ; en tôle,,,,,,,,,,,,,,,,
fil de léton,Fil ; de laiton,,,,,,,,,,,,,,,,
fléches marine,Flèches ; marines,,,,,,,,,,,,,,,,
fatailles vuider,Fatailles vidées,,,,,,,,,,,,,,,,
laine d'autriche,Laine ; d'autriche,,,,,,,,,,,,,,,,
livres,Livres,,,,,,,,,,,,,,,,
manches de gaffe,Manches ; de gaffe,,,,,,,,,,,,,,,,
mats,Mâts,,,,,,,,,,,,,,,,
Meraina barique,Merrain ; à barriques,,,,,,,,,,,,,,,,
merain foncaille,Merrain ; foncailles,,,,,,,,,,,,,,,,
merain a pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
merrain a tierson,Merrain ; à tierçons,,,,,,,,,,,,,,,,
Nates,Nattes,,,,,,,,,,,,,,,,
Lanis à cachetor,Lanis ; à cacheter,,,,,,,,,,,,,,,,
Planches de prusse,Planches ; de Prusse,,,,,,,,,,,,,,,,
Préccintes,Preceintes,,,,,,,,,,,,,,,,
Racine de persil,Racines ; de persil,,,,,,,,,,,,,,,,
Ruban or charger,Ruban ; d'or,,,,,,,,,,,,,,,,
Anpects,Anspects,,,,,,,,,,,,,,,,
Buits de Sapin,Bois ; de sapin,,,,,,,,,,,,,,,,
Carreaux de pierre noire,Carreaux ; de pierres noires,,,,,,,,,,,,,,,,
Cloux de fer Gouds,Clous ; de fer,,,,,,,,,,,,,,,,
mérain a bariques,Merrain ; à barriques,,,,,,,,,,,,,,,,
mérain foncaille,Merrain ; foncailles,,,,,,,,,,,,,,,,
Bois ; de Couteliers,Bois ; de couteliers,,,,,,,,,,,,,,,,
Capalme,Capalme,,,,,,,,,,,,,,,,
Citrons conflits,Citrons ; confits,,,,,,,,,,,,,,,,
Dents de morphil,Dents ; de morphil,,,,,,,,,,,,,,,,
Gomme de gayac,Gomme ; de Gaïac,,,,,,,,,,,,,,,,
herbes capilaire,Herbe ; capilaire,,,,,,,,,,,,,,,,
huile de poisson,Huile ; de poisson,,,,,,,,,,,,,,,,
Mérain,Merrain,,,,,,,,,,,,,,,,
Morue; séche,Morue ; sèche,,,,,,,,,,,,,,,,
Morue; verte,Morue ; verte,,,,,,,,,,,,,,,,
paille d'herbe,Paille ; d'herbe,,,,,,,,,,,,,,,,
peaux de castor gras,Peaux ; de castor ; gras,,,,,,,,,,,,,,,,
Peaux de chevreuil passées,Peaux ; de chevreuil ; passées,,,,,,,,,,,,,,,,
Peaux de Loutre,Peaux ; de loutre,,,,,,,,,,,,,,,,
"Peaux d'ours,l'ourson",Peaux ; d'ours et d'oursons,,,,,,,,,,,,,,,,
Peaux de Vison,Peaux ; de vison,,,,,,,,,,,,,,,,
sirop capilaire,Sirop ; de capillaire,,,,,,,,,,,,,,,,
sucre Blanc,Sucre ; blanc,,,,,,,,,,,,,,,,
sucre brut,Sucre ; brut,,,,,,,,,,,,,,,,
sucre Terré,Sucre ; terré ,,,,,,,,,,,,,,,,
sucre Teste,Sucre ; tête,,,,,,,,,,,,,,,,
tabac,Tabac,,,,,,,,,,,,,,,,
taffia,Tafia,,,,,,,,,,,,,,,,
Beurre Sallé,Beurre ; salé,,,,,,,,,,,,,,,,
Bled Seigle,Bled ; Seigle,,,,,,,,,,,,,,,,
Cabaret,Cabarets,,,,,,,,,,,,,,,,
Cuird fr beuf tannés,Cuirs ; de bœuf ; tannés,,,,,,,,,,,,,,,,
Etain en saumon,Étain ; en saumon,,,,,,,,,,,,,,,,
Laine d'autriche,Laine ; d'autriche,,,,,,,,,,,,,,,,
Langues de beuf sallées,Langues ; de bœuf ; salées,,,,,,,,,,,,,,,,
Papier Gauffré,Papier ; gaufré,,,,,,,,,,,,,,,,
Sacs Vieux,Sacs ; vieux,,,,,,,,,,,,,,,,
savon,savon,,,,,,,,,,,,,,,,
serrures de cuivre,Serrures ; de cuivre,,,,,,,,,,,,,,,,
suif,Suif ,,,,,,,,,,,,,,,,
verre à boire,Verre ; à boire,,,,,,,,,,,,,,,,
cloux de fer,Clous ; de fer,,,,,,,,,,,,,,,,
cordages de chanvre,Cordage ; de chanvre,,,,,,,,,,,,,,,,
demoisselles de sapin,Demoiselles ; de sapin,,,,,,,,,,,,,,,,
douelles à barriques,Douelles ; à barriques,,,,,,,,,,,,,,,,
douelles à pipes,Douelles ; à pipes,,,,,,,,,,,,,,,,
Meulles à taillandiers,Meules ; à taillandiers,,,,,,,,,,,,,,,,
Baillarge,Bailliarge,,,,,,,,,,,,,,,,
bâtons à Lave place,Batons ; à lave-place,,,,,,,,,,,,,,,,
Bois ; de caillatour,Bois ; de caliatour,,,,,,,,,,,,,,,,
Bois ; de caillatour moulu,Bois ; de caliatour,,,,,,,,,,,,,,,,
Bois ; de campesche en buches,Bois ; de campêche ; en bûches,,,,,,,,,,,,,,,,
Bois ; de campesche Rappé,Bois ; de campêche ; râpé,,,,,,,,,,,,,,,,
Bois ; à teindre moulu,Bois ; à teindre ; moulu,,,,,,,,,,,,,,,,
Boure de bœuf,Bourre ; de bœuf,,,,,,,,,,,,,,,,
Cartes marines,Cartes ; marines,,,,,,,,,,,,,,,,
chasselat,Chasselas,,,,,,,,,,,,,,,,
chause pied,Chauffes ; pieds,,,,,,,,,,,,,,,,
cinabre Broyé,Cinabre ; broyé,,,,,,,,,,,,,,,,
coque Levant,Coque ; Levant,,,,,,,,,,,,,,,,
couteaux flaments,Couteaux ; flamand,,,,,,,,,,,,,,,,
coutil,Coutil,,,,,,,,,,,,,,,,
crayon d'alinagne,Crayons ; d'Allemagne,,,,,,,,,,,,,,,,
creuzets,Creusets,,,,,,,,,,,,,,,,
criks de fer,Cricks ; de fer,,,,,,,,,,,,,,,,
Cuivre en feuilles,Cuivre ; en feuilles,,,,,,,,,,,,,,,,
Duc dalles de terre,Duc-d'Albe ; de terre,,,,,,,,,,,,,,,,
Epoustaries,Épousterie,,,,,,,,,,,,,,,,
Etain en Bloc,Étain ; en bloc,,,,,,,,,,,,,,,,
fer blanc,Fer ; blanc,,,,,,,,,,,,,,,,
fer blanc double,Fer ; blanc double,,,,,,,,,,,,,,,,
fer en cercle,Fer ; en cercles,,,,,,,,,,,,,,,,
fer coulé,Fer ; coulé,,,,,,,,,,,,,,,,
fer en feuillards,Fer ; en feuillards,,,,,,,,,,,,,,,,
fer de fonte,Fer ; de fonte,,,,,,,,,,,,,,,,
fervements,Ferrement,,,,,,,,,,,,,,,,
fil de Rez,Fil ; à rez,,,,,,,,,,,,,,,,
fil à voile,Fil ; à voile,,,,,,,,,,,,,,,,
Gallons de fil,Galon ; de fil,,,,,,,,,,,,,,,,
garance,Garance,,,,,,,,,,,,,,,,
géroffle,Girofle,,,,,,,,,,,,,,,,
graine de Jardin,Graine ; de jardin,,,,,,,,,,,,,,,,
guinée bleu,Guinée ; bleu,,,,,,,,,,,,,,,,
harans sorts,Harengs ; sors,,,,,,,,,,,,,,,,
huille de Rabotte,Huile ; de rabelle,,,,,,,,,,,,,,,,
Janbon,Jambon,,,,,,,,,,,,,,,,
Inde plate,Indes ; plates,,,,,,,,,,,,,,,,
Jons pour canne,Jonc ; à faire des cannes,,,,,,,,,,,,,,,,
Jouets d’Enfants,Jouet,,,,,,,,,,,,,,,,
Linge Vieux,Linge ; vieux,,,,,,,,,,,,,,,,
Mêche,Mèches,,,,,,,,,,,,,,,,
miny,Mini,,,,,,,,,,,,,,,,
mouchoirs de pontichéry,Mouchoir ; de Pondichéry,,,,,,,,,,,,,,,,
moulins a caffé,Moulins ; à café,,,,,,,,,,,,,,,,
nattes,Nattes,,,,,,,,,,,,,,,,
neganepeau,Neganepeau,,,,,,,,,,,,,,,,
nicaneas,Nicanéas,,,,,,,,,,,,,,,,
oignons de fleur,Oignon ; de fleurs,,,,,,,,,,,,,,,,
orge,Orge,,,,,,,,,,,,,,,,
orge mondée,Orge ; mondée,,,,,,,,,,,,,,,,
outils de frecatage,Outils ; de frecatage,,,,,,,,,,,,,,,,
Pienture,Peinture,,,,,,,,,,,,,,,,
Ploc,Ploc,,,,,,,,,,,,,,,,
Poesles de fer,Poêles ; de fer,,,,,,,,,,,,,,,,
Potterie de gréz,Poterie ; de grès,,,,,,,,,,,,,,,,
quart de nonantte a prendre hauteur,Quarts ; de nonante,,,,,,,,,,,,,,,,
Raisine de jalop,Résine ; de Jalap,,,,,,,,,,,,,,,,
Redon,Redon,,,,,,,,,,,,,,,,
Rouge d'angleterre,Rouge ; d'Angleterre,,,,,,,,,,,,,,,,
Sel armoniac,Sel ; armoniac,,,,,,,,,,,,,,,,
Sel d'Ipsun,Sel ; d'ypossum,,,,,,,,,,,,,,,,
Solivaux de Sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,
tocfiche,Stockfish,,,,,,,,,,,,,,,,
sublimé,Sublimé,,,,,,,,,,,,,,,,
Tabac à fumer,Tabac ; à fumer,,,,,,,,,,,,,,,,
Terre de Verrone,Terre ; de Vérone,,,,,,,,,,,,,,,,
thepieres d'Etain,Théières ; d'étain,,,,,,,,,,,,,,,,
Vermilon,Vermillon,,,,,,,,,,,,,,,,
Bois ; tors,Bois ; tord,,,,,,,,,,,,,,,,
bray gras,Bray ; gras,,,,,,,,,,,,,,,,
Cable de navire,Câbles ; de Navire,,,,,,,,,,,,,,,,
Caves avec leur flacon,Caves ; avec flacons,,,,,,,,,,,,,,,,
Clavessin vieux,Clavecin ; vieux,,,,,,,,,,,,,,,,
Douelles a barriques,Douelles ; à barriques,,,,,,,,,,,,,,,,
Douelles a fonde,Douelles ; à fonds,,,,,,,,,,,,,,,,
Douelles a pipes,Douelles ; à pipes,,,,,,,,,,,,,,,,
Etain en Saumon,Étain ; en saumon,,,,,,,,,,,,,,,,
faulse à faucher,Faux ; à faucher,,,,,,,,,,,,,,,,
fer Blanc,Fer ; blanc,,,,,,,,,,,,,,,,
futailles vides,Futailles ; vides,,,,,,,,,,,,,,,,
Peaux de Lapin,Peaux ; de lapin,,,,,,,,,,,,,,,,
Verres à boires,Verre ; à boire,,,,,,,,,,,,,,,,
Espars simples,Éparts ; simple,,,,,,,,,,,,,,,,
Espars doubles,Éparts ; doubles,,,,,,,,,,,,,,,,
Manches de gaffer,Manches ; de gaffe,,,,,,,,,,,,,,,,
Bois ; de campéche,Bois ; de campêche,,,,,,,,,,,,,,,,
Bois ; de Siramonbar,Bois ; de Siramonbas,,,,,,,,,,,,,,,,
Ecaille de torture,Ecaille ; de tortue,,,,,,,,,,,,,,,,
Morue; Séche,Morue ; sèche,,,,,,,,,,,,,,,,
peaux de cerf,Peaux ; de cerf,,,,,,,,,,,,,,,,
peaux de castor sec,Peaux ; de castor ; sec,,,,,,,,,,,,,,,,
peaux de Loup de Bois ;,Peaux ; de loup ; de bois,,,,,,,,,,,,,,,,
Pelletries Commune,Pelleterie ; commune,,,,,,,,,,,,,,,,
Sucre Teste,Sucre ; tête,,,,,,,,,,,,,,,,
Bled baillarge,Bled ; baillarge,,,,,,,,,,,,,,,,
Cornes de beuf,Cornes ; de bœuf,,,,,,,,,,,,,,,,
harans sors,Harengs ; sors,,,,,,,,,,,,,,,,
Barres de guindeau,Barres ; de guindeau,,,,,,,,,,,,,,,,
Bois ; mairin a Barrique,Merrain ; à barriques,,,,,,,,,,,,,,,,
Rogues de Stocfiche,Rognons ; de stockfish,,,,,,,,,,,,,,,,
Meulles bâtardes,Meules ; bâtardes,,,,,,,,,,,,,,,,
Ballais de Soye,Balais ; de soie,,,,,,,,,,,,,,,,
Balance à la romaine,Balance ; à la romaine,,,,,,,,,,,,,,,,
Baleine de Sarde,Baleine ; de sardes,,,,,,,,,,,,,,,,
Betiller,Betilles,,,,,,,,,,,,,,,,
Blanc d'espagne,Blanc ; d'Espagne,,,,,,,,,,,,,,,,
