marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
///Industrie Générale///Ouvrages de modes et fleurs artificielles	Ouvrages ; de modes ; En fleurs artificielles	Ouvrage ; de mode ; fleurs artificielles						0	0	1	0					1	1155	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Empire d'Autriche		21400		116700			
///Industrie générale///Ouvrages de modes et fleurs artificielles	Ouvrages ; de modes ; En fleurs artificielles	Ouvrage ; de mode ; fleurs artificielles						0	0	1	0					1	814	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Colonies francaises en Asie,Afrique en Amérique		557300				557300	
///Industrie générale///Ouvrages de terre cuite	Ouvrages ; de terre ; cuite	Ouvrage ; de terre cuite						0	0	1	0					1	613	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		République de Venise		24600				4067000	
///Industrie générale///Ouvrages divers	Ouvrages ; Divers	Ouvrage ; divers						0	0	1	0					1	768	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Royaume d'Espagne		262300				262300	
///Industrie Générale///Ouvrages divers en bois et futailles vuides	Ouvrages ; Divers ; en bois et futailles vides	Ouvrage ; divers ; en bois et futailles vides						0	0	1	0					1	887	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Colonies francaises en Amérique,Asie et afrique		662000				662000	
///Industrie Générale///Ouvrages en terre cuite	Ouvrages ; de terre ; cuite	Ouvrage ; de terre cuite						0	0	1	0					1	573	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Hollande		156700				193700	
///Industrie générale///Papier pour tenture	Papier ; à tenture	Papier ; à tenture						0	0	1	0					1	824	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		République de suisse		7700				997200	
///Industrie Générale///Papiers à écrire	Papier ; à écrire	Papier ; à écrire						0	0	1	0					1	591	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Hollande		37700				1543300	
///Industrie générale///Papiers à écrire	Papier ; à écrire	Papier ; à écrire						0	0	1	0					1	819	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Angleterre		80500				445400	
///Industrie Générale///Papiers pour tenture	Papier ; à tenture	Papier ; à tenture						0	0	1	0					1	842	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Royaume de sardaigne		21400				70700	
///Industrie générale///Papiers pour tenture	Papier ; à tenture	Papier ; à tenture						0	0	1	0					1	579	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Empire d'Autriche		35400				630000	
///Industrie Générale///Parasols	Parasols	Parasols						0	0	1	0					1	771	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Milanes et toscane		327800				389200	
///Industrie Générale///Parfumerie	Parfumerie	Parfumerie						0	0	1	0					1	556	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Angleterre		868700				2198500	
///Industrie générale///Parfumerie	Parfumerie	Parfumerie						0	0	1	0					1	881	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Hollande		11700				105500	
///Industrie Générale///Passementerie	Passementerie	Passementerie						0	0	1	0					1	788	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Villes anséatiques		16900				354100	
///Industrie générale///Passementerie	Passementerie	Passementerie						0	0	1	0					1	559	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Royaume d'Espagne		199900				1699800	
///Industrie Générale///Peaux et pelleteries	Peaux et pelleteries	Peaux et pelleteries						0	0	1	0					1	737	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Etats-Unis d'Amérique		40600				2149900	
///Industrie générale///Peaux et pelleteries	Peaux et pelleteries	Peaux et pelleteries						0	0	1	0					1	861	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Royaume de sardaigne		37200				61300	
///Industrie Générale///Porcelaine	Porcelaine	Porcelaine						0	0	1	0					1	587	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Royaume de Sardaigne		30900				226200	
///Industrie générale///Porcelaine	Porcelaine	Porcelaine						0	0	1	0					1	866	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Empire d'Autriche		6800				340600	
///Industrie Générale///Poudre à tirer	Poudre ; à tirer	Poudre ; à tirer						0	0	1	0					1	878	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Angleterre		1.2e+06				1510200	
///Industrie générale///Poudre à tirer	Poudre ; à tirer	Poudre ; à tirer						0	0	1	0					1	540	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Empire d'Autriche		280300				3173800	
///Industrie Générale///Quincaillerie	Quincaillerie	Quincaillerie						0	0	1	0					1	755	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		République de suisse		102100				3952100	
///Industrie générale///Quincaillerie	Quincaillerie	Quincaillerie						0	0	1	0					1	765	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Hollande		14400				20900	
///Industrie Générale///Savons	Savon	Savon						0	0	1	0					1	597	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Angleterre		624300				624300	
///Industrie générale///Savons	Savon	Savon						0	0	1	0					1	975	Fatima Zahra	AN F12 251	Résumé	1788	Exports			7		Colonies francaises en Asie,Afrique en Amérique		619000				619000	
///Industrie Générale///Tableaux et Estampes	Tableaux et estampes	Tableaux et estampes						0	0	1	0					1	974	Fatima Zahra	AN F12 251	Résumé	1788	Exports			7		Angleterre		19200				484700	
///Industrie générale///Tableaux et estampes	Tableaux et estampes	Tableaux et estampes						0	0	1	0					1	1499	Fatima Zahra	AN F12 251	Résumé	1787	Exports			14		Empire ottoman et barbarie		4.8e+06		5177100			
///Industrie Générale///Verrerie	Verrerie	Verrerie						0	0	1	0					1	1490	Fatima Zahra	AN F12 251	Résumé	1787	Exports			14		Empire ottoman et barbarie		1100		553900			
///Industrie générale///Verrerie	Verrerie	Verrerie						0	0	1	0					1	666	Fatima Zahra	AN F12 251	Résumé	1788	Imports			13		Royaume d'Espagne		51700				108900	
///Matière d'Or et d'argent///Monnaies au type étranger	Monnaies ; étrangères	Monnaie ; étrangère						0	0	1	0					1	991	Fatima Zahra	AN F12 251	Résumé	1787	Imports			6		Royaume d'Espagne		41100				113500	
///Matière d'Or et d'argent///Orfévrerie	Orfèvrerie	Orfèvrerie						0	0	1	0					1	986	Fatima Zahra	AN F12 251	Résumé	1787	Imports			7		Empire d'Autriche		2.0e+06				80739600	
///Matières d'Or et d'argent///Argenterie et orfévrerie	Argenterie et orfèvrerie	Argenterie et orfèvrerie						0	0	1	0					1	662	Fatima Zahra	AN F12 251	Résumé	1788	Imports			13		Royaume d'Espagne		4.8e+06				60596200	
///Matières d'Or et d'argent///Argenteries et orfévrerie	Argenterie et orfèvrerie	Argenterie et orfèvrerie						0	0	1	0					1	710	Fatima Zahra	AN F12 251	Résumé	1789	Imports			6		République de Suisse		9000				59951000	
///Matieres d'Or et d'argent///Monnaies au type étranger	Monnaies ; étrangères	Monnaie ; or et argent						0	0	1	0					1	1050	Fatima Zahra	AN F12 251	Résumé	1789	Exports			13		Royaume d'Espagne		94000				1240000	
///Matières d'Or et d'argent///Monnaies étrangères , ou lingots	Monnaies ; étrangères ou lingots	Monnaie ; or et argent ; et lingot						0	0	1	0					1	417	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		République de Genes		45400				125100	
///Matières d'or et d'argent///Monnaies étrangères et lingots	Monnaies ; étrangères ou lingots	Monnaie ; or et argent ; et lingot						0	0	1	0					1	486	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		?							
///Matières d'Or et d'argent///Monnaies étrangères ou lingots	Monnaies ; étrangères ou lingots	Monnaie ; or et argent ; et lingot						0	0	1	0					1	728	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Angleterre		12000		564500			
///Matieres d'Or et d'argent///Orfévrerie	Orfèvrerie	Orfèvrerie						0	0	1	0					1	689	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		Hollande		1400		1523300			
///Matières d'or et d'argent///Orfévrerie	Orfèvrerie	Orfèvrerie						0	0	1	0					1	450	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Milanie Toscane		87000				5770000	
///Métaux///Argent vif	Argent ; vif	Argent ; vif						0	0	1	0					1	576	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Hollande		322100				7402800	
///Métaux///Articles réunis	Métaux ; Articles ; réunis	Métaux ; divers						0	0	1	0					1	423	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Empire ottoman et barbarie		1.3e+06				9584100	
///Métaux///Autres métaux	Métaux ; autres	Métaux ; divers						0	0	1	0					1	458	Fatima Zahra	AN F12 251	Résumé	1789	Imports			5		Angleterre		667000				744000	
///Métaux///Cuivre	Cuivre	Cuivre						0	0	1	0					1	475	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Hollande		14000				731000	
///Métaux///Cuivre, bronze et Laiton	Cuivre, bronze et laiton	Cuivre, bronze et laiton						0	0	1	0					1	613	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Hollande		97200				923500	
///Métaux///Cuivre, bronze et laiton	Cuivre, bronze et laiton	Cuivre, bronze et laiton						0	0	1	0					1	701	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		Royaume d'Espagne		403000		4667600			
///Métaux///Cuivre,bronze et laiton	Cuivre, bronze et laiton	Cuivre, bronze et laiton						0	0	1	0					1	441	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Hollande		64200				960000	
///Métaux///Etain	Etain	Étoffe						0	0	1	0					1	605	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Royaume de Suede		4.3e+06				8667400	
///Métaux///Fer blanc	Fer ; blanc	Fer ; blanc						0	0	1	0					1	521	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		Empire ottoman et barbarie		156000				506000	
///Métaux///Fer-blanc	Fer ; blanc	Fer ; blanc						0	0	1	0					1	444	Fatima Zahra	AN F12 251	Résumé	1788	Imports			11		Hollande		212600				2361300	
///Métaux///Fers	Fer	Fer						0	0	1	0					1	760	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		Colonies françaises		793000				793000	
///Métaux///Fers blanc	Fer ; blanc	Fer ; blanc						0	0	1	0					1	517	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Colonies francaises en Asie,Afrique en Amérique		5300				84600	
///Métaux///Fers et aciers	Fer et acier	Fer et acier						0	0	1	0					1	712	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		République de suisse		78700				1809500	
///Métaux///Plomb	Plomb	Plomb						0	0	1	0					1	511	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Royaume de Sardaigne		152700				1301100	
///Métaux///plomb	Plomb	Plomb						0	0	1	0					1	544	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Milanie Toscane		8000				1137000	
///Objets manufacturés///Armes	Armes	Arme						0	0	1	0					1	746	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		Royaume d'Espagne		1.2e+06		4224700			
///Objets manufacturés///Articles réunis	Armes ; réunies	Arme						0	0	1	0					1	532	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		Empire ottoman et barbarie		529000				1684000	
///Objets manufacturés///Bonneterie en fil , coton et laine	Bonneterie ; de fil, coton et laine	Bonneterie ; de fil, coton et laine						0	0	1	0					1	542	Fatima Zahra	AN F12 251	Résumé	1788	Exports			4		Milanes et toscane		12300				3179600	
///Objets manufacturés///Bonneterie en fil, coton et laine	Bonneterie ; de fil, coton et laine	Bonneterie ; de fil, coton et laine						0	0	1	0					1	782	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		Hollande		7500		3966600			
///Objets manufacturés///Bonneterie ordinaire en coton et laine	Bonneterie ; de fil, coton et laine	Bonneterie ; de fil, coton et laine						0	0	1	0					1	540	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		République de Suisse		923000				1137000	
///Objets manufacturés///Bonneteries de soie	Bonneterie ; de soie	Bonneterie ; de soie						0	0	1	0					1	583	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		Royaume de Naples		909000				17363000	
///Objets manufacturés///Bonneteries diverses	Bonneterie ; diverse	Bonneterie						0	0	1	0					1	893	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Royaume de sardaigne		71600		539300			
///Objets manufacturés///Chapellerie	Chapellerie	Chapellerie						0	0	1	0					1	912	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Colonies francaises en Amérique,Asie et afrique		274400		2310400			
///Objets manufacturés///chapellerie	Chapellerie	Chapellerie						0	0	1	0					1	843	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Royaume de Portugal		1200		152400			
///Objets manufacturés///Dentelles	Dentelle	dentelle						0	0	1	0					1	597	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		République de Genes		48600				6950500	
///Objets manufacturés///Dentelles de fil	Dentelle ; de fil et soie	dentelle ; de fil et soie						0	0	1	0					1	619	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		Empire de Russie		10000				8346000	
///Objets manufacturés///Draperies	Draperie	Draperie						0	0	1	0					1	622	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Colonies francaises en Asie,Afrique en Amérique		1.3e+06				15140900	
///Objets manufacturés///Etoffe mélangées de ces matieres	Étoffe ; mélangées de ces matières	Étoffe ; mélangées de ces matières						0	0	1	0					1	580	Fatima Zahra	AN F12 251	Résumé	1788	Exports			4		République de suisse		40400				338700	
///Objets manufacturés///Etoffe riches	Étoffe ; riche	Étoffe ; riche						0	0	1	0					1	644	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		République de VENISE		1000				9306600	
///Objets manufacturés///Etoffes de coton	Étoffe ; de coton	Étoffe ; de coton						0	0	1	0					1	629	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Empire d'Autriche		118900				459300	
///Objets manufacturés///Etoffes de laine	Étoffe ; de laine	Étoffe ; de laine						0	0	1	0					1	633	Fatima Zahra	AN F12 251	Résumé	1788	Exports			4		Royaume d'Espagne		201100				1669400	
///Objets manufacturés///Etoffes de laine et de poil	Étoffe ; de laine et poil	Étoffe ; de laine et poil						0	0	1	0					1	649	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Royaume de Naples		56600				5159600	
///Objets manufacturés///Etoffes de soie	Étoffe ; de soie	Étoffe ; de soie						0	0	1	0					1	671	Fatima Zahra	AN F12 251	Résumé	1789	Exports			12		République de Gènes		53000				4950000	
///Objets manufacturés///Etoffes diverses	Étoffe ; diverses	Étoffe						0	0	1	0					1	936	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		République de suisse		6200		3785900			
///Objets manufacturés///Etoffes en coton et en laine	Étoffe ; de coton et laine	Étoffe ; de coton et laine						0	0	1	0					1	661	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Villes anséatiques		5900				5145400	
///Objets manufacturés///Etoffes mélangées de ces matières	Étoffe ; mélangées de ces matières	Étoffe ; mélangées de ces matières						0	0	1	0					1	725	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Empire d'Autriche		97300				3907800	
///Objets manufacturés///Etoffes riches	Étoffe ; riche	Étoffe ; riche						0	0	1	0					1	728	Fatima Zahra	AN F12 251	Résumé	1788	Exports			4		Royaume d'Espagne		1600				666700	
///Objets manufacturés///Gazes, crepes et mouchoirs de soie	Gazes, crêpes et mouchoirs de soie	Gazes, crêpes et Mouchoir de soie						0	0	1	0					1	956	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Royaume de sardaigne		264800		2455400			
///Objets manufacturés///Gazes, crêpes et mouchoirs de soie	Gazes, crêpes et mouchoirs de soie	Gazes, crêpes et Mouchoir de soie						0	0	1	0					1	479	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Empire d'Autriche		143100				1861600	
///Objets manufacturés///Mouchoirs divers en fil et coton	Mouchoirs ; divers	Mouchoir						0	0	1	0					1	513	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Etats d'Allemagne		2.3e+06				2348000	
///Objets manufacturés///Mouchoirs divers et des Indes	Mouchoirs ; divers	Mouchoir						0	0	1	0					1	497	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Milanie Toscane		164000				2982000	
///Objets manufacturés///Mousselines	Mousseline	Mousseline						0	0	1	0					1	651	Fatima Zahra	AN F12 251	Résumé	1787	Imports			4		Milanes et toscane		7300				4326800	
///Objets manufacturés///Objets manufacturés réunis	Objets ; manufacturés ; réunis	Objets ; manufacturés ; réunis						0	0	1	0					1	468	Fatima Zahra	AN F12 251	Résumé	1788	Imports			12		Royaume de Portugal		86400				4700300	
///Objets manufacturés///Rubannerie de soie	Rubanerie ; de soie	Rubanerie ; de soie						0	0	1	0					1	710	Fatima Zahra	AN F12 251	Résumé	1788	Exports			5		Colonies francaises en Asie,Afrique en Amérique		9.8e+06				11359800	
///Objets manufacturés///Rubannerie ordinaire	Rubanerie ; ordinaire	Rubanerie ; ordinaire						0	0	1	0					1	713	Fatima Zahra	AN F12 251	Résumé	1788	Exports			4		Etats de l'Allemagne		28400				1191100	
///Objets manufacturés///Rubanneries diverses	Rubanerie ; diverse	Rubanerie ; diverse						0	0	1	0					1	997	Fatima Zahra	AN F12 251	Résumé	1787	Exports			12		Empire de Suisse		12700		12780300			
///Objets manufacturés///Soierie en étoffe, mouchoirs, gazes et rubans	Soierie en étoffe, mouchoirs, gazes et rubans	Mouchoir, gaze et ruban ; étoffe ; soie						0	0	1	0					1	695	Fatima Zahra	AN F12 251	Résumé	1787	Imports			5		Royaume de Portugal		1.2e+06				53856900	
///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans	Soierie en étoffe, mouchoirs, gazes et rubans	Mouchoir, gaze et ruban ; étoffe ; soie						0	0	1	0					1	530	Fatima Zahra	AN F12 251	Résumé	1789	Imports			4		Hollande		166000				11401000	
///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans	Soierie en étoffe, mouchoirs, gazes et rubans	Mouchoir, gaze et ruban ; étoffe ; soie						0	0	1	0					1	743	Fatima Zahra	AN F12 251	Résumé	1789	Exports			11		Milanie Toscane		15000				1292000	
///Objets manufacturés///Toile de coton	Toile ; de coton	Toile ; de coton						0	0	1	0					1	974	Fatima Zahra	AN F12 251	Résumé	1787	Exports			11		Royaume de Danemarck		5500		30156900			
