marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,Classification produits médicinaux,Répétition,remarques_marchandises,Column1,Wallis List,EXCLUSION, not medical primarily,Nom Wallis,Large,Narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,,,,,,,,,,,,,
Bourse ; de coton,Bourse,8,8,0,,,,0,,,0,0,,,17,,,,,,,,,,,,,,,,,
Bourse ; de coton et fil,Bourse,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Bourse ; de fil,Bourse,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Bourse ; de soie,Bourse,8,8,0,,,,0,,,0,0,,,77,,,,,,,,,,,,,,,,,
Bourse ; or et argent,Bourse,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Bourse ; à bartier,Bourse,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Bourse ; à butier,Bourse,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Bourse ; à chevaux,Bourse,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Bourse ; à cheveux,Bourse,8,8,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Boussoles,Boussoles,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutonnières ; d'or,Boutons,8,8,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Boutons,Boutons,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Boutons ; blanc ; étamés,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; brodés ; de nacre ; de perle et d'acier,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; brodés ; or et argent,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; d'acier,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; d'argent,Boutons,8,8,0,,,,0,,,0,0,,,37,,,,,,,,,,,,,,,,,
Boutons ; d'argent sur bois,Boutons,8,8,0,,,,0,,,0,0,8,8,53,,,,,,,,,,,,,,,,,
Boutons ; d'or,Boutons,8,8,0,,,,0,,,0,0,8,8,12,,,,,,,,,,,,,,,,,
Boutons ; d'or ; faux,Boutons,8,8,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Boutons ; d'or et d'argent,Boutons,8,8,0,,,,0,,,0,0,,,59,,,,,,,,,,,,,,,,,
Boutons ; d'os,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; d'os et de cornes,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; d'uniforme,Boutons,8,8,0,,,,0,,,0,0,,,80,,,,,,,,,,,,,,,,,
Boutons ; d'étain,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de Pinsbach,Boutons,8,8,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Boutons ; de Pinsbeck,Boutons,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Boutons ; de bois de coco,Boutons,8,8,0,,,,0,,,0,0,8,8,0,,,,,,,,,,,,,,,,,
Boutons ; de coco,Boutons,8,8,0,,,,0,,,0,0,,,146,,,,,,,,,,,,,,,,,
Boutons ; de cornes,Boutons,8,8,0,,,,0,,,0,0,8,8,3,,,,,,,,,,,,,,,,,
Boutons ; de coton,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de crin,Boutons,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Boutons ; de cristal,Boutons,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Boutons ; de cuivre,Boutons,8,8,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Boutons ; de cuivre argenté et dorée,Boutons,8,8,0,,,,0,,,0,0,8,8,16,,,,,,,,,,,,,,,,,
Boutons ; de cuivre doré,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; de cuivre et d'étain,Boutons,8,8,0,,,,0,,,0,0,8,8,5,,,,,,,,,,,,,,,,,
Boutons ; de cuivre et d'étain argentés,Boutons,8,8,0,,,,0,,,0,0,8,8,148,,,,,,,,,,,,,,,,,
Boutons ; de cuivre sur bois,Boutons,8,8,0,,,,0,,,0,0,8,8,4,,,,,,,,,,,,,,,,,
"Boutons ; de cuivre sur bois, d'os de cocq et de cornes",Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; de fil,Boutons,8,8,0,,,,0,,,0,0,,,31,,,,,,,,,,,,,,,,,
Boutons ; de fil blanc,Boutons,8,8,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Boutons ; de fil d'argent,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de fil d'or,Boutons,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Boutons ; de fil d'or et d'argent,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de fil de poil de chevre,Boutons,8,8,0,,,,0,,,0,0,8,8,9,,,,,,,,,,,,,,,,,
Boutons ; de fil or et argent,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de jais,Boutons,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Boutons ; de jayet,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; de laiton,Boutons,8,8,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Boutons ; de manches,Boutons,8,8,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Boutons ; de métal,Boutons,8,8,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Boutons ; de métal doré,Boutons,8,8,0,,,,0,,,0,0,8,8,2,,,,,,,,,,,,,,,,,
Boutons ; de nacre,Boutons,8,8,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Boutons ; de nacre de perle,Boutons,8,8,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Boutons ; de nacre de perle et jayet,Boutons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Boutons ; de poil,Boutons,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Boutons ; de poil ; de chèvre,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de soie,Boutons,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Boutons ; de soie à poil,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; de tombacq doré,Boutons,8,8,0,,,,0,,,0,0,8,8,0,,,,,,,,,,,,,,,,,
Boutons ; de trait d'or et d'argent fin,Boutons,8,8,0,,boutons de fil d'or et d'argent fin,,0,,,0,0,8,8,13,,,,,,,,,,,,,,,,,
Boutons ; divers,Boutons,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Boutons ; dorure ; d'argent,Boutons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Boutons ; dorure ; d'or et d'argent,Boutons,8,8,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Boutons ; dorure ; d'or faux,Boutons,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Boutons ; dorure ; d'or fin,Boutons,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Boutons ; masquinés,Boutons,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Boutons ; à Pierre ; fausses,Boutons,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Boutons ; d'or ; fin,Boutons,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Brandebourgs,Brandebourgs,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Brandebourgs ; d'or,Brandebourgs,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Brandebourgs ; de fil,Brandebourgs,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Brasselets,Brasselets,8,8,0,,,,0,,,0,0,8,8,2,,,,,,,,,,,,,,,,,
Briquets,Briquets,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Brocade,,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Broderie,Broderie,8,8,0,,,,0,,,0,0,,,41,,,,,,,,,,,,,,,,,
Broderie ; commune,Broderie,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Brosseries,Brosseries,8,8,0,,,,0,,,0,0,,,62,,,,,,,,,,,,,,,,,
Brosses et pinceaux,Brosses et pinceaux,8,8,0,,,,0,,,0,0,6,6,1,,,,,,,,,,,,,,,,,
Buffets,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Buffletin,Buffletin,8,8,0,,Juste-corps confectionné dans du cuir de buffle du levant,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Bure,Bure,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Bureaux,Bureaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Bureaux ; de noyer,Bureaux ; de noyer,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Bérets,,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Cabarets,Boîtes,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Cabarets ; vernis,Boîtes,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Cabines de bain,,8,8,0,,,,0,,,0,0,,,40,,,,,,,,,,,,,,,,,
Cabinets,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Cachets ; d'argent,Cachets ; d'argent,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cachets ; dorés,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Cadres ; de bois,Cadres,8,8,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Cadres ; dorés,Cadres,8,8,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Cafetières ; de Levant,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Canapé,Canapé,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Cannes ; bambou,Cannes,8,8,0,,,,0,,,0,0,,,92,,,,,,,,,,,,,,,,,
Cannes ; de bois,Cannes,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cannes ; de bois montées et non montées,Cannes,8,8,0,,,,0,,,0,0,6,6,1,,,,,,,,,,,,,,,,,
Cannes ; diverses,Cannes,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Cannes ; à main,Cannes,8,8,0,,,,0,,,0,0,,,15,,,,,,,,,,,,,,,,,
Cannes et bâtons ; vernis,,8,8,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Cantines,,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Capes ; de Bearn,Capes,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Capes ; de camelot,Capes,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Capes ; de drap,Capes,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Capes ; cabas,Capes,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Caractère d'imprimerie,Caractère d'imprimerie,8,8,0,,,,0,,,0,0,,,159,,,,,,,,,,,,,,,,,
Carreaux ; de verre,Carreaux,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Cartes,Cartes,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cartes ; géographiques,Cartes ; géographiques,8,8,0,,,,0,,,0,0,,,48,,,,,,,,,,,,,,,,,
Cartes ; marines,Cartes ; géographiques,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cartes ; à jouer,Cartes ; à jouer,8,8,0,,,,0,,,0,0,,,132,,,,,,,,,,,,,,,,,
Caves ; avec flacons,Caves ; avec flacons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Caves ; garnies,Caves ; garnies,8,8,0,,,,0,,,0,0,,,31,,,,,,,,,,,,,,,,,
Caves ; non garnies,,8,8,0,,,,0,,,0,0,,,17,,,,,,,,,,,,,,,,,
Ceintures,Ceintures,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Ceintures de laine,Ceintures,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Ceintures de prêtres,Ceintures,8,8,0,,,,0,,,0,0,6,6,0,,,,,,,,,,,,,,,,,
Ceinturons,Ceinturons,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Ceinturons ; de soie,,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chaises,Chaises,8,8,0,,,,0,,,0,0,,,101,,,,,,,,,,,,,,,,,
Chaises ; de canne,Chaises,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chaises ; de commodité,Chaises,8,8,0,,,,0,,,0,0,,,19,,,,,,,,,,,,,,,,,
Chaises ; de jonc,Chaises,8,8,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Chaises ; de paille,Chaises,8,8,0,,,,0,,,0,0,,,50,,,,,,,,,,,,,,,,,
Chaises ; de rotins,Chaises,8,8,0,,,,0,,,0,0,,,36,,,,,,,,,,,,,,,,,
Chaises et fauteuils,Chaises,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Chaises et fauteuils de canne,Chaises,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chaise ; roulante,Chaises,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chandeliers ; de cuivre,Chandeliers,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chandeliers ; à pique,Chandeliers,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chandelle,Chandelles,8,8,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Chandelle ; de canne,Chandelles,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chandelle ; de commodité,Chandelles,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chandelle ; de jonc,Chandelles,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chandelle ; de paille,Chandelles,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chandelle ; de rotins,Chandelles,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chandelle ; de suif,Chandelles,8,8,0,,,,0,,,0,0,,,12,,Bougie ; de suif,,,,,,,,,,,,,,,
Chandelle ; moitié cire,Chandelles,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Chandelle ; roulantes,Chandelles,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chandelle ; à l'huile de baleine,Chandelles,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chandelle ; à porteur,Chandelles,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Chapeaux,Chapeaux,8,8,0,,,,0,,,0,0,8,8,25,,,,,,,,,,,,,,,,,
Chapeaux ; ? castor,Chapeaux,8,8,0,,,,0,,,0,0,,,15,,,,,,,,,,,,,,,,,
Chapeaux ; assortis,Chapeaux,8,8,0,,,,0,,,0,0,,,19,,,,,,,,,,,,,,,,,
Chapeaux ; brodés,Chapeaux,8,8,0,,,,0,,,0,0,,,21,,,,,,,,,,,,,,,,,
Chapeaux ; brodés d'or,Chapeaux,8,8,0,,,,0,,,0,0,,,128,,,,,,,,,,,,,,,,,
Chapeaux ; communs,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; d'écorces d'arbre,Chapeaux,8,8,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Chapeaux ; dauphins,Chapeaux,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chapeaux ; de bois,Chapeaux,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chapeaux ; de castor,Chapeaux,8,8,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Chapeaux ; de coupeaux,Chapeaux,8,8,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Chapeaux ; de cuir,Chapeaux,8,8,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Chapeaux ; de femme,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; de feutre,Chapeaux,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chapeaux ; de laine,Chapeaux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chapeaux ; de laine ; communs,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; de paille,Chapeaux,8,8,0,,,,0,,,0,0,,,49,,,,,,,,,,,,,,,,,
Chapeaux ; de poil,Chapeaux,8,8,0,,,,0,,,0,0,,,26,,,,,,,,,,,,,,,,,
Chapeaux ; de poil et laine,Chapeaux,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Chapeaux ; de satin,Chapeaux,8,8,0,,,,0,,,0,0,,,32,,,,,,,,,,,,,,,,,
Chapeaux ; de soie,Chapeaux,8,8,0,,,,0,,,0,0,8,8,10,,,,,,,,,,,,,,,,,
Chapeaux ; de velours,Chapeaux,8,8,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Chapeaux ; de vigogne,Chapeaux,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chapeaux ; divers,Chapeaux,8,8,0,,,,0,,,0,0,,,20,,,,,,,,,,,,,,,,,
Chapeaux ; fins,Chapeaux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chapeaux ; mi castor,Chapeaux,8,8,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Chapeaux ; mi vigogne,Chapeaux,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chapeaux ; neufs,Chapeaux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chapeaux ; perse,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; sortis,Chapeaux,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chapeaux ; unis,Chapeaux,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chapeaux ; vieux,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; vigogne,Chapeaux,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapeaux ; à nègres,Chapeaux,8,8,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Chapeaux ; assortis,Chapeaux,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chapeaux ; d'Angleterre,Chapeaux,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chapeaux ; mêlés,Chapeaux,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chapelets,Chapelets,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Chapelets ; commun,Chapelets,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chapelets ; de bois,Chapelets,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Chapelets ; de coco,Chapelets,8,8,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Chapelets ; de verre,Chapelets,8,8,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Chapellerie,Chapeaux,8,8,0,,,,0,,,0,0,,,51,,,,,,,,,,,,,,,,,
Chasubles,Chasubles,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chauffes ; pieds,Chauffes ; pieds,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chausseterie,Chausseterie,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chaussettes ; de fil,Chaussettes ; de fil,8,8,0,,,,0,,,0,0,,,18,,,,,,,,,,,,,,,,,
Chaussons,Chaussons,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chaussons ; de carisee et drap à laver maisons,Chaussons,8,8,0,,,,0,,,0,0,8,8,1,,,,,,,,,,,,,,,,,
Chaussons ; de fil,Chaussons,8,8,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Chaussures,Chaussures,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Chaînes ; de laiton,Chaînes ; de laiton,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chaînes ; de montre,Chaînes ; de montre,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cheminée ; de marbre,Cheminée,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Cheminée ; statues,Chemises,8,8,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Chemises,Chemises,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chemises ; bretonnes,Chemises,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Chemises ; communes,Chemises,8,8,0,,,,0,,,0,0,,,169,,,,,,,,,,,,,,,,,
Chemises ; de Laval,Chemises,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chemises ; de gingas,Chemises,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Chemises ; de laine,Chemises,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Chemises ; de lin,Chemises,8,8,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Chemises ; de nègres,Chemises,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chemises ; de toile de Bretagne,Chemises,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Chemises ; fines,Chemises,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Chemises ; garnies,Chemises,8,8,0,,,,0,,,0,0,,,23,,,,,,,,,,,,,,,,,
Chemises ; neuves,Chemises,8,8,0,,,,0,,,0,0,8,8,4,,,,,,,,,,,,,,,,,
Chemises ; unies,Chemises,8,8,0,,,,0,,,0,0,,,132,,,,,,,,,,,,,,,,,
Chemises ; à nègres,Chemises,8,8,0,,,,0,,,0,0,,,13,,,,,,,,,,,,,,,,,
Chemises ; écossaises,Chemises,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Cheval ; de bois,Cheval ; de bois,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Christ ; d'ivoire,Christ ; d'ivoire,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Cierges,Cierges,8,8,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Cire ; blanche en bougies,Bougie,8,8,0,,[idem] et chandelles,,0,,,0,0,3,3,5,,,,,,,,,,,,,,,,,
Cire ; blanche en flambeaux,Bougie,8,8,0,,,,0,,,0,0,3,3,1,,,,,,,,,,,,,,,,,
Cire ; en bougie,Cire,8,8,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Cire ; jaune en bougies et Chandelle,Cire,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Cire ; jaune en cierge et flambeaux,Cire,8,8,0,,,,0,,,0,0,3,3,2,,,,,,,,,,,,,,,,,
Cire ; rouge en flambeaux,Cire,8,8,0,,,,0,,,0,0,3,3,5,,,,,,,,,,,,,,,,,
Cire ; à cacheter,Cire,8,8,0,,,,0,,,0,0,,,30,,,,,,,,,,,,,,,,,
Clairons,Clairons,8,8,0,,,,0,,,0,0,8,8,4,,,,,,,,,,,,,,,,,
Clavecin,Instruments ; de musique,8,8,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Clinquant ; d'or faux,Clinquant ; d'or faux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Coffres,Boîtes,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Coffres ; de bois,Boîtes,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Coffres ; de voyage,Boîtes,8,8,0,,,,0,,,0,0,,,17,,,,,,,,,,,,,,,,,
Coffres ; forts,Boîtes,8,8,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Coffres ; vieux,Boîtes,8,8,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Coffres ; à garniture de peau,Boîtes,8,8,0,,,,0,,,0,0,8,8,71,,,,,,,,,,,,,,,,,
Coffres et cercueils en cyprès,Boîtes,8,8,0,,,,0,,,0,0,,,138,,,,,,,,,,,,,,,,,
Coiffes ; de gaze,Chapeaux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Coiffes de chapeaux,Chapeaux,8,8,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Coiffures,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Colliers ; d'ambre,,8,8,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Colliers ; de jais,Bijoux,8,8,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Colliers ; de perles,Bijoux,8,8,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Colliers ; de perles ; fausses,Bijoux,8,8,0,,,,0,,,0,0,,,41,,,,,,,,,,,,,,,,,
Commodes,Commodes,8,8,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Commodes ; de bois,Commodes ; de bois,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Compas,Instruments de marine,8,8,0,,,,0,,,0,0,,,24,,,,,,,,,,,,,,,,,
Compas ; de cuivre,Instruments de marine,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Compas ; de mer,Instruments de marine,8,8,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Corps ; de jupe,Corps ; de jupe,8,8,0,,,,0,,,0,0,,,107,,,,,,,,,,,,,,,,,
Cors ; de chasse,Cors ; de chasse,8,8,0,,cors de chasse/cors de chasse et serpens,,0,,,0,0,8,8,2,,,,,,,,,,,,,,,,,
Corsets,Corsets,8,8,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
