marchandises_normalisees	marchandises_simplifiées	SITC_rev1	SITC_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_RG
Drogues ; Chimiques ; Eau forte	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Esprit de sel	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Esprit de vice	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel ammoniac	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel d'epsum	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel de Globert	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel de paume	Drogues ; Chimiques	5	5					...
Drogues ; Chimiques ; Sel de plomb	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel de potasse	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel de tamarin	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel divers	Drogues ; Chimiques	5	5					...
Drogues ; Chimiques ; Sel gemme	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel saturne	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sel sublimé	Drogues ; Chimiques	5	5					
Drogues ; Chimiques ; Sublimé	Drogues ; Chimiques	5	5					
Drogues ; Composées pour la médecine ; ?	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Aloès	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Beaume du Pérou	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Benjoin	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Camphre	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Canéfice	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Cantharides	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Canyolore	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Cavefico	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Chévaque	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Crème à tartre	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Cristal de tartot	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Diverses	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Jus de reglise	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Jus de réglise	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Mane	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Opium	Drogues ; Médicinales	2	2					...
Drogues ; Composées pour la médecine ; Poudre brillant	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Précipité	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Résine de Jalap	Drogues ; Médicinales	2	2					
Drogues ; Composées pour la médecine ; Sableuée	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Sang dragon	Drogues ; Médicinales	5	5					
Drogues ; Composées pour la médecine ; Scamonée	Drogues ; Médicinales	5	5					...
Drogues ; Composées pour la médecine ; Scamousée	Drogues ; Médicinales	5	5					...
Drogues ; Composées pour la médecine ; Storax	Drogues ; Médicinales	2	2	Storax : Gomme naturelle qui provient du Levant.				
Drogues ; Composées pour la médecine ; Sublime	Drogues ; Médicinales	5	5					
Drogues ; De castor	Droguet	5	5					
Drogues ; De laine	Droguet	5	5					...
Drogues ; De laine et fil	Droguet	5	5					
Drogues ; Drogues réunies ; Diverses	Drogues	5	5					
Drogues ; Gommes ; Diverses	Drogues ; Gommes	5	5					
Drogues ; Gommes ; Laque	Drogues ; Gommes	5	5					
Drogues ; Gommes ; Myrrhe	Drogues ; Gommes	2	2					
Drogues ; Gommes ; Sandarac	Drogues ; Gommes	2	2					
Drogues ; Gommes ; Sénégal	Drogues ; Gommes	2	2					
Drogues ; Huile de vitriol	Drogues ; Huile de vitriol	5	5					
Drogues ; Médicinales ; ?	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Beaume de Copahu	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Benjoin	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Camphre	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Canefice	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Cantharides	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Capilaire	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Casse	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Cassia lignea	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Cevadille	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Chicolin	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Chimiques ; Eau forte	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Coloquinte	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Cordial	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Corque du Levant	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Crème de tartre	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Cumin	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Diverses	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Eau sederale	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Eau vulnéraire	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Gentiane	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Huile d'amande douce	Drogues ; Médicinales	4	4					
Drogues ; Médicinales ; Ipécacuana	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales ; Jalap	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Jus de réglisse	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Manne	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Opium	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Pignons d'Inde	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Précipité	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Quinquina	Drogues ; Médicinales	5	5					…
Drogues ; Médicinales ; Racines diverses	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Réunies	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Rhubarbe	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Salsepareille	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales ; Seamanée	Drogues ; Médicinales	…	…					
Drogues ; Médicinales ; Semen contra	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Séné	Drogues ; Médicinales	…	…					
Drogues ; Médicinales ; Stafisaigre	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Storax	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Tamarin	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Thériaque	Drogues ; Médicinales	5	5					
Drogues ; Médicinales ; Vanille	Drogues ; Médicinales	2	2					
Drogues ; Médicinales ; Zedonire	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; ?	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Aristoloche	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Carrue	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Casse en baton	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Cassia siguea	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Cassialiguca	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Civadille	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Coloquinte	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Coque levant	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Coriandre	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Cumin	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Diverses	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Fleur de benjoin	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Galanga	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Ginseng	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Jalop	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Ogarie	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Qumquina	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Racines diverses	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Réglisse	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Rhubarbe	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Salsepareille	Drogues ; Médicinales	2	2					
Drogues ; Medicinales en plantes ; Sebestre	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Séné	Drogues ; Médicinales	2	2					…
Drogues ; Médicinales en plantes ; Simarouba	Drogues ; Médicinales	2	2					
Drogues ; Médicinales en plantes ; Tamarin	Drogues ; Médicinales	2	2					…
Drogues ; Mêlées ; Asfafélida	Drogues	5	5					
Drogues ; Mêlées ; Blanc de baleine	Drogues	4	4					
Drogues ; Mêlées ; Bongras animal	Drogues	5	5					
Drogues ; Mêlées ; Diverses	Drogues	5	5					
Drogues ; Mêlées ; Diverses ; Blanc de Baleine	Drogues	4	4					
Drogues ; Mêlées ; Diverses ; Borax	Drogues	5	5					...
Drogues ; Mêlées ; Doraze	Drogues	5	5					
Drogues ; Mêlées ; Essence de vitriol	Drogues	5	5					
Drogues ; Mêlées ; Galbanum	Drogues	5	5					
Drogues ; Mêlées ; Gommes ; Adragante	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Arabique	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Commune	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; D'Amérique	Drogues ; Gommes	2	2					...
Drogues ; Mêlées ; Gommes ; De Barbarie	Drogues ; Gommes	2	2					...
Drogues ; Mêlées ; Gommes ; De Cenzier	Drogues ; Gommes	2	2					...
Drogues ; Mêlées ; Gommes ; De Gayac	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; De Sandarac	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Diverses	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Elastiques	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Elemy	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Euphorbe	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Galanga	Drogues ; Gommes	2	2					...
Drogues ; Mêlées ; Gommes ; Gedda	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Gutte	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gommes ; Sénégal	Drogues ; Gommes	2	2					
Drogues ; Mêlées ; Gousses arabiques	Drogues	2	2					
Drogues ; Mêlées ; Gousses de sandarac	Drogues	2	2					...
Drogues ; Mêlées ; Gousses diverses	Drogues	2	2					
Drogues ; Mêlées ; Gousses du Senegal	Drogues	2	2					
Drogues ; Mêlées ; Gousses gatte	Drogues	2	2					
Drogues ; Mêlées ; Gousses lagne	Drogues	2	2					
Drogues ; Mêlées ; Graines diverses	Drogues	2	2					
Drogues ; Mêlées ; Huile d'amande	Drogues	4	4					
Drogues ; Mêlées ; Mastic	Drogues	5	5					
Drogues ; Mêlées ;?	Drogues	5	5					
Drogues ; Métalliques ; Antimoine	Drogues ; Métalliques	2	2					
Drogues ; Métalliques ; Argent vif	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Arsenic	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Auchinoise	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Diverses	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Litharge	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Mercure	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Piharge	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Toutenague	Drogues ; Métalliques	5	5					
Drogues ; Métalliques ; Vitriol	Drogues ; Métalliques	5	5					
Drogues ; Odorantes ; Ambre gris	Drogues ; Odorantes	2	2					
Drogues ; Odorantes ; Ambre jaune	Drogues ; Odorantes	2	2					
Drogues ; Odorantes ; Diverses	Drogues ; Odorantes	5	5					
Drogues ; Odorantes ; encens	Drogues ; Odorantes	5	5					...
Drogues ; Odorantes ; Musc	Drogues ; Odorantes	5	5					
Drogues ; Pour la peinture et la teinture	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; ?	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Alizari	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Alquifoux	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; Alun	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; Azur	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Azur et bleu de prusse	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; billon	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Blanc d'Espagne	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Blanc de céruse	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Blanc de ferax	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Blanc de Herps	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Bleu commun	Drogues ; Pour la peinture et la teinture	5	5					...
Drogues ; Pour la peinture et la teinture ; Bleu de pierre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Bleu de Prusse	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Bleu en encre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Brun rouge	Drogues ; Pour la peinture et la teinture	5	5					...
Drogues ; Pour la peinture et la teinture ; Cendres Bleues	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Cendres bleues	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Cinabre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Cochenille	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; commune	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Couperose	Drogues ; Pour la peinture et la teinture	5	5		5	5		
Drogues ; pour la peinture et la teinture ; Craie	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; Croix d'voire	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Curcuma	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; Diverses	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; diverses	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Fnée platte	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Fris	Drogues ; Pour la peinture et la teinture	5	5					...
Drogues ; Pour la peinture et la teinture ; Garance	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; Graines	Drogues ; Pour la peinture et la teinture	2	2					
Drogues ; Pour la peinture et la teinture ; grappe	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Herbes à teindre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Indigo	Drogues ; Pour la peinture et la teinture	2	2					...
Drogues ; Pour la peinture et la teinture ; Iris	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jais	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jas	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jaune de Naples	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jude fine	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jude flottante	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Jude plate	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Laque	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Laque de Venise	Drogues ; Pour la peinture et la teinture	5	5		5	5		
Drogues ; Pour la peinture et la teinture ; Laque en poudre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; laque fausse	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Laque plate	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Mine de plomb	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Minium	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Muce de plomb	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Noir d'ivoire	Drogues ; Pour la peinture et la teinture	5	5					...
Drogues ; Pour la peinture et la teinture ; Noir de fumée	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Noir de galles	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Noix de Galles	Drogues ; Pour la peinture et la teinture	5	5					...
Drogues ; Pour la peinture et la teinture ; non preparée	Drogues ; Pour la peinture et la teinture	5	5		5	5		
Drogues ; Pour la peinture et la teinture ; non robée	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Ocre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Orpiments	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Orseille	Drogues ; Pour la peinture et la teinture	5	5		5	5		...
Drogues ; Pour la peinture et la teinture ; Pastel	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; poudre et teinture ; verte	Drogues ; Pour la peinture et la teinture	5	5		5	5		
Drogues ; Pour la peinture et la teinture ; préparée	Drogues ; Pour la peinture et la teinture	5	5		5	5		
Drogues ; Pour la peinture et la teinture ; racines	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; racines de lizary	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Rocou	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Rouge de venise	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Saffranum	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Sanguine	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Serra merita	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Stil de grain	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Sumac	Drogues ; Pour la peinture et la teinture	5	5	sumac	5	5	sumac	...
Drogues ; Pour la peinture et la teinture ; Tartre	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Verdes	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Verdet	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Vermillon	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Vernis	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture ; Vert de gris	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture et la teinture ; Blanc de céruse	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Pour la peinture et la teinture et la teinture ; Brun rouge	Drogues ; Pour la peinture et la teinture	5	5					
Drogues ; Réunies	Drogues	5	5					...
Drogues ; Réunies ; Diverses	Drogues	5	5					...
Drogues ; Safran	Drogues	5	5					
Drogues ; Tournesol	Drogues	5	5					
Droguet	Droguet	6	6					…
Droguet ; de laine	Droguet	6	6b	droguet de laine mellé/grande drapperie	6	6b	droguet de laine mellé/grande drapperie	…
Droguet et Maroc	Droguet	6	6b		6	6b		
Duffel	Duffel	6	6b	drap de duffel	6	6b	drap de duffel	
Duffel ; teint	Duffel	6	6b					
Duyvelsterck	Duyvelsterck	6	6b		6	6b		
Eau ; à noirir tabac	Eau ; à noirir tabac	3	3		3	3		
Eau ; cordiale	Eau	5	5					...
Eau ; d'anis	Eau	5	5					
Eau ; d'arquebusade	Eau	5	5		5	5		
Eau ; de Barbades	Eau	5	5					
Eau ; de bergamote	Eau	5	5					
Eau ; de Bristol	Eau	5	5					...
Eau ; de Bussing	Eau	5	5					
Eau ; de Bussingne	Eau	5	5					
Eau ; de cannelle	Eau	5	5					
Eau ; de Carmes	Eau	5	5					...
Eau ; de cerises	Eau	5	5					
Eau ; de citron	Eau	5	5					
Eau ; de Cologne	Eau	5	5					...
Eau ; de cologne	Eau	5	5					
Eau ; de composition	Eau	5	5					...
Eau ; de fleur d'orange	Eau	5	5					...
Eau ; de genièvre	Eau	5	5					
Eau ; de la Reine d'Hongrie	Eau	5	5					
Eau ; de lavande	Eau	5	5					
Eau ; de melice	Eau	5	5					
Eau ; de mirrhe	Eau	5	5					
Eau ; de nar	Eau	5	5					
Eau ; de pin	Eau	5	5					
Eau ; de plombiere	Eau	5	5					
Eau ; de raisin	Eau	5	5					
Eau ; de rose	Eau	5	5					
Eau ; de sel	Eau	5	5					
Eau ; de senteur	Eau ; de senteur	5	5					
Eau ; de senteur ; de bergamote	Eau ; de senteur	5	5					
Eau ; de senteur ; de citron	Eau ; de senteur	5	5					...
Eau ; de senteur ; de la Reine d'Hongrie	Eau ; de senteur	5	5					
Eau ; de senteur ; de lavande	Eau ; de senteur	5	5					...
Eau ; de senteur ; de nard	Eau ; de senteur	5	5					
Eau ; de senteur ; diverses	Eau ; de senteur	5	5					...
Eau ; de senteur ; rose	Eau ; de senteur	5	5					
