orthographic_pierre,FDO simpl,simplification,status,beforeItems,afterItems,obsolete,imprimatur
verrerie ; diverse,,verrerie ; diverse,rewire,[Verrerie; diverse] [Verrerie ; diverse] [Verreries diverses] [Verrerie diverse],,yes,
verrerie ; ordinaire,,verrerie ; diverse,rewire,[Verrerie ordinaire],,yes,
vessie ; natatoire,,vessie ; natatoire,rewire,[Vessie natatoire],,yes,
veste,,veste,rewire,[Vestes],,yes,
veste ; de drap ; brodée ; en or,,veste ; de drap ; brodée ; en or,rewire,[Vestes de drap brodées en or],,yes,
veste ; de soie,,veste ; de soie,rewire,[Vestes ; de soye],,yes,
veste ; de toile ; brodée,,veste ; de toile ; brodée,rewire,[Vestes ; de toile ; brodées] [Veste ; de toile ; brodée] [Veste de toilles brodées],,yes,
viande ; d'agneau,,viande ; d'agneau,rewire,[Viande d'agneau],,yes,
viande ; de bœuf,,viande ; de bœuf,rewire,[Viande de bœuf],,yes,
viande ; de mouton,,viande ; de mouton,rewire,[Viande de mouton],,yes,
viande ; fumée,,viande ; fumée,rewire,[Viande fumée],,yes,
viande ; salée,,viande ; salée,rewire,[Viande salée],,yes,
vieux ; oing,,vieux ; oing,rewire,[Vieux oiug] [Vieuxoing] [Vieux; oing] [Vieux ; oing] [Vieux-oing] [Vieux ving] [Vieus oin] [vieux oin] [Vieux Oin] [Vieux oin] [Vieux oing],,yes,
vif d'argent,,vif d'argent,rewire,[Vif ; argent],,yes,
vin ; blanc,,vin ; blanc,rewire,[vin ; blanc] [Vin ; Blanc] [Vin; blanc] [Vin ; blanc] [vin blanc] [Vin blanc],,yes,
vin ; Champagne,,vin ; Champagne,rewire,[Vin ; Champagne],,yes,
vin ; cuit,,vin ; cuit,rewire,[Vin ; cuit],,yes,
vin ; d'absinthe,,vin ; d'absinthe,rewire,[Vin d'absinthe],,yes,
vin ; d'aigluillon,,vin ; d'aigluillon,rewire,[Vin d'aigluillon],,yes,
vin ; d'Alicante,,vin ; d'Alicante,rewire,[Vin ; d'Alicante] [Vin ; d'Alicant] [Vin d'alicant] [Vin ; d'alican] [Vin d'alicante] [vin d'alicant] [Vin ; d'alicant] [Vin d'Alicante],,yes,
vin ; d'Ambrion,,vin ; d'Ambrion,rewire,[Vin d'ambrion],,yes,
vin ; d'Amour,,vin ; d'Amour,rewire,[Vin ; d'Amour],,yes,
vin ; d'Arbois,,vin ; d'Arbois,rewire,[Vin ; d'Arbois],,yes,
vin ; d'Aubagne,,vin ; d'Aubagne,rewire,[Vin ; D'Aubague] [vin ; d'Aubagne] [Vin ; d'Aunagne] [Vin ; d'Aubagne] [Vin ; d'Aubagnac] [Vin; d'Aubagne] [Vin ; d'aubagne] [Vin ; de Aubagne] [Vin ; d'Aubague],,yes,
vin ; d'Aument,,vin ; d'Aument,rewire,[Vin ; d'Aument],,yes,
vin ; d'Auxerre,,vin ; d'Auxerre,rewire,[Vin ; d'Auxerre],,yes,
vin ; d'Espagne ; d'Alicante,,vin ; d'Alicante,rewire,[Vin ; d'Espagne; d'Alicante] [Vin ; d'Espagne ; d'Alicante] [Vin ; d'Espagne ; d'alicante] [Vin ; d'Espagne ;d'Alicante] [Vin; d'Espagne; d'Alicante] [Vin ; d'Espagne ; d'alicant] [Vin ; d'Espagne ; d'Alicant],,yes,
vin ; d'Espagne ; de Barcelone,,vin ; de Barcelonne,rewire,[Vin ; d'Espagne : de Barcelonne],,yes,
vin ; d'Espagne ; de Malaga,,vin ; d'Espagne ; de Malaga,rewire,[vin ; d'Espagne ; de Malaga] [Vin ; d'Espagne ; de malaga] [Vin; d'Espagne; de Malaga] [Vin ; d'Espagne ; de Malaga] [Vin ; d'Espagne de Malaga] [Vin d'Espagne de malaga],,yes,
vin ; d'Espagne ; de Navarre,,vin ; d'Espagne ; de Navarre,rewire,[Vin ; d'Espagne ; de Navarre],,yes,
vin ; d'Espagne ; de Pacarel,,vin ; d'Espagne ; de Pacarel,rewire,[Vin ; d'Espagne ; de Pacarel],,yes,
vin ; d'Espagne ; de Rota,,vin ; d'Espagne ; de Rota,rewire,[Vin ; d'Espagne ; de Rota],,yes,
vin ; d'Espagne ; et de liqueur,,vin ; d'Espagne et de liqueur,rewire,[vin d'Espagne et de liqueurs],,yes,
vin ; d'Italie,,vin ; d'Italie,rewire,[Vin d'Italie],,yes,
vin ; d'Oléron,,vin ; d'Oléron,rewire,[Vin ; d'Oleron] [Vin ; d'oleron] [Vin d'oleron] [Vin dolleron],,yes,
vin ; d'Oléron rouge,,vin ; d'Oléron rouge,rewire,[Vin d'oleron rouge],,yes,
vin ; d'or ; d'Auxerre,,vin ; d'or ; d'Auxerre,rewire,[Vin ; d'or ; d'Auxerre],,yes,
vin ; d'or ; de Beaune,,vin ; d'or ; de Beaune,rewire,[Vin ; d'or ; de Beaune],,yes,
vin ; d'or ; de Dijon,,vin ; d'or ; de Dijon,rewire,[Vin ; d'or ; de Dijon],,yes,
vin ; d'or ; de haut,,vin ; d'or ; de haut,rewire,[Vin ; d'or ; de haut],,yes,
vin ; d'or ; de Mâcon,,vin ; d'or ; de Mâcon,rewire,[Vin ; d'or ; de Mâcon],,yes,
vin ; d'or ; de Nuits,,vin ; d'or ; de Nuits,rewire,[Vin ; d'or ; de Nuits],,yes,
vin ; d'or ; de ville,,vin ; d'or ; de ville,rewire,[Vin ; d'or ; de ville],,yes,
vin ; d'orange,,vin ; d'orange,rewire,[Vin d'orange],,yes,
vin ; d'Orléans,,vin ; d'Orléans,rewire,[vin d'Orléans] [Vin ; d'orleans] [Vin ; d'orleaus] [Vin; d'Orleans] [Vin ; d'Orleans] [Vins ; d'Orléans] [Vin ; d'orléans] [Vin ; d'Orléans],,yes,
vin ; Dan ; de Blaye,,vin ; de Blaye,rewire,[Vin ; Dan ; de Blaye],,yes,
vin ; Dan ; de Bourg,,vin ; de Bourg,rewire,[Vin ; Dan ; de Bourg],,yes,
vin ; Dan ; de haut,,vin ; de Bordeaux ; de haut,rewire,[Vin ; Dan ; de haut],,yes,
vin ; Dan ; de ville,,vin ; Dan ; de ville,rewire,[Vin ; Dan ; de ville],,yes,
vin ; de Baar,,vin ; de Bar,rewire,[vin de Baar],,yes,
vin ; de Barcelone,,vin ; de Barcelone,rewire,[Vin ; Idem ; de Barcelonne],,yes,
vin ; de Barrois,,vin ; de Barrois,rewire,[vin ; de Barrois] [Vin ; De Barrois] [Vin ; de Barroix] [Vin ; de Barois] [Vin; de Barrois] [Vin ; de barrois] [Vin ; de Barrois],,yes,
vin ; de Bayonne,,vin ; de Bayonne,rewire,[Vin ; de Baiuonne] [Vin; de Bayonne] [Vin ; de Bayonne],,yes,
vin ; de Beaune,,vin ; de Beaune,rewire,[Vin ; de Beaune],,yes,
vin ; de Benicarlo,,vin ; de Benicarlo,rewire,[Vin de Benicarlo],,yes,
vin ; de Bergerac,,vin ; de Bergerac,rewire,[Vin ; de Bergerac],,yes,
vin ; de Béziers,,vin ; de Béziers,rewire,[vin de Bezier],,yes,
vin ; de Blave,,vin ; de Blaye,rewire,[Vin ; de Blave],,yes,
vin ; de Blaye,,vin ; de Blaye,rewire,[Vin ; de Blaye] [Vin de Blaye] [Vin de braye],,yes,
vin ; de Bordeaux,,vin ; de France,rewire,[Vin ; De Bordeaux] [Vin; de Bordeaux] [Vin de Bordeau] [Vin ; de Bordeaux] [Vin de Bordeaux] [vin de Bordeaux] [Vins ; de Bordeaux] [Vins de Bordeaux],,yes,
vin ; de Bordeaux ; de Blaye,,vin ; de Bordeaux ; de Blaye,rewire,[Vin ;de Bordeaux ; de Blaye] [Vin ; de Bordeaux ; de Bloye] [Vin ; de Bordeaux ;de Blaye] [Vin ; de bordeaux ; de Blaye] [Vin; de Bordeaux; de Blaye] [Vin ; de Bordeaux ; de blaye] [Vin ; de Bordeaux ; de Blaye],,yes,
vin ; de Bordeaux ; de Bourg,,vin ; de Bourg,rewire,[Vin ; de Bordeaux ; de Bourg] [Vin; de Bordeaux; de Bourg] [Vin ; de Bordeaux ; de bourg],,yes,
vin ; de Bordeaux ; de castillon,,vin ; de Castillon,rewire,[Vin ; de Bordeaux ; de Catillon] [Vin ; de Bordeaux ; de castillon],,yes,
vin ; de Bordeaux ; de haut,,vin ; de Bordeaux ; de haut,rewire,[Vin ; de Bordeaux ; du haut] [Vin ; de Bordeaux ; De haut] [Vin ; de Bordeaux ; de Haut] [Vin; de Bordeaux; de haut] [Vin ; de Bordeaux ; de haut],,yes,
vin ; de Bordeaux ; de Médoc,,vin ; de Médoc,rewire,[Vin ; de Bordeaux ; de Medoc] [Vin ; de Bordeaux ; de Médoc] [Vin; de Bordeaux; de Medoc],,yes,
vin ; de Bordeaux ; de ville,,vin ; de Bordeaux ; de ville,rewire,[Vin ; de Bordeaux ; De ville] [Vin; de Bordeaux; de Ville] [Vin ; de Bordeaux ; de Ville] [Vin ; de Bordeaux ; de ville] [Vin de Bordeaux de ville],,yes,
vin ; de Bourgogne ; d'Arbois,,vin ; de Bourgogne ; d'Arbois,rewire,[Vin ; de Bourgogne ; d'Arbois],,yes,
vin ; de Bourgogne ; d'Auxerre,,vin ; de Bourgogne ; d'Auxerre,rewire,[Vin ; de Bourgogne ; d'Auxerre],,yes,
vin ; de Bourgogne ; d'Auxonne,,vin ; de Bourgogne ; d'Auxonne,rewire,[Vin ; de Bourgogne ; d'auxonne] [Vin ; de Bourgogne ; d'Auxonne] [Vin ; de Bourgogne ; d'Auxanne],,yes,
vin ; de Bourgogne ; de Beaune,,vin ; de Bourgogne ; de Beaune,rewire,[Vin ; de Bourgogne ; De Beaune] [Vin ; de Bourgogne ; de Beaume] [Vin; de Bourgogne; de Beaune] [Vin ; de Bourgogne ; de beaune] [Vin ; de Bourgogne ; de Beaune],,yes,
vin ; de Bourgogne ; de Chablis,,vin ; de Bourgogne ; de Chablis,rewire,[Vin ; de Bourgogne ; de chablis],,yes,
vin ; de Bourgogne ; de Chagny,,vin ; de Bourgogne ; de Chagny,rewire,[Vin ; de Bourgogne ; de chagny] [Vin ; de Bourgogne ; de Chagny],,yes,
vin ; de Bourgogne ; de Chalons,,vin ; de Bourgogne ; de Chalons,rewire,[Vin ; de Bourgogne ; de Chalons],,yes,
vin ; de Bourgogne ; de Comté,,vin ; de Bourgogne ; de Comté,rewire,[Vin ; de Bourgogne ; de Comté],,yes,
vin ; de Bourgogne ; de Dijon,,vin ; de Bourgogne ; de Dijon,rewire,[Vin ; de Bourgogne ; De Dijon] [Vin; de Bourgogne; de Dijon] [Vin ; de Bourgogne ; de Dijon],,yes,
vin ; de Bourgogne ; de Gevray,,vin ; de Bourgogne ; de Gevray,rewire,[Vin ; de Bourgogne ; de Gevray],,yes,
vin ; de Bourgogne ; de Gilly,,vin ; de Bourgogne ; de Gilly,rewire,[Vin ; de Bourgogne ; de Gilly],,yes,
vin ; de Bourgogne ; de grand,,vin ; de Bourgogne ; de grand,rewire,[Vin ; de Bourgogne ; de grand],,yes,
vin ; de Bourgogne ; de la Ferté,,vin ; de Bourgogne ; de la Ferté,rewire,[Vin ; de Bourgogne ; de la Ferté] [Vin ; de Bourgogne ; de la ferté],,yes,
vin ; de Bourgogne ; de Mercuray,,vin ; de Bourgogne ; de mercuray,rewire,[Vin ; de Bourgogne ; de Mercuray],,yes,
vin ; de Bourgogne ; de Mursault,,vin ; de Bourgogne ; de Mursault,rewire,[Vin ; de Bourgogne ; de Mursault],,yes,
vin ; de Bourgogne ; de Poutigny,,vin ; de Bourgogne ; de Poutigny,rewire,[Vin ; de Bourgogne ; de Poutigny],,yes,
vin ; de Bourgogne ; de Rully,,vin ; de Bourgogne ; de Rully,rewire,[Vin ; de Bourgogne ; de Rully] [Vin ; de Bourgogne ; de Ruys],,yes,
vin ; de Bourgogne ; de Suvigny,,vin ; de Bourgogne ; de Suvigny,rewire,[Vin ; de Bourgogne ; de Suvigny],,yes,
vin ; de Bourgogne ; de Tonnerre,,vin ; de Bourgogne ; de Tonnerre,rewire,"[Vin ; de Bourgogne ; de Tonnerre] [Vin ; de Bourgogne , de Tonnerre] [Vin; de Bourgogne; de Tonnerre]",,yes,
vin ; de Bretagne,,vin ; de Bretagne,rewire,[Vin ; de Bretagne],,yes,
vin ; de Bugey,,vin ; de Bugey,rewire,[Vin ; De Bugey] [Vin ; de Bugiy] [Vin ; de Bugey],,yes,
vin ; de Cabreton,,vin ; de Cabreton,rewire,[Vin ; de Cabreton],,yes,
vin ; de Cahors,,vin ; de Cahors,rewire,[Vin; de Cahors] [Vin ; de Cahors] [Vin de Cahors] [Vin ; de cahors],,yes,
vin ; de Castillon,,vin ; de Castillon,rewire,[Vin ; de Castillon],,yes,
vin ; de Catalogne,,vin ; de Catalogne,rewire,[Vin ; d'Espagne ; de Catalogne] [Vin ; de Catalogne],,yes,
vin ; de Catillon,,vin ; de Castillon,rewire,[Vin ; de Catillon],,yes,
vin ; de Chaguy,,vin ; de Chagny,rewire,[Vin ; de Chaguy],,yes,
vin ; de Chalons,,vin ; de Chalons,rewire,[Vin ; de Chalons],,yes,
vin ; de Charente,,vin ; de Charente,rewire,[Vin ; de Charente] [Vin ; de charente] [Vin de la Charente] [Vin de charante] [Vin de Charante] [Vin de Charente],,yes,
vin ; de Chenove,,vin ; de Chenove,rewire,[Vin ; de chenove],,yes,
vin ; de Chypre,,vin ; de Chypre,rewire,[Vin ; de Cypre] [Vin ; de Chipres] [Vin ; de chipres] [Vin; de Chipres] [Vin ; de chipre] [Vin ; de Chypre] [vin de chipres] [Vin ; de Chipre],,yes,
vin ; de Cioutan,,vin ; de Cioutan,rewire,[Vin ; de Cioutan],,yes,
vin ; de Clerac,,vin ; de Clerac,rewire,[Vin ; de Clerac],,yes,
vin ; de Cognac,,vin ; de Cognac,rewire,[Vin; de Cognac] [Vin ; de cognac] [Vin Cognac] [Vin ; de Cognac] [Vin de coignac] [Vin de cognac] [Vin de Cognac] [Vin du Cognac],,yes,
vin ; de Condrieux,,vin ; de Condrieux,rewire,[Vin ; de Condrifeux],,yes,
vin ; de Corse,,vin ; de Corse,rewire,[Vin de Corse],,yes,
vin ; de Dauphiné,,vin ; de Dauphiné,rewire,[Vin ; de Dauphiné],,yes,
vin ; de deviet,,vin ; de deviet,rewire,[Vin de deviet],,yes,
vin ; de Dijon,,vin ; de Dijon,rewire,[Vin ; de Dijon],,yes,
vin ; de Domé,,vin ; de Domé,rewire,[Vin ; de dome] [Vin ; de Domé],,yes,
vin ; de Flandres,,vin ; de Flandres,rewire,[Vins ; de Flandres],,yes,
vin ; de Florence,,vin ; de Florence,rewire,[Vin ; de Florence],,yes,
vin ; de France,,vin ; de France,rewire,[Vins ; de France] [Vin ; de France] [Vin de France],,yes,
vin ; de France ; commun,,vin ; de France,rewire,[Vins ; de France ; Commun],,yes,
vin ; de France ; d'Anjou,,vin ; de France,rewire,[Vins ; de France ; D'anjou] [Vins de France ; D'anjou],,yes,
vin ; de France ; d'Orléans,,vin ; d'Orléans,rewire,[Vins ; de France ; D'Orléans],,yes,
vin ; de France ; de Bordeaux ; au muid,,vin ; de Bordeaux,rewire,[Vins ; De France ; De Bordeaux au muid],,yes,
vin ; de France ; de Bordeaux ; de retour,,vin ; de Bordeaux,rewire,[Vins ; De France ; De Bordeaux de retour],,yes,
vin ; de France ; de Champagne,,vin ; de France ; de Champagne,rewire,[Vins ; de France ; de Champagne] [Vins de France ; De champagne],,yes,
vin ; de France ; de Dauphine,,vin ; de Dauphiné,rewire,[Vins ; De France ; de Dauphine],,yes,
vin ; de France ; de Gascogne,,vin ; de France ; de Gascogne,rewire,[Vins ; de France ; de Gascogne],,yes,
vin ; de France ; de Provence,,vin ; de Provence,rewire,[Vins ; de France ; de Provence] [Vins ; De France ; De provence] [Vins ; De France ; De Provence],,yes,
vin ; de France ; de Rhône,,vin ; de France,rewire,[Vins ; De France ; De Rhône],,yes,
vin ; de France ; de Roussillon,,vin ; de France,rewire,[Vins ; De France ; De Roussillon],,yes,
vin ; de France ; de Saintonge,,vin ; de France,rewire,[Vins ; De France ; De Saintonge],,yes,
vin ; de France ; de Touraine,,vin ; de France,rewire,[Vins ; De France ; De Touraine],,yes,
vin ; de France ; divers,,vin ; de France,rewire,[Vins ; de France ; divers] [Vins ; De France divers] [Vins ; De France ; Divers] [Vins de France ; Divers],,yes,
vin ; de Gaillac,,vin ; de Gaillac,rewire,[Vin ; de Gayac] [Vin ; de Gaillac],,yes,
vin ; de Garonne,,vin ; de Garonne,rewire,[Vin ; de Garonne],,yes,
vin ; de Gênes,,vin ; de Gênes,rewire,[Vin ; de Genes],,yes,
vin ; de Gensac,,vin ; de Gensac,rewire,[Vin ; de Geusac] [Vin ; de Gensac],,yes,
vin ; de Gilly,,vin ; de Gilly,rewire,[Vin ; de Gilly],,yes,
vin ; de Grèce,,vin ; de Grèce,rewire,[Vin de Grèce],,yes,
vin ; de Guacy,,vin ; de Guacy,rewire,[Vin de Guacy],,yes,
vin ; de Hainaut,,vin ; du Hainaut,rewire,[Vins ; de Hainaut],,yes,
vin ; de Haule,,vin ; de Haule,rewire,[Vin de haule],,yes,
vin ; de haut,,vin ; de haut,rewire,[Vin ; de haut],,yes,
vin ; de jauge gros bard,,vin ; en fût,rewire,[Vin ; de jauge gros bard],,yes,
vin ; de Lorraine,,vin ; de Lorraine,rewire,[Vin ; de Lorraine] [Vin ; de lorraine],,yes,
vin ; de Lyon,,vin ; de Lyon,rewire,[Vin; de Lyon] [Vin ; de Lyon],,yes,
vin ; de Mâcon,,vin ; de Mâcon,rewire,[Vin ; de Macon],,yes,
vin ; de Malvoisie,,vin ; de Malvoisie,rewire,[Vin de Malvoisie] [Vin ; de Malvaisie] [Vin ; de Mavoisie] [Vin; de Malvoisie] [Vin ; de Malvoisie],,yes,
vin ; de Manheim,,vin ; de Manheim,rewire,[Vin ; de Manheim] [Vin; de Manheim],,yes,
vin ; de Marennes,,vin ; de Marennes,rewire,[Vin ; de Marennes] [Vin de Marenne] [Vin de Marennes],,yes,
vin ; de Metz,,vin ; de Metz,rewire,[vin de Metz],,yes,
vin ; de Mezac,,vin ; de Mezac,rewire,[Vin ; de Mezac],,yes,
vin ; de montagne,,vin ; de montagne,rewire,[vin de Montagne],,yes,
vin ; de Moselle,,vin ; de Moselle,rewire,[vin de moselle] [Vin de Moselle] [Vin ; de Mozelle] [Vin de Mozelle],,yes,
vin ; de Mursante,,vin ; de Mursante,rewire,[Vin ; de Mursante],,yes,
vin ; de Murville,,vin ; de Murville,rewire,[vin de Murville],,yes,
vin ; de N. Jean,,vin ; de N. Jean,rewire,[Vin ; de N. Jean.] [Vin; de N. Jean.],,yes,
vin ; de Navarre,,vin ; de Navarre,rewire,[Vin;de Navarre] [Vin ; de Navarre] [Vin de navarre],,yes,
vin ; de Picardan,,vin ; de Picardan,rewire,[Vin de Picardon] [Vin ; de Picardan],,yes,
vin ; de poisson,,vin ; de poisson,rewire,[Vin ; de poisson],,yes,
vin ; de Poitou,,vin ; de Poitou,rewire,[Vin de Poitou],,yes,
vin ; de port en port,,vin,rewire,[Vin ; de Port en port] [Vin ; de port en port],,yes,
vin ; de Porto,,vin ; de Porto,rewire,[Vin ; de Porto],,yes,
vin ; de Prague,,vin ; de Prague,rewire,[Vin de Pague] [Vin de pragues],,yes,
vin ; de Provence,,vin ; de Provence,rewire,[Vin ; de provence] [Vin; de Provence] [Vin ; de Provence],,yes,
vin ; de Rivesac,,vin ; de Rivesac,rewire,[Vin ; de Rivesac],,yes,
vin ; de rivière,,vin ; de rivière,rewire,[Vin ; de riviere],,yes,
vin ; de Rochefort,,vin ; de Rochefort,rewire,[Vin ; de Rochefort] [Vin de Rochefort],,yes,
vin ; de Rome,,vin ; de Rome,rewire,[Vin ; de Rom],,yes,
vin ; de Rota,,vin ; de Rota,rewire,[Vin ; de Rota] [Vin ; de Rotta],,yes,
vin ; de Rots,,vin ; de Rots,rewire,[Vin de Rots],,yes,
vin ; de Rouys,,vin ; de Rouys,rewire,[Vin ; de Rouys],,yes,
vin ; de Sainte Foy,,vin ; de Ste. Foy,rewire,[Vin ; de Ste foi] [Vin ; de Ste. Foy],,yes,
vin ; de Samos,,vin ; de Samos,rewire,[Vin de Samos],,yes,
vin ; de Savoie,,vin ; de Savoie,rewire,[Vin ; de Savoye] [Vin ; de savoye],,yes,
vin ; de Sicile,,vin ; de Sicile,rewire,[Vin de Sicile],,yes,
vin ; de St Laurent,,vin ; de St. Laurent,rewire,[vin de St. Laurent] [Vin ; de St Laurent],,yes,
vin ; de St. Seau,,vin ; de St. Seau,rewire,[Vin ; de S .Seau],,yes,
vin ; de Suisse,,vin ; de Suisse,rewire,[Vin ; de suisse] [Vin; de Suisse] [Vin ; de Suisse],,yes,
vin ; de Theaucour,,vin ; de Thiaucourt,rewire,[vin de Theaucour],,yes,
vin ; de Tinto,,vin ; de Tinto,rewire,[Vin de TINTO],,yes,
vin ; de Touraine,,vin ; de Touraine,rewire,[Vin ; de Tourrain],,yes,
vin ; de Vienne,,vin ; de Vienne,rewire,[Vin ; de Vienne],,yes,
vin ; de ville,,vin ; de ville,rewire,[Vin ; de ville] [Vin de ville],,yes,
vin ; des Îles,,vin ; des Îles,rewire,[Vin ; des Isles],,yes,
vin ; dit Bleckaert,,vin ; dit Bleckaert,rewire,[vin dit Bleckaert],,yes,
vin ; divers,,vin ; divers,rewire,[Vin ; divers] [Vin divers] [Vins ; divers] [Vins divers],,yes,
vin ; doux,,vin ; doux,rewire,[Vin doux],,yes,
vin ; du Cap,,vin ; du Cap,rewire,[vin de Cap] [vin ; du Cap] [Vin ; du cop] [Vin; du Cap] [Vin ; du cap] [Vin ; de cap] [Vin du cap] [Vin ; du Cap],,yes,
vin ; du Cap Breton,,vin ; du Cap Breton,rewire,[Vin Cap Breton],,yes,
vin ; du Croisic,,vin ; du Croisic,rewire,[Vin; du Croisic] [Vin ; du Croisic],,yes,
vin ; du Fayal,,vin ; du Fayal,rewire,[Vin ; du Fayal],,yes,
vin ; du Haut-Pays,,vin ; du Haut-Pays,rewire,[Vin du Haut-Pays],,yes,
vin ; en bouteille,,vin,rewire,[Vin ; en bouteilles],,yes,
vin ; étranger,,vin ; étranger,rewire,[Vin ; étranger] [Vin Etranger],,yes,
vin ; hors,,vin ; hors,rewire,[Vin; hors] [Vin ; hors],,yes,
vin ; idem ; d'Alicante,,vin ; idem ; d'Alicante,rewire,[Vin; Idem; d'Alicante],,yes,
vin ; idem ; de haut,,vin ; de Bordeaux ; de haut,rewire,[Vin ; Idem ; de haut],,yes,
vin ; idem ; de la Ferté,,vin ; idem ; de la Ferté,rewire,[Vin ; Idem ; de la Ferté],,yes,
vin ; idem ; de montagne,,vin ; idem ; de montagne,rewire,[Vin ; Idem ; de Montagne] [Vin ; Idem ; de montagne],,yes,
vin ; idem ; de Reims,,vin ; idem ; de Reims,rewire,[Vin ; Idem ; de Reims],,yes,
vin ; idem ; de Rota,,vin ; idem ; de Rota,rewire,[Vin; Idem; de Rota],,yes,
vin ; idem ; de Rully,,vin ; idem ; de Rully,rewire,[Vin ; Idem ; de Rully],,yes,
vin ; idem ; Meursault,,vin ; idem ; Meursault,rewire,[Vin ; Idem ; Meursault],,yes,
vin ; jauge ; Soissons,,vin ; Soissons,rewire,[Vin ; jauge ; Soissons],,yes,
vin ; jauge ch. ; Grosbard,,vin ; jauge gros bard,rewire,[Vin; jauge ch.; Grosbard],,yes,
vin ; jauge ch. ; Paris,,vin ; en fût,rewire,[Vin ; jauge ch. ; Paris] [Vin; jauge ch.; Paris],,yes,
vin ; Malvoisie,,vin ; Malvoisie,rewire,[vin ; Malvoisie],,yes,
vin ; noir,,vin ; noir,rewire,[Vin ; noir],,yes,
vin ; ordinaire,,vin ; ordinaire,rewire,[vin ; ordinaire] [Vin; ordinaire] [Vin ordinaires] [Vin ; ordinaire] [Vin ordinaire],,yes,
vin ; ordinaire ; en miel,,vin ; ordinaire ; en miel,rewire,[Vins ; ordinaire ; en miel],,yes,
vin ; petit,,vin ; ordinaire,rewire,[Vin ; petit],,yes,
vin ; rouge,,vin ; rouge,rewire,"[Vin; rouge] [Vin , rouge] [Vins rouges] [Vin ; rouge] [vin rouge] [Vin Rouge] [Vin rouge]",,yes,
vin ; rouge ; commun,,vin ; rouge ; commun,rewire,[Vin ; rouge ; commun],,yes,
vin ; sucré,,vin ; sucré,rewire,[Vin sucré],,yes,
vinaigre ; composé,,vinaigre ; de composition,rewire,[Vinaigre ; composé],,yes,
vinaigre ; de bière,,vinaigre ; de bière,rewire,[vinaigre de bierre] [Vinaigre de bière] [Vinaigre ; de bierre],,yes,
vinaigre ; de cidre,,vinaigre ; de cidre,rewire,[Vinaigre de cidre],,yes,
vinaigre ; de composition,,vinaigre ; de composition,rewire,[Vinaigre ; De composition],,yes,
vinaigre ; de vin,,vinaigre ; de vin,rewire,[vinaigre de vins] [Vinaigre de vin] [Vinaigre ; de vin],,yes,
vinaigre ; ordinaire,,vinaigre ; ordinaire,rewire,[Vinaigre ; ordinaire] [Vinaigre ; Ordinaire],,yes,
