marchandises_norm_ortho,marchandises_simplifiees,source_bdc,nbr_bdc_marchandises_norm_ortho,nbr_bdc_marchandises_simplifiees
laine ; fine mérinos lavée,,1,14,31324
"laine ; fine, blanche, filée et teinte",,1,34,31324
"laine ; fine, filée et teinte",,1,13,31324
"laine ; mérino, lavée et en suint",,1,17,31324
laine ; mérinos en suint,,1,6,31324
laine ; mérinos lavée,,1,23,31324
laine ; ordinaire,,1,68,31324
laine ; ordinaire en masse,,1,16,31324
laine ; pelade,,1,7,31324
laine ; serge,,1,7,31324
laine ; vigogne,,1,1,31324
laine ; écrin ; lavée,,1,1,31324
lait ; battu,lait ; battu,1,1,1
"lait, doux","lait, doux",1,1,1
laiton,laiton,1,20,31
laiton ; braisé,laiton ; braisé,1,5,5
laiton ; brun,laiton ; brun,1,3,3
laiton ; brut,laiton ; brut,1,2,2
laiton ; cuivré,laiton ; cuivré,0,0,0
laiton ; divers,laiton,1,11,31
laiton ; en feuille,laiton ; en feuille,1,38,38
laiton ; en planche,laiton ; en planche,1,4,4
laiton ; filé,fil ; de laiton,1,9,407
laiton ; filé et en planche,laiton ; filé et en planche,1,13,13
laiton ; gouté,laiton ; gouté,1,4,4
laiton ; gras,laiton ; gras,1,4,4
laiton ; gratté,,1,15,31324
laiton ; gravé,laiton ; gravé,1,2,2
laiton ; gravé ou gratté,laiton ; gravé ou gratté,1,2,2
laiton ; non gratté,laiton ; non gratté,1,1,1
laiton ; ouvré,,0,0,0
laiton ; vieux,laiton ; vieux,1,51,51
laiton et cuivre,laiton et cuivre,1,1,1
laiton ; brut,,1,1,31324
laiton ; cuivré,,1,2,31324
laiton ; en feuille,,1,3,31324
laiton ; en planche,,1,1,31324
laiton ; gratté,,1,4,31324
laiton ; ouvré,,1,2,31324
lama,lama,1,1,1
lame,lame,1,1,1
lame ; d'acier,,1,1,31324
lame ; d'épée,lame ; d'épée,1,39,41
lame ; d'épée et de fleuret,lame ; d'épée,1,1,41
lame ; d'épée et de sabre,lame ; d'épée,1,1,41
lame ; de bois,lame ; de bois,0,0,0
lame ; de couteau,lame ; de couteau,1,1,1
lame ; de couteau de chasse,lame ; de couteau de chasse,1,1,1
lame ; de fer,lame ; de fer,1,1,1
lame ; de fleuret,lame ; de fleuret,1,3,3
lame ; de rasoir,,0,0,0
lame ; de sabre,lame ; de sabre,1,8,8
lame ; d'acier,,1,2,31324
lame ; de bois,,1,1,31324
lame ; de couteau,,1,1,31324
lame ; de rasoir,,1,1,31324
lampareille,étoffe ; de poil ; lampareille,1,57,87
lampareille ; de Lille,lampareille ; de Lille,1,1,1
lampe,lampe,1,12,12
lampe ; de cuivre,lampe ; de cuivre,1,1,1
lampe ; de fer,lampe ; de fer,1,6,6
lampe ; de fer ; blanc,lampe ; de fer ; blanc,1,1,1
lampe ; de laiton,lampe ; de laiton,1,1,1
lampe ; de terre,lampe ; de terre,1,1,1
lampe ; de verre,lampe ; de verre,1,1,1
lampe ; économique,,1,1,31324
lampion ; de fer,,1,1,31324
lamproie,lamproie,1,22,22
lance,lance,1,1,1
lance ; de fer,lance ; de fer,1,1,1
lance ; et piquet,lance et piquet,1,1,1
lance ; et pointe ?,lance et pointe,0,0,0
lance ; et pointe et ?,lance et pointe,1,1,2
lance ; et pointes ?,,1,1,31324
lance et beaupré,lance et beaupré,1,1,1
lance et mât,lance et mât,1,1,1
lancet à rozer voile,lancet à rozer voile,1,1,1
lanche ; de chêne ; de 4 pouces d’épaisseur,planche ; de chêne,1,1,213
lange salée,,1,1,31324
langue,langue,1,8,8
langue ; de bœuf,,1,31,31324
langue ; de bœuf ; salée,langue ; de bœuf ; salée,1,10,10
langue ; de bœuf et vache,langue ; de bœuf et vache,1,1,1
langue ; de cabillaud,,1,2,31324
langue ; de cochon,langue ; de cochon,1,1,1
langue ; de morue,,1,22,31324
langue ; de mouton,langue ; de mouton,1,1,1
langue ; fumée,langue ; fumée,1,2,2
langue ; salée,langue ; salée,1,105,105
langue ; salée ; de porc,langue ; salée ; de porc,1,1,1
langue et noe ; de morue,,1,1,31324
langue et noes ; de morue,,0,0,0
langue ; de morue,,1,1,31324
languse ; de morue,poisson ; de mer ; morue ; langue,1,2,3
lanillas,lanillas,1,25,25
lanis ; à cacheter,lanis ; à cacheter,1,1,1
lanière,lanière,1,1,1
lanterne,lanterne,1,20,21
lanterne ; d'escalier,,1,1,31324
lanterne ; de cristal,,1,2,31324
lanterne ; de verre,,1,2,31324
lanterne ; de verre décoré,lanterne,1,1,21
lanterne ; magique,,1,1,31324
lapereau,lapereau,1,1,1
lapin,lapin,1,10,10
lapis,,1,2,31324
lapis ; lazule,lapis ; lazule,1,6,6
laque,,1,1,31324
laque ; de Florence,laque ; de Florence,1,1,1
laque ; de Venise,laque ; de Venise,1,2,2
laque ; en bois,laque ; en bois,1,1,1
laque ; plate,,1,74,31324
laque ; ronde,,1,6,31324
laque ; de Venise,,1,1,31324
lard,lard,1,372,372
lard ; fumé,,1,1,31324
lard ; salé,lard ; salé,1,12,12
larque place,larque place,1,2,2
latte,latte,1,63,64
latte ; d'hêtre,latte ; de hêtre,1,1,2
latte ; d'hêtre façonnée,latte ; de hêtre façonnée,1,1,1
latte ; d'hêtre non sciée,latte ; de hêtre non sciée,1,1,1
latte ; de bois,,1,1,31324
latte ; de hêtre,latte ; de hêtre,1,1,2
latte ; de sapin,latte ; de sapin,1,1,1
latte ; dite Solververen,latte ; dite Solververen,1,1,1
latte ; dite du nord,latte ; dite du nord,1,1,1
latte ; divers,latte,1,1,64
latte ; double,latte ; double,1,1,1
latte ; en paille,latte ; en paille,1,1,1
latte ; pour couvreur de paille et plâteur,latte ; pour couvreur de paille et platreur,1,1,1
latte ; pour couvreur de tuile,latte ; pour couvreur de tuile,1,1,1
latte ; pour cuve,latte ; pour cuve,1,1,1
latte ; pour cuve de brassage,latte ; pour cuve de brassage,1,1,1
latte ; sciée,latte ; sciée,1,1,1
latte ; sciée en planche,latte ; sciée en planche,1,1,1
latte et perche,latte et perche,1,1,1
laudanum,,1,1,31324
laurier,laurier,1,4,4
lauze,lauze,1,19,19
lavande,lavande,1,1,1
lavande et hysope,lavande et hysope,1,1,1
lave-place,lave-place,1,12,12
lelarge,lelarge,1,3,5
lentille,lentille,1,19,19
leole,leole,1,1,1
lessive ; grasse,lessive ; grasse,1,3,3
lest,lest,1,1,1
lettre de change ; imprimée,lettre de change ; imprimée,1,1,1
levier,,1,3,31324
levier ferré,levier ferré,1,1,1
levure ; de bière,,0,0,0
levure de bière,levure de bière,1,12,12
levure ; de bière,,1,1,31324
libans,libans,1,2,2
libraire ; carte géographique,libraire ; carte géographique,1,2,3
libraire ; livre ; en feuille,libraire ; livre ; en feuille,1,1,1
libraire ; ordinaire,librairie,1,2,1462
librairie,librairie,1,1460,1462
librairie ; brochée,librairie ; brochée,1,2,2
librairie ; carte,libraire ; carte géographique,1,1,3
librairie ; en almanach ; broché,librairie ; en almanach ; broché,1,2,2
librairie ; en almanach ; en blanc,librairie ; en almanach ; en blanc,1,1,1
librairie ; en almanach ; relié,librairie ; en almanach ; relié,1,1,1
librairie ; en blanc,librairie ; en blanc,1,3,3
librairie ; en feuille,librairie ; en feuille,1,5,5
librairie ; reliée,librairie ; reliée,1,3,3
licane,licane,1,2,2
lie d'huile,lie d'huile,1,1,1
lie de bière,lie de bière,1,1,1
lie de vin,lie de vin,1,35,35
lien ; de fil,lien ; de fil,1,3,3
lieu noir,lieu noir,1,1,1
ligature,ligature,1,26,26
ligature ; de fil et soie,ligature ; de fil et soie,1,4,4
ligature ou droguet ; de fil et laine,ligature ou droguet ; de fil et laine,1,3,3
ligne ; d'acier,ligne ; d'acier,1,2,2
ligne ; à pêcher,ligne ; à pêcher,1,48,48
ligneul,ligneul,1,1,1
lilarge,lelarge,1,2,5
lilla,lilas,1,11,11
limaille,limaille,1,3,3
limaille ; d'argent,limaille ; d'argent,1,1,1
limaille ; de cuivre,limaille ; de cuivre,1,2,2
limaille ; de laiton,limaille ; de laiton,1,1,1
limaille de fer,limaille de fer,1,1,1
limande ; commune,limande,0,0,0
limande ; commune,,1,1,31324
limas,limas,1,3,3
lime,lime,1,123,123
lime ; d'Autriche,lime ; d'Autriche,1,1,1
lime ; d'acier,lime ; d'acier,1,30,30
lime ; d'acier et de fer,lime ; d'acier et de fer,1,1,1
lime ; de fer,quincaillerie ; de fer ; lime,1,37,43
limeneas,limeneas,1,100,100
limeneas ; bleue,,0,0,0
limeneas ; bleue,,1,1,31324
limon ; salée,limon ; salée,1,1,1
limon ou citron,limon ou citron,1,1,1
lin,lin,1,266,319
lin ; ?,lin,1,2,319
lin ; apprêté,lin ; apprêté,1,2,2
lin ; brut,lin ; brut,1,1,1
lin ; commun,lin,1,2,319
lin ; cru,lin ; cru,1,270,271
lin ; de Marienborg,lin,0,0,0
lin ; de Pologne,lin,0,0,0
lin ; de cru,,1,1,31324
lin ; divers,lin ; divers,1,14,14
lin ; en botte,lin,1,4,319
lin ; en car,lin ; en car,1,1,1
lin ; en gerbe,lin,1,10,319
lin ; en masse,lin,1,17,319
lin ; en motte,lin,0,0,0
lin ; en paille,lin,0,0,0
lin ; en pelote,lin,1,8,319
lin ; en pierre,lin ; en pierre,1,14,14
lin ; en rame,,1,49,31324
lin ; ordinaire,lin,0,0,0
lin ; peigné,lin ; peigné,1,247,247
lin ; polonais,lin,0,0,0
lin ; pour paillasson,lin ; pour paillasson,0,0,0
lin ; prussien,lin,0,0,0
lin ; prét à filer,lin ; prét à filer,1,1,1
lin ; russe,lin,0,0,0
lin ; sans paille et en potasse,lin ; sans paille et en potasse,1,1,1
lin ; sec ; non roui,lin ; sec ; non roui,1,1,1
lin ; tressé,lin ; tressé,0,0,0
lin ; vert ; non battu,lin,1,1,319
lin ; vert ; roui et non roui,lin ; vert ; roui et non roui,1,1,1
lin ; écru,,1,5,31324
lin; cru en masse,lin ; cru,1,1,271
lina,lina,1,1,1
linceul ; vieux,linceul ; vieux,1,1,1
linge,,1,1,31324
linge ; damassé,,1,2,31324
linge ; de lin ; fin,linge ; de lin ; fin,1,1,1
linge ; de table,linge ; de table,1,58,58
linge ; de table ; chemise,linge ; de table ; chemise,1,1,1
linge ; de table ; commune,linge ; de table ; commune,1,2,2
linge ; de table ; damassé,linge ; de table ; damassé,1,3,3
linge ; de table ; de toile ; de lin,,1,1,31324
linge ; de table ; fin,,1,1,31324
linge ; de table ; neuf,linge ; de table ; neuf,1,1,1
linge ; de table ; ouvré,linge ; de table ; ouvré,1,17,17
linge ; de toile ; de lin,,1,2,31324
linge ; divers,linge,1,15,15
linge ; lingerie,,1,2,31324
linge ; supporté,,0,0,0
linge ; travaillé,linge ; travaillé,1,1,1
linge ; uni,,1,2,31324
linge ; vieux,linge ; vieux,1,63,76
linge ; à tapisserie,linge ; à tapisserie,1,1,1
linge; vieux,,1,1,31324
lingerie,lingerie,1,110,110
lingerie ; chemise,lingerie ; chemise,1,8,8
lingerie ; de coton,lingerie ; de coton,1,1,1
lingerie ; de lin,,1,2,31324
lingerie ; de toile ; d'étoupe,lingerie ; de toile ; d'étoupe,1,1,1
lingerie ; de toile ; de lin,lingerie ; de toile ; de lin,0,0,0
lingerie ; en chanvre,lingerie ; en chanvre,1,1,1
lingerie ; ouvrée,lingerie ; ouvrée,1,1,1
lingerie ; vieille,linge ; vieux,1,1,76
lingerie ; de toile ; de lin,,1,9,31324
lingette,lingette,1,5,5
linge ; lingerie,,1,1,31324
linge ; supporté,,1,1,31324
linnieuse,linnieuse,1,6,6
linon,linon,1,2,2
lin ; de Marienborg,,1,1,31324
lin ; de Pologne,,1,1,31324
lin ; en motte,,1,1,31324
lin ; en paille,,1,5,31324
lin ; ordinaire,,1,1,31324
lin ; polonais,,1,1,31324
lin ; pour paillasson,,1,1,31324
lin ; prussien,,1,1,31324
lin ; russe,,1,1,31324
lin ; tressé,,1,1,31324
linéa,linéa,1,1,1
liqueur,liqueur,1,1090,1091
liqueur ; de Marseille,liqueur ; de Marseille,0,0,0
liqueur ; des îles,liqueur,1,1,1091
liqueur ; distillée,liqueur ; distillée,1,1,1
liqueur ; diverse,liqueur ; diverse,1,122,122
liqueur ; en sirop ; mélasse,liqueur ; sirop ; mélasse,1,1,2
liqueur ; fine,liqueur ; fine,1,2,2
liqueur ; médicinale,,1,1,31324
liqueur ; rhum,liqueur ; rhum,1,4,4
liqueur ; sirop,liqueur ; sirop,1,155,158
liqueur ; sirop ; fin,liqueur ; sirop ; fin,1,19,19
liqueur ; sirop ; mélasse,liqueur ; sirop ; mélasse,1,1,2
liqueur ; sirop ; mélasse étranger,liqueur ; sirop,1,3,158
liqueur ; tafia,liqueur ; tafia,1,9,9
liqueur ; à boire,liqueur ; à boire,1,18,18
liqueur et rhum,liqueur et rhum,1,9,9
liqueur et sirop ; divers,liqueur et sirop ; divers,1,5,5
liqueur et sirop ; fin,liqueur et sirop ; fin,1,25,25
"liqueur, rhum et sirop ; fin","liqueur, rhum et sirop ; fin",0,0,0
"liqueur, rhum et sirop ; fin",,1,22,31324
liqueur ; de Marseille,,1,1,31324
lisière,lisière,1,2,2
lisière ; de drap,lisière ; de drap,1,25,25
lisière ; de velours,lisière ; de velours,1,4,4
lisière et rognure ; de drap,lisière et rognure ; de drap,1,1,1
lissoir de verre,lissoir de verre,1,1,1
lit ; clos ; alcôve,literie,0,0,0
lit ; de bourre,lit ; de bourre,1,4,4
lit ; de bourre de chèvre,lit ; de bourre de chèvre,1,1,1
lit ; de campagne,,1,1,31324
lit ; de fer,lit ; de fer,1,2,3
lit ; de plume,lit ; de plume,1,20,20
lit ; de sangle,lit ; de sangle,1,1,1
lit ; en fer,lit ; de fer,1,1,3
lit ; garni,literie,1,1,3
literie,literie,1,1,3
litharge,litharge,1,260,260
litharge ; d'or,litharge ; d'or,1,7,7
litharge ; d'or et d'argent,,1,1,31324
litharge ; dur,litharge ; dur,1,1,1
litharge ; or et argent,,1,1,31324
lit ; clos ; alcôve,,1,1,31324
livre,livre,1,6,7
livre ; de musique,,1,1,31324
livre ; de piété,,1,1,31324
livre ; en blanc,livre ; en blanc,1,44,44
livre ; en feuille,livre,1,1,7
livre ; non relié,livre ; non relié,1,1,1
livre ; registre,livre ; registre,1,1,1
livre ; relié,livre ; relié,1,1,1
liège,liège,1,266,269
liège ; bouchon,liège ; bouchon,1,48,49
liège ; divers,liège ; divers,1,4,4
liège ; du Portugal et d'Espagne,liège,1,2,269
liège ; en bois,liège,1,1,269
liège ; en bouchon,liège ; bouchon,1,1,49
liège ; en catalant,liège ; en catalant,1,1,1
liège ; en feuille,liège ; planche,1,1,244
liège ; en planche,,0,0,0
liège ; ouvré,liège ; ouvré,0,0,0
liège ; planche,liège ; planche,1,243,244
liège ; planche et bouchon,liège ; planche et bouchon,1,6,6
liège et provision,liège et provision,1,1,1
liège ; en planche,,1,3,31324
liège ; ouvré,,1,1,31324
lièvre,lièvre,1,4,4
loche ; cobitidae,poisson ; loche,0,0,0
loches ; cobitidae,,1,1,31324
locquet,laine,1,1,684
long ; vieux,long ; vieux,1,1,1
loup marin,loup marin,1,1,1
loupin,loupin,1,5,5
louveas,louveas,1,1,1
luge,luge,1,3,3
lunette,lunette,1,39,39
lunette ; d'approche,,0,0,0
lunette ; d'écaille,,1,2,31324
lunette ; de corne,,1,1,31324
lunette ; garnie ; de corne,,1,1,31324
lunette ; à charnière ; d'argent,,1,1,31324
lunette ; d'approche,,1,2,31324
lustre,lustre,1,90,90
lustre ; de Venise,lustre ; de Venise,1,3,3
lustre ; de bois ; doré,,1,1,31324
lustre ; de cristal,,1,2,31324
lustre ; de cristal et verre,lustre ; de cristal et verre,1,1,1
lustrine,lustrine,1,2,2
luth,,1,1,31324
luze,luze,1,1,1
lycopode,lycopode,1,1,1
lystre,lystre,1,1,1
légume,légume,1,1022,1083
légume ; ail,légume ; ail,1,2,2
légume ; champignon,légume ; champignon,1,1,1
légume ; chou-fleur,légume ; chou-fleur,1,1,1
légume ; divers,légume,1,60,1083
légume ; fève,légume ; fève,1,13,13
légume ; haricot,légume ; haricot,1,6,6
légume ; mêlé,légume,1,1,1083
légume ; poix,légume ; poix,1,8,8
"légume ; poix, fève et haricot","légume ; poix, fève et haricot",1,2,2
légume ; pomme de terre,légume ; pomme de terre,1,3,3
légume ; sec,légume ; sec,1,2,2
légume ; trèfle,légume ; trèfle,0,0,0
légume ; vert et sec,légume ; vert et sec,0,0,0
légume ; à la daube,légume ; à la daube,1,1,1
légume ; trèfle,,1,1,31324
légume ; vert et sec,,1,25,31324
mache ; de fer,mache ; de fer,1,1,1
machicot,,1,5,31324
machine ; militaire,,1,1,31324
machine ; pour fabriquer le tabac,machine ; pour fabriquer le tabac,0,0,0
machine ; à feu,machine ; à feu,0,0,0
machine ; à éteindre le feu,,1,1,31324
machine ; pour fabriquer le tabac,,1,1,31324
machine ; à feu,,1,1,31324
macis,,1,60,31324
madras,madras,1,1,1
madrier,madrier,1,2,2
madrier ; d'acajou,madrier ; d'acajou,1,10,10
madrier ; de bois ; d'acajou,,1,1,31324
madrier ; de bois de couleur,madrier ; de bois de couleur,1,1,1
madrier ; de chêne,madrier ; de chêne,1,1,1
madrier ; de merisier,madrier ; de merisier,1,2,2
madrier ; de noyer,madrier ; de noyer,1,2,2
madrier ; de noyer ; de 10 pieds,,1,1,31324
madrier ; de prusse,madrier ; de prusse,1,1,1
madrier ; de sapin,madrier ; de sapin,1,4,4
mahaleb,mahaleb,1,1,1
maiclais,maiclais,1,1,1
maillicot,maillicot,1,1,1
malachite,pierre,1,1,59
malbroug,malbroug,1,2,2
malemole,malemole,1,1,1
malle,malle,1,9,9
malle ; de cuir,malle ; de cuir,1,1,1
malle ; travaillée,malle ; travaillée,1,1,1
malle ; valise et coffre,malle ; valise et coffre,1,1,1
malle ; vide,malle ; vide,1,4,4
mallette ; travaillée,mallette ; travaillée,1,1,1
mallon,mallon,1,1,1
malt,malt,1,1,3
malt en sac,malt,1,1,3
malt en tonneau,malt,1,1,3
manade,manade,1,1,1
manche ; brodée,manche ; brodée,1,2,2
manche ; d'alaisne,manche ; d'alaisne,1,1,1
manche ; de Broses,manche ; de Broses,1,1,1
manche ; de balai,manche ; de balai,1,7,7
manche ; de bois blanc,,1,1,31324
manche ; de fouet,,1,1,31324
manche ; de fourche et de balai,manche ; pour jardinage,1,1,7
manche ; de gaffe,manche ; de gaffe,1,41,41
manche ; de mail,manche ; de mail,1,11,11
manche ; de pioche,manche ; pour jardinage,1,5,7
manche ; pour binage à pousser,manche ; pour jardinage,1,1,7
manche ; à lave place,manche ; à lave place,1,10,10
manchette,manchette,1,5,5
manchette ; brodée,manchette ; brodée,1,98,98
manchette ; de dentelle,manchette ; de dentelle,1,3,3
manchette ; de mousseline ; brodée,,1,1,31324
manchette et mouchoir ; brodée,manchette et mouchoir ; brodée,1,1,1
manchette et mouchoir ; de mousseline,manchette et mouchoir ; de mousseline,1,1,1
manchon,manchon,1,62,62
manchon ; commun,manchon ; commun,1,4,4
manchon ; de martre,manchon ; de martre,1,1,1
manchon ; de peau ; de grebes,,1,1,31324
manchon ; de peau de loup et d'ours,manchon ; de peux de loup et d'ours,0,0,0
manchon ; de peu de loup et d'ours,,1,1,31324
manchon ; de plume,manchon ; de plume,1,2,2
manchon ; de prix,,1,1,31324
manchon ; de renard,manchon ; de renard,1,2,2
manchon ; de tigre,manchon ; de tigre,1,2,2
manchon ; de velours,manchon ; de velours,1,1,1
manchon ; fin,manchon ; fin,1,1,1
manchon ; laine,manchon ; laine,1,1,1
manchon et platine,,1,1,31324
mandarin,mandarin,1,1,1
mandarine,,1,1,31324
mande et berce ; d'osier,mande et berce ; d'osier,1,1,1
manganèse,manganèse,1,33,33
manicot,manicot,1,3,3
maniguette,maniguette,1,5,5
manille,manille,1,2,2
maniquette,,1,26,31324
manivelle,manivelle,1,1,1
manivelle ; de fer,,1,1,31324
manne,manne,1,423,423
manne ; de Calabre,manne ; de Calabre,0,0,0
manne ; fine,manne ; fine,1,1,1
manne ; de Calabre,,1,12,31324
manteau,manteau,1,7,7
manteau ; court,manteau ; court,1,1,1
manteau ; de fourrure d'agneau,manteau ; de fourrure d'agneau,1,1,1
manteau ; vieux,manteau ; vieux,1,1,1
mantelet,mantelet,1,9,9
mantelet ; court,mantelet ; court,1,1,1
mantelet ; de soie,mantelet ; de soie,1,1,1
mantille ; d'écarlate ; brodée d'or,,1,1,31324
maquereau,maquereau,1,35,35
maquereau ; salé,maquereau ; salé,1,35,35
maquereau ; salé,,1,1,31324
maquet,maquet,1,13,13
marbre,marbre,1,127,127
marbre ; blanc,marbre ; blanc,1,1,1
marbre ; brun,marbre ; brun,1,11,11
marbre ; brut,marbre ; brut,1,151,151
marbre ; bâtard,,0,0,0
marbre ; divers,marbre ; divers,1,3,3
marbre ; en bloc,marbre ; en bloc,1,1,1
marbre ; en pierre,marbre ; en pierre,1,5,5
marbre ; en table,marbre ; en table,0,0,0
marbre ; noir ; travaillé,marbre ; noir ; travaillé,1,1,1
marbre ; ouvré,marbre ; ouvré,1,1,209
marbre ; rond,marbre ; rond,1,1,1
marbre ; rouge et gris,marbre ; rouge et gris,1,1,1
marbre ; travaillé,marbre ; travaillé,1,1,1
marbre ; à jouer,marbre ; à jouer,1,2,2
marbre ; bâtard,,1,1,31324
marbre ; en table,,1,29,31324
marc,marc,1,2,2
marc ; divers,marc ; divers,1,5,5
marc d'olive,marc d'olive,1,1,1
marc de raisin,marc de raisin,1,4,4
marcassin,marcassin,1,2,2
marcassite,marcassite,1,4,4
marcerie,marcerie,1,1,1
marchandise,marchandise,1,3,1268
marchandise ; blanche,marchandise ; blanche,1,23,23
marchandise ; blanche ; de la compagnie,marchandise ; blanche ; de la compagnie,1,2,2
marchandise ; de Montauban,marchandise ; de Montauban,1,10,10
marchandise ; de détail,marchandise,0,0,0
marchandise ; de la côte,marchandise ; de la cote,1,2,2
marchandise ; de mode,marchandise ; de mode,1,111,111
marchandise ; de retour faute de vente ; contrebordée,marchandise ; de retour faute de vente ; contrebordée,1,1,1
marchandise ; de retour faute de vente ; etain,marchandise ; de retour faute de vente ; etain,1,1,1
