marchandises,marchandises_normalisees_orthogr,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
3///Subsistances///Epiceries diverses,épicerie ; diverse,1,5,391
3///Subsistances///Giroffle,girofle,1,2,558
3///Subsistances///Girofle,girofle,1,19,558
3///Subsistances///Muscade,muscade,1,4,309
3///Subsistances///Poivre,poivre,1,40,718
3///Suite des matières premières///Alun,alun,1,6,1144
3///Suite des matières premières///Azur,azur,1,4,439
3///Suite des matières premières///Cochenille,cochenille,1,4,816
3///Suite des matières premières///Céruse,céruse,1,2,481
3///Suite des matières premières///Drogues diverses réunies,drogue ; réunie ; diverse,1,15,16
3///Suite des matières premières///Garance,garance,1,3,775
3///Suite des matières premières///Indigo,indigo,1,6,1740
3///Suite des matières premières///Noix de galle,noix ; de galle,1,3,213
3///Suite des matières premières///Rocou,rocou,1,1,951
?,???,1,2,90
? ; blanc,???,1,2,90
? ; brun,???,1,2,90
? ; diverses,???,1,4,90
? et lances/piquets,???,0,0,0
??,???,0,0,0
?? (le douzaine),???,0,0,0
???,???,0,0,0
Abacir,abacir,1,1,1
Acacia,acacia,1,2,519
Acacia ; germanica,acacia ; germanica,1,1,1
Accorus,accorus,1,1,1
Achia,achia,1,5,5
Acier,acier,1,784,797
Acier ; brut,ouvrage ; de corail,1,6,6
Acier ; en barres,acier ; en barre,1,3,3
Acier ; ouvré,ouvrage ; d'acier,1,5,5
Acier brun,acier ; brun,1,1,1
Acier ouvré,ouvrage ; d'acier,1,1,1
Aciers,acier,1,2,797
Acon,arçon,1,1,1
Acons ; de selle,arçon ; de selle,1,2,4
Acons ; démontés,acon démonté,1,1,8
Acons ; en gabares ; démontés,arçon démonté ; en gabare,1,1,1
Acons demontés,acon démonté,1,3,8
Acons démonté,acon démonté,1,1,8
Acons démontés,acon démonté,1,2,8
Acore (herbe),acoru,0,0,0
Acors demontés,acon démonté,1,1,8
Acorus,acoru,1,3,4
Acuirson,acuirson,1,1,1
Adoises,ardoise,1,1,243
Aeuf,œuf,1,3,154
Affuts ; de canon,affût de canon,1,1,4
Affuts ; de fusils,affût de fusil,1,1,1
Affuts de canon,affût de canon,1,1,4
Affût de canon,affût de canon,0,0,0
Afust de fut a canon,affût de canon,1,1,4
Agaric,agaric,1,51,52
Agaric amadouvier,amadou et agaric,1,4,23
"Agaric amadouvier, brut et préparé",amadou et agaric,1,6,23
Agaric brut et préparé,agaric,1,6,22
Agarie,agaric,1,15,22
"Agarie amadouvier, brut et préparé",amadou et agaric,1,6,23
Agathe,agathe,1,6,11
Agneaux,agneau,1,51,51
Agoutals,agoutal,1,1,1
Agoutals de bois,agoutal ; de bois,1,2,2
Agrais ; de navires,agrè ; de navire,1,2,6
Agremens,agrément,1,1,4
Agremens ; de soye,agrément ; de soie,1,8,39
Agremens ; de soye et d'argent,agrément ; de soie et d'argent,1,1,1
Agremens ; de soye et fil,agrément ; de soie et fil,1,1,1
Agremens ; de soye or et argent faux,agrément ; de soie or et argent ; faux,1,1,1
Agremens ; or et argent,agrément ; d'or et d'argent,1,1,4
Agremens; de soye,agrément ; de soie,1,4,7
Agrement ; au quart,agrément ; au quart,1,1,1
Agrement ; de soye,agrément ; de soie,1,1,1
Agrement de Soye,agrément ; de soie,1,1,7
Agrements,agrément,1,2,12
Agrements ; d'or,ouvrage ; d'étain,1,1,1
Agrements ; de fil,agrément ; de fil,1,4,7
Agrements ; de soye,agrément ; de soie,1,6,39
Agrements ; or et argent,agrément ; d'or et d'argent,1,1,4
Agrets,agrè,1,1,2
Agrès ; de navire,agrè ; de navire,1,2,6
Agrès ; de navire ; en voiles,agrè ; de navire ; en voile,1,1,1
Agrès de navires,agrè ; de navire,1,1,6
Agrémens,agrément,1,3,4
Agrémens ; au quart,ouvrage ; d'étain,1,1,2
Agrémens ; auquart,agrément ; au quart,1,1,2
Agrémens ; de fil,agrément ; de fil,1,2,7
Agrémens ; de fleurs,agrément ; de fleur,1,1,1
Agrémens ; de soye,agrément ; de soie,1,9,39
Agrémens ; or et argent,agrément ; d'or et d'argent,1,1,4
Agrémens; d'argent,agrément ; d'argent,1,1,1
Agrémens; de fil,agrément ; de fil,1,1,1
Agrément ; d'argent,agrément ; d'argent,1,1,1
Agrément ; de fil,agrément ; de fil,1,1,7
Agrément ; de soye,agrément ; de soie,1,8,39
Agréments,agrément,1,10,12
Agréments ; de soye,agrément ; de soie,1,8,39
Agréments ; or et arg,agrément ; d'or et d'argent,1,1,4
Agréments de soye,agrément ; de soie,1,2,7
Agrés ; de navire,agrè ; de navire,1,1,6
Aiglefin,agrè,0,0,0
Aigre ; de cidre,aigre ; de cidre,1,6,6
Aigre ; de vitriol,aigre ; de vitriol,1,8,11
Aigre de vitriol,aigre ; de vitriol,1,3,11
Aigrettes,aigrette,1,6,8
Aiguiles,aiguille,1,1,145
Aiguille,aiguille,1,1,145
Aiguille ; a voile,aiguille ; à voile,1,2,9
Aiguille A Toile,aiguille ; à toile,1,1,1
Aiguille A coudre,aiguille ; à coudre,1,1,15
Aiguille a coude,aiguille ; à coudre,1,1,15
Aiguille a coudre,aiguille ; à coudre,1,1,15
Aiguille à coudre,aiguille ; à coudre,1,1,15
Aiguiller,aiguille,1,5,145
Aiguilles,aiguille,1,137,145
Aiguilles ; a coudre,aiguille ; à coudre,1,1,15
Aiguilles ; a voile,aiguille ; à voile,1,1,9
Aiguilles ; a voiles,aiguille ; à voile,1,4,9
Aiguilles ; à coudre,aiguille ; à coudre,1,3,15
Aiguilles ; à voile,aiguille ; à voile,1,2,9
Aiguilles A coudres,aiguille ; à coudre,1,1,15
Aiguilles a Voile,aiguille ; à voile,1,2,4
Aiguilles a coudre,aiguille ; à coudre,1,1,15
Aiguilles a coudres,aiguille ; à coudre,1,2,15
Aiguilles à coudre,aiguille ; à coudre,1,3,15
Ailer,ail,1,2,118
Ailes,ail,1,1,118
Ailes de moulin,aile de moulin,0,0,0
Ailor,ail,1,2,118
Ails,ail,1,71,118
Ains ; a pêcher,ain à pêcher,1,1,15
Ains ; à pescher,ain à pêcher,1,2,15
Ains à pecher,ain à pêcher,1,5,15
Ains à pescher,ain à pêcher,1,4,15
Ains à pêcher,ain à pêcher,1,2,15
Airain,airain,1,4,8
Airain ; en batterie,airain ; en batterie,1,2,2
Airain ; non ouvré,airain,1,4,8
Airain ; ouvré,ouvrage ; d'airain,1,14,14
Ajamier,ajami,1,2,66
Ajamir,ajami,1,1,66
Ajamis,ajami,1,60,66
Ajamix,ouvrage ; de plomb,1,1,66
Ajustemens,ajami,1,2,66
Ajustement,ajustement,1,3,34
Ajustement ; de femme,ajustement ; de femme,1,1,2
Ajustements,ajustement,1,27,34
Ajustements ; de femme,ajustement ; de femme,1,1,2
Akia,akia,1,1,1
Akia ; espèce de salade,akia ; espèce de salade,1,1,1
Alaisnes,ajustement,1,3,34
Alambic,ajustement,1,1,34
Alambics,alambic,1,5,9
Alambie ; de terre,alambic ; de terre,1,1,1
Alaya,alana,1,18,18
Albatre,albâtre,1,2,2
Albâtre et marbres ouvrés,albâtre et marbre ouvré,1,15,29
Albâtres et marbres ouvrés,albâtre et marbre ouvré,1,14,29
Alcanum duplicatum,alcanum duplicatum,1,1,1
Alegias,alegia,1,1,1
Alembics,alambic,1,4,9
Alennes,alenne,1,1,1
Alibania,aliban,1,1,18
Alibanic,aliban,1,1,6
Alibanis,aliban,1,14,18
Alibans,aliban,1,3,18
Alkermés,alkerme,1,1,1
Alleaux,alleaux,1,1,1
Alloes,aloès,1,1,1
Alloës ; commun,aloès ; commun,1,1,1
Allumettes,allumette,1,4,34
Allumettes ; a vin,allumette ; à vin,1,2,5
Allumettes ; souffrées,allumette ; souffrée,1,1,1
Allun,alun,1,1,1
Almanachs,almanac,0,0,0
Alocir,alocir,0,0,0
Aloes,aloès,1,36,105
Aloes ; cabalin,aloès cabalin,1,1,2
Aloes Cabalin,aloès cabalin,1,1,2
Alois,aloès,1,1,105
Aloses,aloses,1,1,1
Aloès,aloès,1,7,105
Aloës,aloès,1,49,105
Aloüettes,alouette,1,1,2
Alpargalle,alpargate,1,1,7
Alpargatte,alpargate,1,3,7
Alpargattes,alpargate,1,3,7
Alpiste,alpiste,1,4,9
Alpistre,alpiste,1,5,9
Alquifou,alquifoux,1,1,42
Alquifoulx,alquifoux,1,1,42
Alquifoux,alquifoux,1,40,42
Alquifoux et mine de plomb,alquifoux et mine de plomb,1,36,59
"Alquifoux, mine de plomb ou graphite",alquifoux et mine de plomb,1,23,59
Alquitra,alquitra,1,3,3
Alum,alun,0,0,0
Alumette,allumette,1,2,34
Alumettes,allumette,1,26,34
Alumettes ; a vin,allumette ; à vin,1,3,5
Alumettes ; droguées,allumette ; droguée,1,3,3
Alumettes ; epicées,allumette ; épicée,1,1,1
Alumettes ; souffrées,allumette ; soufrée,1,6,6
Alumettes operées et souffrées,allumette,1,1,34
Alun,alun,1,1003,1144
Alun ; de Rome,alun ; de Rome,1,1,2
Alun de Romes,alun ; de Rome,1,1,2
Alun de fer,alun ; de fer,0,0,0
Alun gâté,alun ; gâté,1,1,1
Amadon,amadou,1,8,109
Amadou,amadou,1,83,109
Amadou et agaric amadouvier,amadou et agaric,1,7,23
Amadoux,amadou,1,4,109
Amande cassées,amande ; cassée,1,2,103
Amande et pruneaux,amande et pruneau,0,0,0
Amandeic,amande,1,4,490
Amandes,amande,1,482,490
Amandes  : cassées,amande ; cassée,0,0,0
Amandes : cassées,amande ; cassée,1,1,103
Amandes ; ameres,amande ; amère,1,1,1
Amandes ; cassees,amande ; cassée,1,5,103
Amandes ; cassées,amande ; cassée,1,63,103
Amandes ; diverses,amande,1,2,490
Amandes ; en cocques,amande ; en coque,1,3,102
Amandes ; en coque,amande ; en coque,1,3,102
Amandes ; en coques,amande ; en coque,1,48,102
Amandes Cassées,amande ; cassée,1,3,103
Amandes cassées,amande ; cassée,1,12,103
Amandes casées,amande ; cassée,1,1,103
Amandes douces,amande ; douce,1,3,3
Amandes en Coques,amande ; en coque,1,1,102
Amandes en coque,amande ; en coque,1,2,102
Amandes en coques,amande ; en coque,1,27,102
Amandes et pruneaux,amande et pruneau,0,0,0
Amandes et savon,amande et savon,0,0,0
Amandes et vert-de-gris,amande et vert-de-gri,0,0,0
"Amandes, raisons secs et savon","amande, raison sec et savon",0,0,0
Amandes; cassées,amande ; cassée,1,10,103
Amandes; en coques,amande ; en coque,1,13,102
Amandeu,amadou,1,13,109
Amandres et raisins secs,amande et raisin sec,0,0,0
Amandres et savon,amande et savon,0,0,0
Ambrain a grande Barique,ambrain a grande barique,1,1,1
Ambre,ambre,1,30,31
Ambre ; carabé,ambre ; karabé,1,6,9
Ambre ; gris,ambre ; gris,1,10,11
Ambre ; jaune,ambre ; jaune,1,17,26
Ambre ; jaune ; travaillé,ambre ; jaune ; travaillé,1,1,1
Ambre ; moulu,ambre ; moulu,1,2,2
Ambre jaune,ambre ; jaune,1,1,26
Ambre; carabé,ambre ; karabé,1,3,9
Ambre; grin,ambre ; gris,1,1,11
Ambre; jaune,ambre ; jaune,1,3,26
Ambres,ambre,1,1,29
Ambres Jaune,ambre ; jaune,1,2,26
Amcons,hameçon,1,1,29
Ameconie,hameçon,1,1,29
Amecons,hameçon,1,7,29
Amendes,amande,1,1,490
Amendes ; cassées,amande ; cassée,1,1,1
Amendes cassées,amande ; cassée,1,1,103
Amer,amer,1,3,3
Amertis,amertis,1,1,1
Ameson,hameçon,1,1,29
Ameçon,hameçon,1,1,29
Ameçons,hameçon,1,16,29
Ameçons ; cassées,hameçon,1,1,29
Amidon,amidon,1,549,585
Amirons,amidon,1,1,585
Ammoniac,ammoniac,1,1,1
Ammonium,ammonium,1,1,1
Amomum,amomum,1,5,6
Amomum verum,amomum verum,1,1,2
Amonum verum,amomum verum,1,1,2
Anabas,ananas,1,27,32
Anacardes,anacardes,1,1,1
Ananas ; confit,ananas ; confit,1,1,1
Ananbas,ananas,1,1,32
Anatose,anatose,1,1,1
Anches ; de tonneaux,anse ; de tonneau,1,2,2
Anchoies,anchois,1,1,331
Anchois,anchois,1,297,331
Anchoix,anchois,1,31,331
Anchoyes,anchois,1,1,331
Anclumes de fer,enclume ; de fer,1,1,60
Ancre ; de fer,ancre ; de fer,1,10,197
Ancre de Fer,ancre ; de fer,1,2,16
Ancre de fer,ancre ; de fer,1,2,16
Ancre gravellée,ancre ; gravelée,1,1,1
Ancres,ancre,1,2,2
Ancres ; de fer,ancre ; de fer,1,42,197
Ancres de Fer,ancre ; de fer,1,1,16
Ancres de fer,ancre ; de fer,1,24,197
Ancres vuides,ancre ; vide,1,1,1
Andes,andes,1,1,1
Andouille,andouille,1,1,1
Andouilles,andouille,1,17,197
Andouillette,andouillette,1,1,1
Anes,âne,1,41,111
Angelique,angélique,1,12,18
Anguille Salée,anguille ; salée,1,1,3
Anguilles,anguille,1,19,20
Anguilles salées,anguille ; salée,1,1,3
Angélique,angélique,1,4,18
Aniec,anis,1,5,217
Anille,anis,1,1,217
Animaux domestiques,animal ; domestique,0,0,0
Animoine crû,antimoine,1,1,119
Anis,anis,1,208,217
Anis ; etoillé,anis ; étoilé,1,1,8
Anis ; etoilé,anis ; étoilé,1,2,8
Anis ; verds,anis ; vert,1,1,18
Anis ; vers,anis ; vert,1,1,18
Anis ; vert,anis ; vert,1,3,18
Anis ; étoile,anis ; étoilé,1,1,8
Anis et sucre,anis et sucre,0,0,0
Anis etoile,anis ; étoilé,1,1,8
Anis vert,anis ; vert,1,13,18
Anis étoilé,anis ; étoilé,1,3,8
Anise,anisette,1,4,42
Anisette,anisette,1,23,42
Anizete,anisette,1,1,42
Anizette,anisette,1,10,42
Anizette ; de Bordeaux,anisette ; de Bordeaux,1,2,2
Anizettes,anisette,1,3,42
Annabas,ananas,1,1,32
Annizete,anisette,1,1,42
Anpects,anspects,1,2,87
Anspect,anspects,1,11,87
Anspecte,anspects,1,2,87
Anspectre,anspects,1,1,87
Anspects,anspects,1,65,87
Antimoine,antimoine,1,104,119
Antimoine ; Crû,antimoine ; crû,1,1,1
Antimoine ; cru,antimoine,1,8,119
Antimoine Cru,antimoine,1,1,119
Antimoine cru,antimoine,1,2,119
Antimoine crue,antimoine,1,1,119
Antimonium,antimoine,0,0,0
Antofle ; de gerofle,antofle ; de girofle,1,1,9
Antolfe ; de gerofle,antofle ; de girofle,1,1,9
Antolfe ;de geroffle,antofle ; de girofle,1,1,9
Antolphe,antofle,1,1,1
Antolphe ; de geroffle,antofle ; de girofle,1,2,9
Antolphe ; de girofle,antofle ; de girofle,1,1,9
Antolphe de geroffle,antofle ; de girofle,1,2,9
Apied,apiers,1,1,2
Apiers,apiers,1,1,2
Apioa,antofle ; de girofle,1,1,9
Apios,apios,1,1,4
Appios,apios,1,1,4
Appos,apios,1,1,4
Approvisionnement,approvisionnement,0,0,0
Aracq,aracq,1,3,6
Arak (boisson),aracq,0,0,0
Arbaletrie et Cartes Marines,arbaletrie et carte marine,1,1,1
Arbre ; à fruit,arbre ; à fruit,1,1,1
Arbre à planter,arbre ; à planter,1,5,109
Arbres,arbre,1,1,35
Arbres ; a planter,arbre ; à planter,1,4,5
Arbres ; chênes,arbre ; chêne,0,0,0
Arbres ; en ?,arbre,1,1,35
Arbres ; en plants,arbre ; à planter,1,2,109
Arbres ; en plants ; de bois ; d'auban,arbre ; en plant ; de bois ; d'auban,1,1,1
Arbres ; en plants ; de bois d',arbre ; en plant ; de bois,1,1,2
Arbres ; fruitiers,arbre ; à fruit,1,18,21
Arbres ; plants de bois,arbre ; en plant ; de bois,1,1,2
Arbres ; tilleul,arbre ; tilleul,1,1,3
Arbres ; tilleuls,arbre ; tilleul,1,1,3
Arbres ; à fruit,arbre ; à fruit,1,1,1
Arbres ; à planter,arbre ; à planter,1,53,109
Arbres aplanter,arbre ; à planter,1,1,109
Arbres et arbeissaux,arbre,1,1,35
Arbres et arbrisseaux,arbre,1,24,35
Arbres et arbustes,arbre,1,4,35
Arbres et arbustes ; divers,arbre,1,2,35
Arbres et plants ; divers,arbre,1,1,35
Arbres fruitiers,arbre ; à fruit,0,0,0
Arbres tilleuds,arbre ; tilleul,1,1,3
Arbres à planter,arbre ; à planter,1,46,109
Arbres à transformer en pompes,arbre ; à transformer en pompe,0,0,0
Arbres;  à planter,arbre ; à planter,1,1,5
Arbrisseaux,arbrisseau,1,5,5
Arbustes,arbre ; à fruit,1,1,21
Arcanson,arcanson,1,2,2
Arcanum ; du plicatum,arbre,1,1,35
Arcenic,arsenic,1,137,169
Archiabanis,archiabanis,1,1,1
Ardois,ardoise,1,1,243
Ardoise,ardoise,1,3,243
Ardoises,ardoise,1,235,243
Ardoises ; vertes,ardoise ; verte,1,1,1
Ardoize,ardoise,1,1,243
Argent (vif) ou mercure,argent ; vif,1,8,331
Argent ; argent ; carragoux,argent ; carragoux,1,2,2
Argent ; argent ; piastres,argent ; piastre,1,3,10
Argent ; argent ; piastres d'Espagne,argent ; piastre d'Espagne,1,6,6
Argent ; argent ; piastres du Grand Seigneur,argent ; piastre du grand seigneur,1,2,2
Argent ; argent ; talaris,argent ; talari,1,4,4
Argent ; battu,argent ; battu,1,1,1
Argent ; divers,argent ; divers,1,5,5
Argent ; en lame,argent ; en lame,1,1,1
Argent ; en lingot,argent ; en lingot,1,2,11
Argent ; en lingots,argent ; en lingot,1,6,11
Argent ; en matière,argent ; en matière,1,1,1
Argent ; en nionnoye,argent ; monnayé,1,1,10
Argent ; faux,argent ; faux,1,7,10
Argent ; fin,argent ; fin,1,1,1
Argent ; monnoyé,argent ; monnayé,1,4,10
Argent ; or ; quadruples,argent ; or ; quadruple,1,3,3
Argent ; or ; sequins,argent ; or ; sequin,1,1,1
Argent ; or ; sequins vénitiens,argent ; or ; sequin,1,2,2
Argent ; vif,argent ; vif,1,109,331
Argent Vif,argent ; vif,1,2,331
Argent enlingots,argent ; en lingot,1,1,11
Argent et or monnoyé ; Argent brut,argent ; brut,1,1,1
Argent et or monnoyé ; Argent en feuilles,argent ; en feuille,1,1,1
Argent et or monnoyé ; Argent monnoyé,argent ; monnayé,1,1,10
Argent et or monnoyé ; Piastres,argent ; piastre,1,3,10
Argent et or monnoyé ; Séquins,argent ; or ; sequin,1,1,2
Argent et or monoyé ; Argent monoyé,argent ; monnayé,1,1,10
Argent et or monoyé ; Or monoyé,or ; monnayé,1,1,2
Argent et or monoyé ; Piastres,piastre,1,3,10
Argent et or monoyé ; Sequins,argent ; or ; sequin,1,1,2
Argent faux,argent ; faux,1,1,10
Argent oeis,argent ; vif,1,3,331
Argent ouvré,argent ; ouvré,1,1,1
Argent vif,argent ; vif,1,144,331
Argent vif et mercure,argent ; vif,1,9,331
Argent vif ou mercure,argent ; vif,1,23,331
Argent; en lingots,argent ; en lingot,1,1,11
Argent; faux,argent ; faux,1,1,10
Argent; vif,argent ; vif,1,5,331
Argenterie,argenterie,1,483,491
Argenterie ; bagues,argenterie ; bague,1,1,1
Argenterie ; boucles,argenterie ; boucle,1,2,3
Argenterie ; bugues,argenterie ; boucle,1,1,3
