marchandises	marchandises_norm_ortho		source_bdc	nbr_bdc_marchandises	nbr_bdc_marchandises_norm_ortho
Circks	circks	x	1	1	25
Cire	cire		1	17	27
Cire ; A cacheter	cire à cacheter		1	4	25
Cire ; a cacheter	cire à cacheter		1	1	25
Cire ; à cacheter	cire à cacheter		1	11	25
Cire ; à Cachetter	cire à cacheter		1	2	25
Cire ; à cachetter	cire à cacheter		1	45	640
Cire ; à cachettes	cire à cacheter		1	3	25
Cire ; à cochetter	cire à cacheter		1	2	25
Cire ; Blanche	cire blanche		1	20	281
Cire ; blanche	cire blanche		1	246	281
Cire ; blanche ; ouvré	cire blanche ouvrée		1	5	12
Cire ; blanche ; ouvrée	cire blanche ouvrée		1	1	12
Cire ; Blanches	cire blanche		1	3	281
Cire ; cierges	cire cierges		1	1	4
Cire ; Crasse	cire crasse	x	1	2	4
Cire ; d'Espagne	cire d'Espagne		1	27	38
Cire ; de bougie	cire de bougie		1	3	4
Cire ; diverse	cire diverse		1	2	9
Cire ; Diverses	cire diverse		1	7	9
Cire ; En bougie	cire en bougie		1	26	43
Cire ; en bougie	cire en bougie		1	6	43
Cire ; en bougie ; etc.	cire en bougie etc.		1	1	43
Cire ; en bougies	cire en bougie		1	7	43
Cire ; En crasse	cire en crasse	x	1	1	4
Cire ; en crasse	cire en crasse	x	1	2	20
Cire ; en flambeaux	cire en flambeaux		1	1	1
Cire ; en grabeau	cire en grabeau	x	1	18	20
Cire ; en grain	cire en grains		1	6	8
Cire ; En grains	cire en grains		1	1	8
Cire ; en grains	cire en grains		1	1	8
Cire ; en pain	cire en pain		1	2	2
Cire ; Jaune	cire jaune		1	40	640
Cire ; jaune	cire jaune		1	441	640
Cire ; jaune ; du levant	cire jaune du Levant		1	1	1
Cire ; jeaune	cire jaune		1	17	18
Cire ; jeaunne	cire jaune		1	1	18
Cire ; verte	cire verte		1	3	7
Cire ;d'Espagne	cire d'Espagne		1	2	38
Cire a cachetter	cire à cacheter		1	1	25
Cire à cachettes	cire à cacheter		1	1	25
Cire Blanche	cire blanche		1	1	281
Cire blanche	cire blanche		1	11	281
cire blanche	cire blanche				
Cire blanche en bougie	cire blanche en bougie				
cire blanche en bougies	cire blanche en bougie		0	0	0
cire blanche en feuilles	cire blanche en feuilles		0	0	0
cire blanche en flambeaux	cire blanche en flambeaux		0	0	0
Cire blanche en grain	cire blanche en grains				
Cire blanche et jaune	cire blanche et jaune		1	26	479
Cire blanche non ouvrée	cire blanche non ouvrée				
Cire blanche ouvré	cire blanche ouvrée				
Cire blanche ouvrée	cire blanche ouvrée		1	6	12
Cire blanches en graines	cire blanches en graines				
Cire d'Espagne	cire d'Espagne		1	8	38
cire d'Espagne	cire d'Espagne		1	1	38
cire d'Espagne à cacheter	cire d'Espagne à cacheter		0	0	0
cire en figures	cire en figures		0	0	0
Cire en grain	cire en grains				
Cire en pain	cire en pain				
Cire et chandelles de cire	cire et chandelle de cire		0	0	0
Cire Jaune	cire jaune				
Cire jaune	cire jaune				
cire jaune	cire jaune				
Cire jaune brute	cire jaune brute		1	14	14
cire jaune en bougies et chandelles	cire jaune en bougie et chandelle		0	0	0
cire jaune en cierge et flambeaux	cire jaune en cierge et flambeaux		0	0	0
cire jaune en pain	cire jaune en pain		0	0	0
Cire jaune et blanche	cire jaune et blanche		1	106	479
CIre Jeaune	cire jaune		1	1	640
Cire Jeaune	cire jaune		1	3	640
Cire jEaune	cire jaune		1	1	640
Cire jeaune	cire jaune				
Cire jeaunne	cire jaune		1	1	640
cire rouge en flambeaux	cire rouge en flambeaux		0	0	0
Cire Verte	cire verte		1	3	7
cire verte	cire verte		0	0	0
Cire vierge	cire vierge				
Cires	cire		1	10	27
Cires ; En bougie	cire en bougie		1	3	43
Cires ; Grasse	cire grasse	x	1	1	4
Cires ; Jaune	cire jaune		1	16	640
Cires blanche et jaune	cire blanche et jaune		1	181	479
Cires blanche et jaune non ouvrées	cire blanche et jaune non ouvrée		1	23	479
Cires blanches et jaunes	cire blanche et jaune		1	5	479
Cires jaune et blanche	cire jaune et blanche		1	138	479
Cires jaune et blanche fondue et en bougies	cire jaune et blanche fondue et en bougie		0	0	0
Cires jaunes	cire jaune		1	1	640
Cirsaca	cirsaca	x	1	9	13
Cirtrons et oranges	citrons et orange		1	1	1
Ciseaux	ciseaux		1	1	14
Citron	citrons		1	27	294
Citron confits	citrons confits		1	1	34
Citron et oranges	citrons et orange		1	2	173
Citrons	citrons				
citrons	citrons				
Citrons ; aigres	citrons aigres		1	3	8
Citrons ; confits	citrons confits		1	9	34
Citrons ; verds	citrons verts		1	1	1
Citrons Aigre	citrons aigres		1	1	8
Citrons aigres	citrons aigres		1	4	8
Citrons Confies	citrons confits		1	1	34
Citrons confis	citrons confits		1	1	34
Citrons confit	citrons confits		1	1	34
Citrons Confits	citrons confits		1	13	34
Citrons confits	citrons confits				
citrons confits	citrons confits		1	2	34
Citrons confLit	citrons confits		1	1	34
Citrons conflits	citrons confits		1	1	34
Citrons en conserve	citrons en conserve		0	0	0
Citrons et Limons	citrons et limons				
Citrons et Oranges	citrons et orange		1	14	173
Citrons et oranges	citrons et orange		1	156	173
Citrons limon	citrons limons				
Citrons salés	citrons salés		0	0	0
Citrons vert	citrons verts		1	1	1
Citrons verts	citrons verts				
Civadille	civadille	x	1	25	41
Civadilles	civadille	x	1	9	41
Civaditte	civadille	x	1	2	41
Civette	civette		1	4	41
Civettes	civette		1	1	41
Cizeaux	ciseaux		1	13	14
clairons	clairons		0	0	0
clairons etc	clairons etc		0	0	0
claphout	claphout	x	0	0	0
claphout en blocq	claphout en blocs	x	0	0	0
clappes ou douves à barils	clappes ou douves à barils	x	0	0	0
clappes ou douves à barils de sapin	clappes ou douves à barils de sapin	x	0	0	0
Clarifiant	clarifiant		1	1	1
Clavecin	clavecin		1	1	7
clavescins, psalterions, epinettes	clavecin psalterion épinettes		0	0	0
Clavesin	clavecin		1	1	7
Clavesins	clavecin		1	1	7
Clavessin	clavecin		1	2	7
Clavessin vieux	clavecin vieux		1	1	1
Clavessins	clavecin		1	1	7
Clayes à parquer	clayes à parquer		1	1	1
Clefs a uin	clefs à uin	x			
Clefs de fer	clefs de fer				
Clinquant ; d'or faux	clinquant d'or faux	x	1	1	1
Cloche ; de fonte	cloches de fonte		1	3	29
cloche ; de Fonte	cloches de fonte		1	1	29
cloche de bronze	cloches de bronze				
Cloche de fonte	cloches de fonte		1	2	29
Cloche vieille	cloches vieilles				
Cloches	cloches		1	11	11
Cloches ; de fonte	cloches de fonte		1	5	29
Cloches ; de métal	cloches de métal		1	3	3
Cloches ; de verre	cloches de verre		1	1	2
Cloches ; en fonte	cloches en fonte		1	1	1
Cloches de fonte	cloches de fonte		1	17	29
cloches de verre	cloches de verre		0	0	0
Cloches en fonte	cloches en fonte		1	1	29
Clochette	clochettes		1	1	5
Clochette de fonte	clochettes de fonte		1	1	2
Clochettes	clochettes		1	4	5
Clochettes de cuivre	clochettes de cuivre				
Clochettes de fonte	clochettes de fonte		1	1	2
Cloportes	cloportes	x	1	1	1
clou de Fer	clous de fer		1	1	603
Cloud de Fer	clous de fer		1	6	603
Cloud de fer	clous de fer				
Clouds	clous		1	1	2
Clouds ; de fer	clous de fer		1	7	603
Clouds de Fer	clous de fer		1	11	603
Clouds de fer	clous de fer				
clouds de fer	clous de fer				
Clouds de fers	clous de fer		1	1	603
Clouds de fert	clous de fer		1	1	603
Clouds de Geroffle	clous de girofle		1	1	6
clouds dores	clous dorés				
Clouds dorés	clous dorés		1	1	34
Clouds en fer	clous en fer		1	1	603
Clouds et caboches de fer	clous et caboches de fer		1	17	17
Clous	clous		0	0	0
Clous ; de cuivre	clous de cuivre		1	1	1
clous ; de cuivre ; doré	clous de cuivre doré		1	1	1
Clous ; de Fer	clous de fer		1	13	603
Clous ; de fer	clous de fer		1	404	603
Clous ; de geroffle	clous de girofle		1	1	1
Clous ; Dorés	clous dorés		1	1	34
Clous ; dorés	clous dorés		1	24	34
Clous ; dorez	clous dorés		1	3	34
Clous ; dotés	clous dorés		1	2	34
clous d'orés	clous dorés				
Clous de cuivre	clous de cuivre				
Clous de Fer	clous de fer		1	4	603
Clous de fer	clous de fer		1	76	603
clous de Fer	clous de fer		1	4	603
clous de fer	clous de fer				
Clous de Fer s	clous de fer		1	1	603
clous de girofle	clous de girofle		0	0	0
Clous dorés	clous dorés		1	1	34
clous dorés	clous dorés				
clous en Fer	clous en fer		1	1	603
Clous et acier	clous et acier		0	0	0
Clous;de fer	clous de fer		1	2	603
cloutiers	cloutiers	x	0	0	0
Cloux ; de fer	clous de fer		1	3	603
cloux de cuivre doré	clous de cuivre doré		0	0	0
Cloux de fer	clous de fer		1	36	603
cloux de Fer	clous de fer		1	1	603
cloux de fer	clous de fer		1	2	603
Cloux de fer Gouds	clous de fer gonds		1	1	603
Cloux de Geroffle	clous de girofle		1	1	6
Cloux de geroffle	clous de girofle		1	1	6
cloux de giroffle	clous de girofle		0	0	0
Cloux de girofle	clous de girofle		0	0	0
Cloux dorés	clous dorés		1	1	34
Cmphre	camphre		1	2	2352
Coas de soye	coas de soie	x	1	1	1
Cocalum	cocalum	x	1	1	1
Cocax	cocax	x	1	2	710
Cochelis	cochelis	x	1	3	2352
Cochenile ; mesteque	cochenille mesteque		1	1	13
Cochenille	cochenille		1	661	710
cochenille	cochenille		0	0	0
Cochenille ; campeche	cochenille Campêche		1	1	1
Cochenille ; mesteque	cochenille mesteque		1	12	13
Cochenille ; silvestre	cochenille sylvestre		1	3	3
Cochenille colorant	cochenille colorant		0	0	0
cochenille en grabeau	cochenille en grabeau	x			
Cochenille et indigo	cochenille et indigo		0	0	0
cochenille fine	cochenille fine				
Cochenille Mereque	cochenille mesteque		1	1	5
Cochenille messegne	cochenille mesteque		1	1	5
Cochenille Mesteque	cochenille mesteque		1	1	5
Cochenille mesteque	cochenille mesteque				
cochenille mesteque	cochenille mesteque				
Cochenille Silvestre	cochenille sylvestre		1	1	2
Cochenille silvestre	cochenille sylvestre		1	1	2
cochenille silvestre	cochenille sylvestre				
Cochenilles	cochenille		1	8	710
Cochenville	cochenille		1	1	710
Cochon ; de lait	cochon de lait		1	4	26
Cochon ; salé	cochon salé		1	19	26
Cochon ; salés	cochon salé		1	2	54
Cochon ; sallé	cochon salé		1	1	1
Cochon salé	cochon salé				
Cochon sallé	cochon salé		1	1	26
cochonille	cochenille		1	1	710
Cochons	cochon		1	1	54
Cochons ; de laie	cochon de lait		1	1	27
Cochons ; de lait	cochon de lait		1	21	27
Cochons ; salé	cochon salé		1	15	54
Cochons ; Salés	cochon salé		1	1	54
Cochons ; salés	cochon salé		1	6	54
Cochons de lait	cochon de lait		1	2	27
cochons de lait	cochon de lait		0	0	0
Cochons salé	cochon salé		1	1	26
Cochons salés	cochon salé				
Coclaria	coclearia				
Coclearia	coclearia		1	2	27
Coco	cocos		1	4	36
Cocoa	cocoa	x	1	1	36
Cocon	cocons		1	2	2
Cocon de soie	cocons de soie		1	1	51
Cocons ; de soye	cocons de soie		1	24	51
Cocons ; de soyes	cocons de soie		1	3	51
Cocons de Soye	cocons de soie		1	6	51
Cocons de soye	cocons de soie		1	17	51
Cocos	cocos				
cocos	cocos				
Cocos ; de levant	cocos du Levant		1	1	1
Cocos ; du levant	cocos du Levant		1	1	1
Cocos petits	cocos petits				
Cocos verds	cocos verts				
Cocos veres	cocos verts				
cocqs	coqs		0	0	0
Cocqs ; d'inde	coqs d'Inde		1	1	1
Cocqs d'indes	coqs d'Inde		1	1	6
Coctif	coctif	x	1	1	1
cocullus	cocullus	x	0	0	0
coddes blancs	coddes blancs	x	0	0	0
Codearia	coclearia		1	1	1
Coëffe ; de chapeau	coiffes de chapeaux		1	2	13
Coëffe ; de Gaze	coiffes de gaze		1	1	2
Coëffes ; à perruques	coiffes à perruques		1	1	1
Coëffes ; de blonde	coiffes de blonde		1	1	1
Coëffes ; de chapeaux	coiffes de chapeaux		1	5	13
Coeffes de chapeaux	coiffes de chapeaux		1	5	13
coeffes de chapeaux	coiffes de chapeaux		0	0	0
Coëffure ; de blonde	coiffures de blonde		1	1	1
Coëffure ; de gaze	coiffures de gaze		1	1	2
Coeffures ; de blonde et palatine	coiffures de blonde et palatine		1	1	1
Coëffures ; de blondes	coiffures de blonde		1	1	1
Coëffures ; de gaze	coiffures de gaze		1	1	6
coeffures custodes pour chapeaux et coeffes de perruques	coiffures custodes pour chapeaux et coiffes de perruques		0	0	0
Coeffures et palatines	coiffures et palatines		1	2	2
Coëtif	coëtif	x	1	4	4
Coeurs de beuf	cœurs de bœuf		1	2	3
Cœurs de beufs	cœurs de bœuf		1	1	3
Coffre	coffres		1	2	3
Coffre ; de chirurgie	coffres de chirurgie		1	1	35
Coffre ; de fer	coffres de fer		1	1	7
Coffre ; de noyer	coffres de noyer		1	1	1
Coffre ; fort	coffres-forts		1	1	7
Coffre ; vieux	coffres vieux		1	1	1
Coffre a thé	coffres à thé		1	1	1
Coffre de chirurgie	coffres de chirurgie		1	3	35
Coffre de Fer	coffres de fer		1	3	7
Coffre de fer	coffres de fer				
Coffre fort de fer	coffres-forts de fer		1	1	7
Coffres	coffres		0	0	0
Coffres ; de bois	coffres de bois		1	16	19
Coffres ; de chirurgie	coffres de chirurgie		1	22	35
Coffres ; de chirurgien	coffres de chirurgien		1	1	35
Coffres ; de sapin	coffres de sapin		1	1	1
Coffres ; forts	coffres-forts		1	6	7
coffres à garniture de peau	coffres à garniture de peau		0	0	0
Coffres de bois	coffres de bois		1	3	19
Coffres de Chirurgie	coffres de chirurgie		1	1	35
Coffres de chirurgie	coffres de chirurgie		1	7	35
Coffres de comodité	coffres de commodité				
Coffres de Fer	coffres de fer		1	2	7
Coffres de fer	coffres de fer				
coffres de fer et berses	coffres de fer et berses	x	0	0	0
Coffres de voyage	coffres de voyage		0	0	0
Coffres forts	coffres-forts				
Coffres forts ; de fer	coffres-forts de fer		1	1	1
Coffres forts de fer	coffres-forts de fer				
Coffres peints	coffres peints				
Coffres/cercueils en cypès	coffres cercueils en cypès		0	0	0
Cognac	cognac		0	0	0
Coife de gaze	coiffes				
Coiffe ; de Dentelle ; de soye	coiffes de dentelle de soie		1	1	1
Coiffe de tambou	coiffes de tambou	x	1	1	1
Coiffes de chapeaux	coiffes de chapeaux		1	1	1
Coiffure ; de gaze	coiffures de gaze		1	1	6
Coiffures	coiffures		1	1	1
Coiffures ; de gaze	coiffures de gaze		1	1	6
Coiffures à dentelles	coiffures à dentelles		1	1	1
Coiffures de gase	coiffures de gaze		1	1	6
Coiffures de gazes	coiffures de gaze		1	1	6
Coiffures de marly	coiffures de Marly				
Coiffures pour femme	coiffures pour femme				
Coifures de gazes	coiffures de gaze		1	1	6
Coins	coins		0	0	0
Coïtif	coïtif	x	1	1	1
Coity	coity	x	1	1	1
Cole forte	colle forte				
Cole; de poisson	colle de poisson		1	1	267
Cole;commune	colle commune		1	1	32
Cole;forte	colle forte		1	1	316
Colier ; de chevaux	colliers de chevaux		1	1	1
Colier ; de Perles ; fausses	colliers de perles fausses		1	3	3
Coliers ; de cheval	colliers de chevaux		1	3	6
Coliers ; de jaix	colliers de jais		1	1	2
Coliers ; de nacre ; de perles	colliers de nacre de perles		1	1	1
Coliers ; de perles	colliers de perles		1	1	2
Coliers ; de Perles ; fausses	colliers de perles fausses		1	1	15
Coliers ; de perles ; fausses	colliers de perles fausses		1	1	15
Coliers ; de perles fausses	colliers de perles fausses		1	1	15
Coliers de grenat	colliers de grenat				
Colins	colins		1	1	1
Colle	colle		1	7	20
Colle ; a papetier	colle à papetier		1	1	316
Colle ; à papetier	colle à papetier		1	1	2
Colle ; à papeties	colle à papetier		1	1	2
Colle ; commune	colle commune		1	17	32
Colle ; de Flandre	colle de Flandre		1	6	19
Colle ; de flandre	colle de Flandre		1	12	19
Colle ; De poisson	colle de poisson		1	5	267
Colle ; de Poisson	colle de poisson		1	5	267
Colle ; de poisson	colle de poisson				
Colle ; de poisson ; etc.	colle de poisson etc.		1	1	267
Colle ; des Flandres	colle de Flandre		1	1	19
Colle ; Divers	colle diverse		1	5	171
Colle ; diverse	colle diverse		1	2	171
Colle ; Forte	colle forte		1	8	316
Colle ; forte	colle forte				
Colle ; forte ; de flandre	colle forte de Flandre		1	1	1
Colle ; forte ; de poisson	colle forte de poisson		1	1	1
Colle : forte	colle forte		0	0	0
colle à papetier	colle à papetier				
Colle a papier	colle à papier				
colle à papier	colle à papier				
Colle A poison	colle à poisson		1	1	267
colle commnue	colle commune				
colle commnune	colle commune				
colle commun	colle commune		1	2	32
Colle Commune	colle commune		1	2	32
Colle commune	colle commune		1	7	32
colle commune	colle commune				
Colle Comune	colle commune		1	2	32
Colle de poison	colle de poisson		1	9	267
Colle De Poisson	colle de poisson				
Colle de Poisson	colle de poisson		1	1	267
Colle de poisson	colle de poisson				
colle de poisson	colle de poisson		0	0	0
Colle de toute sorte	colle de toute sorte		0	0	0
Colle diverse	colle diverse		1	7	171
Colle faible	colle faible		1	1	1
Colle fort	colle forte		1	1	316
Colle Forte	colle forte		1	29	316
Colle forte	colle forte				
colle forte	colle forte				
Colle; forte	colle forte		1	1	316
collequinte	coloquinte				
Colles	colle		1	13	20
Colles ; De Poisson	colle de poisson		1	6	267
Colles ; De poisson	colle de poisson		1	1	267
Colles ; Diverses	colle diverse		1	4	171
Colles ; diverses	colle diverse		1	2	171
Colles de poisson	colle de poisson		1	32	267
Colles de toute sorte	colle de toute sorte		1	127	171
colles de toute sorte	colle de toute sorte		1	5	171
Colles de toutes sortes	colle de toute sorte		1	18	171
Colles ordinaires	colle ordinaire		1	22	22
Collets ; Toile ; de lin	collets toile de lin	x	1	1	1
Colliatour;moulu	Caliatour moulu		1	1	11
Collier ; de Perles ; fausses	colliers de perles fausses		1	1	15
Collier ; de perles ; fausses	colliers de perles fausses		1	1	15
Collier de grenats	colliers de grenat		1	1	3
Colliers ; d'ambre	colliers d'ambre		1	1	1
Colliers ; de cheval	colliers de chevaux		1	2	6
Colliers ; de grenat	colliers de grenat		1	1	3
Colliers ; de grenats	colliers de grenat		1	1	3
Colliers ; de jais	colliers de jais		1	1	2
Colliers ; de perles	colliers de perles		1	1	2
Colliers ; de Perles ; fausses	colliers de perles fausses		1	3	15
Colliers ; de perles fausses	colliers de perles fausses		1	6	15
Colliers ; de verre	colliers de verre		1	1	1
Colliers de cheval	colliers de chevaux		1	1	6
Colliers de perles fausses	colliers de perles fausses		1	1	15
Collonne de Noyer	colonne de noyer		1	1	1
Colloquinte	coloquinte				
colloquinte	coloquinte				
Colombinc	colombine	x	1	1	93
Colombine	colombine	x			
colombine	colombine	x			
Colombines	colombine	x			
Colonnies	colonne		1	1	1
Colophane ou Spingler	colophane ou spingler	x	0	0	0
Coloquinte	coloquinte		1	24	55
coloquinte	coloquinte		0	0	0
Coloquintes	coloquinte		1	28	55
Colorant ?	colorant ???		0	0	0
Colorant bleu	colorant bleu		0	0	0
Colorant et verdegris	colorant et vert-de-gris		0	0	0
Colorant rouge	colorant rouge		0	0	0
Colorant rouge/marron	colorant rouge marron		0	0	0
Comestibles	comestibles		1	14	14
Comestibles ; beurre ; salé	comestibles beurre salé		1	6	6
Comestibles ; biscuit	comestibles biscuit		1	6	6
Comestibles ; bœuf ; salé	comestibles bœuf salé		1	6	6
Comestibles ; chairs ; salées ; diverses	comestibles chair salée diverse		1	6	6
Comestibles ; cochon salé et petit salé	comestibles cochon salé et petit salé		1	5	5
Comestibles ; confitures ; diverses	comestibles confitures diverses		1	6	6
Comestibles ; cuisses ; d'oyes	comestibles cuisses d'oie		1	5	5
Comestibles ; divers	comestibles divers		1	7	22
Comestibles ; farines	comestibles farine		1	6	6
Comestibles ; fromages ; divers	comestibles fromage divers		1	6	6
Comestibles ; grains ; comestibles ; divers	comestibles grains comestibles divers		1	5	6
Comestibles ; graisses ; diverses	comestibles graisse diverse		1	5	5
Comestibles ; gruau	comestibles gruau		1	2	2
Comestibles ; jambon	comestibles jambon		1	6	6
Comestibles ; lard ; salé	comestibles lard salé		1	6	6
Comestibles ; pâtes d'Italie et vermichel	comestibles pâte d'Italie et vermicelle		1	4	4
Comestibles ; ris	comestibles ris		1	4	4
Comestibles divers	comestibles divers		1	15	22
Commode	commode		1	5	34
Commode ; avec dessus ; de marbre	commode avec dessus de marbre		1	1	1
Commode ; de noyer	commode de noyer		1	1	2
Commode ; de sapin	commode de sapin		1	1	2
Commodes	commodes				
commodes ; à dessus de marbre	commode à dessus de marbre		1	1	1
Commodes ; à dessus marbre	commode à dessus marbre		1	2	2
Commodes ; avec dessus de marbre	commode avec dessus de marbre		1	3	4
Commodes ; de bois	commode de bois		1	3	3
Commodes ; de bois ; violet	commode de bois violet		1	1	1
Commodes ; de marqueterie	commode de marqueterie		1	1	1
Commodes ; dessus de marbre	commode dessus de marbre		1	1	1
Commodes de sapin	commode de sapin				
