item,group,,,afterItems,obsolete,imprimatur
drap motton,6i,,,[Horloge ; Chaines ; d'argent],no,
drap moutade,6i,,,[Horlogerie ; cadrans d'émail],no,
drap native divers,6i,,,[Horloge ; Cadrans],no,
drap naturel commun,6i,,,[Linge ; ligerie] [Linge ; lingerie] [Lingerie] [Lingeries] [Lingerie ; diverse] [Lingerie diverse] [Lingerie ; serviettes nappes draps] [Habillements en lingerie],no,
drap naturel de Sedan,6i,,,[Habits ; d'homme ; avec or et argent],no,
drap naturel diverses,6i,,,"[Habillemens, lingerie et effets militaires] [Habillements, lingerie et effets militaires]",no,
drap naturel Sirre,6i,,,[grenads fins montées],no,
drap noir,6i,,,[Girandolles],no,
drap ordinaire,6i,,,[Habillements ; en gilets ; mélangés] [Gilets] [Gillets],no,
drap ordinaires de laine,,,,[garniture ; de toilette] [Garniture ; de toilette],no,
drap palencourt,6i,,,[Garnitures ; de robes],no,
drap petit,6i,,,[Gardes ; d'epée ; d'argent] [Gardes ; d'épée ; d'argent] [gardes d'épées d'argent],no,
drap petit de Languedoc,6i,,,[Galoches],no,
drap petit de mains,6i,,,[Frange ; d'or et d'argent] [Frange ; or et argent] [Frange or et argent],no,
drap petit de Sedan,6i,,,[Frange ; d'or] [Franges d'or],no,
drap petit de Silésie,6i,,,[Fourniments],no,
drap petit dit raz Maroc,6e,,,[Forme de chapeaux] [Formes ; de chapeaux],no,
drap petit du Maroc,6i,,,[Fontaines de Fer ; blanc ; peintes avec leurs bassins],no,
drap platine,6i,,,[fluttes traversieres et haubois],no,
drap pour billau,6i,,,[fluttes douces traversieres et haubois],no,
drap pour doublures,6i,,,[fleurets et lammes de fleurets],no,
drap rouge bariolé,6i,,,[Fléaux à poids de fer],no,
drap teint,6i,,,[Fil ; d'arbalettre],no,
drap teint d'Espagne et de Hollande,6i,,,[Fil ; à Esturgon] [fil a Esturgon],no,
drap teint d'Espagne et de Hollande aune,6i,,,[Chaises à fauteuils de rotin],no,
drap terlaine,6i,,,[Chaises ; de postes ; fauteuil],no,
drap vert,6i,,,[Eventails ; fin ; d'yvoire],no,
drape petite,6i,,,[Evantails ; fins] [Evantails fins] [Eventailes fins] [Eventails ; fins] [Eventails fins] [Eventals fins],no,
drapeaux,???,,,[Eventails ; de palmes],no,
drapeaux vieux,6i,,,[Estampes et cartes géographique] [Estampes et cartes géographiques] [Cartes ; géographiques et estampes],no,
draperie et futaine,6e,,,[Espardilles],no,
drogue chimique et métallique diverse,5,,,[Eprouvette de Cuivre],no,
drogue émeri,5,,,[egoutoirs] [Egoutoirs],no,
drogue médicinale,5,,,[Doublures de petis gris],no,
drogues,5,,,[doublures de martre pour habits],no,
drogues ???,5,,,[Dossiers ; de chaises] [Dossiers de chaises],no,
drogues à peindre,5,,,[Dominoterie et cartes géographiques],no,
drogues à teindre,5,,,[Dominoterie ; en images] [Dominoterie ; images],no,
drogues chimiques,5,,,[Culottte ; de peau ; de mouton],no,
drogues chimiques et métaliques,5,,,[couteaux garnis en argent] [Couteaux garnis en argent],no,
drogues chimiques et métalliques,5,,,[Cordes ; à boyaux et à violon],no,
drogues chimiques et métalliques sublimé,5,,,[Coeffures ; de blonde et palatine],no,
drogues colorantes,,,,[Coiffure de gaze et blondes],no,
drogues communes,,,,[Coëffure ; de blonde] [Coëffures ; de blondes] [Coiffure de blonde] [Coiffures de blonde],no,
drogues composées pour médecine ???,5,,,[Coëffes ; de blonde],no,
drogues composées pour médecine précipité,5,,,[Coëffes ; à perruques],no,
drogues d'apothicaire,5,,,[Coffre a thé],no,
drogues d'apothicaire commune,5,,,[Coffres ; de bois] [Coffres de bois],no,
drogues de castor,6e,,,[cire jaune en cierge et flambeaux],no,
drogues de misme,???,,,[Cierges et flambeaux],no,
drogues de peinture en ocre rouge,5,,,[Chemises blanche ouvrée],no,
drogues de soie,???,,,[Chemises neutres],no,
drogues des Indes,5,,,[Chemises garnies pour hommes],no,
drogues diverses composées,5,,,[Chemises garnies pour femmes],no,
drogues diverses réunies,9b,,,[Chemises garnies de batiste] [Chemises garnies de Batiste],no,
drogues du Languedoc,???,,,[Chemises ; fines] [Chemises ; Fines] [Chemises fine] [Chemises fines] [Chemises finies],no,
drogues en plantes,2,,,[Chemises ; de toile ; commune],no,
drogues et épicerie,9b,,,[Chemises ; bretonnes] [Chemises ; Bretonnes] [Chemises bretonnes],no,
drogues et graines diverses,2,,,[Chemises ; bleues] [Chemises bleues],no,
drogues et soie et laine,9b,,,[Chaussons ; de laine],no,
drogues fines,5,,,[Chaussons ; de fil] [chaussons de fil],no,
drogues galle,2,,,[Chausettes de fil] [chaussetes de fil] [Chaussetes de fil] [Chaussettes ; de fil] [chaussettes de fil] [Chaussettes de fil] [Chaussettes de fils],no,
drogues gomme médicinales diverses,5,,,[Chausettes],no,
drogues gomme métalliques diverses,5,,,[Chauffete],no,
drogues médicales naturelles,2,,,[Fer ; de fonte en chaudières] [Fer de fonte en chaudières] [Fer coulé en chaudière] [Chaudiere de fer de fonte] [Chaudiere de fonte de fer] [Chaudières de fonte de fer],no,
drogues médicinales,5,,,[Chassemouches],no,
drogues médicinales ???,5,,,[Chapelets ; de coco] [Chapelets ; de cocos],no,
drogues médicinales casse en ???,5,,,[Chapelets ; commun],no,
drogues médicinales en plantes diverses,2,,,[Chapelet] [Chapelets] [Chaplelets],no,
drogues médicinales en rhubarbe composée,5,,,[Chapeaux ; sortis],no,
drogues métalliques,5,,,[chapeaux neufs],no,
drogues métalliques ???,5,,,[Chapeaux finis] [Chapeaux ; fins] [Chapeaux fins],no,
drogues métalliques et chimiques,5,,,[chapeau demi vigogne] [chapeaux ; demy vigogne] [Chapeaux 1/2 vigogne] [Chapeaux demi vigogne] [Chapeaux demi vigognes] [Chapeaux demy vigogne] [Chapeaux demy vigognes] [Chapeaux ; mi vigogne] [Chapeaux ; mi vigognes] [Chapeaux ; mi-vigogne] [Chapeaux ; mi-vigognes] [Chapeaux mi vigogne] [Chapeaux mi vogogne] [Chapeaux mi-vigogne] [Drapeaux ; my vigogne],no,
drogues odorantes,5,,,[Chapeaux de castor tins],no,
drogues pour la médecine,5,,,[Chapeaux ; Dauphin] [Chapeaux ; dauphins],no,
drogues pour la peinture,5,,,[Chapeau ; Anglois],no,
drogues pour la peinture et la teinture,5,,,[Chapeaux ; castor ; bordés ; d'argent],no,
drogues pour la teinture,5,,,[Ofevrerie ; chandeliers ; d'église],no,
drogues pour les peintures et la teinture fnée platte,5,,,[Chaise pliante de cuir de roussy],no,
drogues pour les peintures et teinture gande,5,,,[Chaises pliantes],no,
drogues pour peintures,5,,,[Chaises et fauteuils ; de jonc] [Chaises et fauteuils de joncs],no,
drogues pour peintures et coiffures,5,,,[Chaises et fauteuils ; de canne] [Chaises et fauteuils de canne],no,
drogues pour peintures et teinture,5,,,[Chaises et fauteuils ; de paille] [Chaises et fauteuils de paille] [Chaises et fauteuils en paille],no,
drogues pour peintures et teinture ???,5,,,[Chaises de Noyes],no,
drogues pour peintures et teinture composite,5,,,[Chaises ; communes] [Chaises communes],no,
drogues pour peintures et teinture pae ???,5,,,[Carte de la côte d'angleTerre],no,
drogues pour peintures et teinture semence,2,,,[Cartes ; de géographie ; sur toile],no,
drogues sur soie,,,,[Drap ; draperie ; capots],no,
droguet,6e,,,[Canons ; de fer ; petits],no,
droguet d'Angleterre,6e,,,[Canons ; de fer ; de 4 livres],no,
droguet de castor,6e,,,[Canons ; de fer ; de 3 livres],no,
droguet de fil de laine,6e,,,[Canons ; en fer ; de 2 livres],no,
droguet de fil et de laine,6i,,,[Canons ; de fer ; de 18 et 30 livres de balle],no,
droguet de fil et laine,6i,,,[cannes de bois montées et non montées],no,
droguet de Hollande,6e,,,[Canapé ; de maroquin et table à joués],no,
droguet de laine,6e,,,[Brosserie commune],no,
droguet de laine des prises,6e,,,[Librairie en brochures],no,
droguet de laine et fil,6e,,,[boutons masquinés],no,
droguet de milan,6e,,,[Boutons ; de verre ; émaillés],no,
droguet de soie,6f,,,[boutons de tombacq doré],no,
droguet des prises,6e,,,[boutons de nacre de perle et jayet],no,
droguet et Maroc,6e,,,[boutons de nacre de perle],no,
droit sur vin de Blaye,???,,,[Boutons ; de manches],no,
droit sur vinaigre,???,,,[Boutons fil soye et or],no,
drol et drouel,???,,,[boutons de fil de poil de chevre],no,
duc-d'Albe,7,,,"[Boulons ; de fil ; d'or et d'argent] [Boulons ; de fil d'or et d'argent] [boutons ; de fil ; d'or et d'argent] [Boutons ; de fil ; d'or et d'argent] [Boutons ; de fil d'or et d'argent] [Boutons de fil d'or et d'argent] [Bouton de fil or et argent] [Boutons ; de fil ; or et argent] [Boutons ; de fil or et argent] [Boutons ; de fil, or et argent] [Boutons de fil or et argeant] [Boutons de fil or et argent] [Boutons de fil, or et argent] [Boutons de fils or et argent] [Bouttons de fil or et argent]",no,
duc-d'Albe de grés,7,,,[boutons de cuivre et d'étain argentés],no,
duc-d'Albe de terre,7,,,[boutons de cuivre argenté et dorée],no,
duffel,6e,,,[Boutons or trait],no,
duffel teint,6e,,,[Boutons de fil d'or trait] [Boutons de fil d'or traité],no,
duffel teint aune,6e,,,[Boutons ; brodés ; dorés et argentés] [Boutons ; brodés ; or et argent],no,
duves,2,,,[Bourses de soye or et argent],no,
duvet,2,,,[bonnets de postillons],no,
duyvelsteen,,,,[Fer ; en bombes],no,
duyvelsterck,???,,,[Boetes ; de cadrille] [Boëtes ; de cadrille] [Boëtes ; à cadrille],no,
e ???,???,,,[Bijouterie ; pour montre d'argent],no,
eau,1,,,[Bidets ; de fayence et leurs pieces],no,
eau à noirir tabac,5,,,[Bidet ; de fayence],no,
eau citronnelle,5,,,[bas relief ; de marbre],no,
eau coclearia,5,,,[Bas de soye brodé],no,
eau cordiale,5,,,[Bas ; de soye ; brodés or et argent],no,
eau d'anis,5,,,[Bas ; de soye ; brodés ; d'or],no,
eau d'arc,5,,,[Bas ; de soye ; à coins d'or et d'argent],no,
eau d'arquebusade,5,,,[Bas ; de soye ; à coins d'or],no,
eau d'Esquebat,5,,,[bas ; de soye ; à coins d'argent],no,
eau d'odeur,5,,,[Bas de Saint Mexant] [Bas de Saint-Maixant] [Bas de Saint-Maixent] [Bas de Saint-Mexant],no,
eau de Barbade,5,,,[Dais] [Dey ou baldaquin],no,
eau de bergamote,5,,,[Balance petit],no,
eau de Bristol,5,,,[baguettes de fer pour fusils],no,
eau de bronze,5,,,[Arbaletrie et Cartes Marines],no,
eau de Bussingue,5,,,[Librairie ; en almanach ; relié],no,
eau de cannelle,5,,,[Librairie ; en almanach ; broché],no,
eau de Carmes,5,,,[Alumettes ; droguées],no,
eau de cédrat,5,,,[Tentes ; canonnières],no,
eau de cèdre,5,,,[Fer ; en tambour] [Fer ; en tambourg] [Fer ; en tambours] [Fer ; en tembours] [Fer en tambour] [Tambourgs ; de fer] [tambourgs de fer] [Tambourgs de fer] [Tambours ; de fer] [tambours de fer] [Tambours de fer],no,
eau de cerise,5,,,[soufflets de bois],no,
eau de Charente,5,,,[Souffles d'heumine],no,
eau de citron,5,,,[Soufflet ; a soutirer ; le vin] [Souffle A tiré leviez] [Soufflets ; a tirer ; le vin] [Souflet ; a tirer ; le vin],no,
eau de citronnelle,5,,,[Souffle a tiré],no,
eau de coclearia,5,,,[Soufflets a feu] [Soufflets à feu],no,
eau de Cologne,5,,,[Soufflets a bouches],no,
eau de composition,5,,,[Soufflet] [soufflets] [Soufflets] [Souflets],no,
eau de Cordoue,5,,,[Soye ; tricoter],no,
eau de feuilles d'orange,5,,,[Plateaux vernis],no,
eau de fleurs d'orange,5,,,[Paniers ; d'oseille],no,
eau de genièvre,1,,,[Ustensiles de pêche par Marseille],no,
eau de grain,,,,[Ustanciles ; de pêcheur] [Ustenciles ; de pêche ; en filets] [Ustenciles ; De pecheurs] [Ustenciles ; de pêcheurs] [Ustenciles pour la pêche] [Ustensiles pour la pêche] [Ustensils pour la pêche] [Ustanciles ; de pêche] [Ustancilles ; de pêche] [Ustenciles ; de pêche] [Ustenciles de pêche] [Ustencils de pêche] [Ustensile de pêche] [Ustensiles ; de peche] [Ustensiles ; de pêche] [Ustensiles de peche] [Ustensiles de pêche] [Ustensiles de pêches] [Ustensils de pêche] [Ustencils ; divers ; pour la pêche] [Ustensiles divers pour la pêche],no,
eau de la Côte,5,,,[Mulles ; de mattes] [Mulles de natte],no,
eau de lavande,5,,,[Bestiaux et bêtes ; de somme ; mules] [Bestiaux et bêtes de sommes mules] [Chevaux et mulets ; mules] [Mules] [Mulles],no,
eau de limon,5,,,[Meubles ; ?],no,
eau de mélisse,5,,,[Instruments ; divers ; propres aux arts libéraux],no,
eau de mer,1,,,[Instruments ; pour la pêche],no,
eau de miel,5,,,[Etain seringues],no,
eau de myrrhe,5,,,[Clayes à parquer],no,
eau de naffle,5,,,[Carreaux ; à dentelle] [Carreaux à dentelle] [Carreaux ; à faire dentelle],no,
eau de nard,5,,,[Carreaux ; ???],no,
eau de Philipine,???,,,[Calottes hollandoises],no,
eau de pin,5,,,[Calotte ; de peau divine],no,
eau de Plombières,5,,,[Calotte de papier],no,
eau de poix,5,,,[Cabochon],no,
eau de poix raze,5,,,[Caboches de marbre],no,
eau de raisin,5,,,[Broderie ; commune],no,
eau de raison,5,,,[Broderie] [broderie de toute sorte],no,
eau de raze,5,,,[Bassins ; à barbe],no,
eau de Rochefort,5,,,[Plumes ; d'Autruche ; à écrire],no,
eau de rose,5,,,[plumes à ecrire cordon rouge],no,
eau de Seltzer,1,,,[plumes à ecrire cordon jaune],no,
eau de senlaw,5,,,[Plateaux],no,
eau de senteur,5,,,[Instrumens propres aux sciences],no,
eau de senteur de bergamote,5,,,[Instruments pour les arts et les sciences] [Instrumens pour les sciences et les arts] [Instrumens propres aux arts et aux sciences] [Instrumens propres aux sciences et arts] [Instruments propres aux sciences et aux arts],no,
eau de senteur de citron,5,,,"[instrumens de mathématique, chirurgie etc]",no,
eau de senteur de la reine de Hongrie,5,,,[Mouchoirs ; de gaze] [Mouchoirs ; de Gaze] [Mouchoirs ; degaze] [mouchoirs de gaze] [Mouchoirs de gaze] [Gaze ; en mouchoirs] [Gaze en mouchoirs] [Gase ; mouchoirs],no,
eau de senteur de lavande,5,,,[Gaze ; de soye ; en mouchoir] [Gaze ; de soye ; en mouchoirs],no,
eau de senteur de nard,5,,,[Fer ; en compas],no,
eau de senteur en flacons,5,,,[Fer ; en balances] [fer en balances],no,
eau de senteur et quintessence,5,,,[berses d'ozier],no,
eau de senteur rose,5,,,[Serains],no,
eau de senteur sans pareille,5,,,[Roquelance écarlate],no,
eau de Spa,1,,,[Plateaux ; de cote ; vernis],no,
eau de tartre,5,,,[rets pour tisseurs],no,
eau de térébenthine,5,,,[Rave a filé],no,
eau de toilette,5,,,[Rave] [Raves],no,
eau des Carmes,5,,,[Planches de copernic],no,
eau des cavernes,???,,,[Pauvre Noir],no,
eau des farmes,5,,,[Glaces ; de ? d'oeuf ; ?],no,
eau distillée,5,,,[Glaces ; de ? crud ; ?],no,
eau distillée sans alcool,5,,,[Glaces ; ?],no,
eau diverse,5,,,[Etain ; de J?],no,
eau divine,5,,,[Voëdes],no,
eau du Rhône,2,,,[Etoffe ; virez] [Virez],no,
eau et essence,5,,,[verrunes] [Verrunes],no,
eau et essence spiritueuse,1,,,[Vatons],no,
eau et huile spiritueuse,1,,,[Valtones],no,
eau ferrée,5,,,[Vacquette] [Vacquettes] [vaquettes],no,
eau gazeuse,1,,,[Tutilly],no,
eau médicinale,5,,,[tutic] [Tutic] [tutie] [Tutie],no,
eau médicinale cordiale,5,,,[Trully],no,
eau médicinale d'arquebusan,5,,,[Tremille],no,
eau médicinale de cannelle,5,,,[Travons ; de sapin] [Travons de sapin],no,
eau médicinale de Chypre,5,,,[Travons],no,
eau médicinale de coclearia,5,,,[travettes de bois],no,
eau médicinale de fleurs d'oranger,,,,[Tiers à tonneaux],no,
eau médicinale de genièvre,5,,,[Theloc],no,
eau médicinale de marquette,5,,,[Terc] [Tercq],no,
eau médicinale de mélisse,5,,,[Soye ; tanir] [Soye ; tanis] [Soye tanis] [Soye; tanis],no,
eau médicinale de pin,5,,,[Sucreterie],no,
eau médicinale de raisin,5,,,[Stragondis],no,
eau médicinale de Seltzer,5,,,[Stinkerque] [StinKerque],no,
eau médicinale et minérale,5,,,[Spiante],no,
eau minérale,5,,,[Spalte],no,
eau minérale de Bristol,5,,,[Drogues ; soux ; en feuilles],no,
eau ocgeniente,5,,,[Drogues ; soux ; de grabanite],no,
eau octaze,5,,,[Souline etoffe des L'Indes],no,
eau Plombières,5,,,[Socrotour],no,
eau pour la goutte,5,,,[Soberton],no,
eau pour remède,5,,,[Etoffes ; de laine ; slin],no,
eau royale,5,,,[sevan de Cuirs de Rousy],no,
eau sans pareille,5,,,[Serpentera virgina],no,
eau sederale,5,,,[Sel ; de],no,
eau Spa,1,,,[Scielle],no,
eau spiritueuse,1,,,[Scaps],no,
eau spiritueuse et essence,9b,,,[Sayessa],no,
eau vulnéraire,5,,,[Saumon Madré],no,
eau-de-vie,1,,,[Fer ; en saule],no,
eau-de-vie commune,1,,,[Sarions d'Eparts],no,
eau-de-vie d'Espagne,,,,[sapien Violet],no,
eau-de-vie d'Hendaye,1,,,[Drogues ; metallique ; salamouris],no,
eau-de-vie d'Hendaye et simple,1,,,[Salage],no,
eau-de-vie d'Oléron,,,,[Quincaillerie ; de fer ; saisie],no,
eau-de-vie de Charente,,,,[Drogues ; diverses ; sagon],no,
eau-de-vie de cidre,1,,,[Rusque ; de pin] [rusque de pin] [Rusque de pin] [Rusques ; de pin],no,
eau-de-vie de Cognac,,,,[Rusques ; de chesne],no,
eau-de-vie de Dantzig,1,,,[Rouergues],no,
eau-de-vie de genièvre,,,,[Rozée de vie],no,
eau-de-vie de genièvre et de grains,1,,,[Rol d'or] [Roldor],no,
eau-de-vie de genièvre simple,1,,,[Reuche] [Reunche ?],no,
eau-de-vie de grain,,,,[Raveaux],no,
eau-de-vie de grains et simple,1,,,[Rapsel],no,
eau-de-vie de lavande et simple,1,,,[raponty] [Raponty],no,
eau-de-vie de Marennes,,,,[Quire],no,
eau-de-vie de Ré,,,,[Quincaille de Fumé],no,
eau-de-vie de Rochefort,,,,[Quarts à farine],no,
eau-de-vie de vin,,,,[Cadrilles],no,
eau-de-vie de vin par Marseille,1,,,[Prusus],no,
eau-de-vie des prises,1,,,[Prastras] [Prastre],no,
eau-de-vie diverse,,,,[Poutardes],no,
eau-de-vie double,,,,[Poules en étain],no,
eau-de-vie et liqueurs,1,,,[Portevue] [Portevüe],no,
eau-de-vie et rhum,,,,[vathout scié en planches],no,
eau-de-vie et rhum et tafia,,,,[Bois de serva en planches],no,
eau-de-vie par Marseille,1,,,[Planches de Sapin duicroco],no,
eau-de-vie raffinée,1,,,[Plaire],no,
eau-de-vie rectifiée,,,,[Phiass],no,
eau-de-vie royale,1,,,[Pevine],no,
eau-de-vie scorbutique,5,,,[Pertiolles],no,
eau-de-vie simple,,,,[Drogues ; pour la peinture et la teinture ; pérelle],no,
eau-de-vie simple de vin,1,,,[Pennes aguipon],no,
eau-de-vie spiritueuse,1,,,[Pluches ; de bois],no,
eau-de-vie triple,,,,[Mercerie ; en peignes ; des Dieux],no,
eau-forte,5,,,[Peaux ; de veloux],no,
ébénisterie,6b,,,[Peaux de raffineries],no,
écaille,2,,,[Peaux ; de pecaude] [Peaux ; de pécaudes],no,
écaille ???,2,,,[Peaux ; de pecans],no,
écaille au caret,2,,,[Peaux ; Pelleterie en peaux ; De moke],no,
écaille cahouanne,2,,,[Patteries diverses],no,
écaille caret de tortue,2,,,[Patenottes],no,
écaille de ???,2,,,[Paniers ; de coudre] [Paniérs ; de coudre],no,
écaille de cahouanne,2,,,[Paniers ; de caudré],no,
écaille de caret,2,,,[Palun],no,
écaille de poisson,2,,,[Palins],no,
écaille de tortue,2,,,[Padoux de laine],no,
écaille de tortue en carapace,,,,[Ouvrages ; En esparballe],no,
écaille octomie,2,,,[Cuisse ouvré],no,
écaille ou caret,2,,,[Ouvrages ; d'auffe ; en cousses],no,
écarlate,5,,,[Onerie de dieppe] [Osserie ; de Diepe] [Osserie ; de Dieppe] [Osserie de dieppe] [Osserie de Dieppe] [Osseries ; de Dieppe] [Osseries de Dieppe],no,
écarlatine,6e,,,[Drogue ; pour peinture et teinture ; orbe],no,
écarlatine de Beauvais,6e,,,[Oignons d'Esquilles],no,
écarts de beuf,???,,,[Odeure],no,
échalas,6b,,,[Nousouque],no,
echalote,0a,,,[Noronges],no,
échantillons et morceaux de soie,6f,,,[Nina],no,
écharpe de soie,8,,,[Nepres] [nespres],no,
écharpe de taffetas,8,,,[Nelei] [Nelis] [Nelis ; étoffe],no,
écharpe et gaze,9b,,,[Naurougue],no,
échaussillons,???,,,[muse] [Muse],no,
échelles,6b,,,[Fer de mulets],no,
échelotte,???,,,[Drogues ; Pour la peinture ; Muce de plomb],no,
échouements et prises,9c,,,[mouquette],no,
