orthographic_pierre,simplification,status,beforeItems,afterItems,obsolete,imprimatur
poêles en fer pour faire la cuisine,poêle ; en fer ; pour faire la cuisine,rewire,,[Poêles en fer (pour faire la cuisine)],no,
poêle ; en laiton,poêle ; en laiton,rewire,[Poêles en laiton],,yes,
poêles en laiton,poêle ; en laiton,rewire,,[Poêles en laiton],no,
poignée ; d'épée,poignée ; d'épée,rewire,[Poignées d'épée],,yes,
poignées d'épée,poignée ; d'épée,rewire,,[Poignées d'épée],no,
poignet ; de chemise,poignet ; de chemise,rewire,[Poignets de chemise],,yes,
poignets de chemises,poignet ; de chemise,rewire,,[Poignets de chemise],no,
poil ; blanc,poil ; blanc,rewire,[Poil ; blanc],,yes,
poil blanc,poil ; blanc,rewire,,[Poil ; blanc],no,
poil ; de bœuf,poil ; de bœuf,rewire,[Poil; de beuf] [Poil ; de bœuf] [Poil de bœuf] [Poil ; de beuf] [Poil de beuf],,yes,
poil de bœuf,poil ; de bœuf,rewire,,[Poil; de beuf] [Poil ; de bœuf] [Poil de bœuf] [Poil ; de beuf] [Poil de beuf],no,
poil ; de bouc,poil ; de bouc,rewire,[Poil ; de bouc],,yes,
poil de bouc,poil ; de bouc,rewire,,[Poil ; de bouc],no,
poil ; de carton,poil ; de carton,rewire,[Poil ; de carton],,yes,
poil de carton,poil ; de carton,rewire,,[Poil ; de carton],no,
poil ; de castor,poil ; de castor,rewire,[poil de castor] [Poils de castor] [Poil ; de Castor] [Poil de castor] [Poils ; de castor] [Poil ; de castor],,yes,
poil de castor,poil ; de castor,rewire,,[poil de castor] [Poils de castor] [Poil ; de Castor] [Poil de castor] [Poils ; de castor] [Poil ; de castor],no,
poil ; de chameau,poil ; de chameau,rewire,[Poils de chameau] [Poils ; De chameaux] [Poil; de chameau] [Poil ; de chameaux] [Poil ; de Chameau] [poils ; de chameau] [poil de chameau] [Poil ; de chameau] [Poil de chameau] [poil de chameaux],,yes,
poil de chameau,poil ; de chameau,rewire,,[Poils de chameau] [Poils ; De chameaux] [Poil; de chameau] [Poil ; de chameaux] [Poil ; de Chameau] [Poil de chameau ou de chevre] [poils ; de chameau] [poil de chameau] [Poil ; de chameau] [Poil de chameau] [poil de chameaux],no,
poil ; de cheval,poil ; de cheval,rewire,[Poils de cheval] [Poil ; de chevaux],,yes,
poil de cheval,poil ; de cheval,rewire,,[Poils de cheval] [Poil ; de chevaux],no,
poil ; de chèvre,poil ; de chèvre,rewire,[poil de chevres] [Poils de chèvre] [Poil ; de chevres] [Poil; de chevre] [Poil de chevre] [Poil ; de chevre] [Poil ; de chèvre] [poil de chevre] [Poil ; de Chevre],,yes,
poil de chèvre,poil ; de chèvre,rewire,,[poil de chevres] [Poils de chèvre] [Poil ; de chevres] [Poil; de chevre] [Poil de chevres] [Poil de chevre] [Poil ; de chevre] [Poil ; de chèvre] [poil de chevre] [Poil ; de Chevre],no,
poil ; de chèvre ; filé,poil ; de chèvre ; filé,rewire,"[Poils ; De chevres ; Filé] [Poils ; De chevre ; Filé] [Poil ; de chevres filé] [Poil ; de chevre filé] [Poil : de chevre ; filé] [Poil ; de chevre ; filé] [Poil ; de chevre ; filée] [Poil ; de chèvre ; filé] [Poil ; de chevre, filée] [poil ; de chèvre ; filé] [Poil de chevre filé] [Poil de chèvre filé]",,yes,
poil de chèvre filé,poil ; de chèvre ; filé,rewire,,"[Poils ; De chevres ; Filé] [Poils ; De chevre ; Filé] [Poil ; de chevres filé] [Poil ; de chevre filé] [Poil : de chevre ; filé] [Poil ; de chevre ; filé] [Poil ; de chevre ; filée] [Poil ; de chèvre ; filé] [Poil ; de chevre, filée] [poil ; de chèvre ; filé] [Poil de chevre filé] [Poil de chèvre filé]",no,
poil ; de chèvre ; simple,poil ; de chèvre ; simple,rewire,[Poil ; de chèvre ; simple] [Poils ; De chevres ; Simple] [Poils ; De chevre ; Simple],,yes,
poil de chèvre simple,poil ; de chèvre ; simple,rewire,,[Poil ; de chèvre ; simple] [Poils ; De chevres ; Simple] [Poils ; De chevre ; Simple] [Poil ; de chevre ; simple],no,
poil ; de chevreau,poil ; de chevreau,rewire,[Poil ; de chevreau] [poil de chevreau],,yes,
poil de chevreau,poil ; de chevreau,rewire,,[Poil ; de chevreau] [Poil de chevreau] [poil de chevreau],no,
poil ; de chevrotin,poil ; de chevrotin,rewire,[Poil ; de chevrolins] [Poil; de chevrotin] [Poil ; de chevrottin] [Poil ; de chevrotin],,yes,
poil de chevrotin,poil ; de chevrotin,rewire,,[Poil ; de chevrolins] [Poil; de chevrotin] [Poil ; de chevrottin] [Poil ; de chevrotin],no,
poil ; de lapin,poil ; de lapin,rewire,[Poils de lapin] [Poils ; de lapin] [Poil; de lapin] [Poil de lapin] [poil de lapin] [Poil ; de lapin],,yes,
poil de lapin,poil ; de lapin,rewire,,[Poils de lapin] [Poils ; de lapin] [Poil; de lapin] [Poil de lapin] [poil de lapin] [Poil ; de lapin],no,
poil ; de lièvre,poil ; de lièvre,rewire,[Poil; de lievre] [Poil ; de liévre] [Poil ; de lievre] [poil de lievre] [Poil ; de lièvre],,yes,
poil de lièvre,poil ; de lièvre,rewire,,[Poil; de lievre] [Poil ; de liévre] [Poil ; de lievre] [poil de lievre] [Poil ; de lièvre],no,
poil ; de loup,poil ; de loup,rewire,[Poil ; de lou],,yes,
poil de loup,poil ; de loup,rewire,,[Poil ; de lou],no,
poil ; de porc ; ou de soie,poil ; de porc,rewire,[Poil ; de porc ou de soie],,yes,
poil ; de porc,poil ; de porc,rewire,[Poil ; de porc],,yes,
poil de porc ou de soie,poil ; de porc,rewire,,[Poil ; de porc ou de soie],no,
poil de porc,poil ; de porc,rewire,,[Poil ; de porc],no,
poil ; de sanglier,poil ; de sanglier,rewire,[Poil; de sanglier] [Poil de Sanglier] [Poil ; de snaglier] [Poils de sanglier] [Poil ; de sanglier] [poil de sanglier] [Poil de sanglier],,yes,
poil de sanglier,poil ; de sanglier,rewire,,[Poil; de sanglier] [Poil de Sanglier] [Poil ; de snaglier] [Poils de sanglier] [Poil ; de sanglier] [poil de sanglier] [Poil de sanglier],no,
poil ; de vache,poil ; de vache,rewire,[Poils de vache] [Poil de vache] [Poil ; de vache],,yes,
poil de vache,poil ; de vache,rewire,,[Poils de vache] [Poil de vache] [Poil ; de vache],no,
poil ; et cheveu,poil et cheveu,rewire,[Poils/cheveux],,yes,
poil cheveux,poil et cheveu,rewire,,[Poils/cheveux],no,
point ; d'or,point ; d'or,rewire,[Point ; d'or],,yes,
point d'or,point ; d'or,rewire,,[Point ; d'or],no,
pointe ; de bat,pointe ; de bat,rewire,[Pointes ; de bats],,yes,
pointes de bâts,pointe ; de bat,rewire,,[Pointes ; de bats],no,
pointe ; de bois ; pour bâtir,pointe ; de bois ; pour bâtir,rewire,[Pointes ; de bois ; pour bâtir],,yes,
pointes de bois pour bâtir,pointe ; de bois ; pour bâtir,rewire,,[Pointes ; de bois ; pour bâtir],no,
pointe ; de bois,pointe ; de bois,rewire,[Pointes de bois],,yes,
pointes de bois,pointe ; de bois,rewire,,[Pointes de bois],no,
pointe ; de corne,pointe ; de corne,rewire,[Pointes de corne],,yes,
pointes de corne,pointe ; de corne,rewire,,[Pointes de corne],no,
pointe ; de Hollande,pointe ; de Hollande,rewire,[Pointes de Hollande],,yes,
pointes de Hollande,pointe ; de Hollande,rewire,,[Pointes de Hollande],no,
pointe ; de Lübeck,pointe ; de Lübeck,rewire,[Pointes de Lübeck],,yes,
pointes de Lübeck,pointe ; de Lübeck,rewire,,[Pointes de Lübeck],no,
pointe ; en métal,pointe ; en métal,rewire,[Pointes en métal],,yes,
pointes en métal,pointe ; en métal,rewire,,[Pointes en métal],no,
point ; de Hongrie,point ; de Hongrie,rewire,[points d'hongrie],,yes,
point de Hongrie,point ; de Hongrie,rewire,,[points d'hongrie],no,
poire ; de bon-chrétien,poire de bon chrétien,rewire,[poires de bons chretiens] [Poire ; de bon chrétien],,yes,
poires du bon chrétien,poire de bon chrétien,rewire,,[poires de bons chretiens] [Poire ; de bon chrétien],no,
poire,poire,rewire,[Poires],,yes,
poires,poire,rewire,,[poires] [Poires],no,
pois ; commun,pois ; commun,rewire,[pois communs],,yes,
pois communs,pois ; commun,rewire,,[pois communs],no,
poisson ; à la daube,poisson ; à la daube,rewire,[Poisson ; à la daube],,yes,
poisson à la daube,poisson ; à la daube,rewire,,[Poisson ; à la daube],no,
poisson ; d'eau ; cru,poisson ; d'eau douce ; frais,rewire,[Poisson ; d'eau crue],,yes,
poisson d'eau cru,poisson ; d'eau douce ; frais,rewire,,[Poisson ; d'eau crue],no,
poisson ; d'eau douce,poisson ; d'eau douce,rewire,[Poisson ; D'eau douce] [Poissons D'eau douce] [Poissons ; D'eau douce] [Poisson; d'eau douce] [Poissons ; d'eau douce] [Poisson ; d'eau douce],,yes,
poisson d'eau douce,poisson ; d'eau douce,rewire,,[Poisson ; D'eau douce] [Poissons D'eau douce] [Poissons ; D'eau douce] [Poisson; d'eau douce] [Poissons ; d'eau douce] [Poisson ; d'eau douce],no,
poisson ; de mer,poisson ; de mer,rewire,[Poisson; de mer] [Poissons ; de mer] [Poisson ; de mer],,yes,
poisson de mer,poisson ; de mer,rewire,,[Poisson; de mer] [Poissons ; de mer] [Poisson ; de mer],no,
poisson ; de mer ; divers,poisson ; de mer ; divers,rewire,[Poisson ; de mer ; divers],,yes,
poisson de mer divers,poisson ; de mer ; divers,rewire,,[Poissons de mer; Divers] [Poisson ; de mer ; divers],no,
poisson ; de mer ; frais ; divers,poisson ; de mer ; frais,rewire,[Poisson ; de mer ; frais ; divers],,yes,
poisson ; de mer ; frais,poisson ; de mer ; frais,rewire,[Poissons ; de mer ; frais] [Poissons ; De mer frais],,yes,
poisson de mer frais divers,poisson ; de mer ; frais,rewire,,[Poisson ; de mer ; frais ; divers],no,
poisson de mer frais,poisson ; de mer ; frais,rewire,,[Poissons ; de mer ; frais] [Poissons ; De mer frais],no,
poisson ; de mer ; saumon,poisson ; de mer ; saumon,rewire,[Poisson ; de mer ; saumon],,yes,
poisson de mer saumon,poisson ; de mer ; saumon,rewire,,[Poisson ; de mer ; saumon],no,
poisson ; de mer ; sec,poisson ; de mer ; sec,rewire,[Poisson ; de mer ; sec],,yes,
poisson de mer sec,poisson ; de mer ; sec,rewire,,[Poisson ; de mer ; sec],no,
poisson ; de mer ; stockfish,poisson ; de mer ; stockfish,rewire,[Poisson ; de mer ; stocfich] [Poisson ; de mer ; stockfish],,yes,
poisson de mer stockfish,poisson ; de mer ; stockfish,rewire,,[Poisson ; de mer ; stocfich] [Poisson ; de mer ; stockfish],no,
poisson ; en anchois,poisson ; en anchoi,rewire,[Poisson ; en anchoix],,yes,
poisson en anchois,poisson ; en anchoi,rewire,,[Poisson ; en anchoix],no,
poisson ; en hareng ; frais,poisson ; de mer ; frais ; hareng,rewire,[Poisson ; en harengs ; frais],,yes,
poisson en harengs frais,poisson ; de mer ; frais ; hareng,rewire,,[Poisson ; en harengs ; frais],no,
poisson ; en huître,poisson ; en huître,rewire,[Poisson ; en huitres],,yes,
poisson en huîtres,poisson ; en huître,rewire,,[Poisson ; en huitres],no,
poisson ; en truite,poisson ; d'eau douce ; truite,rewire,[Poisson ; en truites],,yes,
poisson en truites,poisson ; d'eau douce ; truite,rewire,,[Poisson ; en truites],no,
poisson ; frais ; vendu en mer,poisson ; frais,rewire,[Poisson ; Frais ; Vendu en mer],,yes,
poisson ; frais ; divers,poisson ; frais,rewire,[Poisson ; Frais ; Divers] [Poisson ; frais ; divers],,yes,
poisson ; frais,poisson ; frais,rewire,[poissons frais] [Poissons ;frais] [Poisson ;frais] [Poisson ; frais] [Poissons ; frais] [Poissons frais] [poisson frais] [Poisson fraix] [Poisson frais],,yes,
poisson frais vendu en mer,poisson ; frais,rewire,,[Poisson ; Frais ; Vendu en mer],no,
poisson frais divers,poisson ; frais,rewire,,[Poisson ; Frais ; Divers] [Poisson ; frais ; divers],no,
poisson frais,poisson ; frais,rewire,,[poissons frais] [Poissons ;frais] [Poisson ;frais] [Poisson ; frais] [Poissons ; frais] [Poissons frais] [poisson frais] [Poisson fraix] [Poisson frais],no,
poisson ; frais ; en anguille,poisson ; frais ; anguille,rewire,[Poisson ; frais ; en aiguilles],,yes,
poisson frais en anguilles,poisson ; frais ; anguille,rewire,,[Poisson ; frais ; en aiguilles],no,
poisson ; frit,poisson ; frit,rewire,[Poissons ; Frits] [Poisson ; fris] [Poisson; frit] [Poissons ; frit] [Poisson ; frit] [Poissons ; frits] [Poisson frits] [poisson frit] [Poisson frit],,yes,
poisson frit,poisson ; frit,rewire,,[Poissons ; Frits] [Poisson ; fris] [Poisson; frit] [Poissons ; frit] [Poisson ; frit] [Poissons ; frits] [Poisson frits] [poisson frit] [Poisson frit],no,
poisson ; en hareng ; blanc,poisson ; hareng ; blanc,rewire,[Poisson ; Harengs ; Blanc],,yes,
poisson harengs blancs,poisson ; hareng ; blanc,rewire,,[Poisson ; Harengs ; Blanc] [Poisson harengs blancs],no,
poisson ; en hareng ; saur,poisson ; salé ou mariné ; hareng,rewire,[Poisson ; harengs saurs] [Poisson ; Harengs ; Saurs],,yes,
poisson harengs saurs,poisson ; salé ou mariné ; hareng,rewire,,[Poisson ; harengs saurs] [Poisson ; Harengs ; Saurs] [Poissons; Harengs saurs],no,
poisson ; maquereau,poisson ; maquereau,rewire,[Poisson ; macquereaux] [Poissons ; maquereaux] [Poisson ; Maquereaux],,yes,
poisson maquereaux,poisson ; maquereau,rewire,,[Poisson ; macquereaux] [Poissons ; maquereaux] [Poisson ; Maquereaux],no,
poisson ; maquereau ; salé,poisson ; de mer ; salé ou mariné ; maquereau,rewire,[Poisson ; maqueraux ; salés],,yes,
poisson maquereaux salés,poisson ; de mer ; salé ou mariné ; maquereau,rewire,,[Poisson ; maqueraux ; salés],no,
poisson ; mariné,poisson ; mariné,rewire,[Poissons ; marinés] [Poisson ; marine] [Poissons ; mariné] [Poisson ; mariné] [Poisson mariné],,yes,
poisson mariné,poisson ; mariné,rewire,,[Poissons ; marinés] [Poisson ; marine] [Poissons ; mariné] [Poisson ; mariné] [Poisson mariné],no,
poisson ; morue,poisson ; morue,rewire,[Poissons morue] [Poisson ; morue] [Poissons ; morue],,yes,
poisson morue,poisson ; morue,rewire,,[Poissons morue] [Poisson ; morue] [Poissons ; morue] [Poissons; Morue] [Poisson morue],no,
poisson ; œuf de thon,poisson ; œuf de thon,rewire,[Poisson ; Œufs de thon],,yes,
poisson œufs de thon,poisson ; œuf de thon,rewire,,[Poisson ; Œufs de thon],no,
poisson ; rogue ; de Macy,poisson ; rogue ; de Macy,rewire,[Poisson ; Rogues ; de Macy],,yes,
poisson rogues de macy,poisson ; rogue ; de Macy,rewire,,[Poisson ; Rogues ; de Macy],no,
poisson ; salé ; anchois,poisson ; salé ; anchois,rewire,[Poisson ; salé ; anchoix],,yes,
poisson salé anchois,poisson ; salé ; anchois,rewire,,[Poisson ; salé ; anchoix],no,
poisson ; saumon ; salé,poisson ; saumon ; salé,rewire,[Poisson ; saumon ; salé],,yes,
poisson ; salé ; en saumon,poisson ; saumon ; salé,rewire,[Poisson ; salé ; en saumon],,yes,
poisson saumon salé,poisson ; saumon ; salé,rewire,,[Poisson ; saumon ; salé] [Poissons; Saumon salé] [Poisson saumon salé],no,
poisson salé en saumon,poisson ; saumon ; salé,rewire,,[Poisson ; salé ; en saumon],no,
poisson ; salé ; maquereau,poisson ; salé ; maquereau,rewire,[Poisson ; salé ; maquereaux] [Poisson ; salé ; maqueraux],,yes,
poisson salé maquereaux,poisson ; salé ; maquereau,rewire,,[Poisson ; salé ; maquereaux] [Poisson ; salé ; maqueraux],no,
poisson ; salé ; mariné ; anchois,poisson ; salé ; mariné ; anchois,rewire,[Poisson ; salé ; mariné ; anchois],,yes,
poisson salé mariné anchois,poisson ; salé ; mariné ; anchois,rewire,,[Poissons ; salés ; marinés ; anchois] [Poisson ; salé ; mariné ; anchois] [Poisson salé mariné anchois],no,
poisson ; salé ; mariné ; hareng ; blanc,poisson ; salé ; mariné ; hareng ; blanc,rewire,[Poisson ; salé ; mariné ; harengs ; blanc],,yes,
poisson salé mariné harengs blancs,poisson ; salé ; mariné ; hareng ; blanc,rewire,,[Poisson ; salé ; mariné ; harengs ; blanc],no,
poisson ; salé ; mariné ; morue,poisson ; salé ; mariné ; morue,rewire,[Poisson ; salé ; mariné ; morue],,yes,
poisson salé mariné morue,poisson ; salé ; mariné ; morue,rewire,,[Poisson ; salé ; mariné ; morue],no,
poisson ; salé ; mariné ; saumon,poisson ; salé ; mariné ; saumon,rewire,[Poisson ; salé ; mariné ; saumont],,yes,
poisson salé mariné saumon,poisson ; salé ; mariné ; saumon,rewire,,[Poisson ; salé ; mariné ; saumont],no,
poisson ; salé ; morue,poisson ; salé ; morue,rewire,[Poissons ; salés ; morue] [Poisson ; salé ; morue],,yes,
poisson salé morue,poisson ; salé ; morue,rewire,,[Poissons ; salés ; morue] [Poisson ; salé ; morue] [Poissons salés ; morues],no,
poisson ; salé ; morue ; verte,poisson ; salé ; morue ; verte,rewire,[Poisson ; salé ; morue ; verte],,yes,
poisson salé morue verte,poisson ; salé ; morue ; verte,rewire,,[Poisson ; salé ; morue ; verte],no,
poisson ; salé ; sardine,poisson ; salé ; sardine,rewire,[Poisson ; salé ; sardines],,yes,
poisson salé sardines,poisson ; salé ; sardine,rewire,,[Poisson ; salé ; sardines] [Poisson salé sardines] [Poissons salé ; sardines],no,
poisson ; saumon,poisson ; saumon,rewire,[Poissons ; saumon],,yes,
poisson saumon,poisson ; saumon,rewire,,[Poissons; Saumon] [Poissons ; saumon] [Poisson ; saumon],no,
poisson ; sec,poisson ; sec,rewire,[Poisson; sec] [Poissons ; secs] [Poisson sec] [Poisson ; sec],,yes,
poisson sec,poisson ; sec,rewire,,[Poisson; sec] [Poissons ; secs] [Poisson sec] [Poisson ; sec],no,
poisson ; stockfish,poisson ; stockfish,rewire,[Poisson ; stocfish] [Poissons ; stockfiche] [Poisson ; Stockfich],,yes,
poisson stockfish,poisson ; stockfish,rewire,,[Poisson ; stocfish] [Poissons ; stockfiche] [Poisson ; Stockfich] [Poissons; Stocfish] [Poissons ; stocfich] [Poisson ; stocfich] [Poisson stocfich],no,
poisson ; divers ; salé,poisson ; divers ; salé,rewire,[Poissons ; divers ; salés],,yes,
poisson divers salé,poisson ; divers ; salé,rewire,,[Poissons ; divers ; salés] [Poisson divers salé],no,
poisson ; thon ; mariné,poisson ; thon ; mariné,rewire,[Poissons thon mariné],,yes,
poisson thon mariné,poisson ; thon ; mariné,rewire,,[Poissons thon mariné] [Poissons; Thon mariné] [Poisson thon mariné],no,
poisson ; anchois,poisson ; anchois,rewire,[Poissons ; anchois] [Poissons anchois],,yes,
poisson anchois,poisson ; anchois,rewire,,[Poissons ; anchois] [Poissons anchois] [Poissons; Anchoix],no,
poisson ; de mer ; salé,poisson ; de mer ; salé,rewire,[Poissons ; de mer ; salés],,yes,
poisson de mer salé,poisson ; de mer ; salé,rewire,,[Poissons ; de mer ; salés] [Poissons de mer; Salé],no,
poisson ; de mer ; salé ; anchois,poisson ; de mer ; salé ; anchois,rewire,[Poissons ; de mer ; salés ; anchois],,yes,
poisson de mer salé anchois,poisson ; de mer ; salé ; anchois,rewire,,[Poissons ; de mer ; salés ; anchois],no,
poisson ; de mer ; salé ; divers,poisson ; de mer ; salé ; divers,rewire,[Poissons ; de mer ; salés ; divers],,yes,
poisson de mer salé divers,poisson ; de mer ; salé ; divers,rewire,,[Poissons ; de mer ; salés ; divers],no,
poisson ; de mer ; salé ; hareng ; blanc,poisson ; de mer ; salé ; hareng ; blanc,rewire,[Poissons ; de mer ; salés ; harengs ; blancs],,yes,
poisson de mer salé harengs blancs,poisson ; de mer ; salé ; hareng ; blanc,rewire,,[Poissons ; de mer ; salés ; harengs ; blancs],no,
poisson ; de mer ; salé ; hareng ; saur,poisson ; de mer ; salé ; hareng ; saur,rewire,[Poissons ; de mer ; salés ; harengs ; sors],,yes,
