marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc
Objets manufacturés réunis,objets manufacturés réunis,,Pierre Gervais,138
Obliques,obliques,,Pierre Gervais,1
Obusiers ; de fonte,obusiers de fonte,,Pierre Gervais,1
Ocre,ocre,,Pierre Gervais,327
ocre,ocre,,Pierre Gervais,9
Ocre ; jaune,ocre jaune,,Pierre Gervais,11
Ocre ; rouge,ocre rouge,,Pierre Gervais,10
ocre brun,ocre brun,,Pierre Gervais,
ocre de toute espèce,ocre de toute espèce,,Pierre Gervais,
Ocre en pierre,ocre en pierre,,Pierre Gervais,1
Ocre en poudre,ocre en poudre,,Pierre Gervais,1
Ocre Jaune,ocre jaune,,Pierre Gervais,5
Ocre jaune,ocre jaune,,Pierre Gervais,4
ocre Jaune,ocre jaune,,Pierre Gervais,1
ocre jaune,ocre jaune,,Pierre Gervais,3
Ocre jeanne,ocre jaune,x,Pierre Gervais,1
ocre noir,ocre noir,,Pierre Gervais,
Ocre Rouge,ocre rouge,,Pierre Gervais,1
Ocre rouge,ocre rouge,,Pierre Gervais,4
ocre Rouge,ocre rouge,,Pierre Gervais,2
ocre rouge,ocre rouge,,Pierre Gervais,1
Ocres,ocre,,Pierre Gervais,2
Ocres et brun rouge,ocre et brun rouge,,Pierre Gervais,4
Octante,octante,x,Pierre Gervais,1
Oculi Cancri,oculi cancri,x,Pierre Gervais,1
Odautes,odautes,x,Pierre Gervais,1
Odeure,odeure,x,Pierre Gervais,1
Œil de beuf,œil de bœuf,,Pierre Gervais,1
Oeillards,œillards,,Pierre Gervais,1
Œillet,œillets,,Pierre Gervais,1
Œillets,œillets,,Pierre Gervais,3
Œuf,œufs,,Pierre Gervais,1
œuf,œufs,,Pierre Gervais,1
Oeufs,œufs,,Pierre Gervais,39
Œufs,œufs,,Pierre Gervais,132
œufs,œufs,,Pierre Gervais,3
Œufs ; de perdrix ; rouge,œufs de perdrix rouge,,Pierre Gervais,1
Œufs ; de phaisants,œufs de faisans,,Pierre Gervais,1
Œufs ; de poulles,œufs de poules,,Pierre Gervais,1
Œufs de composition,œufs de composition,,Pierre Gervais,1
Œufs de poisson,œufs de poisson,,Pierre Gervais,
Œufs et volailles,œufs et volailles,,Pierre Gervais,19
oeuil de bœuf,œuil de bœuf,,Pierre Gervais,
oeuil de bœuf garnis de cuivre,œuil de bœuf garni de cuivre,,Pierre Gervais,
Oeüillards ; de brie,œillards de Brie,,Pierre Gervais,1
Ofevrerie ; argent,orfèvrerie argent,,Pierre Gervais,1
Ofevrerie ; chandeliers ; d'église,orfèvrerie chandeliers d'église,,Pierre Gervais,1
Ognons,oignons,,Pierre Gervais,1
Ognons de fleurs,ognons de fleurs,,Pierre Gervais,7
oies,oies,,Pierre Gervais,
Oignon,oignons,,Pierre Gervais,6
Oignon ; de fleur,oignons de fleurs,,Pierre Gervais,3
Oignon ; de fleurs,oignons de fleurs,,Pierre Gervais,1
Oignon de Fleur,oignons de fleurs,,Pierre Gervais,1
Oignon de Narcisses,oignons de narcisse,,Pierre Gervais,1
Oignon ordinaire,oignons ordinaires,,Pierre Gervais,1
Oignons,oignons,,Pierre Gervais,66
oignons,oignons,,Pierre Gervais,3
Oignons ; communs,oignons communs,,Pierre Gervais,5
Oignons ; de fleur,oignons de fleurs,,Pierre Gervais,11
Oignons ; de fleurs,oignons de fleurs,,Pierre Gervais,97
Oignons ; de squille,oignons de squille,x,Pierre Gervais,2
Oignons ; oignons,oignons oignons,,Pierre Gervais,10
Oignons ;de fleur,oignons de fleurs,,Pierre Gervais,1
oignons commnuns,oignons communs,,Pierre Gervais,1
Oignons d'Aubereufes,oignons de tubéreuse,x,Pierre Gervais,1
Oignons d'Esquilles,oignons d'esquilles,,Pierre Gervais,1
oignons d'hyacrite,oignons d'hyacinte,x,Pierre Gervais,1
oignons de barbarie,oignons de Barbarie,,Pierre Gervais,1
Oignons de Fleur,oignons de fleurs,,Pierre Gervais,1
Oignons de fleur,oignons de fleurs,,Pierre Gervais,10
oignons de fleur,oignons de fleurs,,Pierre Gervais,1
Oignons de fleurs,oignons de fleurs,,Pierre Gervais,69
oignons de Fleurs,oignons de fleurs,,Pierre Gervais,1
oignons de fleurs,oignons de fleurs,,Pierre Gervais,3
Oignons de fleurs jonquilles,oignons de fleurs jonquilles,,Pierre Gervais,1
Oignons de narcisses,oignons de narcisses,,Pierre Gervais,1
Oignons de tubereuse,oignons de tubéreuse,,Pierre Gervais,2
Oignons de tuberuse,oignons de tubéreuse,,Pierre Gervais,1
Oing,oint,x,Pierre Gervais,2
Oing vieux,oint vieux,x,Pierre Gervais,5
Oiseaux,oiseaux,,Pierre Gervais,1
Oiseaux ; petits,oiseaux petits,,Pierre Gervais,1
Oiseaux de proye,oiseaux de proie,x,Pierre Gervais,1
oleane ou roucou,oleane ou rocou,x,Pierre Gervais,
Oliban,oliban,x,Pierre Gervais,3
Olibans,oliban,,Pierre Gervais,2
Olive,olive,,Pierre Gervais,2
Olives,olive,,Pierre Gervais,379
olives,olive,,Pierre Gervais,3
Olives et câpres,olive et câpres,,Pierre Gervais,
Olives marinées,olive marinée,,Pierre Gervais,6
Olivettes,olivettes,,Pierre Gervais,1
Olivier,olivier,,Pierre Gervais,1
Olivres,olive,,Pierre Gervais,1
Ollive,olive,,Pierre Gervais,3
Ollives,olive,,Pierre Gervais,14
Onerie de dieppe,onerie de Dieppe,x,Pierre Gervais,1
Onetes de coton,onetes de coton,x,Pierre Gervais,1
Ongles ; de beuf,ongles de bœuf,,Pierre Gervais,1
Ongles ; de carres,ongles de caret,x,Pierre Gervais,1
Ongles d'Ecaille de tortue,ongles d'écaille de tortue,,Pierre Gervais,1
Ongles d'ecaille de tortue,ongles d'écaille de tortue,,Pierre Gervais,1
Ongles de caret,ongles de caret,,Pierre Gervais,1
ongles de caret,ongles de caret,,Pierre Gervais,1
Ongles de carret,ongles de caret,,Pierre Gervais,1
Onglons ; de beuf,onglons de bœuf,,Pierre Gervais,4
Onglons ; de bœuf,onglons de bœuf,,Pierre Gervais,1
Onglons ; de bœufs,onglons de bœuf,,Pierre Gervais,1
Onglons de beuf,onglons de bœuf,,Pierre Gervais,6
onglons de beuf,onglons de bœuf,,Pierre Gervais,1
onglons de bœuf,onglons de bœuf,,Pierre Gervais,1
Onglons de bouc,onglons de bouc,,Pierre Gervais,
Onglons de renne,onglons de renne,,Pierre Gervais,
Onguent ; de laurier,onguent de laurier,,Pierre Gervais,1
Onguents,onguent,,Pierre Gervais,3
Onions,oignons,,Pierre Gervais,
Opiats,opiats,,Pierre Gervais,2
Opium,opium,,Pierre Gervais,147
opium,opium,,Pierre Gervais,10
opopanax,opoponax,x,Pierre Gervais,1
opoponas,opoponax,x,Pierre Gervais,2
Opoponax,opoponax,x,Pierre Gervais,9
opoponax,opoponax,x,Pierre Gervais,1
Opponax,opoponax,x,Pierre Gervais,1
Oppoponax,opoponax,x,Pierre Gervais,1
Optiques,optiques,,Pierre Gervais,1
Or ; battu,or battu,,Pierre Gervais,7
Or ; en baissette,or en baissette,,Pierre Gervais,1
Or ; en coquilles,or en coquilles,,Pierre Gervais,1
Or ; en lingot,or en lingots,,Pierre Gervais,2
Or ; en lingots,or en lingots,,Pierre Gervais,1
Or ; et arg. ; en feuilles,or et argent en feuilles,,Pierre Gervais,1
Or ; et argent ; battû,or et argent battu,,Pierre Gervais,3
Or ; et argent ; faux,or et argent faux,,Pierre Gervais,3
Or ; et argent ; trail,or et argent trait,x,Pierre Gervais,1
Or ; et argt ; faux,or et argent faux,,Pierre Gervais,2
Or ; et argt. Faux,or et argent faux,,Pierre Gervais,1
Or ; faux,or faux,,Pierre Gervais,2
Or ; faux ; battu,or faux battu,,Pierre Gervais,1
Or ; trait ; filé,or vrai filé,,Pierre Gervais,1
Or battu,or battu,,Pierre Gervais,3
or battu,or battu,,Pierre Gervais,1
Or battu en feuilles,or battu en feuilles,,Pierre Gervais,1
Or batu,or battu,,Pierre Gervais,1
Or en feuille,or en feuilles,,Pierre Gervais,
Or en feuilles,or en feuilles,,Pierre Gervais,2
Or en lames,or en lames,,Pierre Gervais,1
"Or en lames, par Marseill",or en lames par Marseille,,Pierre Gervais,1
Or en lingots,or en lingots,,Pierre Gervais,3
or en lingots,or en lingots,,Pierre Gervais,1
Or en vaisselle,or en vaisselle,,Pierre Gervais,1
Or et argent,or et argent,,Pierre Gervais,4
Or et argent ; balles,or et argent balles,,Pierre Gervais,2
Or et argent ; battu,or et argent battu,,Pierre Gervais,16
Or et argent ; en lingot,or et argent en lingots,,Pierre Gervais,1
Or et argent ; faulx,or et argent faux,,Pierre Gervais,1
Or et argent ; faux,or et argent faux,,Pierre Gervais,26
Or et argent ; fin,or et argent fin,,Pierre Gervais,2
Or et argent battu,or et argent battu,,Pierre Gervais,1
or et argent en barres et lingots,or et argent en barres et lingots,,Pierre Gervais,
or et argent en fil,or et argent en fil,,Pierre Gervais,
Or et argent en lingots,or et argent en lingots,,Pierre Gervais,1
or et argent en piastres,or et argent en piastres,,Pierre Gervais,
Or et Argent faux,or et argent faux,,Pierre Gervais,2
Or et argent faux,or et argent faux,,Pierre Gervais,9
or et argent faux battu en livrets de 24 feuilles,or et argent faux battu en livret de 24 feuilles,,Pierre Gervais,
"or et argent faux en fil, cantilles, etc.",or et argent faux en fil cantilles etc.,,Pierre Gervais,
Or et argent faux traits,or et argent faux traits,,Pierre Gervais,1
or et argent fin battu en livrets de 24 feuilles,or et argent fin battu en livret de 24 feuilles,,Pierre Gervais,
or et argent fin en livrets,or et argent fin en livret,,Pierre Gervais,
"or et argent fin, en fil, cantilles, paillettes",or et argent fin en fil cantilles paillettes,,Pierre Gervais,
Or et argent monnayés,or et argent monnayés,,Pierre Gervais,6
or et argent monnoyé,or et argent monnayés,,Pierre Gervais,
Or et argent monnoyé en piastre,or et argent monnayés en piastres,,Pierre Gervais,2
Or et argents faux,or et argents faux,,Pierre Gervais,1
Or et argt ; battu,or et argent battu,,Pierre Gervais,12
Or et argt ; en lingots,or et argent en lingots,,Pierre Gervais,1
Or et argt ; faux,or et argent faux,,Pierre Gervais,8
Or et argt ; fin,or et argent fin,,Pierre Gervais,1
Or faux,or faux,,Pierre Gervais,2
Or filé,or filé,,Pierre Gervais,1
Or fin ; En feuille,or fin en feuilles,,Pierre Gervais,3
Or fin ; En Lingot,or fin en lingots,,Pierre Gervais,1
Or fin ; En paillette et paillous,or fin en paillettes et paillous,x,Pierre Gervais,2
Or fin ; Monnoyé en pièce d'Espagne,or fin monnayé en pièces d'Espagne,,Pierre Gervais,1
Or fin battu,or fin battu,,Pierre Gervais,1
Or fin en feuilles,or fin en feuilles,,Pierre Gervais,2
or massif,or massif,,Pierre Gervais,
Or monnoyé,or monnayé,,Pierre Gervais,12
Or monnoyé ; par Calais,or monnayé par Calais,,Pierre Gervais,1
Or monnoyé en sequins,or monnayé en sequins,,Pierre Gervais,1
"Or monnoyé en sequins, par Marseille",or monnayé en sequins par Marseille,,Pierre Gervais,1
Or monnoyé et en lingots ; venant de Francfort par Strasbourg,or monnayé en lingots venant de Francfort par Strasbourg,,Pierre Gervais,1
or travaillé,or travaillé,,Pierre Gervais,
Orange,orange,,Pierre Gervais,10
orange,orange,,Pierre Gervais,1
Orange Aigre,orange aigre,,Pierre Gervais,4
Orange aigres,orange aigre,,Pierre Gervais,5
Orange de Malte,orange de Malte,,Pierre Gervais,1
Orange Douce,orange douce,,Pierre Gervais,9
Orange douce,orange douce,,Pierre Gervais,1
Orange Douces,orange douce,,Pierre Gervais,2
Orangelets,orangelets,,Pierre Gervais,1
orangelets,orangelets,,Pierre Gervais,2
Orangelets secs,orangelets secs,,Pierre Gervais,1
orangelets secs,orangelets secs,,Pierre Gervais,5
Orangers,orangers,,Pierre Gervais,7
orangers,orangers,,Pierre Gervais,1
orangers petits,orangers petits,,Pierre Gervais,2
Oranges,orange,,Pierre Gervais,246
oranges,orange,,Pierre Gervais,30
Oranges ; aigres,orange aigres,,Pierre Gervais,6
Oranges ; douces,orange douce,,Pierre Gervais,11
Oranges ; en caisses,orange en caisses,,Pierre Gervais,1
Oranges ; séchées ; à faire chapelet,orange séchée à faire chapelets,,Pierre Gervais,1
Oranges Aigre,orange aigre,,Pierre Gervais,5
Oranges aigres,orange aigre,,Pierre Gervais,21
oranges aigres,orange aigre,,Pierre Gervais,3
Oranges Douces,orange douce,,Pierre Gervais,9
Oranges douces,orange douce,,Pierre Gervais,18
oranges douces,orange douce,,Pierre Gervais,9
oranges et citrons,orange et citrons,,Pierre Gervais,1
Orcanette,orcanette,x,Pierre Gervais,1
Orcanettes,orcanette,x,Pierre Gervais,1
Orcillons ; à faire colle,orcillons à faire colle,x,Pierre Gervais,1
Orcre,orcre,,Pierre Gervais,1
Oregan,origan,x,Pierre Gervais,1
orego,origan,x,Pierre Gervais,
oreilles et oreillons à faire colle,oreilles et oreillons à faire colle,,Pierre Gervais,
Oreillons,oreillons,,Pierre Gervais,39
Oreillons --------,oreillons ???,,Pierre Gervais,1
Oreillons ; à f. colle,oreillons à faire colle,,Pierre Gervais,1
Oreillons ; à faire colle,oreillons à faire colle,,Pierre Gervais,11
Oreillons ; à faire folle,oreillons à faire colle,,Pierre Gervais,2
Oreillons à f. colle,oreillons à faire colle,,Pierre Gervais,6
Oreillons à faire colle,oreillons à faire colle,,Pierre Gervais,1
Oreillons à fre. Colle,oreillons à faire colle,,Pierre Gervais,2
Oreillons a fre.colle,oreillons à faire colle,,Pierre Gervais,1
Orfeverie ; En argent ; Diverses,orfèvrerie en argent diverse,,Pierre Gervais,
Orfeverie ; En argent ; Vesselle d'argent,orfèvrerie en argent vaisselle d'argent,,Pierre Gervais,
Orfeverie ; En argents ; Divers,orfèvrerie en argent diverse,,Pierre Gervais,
Orfeverie ; En argents ; Vesselles d'argents,orfèvrerie en argent vaisselle d'argent,,Pierre Gervais,
Orfeverie ; En or,orfèvrerie en or,,Pierre Gervais,
Orfeverie ; En or et argent,orfèvrerie en or et argent,,Pierre Gervais,
Orfeverie ; en vaisselle ; d'argent,orfèvrerie en vaisselle d'argent,,Pierre Gervais,1
Orfeverie en argenterie,orfèvrerie en argenterie,,Pierre Gervais,4
Orfeverie en or,orfèvrerie en or,,Pierre Gervais,2
Orfeveries ; En argent ; Diverses,orfèvrerie en argent diverse,,Pierre Gervais,11
Orfeveries ; En argent ; Vesselle d'argent,orfèvrerie en argent vaisselle d'argent,,Pierre Gervais,17
Orfeveries ; En argents ; Divers,orfèvrerie en argent diverse,,Pierre Gervais,5
Orfeveries ; En argents ; Vesselles d'argents,orfèvrerie en argent vaisselle d'argent,,Pierre Gervais,5
Orfeveries ; En or,orfèvrerie en or,,Pierre Gervais,5
Orfeveries ; En or et argent,orfèvrerie en or et argent,,Pierre Gervais,6
Orfevrerie,orfèvrerie,,Pierre Gervais,12
Orfévrerie,orfèvrerie,,Pierre Gervais,195
Orfèvrerie,orfèvrerie,,Pierre Gervais,10
Orfevrerie ; boucles ; d'argent,orfèvrerie boucles d'argent,,Pierre Gervais,1
Orfevrerie ; Diverse,orfèvrerie diverse,,Pierre Gervais,13
Orfèvrerie ; en argent,orfèvrerie en argent,,Pierre Gervais,5
Orfevrerie ; en boucles ; d'argent,orfèvrerie en boucles d'argent,,Pierre Gervais,6
Orfevrerie ; En or,orfèvrerie en or,,Pierre Gervais,1
Orfevrerie ; En or et argent,orfèvrerie en or et argent,,Pierre Gervais,1
Orfevrerie ; en vaisselle,orfèvrerie en vaisselle,,Pierre Gervais,1
Orfèvrerie ; en vaisselle,orfèvrerie en vaisselle,,Pierre Gervais,1
Orfevrerie ; Vaisselle d'agent,orfèvrerie vaisselle d'argent,,Pierre Gervais,1
Orfevrerie ; Vaisselle d'argent,orfèvrerie vaisselle d'argent,,Pierre Gervais,11
Orfèvrerie (déjeuné de vermeil),orfèvrerie déjeuner de vermeil,,Pierre Gervais,1
Orfèvrerie bijouterie ; bijouterie,orfèvrerie bijouterie bijouterie,,Pierre Gervais,4
Orfèvrerie bijouterie ; vaisselle d'argent,orfèvrerie bijouterie vaisselle d'argent,,Pierre Gervais,5
Orfèvrerie d'argent,orfèvrerie d'argent,,Pierre Gervais,1
Orfevrerie diverse,orfèvrerie diverse,,Pierre Gervais,4
Orfèvrerie en argenterie,orfèvrerie en argenterie,,Pierre Gervais,1
Orfèvrerie en cafetière,orfèvrerie en cafetière,,Pierre Gervais,1
Orfevrerie en vaisselle d'argent,orfevrerie en vaisselle d'argent,,Pierre Gervais,6
Orfèvrerie en vaisselle d'argent,orfèvrerie en vaisselle d'argent,,Pierre Gervais,11
Orfèvrerie en vases d'église,orfèvrerie en vase d'église,,Pierre Gervais,1
Orfèvrerie et bijouterie,orfèvrerie et bijouterie,,Pierre Gervais,2
Orfèvrerie vaisselle d'argent,orfèvrerie vaisselle d'argent,,Pierre Gervais,1
Organdis,organdis,x,Pierre Gervais,2
Organeaux,organeaux,x,Pierre Gervais,1
Orge,orge,,Pierre Gervais,109
orge,orge,,Pierre Gervais,6
Orge ; ...,orge ???,,Pierre Gervais,2
Orge ; en grain,orge en grains,,Pierre Gervais,52
Orge ; en graines,orge en graine,,Pierre Gervais,23
Orge ; en grains,orge en grains,,Pierre Gervais,144
Orge ; germé,orge germé,,Pierre Gervais,2
Orge ; germée,orge germé,,Pierre Gervais,6
Orge ; mondé,orge mondé,,Pierre Gervais,1
Orge ; mondée,orge mondé,,Pierre Gervais,69
Orge ; montée,orge mondé,x,Pierre Gervais,1
Orge ; moudé,orge mondé,x,Pierre Gervais,1
Orge ; perlée,orge perlé,,Pierre Gervais,34
Orge : mondée,orge mondé,,Pierre Gervais,4
orge commun en jarbes,orge commun en gerbes,,Pierre Gervais,
Orge en grain,orge en grains,,Pierre Gervais,2
orge en grain,orge en grains,,Pierre Gervais,1
orge et avoine,orge et avoine,,Pierre Gervais,
Orge monde,orge mondé,,Pierre Gervais,1
Orge mondé,orge mondé,,Pierre Gervais,2
orge mondé,orge mondé,,Pierre Gervais,3
Orge mondé et perlé,orge mondé et perlé,,Pierre Gervais,21
orge mondé et perlé,orge mondé et perlé,,Pierre Gervais,
Orge mondée,orge mondé,,Pierre Gervais,30
orge Mondée,orge mondé,,Pierre Gervais,3
orge mondée,orge mondé,,Pierre Gervais,6
Orge moude,orge mondé,x,Pierre Gervais,2
Orge Moudé,orge mondé,x,Pierre Gervais,1
Orge moudeé,orge mondé,x,Pierre Gervais,1
Orge Moudée,orge mondé,x,Pierre Gervais,1
Orge moudée,orge mondé,x,Pierre Gervais,4
orge moudée,orge mondé,x,Pierre Gervais,1
orge moulu,orge moulu,,Pierre Gervais,1
Orge ordinaire,orge ordinaire,,Pierre Gervais,1
orge ou soucrion,orge ou soucrion,,Pierre Gervais,
orge ou soucrion en jarbes,orge ou soucrillon en gerbes,,Pierre Gervais,
Orge paillarge,orge paillarge,x,Pierre Gervais,1
Orge perlé et mondé,orge perlé et mondé,,Pierre Gervais,10
orge soucrion,orge soucrillon,,Pierre Gervais,
orge;mondé,orge mondé,,Pierre Gervais,1
Orges,orges,,Pierre Gervais,6
orges en grain,orge en grains,,Pierre Gervais,1
orges jaune,orge jaune,,Pierre Gervais,1
Orges perlés,orge perlé,,Pierre Gervais,
Orgne d'Allemagne,orgne d'Allemagne,x,Pierre Gervais,1
orgues,orgues,,Pierre Gervais,
orgues de savoyard,orgues de savoyard,,Pierre Gervais,
"orgues, clavescins, epinettes",orgues clavecin épinettes,,Pierre Gervais,
Orgueur de Bois,orgueur de bois,x,Pierre Gervais,1
Origanum,origan,x,Pierre Gervais,2
Origine Inconnue,???,x,Pierre Gervais,1
orloge à Sable,horloge à sable,,Pierre Gervais,1
Orloge de table,horloge de tables,,Pierre Gervais,1
ormeaux a planter,ormeaux à planter,,Pierre Gervais,1
Ornemens ; d'eglise,ornements d'église,,Pierre Gervais,1
Ornemens d'Eglise,ornements d'église,,Pierre Gervais,3
Ornemens d'eglise,ornements d'église,,Pierre Gervais,1
ornemens d'eglise,ornements d'église,,Pierre Gervais,
Ornement ; d'église,ornements d'église,,Pierre Gervais,1
Ornement d'eglise,ornements d'église,,Pierre Gervais,1
Ornements ; d'Eglise,ornements d'église,,Pierre Gervais,1
Ornements ; d'église,ornements d'église,,Pierre Gervais,1
Ornements ; d'église et habits de livrée,ornements d'église et habits de livrée,,Pierre Gervais,2
Ornements ; d'églises,ornements d'église,,Pierre Gervais,3
Ornements d'eglise,ornements d'église,,Pierre Gervais,3
Ornements d'église,ornements d'église,,Pierre Gervais,6
Ornements de table,ornements de tables,,Pierre Gervais,2
Orobes,orobes,x,Pierre Gervais,1
Orpheverie ; vaisselle ; d'argent,orfèvrerie vaisselle d'argent,,Pierre Gervais,3
Orphevrerie,orfèvrerie,,Pierre Gervais,4
Orphevrerie ; d'or et d'argent,orfèvrerie d'or et d'argent,,Pierre Gervais,3
Orphevrerie ; en or et argent,orfèvrerie en or et argent,,Pierre Gervais,1
Orphevrerie ; fil ; d'or,orfèvrerie fil d'or,,Pierre Gervais,1
Orphevrerie ; vaisselle,orfèvrerie vaisselle,,Pierre Gervais,1
Orphevrerie ; vaisselle ; d'argent,orfèvrerie vaisselle d'argent,,Pierre Gervais,4
Orphevrerie vaisselle d'argent,orfèvrerie vaisselle d'argent,,Pierre Gervais,1
Orphies,orphies,x,Pierre Gervais,
Orpimen,orpiment,,Pierre Gervais,2
orpimen,orpiment,,Pierre Gervais,3
Orpimens,orpiment,,Pierre Gervais,1
Orpiment,orpiment,,Pierre Gervais,87
orpiment,orpiment,,Pierre Gervais,12
Orpiment ; broyé,orpiment broyé,,Pierre Gervais,1
Orpiment broyé,orpiment broyé,,Pierre Gervais,1
Orpimente,orpiment,,Pierre Gervais,2
Orpiments,orpiment,,Pierre Gervais,15
Orpin,orpin,x,Pierre Gervais,52
orpin,orpin,x,Pierre Gervais,11
Orpin Broyé,orpin broyé,x,Pierre Gervais,1
Orpinem,orpiment,x,Pierre Gervais,1
Orpinente,orpiment,x,Pierre Gervais,1
orpint,orpin,x,Pierre Gervais,1
