obsolete,orthographic_pierre,simplification,imprimatur,Suggestion de simplification,status,beforeItems,afterItems
no,drap grossier,drap grossier,Guillaume Daudin,drap ; grossier,rewire,,[Drap grossier] [drap grossier]
no,draperie grossière,drap grossier,Guillaume Daudin,drap ; grossier,rewire,,[Draperie ; grossiere] [Draperies grossieres]
no,drap imprimé,drap imprimé,Guillaume Daudin,drap ; imprimé,rewire,,[Drap ; imprimée]
no,drap draperie irtaine,drap irtaine,Guillaume Daudin,drap ; irtaine,rewire,,[Drap ; draperie ; irtaine]
no,drap Languedoc,drap Languedoc,Guillaume Daudin,drap ; Languedoc,rewire,,[Drap ; Languedoc]
no,Maroc,drap Maroc,Guillaume Daudin,drap ; Maroc,rewire,,[Maroc]
no,drap natives divers,drap native divers,Guillaume Daudin,drap ; native ; divers,rewire,,[Draps ; Natives ; Divers]
no,drap naturel commun,drap naturel commune,Guillaume Daudin,drap ; naturel ; commune,rewire,,[Draps ; Naturels ; Commune]
no,drap naturel de Sedan,drap naturel de Sedan,Guillaume Daudin,drap ; naturel ; de Sedan,rewire,,[Draps ; Naturels ; De Sedan]
no,drap naturel diverses,drap naturel diverse,Guillaume Daudin,drap ; naturel ; diverse,rewire,,[Draps ; Naturels ; Diverses]
no,drap naturel Sirre,drap naturel Sirre,Guillaume Daudin,drap ; naturel ; Sirre,rewire,,[Draps ; Naturels ; Sirre]
no,drap noir,drap noir,Guillaume Daudin,drap ; noir,rewire,,[Drap ; noir]
no,drap palencourt,drap palencourt,Guillaume Daudin,drap ; palencourt,rewire,,[Draps ; palencourt]
no,drap draperie pinchina,drap pinchina,Guillaume Daudin,drap ; pinchina,rewire,,[Drap ; draperie ; pinchinat] [Drap ; draperie ; pivchina] [Drap ; draperie ; pinchina]
no,draperie platine,drap platine,Guillaume Daudin,drap ; platine,rewire,,[Draperie ; platine]
no,drap ratine diverse,drap ratine diverse,Guillaume Daudin,drap ; ratine ; diverse,rewire,,[Draps ; Ratines diverses]
no,drap raz d'Angleterre,drap raz d'Angleterre,Guillaume Daudin,drap ; raz ; d'Angleterre,rewire,,[Drap ; raz ; d'Angleterre]
no,drap raz de castor,drap raz de castor,Guillaume Daudin,drap ; raz ; de castor,rewire,,[Drap ; raz ; de castor] [Draps ; raz ; de castor]
no,drap raz de Saint-Lô,drap raz des Lo,Guillaume Daudin,drap ; raz ; des Lo,rewire,,[Draps ; raz ; des Lo]
no,serge blanche,drap serge blanc,Guillaume Daudin,drap ; serge ; blanc,rewire,,[serge blanche]
no,serge d'Angleterre,drap serge d'Angleterre,Guillaume Daudin,drap ; serge ; d'Angleterre,rewire,,[serge d'Angleterre]
no,drap de laine d'Arnetal,drap serge d'Arnetal,Guillaume Daudin,drap ; serge ; d'Arnetal,rewire,,[Drap ; de laine ; d'Arnetal]
no,drap serge d'Aumale,drap serge d'aumale,Guillaume Daudin,drap ; serge ; d'aumale,rewire,,[Drap ; serge ; d'aumale] [Drap ; Serge ; d'aumale] [Drap ; serge ; d'aumal] [Draps ; serge ; d'aumale]
no,drap draperie serge,drap serge de laine,Guillaume Daudin,drap ; serge ; de laine,rewire,,[Drap ; draperie ; serge]
no,drap draperie serge de laine,drap serge de laine,Guillaume Daudin,drap ; serge ; de laine,rewire,,[Drap ; draperie ; sorge ; de laine] [Drap ; draperie ; Serge delaine] [Drap ; draperie ; Serge de laine] [Drap ; draperie ; serge ; de laine] [Drap ; draperie ; serge de laine]
no,drap serge de laine,drap serge de laine,Guillaume Daudin,drap ; serge ; de laine,rewire,,[Draps ; serge; de laine] [Drap ; serge ; de laine] [Draps ; serge ; de laine] [Drap ; Serge ; de laine]
no,drap serge de Lille,drap serge de Lille,Guillaume Daudin,drap ; serge ; de Lille,rewire,,[Drap ; serge ; de Lille] [Draps ; serge ; de Lille] [Drap ; Serge ; de Lille]
no,drap serge de Montauban,drap serge de Montauban,Guillaume Daudin,drap ; serge ; de Montauban,rewire,,[Drap ; serge ; de Montauban] [Drap ; Serge ; de Montauban]
no,drap serge des prises,drap serge des prise,Guillaume Daudin,drap ; serge ; des prise,rewire,,[Drap ; serge ; des prises]
no,drap serge drapée,drap serge drapée,Guillaume Daudin,drap ; serge ; drapée,rewire,,"[Draps ; serge, drapée] [Drap ; serge ; drapée] [Draps ; serge ; drapée] [Drap ; Serge ; drapée]"
no,drap serge écarlatine,drap serge écarlate,Guillaume Daudin,drap ; serge ; écarlate,rewire,,[Drap ; serge ; écarlatine]
no,étoffe mélangée serge et laine satin turc,drap serge et satin turc,Guillaume Daudin,drap ; serge et satin ; turc,rewire,,[Etoffes ; mélangées ; serge et laine ; satin ; turc]
no,drap serge fil et laine,drap serge fil et laine,Guillaume Daudin,drap ; serge ; fil et laine,rewire,,[Drap ; serge ; fil et laine]
no,drap serge forte,drap serge forte,Guillaume Daudin,drap ; serge ; forte,rewire,,[Drap ; serge ; forte] [Drap ; Serge ; forte]
no,drap serge imprimé,drap serge imprimée,Guillaume Daudin,drap ; serge ; imprimée,rewire,,[Drap ; serge ; imprimé] [Drap ; Serge ; imprimé]
no,drap serge imprimée,drap serge imprimée,Guillaume Daudin,drap ; serge ; imprimée,rewire,,[Drap ; serge ; imprimée] [Draps ; serge ; imprimée] [Drap ; Serge ; imprimée]
no,serge imprimée,drap serge imprimée,Guillaume Daudin,drap ; serge ; imprimée,rewire,,[serge imprimé] [Serge imprimée] [Serge ; imprimée]
no,étoffe mélangée serge et laine large,drap serge large,Guillaume Daudin,drap ; serge ; large,rewire,,[Etoffes ; mélangées ; serge et laine ; large]
no,drap draperie sergette,drap serge sergette,Guillaume Daudin,drap ; serge ; sergette,rewire,,[Drap ; draperie ; sergette]
no,drap serge sergette,drap serge sergette,Guillaume Daudin,drap ; serge ; sergette,rewire,,[Draps ; serge ; sergette]
no,drap teint,drap teint,Guillaume Daudin,drap ; teint,rewire,,[draps teints]
no,drap teint de douzaine,drap teint,Guillaume Daudin,drap ; teint,rewire,,[draps teints de douzaine]
no,drap teint d'Espagne et de Hollande,drap teint d'Espagne et de Hollande,Guillaume Daudin,drap ; teint ; d'Espagne et de Hollande,rewire,,[draps teints d'Espagne et d'Hollande]
no,drap vert,drap vert,Guillaume Daudin,drap ; vert,rewire,,[Draps ; verd] [Drap ; verd]
no,drapeaux,drapeau,Guillaume Daudin,drapeau,rewire,,[drapeaux] [Drapeaux]
no,drapeaux vieux,drapeau vieux,Guillaume Daudin,drapeau ; vieux,rewire,,[Drapeaux ; vieux] [Drapeaux vieux] [drapeaux vieux]
no,draperie,draperie,Guillaume Daudin,[drap],ambiguous,[Draperies] [draperie] [Draprie] [Drapperie] [Draperie],[Draperies] [draperie] [Draprie] [Drapperie] [Draperie] [Draperie ; draps d'Elbeuf et Sedan]
no,draperie de Montauban,draperie de Montauban,Guillaume Daudin,draperie ; de Montauban,rewire,,[Daperie ; de Montauban] [Draperie de Montauban]
no,draperie et étoffe,draperie et étoffe,Guillaume Daudin,draperie et étoffe,existing,,
no,draperie et étoffe de laine,draperie et étoffe de laine,Guillaume Daudin,draperie et étoffe ; de laine,rewire,,[Draperie et étoffe de laine]
no,draperie ordinaire,draperie ordinaire,Guillaume Daudin,draperie ; ordinaire,rewire,,[Draperies ; ordinaire] [Draperie ; ordinaire] [Draperie ordinaire]
no,garance préparée,drogue ; pour la peinture et la teinture ; garance ; préparée,Guillaume Daudin,drogue ; pour la peinture et la teinture ; garance ; préparée,existing,,
no,drogues à peindre,drogue a peindre,Guillaume Daudin,drogue a peindre,rewire,,[Drogues a peindre]
no,drogues alquifoux,drogue alquifoux,Guillaume Daudin,drogue ; alquifoux,rewire,,[Drogues ; alquifoux]
no,droguerie alun,drogue alun,Guillaume Daudin,drogue ; alun,rewire,,[Drogueries ; alun] [Drogueries; Alun]
no,drogues alun,drogue alun,Guillaume Daudin,drogue ; alun,rewire,,[Drogues ; alun]
no,drogues mêlées asa fœtida,drogue asfafélida,Guillaume Daudin,drogue ; asfafélida,rewire,,[Drogues ; Mêlées ; Asfafélida]
no,drogues azur,drogue azur,Guillaume Daudin,drogue ; azur,rewire,,[Drogues ; azur]
no,drogues mêlées blanc de baleine,drogue blanc de baleine,Guillaume Daudin,drogue ; blanc de baleine,rewire,,[Drogues ; melées ; Blanc de baleine]
no,drogues mêlées diverses blanc de baleine,drogue blanc de baleine,Guillaume Daudin,drogue ; blanc de baleine,rewire,,[Drogues melées ; Diverses ; Blanc de Baleine]
no,droguerie canefice,drogue canéfice,Guillaume Daudin,drogue ; canéfice,rewire,,[Drogueries ; canéfice]
no,drogues canefice,drogue canéfice,Guillaume Daudin,drogue ; canéfice,rewire,,[Drogues ; canéfice]
no,drogues cantharides,drogue cantharide,Guillaume Daudin,drogue ; cantharide,rewire,,[Drogues ; cantharides]
no,drogues cassia lignea,drogue cassia lignea,Guillaume Daudin,drogue ; cassia lignea,rewire,,[Drogues ; cassia lignea]
no,drogues castor,drogue castor,Guillaume Daudin,drogue ; castor,rewire,,[drogues castor]
no,drogues chimiques,drogue chimique,Guillaume Daudin,drogue ; chimique,rewire,,[Drogues ; chimique]
no,drogues chimiques sel de fat ???,drogue chimique ?,Guillaume Daudin,drogue ; chimique ; ?,rewire,,[Drogues ; Chimiques ; Sel de fat***]
no,droguerie chimique diverse,drogue chimique diverse,Guillaume Daudin,drogue ; chimique ; diverse,rewire,,[Drogueries ; chimiques ; diverses]
no,drogues chimiques diverses,drogue chimique diverse,Guillaume Daudin,drogue ; chimique ; diverse,rewire,,[Drogues ; Chimiques ; Diverses] [Drogues ; chimiques ; divers]
no,drogues chimiques eau-forte,drogue chimique eau forte,Guillaume Daudin,drogue ; chimique ; eau forte,rewire,,[Drogues ; Chimiques ; Eau forte] [Drogues; Chimiques; Eau forte] [Drogues ; chimique ; eau ; forte]
no,drogues chimiques esprit de sel,drogue chimique esprit de sel,Guillaume Daudin,drogue ; chimique ; esprit de sel,rewire,,[Drogues ; Chimiques ; Esprit de sel]
no,drogues chimiques esprit de vin,drogue chimique esprit de vice,Guillaume Daudin,drogue ; chimique ; esprit de vice,rewire,,[Drogues ; Chimiques ; Esprit de vice]
no,droguerie chimique et métallique,drogue chimique et métallique,Guillaume Daudin,drogue ; chimique et métallique,rewire,,[Drogueries ; chimique et métallique]
no,drogues chimiques et métaliques,drogue chimique et métallique,Guillaume Daudin,drogue ; chimique et métallique,rewire,,[Drogues ; chimique et métalique]
no,drogues chimiques et métalliques,drogue chimique et métallique,Guillaume Daudin,drogue ; chimique et métallique,rewire,,[Drogues; Chimiques et metalliques] [Drogues ; chimiques et métalliques]
no,drogues chimiques et métalliques antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; chimiques et métalliques ; antimoine]
no,drogues chimiques et métalliques antimoine cru,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; chimiques et métalliques ; antimoine ; cru]
no,drogues chimiques et métalliques régule d'antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; chimiques et métalliques ; régule ; d'antimoine]
no,drogues métalliques antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; Métalliques ; Antimoine]
no,drogues métalliques antimoire,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; Métalliques ; Antimoire]
no,drogues métalliques et chimiques antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Drogues ; metalliques et chimiques ; antimoine] [Drogues ; métallique et chimique ; antimoine]
no,mine d'antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Mine ; d'antimoine]
no,régule d'antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,[Régule d'antimoine] [Regule d'antimoine] [Regale d'antimoine],[Régule d'antimoine] [Regule d'antimoine] [Regale d'antimoine]
no,vert d'antimoine,drogue chimique et métallique antimoine,Guillaume Daudin,drogue ; chimique et métallique ; antimoine,rewire,,[Verd; d'antimoine] [Verd ; d'antimoine]
no,droguerie chimique et métallique arsenic,drogue chimique et métallique arsenic,Guillaume Daudin,drogue ; chimique et métallique ; arsenic,rewire,,[Drogueries ; chimique et métallique ; arsenic]
no,drogues chimiques et métalliques arsenic,drogue chimique et métallique arsenic,Guillaume Daudin,drogue ; chimique et métallique ; arsenic,rewire,,[Drogues ; chimiques et métalliques ; arsenic]
no,droguerie chimique et métallique diverse,drogue chimique et métallique diverse,Guillaume Daudin,drogue ; chimique et métallique ; diverse,rewire,,[Drogueries ; chimique et métallique ; diverses]
no,drogues chimiques et métalliques diverses,drogue chimique et métallique diverse,Guillaume Daudin,drogue ; chimique et métallique ; diverse,rewire,,[Drogues ; chimiques et métalliques ; diverses]
no,drogues chimiques et métalliques eau-forte,drogue chimique et métallique eau forte,Guillaume Daudin,drogue ; chimique et métallique ; eau ; forte,rewire,,[Drogues ; chimiques et métalliques ; eau ; forte]
no,drogues chimiques et métalliques esprit de sel,drogue chimique et métallique esprit de sel,Guillaume Daudin,drogue ; chimique et métallique ; esprit ; de sel,rewire,,[Drogues ; chimiques et métalliques ; esprit ; de sel]
no,drogues chimiques et métalliques sel de Glauber,drogue chimique et métallique sel de Globert,Guillaume Daudin,drogue ; chimique et métallique ; sel ; de Globert,rewire,,[Drogues ; chimiques et métalliques ; sel ; de Globert]
no,drogues chimiques et métalliques sel divers,drogue chimique et métallique sel divers,Guillaume Daudin,drogue ; chimique et métallique ; sel ; divers,rewire,,[Drogues ; chimiques et métalliques ; sels ; divers]
no,drogues chimiques et métalliques sublimé,drogue chimique et métallique sublime,Guillaume Daudin,drogue ; chimique et métallique ; sublime,rewire,,[Drogues ; chimiques et métalliques ; sublime]
no,drogues chimiques et métalliques zinc,drogue chimique et métallique zinc,Guillaume Daudin,drogue ; chimique et métallique ; zinc,rewire,,[Drogues ; chimiques et métalliques ; zinck]
no,drogues chimiques et métalliques sel d'Epsom,drogue chimique sel d'epsum,Guillaume Daudin,drogue ; chimique ; sel d'epsum,rewire,,[Drogues ; chimiques et métalliques ; sel ; d'epsum]
no,drogues chimiques sel d'Epsom,drogue chimique sel d'epsum,Guillaume Daudin,drogue ; chimique ; sel d'epsum,rewire,,[Drogues ; Chimiques ; Sel d'epsum]
no,drogues chimiques sel d'opium,drogue chimique sel d'opium,Guillaume Daudin,drogue ; chimique ; sel d'opium,rewire,,[Drogues ; chimiques ; sel ; d'opium]
no,drogues chimiques sel de Glauber,drogue chimique sel de Globert,Guillaume Daudin,drogue ; chimique ; sel de Globert,rewire,,[Drogues ; Chimiques ; Sel de globerts]
no,drogues chimiques sel de paume,drogue chimique sel de paume,Guillaume Daudin,drogue ; chimique ; sel de paume,rewire,,[Drogues ; Chimiques ; Sel de paume]
no,drogues chimiques sel de plomb,drogue chimique sel de plomb,Guillaume Daudin,drogue ; chimique ; sel de plomb,rewire,,[Drogues ; Chimiques ; Sel de plomb]
no,drogues chimiques sel de potasse,drogue chimique sel de potasse,Guillaume Daudin,drogue ; chimique ; sel de potasse,rewire,,[Drogues ; Chimiques ; Sel de potasse]
no,drogues chimiques sel de tamarin,drogue chimique sel de tamarin,Guillaume Daudin,drogue ; chimique ; sel de tamarin,rewire,,[Drogues ; Chimiques ; Sel de tamarin] [Drogues ; chimiques ; sel ; de tamarin]
no,drogues chimiques sel divers,drogue chimique sel divers,Guillaume Daudin,drogue ; chimique ; sel divers,rewire,,[Drogues ; Chimiques ; Sels divers]
no,drogues chimiques sel gemme,drogue chimique sel gemme,Guillaume Daudin,drogue ; chimique ; sel gemme,rewire,,[Drogues ; Chimiques ; Sel gem]
no,drogues chimiques sel de Saturne,drogue chimique sel saturne,Guillaume Daudin,drogue ; chimique ; sel saturne,rewire,,[Drogues ; chimiques ; sel ; de saturne] [Drogyes ; chimiques ; sel ; de saturne] [Drogues ; chimique ; sel ; de saturne]
no,drogues chimiques sel Saturne,drogue chimique sel saturne,Guillaume Daudin,drogue ; chimique ; sel saturne,rewire,,[Drogues ; Chimiques ; Sel saturne]
no,drogues chimiques sel sublimé,drogue chimique sel sublimé,Guillaume Daudin,drogue ; chimique ; sel sublimé,rewire,,[Drogues ; Chimiques ; Sel sublimé]
no,drogues chimiques sublimé,drogue chimique sublimé,Guillaume Daudin,drogue ; chimique ; sublimé,rewire,,[Drogues ; Chimiques ; Sublimé]
no,droguerie cochenille,drogue cochenille,Guillaume Daudin,drogue ; cochenille,rewire,,[Drogueries ; cochenille]
no,drogues cochenille,drogue cochenille,Guillaume Daudin,drogue ; cochenille,rewire,,[Drogues ; cochenille]
no,drogues couperose,drogue couperose,Guillaume Daudin,drogue ; couperose,rewire,,[Drogues ; couperose]
no,droguerie d'apothicaire,drogue d'apothicaire,Guillaume Daudin,drogue ; d'apothicaire,rewire,,[Droguerie d'Apothicaire]
no,drogues d'apothicaire,drogue d'apothicaire,Guillaume Daudin,drogue ; d'apothicaire,rewire,,[drogues d'apoticaires] [Drogue d'apotiquaire] [Drogues d'apoticaires] [Drogues ; d'apotiquaire] [Drogues d'apoticaire] [Drogues d'apotiquaires] [Drogues d'Apothicaire] [Droguer d'Apothicaire] [drogueur d'apothicaire] [Drogues d'apotiquaire]
no,drogues d'apothicaire commune,drogue d'apothicaire commune,Guillaume Daudin,drogue d'apothicaire ; commune,rewire,,[Drogues d'Apothicaire commune]
no,drogues de misme,drogue de misme,Guillaume Daudin,drogue ; de misme,rewire,,[Drogues de misme]
no,harpoix et tartre,drogue diverse,Guillaume Daudin,drogue ; diverse,rewire,[Tartre et harpoix] [Harpoix et tartre],[Harpoix et tartre]
no,tartre et harpoix,drogue diverse,Guillaume Daudin,drogue ; diverse,rewire,,[Tartre et harpoix]
no,drogues diverses sagon,drogue diverse sagon,Guillaume Daudin,drogue ; diverse ; sagon,rewire,,[Drogues ; diverses ; sagon]
no,drogues mêlées doraze,drogue doraze,Guillaume Daudin,drogue ; doraze,rewire,,[Drogues ; melées ; Doraze]
no,drogues érneri,drogue émeri,Guillaume Daudin,drogue ; émeri,rewire,,[Drogues ; erneri]
no,drogues mêlées essence de vitriol,drogue essence de vitriol,Guillaume Daudin,drogue ; essence de vitriol,rewire,,[Drogues ; melées ; Essence de vitriol] [Drogues ; Mêlées ; Essence de vitriol]
no,essence de vitriol,drogue essence de vitriol,Guillaume Daudin,drogue ; essence de vitriol,rewire,,[Essence ; de vitriol]
no,drogues fines,drogue fine,Guillaume Daudin,drogue ; fine,rewire,,[Drogues fines] [drogues fines] [Drogues finnes]
no,drogues mêlées galbanum,drogue galbanum,Guillaume Daudin,drogue ; galbanum,rewire,,[Drogues ; melées ; Galbanum]
no,droguerie galle,drogue galle,Guillaume Daudin,drogue ; galle,rewire,,[Drogueries ; galle]
no,drogues gomme,drogue gomme,Guillaume Daudin,drogue ; gomme,rewire,,[Drogues ; gomme]
no,droguerie gomme arabique,drogue gomme arabique,Guillaume Daudin,drogue ; gomme ; arabique,rewire,,[Drogueries ; gomme ; arabique] [Drogueries gomme arabique]
no,droguerie gomme de Barbarie,drogue gomme barbarie,Guillaume Daudin,drogue ; gomme ; barbarie,rewire,,[Drogueries ; gomme ; barbarie]
no,droguerie gomme commune,drogue gomme commune,Guillaume Daudin,drogue ; gomme ; commune,rewire,,[Drogueries ; gomme ; commune]
no,drogues gomme couperose,drogue gomme couperose,Guillaume Daudin,drogue ; gomme ; couperose,rewire,,[Drogues ; gomme ; couperose]
no,drogues diverses gomme diverse,drogue gomme diverse,Guillaume Daudin,drogue ; gomme ; diverse,rewire,,[///Drogues diverses///Gommes diverses]
